Año	Residencia provincia código	Residencia provincia nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2009	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	5163
2009	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13661
2009	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	13909
2009	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	23032
2009	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	18782
2009	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4819
2009	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12635
2009	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	10435
2009	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11190
2009	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5727
2009	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1477
2009	22	Huesca	65 y más	Hombres	4 - Distinta CA	3193
2009	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	315
2009	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11380
2009	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9079
2009	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1859
2009	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4057
2009	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	380
2009	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6291
2009	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1357
2009	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	510
2009	44	Teruel	0 a 15	Hombres	4 - Distinta CA	595
2009	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	1401
2009	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	5969
2009	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1347
2009	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	453
2009	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	551
2009	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	1293
2009	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	18558
2009	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11493
2009	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3672
2009	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6631
2009	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	9419
2009	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15810
2009	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10801
2009	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3491
2009	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	6107
2009	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6381
2009	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10363
2009	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3105
2009	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	386
2009	44	Teruel	65 y más	Hombres	4 - Distinta CA	1828
2009	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	124
2009	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11630
2009	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4266
2009	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	579
2009	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2179
2009	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	161
2009	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	53423
2009	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7403
2009	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	384
2009	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2833
2009	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	7929
2009	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	50122
2009	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6985
2009	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	381
2009	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2645
2009	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	7641
2009	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	147814
2009	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	60635
2009	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	14001
2009	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	46660
2009	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	63974
2009	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	140616
2009	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	60342
2009	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	15858
2009	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	47802
2009	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	52133
2009	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	32066
2009	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	18446
2009	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8143
2009	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	16639
2009	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1106
2009	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	39520
2009	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	27892
2009	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	11680
2009	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	23628
2009	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	1612
2010	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	10975
2010	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1823
2010	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	580
2010	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1210
2010	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1852
2010	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10310
2010	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1730
2010	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	631
2010	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1129
2010	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1764
2010	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	26356
2010	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	19006
2010	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	5167
2010	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13671
2010	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	14036
2010	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22812
2010	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	18454
2010	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4811
2010	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12655
2010	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	10898
2010	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11143
2010	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5667
2010	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1497
2010	22	Huesca	65 y más	Hombres	4 - Distinta CA	3225
2010	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	316
2010	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11395
2010	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9035
2010	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1870
2010	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4139
2010	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	409
2010	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6404
2010	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1269
2010	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	473
2010	44	Teruel	0 a 15	Hombres	4 - Distinta CA	598
2010	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	1422
2010	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6126
2010	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1235
2010	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	427
2010	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	542
2010	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	1263
2010	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	18375
2010	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11481
2010	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3703
2010	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6580
2010	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	8560
2010	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15634
2010	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10769
2010	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3501
2010	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	6113
2010	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6436
2010	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10209
2010	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3088
2010	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	388
2010	44	Teruel	65 y más	Hombres	4 - Distinta CA	1876
2010	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	137
2010	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11453
2010	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4275
2010	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	571
2010	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2205
2010	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	164
2010	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	55328
2010	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7297
2010	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	399
2010	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2762
2010	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	7678
2010	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	51859
2010	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6810
2010	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	380
2010	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2589
2010	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	7434
2010	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	147229
2010	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	60506
2010	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	13572
2010	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	45962
2010	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	63864
2010	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	140399
2010	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	59844
2010	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	15508
2010	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	46982
2010	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	53832
2010	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	32338
2010	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	18705
2010	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8187
2010	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	17046
2010	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1217
2010	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	39743
2010	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	28166
2010	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	11767
2010	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	24102
2010	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	1747
2011	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11172
2011	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1777
2011	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	581
2011	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1172
2011	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1795
2011	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10567
2011	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1697
2011	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	618
2011	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1100
2011	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1673
2011	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	26169
2011	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	18815
2011	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	5120
2011	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13641
2011	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	14070
2011	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22635
2011	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	18137
2011	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4777
2011	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12581
2011	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	11371
2011	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11097
2011	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5679
2011	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1521
2011	22	Huesca	65 y más	Hombres	4 - Distinta CA	3274
2011	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	341
2011	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11397
2011	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9024
2011	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1910
2011	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4216
2011	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	434
2011	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6583
2011	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1159
2011	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	457
2011	44	Teruel	0 a 15	Hombres	4 - Distinta CA	599
2011	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	1362
2011	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6260
2011	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1107
2011	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	408
2011	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	569
2011	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	1252
2011	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	18125
2011	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11441
2011	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3742
2011	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6598
2011	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	8393
2011	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15513
2011	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10659
2011	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3522
2011	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	6130
2011	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6608
2011	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10034
2011	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3091
2011	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	394
2011	44	Teruel	65 y más	Hombres	4 - Distinta CA	1878
2011	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	152
2011	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11294
2011	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4265
2011	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	579
2011	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2251
2011	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	182
2011	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	56978
2011	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7155
2011	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	387
2011	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2711
2011	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	7095
2011	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	53238
2011	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6660
2011	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	398
2011	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2610
2011	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	6934
2011	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	146367
2011	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	60293
2011	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	13146
2011	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	45201
2011	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	62979
2011	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	139956
2011	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	59168
2011	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	15147
2011	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	46093
2011	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	55013
2011	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	32734
2011	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	18943
2011	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8316
2011	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	17442
2011	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1307
2011	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	40226
2011	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	28470
2011	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	11898
2011	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	24632
2011	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	1828
2012	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	11350
2012	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1696
2012	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	536
2012	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1202
2012	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1702
2012	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	10805
2012	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1697
2012	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	586
2012	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1127
2012	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1667
2012	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	25865
2012	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	18572
2012	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	5007
2012	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13480
2012	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	14128
2012	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	22500
2012	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	17802
2012	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4678
2012	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12488
2012	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	11843
2012	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11042
2012	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5717
2012	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1553
2012	22	Huesca	65 y más	Hombres	4 - Distinta CA	3293
2012	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	369
2012	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11330
2012	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	8945
2012	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1900
2012	22	Huesca	65 y más	Mujeres	4 - Distinta CA	4280
2012	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	449
2012	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6804
2012	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1071
2012	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	430
2012	44	Teruel	0 a 15	Hombres	4 - Distinta CA	616
2012	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	1237
2012	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	6463
2012	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1025
2012	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	395
2012	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	588
2012	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	1223
2012	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	17887
2012	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11345
2012	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3720
2012	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6550
2012	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	8521
2012	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15280
2012	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10510
2012	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3484
2012	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	6074
2012	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	6871
2012	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	9833
2012	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3076
2012	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	402
2012	44	Teruel	65 y más	Hombres	4 - Distinta CA	1840
2012	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	146
2012	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11037
2012	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4270
2012	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	577
2012	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2258
2012	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	195
2012	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	58229
2012	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7081
2012	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	414
2012	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2779
2012	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	6936
2012	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	54477
2012	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	6529
2012	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	406
2012	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2594
2012	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	6709
2012	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	145949
2012	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	59546
2012	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	12846
2012	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	44836
2012	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	64525
2012	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	139878
