Año	Provincia	Municipio	Entidad singular	Núcleo/diseminado	Personas
2019	50-Zaragoza	50066-Cadrete	500660003 - Murallas de Santa Fe	50066000301 - Murallas de Santa Fe	151
2019	50-Zaragoza	50066-Cadrete	500660003 - Murallas de Santa Fe	50066000399 - *Diseminado*	32
2019	50-Zaragoza	50066-Cadrete	500660004 - Sisallete (El)	50066000401 - Sisallete (El)	599
2019	50-Zaragoza	50066-Cadrete	500660005 - Olivares (Los)	50066000501 - Olivares (Los)	203
2019	50-Zaragoza	50067-Calatayud	500670001 - Calatayud	50067000101 - Calatayud	19750
2019	50-Zaragoza	50067-Calatayud	500670001 - Calatayud	50067000199 - *Diseminado*	37
2019	50-Zaragoza	50067-Calatayud	500670003 - Carramolina	50067000399 - *Diseminado*	1
2019	50-Zaragoza	50067-Calatayud	500670004 - Embid de la Ribera	50067000401 - Embid de la Ribera	46
2019	50-Zaragoza	50067-Calatayud	500670004 - Embid de la Ribera	50067000499 - *Diseminado*	5
2019	50-Zaragoza	50067-Calatayud	500670005 - Huérmeda	50067000501 - Huérmeda	76
2019	50-Zaragoza	50067-Calatayud	500670006 - Marivella	50067000699 - *Diseminado*	45
2019	50-Zaragoza	50067-Calatayud	500670010 - Torres	50067001001 - Torres	64
2019	50-Zaragoza	50068-Calatorao	500680001 - Calatorao	50068000101 - Calatorao	2835
2019	50-Zaragoza	50068-Calatorao	500680001 - Calatorao	50068000199 - *Diseminado*	46
2019	50-Zaragoza	50069-Calcena	500690001 - Calcena	50069000101 - Calcena	72
2019	50-Zaragoza	50070-Calmarza	500700001 - Calmarza	50070000101 - Calmarza	57
2019	50-Zaragoza	50071-Campillo de Aragón	500710001 - Campillo de Aragón	50071000101 - Campillo de Aragón	147
2019	50-Zaragoza	50072-Carenas	500720001 - Carenas	50072000101 - Carenas	210
2019	50-Zaragoza	50072-Carenas	500720002 - Tranquera (La)	50072000201 - Tranquera (La)	3
2019	50-Zaragoza	50073-Cariñena	500730001 - Cariñena	50073000101 - Cariñena	3291
2019	50-Zaragoza	50073-Cariñena	500730001 - Cariñena	50073000199 - *Diseminado*	11
2019	50-Zaragoza	50074-Caspe	500740001 - Caspe	50074000101 - Caspe	9083
2019	50-Zaragoza	50074-Caspe	500740001 - Caspe	50074000199 - *Diseminado*	358
2019	50-Zaragoza	50074-Caspe	500740002 - Playas de Chacón	50074000201 - Playas de Chacón	44
2019	50-Zaragoza	50074-Caspe	500740006 - Poblado de Pescadores	50074000601 - Poblado de Pescadores	222
2019	50-Zaragoza	50074-Caspe	500740007 - Miraflores	50074000799 - *Diseminado*	37
2019	50-Zaragoza	50074-Caspe	500740008 - Zaragoceta	50074000899 - *Diseminado*	4
2019	50-Zaragoza	50075-Castejón de Alarba	500750001 - Castejón de Alarba	50075000101 - Castejón de Alarba	89
2019	50-Zaragoza	50075-Castejón de Alarba	500750001 - Castejón de Alarba	50075000199 - *Diseminado*	2
2019	50-Zaragoza	50076-Castejón de las Armas	500760001 - Castejón de las Armas	50076000101 - Castejón de las Armas	87
2019	50-Zaragoza	50077-Castejón de Valdejasa	500770001 - Castejón de Valdejasa	50077000101 - Castejón de Valdejasa	207
2019	50-Zaragoza	50077-Castejón de Valdejasa	500770001 - Castejón de Valdejasa	50077000199 - *Diseminado*	3
2019	50-Zaragoza	50078-Castiliscar	500780001 - Castiliscar	50078000101 - Castiliscar	263
2019	50-Zaragoza	50079-Cervera de la Cañada	500790001 - Cervera de la Cañada	50079000101 - Cervera de la Cañada	253
2019	50-Zaragoza	50079-Cervera de la Cañada	500790001 - Cervera de la Cañada	50079000199 - *Diseminado*	18
2019	50-Zaragoza	50080-Cerveruela	500800001 - Cerveruela	50080000101 - Cerveruela	33
2019	50-Zaragoza	50081-Cetina	500810001 - Cetina	50081000101 - Cetina	584
2019	50-Zaragoza	50081-Cetina	500810001 - Cetina	50081000199 - *Diseminado*	9
2019	50-Zaragoza	50082-Cimballa	500820001 - Cimballa	50082000101 - Cimballa	97
2019	50-Zaragoza	50083-Cinco Olivas	500830001 - Cinco Olivas	50083000101 - Cinco Olivas	106
2019	50-Zaragoza	50084-Clarés de Ribota	500840001 - Clarés de Ribota	50084000101 - Clarés de Ribota	66
2019	50-Zaragoza	50085-Codo	500850001 - Codo	50085000101 - Codo	201
2019	50-Zaragoza	50086-Codos	500860001 - Codos	50086000101 - Codos	234
2019	50-Zaragoza	50087-Contamina	500870001 - Contamina	50087000101 - Contamina	31
2019	50-Zaragoza	50087-Contamina	500870001 - Contamina	50087000199 - *Diseminado*	6
2019	50-Zaragoza	50088-Cosuenda	500880001 - Cosuenda	50088000101 - Cosuenda	364
2019	50-Zaragoza	50089-Cuarte de Huerva	500890001 - Cuarte de Huerva	50089000101 - Cuarte de Huerva	13298
2019	50-Zaragoza	50089-Cuarte de Huerva	500890001 - Cuarte de Huerva	50089000199 - *Diseminado*	5
2019	50-Zaragoza	50090-Cubel	500900001 - Cubel	50090000101 - Cubel	155
2019	50-Zaragoza	50091-Cuerlas (Las)	500910001 - Cuerlas (Las)	50091000101 - Cuerlas (Las)	41
2019	50-Zaragoza	50092-Chiprana	500920001 - Chiprana	50092000101 - Chiprana	518
2019	50-Zaragoza	50092-Chiprana	500920001 - Chiprana	50092000199 - *Diseminado*	5
2019	50-Zaragoza	50093-Chodes	500930001 - Chodes	50093000101 - Chodes	102
2019	50-Zaragoza	50093-Chodes	500930001 - Chodes	50093000199 - *Diseminado*	2
2019	50-Zaragoza	50094-Daroca	500940001 - Daroca	50094000101 - Daroca	1966
2019	50-Zaragoza	50094-Daroca	500940001 - Daroca	50094000199 - *Diseminado*	17
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000301 - Ejea de los Caballeros	14059
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000302 - Bárdenas	494
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000303 - Bayo (El)	265
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000304 - Farasdués	72
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000305 - Pinsoro	649
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000306 - Rivas	408
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000307 - Sabinar (El)	161
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000308 - Santa Anastasia	383
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000309 - Valareña	285
2019	50-Zaragoza	50095-Ejea de los Caballeros	500950003 - Ejea de los Caballeros	50095000399 - *Diseminado*	7
2019	50-Zaragoza	50096-Embid de Ariza	500960002 - Embid de Ariza	50096000201 - Embid de Ariza	37
2019	50-Zaragoza	50098-Encinacorba	500980001 - Encinacorba	50098000101 - Encinacorba	178
2019	50-Zaragoza	50099-Épila	500990001 - Épila	50099000101 - Épila	4283
2019	50-Zaragoza	50099-Épila	500990001 - Épila	50099000199 - *Diseminado*	17
2019	50-Zaragoza	50099-Épila	500990002 - Fábrica Azucarera	50099000201 - Fábrica Azucarera	86
2019	50-Zaragoza	50100-Erla	501000001 - Erla	50100000101 - Erla	338
2019	50-Zaragoza	50100-Erla	501000001 - Erla	50100000199 - *Diseminado*	4
2019	50-Zaragoza	50101-Escatrón	501010001 - Escatrón	50101000101 - Escatrón	1051
2019	50-Zaragoza	50102-Fabara	501020001 - Fabara	50102000101 - Fabara	1117
2019	50-Zaragoza	50102-Fabara	501020001 - Fabara	50102000199 - *Diseminado*	8
2019	50-Zaragoza	50104-Farlete	501040001 - Farlete	50104000101 - Farlete	379
2019	50-Zaragoza	50105-Fayón	501050001 - Fayón	50105000101 - Fayón	372
2019	50-Zaragoza	50105-Fayón	501050001 - Fayón	50105000199 - *Diseminado*	7
2019	50-Zaragoza	50106-Fayos (Los)	501060001 - Fayos (Los)	50106000101 - Fayos (Los)	139
2019	50-Zaragoza	50107-Figueruelas	501070001 - Figueruelas	50107000101 - Figueruelas	1246
2019	50-Zaragoza	50107-Figueruelas	501070001 - Figueruelas	50107000199 - *Diseminado*	13
2019	50-Zaragoza	50108-Fombuena	501080001 - Fombuena	50108000101 - Fombuena	56
2019	50-Zaragoza	50109-Frago (El)	501090001 - Frago (El)	50109000101 - Frago (El)	98
2019	50-Zaragoza	50109-Frago (El)	501090001 - Frago (El)	50109000199 - *Diseminado*	1
2019	50-Zaragoza	50110-Frasno (El)	501100001 - Aluenda	50110000101 - Aluenda	5
2019	50-Zaragoza	50110-Frasno (El)	501100001 - Aluenda	50110000199 - *Diseminado*	1
2019	50-Zaragoza	50110-Frasno (El)	501100002 - Frasno (El)	50110000201 - Frasno (El)	337
2019	50-Zaragoza	50110-Frasno (El)	501100002 - Frasno (El)	50110000299 - *Diseminado*	2
2019	50-Zaragoza	50110-Frasno (El)	501100003 - Inogés	50110000301 - Inogés	29
2019	50-Zaragoza	50110-Frasno (El)	501100004 - Pietas	50110000401 - Pietas	6
2019	50-Zaragoza	50111-Fréscano	501110001 - Fréscano	50111000101 - Fréscano	204
2019	50-Zaragoza	50113-Fuendejalón	501130001 - Fuendejalón	50113000101 - Fuendejalón	778
2019	50-Zaragoza	50114-Fuendetodos	501140001 - Fuendetodos	50114000101 - Fuendetodos	133
2019	50-Zaragoza	50114-Fuendetodos	501140001 - Fuendetodos	50114000199 - *Diseminado*	12
2019	50-Zaragoza	50115-Fuentes de Ebro	501150001 - Fuentes de Ebro	50115000101 - Fuentes de Ebro	4410
2019	50-Zaragoza	50115-Fuentes de Ebro	501150001 - Fuentes de Ebro	50115000199 - *Diseminado*	67
2019	50-Zaragoza	50115-Fuentes de Ebro	501150002 - Rodén	50115000201 - Rodén	27
2019	50-Zaragoza	50116-Fuentes de Jiloca	501160001 - Fuentes de Jiloca	50116000101 - Fuentes de Jiloca	222
2019	50-Zaragoza	50116-Fuentes de Jiloca	501160001 - Fuentes de Jiloca	50116000199 - *Diseminado*	9
2019	50-Zaragoza	50117-Gallocanta	501170001 - Gallocanta	50117000101 - Gallocanta	152
2019	50-Zaragoza	50118-Gallur	501180001 - Gallur	50118000101 - Gallur	2444
2019	50-Zaragoza	50118-Gallur	501180001 - Gallur	50118000199 - *Diseminado*	4
2019	50-Zaragoza	50118-Gallur	501180002 - Urbanización San Antonio	50118000201 - Urbanización San Antonio	148
2019	50-Zaragoza	50119-Gelsa	501190001 - Gelsa	50119000101 - Gelsa	1013
2019	50-Zaragoza	50120-Godojos	501200001 - Godojos	50120000101 - Godojos	54
2019	50-Zaragoza	50121-Gotor	501210001 - Gotor	50121000101 - Gotor	315
2019	50-Zaragoza	50121-Gotor	501210001 - Gotor	50121000199 - *Diseminado*	3
2019	50-Zaragoza	50122-Grisel	501220001 - Grisel	50122000101 - Grisel	62
2019	50-Zaragoza	50122-Grisel	501220001 - Grisel	50122000199 - *Diseminado*	12
2019	50-Zaragoza	50123-Grisén	501230001 - Grisén	50123000101 - Grisén	589
2019	50-Zaragoza	50124-Herrera de los Navarros	501240001 - Herrera de los Navarros	50124000101 - Herrera de los Navarros	505
2019	50-Zaragoza	50124-Herrera de los Navarros	501240001 - Herrera de los Navarros	50124000199 - *Diseminado*	1
2019	50-Zaragoza	50125-Ibdes	501250001 - Ibdes	50125000101 - Ibdes	365
2019	50-Zaragoza	50125-Ibdes	501250001 - Ibdes	50125000199 - *Diseminado*	39
2019	50-Zaragoza	50126-Illueca	501260001 - Illueca	50126000101 - Illueca	2924
2019	50-Zaragoza	50128-Isuerre	501280001 - Isuerre	50128000101 - Isuerre	31
2019	50-Zaragoza	50129-Jaraba	501290001 - Jaraba	50129000101 - Jaraba	280
2019	50-Zaragoza	50130-Jarque de Moncayo	501300001 - Jarque	50130000101 - Jarque	435
2019	50-Zaragoza	50131-Jaulín	501310001 - Jaulín	50131000101 - Jaulín	235
2019	50-Zaragoza	50132-Joyosa (La)	501320001 - Joyosa (La)	50132000101 - Joyosa (La)	465
2019	50-Zaragoza	50132-Joyosa (La)	501320001 - Joyosa (La)	50132000199 - *Diseminado*	4
2019	50-Zaragoza	50132-Joyosa (La)	501320002 - Marlofa	50132000201 - Marlofa	576
2019	50-Zaragoza	50132-Joyosa (La)	501320002 - Marlofa	50132000299 - *Diseminado*	28
2019	50-Zaragoza	50133-Lagata	501330001 - Lagata	50133000101 - Lagata	111
2019	50-Zaragoza	50134-Langa del Castillo	501340001 - Langa del Castillo	50134000101 - Langa del Castillo	121
2019	50-Zaragoza	50135-Layana	501350001 - Layana	50135000101 - Layana	97
2019	50-Zaragoza	50136-Lécera	501360001 - Lécera	50136000101 - Lécera	624
2019	50-Zaragoza	50136-Lécera	501360001 - Lécera	50136000199 - *Diseminado*	9
2019	50-Zaragoza	50137-Leciñena	501370001 - Leciñena	50137000101 - Leciñena	1150
2019	50-Zaragoza	50137-Leciñena	501370001 - Leciñena	50137000199 - *Diseminado*	5
2019	50-Zaragoza	50138-Lechón	501380001 - Lechón	50138000101 - Lechón	51
2019	50-Zaragoza	50139-Letux	501390001 - Letux	50139000101 - Letux	362
2019	50-Zaragoza	50139-Letux	501390001 - Letux	50139000199 - *Diseminado*	2
2019	50-Zaragoza	50140-Litago	501400001 - Litago	50140000101 - Litago	158
2019	50-Zaragoza	50140-Litago	501400001 - Litago	50140000199 - *Diseminado*	3
2019	50-Zaragoza	50141-Lituénigo	501410001 - Lituénigo	50141000101 - Lituénigo	120
2019	50-Zaragoza	50142-Lobera de Onsella	501420001 - Lobera de Onsella	50142000101 - Lobera de Onsella	28
2019	50-Zaragoza	50143-Longares	501430001 - Longares	50143000101 - Longares	811
2019	50-Zaragoza	50144-Longás	501440001 - Longás	50144000101 - Longás	31
2019	50-Zaragoza	50146-Lucena de Jalón	501460001 - Berbedel	50146000101 - Berbedel	17
2019	50-Zaragoza	50146-Lucena de Jalón	501460002 - Lucena de Jalón	50146000201 - Lucena de Jalón	223
2019	50-Zaragoza	50147-Luceni	501470002 - Luceni	50147000201 - Luceni	932
2019	50-Zaragoza	50147-Luceni	501470002 - Luceni	50147000299 - *Diseminado*	24
2019	50-Zaragoza	50148-Luesia	501480001 - Luesia	50148000101 - Luesia	287
2019	50-Zaragoza	50148-Luesia	501480001 - Luesia	50148000199 - *Diseminado*	1
2019	50-Zaragoza	50149-Luesma	501490001 - Luesma	50149000101 - Luesma	33
2019	50-Zaragoza	50149-Luesma	501490001 - Luesma	50149000199 - *Diseminado*	2
2019	50-Zaragoza	50150-Lumpiaque	501500001 - Lumpiaque	50150000101 - Lumpiaque	814
2019	50-Zaragoza	50151-Luna	501510001 - Lacorvilla	50151000101 - Lacorvilla	47
2019	50-Zaragoza	50151-Luna	501510002 - Luna	50151000201 - Luna	638
2019	50-Zaragoza	50151-Luna	501510002 - Luna	50151000299 - *Diseminado*	13
2019	50-Zaragoza	50152-Maella	501520001 - Maella	50152000101 - Maella	1865
2019	50-Zaragoza	50152-Maella	501520001 - Maella	50152000199 - *Diseminado*	120
2019	50-Zaragoza	50153-Magallón	501530001 - Magallón	50153000101 - Magallón	1125
2019	50-Zaragoza	50153-Magallón	501530001 - Magallón	50153000199 - *Diseminado*	3
2019	50-Zaragoza	50154-Mainar	501540001 - Mainar	50154000101 - Mainar	155
2019	50-Zaragoza	50155-Malanquilla	501550001 - Malanquilla	50155000101 - Malanquilla	92
2019	50-Zaragoza	50156-Maleján	501560001 - Maleján	50156000101 - Maleján	259
2019	50-Zaragoza	50157-Malón	501570001 - Malón	50157000101 - Malón	349
2019	50-Zaragoza	50157-Malón	501570001 - Malón	50157000199 - *Diseminado*	7
2019	50-Zaragoza	50159-Maluenda	501590001 - Maluenda	50159000101 - Maluenda	922
2019	50-Zaragoza	50160-Mallén	501600001 - Mallén	50160000101 - Mallén	3029
2019	50-Zaragoza	50160-Mallén	501600001 - Mallén	50160000199 - *Diseminado*	6
2019	50-Zaragoza	50161-Manchones	501610001 - Manchones	50161000101 - Manchones	114
2019	50-Zaragoza	50162-Mara	501620001 - Mara	50162000101 - Mara	168
2019	50-Zaragoza	50163-María de Huerva	501630001 - María de Huerva	50163000101 - María de Huerva	5776
2019	50-Zaragoza	50163-María de Huerva	501630001 - María de Huerva	50163000199 - *Diseminado*	9
2019	50-Zaragoza	50163-María de Huerva	501630004 - Campo del Niño	50163000401 - Campo del Niño	1
2019	50-Zaragoza	50163-María de Huerva	501630005 - Monte Pinar	50163000501 - Monte Pinar	9
2019	50-Zaragoza	50163-María de Huerva	501630006 - Paso de los Carros	50163000601 - Paso de los Carros	16
2019	50-Zaragoza	50163-María de Huerva	501630007 - Val de Pinar	50163000701 - Val de Pinar	1
2019	50-Zaragoza	50164-Mediana de Aragón	501640001 - Mediana de Aragón	50164000101 - Mediana de Aragón	441
2019	50-Zaragoza	50164-Mediana de Aragón	501640001 - Mediana de Aragón	50164000199 - *Diseminado*	20
2019	50-Zaragoza	50165-Mequinenza	501650001 - Mequinenza	50165000101 - Mequinenza	2268
2019	50-Zaragoza	50165-Mequinenza	501650001 - Mequinenza	50165000199 - *Diseminado*	56
2019	50-Zaragoza	50166-Mesones de Isuela	501660001 - Mesones de Isuela	50166000101 - Mesones de Isuela	231
2019	50-Zaragoza	50166-Mesones de Isuela	501660001 - Mesones de Isuela	50166000199 - *Diseminado*	33
2019	50-Zaragoza	50167-Mezalocha	501670001 - Ayles	50167000199 - *Diseminado*	10
2019	50-Zaragoza	50167-Mezalocha	501670002 - Mezalocha	50167000201 - Mezalocha	228
2019	50-Zaragoza	50168-Mianos	501680001 - Mianos	50168000101 - Mianos	23
2019	50-Zaragoza	50168-Mianos	501680001 - Mianos	50168000199 - *Diseminado*	7
2019	50-Zaragoza	50169-Miedes de Aragón	501690001 - Miedes de Aragón	50169000101 - Miedes de Aragón	433
2019	50-Zaragoza	50170-Monegrillo	501700001 - Monegrillo	50170000101 - Monegrillo	401
2019	50-Zaragoza	50170-Monegrillo	501700001 - Monegrillo	50170000199 - *Diseminado*	4
2019	50-Zaragoza	50171-Moneva	501710001 - Moneva	50171000101 - Moneva	95
2019	50-Zaragoza	50171-Moneva	501710001 - Moneva	50171000199 - *Diseminado*	2
2019	50-Zaragoza	50172-Monreal de Ariza	501720001 - Granja de San Pedro	50172000101 - Granja de San Pedro	3
2019	50-Zaragoza	50172-Monreal de Ariza	501720002 - Monreal de Ariza	50172000201 - Monreal de Ariza	197
2019	50-Zaragoza	50173-Monterde	501730001 - Llumes	50173000101 - Llumes	64
2019	50-Zaragoza	50173-Monterde	501730002 - Monterde	50173000201 - Monterde	93
2019	50-Zaragoza	50174-Montón	501740001 - Montón	50174000101 - Montón	90
2019	50-Zaragoza	50174-Montón	501740001 - Montón	50174000199 - *Diseminado*	4
2019	50-Zaragoza	50175-Morata de Jalón	501750002 - Morata de Jalón	50175000201 - Morata de Jalón	1079
2019	50-Zaragoza	50176-Morata de Jiloca	501760001 - Morata de Jiloca	50176000101 - Morata de Jiloca	299
2019	50-Zaragoza	50176-Morata de Jiloca	501760001 - Morata de Jiloca	50176000199 - *Diseminado*	3
2019	50-Zaragoza	50177-Morés	501770001 - Morés	50177000101 - Morés	303
2019	50-Zaragoza	50177-Morés	501770002 - Purroy	50177000201 - Purroy	20
2019	50-Zaragoza	50178-Moros	501780001 - Moros	50178000101 - Moros	265
2019	50-Zaragoza	50178-Moros	501780001 - Moros	50178000199 - *Diseminado*	78
2019	50-Zaragoza	50179-Moyuela	501790001 - Moyuela	50179000101 - Moyuela	280
2019	50-Zaragoza	50180-Mozota	501800001 - Mozota	50180000101 - Mozota	120
2019	50-Zaragoza	50180-Mozota	501800001 - Mozota	50180000199 - *Diseminado*	2
2019	50-Zaragoza	50181-Muel	501810002 - Muel	50181000201 - Muel	1236
2019	50-Zaragoza	50181-Muel	501810002 - Muel	50181000202 - Gran Torrubia	9
2019	50-Zaragoza	50181-Muel	501810002 - Muel	50181000299 - *Diseminado*	22
2019	50-Zaragoza	50181-Muel	501810003 - Virgen de la Fuente	50181000301 - Virgen de la Fuente	26
2019	50-Zaragoza	50181-Muel	501810003 - Virgen de la Fuente	50181000399 - *Diseminado*	2
2019	50-Zaragoza	50181-Muel	501810004 - Montesol	50181000499 - *Diseminado*	37
2019	50-Zaragoza	50181-Muel	501810005 - Parquemuel	50181000599 - *Diseminado*	46
2019	50-Zaragoza	50182-Muela (La)	501820001 - Alto de la Muela	50182000101 - Alto de la Muela	857
2019	50-Zaragoza	50182-Muela (La)	501820001 - Alto de la Muela	50182000199 - *Diseminado*	1
2019	50-Zaragoza	50182-Muela (La)	501820002 - Muela (La)	50182000201 - Muela (La)	4921
2019	50-Zaragoza	50182-Muela (La)	501820002 - Muela (La)	50182000299 - *Diseminado*	5
2019	50-Zaragoza	50183-Munébrega	501830001 - Munébrega	50183000101 - Munébrega	357
2019	50-Zaragoza	50183-Munébrega	501830001 - Munébrega	50183000199 - *Diseminado*	14
2019	50-Zaragoza	50184-Murero	501840001 - Murero	50184000101 - Murero	97
2019	50-Zaragoza	50184-Murero	501840001 - Murero	50184000199 - *Diseminado*	1
2019	50-Zaragoza	50185-Murillo de Gállego	501850001 - Concilio	50185000101 - Concilio	13
2019	50-Zaragoza	50185-Murillo de Gállego	501850002 - Morán	50185000201 - Morán	9
2019	50-Zaragoza	50185-Murillo de Gállego	501850003 - Murillo de Gállego	50185000301 - Murillo de Gállego	161
2019	50-Zaragoza	50186-Navardún	501860002 - Gordún	50186000201 - Gordún	6
2019	50-Zaragoza	50186-Navardún	501860003 - Navardún	50186000301 - Navardún	32
2019	50-Zaragoza	50187-Nigüella	501870001 - Nigüella	50187000101 - Nigüella	62
2019	50-Zaragoza	50188-Nombrevilla	501880001 - Nombrevilla	50188000101 - Nombrevilla	31
2019	50-Zaragoza	50189-Nonaspe	501890001 - Nonaspe	50189000101 - Nonaspe	944
2019	50-Zaragoza	50189-Nonaspe	501890001 - Nonaspe	50189000199 - *Diseminado*	17
2019	50-Zaragoza	50190-Novallas	501900001 - Novallas	50190000101 - Novallas	821
2019	50-Zaragoza	50190-Novallas	501900001 - Novallas	50190000199 - *Diseminado*	9
2019	50-Zaragoza	50191-Novillas	501910001 - Novillas	50191000101 - Novillas	532
2019	50-Zaragoza	50192-Nuévalos	501920002 - Monasterio de Piedra	50192000201 - Monasterio de Piedra	12
2019	50-Zaragoza	50192-Nuévalos	501920003 - Nuévalos	50192000301 - Nuévalos	282
2019	50-Zaragoza	50192-Nuévalos	501920004 - Tranquera (La)	50192000499 - *Diseminado*	16
2019	50-Zaragoza	50193-Nuez de Ebro	501930001 - Nuez de Ebro	50193000101 - Nuez de Ebro	830
2019	50-Zaragoza	50193-Nuez de Ebro	501930001 - Nuez de Ebro	50193000199 - *Diseminado*	7
2019	50-Zaragoza	50194-Olvés	501940001 - Olvés	50194000101 - Olvés	104
2019	50-Zaragoza	50195-Orcajo	501950001 - Orcajo	50195000101 - Orcajo	58
2019	50-Zaragoza	50196-Orera	501960001 - Orera	50196000101 - Orera	114
2019	50-Zaragoza	50197-Orés	501970001 - Orés	50197000101 - Orés	114
2019	50-Zaragoza	50198-Oseja	501980001 - Oseja	50198000101 - Oseja	53
2019	50-Zaragoza	50199-Osera de Ebro	501990001 - Aguilar de Ebro	50199000101 - Aguilar de Ebro	6
2019	50-Zaragoza	50199-Osera de Ebro	501990002 - Osera de Ebro	50199000201 - Osera de Ebro	308
2019	50-Zaragoza	50199-Osera de Ebro	501990002 - Osera de Ebro	50199000299 - *Diseminado*	21
2019	50-Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000303 - Canteras (Las)	3
2019	50-Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000305 - Galacha (La)	10
2019	50-Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000307 - Mezquita (La)	11
2019	50-Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000308 - Vedadillo	17
2019	50-Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000309 - Vedadillo-Arenales	1
2019	50-Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000310 - Arenales	9
2019	50-Zaragoza	50200-Paniza	502000001 - Paniza	50200000101 - Paniza	603
2019	50-Zaragoza	50200-Paniza	502000001 - Paniza	50200000199 - *Diseminado*	6
2019	50-Zaragoza	50201-Paracuellos de Jiloca	502010001 - Paracuellos de Jiloca	50201000101 - Paracuellos de Jiloca	592
2019	50-Zaragoza	50202-Paracuellos de la Ribera	502020001 - Paracuellos de la Ribera	50202000101 - Paracuellos de la Ribera	132
2019	50-Zaragoza	50202-Paracuellos de la Ribera	502020001 - Paracuellos de la Ribera	50202000199 - *Diseminado*	11
2019	50-Zaragoza	50203-Pastriz	502030002 - Pastriz	50203000201 - Pastriz	1220
2019	50-Zaragoza	50203-Pastriz	502030002 - Pastriz	50203000299 - *Diseminado*	77
2019	50-Zaragoza	50204-Pedrola	502040001 - Pedrola	50204000101 - Pedrola	3380
2019	50-Zaragoza	50204-Pedrola	502040001 - Pedrola	50204000199 - *Diseminado*	188
2019	50-Zaragoza	50205-Pedrosas (Las)	502050001 - Pedrosas (Las)	50205000101 - Pedrosas (Las)	73
2019	50-Zaragoza	50205-Pedrosas (Las)	502050001 - Pedrosas (Las)	50205000199 - *Diseminado*	14
2019	50-Zaragoza	50206-Perdiguera	502060001 - Perdiguera	50206000101 - Perdiguera	572
2019	50-Zaragoza	50207-Piedratajada	502070002 - Piedratajada	50207000201 - Piedratajada	94
2019	50-Zaragoza	50207-Piedratajada	502070002 - Piedratajada	50207000299 - *Diseminado*	1
2019	50-Zaragoza	50208-Pina de Ebro	502080001 - Pina de Ebro	50208000101 - Pina de Ebro	2343
2019	50-Zaragoza	50208-Pina de Ebro	502080001 - Pina de Ebro	50208000199 - *Diseminado*	19
2019	50-Zaragoza	50209-Pinseque	502090001 - Pinseque	50209000101 - Pinseque	2748
2019	50-Zaragoza	50209-Pinseque	502090001 - Pinseque	50209000199 - *Diseminado*	154
2019	50-Zaragoza	50209-Pinseque	502090002 - Urbanización Lago Azul	50209000201 - Urbanización Lago Azul	254
2019	50-Zaragoza	50209-Pinseque	502090003 - Urbanización Prados del Rey	50209000301 - Urbanización Prados del Rey	817
2019	50-Zaragoza	50210-Pintanos (Los)	502100001 - Pintano	50210000101 - Pintano	16
2019	50-Zaragoza	50210-Pintanos (Los)	502100002 - Undués-Pintano	50210000201 - Undués-Pintano	21
2019	50-Zaragoza	50211-Plasencia de Jalón	502110001 - Plasencia de Jalón	50211000101 - Plasencia de Jalón	296
2019	50-Zaragoza	50211-Plasencia de Jalón	502110001 - Plasencia de Jalón	50211000199 - *Diseminado*	1
2019	50-Zaragoza	50211-Plasencia de Jalón	502110002 - Venta (La)	50211000201 - Venta (La)	9
2019	50-Zaragoza	50212-Pleitas	502120001 - Pleitas	50212000101 - Pleitas	34
2019	50-Zaragoza	50213-Plenas	502130001 - Plenas	50213000101 - Plenas	99
2019	50-Zaragoza	50213-Plenas	502130001 - Plenas	50213000199 - *Diseminado*	7
2019	50-Zaragoza	50214-Pomer	502140001 - Pomer	50214000101 - Pomer	22
2019	50-Zaragoza	50215-Pozuel de Ariza	502150001 - Pozuel de Ariza	50215000101 - Pozuel de Ariza	21
2019	50-Zaragoza	50216-Pozuelo de Aragón	502160001 - Pozuelo de Aragón	50216000101 - Pozuelo de Aragón	296
2019	50-Zaragoza	50217-Pradilla de Ebro	502170001 - Pradilla de Ebro	50217000101 - Pradilla de Ebro	563
