Mes y año	Mes (código)	Sexo	Número de contratos	Comarca código	Comarca nombre
Noviembre 2008	200811	Hombres	8472	17	Central
Noviembre 2008	200811	Hombres	204	18	Ribera Baja del Ebro
Noviembre 2008	200811	Hombres	243	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Noviembre 2008	200811	Hombres	299	20	Comunidad de Calatayud
Noviembre 2008	200811	Hombres	258	21	Campo de Cariñena
Noviembre 2008	200811	Hombres	23	22	Campo de Belchite
Noviembre 2008	200811	Hombres	49	23	Bajo Martín
Noviembre 2008	200811	Hombres	18	24	Campo de Daroca
Noviembre 2008	200811	Hombres	45	25	Jiloca
Noviembre 2008	200811	Hombres	47	26	Cuencas Mineras
Noviembre 2008	200811	Hombres	95	27	Andorra-Sierra de Arcos
Noviembre 2008	200811	Hombres	202	28	Bajo Aragón
Noviembre 2008	200811	Hombres	431	29	Comunidad de Teruel
Noviembre 2008	200811	Hombres	31	30	Maestrazgo
Noviembre 2008	200811	Hombres	30	31	Sierra de Albarracín
Noviembre 2008	200811	Hombres	65	32	Gúdar-Javalambre
Noviembre 2008	200811	Hombres	122	33	Matarraña / Matarranya
Noviembre 2008	200811	Mujeres	157	01	La Jacetania
Noviembre 2008	200811	Mujeres	180	02	Alto Gállego
Noviembre 2008	200811	Mujeres	66	03	Sobrarbe
Noviembre 2008	200811	Mujeres	122	04	La Ribagorza
Noviembre 2008	200811	Mujeres	185	05	Cinco Villas
Noviembre 2008	200811	Mujeres	713	06	Hoya de Huesca / Plana de Uesca
Noviembre 2008	200811	Mujeres	172	07	Somontano de Barbastro
Noviembre 2008	200811	Mujeres	163	08	Cinca Medio
Noviembre 2008	200811	Mujeres	118	09	La Litera / La Llitera
Noviembre 2008	200811	Mujeres	82	10	Los Monegros
Noviembre 2008	200811	Mujeres	255	11	Bajo Cinca / Baix Cinca
Noviembre 2008	200811	Mujeres	99	12	Tarazona y el Moncayo
Noviembre 2008	200811	Mujeres	148	13	Campo de Borja
Noviembre 2008	200811	Mujeres	90	14	Aranda
Noviembre 2008	200811	Mujeres	273	15	Ribera Alta del Ebro
Noviembre 2008	200811	Mujeres	247	16	Valdejalón
Noviembre 2008	200811	Mujeres	10022	17	Central
Noviembre 2008	200811	Mujeres	57	18	Ribera Baja del Ebro
Noviembre 2008	200811	Mujeres	98	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Noviembre 2008	200811	Mujeres	251	20	Comunidad de Calatayud
Noviembre 2008	200811	Mujeres	77	21	Campo de Cariñena
Noviembre 2008	200811	Mujeres	17	22	Campo de Belchite
Noviembre 2008	200811	Mujeres	26	23	Bajo Martín
Noviembre 2008	200811	Mujeres	25	24	Campo de Daroca
Noviembre 2008	200811	Mujeres	62	25	Jiloca
Noviembre 2008	200811	Mujeres	29	26	Cuencas Mineras
Noviembre 2008	200811	Mujeres	38	27	Andorra-Sierra de Arcos
Noviembre 2008	200811	Mujeres	216	28	Bajo Aragón
Noviembre 2008	200811	Mujeres	481	29	Comunidad de Teruel
Noviembre 2008	200811	Mujeres	16	30	Maestrazgo
Noviembre 2008	200811	Mujeres	45	31	Sierra de Albarracín
Noviembre 2008	200811	Mujeres	69	32	Gúdar-Javalambre
Noviembre 2008	200811	Mujeres	55	33	Matarraña / Matarranya
Octubre 2008	200810	Hombres	194	01	La Jacetania
Octubre 2008	200810	Hombres	144	02	Alto Gállego
Octubre 2008	200810	Hombres	157	03	Sobrarbe
Octubre 2008	200810	Hombres	145	04	La Ribagorza
Octubre 2008	200810	Hombres	293	05	Cinco Villas
Octubre 2008	200810	Hombres	822	06	Hoya de Huesca / Plana de Uesca
Octubre 2008	200810	Hombres	299	07	Somontano de Barbastro
Octubre 2008	200810	Hombres	293	08	Cinca Medio
Octubre 2008	200810	Hombres	201	09	La Litera / La Llitera
Octubre 2008	200810	Hombres	148	10	Los Monegros
Octubre 2008	200810	Hombres	291	11	Bajo Cinca / Baix Cinca
Octubre 2008	200810	Hombres	206	12	Tarazona y el Moncayo
Octubre 2008	200810	Hombres	546	13	Campo de Borja
Octubre 2008	200810	Hombres	100	14	Aranda
Octubre 2008	200810	Hombres	461	15	Ribera Alta del Ebro
Octubre 2008	200810	Hombres	497	16	Valdejalón
Octubre 2008	200810	Hombres	11671	17	Central
Octubre 2008	200810	Hombres	205	18	Ribera Baja del Ebro
Octubre 2008	200810	Hombres	311	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Octubre 2008	200810	Hombres	454	20	Comunidad de Calatayud
Octubre 2008	200810	Hombres	959	21	Campo de Cariñena
Octubre 2008	200810	Hombres	34	22	Campo de Belchite
Octubre 2008	200810	Hombres	84	23	Bajo Martín
Octubre 2008	200810	Hombres	48	24	Campo de Daroca
Octubre 2008	200810	Hombres	118	25	Jiloca
Octubre 2008	200810	Hombres	89	26	Cuencas Mineras
Octubre 2008	200810	Hombres	145	27	Andorra-Sierra de Arcos
Octubre 2008	200810	Hombres	368	28	Bajo Aragón
Octubre 2008	200810	Hombres	709	29	Comunidad de Teruel
Octubre 2008	200810	Hombres	26	30	Maestrazgo
Octubre 2008	200810	Hombres	38	31	Sierra de Albarracín
Octubre 2008	200810	Hombres	109	32	Gúdar-Javalambre
Octubre 2008	200810	Hombres	150	33	Matarraña / Matarranya
Octubre 2008	200810	Mujeres	164	01	La Jacetania
Octubre 2008	200810	Mujeres	124	02	Alto Gállego
Octubre 2008	200810	Mujeres	121	03	Sobrarbe
Octubre 2008	200810	Mujeres	152	04	La Ribagorza
Octubre 2008	200810	Mujeres	261	05	Cinco Villas
Octubre 2008	200810	Mujeres	989	06	Hoya de Huesca / Plana de Uesca
Octubre 2008	200810	Mujeres	210	07	Somontano de Barbastro
Octubre 2008	200810	Mujeres	261	08	Cinca Medio
Octubre 2008	200810	Mujeres	153	09	La Litera / La Llitera
Octubre 2008	200810	Mujeres	101	10	Los Monegros
Octubre 2008	200810	Mujeres	267	11	Bajo Cinca / Baix Cinca
Octubre 2008	200810	Mujeres	185	12	Tarazona y el Moncayo
Octubre 2008	200810	Mujeres	244	13	Campo de Borja
Octubre 2008	200810	Mujeres	81	14	Aranda
Octubre 2008	200810	Mujeres	308	15	Ribera Alta del Ebro
Octubre 2008	200810	Mujeres	369	16	Valdejalón
Octubre 2008	200810	Mujeres	13668	17	Central
Octubre 2008	200810	Mujeres	120	18	Ribera Baja del Ebro
Octubre 2008	200810	Mujeres	163	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Octubre 2008	200810	Mujeres	383	20	Comunidad de Calatayud
Octubre 2008	200810	Mujeres	215	21	Campo de Cariñena
Octubre 2008	200810	Mujeres	20	22	Campo de Belchite
Octubre 2008	200810	Mujeres	59	23	Bajo Martín
Octubre 2008	200810	Mujeres	33	24	Campo de Daroca
Octubre 2008	200810	Mujeres	77	25	Jiloca
Octubre 2008	200810	Mujeres	50	26	Cuencas Mineras
Octubre 2008	200810	Mujeres	71	27	Andorra-Sierra de Arcos
Octubre 2008	200810	Mujeres	322	28	Bajo Aragón
Octubre 2008	200810	Mujeres	647	29	Comunidad de Teruel
Octubre 2008	200810	Mujeres	25	30	Maestrazgo
Octubre 2008	200810	Mujeres	37	31	Sierra de Albarracín
Octubre 2008	200810	Mujeres	60	32	Gúdar-Javalambre
Octubre 2008	200810	Mujeres	65	33	Matarraña / Matarranya
Septiembre 2008	200809	Hombres	188	01	La Jacetania
Septiembre 2008	200809	Hombres	191	02	Alto Gállego
Septiembre 2008	200809	Hombres	111	03	Sobrarbe
Septiembre 2008	200809	Hombres	90	04	La Ribagorza
Septiembre 2008	200809	Hombres	367	05	Cinco Villas
Septiembre 2008	200809	Hombres	805	06	Hoya de Huesca / Plana de Uesca
Septiembre 2008	200809	Hombres	246	07	Somontano de Barbastro
Septiembre 2008	200809	Hombres	402	08	Cinca Medio
Septiembre 2008	200809	Hombres	327	09	La Litera / La Llitera
Septiembre 2008	200809	Hombres	174	10	Los Monegros
Septiembre 2008	200809	Hombres	355	11	Bajo Cinca / Baix Cinca
Septiembre 2008	200809	Hombres	232	12	Tarazona y el Moncayo
Septiembre 2008	200809	Hombres	211	13	Campo de Borja
Septiembre 2008	200809	Hombres	62	14	Aranda
Septiembre 2008	200809	Hombres	697	15	Ribera Alta del Ebro
Septiembre 2008	200809	Hombres	1021	16	Valdejalón
Septiembre 2008	200809	Hombres	12636	17	Central
Septiembre 2008	200809	Hombres	318	18	Ribera Baja del Ebro
Septiembre 2008	200809	Hombres	501	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Septiembre 2008	200809	Hombres	688	20	Comunidad de Calatayud
Septiembre 2008	200809	Hombres	1061	21	Campo de Cariñena
Septiembre 2008	200809	Hombres	22	22	Campo de Belchite
Septiembre 2008	200809	Hombres	117	23	Bajo Martín
Septiembre 2008	200809	Hombres	32	24	Campo de Daroca
Septiembre 2008	200809	Hombres	163	25	Jiloca
Septiembre 2008	200809	Hombres	51	26	Cuencas Mineras
Septiembre 2008	200809	Hombres	126	27	Andorra-Sierra de Arcos
Septiembre 2008	200809	Hombres	340	28	Bajo Aragón
Septiembre 2008	200809	Hombres	762	29	Comunidad de Teruel
Septiembre 2008	200809	Hombres	34	30	Maestrazgo
Septiembre 2008	200809	Hombres	35	31	Sierra de Albarracín
Septiembre 2008	200809	Hombres	95	32	Gúdar-Javalambre
Septiembre 2008	200809	Hombres	146	33	Matarraña / Matarranya
Septiembre 2008	200809	Mujeres	185	01	La Jacetania
Septiembre 2008	200809	Mujeres	146	02	Alto Gállego
Septiembre 2008	200809	Mujeres	106	03	Sobrarbe
Septiembre 2008	200809	Mujeres	119	04	La Ribagorza
Septiembre 2008	200809	Mujeres	292	05	Cinco Villas
Septiembre 2008	200809	Mujeres	937	06	Hoya de Huesca / Plana de Uesca
Septiembre 2008	200809	Mujeres	214	07	Somontano de Barbastro
Septiembre 2008	200809	Mujeres	207	08	Cinca Medio
Septiembre 2008	200809	Mujeres	140	09	La Litera / La Llitera
Septiembre 2008	200809	Mujeres	100	10	Los Monegros
Septiembre 2008	200809	Mujeres	281	11	Bajo Cinca / Baix Cinca
Septiembre 2008	200809	Mujeres	185	12	Tarazona y el Moncayo
Septiembre 2008	200809	Mujeres	198	13	Campo de Borja
Septiembre 2008	200809	Mujeres	32	14	Aranda
Septiembre 2008	200809	Mujeres	389	15	Ribera Alta del Ebro
Septiembre 2008	200809	Mujeres	612	16	Valdejalón
Septiembre 2008	200809	Mujeres	14519	17	Central
Septiembre 2008	200809	Mujeres	206	18	Ribera Baja del Ebro
Septiembre 2008	200809	Mujeres	312	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Septiembre 2008	200809	Mujeres	524	20	Comunidad de Calatayud
Septiembre 2008	200809	Mujeres	263	21	Campo de Cariñena
Septiembre 2008	200809	Mujeres	22	22	Campo de Belchite
Septiembre 2008	200809	Mujeres	40	23	Bajo Martín
Septiembre 2008	200809	Mujeres	24	24	Campo de Daroca
Septiembre 2008	200809	Mujeres	68	25	Jiloca
Septiembre 2008	200809	Mujeres	34	26	Cuencas Mineras
Septiembre 2008	200809	Mujeres	87	27	Andorra-Sierra de Arcos
Septiembre 2008	200809	Mujeres	360	28	Bajo Aragón
Septiembre 2008	200809	Mujeres	567	29	Comunidad de Teruel
Septiembre 2008	200809	Mujeres	28	30	Maestrazgo
Septiembre 2008	200809	Mujeres	50	31	Sierra de Albarracín
Septiembre 2008	200809	Mujeres	47	32	Gúdar-Javalambre
Septiembre 2008	200809	Mujeres	85	33	Matarraña / Matarranya
Agosto 2008	200808	Hombres	184	01	La Jacetania
Agosto 2008	200808	Hombres	180	02	Alto Gállego
Agosto 2008	200808	Hombres	134	03	Sobrarbe
Agosto 2008	200808	Hombres	121	04	La Ribagorza
Agosto 2008	200808	Hombres	245	05	Cinco Villas
Agosto 2008	200808	Hombres	584	06	Hoya de Huesca / Plana de Uesca
Agosto 2008	200808	Hombres	199	07	Somontano de Barbastro
Agosto 2008	200808	Hombres	451	08	Cinca Medio
Agosto 2008	200808	Hombres	346	09	La Litera / La Llitera
Agosto 2008	200808	Hombres	200	10	Los Monegros
Agosto 2008	200808	Hombres	503	11	Bajo Cinca / Baix Cinca
Agosto 2008	200808	Hombres	187	12	Tarazona y el Moncayo
Agosto 2008	200808	Hombres	109	13	Campo de Borja
Agosto 2008	200808	Hombres	20	14	Aranda
Agosto 2008	200808	Hombres	540	15	Ribera Alta del Ebro
Agosto 2008	200808	Hombres	1115	16	Valdejalón
Agosto 2008	200808	Hombres	9195	17	Central
Agosto 2008	200808	Hombres	237	18	Ribera Baja del Ebro
Agosto 2008	200808	Hombres	360	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Agosto 2008	200808	Hombres	354	20	Comunidad de Calatayud
Agosto 2008	200808	Hombres	475	21	Campo de Cariñena
Agosto 2008	200808	Hombres	27	22	Campo de Belchite
Agosto 2008	200808	Hombres	55	23	Bajo Martín
Agosto 2008	200808	Hombres	25	24	Campo de Daroca
Agosto 2008	200808	Hombres	75	25	Jiloca
Agosto 2008	200808	Hombres	56	26	Cuencas Mineras
Agosto 2008	200808	Hombres	82	27	Andorra-Sierra de Arcos
Agosto 2008	200808	Hombres	293	28	Bajo Aragón
Agosto 2008	200808	Hombres	417	29	Comunidad de Teruel
Agosto 2008	200808	Hombres	19	30	Maestrazgo
Agosto 2008	200808	Hombres	35	31	Sierra de Albarracín
Agosto 2008	200808	Hombres	70	32	Gúdar-Javalambre
Agosto 2008	200808	Hombres	57	33	Matarraña / Matarranya
Agosto 2008	200808	Mujeres	137	01	La Jacetania
Agosto 2008	200808	Mujeres	148	02	Alto Gállego
Agosto 2008	200808	Mujeres	126	03	Sobrarbe
Agosto 2008	200808	Mujeres	118	04	La Ribagorza
Agosto 2008	200808	Mujeres	162	05	Cinco Villas
Agosto 2008	200808	Mujeres	574	06	Hoya de Huesca / Plana de Uesca
Agosto 2008	200808	Mujeres	156	07	Somontano de Barbastro
Agosto 2008	200808	Mujeres	146	08	Cinca Medio
Agosto 2008	200808	Mujeres	119	09	La Litera / La Llitera
Agosto 2008	200808	Mujeres	95	10	Los Monegros
Agosto 2008	200808	Mujeres	356	11	Bajo Cinca / Baix Cinca
Agosto 2008	200808	Mujeres	157	12	Tarazona y el Moncayo
Agosto 2008	200808	Mujeres	123	13	Campo de Borja
Agosto 2008	200808	Mujeres	39	14	Aranda
Agosto 2008	200808	Mujeres	416	15	Ribera Alta del Ebro
Agosto 2008	200808	Mujeres	662	16	Valdejalón
Agosto 2008	200808	Mujeres	8834	17	Central
Agosto 2008	200808	Mujeres	221	18	Ribera Baja del Ebro
Agosto 2008	200808	Mujeres	225	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Agosto 2008	200808	Mujeres	311	20	Comunidad de Calatayud
Agosto 2008	200808	Mujeres	176	21	Campo de Cariñena
Agosto 2008	200808	Mujeres	13	22	Campo de Belchite
Agosto 2008	200808	Mujeres	31	23	Bajo Martín
Agosto 2008	200808	Mujeres	38	24	Campo de Daroca
Agosto 2008	200808	Mujeres	53	25	Jiloca
Agosto 2008	200808	Mujeres	46	26	Cuencas Mineras
Agosto 2008	200808	Mujeres	37	27	Andorra-Sierra de Arcos
Agosto 2008	200808	Mujeres	227	28	Bajo Aragón
Agosto 2008	200808	Mujeres	373	29	Comunidad de Teruel
Agosto 2008	200808	Mujeres	17	30	Maestrazgo
Agosto 2008	200808	Mujeres	41	31	Sierra de Albarracín
Agosto 2008	200808	Mujeres	49	32	Gúdar-Javalambre
Agosto 2008	200808	Mujeres	48	33	Matarraña / Matarranya
Julio 2008	200807	Hombres	391	01	La Jacetania
Julio 2008	200807	Hombres	365	02	Alto Gállego
Julio 2008	200807	Hombres	274	03	Sobrarbe
Julio 2008	200807	Hombres	275	04	La Ribagorza
Julio 2008	200807	Hombres	399	05	Cinco Villas
Julio 2008	200807	Hombres	1060	06	Hoya de Huesca / Plana de Uesca
Julio 2008	200807	Hombres	407	07	Somontano de Barbastro
Julio 2008	200807	Hombres	566	08	Cinca Medio
Julio 2008	200807	Hombres	338	09	La Litera / La Llitera
Julio 2008	200807	Hombres	221	10	Los Monegros
Julio 2008	200807	Hombres	1156	11	Bajo Cinca / Baix Cinca
Julio 2008	200807	Hombres	287	12	Tarazona y el Moncayo
Julio 2008	200807	Hombres	177	13	Campo de Borja
Julio 2008	200807	Hombres	82	14	Aranda
Julio 2008	200807	Hombres	928	15	Ribera Alta del Ebro
Julio 2008	200807	Hombres	898	16	Valdejalón
Julio 2008	200807	Hombres	13788	17	Central
Julio 2008	200807	Hombres	274	18	Ribera Baja del Ebro
Julio 2008	200807	Hombres	547	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Julio 2008	200807	Hombres	617	20	Comunidad de Calatayud
Julio 2008	200807	Hombres	374	21	Campo de Cariñena
Julio 2008	200807	Hombres	28	22	Campo de Belchite
Julio 2008	200807	Hombres	80	23	Bajo Martín
Julio 2008	200807	Hombres	78	24	Campo de Daroca
Julio 2008	200807	Hombres	117	25	Jiloca
Julio 2008	200807	Hombres	61	26	Cuencas Mineras
Julio 2008	200807	Hombres	185	27	Andorra-Sierra de Arcos
Julio 2008	200807	Hombres	385	28	Bajo Aragón
Julio 2008	200807	Hombres	922	29	Comunidad de Teruel
Julio 2008	200807	Hombres	50	30	Maestrazgo
Julio 2008	200807	Hombres	32	31	Sierra de Albarracín
Julio 2008	200807	Hombres	104	32	Gúdar-Javalambre
Julio 2008	200807	Hombres	120	33	Matarraña / Matarranya
Julio 2008	200807	Mujeres	409	01	La Jacetania
Julio 2008	200807	Mujeres	288	02	Alto Gállego
Julio 2008	200807	Mujeres	345	03	Sobrarbe
Julio 2008	200807	Mujeres	332	04	La Ribagorza
Julio 2008	200807	Mujeres	342	05	Cinco Villas
Julio 2008	200807	Mujeres	1054	06	Hoya de Huesca / Plana de Uesca
Julio 2008	200807	Mujeres	267	07	Somontano de Barbastro
Julio 2008	200807	Mujeres	232	08	Cinca Medio
Julio 2008	200807	Mujeres	163	09	La Litera / La Llitera
Julio 2008	200807	Mujeres	103	10	Los Monegros
Julio 2008	200807	Mujeres	805	11	Bajo Cinca / Baix Cinca
Julio 2008	200807	Mujeres	254	12	Tarazona y el Moncayo
Julio 2008	200807	Mujeres	188	13	Campo de Borja
Julio 2008	200807	Mujeres	77	14	Aranda
Julio 2008	200807	Mujeres	514	15	Ribera Alta del Ebro
Julio 2008	200807	Mujeres	541	16	Valdejalón
Julio 2008	200807	Mujeres	13952	17	Central
Julio 2008	200807	Mujeres	162	18	Ribera Baja del Ebro
Julio 2008	200807	Mujeres	307	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Julio 2008	200807	Mujeres	537	20	Comunidad de Calatayud
Julio 2008	200807	Mujeres	168	21	Campo de Cariñena
Julio 2008	200807	Mujeres	27	22	Campo de Belchite
Julio 2008	200807	Mujeres	45	23	Bajo Martín
Julio 2008	200807	Mujeres	63	24	Campo de Daroca
Julio 2008	200807	Mujeres	117	25	Jiloca
Julio 2008	200807	Mujeres	115	26	Cuencas Mineras
Julio 2008	200807	Mujeres	73	27	Andorra-Sierra de Arcos
Julio 2008	200807	Mujeres	429	28	Bajo Aragón
Julio 2008	200807	Mujeres	656	29	Comunidad de Teruel
Julio 2008	200807	Mujeres	45	30	Maestrazgo
Julio 2008	200807	Mujeres	76	31	Sierra de Albarracín
Julio 2008	200807	Mujeres	97	32	Gúdar-Javalambre
Julio 2008	200807	Mujeres	89	33	Matarraña / Matarranya
Junio 2008	200806	Hombres	268	01	La Jacetania
Junio 2008	200806	Hombres	248	02	Alto Gállego
Junio 2008	200806	Hombres	197	03	Sobrarbe
Junio 2008	200806	Hombres	181	04	La Ribagorza
Junio 2008	200806	Hombres	353	05	Cinco Villas
Junio 2008	200806	Hombres	851	06	Hoya de Huesca / Plana de Uesca
Junio 2008	200806	Hombres	278	07	Somontano de Barbastro
Junio 2008	200806	Hombres	362	08	Cinca Medio
Junio 2008	200806	Hombres	212	09	La Litera / La Llitera
Junio 2008	200806	Hombres	199	10	Los Monegros
Junio 2008	200806	Hombres	979	11	Bajo Cinca / Baix Cinca
Junio 2008	200806	Hombres	241	12	Tarazona y el Moncayo
Junio 2008	200806	Hombres	131	13	Campo de Borja
Junio 2008	200806	Hombres	98	14	Aranda
Junio 2008	200806	Hombres	664	15	Ribera Alta del Ebro
Junio 2008	200806	Hombres	1416	16	Valdejalón
Junio 2008	200806	Hombres	14183	17	Central
Junio 2008	200806	Hombres	412	18	Ribera Baja del Ebro
Junio 2008	200806	Hombres	1040	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Junio 2008	200806	Hombres	491	20	Comunidad de Calatayud
Junio 2008	200806	Hombres	362	21	Campo de Cariñena
Junio 2008	200806	Hombres	41	22	Campo de Belchite
Junio 2008	200806	Hombres	140	23	Bajo Martín
Junio 2008	200806	Hombres	47	24	Campo de Daroca
Junio 2008	200806	Hombres	133	25	Jiloca
Junio 2008	200806	Hombres	57	26	Cuencas Mineras
Junio 2008	200806	Hombres	292	27	Andorra-Sierra de Arcos
Junio 2008	200806	Hombres	359	28	Bajo Aragón
Junio 2008	200806	Hombres	659	29	Comunidad de Teruel
Junio 2008	200806	Hombres	47	30	Maestrazgo
Junio 2008	200806	Hombres	53	31	Sierra de Albarracín
Junio 2008	200806	Hombres	129	32	Gúdar-Javalambre
Junio 2008	200806	Hombres	118	33	Matarraña / Matarranya
Junio 2008	200806	Mujeres	251	01	La Jacetania
Junio 2008	200806	Mujeres	151	02	Alto Gállego
Junio 2008	200806	Mujeres	150	03	Sobrarbe
Junio 2008	200806	Mujeres	198	04	La Ribagorza
Junio 2008	200806	Mujeres	350	05	Cinco Villas
Junio 2008	200806	Mujeres	1054	06	Hoya de Huesca / Plana de Uesca
Junio 2008	200806	Mujeres	210	07	Somontano de Barbastro
Junio 2008	200806	Mujeres	210	08	Cinca Medio
Junio 2008	200806	Mujeres	128	09	La Litera / La Llitera
Junio 2008	200806	Mujeres	115	10	Los Monegros
Junio 2008	200806	Mujeres	800	11	Bajo Cinca / Baix Cinca
Junio 2008	200806	Mujeres	207	12	Tarazona y el Moncayo
Junio 2008	200806	Mujeres	212	13	Campo de Borja
Junio 2008	200806	Mujeres	97	14	Aranda
Junio 2008	200806	Mujeres	506	15	Ribera Alta del Ebro
Junio 2008	200806	Mujeres	845	16	Valdejalón
Junio 2008	200806	Mujeres	14704	17	Central
Junio 2008	200806	Mujeres	187	18	Ribera Baja del Ebro
Junio 2008	200806	Mujeres	356	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Junio 2008	200806	Mujeres	413	20	Comunidad de Calatayud
Junio 2008	200806	Mujeres	133	21	Campo de Cariñena
Junio 2008	200806	Mujeres	15	22	Campo de Belchite
Junio 2008	200806	Mujeres	60	23	Bajo Martín
Junio 2008	200806	Mujeres	17	24	Campo de Daroca
Junio 2008	200806	Mujeres	76	25	Jiloca
Junio 2008	200806	Mujeres	71	26	Cuencas Mineras
Junio 2008	200806	Mujeres	87	27	Andorra-Sierra de Arcos
Junio 2008	200806	Mujeres	375	28	Bajo Aragón
Junio 2008	200806	Mujeres	548	29	Comunidad de Teruel
Junio 2008	200806	Mujeres	34	30	Maestrazgo
Junio 2008	200806	Mujeres	49	31	Sierra de Albarracín
Junio 2008	200806	Mujeres	63	32	Gúdar-Javalambre
Junio 2008	200806	Mujeres	60	33	Matarraña / Matarranya
Mayo 2008	200805	Hombres	237	01	La Jacetania
Mayo 2008	200805	Hombres	215	02	Alto Gállego
Mayo 2008	200805	Hombres	161	03	Sobrarbe
Mayo 2008	200805	Hombres	140	04	La Ribagorza
Mayo 2008	200805	Hombres	368	05	Cinco Villas
Mayo 2008	200805	Hombres	818	06	Hoya de Huesca / Plana de Uesca
Mayo 2008	200805	Hombres	319	07	Somontano de Barbastro
Mayo 2008	200805	Hombres	473	08	Cinca Medio
Mayo 2008	200805	Hombres	229	09	La Litera / La Llitera
Mayo 2008	200805	Hombres	299	10	Los Monegros
Mayo 2008	200805	Hombres	1737	11	Bajo Cinca / Baix Cinca
Mayo 2008	200805	Hombres	225	12	Tarazona y el Moncayo
Mayo 2008	200805	Hombres	175	13	Campo de Borja
Mayo 2008	200805	Hombres	146	14	Aranda
Mayo 2008	200805	Hombres	674	15	Ribera Alta del Ebro
Mayo 2008	200805	Hombres	1200	16	Valdejalón
Mayo 2008	200805	Hombres	13090	17	Central
Mayo 2008	200805	Hombres	373	18	Ribera Baja del Ebro
Mayo 2008	200805	Hombres	1438	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Mayo 2008	200805	Hombres	447	20	Comunidad de Calatayud
Mayo 2008	200805	Hombres	485	21	Campo de Cariñena
Mayo 2008	200805	Hombres	34	22	Campo de Belchite
Mayo 2008	200805	Hombres	130	23	Bajo Martín
Mayo 2008	200805	Hombres	36	24	Campo de Daroca
Mayo 2008	200805	Hombres	107	25	Jiloca
Mayo 2008	200805	Hombres	83	26	Cuencas Mineras
Mayo 2008	200805	Hombres	298	27	Andorra-Sierra de Arcos
Mayo 2008	200805	Hombres	338	28	Bajo Aragón
Mayo 2008	200805	Hombres	716	29	Comunidad de Teruel
Mayo 2008	200805	Hombres	60	30	Maestrazgo
Mayo 2008	200805	Hombres	25	31	Sierra de Albarracín
Mayo 2008	200805	Hombres	85	32	Gúdar-Javalambre
Mayo 2008	200805	Hombres	123	33	Matarraña / Matarranya
Mayo 2008	200805	Mujeres	207	01	La Jacetania
Mayo 2008	200805	Mujeres	122	02	Alto Gállego
Mayo 2008	200805	Mujeres	108	03	Sobrarbe
Mayo 2008	200805	Mujeres	115	04	La Ribagorza
Mayo 2008	200805	Mujeres	306	05	Cinco Villas
Mayo 2008	200805	Mujeres	799	06	Hoya de Huesca / Plana de Uesca
Mayo 2008	200805	Mujeres	198	07	Somontano de Barbastro
Mayo 2008	200805	Mujeres	190	08	Cinca Medio
Mayo 2008	200805	Mujeres	136	09	La Litera / La Llitera
Mayo 2008	200805	Mujeres	57	10	Los Monegros
Mayo 2008	200805	Mujeres	981	11	Bajo Cinca / Baix Cinca
Mayo 2008	200805	Mujeres	168	12	Tarazona y el Moncayo
Mayo 2008	200805	Mujeres	173	13	Campo de Borja
Mayo 2008	200805	Mujeres	104	14	Aranda
Mayo 2008	200805	Mujeres	479	15	Ribera Alta del Ebro
Mayo 2008	200805	Mujeres	892	16	Valdejalón
Mayo 2008	200805	Mujeres	13323	17	Central
Mayo 2008	200805	Mujeres	194	18	Ribera Baja del Ebro
Mayo 2008	200805	Mujeres	518	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Mayo 2008	200805	Mujeres	318	20	Comunidad de Calatayud
Mayo 2008	200805	Mujeres	174	21	Campo de Cariñena
Mayo 2008	200805	Mujeres	17	22	Campo de Belchite
Mayo 2008	200805	Mujeres	75	23	Bajo Martín
Mayo 2008	200805	Mujeres	33	24	Campo de Daroca
Mayo 2008	200805	Mujeres	71	25	Jiloca
Mayo 2008	200805	Mujeres	52	26	Cuencas Mineras
Mayo 2008	200805	Mujeres	73	27	Andorra-Sierra de Arcos
Mayo 2008	200805	Mujeres	396	28	Bajo Aragón
Mayo 2008	200805	Mujeres	479	29	Comunidad de Teruel
Mayo 2008	200805	Mujeres	24	30	Maestrazgo
Mayo 2008	200805	Mujeres	35	31	Sierra de Albarracín
Mayo 2008	200805	Mujeres	58	32	Gúdar-Javalambre
Mayo 2008	200805	Mujeres	52	33	Matarraña / Matarranya
Abril 2008	200804	Hombres	177	01	La Jacetania
Abril 2008	200804	Hombres	243	02	Alto Gállego
Abril 2008	200804	Hombres	131	03	Sobrarbe
Abril 2008	200804	Hombres	136	04	La Ribagorza
Abril 2008	200804	Hombres	373	05	Cinco Villas
