Año	Residencia comarca código	Residencia comarca nombre	Edad (grandes grupos)	Sexo	Personas
2008	09	La Litera / La Llitera	65 y más	Hombres	2161
2008	10	Los Monegros	0 a 15	Hombres	1178
2008	10	Los Monegros	16 a 64	Hombres	7126
2008	10	Los Monegros	65 y más	Hombres	2684
2008	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1864
2008	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	8323
2008	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2270
2008	12	Tarazona y el Moncayo	0 a 15	Hombres	1055
2008	12	Tarazona y el Moncayo	16 a 64	Hombres	4765
2008	12	Tarazona y el Moncayo	65 y más	Hombres	1584
2008	13	Campo de Borja	0 a 15	Hombres	1045
2008	13	Campo de Borja	16 a 64	Hombres	5425
2008	13	Campo de Borja	65 y más	Hombres	1614
2008	14	Aranda	0 a 15	Hombres	497
2008	14	Aranda	16 a 64	Hombres	2543
2008	14	Aranda	65 y más	Hombres	885
2008	15	Ribera Alta del Ebro	0 a 15	Hombres	2087
2008	15	Ribera Alta del Ebro	16 a 64	Hombres	9508
2008	15	Ribera Alta del Ebro	65 y más	Hombres	2248
2008	16	Valdejalón	0 a 15	Hombres	2240
2008	16	Valdejalón	16 a 64	Hombres	10668
2008	16	Valdejalón	65 y más	Hombres	2571
2008	17	Central	0 a 15	Hombres	54673
2008	17	Central	16 a 64	Hombres	251783
2008	17	Central	65 y más	Hombres	51346
2008	18	Ribera Baja del Ebro	0 a 15	Hombres	611
2008	18	Ribera Baja del Ebro	16 a 64	Hombres	3059
2008	18	Ribera Baja del Ebro	65 y más	Hombres	1057
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	890
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	4798
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1511
2008	20	Comunidad de Calatayud	0 a 15	Hombres	2551
2008	20	Comunidad de Calatayud	16 a 64	Hombres	13919
2008	20	Comunidad de Calatayud	65 y más	Hombres	5124
2008	21	Campo de Cariñena	0 a 15	Hombres	602
2008	21	Campo de Cariñena	16 a 64	Hombres	4061
2008	21	Campo de Cariñena	65 y más	Hombres	1235
2008	22	Campo de Belchite	0 a 15	Hombres	254
2008	22	Campo de Belchite	16 a 64	Hombres	1699
2008	22	Campo de Belchite	65 y más	Hombres	892
2008	23	Bajo Martín	0 a 15	Hombres	421
2008	23	Bajo Martín	16 a 64	Hombres	2319
2008	23	Bajo Martín	65 y más	Hombres	1021
2008	24	Campo de Daroca	0 a 15	Hombres	291
2008	24	Campo de Daroca	16 a 64	Hombres	2037
2008	24	Campo de Daroca	65 y más	Hombres	1100
2008	25	Jiloca	0 a 15	Hombres	827
2008	25	Jiloca	16 a 64	Hombres	4777
2008	25	Jiloca	65 y más	Hombres	2057
2008	26	Cuencas Mineras	0 a 15	Hombres	578
2008	26	Cuencas Mineras	16 a 64	Hombres	3406
2008	26	Cuencas Mineras	65 y más	Hombres	1062
2008	27	Andorra-Sierra de Arcos	0 a 15	Hombres	804
2008	27	Andorra-Sierra de Arcos	16 a 64	Hombres	4112
2008	27	Andorra-Sierra de Arcos	65 y más	Hombres	1102
2008	28	Bajo Aragón	0 a 15	Hombres	2334
2008	28	Bajo Aragón	16 a 64	Hombres	10277
2008	28	Bajo Aragón	65 y más	Hombres	2764
2008	29	Comunidad de Teruel	0 a 15	Hombres	3533
2008	29	Comunidad de Teruel	16 a 64	Hombres	15648
2008	29	Comunidad de Teruel	65 y más	Hombres	4381
2008	30	Maestrazgo	0 a 15	Hombres	213
2008	30	Maestrazgo	16 a 64	Hombres	1321
2008	30	Maestrazgo	65 y más	Hombres	529
2008	31	Sierra de Albarracín	0 a 15	Hombres	223
2008	31	Sierra de Albarracín	16 a 64	Hombres	1720
2008	31	Sierra de Albarracín	65 y más	Hombres	779
2008	32	Gúdar-Javalambre	0 a 15	Hombres	562
2008	32	Gúdar-Javalambre	16 a 64	Hombres	3223
2008	32	Gúdar-Javalambre	65 y más	Hombres	1033
2008	33	Matarraña / Matarranya	0 a 15	Hombres	541
2008	33	Matarraña / Matarranya	16 a 64	Hombres	2977
2008	33	Matarraña / Matarranya	65 y más	Hombres	1233
2009	01	La Jacetania	0 a 15	Hombres	1291
2009	01	La Jacetania	16 a 64	Hombres	6595
2009	01	La Jacetania	65 y más	Hombres	1702
2009	02	Alto Gállego	0 a 15	Hombres	1008
2009	02	Alto Gállego	16 a 64	Hombres	5382
2009	02	Alto Gállego	65 y más	Hombres	1310
2009	03	Sobrarbe	0 a 15	Hombres	461
2009	03	Sobrarbe	16 a 64	Hombres	2780
2009	03	Sobrarbe	65 y más	Hombres	889
2009	04	La Ribagorza	0 a 15	Hombres	774
2009	04	La Ribagorza	16 a 64	Hombres	4767
2009	04	La Ribagorza	65 y más	Hombres	1465
2009	05	Cinco Villas	0 a 15	Hombres	2278
2009	05	Cinco Villas	16 a 64	Hombres	11639
2009	05	Cinco Villas	65 y más	Hombres	3352
2009	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	5102
2009	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	22957
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5773
2009	07	Somontano de Barbastro	0 a 15	Hombres	1694
2009	07	Somontano de Barbastro	16 a 64	Hombres	8063
2009	07	Somontano de Barbastro	65 y más	Hombres	2434
2009	08	Cinca Medio	0 a 15	Hombres	1916
2009	08	Cinca Medio	16 a 64	Hombres	8225
2009	08	Cinca Medio	65 y más	Hombres	2233
2009	09	La Litera / La Llitera	0 a 15	Hombres	1385
2009	09	La Litera / La Llitera	16 a 64	Hombres	6548
2009	09	La Litera / La Llitera	65 y más	Hombres	2154
2009	10	Los Monegros	0 a 15	Hombres	1169
2009	10	Los Monegros	16 a 64	Hombres	7173
2009	10	Los Monegros	65 y más	Hombres	2638
2009	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1900
2009	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	8592
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2306
2009	12	Tarazona y el Moncayo	0 a 15	Hombres	1094
2009	12	Tarazona y el Moncayo	16 a 64	Hombres	4807
2009	12	Tarazona y el Moncayo	65 y más	Hombres	1567
2009	13	Campo de Borja	0 a 15	Hombres	1116
2009	13	Campo de Borja	16 a 64	Hombres	5448
2009	13	Campo de Borja	65 y más	Hombres	1600
2009	14	Aranda	0 a 15	Hombres	492
2009	14	Aranda	16 a 64	Hombres	2586
2009	14	Aranda	65 y más	Hombres	891
2009	15	Ribera Alta del Ebro	0 a 15	Hombres	2171
2009	15	Ribera Alta del Ebro	16 a 64	Hombres	9842
2009	15	Ribera Alta del Ebro	65 y más	Hombres	2238
2009	16	Valdejalón	0 a 15	Hombres	2378
2009	16	Valdejalón	16 a 64	Hombres	11006
2009	16	Valdejalón	65 y más	Hombres	2583
2009	17	Central	0 a 15	Hombres	56577
2009	17	Central	16 a 64	Hombres	255175
2009	17	Central	65 y más	Hombres	52335
2009	18	Ribera Baja del Ebro	0 a 15	Hombres	635
2009	18	Ribera Baja del Ebro	16 a 64	Hombres	3087
2009	18	Ribera Baja del Ebro	65 y más	Hombres	1069
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	956
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	5290
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1528
2009	20	Comunidad de Calatayud	0 a 15	Hombres	2613
2009	20	Comunidad de Calatayud	16 a 64	Hombres	13899
2009	20	Comunidad de Calatayud	65 y más	Hombres	5078
2009	21	Campo de Cariñena	0 a 15	Hombres	634
2009	21	Campo de Cariñena	16 a 64	Hombres	4081
2009	21	Campo de Cariñena	65 y más	Hombres	1239
2009	22	Campo de Belchite	0 a 15	Hombres	259
2009	22	Campo de Belchite	16 a 64	Hombres	1674
2009	22	Campo de Belchite	65 y más	Hombres	872
2009	23	Bajo Martín	0 a 15	Hombres	419
2009	23	Bajo Martín	16 a 64	Hombres	2299
2009	23	Bajo Martín	65 y más	Hombres	989
2009	24	Campo de Daroca	0 a 15	Hombres	277
2009	24	Campo de Daroca	16 a 64	Hombres	1988
2009	24	Campo de Daroca	65 y más	Hombres	1046
2009	25	Jiloca	0 a 15	Hombres	837
2009	25	Jiloca	16 a 64	Hombres	4742
2009	25	Jiloca	65 y más	Hombres	1984
2009	26	Cuencas Mineras	0 a 15	Hombres	590
2009	26	Cuencas Mineras	16 a 64	Hombres	3346
2009	26	Cuencas Mineras	65 y más	Hombres	1036
2009	27	Andorra-Sierra de Arcos	0 a 15	Hombres	820
2009	27	Andorra-Sierra de Arcos	16 a 64	Hombres	4122
2009	27	Andorra-Sierra de Arcos	65 y más	Hombres	1098
2009	28	Bajo Aragón	0 a 15	Hombres	2387
2009	28	Bajo Aragón	16 a 64	Hombres	10306
2009	28	Bajo Aragón	65 y más	Hombres	2781
2009	29	Comunidad de Teruel	0 a 15	Hombres	3542
2009	29	Comunidad de Teruel	16 a 64	Hombres	15740
2009	29	Comunidad de Teruel	65 y más	Hombres	4407
2009	30	Maestrazgo	0 a 15	Hombres	217
2009	30	Maestrazgo	16 a 64	Hombres	1313
2009	30	Maestrazgo	65 y más	Hombres	526
2009	31	Sierra de Albarracín	0 a 15	Hombres	239
2009	31	Sierra de Albarracín	16 a 64	Hombres	1705
2009	31	Sierra de Albarracín	65 y más	Hombres	746
2009	32	Gúdar-Javalambre	0 a 15	Hombres	570
2009	32	Gúdar-Javalambre	16 a 64	Hombres	3210
2009	32	Gúdar-Javalambre	65 y más	Hombres	1019
2009	33	Matarraña / Matarranya	0 a 15	Hombres	533
2009	33	Matarraña / Matarranya	16 a 64	Hombres	2990
2009	33	Matarraña / Matarranya	65 y más	Hombres	1220
2010	01	La Jacetania	0 a 15	Hombres	1298
2010	01	La Jacetania	16 a 64	Hombres	6512
2010	01	La Jacetania	65 y más	Hombres	1706
2010	02	Alto Gállego	0 a 15	Hombres	1015
2010	02	Alto Gállego	16 a 64	Hombres	5369
2010	02	Alto Gállego	65 y más	Hombres	1313
2010	03	Sobrarbe	0 a 15	Hombres	486
2010	03	Sobrarbe	16 a 64	Hombres	2742
2010	03	Sobrarbe	65 y más	Hombres	894
2010	04	La Ribagorza	0 a 15	Hombres	798
2010	04	La Ribagorza	16 a 64	Hombres	4834
2010	04	La Ribagorza	65 y más	Hombres	1446
2010	05	Cinco Villas	0 a 15	Hombres	2268
2010	05	Cinco Villas	16 a 64	Hombres	11541
2010	05	Cinco Villas	65 y más	Hombres	3331
2010	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	5203
2010	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	23037
2010	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5764
2010	07	Somontano de Barbastro	0 a 15	Hombres	1710
2010	07	Somontano de Barbastro	16 a 64	Hombres	7995
2010	07	Somontano de Barbastro	65 y más	Hombres	2455
2010	08	Cinca Medio	0 a 15	Hombres	1965
2010	08	Cinca Medio	16 a 64	Hombres	8223
2010	08	Cinca Medio	65 y más	Hombres	2237
2010	09	La Litera / La Llitera	0 a 15	Hombres	1401
2010	09	La Litera / La Llitera	16 a 64	Hombres	6471
2010	09	La Litera / La Llitera	65 y más	Hombres	2136
2010	10	Los Monegros	0 a 15	Hombres	1143
2010	10	Los Monegros	16 a 64	Hombres	7035
2010	10	Los Monegros	65 y más	Hombres	2640
2010	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1921
2010	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	8555
2010	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2259
2010	12	Tarazona y el Moncayo	0 a 15	Hombres	1119
2010	12	Tarazona y el Moncayo	16 a 64	Hombres	4762
2010	12	Tarazona y el Moncayo	65 y más	Hombres	1559
2010	13	Campo de Borja	0 a 15	Hombres	1118
2010	13	Campo de Borja	16 a 64	Hombres	5372
2010	13	Campo de Borja	65 y más	Hombres	1593
2010	14	Aranda	0 a 15	Hombres	491
2010	14	Aranda	16 a 64	Hombres	2550
2010	14	Aranda	65 y más	Hombres	892
2010	15	Ribera Alta del Ebro	0 a 15	Hombres	2169
2010	15	Ribera Alta del Ebro	16 a 64	Hombres	9821
2010	15	Ribera Alta del Ebro	65 y más	Hombres	2253
2010	16	Valdejalón	0 a 15	Hombres	2430
2010	16	Valdejalón	16 a 64	Hombres	11041
2010	16	Valdejalón	65 y más	Hombres	2580
2010	17	Central	0 a 15	Hombres	57891
2010	17	Central	16 a 64	Hombres	253552
2010	17	Central	65 y más	Hombres	53585
2010	18	Ribera Baja del Ebro	0 a 15	Hombres	677
2010	18	Ribera Baja del Ebro	16 a 64	Hombres	3107
2010	18	Ribera Baja del Ebro	65 y más	Hombres	1068
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	1048
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	5304
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1518
2010	20	Comunidad de Calatayud	0 a 15	Hombres	2583
2010	20	Comunidad de Calatayud	16 a 64	Hombres	13842
2010	20	Comunidad de Calatayud	65 y más	Hombres	5017
2010	21	Campo de Cariñena	0 a 15	Hombres	632
2010	21	Campo de Cariñena	16 a 64	Hombres	4077
2010	21	Campo de Cariñena	65 y más	Hombres	1213
2010	22	Campo de Belchite	0 a 15	Hombres	269
2010	22	Campo de Belchite	16 a 64	Hombres	1675
2010	22	Campo de Belchite	65 y más	Hombres	854
2010	23	Bajo Martín	0 a 15	Hombres	415
2010	23	Bajo Martín	16 a 64	Hombres	2262
2010	23	Bajo Martín	65 y más	Hombres	974
2010	24	Campo de Daroca	0 a 15	Hombres	269
2010	24	Campo de Daroca	16 a 64	Hombres	1952
2010	24	Campo de Daroca	65 y más	Hombres	1028
2010	25	Jiloca	0 a 15	Hombres	868
2010	25	Jiloca	16 a 64	Hombres	4511
2010	25	Jiloca	65 y más	Hombres	1968
2010	26	Cuencas Mineras	0 a 15	Hombres	584
2010	26	Cuencas Mineras	16 a 64	Hombres	3257
2010	26	Cuencas Mineras	65 y más	Hombres	1023
2010	27	Andorra-Sierra de Arcos	0 a 15	Hombres	800
2010	27	Andorra-Sierra de Arcos	16 a 64	Hombres	4075
2010	27	Andorra-Sierra de Arcos	65 y más	Hombres	1098
2010	28	Bajo Aragón	0 a 15	Hombres	2409
2010	28	Bajo Aragón	16 a 64	Hombres	10199
2010	28	Bajo Aragón	65 y más	Hombres	2765
2010	29	Comunidad de Teruel	0 a 15	Hombres	3523
2010	29	Comunidad de Teruel	16 a 64	Hombres	15406
2010	29	Comunidad de Teruel	65 y más	Hombres	4419
2010	30	Maestrazgo	0 a 15	Hombres	204
2010	30	Maestrazgo	16 a 64	Hombres	1271
2010	30	Maestrazgo	65 y más	Hombres	513
2010	31	Sierra de Albarracín	0 a 15	Hombres	242
2010	31	Sierra de Albarracín	16 a 64	Hombres	1687
2010	31	Sierra de Albarracín	65 y más	Hombres	733
2010	32	Gúdar-Javalambre	0 a 15	Hombres	600
2010	32	Gúdar-Javalambre	16 a 64	Hombres	3071
2010	32	Gúdar-Javalambre	65 y más	Hombres	994
2010	33	Matarraña / Matarranya	0 a 15	Hombres	521
2010	33	Matarraña / Matarranya	16 a 64	Hombres	2960
2010	33	Matarraña / Matarranya	65 y más	Hombres	1211
2011	01	La Jacetania	0 a 15	Hombres	1312
2011	01	La Jacetania	16 a 64	Hombres	6523
2011	01	La Jacetania	65 y más	Hombres	1719
2011	02	Alto Gállego	0 a 15	Hombres	1022
2011	02	Alto Gállego	16 a 64	Hombres	5302
2011	02	Alto Gállego	65 y más	Hombres	1294
2011	03	Sobrarbe	0 a 15	Hombres	488
2011	03	Sobrarbe	16 a 64	Hombres	2758
2011	03	Sobrarbe	65 y más	Hombres	905
2011	04	La Ribagorza	0 a 15	Hombres	820
2011	04	La Ribagorza	16 a 64	Hombres	4781
2011	04	La Ribagorza	65 y más	Hombres	1439
2011	05	Cinco Villas	0 a 15	Hombres	2249
2011	05	Cinco Villas	16 a 64	Hombres	11463
2011	05	Cinco Villas	65 y más	Hombres	3324
2011	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	5246
2011	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	22857
2011	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5794
2011	07	Somontano de Barbastro	0 a 15	Hombres	1696
2011	07	Somontano de Barbastro	16 a 64	Hombres	7963
2011	07	Somontano de Barbastro	65 y más	Hombres	2459
2011	08	Cinca Medio	0 a 15	Hombres	1962
2011	08	Cinca Medio	16 a 64	Hombres	8199
2011	08	Cinca Medio	65 y más	Hombres	2245
2011	09	La Litera / La Llitera	0 a 15	Hombres	1440
2011	09	La Litera / La Llitera	16 a 64	Hombres	6435
2011	09	La Litera / La Llitera	65 y más	Hombres	2146
2011	10	Los Monegros	0 a 15	Hombres	1135
2011	10	Los Monegros	16 a 64	Hombres	6966
2011	10	Los Monegros	65 y más	Hombres	2641
2011	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1865
2011	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	8561
2011	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2281
2011	12	Tarazona y el Moncayo	0 a 15	Hombres	1121
2011	12	Tarazona y el Moncayo	16 a 64	Hombres	4752
2011	12	Tarazona y el Moncayo	65 y más	Hombres	1574
2011	13	Campo de Borja	0 a 15	Hombres	1117
2011	13	Campo de Borja	16 a 64	Hombres	5322
2011	13	Campo de Borja	65 y más	Hombres	1595
2011	14	Aranda	0 a 15	Hombres	483
2011	14	Aranda	16 a 64	Hombres	2501
2011	14	Aranda	65 y más	Hombres	895
2011	15	Ribera Alta del Ebro	0 a 15	Hombres	2182
2011	15	Ribera Alta del Ebro	16 a 64	Hombres	9764
2011	15	Ribera Alta del Ebro	65 y más	Hombres	2279
2011	16	Valdejalón	0 a 15	Hombres	2454
2011	16	Valdejalón	16 a 64	Hombres	10704
2011	16	Valdejalón	65 y más	Hombres	2573
2011	17	Central	0 a 15	Hombres	58685
2011	17	Central	16 a 64	Hombres	251368
2011	17	Central	65 y más	Hombres	54851
2011	18	Ribera Baja del Ebro	0 a 15	Hombres	659
2011	18	Ribera Baja del Ebro	16 a 64	Hombres	3079
2011	18	Ribera Baja del Ebro	65 y más	Hombres	1077
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	1088
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	5268
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1523
2011	20	Comunidad de Calatayud	0 a 15	Hombres	2575
2011	20	Comunidad de Calatayud	16 a 64	Hombres	13388
2011	20	Comunidad de Calatayud	65 y más	Hombres	4948
2011	21	Campo de Cariñena	0 a 15	Hombres	669
2011	21	Campo de Cariñena	16 a 64	Hombres	4125
2011	21	Campo de Cariñena	65 y más	Hombres	1213
2011	22	Campo de Belchite	0 a 15	Hombres	278
2011	22	Campo de Belchite	16 a 64	Hombres	1701
2011	22	Campo de Belchite	65 y más	Hombres	849
2011	23	Bajo Martín	0 a 15	Hombres	415
2011	23	Bajo Martín	16 a 64	Hombres	2221
2011	23	Bajo Martín	65 y más	Hombres	955
2011	24	Campo de Daroca	0 a 15	Hombres	277
2011	24	Campo de Daroca	16 a 64	Hombres	2021
2011	24	Campo de Daroca	65 y más	Hombres	1030
2011	25	Jiloca	0 a 15	Hombres	862
2011	25	Jiloca	16 a 64	Hombres	4428
2011	25	Jiloca	65 y más	Hombres	1934
2011	26	Cuencas Mineras	0 a 15	Hombres	577
2011	26	Cuencas Mineras	16 a 64	Hombres	3213
2011	26	Cuencas Mineras	65 y más	Hombres	1019
2011	27	Andorra-Sierra de Arcos	0 a 15	Hombres	789
2011	27	Andorra-Sierra de Arcos	16 a 64	Hombres	4029
2011	27	Andorra-Sierra de Arcos	65 y más	Hombres	1093
2011	28	Bajo Aragón	0 a 15	Hombres	2477
2011	28	Bajo Aragón	16 a 64	Hombres	10157
2011	28	Bajo Aragón	65 y más	Hombres	2737
2011	29	Comunidad de Teruel	0 a 15	Hombres	3499
2011	29	Comunidad de Teruel	16 a 64	Hombres	15312
2011	29	Comunidad de Teruel	65 y más	Hombres	4403
2011	30	Maestrazgo	0 a 15	Hombres	213
2011	30	Maestrazgo	16 a 64	Hombres	1258
2011	30	Maestrazgo	65 y más	Hombres	501
2011	31	Sierra de Albarracín	0 a 15	Hombres	252
2011	31	Sierra de Albarracín	16 a 64	Hombres	1732
2011	31	Sierra de Albarracín	65 y más	Hombres	725
2011	32	Gúdar-Javalambre	0 a 15	Hombres	566
2011	32	Gúdar-Javalambre	16 a 64	Hombres	3016
2011	32	Gúdar-Javalambre	65 y más	Hombres	996
2011	33	Matarraña / Matarranya	0 a 15	Hombres	510
2011	33	Matarraña / Matarranya	16 a 64	Hombres	2933
2011	33	Matarraña / Matarranya	65 y más	Hombres	1186
2012	01	La Jacetania	0 a 15	Hombres	1269
2012	01	La Jacetania	16 a 64	Hombres	6439
2012	01	La Jacetania	65 y más	Hombres	1737
2012	02	Alto Gállego	0 a 15	Hombres	1033
2012	02	Alto Gállego	16 a 64	Hombres	5216
2012	02	Alto Gállego	65 y más	Hombres	1277
2012	03	Sobrarbe	0 a 15	Hombres	505
2012	03	Sobrarbe	16 a 64	Hombres	2749
2012	03	Sobrarbe	65 y más	Hombres	880
2012	04	La Ribagorza	0 a 15	Hombres	812
2012	04	La Ribagorza	16 a 64	Hombres	4672
2012	04	La Ribagorza	65 y más	Hombres	1425
2012	05	Cinco Villas	0 a 15	Hombres	2226
2012	05	Cinco Villas	16 a 64	Hombres	11254
2012	05	Cinco Villas	65 y más	Hombres	3268
2012	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	5249
2012	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	22496
2012	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5889
2012	07	Somontano de Barbastro	0 a 15	Hombres	1720
2012	07	Somontano de Barbastro	16 a 64	Hombres	7911
2012	07	Somontano de Barbastro	65 y más	Hombres	2488
2012	08	Cinca Medio	0 a 15	Hombres	1942
2012	08	Cinca Medio	16 a 64	Hombres	8197
2012	08	Cinca Medio	65 y más	Hombres	2249
2012	09	La Litera / La Llitera	0 a 15	Hombres	1453
2012	09	La Litera / La Llitera	16 a 64	Hombres	6306
2012	09	La Litera / La Llitera	65 y más	Hombres	2141
2012	10	Los Monegros	0 a 15	Hombres	1120
2012	10	Los Monegros	16 a 64	Hombres	6942
2012	10	Los Monegros	65 y más	Hombres	2615
2012	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1876
2012	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	8629
2012	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2278
2012	12	Tarazona y el Moncayo	0 a 15	Hombres	1130
2012	12	Tarazona y el Moncayo	16 a 64	Hombres	4698
2012	12	Tarazona y el Moncayo	65 y más	Hombres	1573
2012	13	Campo de Borja	0 a 15	Hombres	1138
2012	13	Campo de Borja	16 a 64	Hombres	5229
2012	13	Campo de Borja	65 y más	Hombres	1620
2012	14	Aranda	0 a 15	Hombres	466
2012	14	Aranda	16 a 64	Hombres	2462
2012	14	Aranda	65 y más	Hombres	894
2012	15	Ribera Alta del Ebro	0 a 15	Hombres	2242
2012	15	Ribera Alta del Ebro	16 a 64	Hombres	9799
2012	15	Ribera Alta del Ebro	65 y más	Hombres	2288
2012	16	Valdejalón	0 a 15	Hombres	2483
2012	16	Valdejalón	16 a 64	Hombres	10531
2012	16	Valdejalón	65 y más	Hombres	2568
2012	17	Central	0 a 15	Hombres	59770
2012	17	Central	16 a 64	Hombres	251543
2012	17	Central	65 y más	Hombres	56125
2012	18	Ribera Baja del Ebro	0 a 15	Hombres	652
2012	18	Ribera Baja del Ebro	16 a 64	Hombres	3050
2012	18	Ribera Baja del Ebro	65 y más	Hombres	1081
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	1122
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	5283
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1481
2012	20	Comunidad de Calatayud	0 a 15	Hombres	2545
2012	20	Comunidad de Calatayud	16 a 64	Hombres	13589
2012	20	Comunidad de Calatayud	65 y más	Hombres	4836
2012	21	Campo de Cariñena	0 a 15	Hombres	648
2012	21	Campo de Cariñena	16 a 64	Hombres	4046
2012	21	Campo de Cariñena	65 y más	Hombres	1193
2012	22	Campo de Belchite	0 a 15	Hombres	259
2012	22	Campo de Belchite	16 a 64	Hombres	1698
2012	22	Campo de Belchite	65 y más	Hombres	827
2012	23	Bajo Martín	0 a 15	Hombres	409
2012	23	Bajo Martín	16 a 64	Hombres	2193
2012	23	Bajo Martín	65 y más	Hombres	927
2012	24	Campo de Daroca	0 a 15	Hombres	265
2012	24	Campo de Daroca	16 a 64	Hombres	2015
2012	24	Campo de Daroca	65 y más	Hombres	1008
2012	25	Jiloca	0 a 15	Hombres	848
2012	25	Jiloca	16 a 64	Hombres	4366
2012	25	Jiloca	65 y más	Hombres	1891
2012	26	Cuencas Mineras	0 a 15	Hombres	583
2012	26	Cuencas Mineras	16 a 64	Hombres	3160
2012	26	Cuencas Mineras	65 y más	Hombres	1004
2012	27	Andorra-Sierra de Arcos	0 a 15	Hombres	755
2012	27	Andorra-Sierra de Arcos	16 a 64	Hombres	4010
2012	27	Andorra-Sierra de Arcos	65 y más	Hombres	1066
2012	28	Bajo Aragón	0 a 15	Hombres	2488
2012	28	Bajo Aragón	16 a 64	Hombres	10034
2012	28	Bajo Aragón	65 y más	Hombres	2714
2012	29	Comunidad de Teruel	0 a 15	Hombres	3537
2012	29	Comunidad de Teruel	16 a 64	Hombres	15447
2012	29	Comunidad de Teruel	65 y más	Hombres	4368
2012	30	Maestrazgo	0 a 15	Hombres	215
2012	30	Maestrazgo	16 a 64	Hombres	1231
2012	30	Maestrazgo	65 y más	Hombres	490
2012	31	Sierra de Albarracín	0 a 15	Hombres	252
2012	31	Sierra de Albarracín	16 a 64	Hombres	1729
2012	31	Sierra de Albarracín	65 y más	Hombres	714
2012	32	Gúdar-Javalambre	0 a 15	Hombres	553
2012	32	Gúdar-Javalambre	16 a 64	Hombres	2955
2012	32	Gúdar-Javalambre	65 y más	Hombres	968
2012	33	Matarraña / Matarranya	0 a 15	Hombres	518
2012	33	Matarraña / Matarranya	16 a 64	Hombres	2898
2012	33	Matarraña / Matarranya	65 y más	Hombres	1155
2013	01	La Jacetania	0 a 15	Hombres	1249
2013	01	La Jacetania	16 a 64	Hombres	6417
2013	01	La Jacetania	65 y más	Hombres	1726
2013	02	Alto Gállego	0 a 15	Hombres	1017
2013	02	Alto Gállego	16 a 64	Hombres	5149
2013	02	Alto Gállego	65 y más	Hombres	1250
2013	03	Sobrarbe	0 a 15	Hombres	513
2013	03	Sobrarbe	16 a 64	Hombres	2726
2013	03	Sobrarbe	65 y más	Hombres	875
2013	04	La Ribagorza	0 a 15	Hombres	821
2013	04	La Ribagorza	16 a 64	Hombres	4581
2013	04	La Ribagorza	65 y más	Hombres	1397
2013	05	Cinco Villas	0 a 15	Hombres	2164
2013	05	Cinco Villas	16 a 64	Hombres	11049
2013	05	Cinco Villas	65 y más	Hombres	3230
