Año	Residencia comarca código	Residencia comarca nombre	Tipo de nacionalidad	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad continente nombre	Sexo	Personas
2016	27	Andorra-Sierra de Arcos	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2016	27	Andorra-Sierra de Arcos	Extranjeros	03	Magreb	África	Hombres	154
2016	27	Andorra-Sierra de Arcos	Extranjeros	04	Resto de África	África	Hombres	2
2016	27	Andorra-Sierra de Arcos	Extranjeros	06	Resto de América	América	Hombres	18
2016	27	Andorra-Sierra de Arcos	Extranjeros	07	Asia	Asia	Hombres	29
2016	28	Bajo Aragón	Españoles	01	UE-28	Europa	Hombres	12795
2016	28	Bajo Aragón	Extranjeros	01	UE-28	Europa	Hombres	1041
2016	28	Bajo Aragón	Extranjeros	02	Resto de Europa	Europa	Hombres	17
2016	28	Bajo Aragón	Extranjeros	03	Magreb	África	Hombres	551
2016	28	Bajo Aragón	Extranjeros	04	Resto de África	África	Hombres	31
2016	28	Bajo Aragón	Extranjeros	05	América del Norte	América	Hombres	1
2016	28	Bajo Aragón	Extranjeros	06	Resto de América	América	Hombres	107
2016	28	Bajo Aragón	Extranjeros	07	Asia	Asia	Hombres	45
2016	28	Bajo Aragón	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2016	29	Comunidad de Teruel	Españoles	01	UE-28	Europa	Hombres	20647
2016	29	Comunidad de Teruel	Extranjeros	01	UE-28	Europa	Hombres	950
2016	29	Comunidad de Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	54
2016	29	Comunidad de Teruel	Extranjeros	03	Magreb	África	Hombres	560
2016	29	Comunidad de Teruel	Extranjeros	04	Resto de África	África	Hombres	23
2016	29	Comunidad de Teruel	Extranjeros	05	América del Norte	América	Hombres	4
2016	29	Comunidad de Teruel	Extranjeros	06	Resto de América	América	Hombres	295
2016	29	Comunidad de Teruel	Extranjeros	07	Asia	Asia	Hombres	112
2016	30	Maestrazgo	Españoles	01	UE-28	Europa	Hombres	1580
2016	30	Maestrazgo	Extranjeros	01	UE-28	Europa	Hombres	84
2016	30	Maestrazgo	Extranjeros	03	Magreb	África	Hombres	42
2016	30	Maestrazgo	Extranjeros	04	Resto de África	África	Hombres	2
2016	30	Maestrazgo	Extranjeros	06	Resto de América	América	Hombres	7
2016	30	Maestrazgo	Extranjeros	07	Asia	Asia	Hombres	35
2016	31	Sierra de Albarracín	Españoles	01	UE-28	Europa	Hombres	2362
2016	31	Sierra de Albarracín	Extranjeros	01	UE-28	Europa	Hombres	51
2016	31	Sierra de Albarracín	Extranjeros	02	Resto de Europa	Europa	Hombres	9
2016	31	Sierra de Albarracín	Extranjeros	03	Magreb	África	Hombres	65
2016	31	Sierra de Albarracín	Extranjeros	05	América del Norte	América	Hombres	1
2016	31	Sierra de Albarracín	Extranjeros	06	Resto de América	América	Hombres	21
2016	32	Gúdar-Javalambre	Españoles	01	UE-28	Europa	Hombres	3579
2016	32	Gúdar-Javalambre	Extranjeros	01	UE-28	Europa	Hombres	198
2016	32	Gúdar-Javalambre	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2016	32	Gúdar-Javalambre	Extranjeros	03	Magreb	África	Hombres	255
2016	32	Gúdar-Javalambre	Extranjeros	04	Resto de África	África	Hombres	4
2016	32	Gúdar-Javalambre	Extranjeros	05	América del Norte	América	Hombres	1
2016	32	Gúdar-Javalambre	Extranjeros	06	Resto de América	América	Hombres	50
2016	32	Gúdar-Javalambre	Extranjeros	07	Asia	Asia	Hombres	8
2016	32	Gúdar-Javalambre	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2016	33	Matarraña / Matarranya	Españoles	01	UE-28	Europa	Hombres	3696
2016	33	Matarraña / Matarranya	Extranjeros	01	UE-28	Europa	Hombres	281
2016	33	Matarraña / Matarranya	Extranjeros	02	Resto de Europa	Europa	Hombres	31
2016	33	Matarraña / Matarranya	Extranjeros	03	Magreb	África	Hombres	201
2016	33	Matarraña / Matarranya	Extranjeros	04	Resto de África	África	Hombres	27
2016	33	Matarraña / Matarranya	Extranjeros	05	América del Norte	América	Hombres	2
2016	33	Matarraña / Matarranya	Extranjeros	06	Resto de América	América	Hombres	18
2016	33	Matarraña / Matarranya	Extranjeros	07	Asia	Asia	Hombres	20
2016	33	Matarraña / Matarranya	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2017	01	La Jacetania	Españoles	01	UE-28	Europa	Hombres	8557
2017	01	La Jacetania	Extranjeros	01	UE-28	Europa	Hombres	229
2017	01	La Jacetania	Extranjeros	02	Resto de Europa	Europa	Hombres	14
2017	01	La Jacetania	Extranjeros	03	Magreb	África	Hombres	23
2017	01	La Jacetania	Extranjeros	04	Resto de África	África	Hombres	11
2017	01	La Jacetania	Extranjeros	05	América del Norte	América	Hombres	6
2017	01	La Jacetania	Extranjeros	06	Resto de América	América	Hombres	133
2017	01	La Jacetania	Extranjeros	07	Asia	Asia	Hombres	18
2017	02	Alto Gállego	Españoles	01	UE-28	Europa	Hombres	6148
2017	02	Alto Gállego	Extranjeros	01	UE-28	Europa	Hombres	440
2017	02	Alto Gállego	Extranjeros	02	Resto de Europa	Europa	Hombres	25
2017	02	Alto Gállego	Extranjeros	03	Magreb	África	Hombres	101
2017	02	Alto Gállego	Extranjeros	04	Resto de África	África	Hombres	10
2017	02	Alto Gállego	Extranjeros	06	Resto de América	América	Hombres	81
2017	02	Alto Gállego	Extranjeros	07	Asia	Asia	Hombres	14
2017	03	Sobrarbe	Españoles	01	UE-28	Europa	Hombres	3485
2017	03	Sobrarbe	Extranjeros	01	UE-28	Europa	Hombres	319
2017	03	Sobrarbe	Extranjeros	02	Resto de Europa	Europa	Hombres	11
2017	03	Sobrarbe	Extranjeros	03	Magreb	África	Hombres	31
2017	03	Sobrarbe	Extranjeros	04	Resto de África	África	Hombres	9
2017	03	Sobrarbe	Extranjeros	05	América del Norte	América	Hombres	3
2017	03	Sobrarbe	Extranjeros	06	Resto de América	América	Hombres	39
2017	03	Sobrarbe	Extranjeros	07	Asia	Asia	Hombres	4
2017	03	Sobrarbe	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2017	04	La Ribagorza	Españoles	01	UE-28	Europa	Hombres	5584
2017	04	La Ribagorza	Extranjeros	01	UE-28	Europa	Hombres	526
2017	04	La Ribagorza	Extranjeros	02	Resto de Europa	Europa	Hombres	19
2017	04	La Ribagorza	Extranjeros	03	Magreb	África	Hombres	11
2017	04	La Ribagorza	Extranjeros	04	Resto de África	África	Hombres	14
2017	04	La Ribagorza	Extranjeros	05	América del Norte	América	Hombres	4
2017	04	La Ribagorza	Extranjeros	06	Resto de América	América	Hombres	111
2017	04	La Ribagorza	Extranjeros	07	Asia	Asia	Hombres	9
2017	04	La Ribagorza	Extranjeros	08	Oceanía	Oceanía	Hombres	12
2017	05	Cinco Villas	Españoles	01	UE-28	Europa	Hombres	13804
2017	05	Cinco Villas	Extranjeros	01	UE-28	Europa	Hombres	925
2017	05	Cinco Villas	Extranjeros	02	Resto de Europa	Europa	Hombres	34
2017	05	Cinco Villas	Extranjeros	03	Magreb	África	Hombres	520
2017	05	Cinco Villas	Extranjeros	04	Resto de África	África	Hombres	140
2017	05	Cinco Villas	Extranjeros	05	América del Norte	América	Hombres	2
2017	05	Cinco Villas	Extranjeros	06	Resto de América	América	Hombres	116
2017	05	Cinco Villas	Extranjeros	07	Asia	Asia	Hombres	48
2017	05	Cinco Villas	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	1
2017	06	Hoya de Huesca / Plana de Uesca	Españoles	01	UE-28	Europa	Hombres	30457
2017	06	Hoya de Huesca / Plana de Uesca	Extranjeros	01	UE-28	Europa	Hombres	963
2017	06	Hoya de Huesca / Plana de Uesca	Extranjeros	02	Resto de Europa	Europa	Hombres	116
2017	06	Hoya de Huesca / Plana de Uesca	Extranjeros	03	Magreb	África	Hombres	506
2017	06	Hoya de Huesca / Plana de Uesca	Extranjeros	04	Resto de África	África	Hombres	402
2017	06	Hoya de Huesca / Plana de Uesca	Extranjeros	05	América del Norte	América	Hombres	17
2017	06	Hoya de Huesca / Plana de Uesca	Extranjeros	06	Resto de América	América	Hombres	369
2017	06	Hoya de Huesca / Plana de Uesca	Extranjeros	07	Asia	Asia	Hombres	145
2017	07	Somontano de Barbastro	Españoles	01	UE-28	Europa	Hombres	10766
2017	07	Somontano de Barbastro	Extranjeros	01	UE-28	Europa	Hombres	333
2017	07	Somontano de Barbastro	Extranjeros	02	Resto de Europa	Europa	Hombres	18
2017	07	Somontano de Barbastro	Extranjeros	03	Magreb	África	Hombres	257
2017	07	Somontano de Barbastro	Extranjeros	04	Resto de África	África	Hombres	194
2017	07	Somontano de Barbastro	Extranjeros	05	América del Norte	América	Hombres	2
2017	07	Somontano de Barbastro	Extranjeros	06	Resto de América	América	Hombres	117
2017	07	Somontano de Barbastro	Extranjeros	07	Asia	Asia	Hombres	35
2017	07	Somontano de Barbastro	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2017	08	Cinca Medio	Españoles	01	UE-28	Europa	Hombres	10436
2017	08	Cinca Medio	Extranjeros	01	UE-28	Europa	Hombres	692
2017	08	Cinca Medio	Extranjeros	02	Resto de Europa	Europa	Hombres	75
2017	08	Cinca Medio	Extranjeros	03	Magreb	África	Hombres	422
2017	08	Cinca Medio	Extranjeros	04	Resto de África	África	Hombres	370
2017	08	Cinca Medio	Extranjeros	05	América del Norte	América	Hombres	4
2017	08	Cinca Medio	Extranjeros	06	Resto de América	América	Hombres	62
2017	08	Cinca Medio	Extranjeros	07	Asia	Asia	Hombres	32
2017	09	La Litera / La Llitera	Españoles	01	UE-28	Europa	Hombres	8175
2017	09	La Litera / La Llitera	Extranjeros	01	UE-28	Europa	Hombres	392
2017	09	La Litera / La Llitera	Extranjeros	02	Resto de Europa	Europa	Hombres	16
2017	09	La Litera / La Llitera	Extranjeros	03	Magreb	África	Hombres	100
2017	09	La Litera / La Llitera	Extranjeros	04	Resto de África	África	Hombres	657
2017	09	La Litera / La Llitera	Extranjeros	06	Resto de América	América	Hombres	91
2017	09	La Litera / La Llitera	Extranjeros	07	Asia	Asia	Hombres	25
2017	09	La Litera / La Llitera	Extranjeros	08	Oceanía	Oceanía	Hombres	3
2017	09	La Litera / La Llitera	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	1
2017	10	Los Monegros	Españoles	01	UE-28	Europa	Hombres	8899
2017	10	Los Monegros	Extranjeros	01	UE-28	Europa	Hombres	514
2017	10	Los Monegros	Extranjeros	02	Resto de Europa	Europa	Hombres	38
2017	10	Los Monegros	Extranjeros	03	Magreb	África	Hombres	197
2017	10	Los Monegros	Extranjeros	04	Resto de África	África	Hombres	45
2017	10	Los Monegros	Extranjeros	06	Resto de América	América	Hombres	47
2017	10	Los Monegros	Extranjeros	07	Asia	Asia	Hombres	7
2017	10	Los Monegros	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	2
2017	11	Bajo Cinca / Baix Cinca	Españoles	01	UE-28	Europa	Hombres	9890
2017	11	Bajo Cinca / Baix Cinca	Extranjeros	01	UE-28	Europa	Hombres	1448
2017	11	Bajo Cinca / Baix Cinca	Extranjeros	02	Resto de Europa	Europa	Hombres	57
2017	11	Bajo Cinca / Baix Cinca	Extranjeros	03	Magreb	África	Hombres	498
2017	11	Bajo Cinca / Baix Cinca	Extranjeros	04	Resto de África	África	Hombres	586
2017	11	Bajo Cinca / Baix Cinca	Extranjeros	05	América del Norte	América	Hombres	1
2017	11	Bajo Cinca / Baix Cinca	Extranjeros	06	Resto de América	América	Hombres	55
2017	11	Bajo Cinca / Baix Cinca	Extranjeros	07	Asia	Asia	Hombres	43
2017	12	Tarazona y el Moncayo	Españoles	01	UE-28	Europa	Hombres	6577
2017	12	Tarazona y el Moncayo	Extranjeros	01	UE-28	Europa	Hombres	172
2017	12	Tarazona y el Moncayo	Extranjeros	02	Resto de Europa	Europa	Hombres	4
2017	12	Tarazona y el Moncayo	Extranjeros	03	Magreb	África	Hombres	101
2017	12	Tarazona y el Moncayo	Extranjeros	04	Resto de África	África	Hombres	27
2017	12	Tarazona y el Moncayo	Extranjeros	06	Resto de América	América	Hombres	84
2017	12	Tarazona y el Moncayo	Extranjeros	07	Asia	Asia	Hombres	18
2017	13	Campo de Borja	Españoles	01	UE-28	Europa	Hombres	6402
2017	13	Campo de Borja	Extranjeros	01	UE-28	Europa	Hombres	513
2017	13	Campo de Borja	Extranjeros	02	Resto de Europa	Europa	Hombres	7
2017	13	Campo de Borja	Extranjeros	03	Magreb	África	Hombres	209
2017	13	Campo de Borja	Extranjeros	04	Resto de África	África	Hombres	17
2017	13	Campo de Borja	Extranjeros	05	América del Norte	América	Hombres	2
2017	13	Campo de Borja	Extranjeros	06	Resto de América	América	Hombres	40
2017	13	Campo de Borja	Extranjeros	07	Asia	Asia	Hombres	13
2017	14	Aranda	Españoles	01	UE-28	Europa	Hombres	3279
2017	14	Aranda	Extranjeros	01	UE-28	Europa	Hombres	185
2017	14	Aranda	Extranjeros	02	Resto de Europa	Europa	Hombres	6
2017	14	Aranda	Extranjeros	03	Magreb	África	Hombres	62
2017	14	Aranda	Extranjeros	04	Resto de África	África	Hombres	1
2017	14	Aranda	Extranjeros	06	Resto de América	América	Hombres	5
2017	14	Aranda	Extranjeros	07	Asia	Asia	Hombres	1
2017	15	Ribera Alta del Ebro	Españoles	01	UE-28	Europa	Hombres	12399
2017	15	Ribera Alta del Ebro	Extranjeros	01	UE-28	Europa	Hombres	899
2017	15	Ribera Alta del Ebro	Extranjeros	02	Resto de Europa	Europa	Hombres	19
2017	15	Ribera Alta del Ebro	Extranjeros	03	Magreb	África	Hombres	170
2017	15	Ribera Alta del Ebro	Extranjeros	04	Resto de África	África	Hombres	24
2017	15	Ribera Alta del Ebro	Extranjeros	05	América del Norte	América	Hombres	6
2017	15	Ribera Alta del Ebro	Extranjeros	06	Resto de América	América	Hombres	145
2017	15	Ribera Alta del Ebro	Extranjeros	07	Asia	Asia	Hombres	29
2017	16	Valdejalón	Españoles	01	UE-28	Europa	Hombres	11819
2017	16	Valdejalón	Extranjeros	01	UE-28	Europa	Hombres	1804
2017	16	Valdejalón	Extranjeros	02	Resto de Europa	Europa	Hombres	44
2017	16	Valdejalón	Extranjeros	03	Magreb	África	Hombres	746
2017	16	Valdejalón	Extranjeros	04	Resto de África	África	Hombres	155
2017	16	Valdejalón	Extranjeros	05	América del Norte	América	Hombres	2
2017	16	Valdejalón	Extranjeros	06	Resto de América	América	Hombres	80
2017	16	Valdejalón	Extranjeros	07	Asia	Asia	Hombres	42
2017	16	Valdejalón	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	2
2017	17	Central	Españoles	01	UE-28	Europa	Hombres	323834
2017	17	Central	Extranjeros	01	UE-28	Europa	Hombres	13619
2017	17	Central	Extranjeros	02	Resto de Europa	Europa	Hombres	794
2017	17	Central	Extranjeros	03	Magreb	África	Hombres	5190
2017	17	Central	Extranjeros	04	Resto de África	África	Hombres	5185
2017	17	Central	Extranjeros	05	América del Norte	América	Hombres	201
2017	17	Central	Extranjeros	06	Resto de América	América	Hombres	6863
2017	17	Central	Extranjeros	07	Asia	Asia	Hombres	3190
2017	17	Central	Extranjeros	08	Oceanía	Oceanía	Hombres	11
2017	17	Central	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	18
2017	18	Ribera Baja del Ebro	Españoles	01	UE-28	Europa	Hombres	4109
2017	18	Ribera Baja del Ebro	Extranjeros	01	UE-28	Europa	Hombres	91
2017	18	Ribera Baja del Ebro	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2017	18	Ribera Baja del Ebro	Extranjeros	03	Magreb	África	Hombres	121
2017	18	Ribera Baja del Ebro	Extranjeros	04	Resto de África	África	Hombres	18
2017	18	Ribera Baja del Ebro	Extranjeros	06	Resto de América	América	Hombres	49
2017	18	Ribera Baja del Ebro	Extranjeros	07	Asia	Asia	Hombres	7
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	01	UE-28	Europa	Hombres	5840
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	01	UE-28	Europa	Hombres	468
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	02	Resto de Europa	Europa	Hombres	13
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	03	Magreb	África	Hombres	664
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	04	Resto de África	África	Hombres	68
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	05	América del Norte	América	Hombres	1
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	06	Resto de América	América	Hombres	22
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	07	Asia	Asia	Hombres	486
2017	20	Comunidad de Calatayud	Españoles	01	UE-28	Europa	Hombres	16547
2017	20	Comunidad de Calatayud	Extranjeros	01	UE-28	Europa	Hombres	2104
2017	20	Comunidad de Calatayud	Extranjeros	02	Resto de Europa	Europa	Hombres	21
2017	20	Comunidad de Calatayud	Extranjeros	03	Magreb	África	Hombres	416
2017	20	Comunidad de Calatayud	Extranjeros	04	Resto de África	África	Hombres	32
2017	20	Comunidad de Calatayud	Extranjeros	05	América del Norte	América	Hombres	6
2017	20	Comunidad de Calatayud	Extranjeros	06	Resto de América	América	Hombres	99
2017	20	Comunidad de Calatayud	Extranjeros	07	Asia	Asia	Hombres	52
2017	21	Campo de Cariñena	Españoles	01	UE-28	Europa	Hombres	4247
2017	21	Campo de Cariñena	Extranjeros	01	UE-28	Europa	Hombres	702
2017	21	Campo de Cariñena	Extranjeros	02	Resto de Europa	Europa	Hombres	16
2017	21	Campo de Cariñena	Extranjeros	03	Magreb	África	Hombres	170
2017	21	Campo de Cariñena	Extranjeros	04	Resto de África	África	Hombres	100
2017	21	Campo de Cariñena	Extranjeros	06	Resto de América	América	Hombres	17
2017	21	Campo de Cariñena	Extranjeros	07	Asia	Asia	Hombres	6
2017	22	Campo de Belchite	Españoles	01	UE-28	Europa	Hombres	2342
2017	22	Campo de Belchite	Extranjeros	01	UE-28	Europa	Hombres	76
2017	22	Campo de Belchite	Extranjeros	02	Resto de Europa	Europa	Hombres	24
2017	22	Campo de Belchite	Extranjeros	03	Magreb	África	Hombres	45
2017	22	Campo de Belchite	Extranjeros	04	Resto de África	África	Hombres	2
2017	22	Campo de Belchite	Extranjeros	06	Resto de América	América	Hombres	17
2017	23	Bajo Martín	Españoles	01	UE-28	Europa	Hombres	2939
2017	23	Bajo Martín	Extranjeros	01	UE-28	Europa	Hombres	103
2017	23	Bajo Martín	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2017	23	Bajo Martín	Extranjeros	03	Magreb	África	Hombres	177
2017	23	Bajo Martín	Extranjeros	04	Resto de África	África	Hombres	15
2017	23	Bajo Martín	Extranjeros	06	Resto de América	América	Hombres	13
2017	23	Bajo Martín	Extranjeros	07	Asia	Asia	Hombres	5
2017	23	Bajo Martín	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	1
2017	24	Campo de Daroca	Españoles	01	UE-28	Europa	Hombres	2713
2017	24	Campo de Daroca	Extranjeros	01	UE-28	Europa	Hombres	212
2017	24	Campo de Daroca	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2017	24	Campo de Daroca	Extranjeros	03	Magreb	África	Hombres	60
2017	24	Campo de Daroca	Extranjeros	04	Resto de África	África	Hombres	13
2017	24	Campo de Daroca	Extranjeros	05	América del Norte	América	Hombres	1
2017	24	Campo de Daroca	Extranjeros	06	Resto de América	América	Hombres	23
2017	24	Campo de Daroca	Extranjeros	07	Asia	Asia	Hombres	2
2017	25	Jiloca	Españoles	01	UE-28	Europa	Hombres	5728
2017	25	Jiloca	Extranjeros	01	UE-28	Europa	Hombres	392
2017	25	Jiloca	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2017	25	Jiloca	Extranjeros	03	Magreb	África	Hombres	281
2017	25	Jiloca	Extranjeros	04	Resto de África	África	Hombres	11
2017	25	Jiloca	Extranjeros	05	América del Norte	América	Hombres	2
2017	25	Jiloca	Extranjeros	06	Resto de América	América	Hombres	50
2017	25	Jiloca	Extranjeros	07	Asia	Asia	Hombres	11
2017	26	Cuencas Mineras	Españoles	01	UE-28	Europa	Hombres	3918
2017	26	Cuencas Mineras	Extranjeros	01	UE-28	Europa	Hombres	112
2017	26	Cuencas Mineras	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2017	26	Cuencas Mineras	Extranjeros	03	Magreb	África	Hombres	255
2017	26	Cuencas Mineras	Extranjeros	05	América del Norte	América	Hombres	2
2017	26	Cuencas Mineras	Extranjeros	06	Resto de América	América	Hombres	11
2017	26	Cuencas Mineras	Extranjeros	07	Asia	Asia	Hombres	47
2017	27	Andorra-Sierra de Arcos	Españoles	01	UE-28	Europa	Hombres	4712
2017	27	Andorra-Sierra de Arcos	Extranjeros	01	UE-28	Europa	Hombres	304
2017	27	Andorra-Sierra de Arcos	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2017	27	Andorra-Sierra de Arcos	Extranjeros	03	Magreb	África	Hombres	171
2017	27	Andorra-Sierra de Arcos	Extranjeros	04	Resto de África	África	Hombres	3
2017	27	Andorra-Sierra de Arcos	Extranjeros	05	América del Norte	América	Hombres	1
2017	27	Andorra-Sierra de Arcos	Extranjeros	06	Resto de América	América	Hombres	21
2017	27	Andorra-Sierra de Arcos	Extranjeros	07	Asia	Asia	Hombres	28
2017	28	Bajo Aragón	Españoles	01	UE-28	Europa	Hombres	12694
2017	28	Bajo Aragón	Extranjeros	01	UE-28	Europa	Hombres	989
2017	28	Bajo Aragón	Extranjeros	02	Resto de Europa	Europa	Hombres	14
2017	28	Bajo Aragón	Extranjeros	03	Magreb	África	Hombres	545
2017	28	Bajo Aragón	Extranjeros	04	Resto de África	África	Hombres	34
2017	28	Bajo Aragón	Extranjeros	05	América del Norte	América	Hombres	1
2017	28	Bajo Aragón	Extranjeros	06	Resto de América	América	Hombres	94
2017	28	Bajo Aragón	Extranjeros	07	Asia	Asia	Hombres	43
2017	28	Bajo Aragón	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2017	28	Bajo Aragón	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	1
2017	29	Comunidad de Teruel	Españoles	01	UE-28	Europa	Hombres	20609
2017	29	Comunidad de Teruel	Extranjeros	01	UE-28	Europa	Hombres	858
2017	29	Comunidad de Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	53
2017	29	Comunidad de Teruel	Extranjeros	03	Magreb	África	Hombres	533
2017	29	Comunidad de Teruel	Extranjeros	04	Resto de África	África	Hombres	24
2017	29	Comunidad de Teruel	Extranjeros	05	América del Norte	América	Hombres	6
2017	29	Comunidad de Teruel	Extranjeros	06	Resto de América	América	Hombres	285
2017	29	Comunidad de Teruel	Extranjeros	07	Asia	Asia	Hombres	117
2017	30	Maestrazgo	Españoles	01	UE-28	Europa	Hombres	1552
2017	30	Maestrazgo	Extranjeros	01	UE-28	Europa	Hombres	80
2017	30	Maestrazgo	Extranjeros	03	Magreb	África	Hombres	45
2017	30	Maestrazgo	Extranjeros	04	Resto de África	África	Hombres	2
2017	30	Maestrazgo	Extranjeros	06	Resto de América	América	Hombres	9
2017	30	Maestrazgo	Extranjeros	07	Asia	Asia	Hombres	31
2017	31	Sierra de Albarracín	Españoles	01	UE-28	Europa	Hombres	2338
2017	31	Sierra de Albarracín	Extranjeros	01	UE-28	Europa	Hombres	48
2017	31	Sierra de Albarracín	Extranjeros	02	Resto de Europa	Europa	Hombres	9
2017	31	Sierra de Albarracín	Extranjeros	03	Magreb	África	Hombres	55
2017	31	Sierra de Albarracín	Extranjeros	05	América del Norte	América	Hombres	1
2017	31	Sierra de Albarracín	Extranjeros	06	Resto de América	América	Hombres	21
2017	32	Gúdar-Javalambre	Españoles	01	UE-28	Europa	Hombres	3534
2017	32	Gúdar-Javalambre	Extranjeros	01	UE-28	Europa	Hombres	194
2017	32	Gúdar-Javalambre	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2017	32	Gúdar-Javalambre	Extranjeros	03	Magreb	África	Hombres	222
2017	32	Gúdar-Javalambre	Extranjeros	04	Resto de África	África	Hombres	3
2017	32	Gúdar-Javalambre	Extranjeros	05	América del Norte	América	Hombres	3
2017	32	Gúdar-Javalambre	Extranjeros	06	Resto de América	América	Hombres	41
2017	32	Gúdar-Javalambre	Extranjeros	07	Asia	Asia	Hombres	7
2017	32	Gúdar-Javalambre	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2017	33	Matarraña / Matarranya	Españoles	01	UE-28	Europa	Hombres	3663
2017	33	Matarraña / Matarranya	Extranjeros	01	UE-28	Europa	Hombres	303
2017	33	Matarraña / Matarranya	Extranjeros	02	Resto de Europa	Europa	Hombres	29
2017	33	Matarraña / Matarranya	Extranjeros	03	Magreb	África	Hombres	202
2017	33	Matarraña / Matarranya	Extranjeros	04	Resto de África	África	Hombres	28
2017	33	Matarraña / Matarranya	Extranjeros	05	América del Norte	América	Hombres	2
2017	33	Matarraña / Matarranya	Extranjeros	06	Resto de América	América	Hombres	19
2017	33	Matarraña / Matarranya	Extranjeros	07	Asia	Asia	Hombres	17
2017	33	Matarraña / Matarranya	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2018	01	La Jacetania	Españoles	01	UE-28	Europa	Hombres	8479
2018	01	La Jacetania	Extranjeros	01	UE-28	Europa	Hombres	212
2018	01	La Jacetania	Extranjeros	02	Resto de Europa	Europa	Hombres	15
2018	01	La Jacetania	Extranjeros	03	Magreb	África	Hombres	23
2018	01	La Jacetania	Extranjeros	04	Resto de África	África	Hombres	11
2018	01	La Jacetania	Extranjeros	05	América del Norte	América	Hombres	12
2018	01	La Jacetania	Extranjeros	06	Resto de América	América	Hombres	126
2018	01	La Jacetania	Extranjeros	07	Asia	Asia	Hombres	16
2018	02	Alto Gállego	Españoles	01	UE-28	Europa	Hombres	6155
2018	02	Alto Gállego	Extranjeros	01	UE-28	Europa	Hombres	419
2018	02	Alto Gállego	Extranjeros	02	Resto de Europa	Europa	Hombres	26
2018	02	Alto Gállego	Extranjeros	03	Magreb	África	Hombres	96
2018	02	Alto Gállego	Extranjeros	04	Resto de África	África	Hombres	10
2018	02	Alto Gállego	Extranjeros	06	Resto de América	América	Hombres	95
2018	02	Alto Gállego	Extranjeros	07	Asia	Asia	Hombres	15
2018	03	Sobrarbe	Españoles	01	UE-28	Europa	Hombres	3510
2018	03	Sobrarbe	Extranjeros	01	UE-28	Europa	Hombres	323
2018	03	Sobrarbe	Extranjeros	02	Resto de Europa	Europa	Hombres	12
2018	03	Sobrarbe	Extranjeros	03	Magreb	África	Hombres	35
2018	03	Sobrarbe	Extranjeros	04	Resto de África	África	Hombres	8
2018	03	Sobrarbe	Extranjeros	05	América del Norte	América	Hombres	3
2018	03	Sobrarbe	Extranjeros	06	Resto de América	América	Hombres	34
2018	03	Sobrarbe	Extranjeros	07	Asia	Asia	Hombres	5
2018	03	Sobrarbe	Extranjeros	08	Oceanía	Oceanía	Hombres	3
2018	04	La Ribagorza	Españoles	01	UE-28	Europa	Hombres	5539
2018	04	La Ribagorza	Extranjeros	01	UE-28	Europa	Hombres	514
2018	04	La Ribagorza	Extranjeros	02	Resto de Europa	Europa	Hombres	24
2018	04	La Ribagorza	Extranjeros	03	Magreb	África	Hombres	9
2018	04	La Ribagorza	Extranjeros	04	Resto de África	África	Hombres	16
2018	04	La Ribagorza	Extranjeros	05	América del Norte	América	Hombres	3
2018	04	La Ribagorza	Extranjeros	06	Resto de América	América	Hombres	89
