Año	Residencia comarca código	Residencia comarca nombre	Edad (grupos quinquenales)	Sexo	Personas
2015	10	Los Monegros	85 a 89	Hombres	307
2015	10	Los Monegros	90 a 94	Hombres	110
2015	10	Los Monegros	95 y más	Hombres	19
2015	11	Bajo Cinca / Baix Cinca	00 a 04	Hombres	560
2015	11	Bajo Cinca / Baix Cinca	05 a 09	Hombres	607
2015	11	Bajo Cinca / Baix Cinca	10 a 14	Hombres	600
2015	11	Bajo Cinca / Baix Cinca	15 a 19	Hombres	610
2015	11	Bajo Cinca / Baix Cinca	20 a 24	Hombres	624
2015	11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	722
2015	11	Bajo Cinca / Baix Cinca	30 a 34	Hombres	963
2015	11	Bajo Cinca / Baix Cinca	35 a 39	Hombres	1155
2015	11	Bajo Cinca / Baix Cinca	40 a 44	Hombres	1157
2015	11	Bajo Cinca / Baix Cinca	45 a 49	Hombres	1015
2015	11	Bajo Cinca / Baix Cinca	50 a 54	Hombres	913
2015	11	Bajo Cinca / Baix Cinca	55 a 59	Hombres	808
2015	11	Bajo Cinca / Baix Cinca	60 a 64	Hombres	625
2015	11	Bajo Cinca / Baix Cinca	65 a 69	Hombres	579
2015	11	Bajo Cinca / Baix Cinca	70 a 74	Hombres	505
2015	11	Bajo Cinca / Baix Cinca	75 a 79	Hombres	443
2015	11	Bajo Cinca / Baix Cinca	80 a 84	Hombres	399
2015	11	Bajo Cinca / Baix Cinca	85 a 89	Hombres	235
2015	11	Bajo Cinca / Baix Cinca	90 a 94	Hombres	93
2015	11	Bajo Cinca / Baix Cinca	95 y más	Hombres	20
2015	12	Tarazona y el Moncayo	00 a 04	Hombres	311
2015	12	Tarazona y el Moncayo	05 a 09	Hombres	367
2015	12	Tarazona y el Moncayo	10 a 14	Hombres	364
2015	12	Tarazona y el Moncayo	15 a 19	Hombres	325
2015	12	Tarazona y el Moncayo	20 a 24	Hombres	335
2015	12	Tarazona y el Moncayo	25 a 29	Hombres	359
2015	12	Tarazona y el Moncayo	30 a 34	Hombres	440
2015	12	Tarazona y el Moncayo	35 a 39	Hombres	565
2015	12	Tarazona y el Moncayo	40 a 44	Hombres	588
2015	12	Tarazona y el Moncayo	45 a 49	Hombres	571
2015	12	Tarazona y el Moncayo	50 a 54	Hombres	547
2015	12	Tarazona y el Moncayo	55 a 59	Hombres	490
2015	12	Tarazona y el Moncayo	60 a 64	Hombres	364
2015	12	Tarazona y el Moncayo	65 a 69	Hombres	413
2015	12	Tarazona y el Moncayo	70 a 74	Hombres	363
2015	12	Tarazona y el Moncayo	75 a 79	Hombres	322
2015	12	Tarazona y el Moncayo	80 a 84	Hombres	275
2015	12	Tarazona y el Moncayo	85 a 89	Hombres	152
2015	12	Tarazona y el Moncayo	90 a 94	Hombres	59
2015	12	Tarazona y el Moncayo	95 y más	Hombres	12
2015	13	Campo de Borja	00 a 04	Hombres	293
2015	13	Campo de Borja	05 a 09	Hombres	349
2015	13	Campo de Borja	10 a 14	Hombres	360
2015	13	Campo de Borja	15 a 19	Hombres	308
2015	13	Campo de Borja	20 a 24	Hombres	354
2015	13	Campo de Borja	25 a 29	Hombres	402
2015	13	Campo de Borja	30 a 34	Hombres	481
2015	13	Campo de Borja	35 a 39	Hombres	533
2015	13	Campo de Borja	40 a 44	Hombres	621
2015	13	Campo de Borja	45 a 49	Hombres	616
2015	13	Campo de Borja	50 a 54	Hombres	579
2015	13	Campo de Borja	55 a 59	Hombres	499
2015	13	Campo de Borja	60 a 64	Hombres	408
2015	13	Campo de Borja	65 a 69	Hombres	411
2015	13	Campo de Borja	70 a 74	Hombres	381
2015	13	Campo de Borja	75 a 79	Hombres	278
2015	13	Campo de Borja	80 a 84	Hombres	309
2015	13	Campo de Borja	85 a 89	Hombres	137
2015	13	Campo de Borja	90 a 94	Hombres	57
2015	13	Campo de Borja	95 y más	Hombres	6
2015	14	Aranda	00 a 04	Hombres	85
2015	14	Aranda	05 a 09	Hombres	143
2015	14	Aranda	10 a 14	Hombres	151
2015	14	Aranda	15 a 19	Hombres	155
2015	14	Aranda	20 a 24	Hombres	153
2015	14	Aranda	25 a 29	Hombres	182
2015	14	Aranda	30 a 34	Hombres	230
2015	14	Aranda	35 a 39	Hombres	247
2015	14	Aranda	40 a 44	Hombres	293
2015	14	Aranda	45 a 49	Hombres	327
2015	14	Aranda	50 a 54	Hombres	310
2015	14	Aranda	55 a 59	Hombres	269
2015	14	Aranda	60 a 64	Hombres	244
2015	14	Aranda	65 a 69	Hombres	198
2015	14	Aranda	70 a 74	Hombres	210
2015	14	Aranda	75 a 79	Hombres	180
2015	14	Aranda	80 a 84	Hombres	158
2015	14	Aranda	85 a 89	Hombres	94
2015	14	Aranda	90 a 94	Hombres	31
2015	14	Aranda	95 y más	Hombres	7
2015	15	Ribera Alta del Ebro	00 a 04	Hombres	670
2015	15	Ribera Alta del Ebro	05 a 09	Hombres	777
2015	15	Ribera Alta del Ebro	10 a 14	Hombres	691
2015	15	Ribera Alta del Ebro	15 a 19	Hombres	574
2015	15	Ribera Alta del Ebro	20 a 24	Hombres	681
2015	15	Ribera Alta del Ebro	25 a 29	Hombres	781
2015	15	Ribera Alta del Ebro	30 a 34	Hombres	970
2015	15	Ribera Alta del Ebro	35 a 39	Hombres	1202
2015	15	Ribera Alta del Ebro	40 a 44	Hombres	1250
2015	15	Ribera Alta del Ebro	45 a 49	Hombres	1118
2015	15	Ribera Alta del Ebro	50 a 54	Hombres	1093
2015	15	Ribera Alta del Ebro	55 a 59	Hombres	945
2015	15	Ribera Alta del Ebro	60 a 64	Hombres	811
2015	15	Ribera Alta del Ebro	65 a 69	Hombres	613
2015	15	Ribera Alta del Ebro	70 a 74	Hombres	501
2015	15	Ribera Alta del Ebro	75 a 79	Hombres	425
2015	15	Ribera Alta del Ebro	80 a 84	Hombres	414
2015	15	Ribera Alta del Ebro	85 a 89	Hombres	227
2015	15	Ribera Alta del Ebro	90 a 94	Hombres	99
2015	15	Ribera Alta del Ebro	95 y más	Hombres	22
2015	16	Valdejalón	00 a 04	Hombres	760
2015	16	Valdejalón	05 a 09	Hombres	809
2015	16	Valdejalón	10 a 14	Hombres	710
2015	16	Valdejalón	15 a 19	Hombres	655
2015	16	Valdejalón	20 a 24	Hombres	641
2015	16	Valdejalón	25 a 29	Hombres	917
2015	16	Valdejalón	30 a 34	Hombres	1136
2015	16	Valdejalón	35 a 39	Hombres	1456
2015	16	Valdejalón	40 a 44	Hombres	1377
2015	16	Valdejalón	45 a 49	Hombres	1213
2015	16	Valdejalón	50 a 54	Hombres	1097
2015	16	Valdejalón	55 a 59	Hombres	879
2015	16	Valdejalón	60 a 64	Hombres	719
2015	16	Valdejalón	65 a 69	Hombres	671
2015	16	Valdejalón	70 a 74	Hombres	597
2015	16	Valdejalón	75 a 79	Hombres	460
2015	16	Valdejalón	80 a 84	Hombres	446
2015	16	Valdejalón	85 a 89	Hombres	262
2015	16	Valdejalón	90 a 94	Hombres	88
2015	16	Valdejalón	95 y más	Hombres	17
2015	17	D.C. Zaragoza	00 a 04	Hombres	18730
2015	17	D.C. Zaragoza	05 a 09	Hombres	19906
2015	17	D.C. Zaragoza	10 a 14	Hombres	17963
2015	17	D.C. Zaragoza	15 a 19	Hombres	16686
2015	17	D.C. Zaragoza	20 a 24	Hombres	17352
2015	17	D.C. Zaragoza	25 a 29	Hombres	20198
2015	17	D.C. Zaragoza	30 a 34	Hombres	25576
2015	17	D.C. Zaragoza	35 a 39	Hombres	32412
2015	17	D.C. Zaragoza	40 a 44	Hombres	32030
2015	17	D.C. Zaragoza	45 a 49	Hombres	28877
2015	17	D.C. Zaragoza	50 a 54	Hombres	26709
2015	17	D.C. Zaragoza	55 a 59	Hombres	23698
2015	17	D.C. Zaragoza	60 a 64	Hombres	19575
2015	17	D.C. Zaragoza	65 a 69	Hombres	18332
2015	17	D.C. Zaragoza	70 a 74	Hombres	14706
2015	17	D.C. Zaragoza	75 a 79	Hombres	10312
2015	17	D.C. Zaragoza	80 a 84	Hombres	9285
2015	17	D.C. Zaragoza	85 a 89	Hombres	4970
2015	17	D.C. Zaragoza	90 a 94	Hombres	1822
2015	17	D.C. Zaragoza	95 y más	Hombres	306
2015	18	Ribera Baja del Ebro	00 a 04	Hombres	157
2015	18	Ribera Baja del Ebro	05 a 09	Hombres	219
2015	18	Ribera Baja del Ebro	10 a 14	Hombres	223
2015	18	Ribera Baja del Ebro	15 a 19	Hombres	194
2015	18	Ribera Baja del Ebro	20 a 24	Hombres	209
2015	18	Ribera Baja del Ebro	25 a 29	Hombres	255
2015	18	Ribera Baja del Ebro	30 a 34	Hombres	279
2015	18	Ribera Baja del Ebro	35 a 39	Hombres	329
2015	18	Ribera Baja del Ebro	40 a 44	Hombres	291
2015	18	Ribera Baja del Ebro	45 a 49	Hombres	345
2015	18	Ribera Baja del Ebro	50 a 54	Hombres	384
2015	18	Ribera Baja del Ebro	55 a 59	Hombres	344
2015	18	Ribera Baja del Ebro	60 a 64	Hombres	288
2015	18	Ribera Baja del Ebro	65 a 69	Hombres	258
2015	18	Ribera Baja del Ebro	70 a 74	Hombres	216
2015	18	Ribera Baja del Ebro	75 a 79	Hombres	202
2015	18	Ribera Baja del Ebro	80 a 84	Hombres	190
2015	18	Ribera Baja del Ebro	85 a 89	Hombres	124
2015	18	Ribera Baja del Ebro	90 a 94	Hombres	53
2015	18	Ribera Baja del Ebro	95 y más	Hombres	16
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	00 a 04	Hombres	381
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	05 a 09	Hombres	373
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10 a 14	Hombres	366
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	15 a 19	Hombres	354
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20 a 24	Hombres	388
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Hombres	427
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Hombres	632
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Hombres	687
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Hombres	671
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45 a 49	Hombres	571
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50 a 54	Hombres	533
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55 a 59	Hombres	488
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60 a 64	Hombres	404
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 a 69	Hombres	402
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	70 a 74	Hombres	341
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	75 a 79	Hombres	292
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	80 a 84	Hombres	266
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	85 a 89	Hombres	159
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	90 a 94	Hombres	59
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	95 y más	Hombres	6
2015	20	Comunidad de Calatayud	00 a 04	Hombres	549
2015	20	Comunidad de Calatayud	05 a 09	Hombres	763
2015	20	Comunidad de Calatayud	10 a 14	Hombres	838
2015	20	Comunidad de Calatayud	15 a 19	Hombres	795
2015	20	Comunidad de Calatayud	20 a 24	Hombres	952
2015	20	Comunidad de Calatayud	25 a 29	Hombres	1224
2015	20	Comunidad de Calatayud	30 a 34	Hombres	1307
2015	20	Comunidad de Calatayud	35 a 39	Hombres	1520
2015	20	Comunidad de Calatayud	40 a 44	Hombres	1559
2015	20	Comunidad de Calatayud	45 a 49	Hombres	1671
2015	20	Comunidad de Calatayud	50 a 54	Hombres	1522
2015	20	Comunidad de Calatayud	55 a 59	Hombres	1215
2015	20	Comunidad de Calatayud	60 a 64	Hombres	1051
2015	20	Comunidad de Calatayud	65 a 69	Hombres	1036
2015	20	Comunidad de Calatayud	70 a 74	Hombres	1022
2015	20	Comunidad de Calatayud	75 a 79	Hombres	897
2015	20	Comunidad de Calatayud	80 a 84	Hombres	970
2015	20	Comunidad de Calatayud	85 a 89	Hombres	577
2015	20	Comunidad de Calatayud	90 a 94	Hombres	181
2015	20	Comunidad de Calatayud	95 y más	Hombres	29
2015	21	Campo de Cariñena	00 a 04	Hombres	177
2015	21	Campo de Cariñena	05 a 09	Hombres	174
2015	21	Campo de Cariñena	10 a 14	Hombres	199
2015	21	Campo de Cariñena	15 a 19	Hombres	203
2015	21	Campo de Cariñena	20 a 24	Hombres	239
2015	21	Campo de Cariñena	25 a 29	Hombres	345
2015	21	Campo de Cariñena	30 a 34	Hombres	418
2015	21	Campo de Cariñena	35 a 39	Hombres	443
2015	21	Campo de Cariñena	40 a 44	Hombres	477
2015	21	Campo de Cariñena	45 a 49	Hombres	486
2015	21	Campo de Cariñena	50 a 54	Hombres	453
2015	21	Campo de Cariñena	55 a 59	Hombres	371
2015	21	Campo de Cariñena	60 a 64	Hombres	332
2015	21	Campo de Cariñena	65 a 69	Hombres	263
2015	21	Campo de Cariñena	70 a 74	Hombres	250
2015	21	Campo de Cariñena	75 a 79	Hombres	207
2015	21	Campo de Cariñena	80 a 84	Hombres	236
2015	21	Campo de Cariñena	85 a 89	Hombres	137
2015	21	Campo de Cariñena	90 a 94	Hombres	50
2015	21	Campo de Cariñena	95 y más	Hombres	3
2015	22	Campo de Belchite	00 a 04	Hombres	41
2015	22	Campo de Belchite	05 a 09	Hombres	71
2015	22	Campo de Belchite	10 a 14	Hombres	92
2015	22	Campo de Belchite	15 a 19	Hombres	98
2015	22	Campo de Belchite	20 a 24	Hombres	90
2015	22	Campo de Belchite	25 a 29	Hombres	120
2015	22	Campo de Belchite	30 a 34	Hombres	115
2015	22	Campo de Belchite	35 a 39	Hombres	164
2015	22	Campo de Belchite	40 a 44	Hombres	188
2015	22	Campo de Belchite	45 a 49	Hombres	206
2015	22	Campo de Belchite	50 a 54	Hombres	242
2015	22	Campo de Belchite	55 a 59	Hombres	194
2015	22	Campo de Belchite	60 a 64	Hombres	171
2015	22	Campo de Belchite	65 a 69	Hombres	193
2015	22	Campo de Belchite	70 a 74	Hombres	160
2015	22	Campo de Belchite	75 a 79	Hombres	168
2015	22	Campo de Belchite	80 a 84	Hombres	177
2015	22	Campo de Belchite	85 a 89	Hombres	85
2015	22	Campo de Belchite	90 a 94	Hombres	41
2015	22	Campo de Belchite	95 y más	Hombres	6
2015	23	Bajo Martín	00 a 04	Hombres	92
2015	23	Bajo Martín	05 a 09	Hombres	127
2015	23	Bajo Martín	10 a 14	Hombres	130
2015	23	Bajo Martín	15 a 19	Hombres	133
2015	23	Bajo Martín	20 a 24	Hombres	163
2015	23	Bajo Martín	25 a 29	Hombres	187
2015	23	Bajo Martín	30 a 34	Hombres	168
2015	23	Bajo Martín	35 a 39	Hombres	247
2015	23	Bajo Martín	40 a 44	Hombres	220
2015	23	Bajo Martín	45 a 49	Hombres	275
2015	23	Bajo Martín	50 a 54	Hombres	276
2015	23	Bajo Martín	55 a 59	Hombres	263
2015	23	Bajo Martín	60 a 64	Hombres	184
2015	23	Bajo Martín	65 a 69	Hombres	199
2015	23	Bajo Martín	70 a 74	Hombres	162
2015	23	Bajo Martín	75 a 79	Hombres	175
2015	23	Bajo Martín	80 a 84	Hombres	183
2015	23	Bajo Martín	85 a 89	Hombres	105
2015	23	Bajo Martín	90 a 94	Hombres	39
2015	23	Bajo Martín	95 y más	Hombres	8
2015	24	Campo de Daroca	00 a 04	Hombres	72
2015	24	Campo de Daroca	05 a 09	Hombres	83
2015	24	Campo de Daroca	10 a 14	Hombres	79
2015	24	Campo de Daroca	15 a 19	Hombres	97
2015	24	Campo de Daroca	20 a 24	Hombres	133
2015	24	Campo de Daroca	25 a 29	Hombres	169
2015	24	Campo de Daroca	30 a 34	Hombres	165
2015	24	Campo de Daroca	35 a 39	Hombres	193
2015	24	Campo de Daroca	40 a 44	Hombres	227
2015	24	Campo de Daroca	45 a 49	Hombres	267
2015	24	Campo de Daroca	50 a 54	Hombres	259
2015	24	Campo de Daroca	55 a 59	Hombres	246
2015	24	Campo de Daroca	60 a 64	Hombres	193
2015	24	Campo de Daroca	65 a 69	Hombres	193
2015	24	Campo de Daroca	70 a 74	Hombres	198
2015	24	Campo de Daroca	75 a 79	Hombres	181
2015	24	Campo de Daroca	80 a 84	Hombres	206
2015	24	Campo de Daroca	85 a 89	Hombres	131
2015	24	Campo de Daroca	90 a 94	Hombres	55
2015	24	Campo de Daroca	95 y más	Hombres	10
2015	25	Jiloca	00 a 04	Hombres	230
2015	25	Jiloca	05 a 09	Hombres	277
2015	25	Jiloca	10 a 14	Hombres	238
2015	25	Jiloca	15 a 19	Hombres	246
2015	25	Jiloca	20 a 24	Hombres	275
2015	25	Jiloca	25 a 29	Hombres	351
2015	25	Jiloca	30 a 34	Hombres	386
2015	25	Jiloca	35 a 39	Hombres	482
2015	25	Jiloca	40 a 44	Hombres	473
2015	25	Jiloca	45 a 49	Hombres	524
2015	25	Jiloca	50 a 54	Hombres	517
2015	25	Jiloca	55 a 59	Hombres	468
2015	25	Jiloca	60 a 64	Hombres	398
2015	25	Jiloca	65 a 69	Hombres	381
2015	25	Jiloca	70 a 74	Hombres	350
2015	25	Jiloca	75 a 79	Hombres	353
2015	25	Jiloca	80 a 84	Hombres	406
2015	25	Jiloca	85 a 89	Hombres	272
2015	25	Jiloca	90 a 94	Hombres	81
2015	25	Jiloca	95 y más	Hombres	10
2015	26	Cuencas Mineras	00 a 04	Hombres	169
2015	26	Cuencas Mineras	05 a 09	Hombres	179
2015	26	Cuencas Mineras	10 a 14	Hombres	169
2015	26	Cuencas Mineras	15 a 19	Hombres	193
2015	26	Cuencas Mineras	20 a 24	Hombres	223
2015	26	Cuencas Mineras	25 a 29	Hombres	281
2015	26	Cuencas Mineras	30 a 34	Hombres	309
2015	26	Cuencas Mineras	35 a 39	Hombres	335
2015	26	Cuencas Mineras	40 a 44	Hombres	325
2015	26	Cuencas Mineras	45 a 49	Hombres	361
2015	26	Cuencas Mineras	50 a 54	Hombres	373
2015	26	Cuencas Mineras	55 a 59	Hombres	376
2015	26	Cuencas Mineras	60 a 64	Hombres	289
2015	26	Cuencas Mineras	65 a 69	Hombres	228
2015	26	Cuencas Mineras	70 a 74	Hombres	203
2015	26	Cuencas Mineras	75 a 79	Hombres	188
2015	26	Cuencas Mineras	80 a 84	Hombres	212
2015	26	Cuencas Mineras	85 a 89	Hombres	107
2015	26	Cuencas Mineras	90 a 94	Hombres	42
2015	26	Cuencas Mineras	95 y más	Hombres	4
2015	27	Andorra-Sierra de Arcos	00 a 04	Hombres	184
2015	27	Andorra-Sierra de Arcos	05 a 09	Hombres	222
2015	27	Andorra-Sierra de Arcos	10 a 14	Hombres	229
2015	27	Andorra-Sierra de Arcos	15 a 19	Hombres	254
2015	27	Andorra-Sierra de Arcos	20 a 24	Hombres	316
2015	27	Andorra-Sierra de Arcos	25 a 29	Hombres	343
2015	27	Andorra-Sierra de Arcos	30 a 34	Hombres	392
2015	27	Andorra-Sierra de Arcos	35 a 39	Hombres	415
2015	27	Andorra-Sierra de Arcos	40 a 44	Hombres	391
2015	27	Andorra-Sierra de Arcos	45 a 49	Hombres	403
2015	27	Andorra-Sierra de Arcos	50 a 54	Hombres	511
2015	27	Andorra-Sierra de Arcos	55 a 59	Hombres	460
2015	27	Andorra-Sierra de Arcos	60 a 64	Hombres	330
2015	27	Andorra-Sierra de Arcos	65 a 69	Hombres	236
2015	27	Andorra-Sierra de Arcos	70 a 74	Hombres	201
2015	27	Andorra-Sierra de Arcos	75 a 79	Hombres	159
2015	27	Andorra-Sierra de Arcos	80 a 84	Hombres	221
2015	27	Andorra-Sierra de Arcos	85 a 89	Hombres	159
2015	27	Andorra-Sierra de Arcos	90 a 94	Hombres	49
2015	27	Andorra-Sierra de Arcos	95 y más	Hombres	10
2015	28	Bajo Aragón	00 a 04	Hombres	756
2015	28	Bajo Aragón	05 a 09	Hombres	788
2015	28	Bajo Aragón	10 a 14	Hombres	754
2015	28	Bajo Aragón	15 a 19	Hombres	723
2015	28	Bajo Aragón	20 a 24	Hombres	713
2015	28	Bajo Aragón	25 a 29	Hombres	848
2015	28	Bajo Aragón	30 a 34	Hombres	1039
2015	28	Bajo Aragón	35 a 39	Hombres	1182
2015	28	Bajo Aragón	40 a 44	Hombres	1205
2015	28	Bajo Aragón	45 a 49	Hombres	1159
2015	28	Bajo Aragón	50 a 54	Hombres	1132
2015	28	Bajo Aragón	55 a 59	Hombres	992
2015	28	Bajo Aragón	60 a 64	Hombres	761
2015	28	Bajo Aragón	65 a 69	Hombres	705
2015	28	Bajo Aragón	70 a 74	Hombres	571
2015	28	Bajo Aragón	75 a 79	Hombres	474
2015	28	Bajo Aragón	80 a 84	Hombres	514
2015	28	Bajo Aragón	85 a 89	Hombres	353
2015	28	Bajo Aragón	90 a 94	Hombres	106
2015	28	Bajo Aragón	95 y más	Hombres	20
2015	29	Comunidad de Teruel	00 a 04	Hombres	1081
2015	29	Comunidad de Teruel	05 a 09	Hombres	1116
2015	29	Comunidad de Teruel	10 a 14	Hombres	1151
2015	29	Comunidad de Teruel	15 a 19	Hombres	1085
2015	29	Comunidad de Teruel	20 a 24	Hombres	1247
2015	29	Comunidad de Teruel	25 a 29	Hombres	1271
2015	29	Comunidad de Teruel	30 a 34	Hombres	1584
2015	29	Comunidad de Teruel	35 a 39	Hombres	1745
2015	29	Comunidad de Teruel	40 a 44	Hombres	1686
2015	29	Comunidad de Teruel	45 a 49	Hombres	1803
2015	29	Comunidad de Teruel	50 a 54	Hombres	1813
2015	29	Comunidad de Teruel	55 a 59	Hombres	1616
2015	29	Comunidad de Teruel	60 a 64	Hombres	1252
2015	29	Comunidad de Teruel	65 a 69	Hombres	1034
2015	29	Comunidad de Teruel	70 a 74	Hombres	867
2015	29	Comunidad de Teruel	75 a 79	Hombres	755
2015	29	Comunidad de Teruel	80 a 84	Hombres	887
2015	29	Comunidad de Teruel	85 a 89	Hombres	557
2015	29	Comunidad de Teruel	90 a 94	Hombres	228
2015	29	Comunidad de Teruel	95 y más	Hombres	34
2015	30	Maestrazgo	00 a 04	Hombres	74
2015	30	Maestrazgo	05 a 09	Hombres	58
2015	30	Maestrazgo	10 a 14	Hombres	60
2015	30	Maestrazgo	15 a 19	Hombres	63
2015	30	Maestrazgo	20 a 24	Hombres	90
2015	30	Maestrazgo	25 a 29	Hombres	100
2015	30	Maestrazgo	30 a 34	Hombres	90
2015	30	Maestrazgo	35 a 39	Hombres	139
2015	30	Maestrazgo	40 a 44	Hombres	122
2015	30	Maestrazgo	45 a 49	Hombres	131
2015	30	Maestrazgo	50 a 54	Hombres	150
2015	30	Maestrazgo	55 a 59	Hombres	133
2015	30	Maestrazgo	60 a 64	Hombres	123
2015	30	Maestrazgo	65 a 69	Hombres	115
2015	30	Maestrazgo	70 a 74	Hombres	91
2015	30	Maestrazgo	75 a 79	Hombres	77
2015	30	Maestrazgo	80 a 84	Hombres	95
2015	30	Maestrazgo	85 a 89	Hombres	54
2015	30	Maestrazgo	90 a 94	Hombres	19
2015	30	Maestrazgo	95 y más	Hombres	4
2015	31	Sierra de Albarracín	00 a 04	Hombres	82
2015	31	Sierra de Albarracín	05 a 09	Hombres	74
2015	31	Sierra de Albarracín	10 a 14	Hombres	66
2015	31	Sierra de Albarracín	15 a 19	Hombres	77
2015	31	Sierra de Albarracín	20 a 24	Hombres	110
2015	31	Sierra de Albarracín	25 a 29	Hombres	156
2015	31	Sierra de Albarracín	30 a 34	Hombres	141
2015	31	Sierra de Albarracín	35 a 39	Hombres	178
2015	31	Sierra de Albarracín	40 a 44	Hombres	199
2015	31	Sierra de Albarracín	45 a 49	Hombres	218
2015	31	Sierra de Albarracín	50 a 54	Hombres	231
2015	31	Sierra de Albarracín	55 a 59	Hombres	180
2015	31	Sierra de Albarracín	60 a 64	Hombres	153
2015	31	Sierra de Albarracín	65 a 69	Hombres	161
2015	31	Sierra de Albarracín	70 a 74	Hombres	127
2015	31	Sierra de Albarracín	75 a 79	Hombres	130
2015	31	Sierra de Albarracín	80 a 84	Hombres	133
2015	31	Sierra de Albarracín	85 a 89	Hombres	102
2015	31	Sierra de Albarracín	90 a 94	Hombres	29
2015	31	Sierra de Albarracín	95 y más	Hombres	4
2015	32	Gúdar-Javalambre	00 a 04	Hombres	172
2015	32	Gúdar-Javalambre	05 a 09	Hombres	161
2015	32	Gúdar-Javalambre	10 a 14	Hombres	159
2015	32	Gúdar-Javalambre	15 a 19	Hombres	180
2015	32	Gúdar-Javalambre	20 a 24	Hombres	186
2015	32	Gúdar-Javalambre	25 a 29	Hombres	234
2015	32	Gúdar-Javalambre	30 a 34	Hombres	301
2015	32	Gúdar-Javalambre	35 a 39	Hombres	308
2015	32	Gúdar-Javalambre	40 a 44	Hombres	334
2015	32	Gúdar-Javalambre	45 a 49	Hombres	344
2015	32	Gúdar-Javalambre	50 a 54	Hombres	348
2015	32	Gúdar-Javalambre	55 a 59	Hombres	295
2015	32	Gúdar-Javalambre	60 a 64	Hombres	226
2015	32	Gúdar-Javalambre	65 a 69	Hombres	211
2015	32	Gúdar-Javalambre	70 a 74	Hombres	186
2015	32	Gúdar-Javalambre	75 a 79	Hombres	189
2015	32	Gúdar-Javalambre	80 a 84	Hombres	181
2015	32	Gúdar-Javalambre	85 a 89	Hombres	125
2015	32	Gúdar-Javalambre	90 a 94	Hombres	42
2015	32	Gúdar-Javalambre	95 y más	Hombres	14
2015	33	Matarraña / Matarranya	00 a 04	Hombres	162
2015	33	Matarraña / Matarranya	05 a 09	Hombres	179
2015	33	Matarraña / Matarranya	10 a 14	Hombres	142
2015	33	Matarraña / Matarranya	15 a 19	Hombres	179
2015	33	Matarraña / Matarranya	20 a 24	Hombres	214
2015	33	Matarraña / Matarranya	25 a 29	Hombres	239
2015	33	Matarraña / Matarranya	30 a 34	Hombres	282
2015	33	Matarraña / Matarranya	35 a 39	Hombres	301
2015	33	Matarraña / Matarranya	40 a 44	Hombres	308
2015	33	Matarraña / Matarranya	45 a 49	Hombres	293
2015	33	Matarraña / Matarranya	50 a 54	Hombres	334
2015	33	Matarraña / Matarranya	55 a 59	Hombres	305
2015	33	Matarraña / Matarranya	60 a 64	Hombres	294
2015	33	Matarraña / Matarranya	65 a 69	Hombres	266
2015	33	Matarraña / Matarranya	70 a 74	Hombres	237
2015	33	Matarraña / Matarranya	75 a 79	Hombres	197
2015	33	Matarraña / Matarranya	80 a 84	Hombres	220
2015	33	Matarraña / Matarranya	85 a 89	Hombres	138
2015	33	Matarraña / Matarranya	90 a 94	Hombres	57
2015	33	Matarraña / Matarranya	95 y más	Hombres	11
2016	01	La Jacetania	00 a 04	Hombres	337
2016	01	La Jacetania	05 a 09	Hombres	425
2016	01	La Jacetania	10 a 14	Hombres	376
2016	01	La Jacetania	15 a 19	Hombres	437
2016	01	La Jacetania	20 a 24	Hombres	434
2016	01	La Jacetania	25 a 29	Hombres	512
2016	01	La Jacetania	30 a 34	Hombres	603
2016	01	La Jacetania	35 a 39	Hombres	745
2016	01	La Jacetania	40 a 44	Hombres	783
2016	01	La Jacetania	45 a 49	Hombres	737
2016	01	La Jacetania	50 a 54	Hombres	716
2016	01	La Jacetania	55 a 59	Hombres	712
2016	01	La Jacetania	60 a 64	Hombres	548
2016	01	La Jacetania	65 a 69	Hombres	436
2016	01	La Jacetania	70 a 74	Hombres	367
2016	01	La Jacetania	75 a 79	Hombres	325
2016	01	La Jacetania	80 a 84	Hombres	272
2016	01	La Jacetania	85 a 89	Hombres	197
