Año	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Extranjeros
2014	Huesca	60 a 64	Hombres	235
2014	Huesca	60 a 64	Mujeres	194
2014	Huesca	65 a 69	Hombres	109
2014	Huesca	65 a 69	Mujeres	96
2014	Huesca	70 a 74	Hombres	53
2014	Huesca	70 a 74	Mujeres	61
2014	Huesca	75 a 79	Hombres	36
2014	Huesca	75 a 79	Mujeres	49
2014	Huesca	80 a 84	Hombres	13
2014	Huesca	80 a 84	Mujeres	19
2014	Huesca	85 a 89	Hombres	6
2014	Huesca	85 a 89	Mujeres	13
2014	Huesca	90 a 94	Hombres	3
2014	Huesca	90 a 94	Mujeres	8
2014	Huesca	95 y más	Mujeres	1
2014	Teruel	00 a 04	Hombres	611
2014	Teruel	00 a 04	Mujeres	587
2014	Teruel	05 a 09	Hombres	501
2014	Teruel	05 a 09	Mujeres	471
2014	Teruel	10 a 14	Hombres	469
2014	Teruel	10 a 14	Mujeres	446
2014	Teruel	15 a 19	Hombres	478
2014	Teruel	15 a 19	Mujeres	461
2014	Teruel	20 a 24	Hombres	521
2014	Teruel	20 a 24	Mujeres	612
2014	Teruel	25 a 29	Hombres	832
2014	Teruel	25 a 29	Mujeres	828
2014	Teruel	30 a 34	Hombres	1193
2014	Teruel	30 a 34	Mujeres	878
2014	Teruel	35 a 39	Hombres	1236
2014	Teruel	35 a 39	Mujeres	900
2014	Teruel	40 a 44	Hombres	906
2014	Teruel	40 a 44	Mujeres	694
2014	Teruel	45 a 49	Hombres	660
2014	Teruel	45 a 49	Mujeres	482
2014	Teruel	50 a 54	Hombres	447
2014	Teruel	50 a 54	Mujeres	340
2014	Teruel	55 a 59	Hombres	237
2014	Teruel	55 a 59	Mujeres	228
2014	Teruel	60 a 64	Hombres	123
2014	Teruel	60 a 64	Mujeres	118
2014	Teruel	65 a 69	Hombres	65
2014	Teruel	65 a 69	Mujeres	56
2014	Teruel	70 a 74	Hombres	28
2014	Teruel	70 a 74	Mujeres	36
2014	Teruel	75 a 79	Hombres	12
2014	Teruel	75 a 79	Mujeres	29
2014	Teruel	80 a 84	Hombres	7
2014	Teruel	80 a 84	Mujeres	12
2014	Teruel	85 a 89	Hombres	3
2014	Teruel	85 a 89	Mujeres	3
2014	Teruel	90 a 94	Mujeres	4
2014	Teruel	95 y más	Hombres	1
2014	Zaragoza	00 a 04	Hombres	3687
2014	Zaragoza	00 a 04	Mujeres	3606
2014	Zaragoza	05 a 09	Hombres	2972
2014	Zaragoza	05 a 09	Mujeres	2784
2014	Zaragoza	10 a 14	Hombres	2674
2014	Zaragoza	10 a 14	Mujeres	2405
2014	Zaragoza	15 a 19	Hombres	2912
2014	Zaragoza	15 a 19	Mujeres	2525
2014	Zaragoza	20 a 24	Hombres	3813
2014	Zaragoza	20 a 24	Mujeres	4040
2014	Zaragoza	25 a 29	Hombres	6050
2014	Zaragoza	25 a 29	Mujeres	6634
2014	Zaragoza	30 a 34	Hombres	7878
2014	Zaragoza	30 a 34	Mujeres	7608
2014	Zaragoza	35 a 39	Hombres	8553
2014	Zaragoza	35 a 39	Mujeres	6888
2014	Zaragoza	40 a 44	Hombres	6914
2014	Zaragoza	40 a 44	Mujeres	5228
2014	Zaragoza	45 a 49	Hombres	4766
2014	Zaragoza	45 a 49	Mujeres	3855
2014	Zaragoza	50 a 54	Hombres	2928
2014	Zaragoza	50 a 54	Mujeres	2546
2014	Zaragoza	55 a 59	Hombres	1760
2014	Zaragoza	55 a 59	Mujeres	1716
2014	Zaragoza	60 a 64	Hombres	773
2014	Zaragoza	60 a 64	Mujeres	983
2014	Zaragoza	65 a 69	Hombres	353
2014	Zaragoza	65 a 69	Mujeres	518
2014	Zaragoza	70 a 74	Hombres	176
2014	Zaragoza	70 a 74	Mujeres	262
2014	Zaragoza	75 a 79	Hombres	124
2014	Zaragoza	75 a 79	Mujeres	155
2014	Zaragoza	80 a 84	Hombres	49
2014	Zaragoza	80 a 84	Mujeres	78
2014	Zaragoza	85 a 89	Hombres	15
2014	Zaragoza	85 a 89	Mujeres	31
2014	Zaragoza	90 a 94	Hombres	5
2014	Zaragoza	90 a 94	Mujeres	10
2014	Zaragoza	95 y más	Mujeres	5
2015	Huesca	00 a 04	Hombres	716
2015	Huesca	00 a 04	Mujeres	668
2015	Huesca	05 a 09	Hombres	626
2015	Huesca	05 a 09	Mujeres	552
2015	Huesca	10 a 14	Hombres	577
2015	Huesca	10 a 14	Mujeres	544
2015	Huesca	15 a 19	Hombres	717
2015	Huesca	15 a 19	Mujeres	624
2015	Huesca	20 a 24	Hombres	924
2015	Huesca	20 a 24	Mujeres	873
2015	Huesca	25 a 29	Hombres	1182
2015	Huesca	25 a 29	Mujeres	1403
2015	Huesca	30 a 34	Hombres	1688
2015	Huesca	30 a 34	Mujeres	1500
2015	Huesca	35 a 39	Hombres	1960
2015	Huesca	35 a 39	Mujeres	1479
2015	Huesca	40 a 44	Hombres	1592
2015	Huesca	40 a 44	Mujeres	1171
2015	Huesca	45 a 49	Hombres	1197
2015	Huesca	45 a 49	Mujeres	888
2015	Huesca	50 a 54	Hombres	698
2015	Huesca	50 a 54	Mujeres	586
2015	Huesca	55 a 59	Hombres	446
2015	Huesca	55 a 59	Mujeres	376
2015	Huesca	60 a 64	Hombres	226
2015	Huesca	60 a 64	Mujeres	186
2015	Huesca	65 a 69	Hombres	110
2015	Huesca	65 a 69	Mujeres	94
2015	Huesca	70 a 74	Hombres	50
2015	Huesca	70 a 74	Mujeres	56
2015	Huesca	75 a 79	Hombres	40
2015	Huesca	75 a 79	Mujeres	48
2015	Huesca	80 a 84	Hombres	16
2015	Huesca	80 a 84	Mujeres	22
2015	Huesca	85 a 89	Hombres	6
2015	Huesca	85 a 89	Mujeres	17
2015	Huesca	90 a 94	Hombres	2
2015	Huesca	90 a 94	Mujeres	9
2015	Huesca	95 y más	Mujeres	1
2015	Teruel	00 a 04	Hombres	562
2015	Teruel	00 a 04	Mujeres	543
2015	Teruel	05 a 09	Hombres	496
2015	Teruel	05 a 09	Mujeres	445
2015	Teruel	10 a 14	Hombres	438
2015	Teruel	10 a 14	Mujeres	400
2015	Teruel	15 a 19	Hombres	453
2015	Teruel	15 a 19	Mujeres	424
2015	Teruel	20 a 24	Hombres	482
2015	Teruel	20 a 24	Mujeres	564
2015	Teruel	25 a 29	Hombres	671
2015	Teruel	25 a 29	Mujeres	766
2015	Teruel	30 a 34	Hombres	1050
2015	Teruel	30 a 34	Mujeres	827
2015	Teruel	35 a 39	Hombres	1182
2015	Teruel	35 a 39	Mujeres	851
2015	Teruel	40 a 44	Hombres	909
2015	Teruel	40 a 44	Mujeres	698
2015	Teruel	45 a 49	Hombres	654
2015	Teruel	45 a 49	Mujeres	495
2015	Teruel	50 a 54	Hombres	454
2015	Teruel	50 a 54	Mujeres	359
2015	Teruel	55 a 59	Hombres	239
2015	Teruel	55 a 59	Mujeres	247
2015	Teruel	60 a 64	Hombres	132
2015	Teruel	60 a 64	Mujeres	112
2015	Teruel	65 a 69	Hombres	61
2015	Teruel	65 a 69	Mujeres	64
2015	Teruel	70 a 74	Hombres	28
2015	Teruel	70 a 74	Mujeres	29
2015	Teruel	75 a 79	Hombres	11
2015	Teruel	75 a 79	Mujeres	24
2015	Teruel	80 a 84	Hombres	8
2015	Teruel	80 a 84	Mujeres	11
2015	Teruel	85 a 89	Hombres	3
2015	Teruel	85 a 89	Mujeres	5
2015	Teruel	90 a 94	Hombres	1
2015	Teruel	90 a 94	Mujeres	2
2015	Teruel	95 y más	Hombres	1
2015	Teruel	95 y más	Mujeres	1
2015	Zaragoza	00 a 04	Hombres	3370
2015	Zaragoza	00 a 04	Mujeres	3272
2015	Zaragoza	05 a 09	Hombres	2858
2015	Zaragoza	05 a 09	Mujeres	2673
2015	Zaragoza	10 a 14	Hombres	2419
2015	Zaragoza	10 a 14	Mujeres	2207
2015	Zaragoza	15 a 19	Hombres	2633
2015	Zaragoza	15 a 19	Mujeres	2326
2015	Zaragoza	20 a 24	Hombres	3345
2015	Zaragoza	20 a 24	Mujeres	3527
2015	Zaragoza	25 a 29	Hombres	5264
2015	Zaragoza	25 a 29	Mujeres	5954
2015	Zaragoza	30 a 34	Hombres	7029
2015	Zaragoza	30 a 34	Mujeres	7047
2015	Zaragoza	35 a 39	Hombres	8050
2015	Zaragoza	35 a 39	Mujeres	6649
2015	Zaragoza	40 a 44	Hombres	6597
2015	Zaragoza	40 a 44	Mujeres	5080
2015	Zaragoza	45 a 49	Hombres	4813
2015	Zaragoza	45 a 49	Mujeres	3898
2015	Zaragoza	50 a 54	Hombres	2956
2015	Zaragoza	50 a 54	Mujeres	2492
2015	Zaragoza	55 a 59	Hombres	1748
2015	Zaragoza	55 a 59	Mujeres	1747
2015	Zaragoza	60 a 64	Hombres	845
2015	Zaragoza	60 a 64	Mujeres	981
2015	Zaragoza	65 a 69	Hombres	350
2015	Zaragoza	65 a 69	Mujeres	533
2015	Zaragoza	70 a 74	Hombres	195
2015	Zaragoza	70 a 74	Mujeres	288
2015	Zaragoza	75 a 79	Hombres	103
2015	Zaragoza	75 a 79	Mujeres	143
2015	Zaragoza	80 a 84	Hombres	58
2015	Zaragoza	80 a 84	Mujeres	93
2015	Zaragoza	85 a 89	Hombres	13
2015	Zaragoza	85 a 89	Mujeres	33
2015	Zaragoza	90 a 94	Hombres	4
2015	Zaragoza	90 a 94	Mujeres	12
2015	Zaragoza	95 y más	Hombres	1
2015	Zaragoza	95 y más	Mujeres	5
2016	Huesca	00 a 04	Hombres	718
2016	Huesca	00 a 04	Mujeres	657
2016	Huesca	05 a 09	Hombres	608
2016	Huesca	05 a 09	Mujeres	575
2016	Huesca	10 a 14	Hombres	516
2016	Huesca	10 a 14	Mujeres	499
2016	Huesca	15 a 19	Hombres	679
2016	Huesca	15 a 19	Mujeres	582
2016	Huesca	20 a 24	Hombres	894
2016	Huesca	20 a 24	Mujeres	824
2016	Huesca	25 a 29	Hombres	1076
2016	Huesca	25 a 29	Mujeres	1269
2016	Huesca	30 a 34	Hombres	1531
2016	Huesca	30 a 34	Mujeres	1480
2016	Huesca	35 a 39	Hombres	1883
2016	Huesca	35 a 39	Mujeres	1430
2016	Huesca	40 a 44	Hombres	1600
2016	Huesca	40 a 44	Mujeres	1187
2016	Huesca	45 a 49	Hombres	1222
2016	Huesca	45 a 49	Mujeres	921
2016	Huesca	50 a 54	Hombres	696
2016	Huesca	50 a 54	Mujeres	584
2016	Huesca	55 a 59	Hombres	451
2016	Huesca	55 a 59	Mujeres	378
2016	Huesca	60 a 64	Hombres	231
2016	Huesca	60 a 64	Mujeres	219
2016	Huesca	65 a 69	Hombres	113
2016	Huesca	65 a 69	Mujeres	104
2016	Huesca	70 a 74	Hombres	65
2016	Huesca	70 a 74	Mujeres	64
2016	Huesca	75 a 79	Hombres	39
2016	Huesca	75 a 79	Mujeres	44
2016	Huesca	80 a 84	Hombres	14
2016	Huesca	80 a 84	Mujeres	27
2016	Huesca	85 a 89	Hombres	8
2016	Huesca	85 a 89	Mujeres	14
2016	Huesca	90 a 94	Hombres	5
2016	Huesca	90 a 94	Mujeres	7
2016	Huesca	95 y más	Mujeres	2
2016	Teruel	00 a 04	Hombres	475
2016	Teruel	00 a 04	Mujeres	526
2016	Teruel	05 a 09	Hombres	495
2016	Teruel	05 a 09	Mujeres	428
2016	Teruel	10 a 14	Hombres	415
2016	Teruel	10 a 14	Mujeres	370
2016	Teruel	15 a 19	Hombres	445
2016	Teruel	15 a 19	Mujeres	423
2016	Teruel	20 a 24	Hombres	457
2016	Teruel	20 a 24	Mujeres	514
2016	Teruel	25 a 29	Hombres	578
2016	Teruel	25 a 29	Mujeres	688
2016	Teruel	30 a 34	Hombres	859
2016	Teruel	30 a 34	Mujeres	771
2016	Teruel	35 a 39	Hombres	1101
2016	Teruel	35 a 39	Mujeres	816
2016	Teruel	40 a 44	Hombres	919
2016	Teruel	40 a 44	Mujeres	681
2016	Teruel	45 a 49	Hombres	625
2016	Teruel	45 a 49	Mujeres	520
2016	Teruel	50 a 54	Hombres	426
2016	Teruel	50 a 54	Mujeres	337
2016	Teruel	55 a 59	Hombres	256
2016	Teruel	55 a 59	Mujeres	241
2016	Teruel	60 a 64	Hombres	129
2016	Teruel	60 a 64	Mujeres	122
2016	Teruel	65 a 69	Hombres	66
2016	Teruel	65 a 69	Mujeres	73
2016	Teruel	70 a 74	Hombres	29
2016	Teruel	70 a 74	Mujeres	32
2016	Teruel	75 a 79	Hombres	10
2016	Teruel	75 a 79	Mujeres	22
2016	Teruel	80 a 84	Hombres	6
2016	Teruel	80 a 84	Mujeres	9
2016	Teruel	85 a 89	Hombres	5
2016	Teruel	85 a 89	Mujeres	6
2016	Teruel	90 a 94	Hombres	1
2016	Teruel	90 a 94	Mujeres	1
2016	Teruel	95 y más	Hombres	1
2016	Zaragoza	00 a 04	Hombres	3074
2016	Zaragoza	00 a 04	Mujeres	3045
2016	Zaragoza	05 a 09	Hombres	2756
2016	Zaragoza	05 a 09	Mujeres	2565
2016	Zaragoza	10 a 14	Hombres	2237
2016	Zaragoza	10 a 14	Mujeres	2040
2016	Zaragoza	15 a 19	Hombres	2526
2016	Zaragoza	15 a 19	Mujeres	2211
2016	Zaragoza	20 a 24	Hombres	3130
2016	Zaragoza	20 a 24	Mujeres	3208
2016	Zaragoza	25 a 29	Hombres	4435
2016	Zaragoza	25 a 29	Mujeres	5347
2016	Zaragoza	30 a 34	Hombres	5903
2016	Zaragoza	30 a 34	Mujeres	6372
2016	Zaragoza	35 a 39	Hombres	7322
2016	Zaragoza	35 a 39	Mujeres	6391
2016	Zaragoza	40 a 44	Hombres	6325
2016	Zaragoza	40 a 44	Mujeres	5067
2016	Zaragoza	45 a 49	Hombres	4882
2016	Zaragoza	45 a 49	Mujeres	4010
2016	Zaragoza	50 a 54	Hombres	2942
2016	Zaragoza	50 a 54	Mujeres	2476
2016	Zaragoza	55 a 59	Hombres	1826
2016	Zaragoza	55 a 59	Mujeres	1788
2016	Zaragoza	60 a 64	Hombres	930
2016	Zaragoza	60 a 64	Mujeres	1014
2016	Zaragoza	65 a 69	Hombres	394
2016	Zaragoza	65 a 69	Mujeres	570
2016	Zaragoza	70 a 74	Hombres	193
2016	Zaragoza	70 a 74	Mujeres	266
2016	Zaragoza	75 a 79	Hombres	111
2016	Zaragoza	75 a 79	Mujeres	156
2016	Zaragoza	80 a 84	Hombres	50
2016	Zaragoza	80 a 84	Mujeres	87
2016	Zaragoza	85 a 89	Hombres	14
2016	Zaragoza	85 a 89	Mujeres	34
2016	Zaragoza	90 a 94	Hombres	3
2016	Zaragoza	90 a 94	Mujeres	13
2016	Zaragoza	95 y más	Hombres	4
2016	Zaragoza	95 y más	Mujeres	2
2017	Huesca	00 a 04	Hombres	709
2017	Huesca	00 a 04	Mujeres	630
2017	Huesca	05 a 09	Hombres	580
2017	Huesca	05 a 09	Mujeres	509
2017	Huesca	10 a 14	Hombres	509
2017	Huesca	10 a 14	Mujeres	483
2017	Huesca	15 a 19	Hombres	666
2017	Huesca	15 a 19	Mujeres	554
2017	Huesca	20 a 24	Hombres	883
2017	Huesca	20 a 24	Mujeres	774
2017	Huesca	25 a 29	Hombres	1017
2017	Huesca	25 a 29	Mujeres	1200
2017	Huesca	30 a 34	Hombres	1343
2017	Huesca	30 a 34	Mujeres	1393
2017	Huesca	35 a 39	Hombres	1750
2017	Huesca	35 a 39	Mujeres	1394
2017	Huesca	40 a 44	Hombres	1589
2017	Huesca	40 a 44	Mujeres	1154
2017	Huesca	45 a 49	Hombres	1208
2017	Huesca	45 a 49	Mujeres	969
2017	Huesca	50 a 54	Hombres	724
2017	Huesca	50 a 54	Mujeres	618
2017	Huesca	55 a 59	Hombres	438
2017	Huesca	55 a 59	Mujeres	388
2017	Huesca	60 a 64	Hombres	270
2017	Huesca	60 a 64	Mujeres	255
2017	Huesca	65 a 69	Hombres	106
2017	Huesca	65 a 69	Mujeres	112
2017	Huesca	70 a 74	Hombres	75
2017	Huesca	70 a 74	Mujeres	71
2017	Huesca	75 a 79	Hombres	35
2017	Huesca	75 a 79	Mujeres	37
2017	Huesca	80 a 84	Hombres	20
2017	Huesca	80 a 84	Mujeres	31
2017	Huesca	85 a 89	Hombres	8
2017	Huesca	85 a 89	Mujeres	16
2017	Huesca	90 a 94	Hombres	4
2017	Huesca	90 a 94	Mujeres	8
2017	Huesca	95 y más	Hombres	1
2017	Huesca	95 y más	Mujeres	2
2017	Teruel	00 a 04	Hombres	503
2017	Teruel	00 a 04	Mujeres	526
2017	Teruel	05 a 09	Hombres	447
2017	Teruel	05 a 09	Mujeres	409
2017	Teruel	10 a 14	Hombres	366
2017	Teruel	10 a 14	Mujeres	343
2017	Teruel	15 a 19	Hombres	416
2017	Teruel	15 a 19	Mujeres	408
2017	Teruel	20 a 24	Hombres	453
2017	Teruel	20 a 24	Mujeres	504
2017	Teruel	25 a 29	Hombres	496
2017	Teruel	25 a 29	Mujeres	648
2017	Teruel	30 a 34	Hombres	787
2017	Teruel	30 a 34	Mujeres	703
2017	Teruel	35 a 39	Hombres	1027
2017	Teruel	35 a 39	Mujeres	796
2017	Teruel	40 a 44	Hombres	890
2017	Teruel	40 a 44	Mujeres	665
2017	Teruel	45 a 49	Hombres	652
2017	Teruel	45 a 49	Mujeres	562
2017	Teruel	50 a 54	Hombres	422
2017	Teruel	50 a 54	Mujeres	308
2017	Teruel	55 a 59	Hombres	270
2017	Teruel	55 a 59	Mujeres	249
2017	Teruel	60 a 64	Hombres	139
2017	Teruel	60 a 64	Mujeres	136
2017	Teruel	65 a 69	Hombres	75
2017	Teruel	65 a 69	Mujeres	81
2017	Teruel	70 a 74	Hombres	28
2017	Teruel	70 a 74	Mujeres	29
2017	Teruel	75 a 79	Hombres	13
2017	Teruel	75 a 79	Mujeres	30
2017	Teruel	80 a 84	Hombres	6
2017	Teruel	80 a 84	Mujeres	13
2017	Teruel	85 a 89	Hombres	5
2017	Teruel	85 a 89	Mujeres	6
2017	Teruel	90 a 94	Hombres	1
2017	Teruel	90 a 94	Mujeres	1
2017	Teruel	95 y más	Hombres	1
2017	Zaragoza	00 a 04	Hombres	3172
2017	Zaragoza	00 a 04	Mujeres	3090
2017	Zaragoza	05 a 09	Hombres	2773
2017	Zaragoza	05 a 09	Mujeres	2575
2017	Zaragoza	10 a 14	Hombres	2287
2017	Zaragoza	10 a 14	Mujeres	2137
2017	Zaragoza	15 a 19	Hombres	2617
2017	Zaragoza	15 a 19	Mujeres	2386
2017	Zaragoza	20 a 24	Hombres	3296
2017	Zaragoza	20 a 24	Mujeres	3387
2017	Zaragoza	25 a 29	Hombres	4251
2017	Zaragoza	25 a 29	Mujeres	5162
2017	Zaragoza	30 a 34	Hombres	5674
2017	Zaragoza	30 a 34	Mujeres	6477
2017	Zaragoza	35 a 39	Hombres	6894
2017	Zaragoza	35 a 39	Mujeres	6566
2017	Zaragoza	40 a 44	Hombres	6360
2017	Zaragoza	40 a 44	Mujeres	5318
2017	Zaragoza	45 a 49	Hombres	4914
2017	Zaragoza	45 a 49	Mujeres	4269
2017	Zaragoza	50 a 54	Hombres	2984
2017	Zaragoza	50 a 54	Mujeres	2677
2017	Zaragoza	55 a 59	Hombres	1891
2017	Zaragoza	55 a 59	Mujeres	1890
2017	Zaragoza	60 a 64	Hombres	1000
2017	Zaragoza	60 a 64	Mujeres	1110
2017	Zaragoza	65 a 69	Hombres	430
2017	Zaragoza	65 a 69	Mujeres	630
2017	Zaragoza	70 a 74	Hombres	209
2017	Zaragoza	70 a 74	Mujeres	323
2017	Zaragoza	75 a 79	Hombres	126
2017	Zaragoza	75 a 79	Mujeres	180
2017	Zaragoza	80 a 84	Hombres	66
2017	Zaragoza	80 a 84	Mujeres	85
2017	Zaragoza	85 a 89	Hombres	15
2017	Zaragoza	85 a 89	Mujeres	41
2017	Zaragoza	90 a 94	Hombres	5
2017	Zaragoza	90 a 94	Mujeres	15
2017	Zaragoza	95 y más	Hombres	3
2017	Zaragoza	95 y más	Mujeres	5
2018	Huesca	00 a 04	Hombres	747
2018	Huesca	00 a 04	Mujeres	660
2018	Huesca	05 a 09	Hombres	588
2018	Huesca	05 a 09	Mujeres	512
2018	Huesca	10 a 14	Hombres	546
2018	Huesca	10 a 14	Mujeres	465
2018	Huesca	15 a 19	Hombres	663
2018	Huesca	15 a 19	Mujeres	602
2018	Huesca	20 a 24	Hombres	929
2018	Huesca	20 a 24	Mujeres	789
2018	Huesca	25 a 29	Hombres	1046
2018	Huesca	25 a 29	Mujeres	1168
2018	Huesca	30 a 34	Hombres	1292
2018	Huesca	30 a 34	Mujeres	1417
2018	Huesca	35 a 39	Hombres	1694
2018	Huesca	35 a 39	Mujeres	1407
2018	Huesca	40 a 44	Hombres	1651
2018	Huesca	40 a 44	Mujeres	1278
2018	Huesca	45 a 49	Hombres	1251
2018	Huesca	45 a 49	Mujeres	990
2018	Huesca	50 a 54	Hombres	799
2018	Huesca	50 a 54	Mujeres	667
2018	Huesca	55 a 59	Hombres	479
2018	Huesca	55 a 59	Mujeres	430
2018	Huesca	60 a 64	Hombres	272
2018	Huesca	60 a 64	Mujeres	267
2018	Huesca	65 a 69	Hombres	130
2018	Huesca	65 a 69	Mujeres	134
2018	Huesca	70 a 74	Hombres	68
2018	Huesca	70 a 74	Mujeres	88
2018	Huesca	75 a 79	Hombres	34
2018	Huesca	75 a 79	Mujeres	35
2018	Huesca	80 a 84	Hombres	23
2018	Huesca	80 a 84	Mujeres	30
2018	Huesca	85 a 89	Hombres	9
2018	Huesca	85 a 89	Mujeres	16
2018	Huesca	90 a 94	Hombres	3
2018	Huesca	90 a 94	Mujeres	8
2018	Huesca	95 y más	Mujeres	3
2018	Teruel	00 a 04	Hombres	491
2018	Teruel	00 a 04	Mujeres	509
2018	Teruel	05 a 09	Hombres	444
2018	Teruel	05 a 09	Mujeres	435
2018	Teruel	10 a 14	Hombres	357
2018	Teruel	10 a 14	Mujeres	350
2018	Teruel	15 a 19	Hombres	430
2018	Teruel	15 a 19	Mujeres	399
2018	Teruel	20 a 24	Hombres	466
2018	Teruel	20 a 24	Mujeres	515
2018	Teruel	25 a 29	Hombres	485
2018	Teruel	25 a 29	Mujeres	616
2018	Teruel	30 a 34	Hombres	721
2018	Teruel	30 a 34	Mujeres	721
2018	Teruel	35 a 39	Hombres	963
2018	Teruel	35 a 39	Mujeres	766
2018	Teruel	40 a 44	Hombres	942
2018	Teruel	40 a 44	Mujeres	704
2018	Teruel	45 a 49	Hombres	647
2018	Teruel	45 a 49	Mujeres	573
2018	Teruel	50 a 54	Hombres	451
2018	Teruel	50 a 54	Mujeres	331
2018	Teruel	55 a 59	Hombres	307
2018	Teruel	55 a 59	Mujeres	282
2018	Teruel	60 a 64	Hombres	140
2018	Teruel	60 a 64	Mujeres	162
2018	Teruel	65 a 69	Hombres	70
2018	Teruel	65 a 69	Mujeres	77
2018	Teruel	70 a 74	Hombres	40
2018	Teruel	70 a 74	Mujeres	46
2018	Teruel	75 a 79	Hombres	14
2018	Teruel	75 a 79	Mujeres	30
2018	Teruel	80 a 84	Hombres	6
2018	Teruel	80 a 84	Mujeres	18
2018	Teruel	85 a 89	Hombres	6
2018	Teruel	85 a 89	Mujeres	6
2018	Teruel	90 a 94	Hombres	1
2018	Teruel	90 a 94	Mujeres	1
2018	Teruel	95 y más	Hombres	1
2018	Zaragoza	00 a 04	Hombres	3240
2018	Zaragoza	00 a 04	Mujeres	3087
2018	Zaragoza	05 a 09	Hombres	2867
2018	Zaragoza	05 a 09	Mujeres	2714
2018	Zaragoza	10 a 14	Hombres	2444
2018	Zaragoza	10 a 14	Mujeres	2216
2018	Zaragoza	15 a 19	Hombres	2756
2018	Zaragoza	15 a 19	Mujeres	2495
2018	Zaragoza	20 a 24	Hombres	3623
2018	Zaragoza	20 a 24	Mujeres	3684
2018	Zaragoza	25 a 29	Hombres	4381
2018	Zaragoza	25 a 29	Mujeres	5129
2018	Zaragoza	30 a 34	Hombres	5533
2018	Zaragoza	30 a 34	Mujeres	6496
2018	Zaragoza	35 a 39	Hombres	6535
2018	Zaragoza	35 a 39	Mujeres	6635
2018	Zaragoza	40 a 44	Hombres	6447
2018	Zaragoza	40 a 44	Mujeres	5628
2018	Zaragoza	45 a 49	Hombres	4923
2018	Zaragoza	45 a 49	Mujeres	4247
2018	Zaragoza	50 a 54	Hombres	3143
2018	Zaragoza	50 a 54	Mujeres	2964
2018	Zaragoza	55 a 59	Hombres	2006
2018	Zaragoza	55 a 59	Mujeres	1975
2018	Zaragoza	60 a 64	Hombres	1096
2018	Zaragoza	60 a 64	Mujeres	1276
2018	Zaragoza	65 a 69	Hombres	490
2018	Zaragoza	65 a 69	Mujeres	740
2018	Zaragoza	70 a 74	Hombres	232
2018	Zaragoza	70 a 74	Mujeres	363
2018	Zaragoza	75 a 79	Hombres	130
2018	Zaragoza	75 a 79	Mujeres	215
2018	Zaragoza	80 a 84	Hombres	70
2018	Zaragoza	80 a 84	Mujeres	87
2018	Zaragoza	85 a 89	Hombres	26
2018	Zaragoza	85 a 89	Mujeres	56
2018	Zaragoza	90 a 94	Hombres	5
2018	Zaragoza	90 a 94	Mujeres	18
2018	Zaragoza	95 y más	Hombres	1
2018	Zaragoza	95 y más	Mujeres	6
2019	Huesca	00 a 04	Hombres	846
2019	Huesca	00 a 04	Mujeres	740
2019	Huesca	05 a 09	Hombres	683
2019	Huesca	05 a 09	Mujeres	601
2019	Huesca	10 a 14	Hombres	567
2019	Huesca	10 a 14	Mujeres	505
2019	Huesca	15 a 19	Hombres	700
2019	Huesca	15 a 19	Mujeres	623
2019	Huesca	20 a 24	Hombres	1000
2019	Huesca	20 a 24	Mujeres	911
2019	Huesca	25 a 29	Hombres	1133
2019	Huesca	25 a 29	Mujeres	1166
2019	Huesca	30 a 34	Hombres	1368
2019	Huesca	30 a 34	Mujeres	1555
2019	Huesca	35 a 39	Hombres	1712
2019	Huesca	35 a 39	Mujeres	1498
2019	Huesca	40 a 44	Hombres	1755
2019	Huesca	40 a 44	Mujeres	1370
2019	Huesca	45 a 49	Hombres	1321
2019	Huesca	45 a 49	Mujeres	1023
2019	Huesca	50 a 54	Hombres	900
2019	Huesca	50 a 54	Mujeres	789
2019	Huesca	55 a 59	Hombres	542
2019	Huesca	55 a 59	Mujeres	493
2019	Huesca	60 a 64	Hombres	298
2019	Huesca	60 a 64	Mujeres	288
2019	Huesca	65 a 69	Hombres	159
2019	Huesca	65 a 69	Mujeres	176
2019	Huesca	70 a 74	Hombres	78
2019	Huesca	70 a 74	Mujeres	88
2019	Huesca	75 a 79	Hombres	50
2019	Huesca	75 a 79	Mujeres	43
2019	Huesca	80 a 84	Hombres	20
2019	Huesca	80 a 84	Mujeres	35
2019	Huesca	85 a 89	Hombres	9
2019	Huesca	85 a 89	Mujeres	16
2019	Huesca	90 a 94	Hombres	4
2019	Huesca	90 a 94	Mujeres	8
2019	Huesca	95 y más	Mujeres	3
2019	Teruel	00 a 04	Hombres	480
2019	Teruel	00 a 04	Mujeres	483
2019	Teruel	05 a 09	Hombres	468
2019	Teruel	05 a 09	Mujeres	462
2019	Teruel	10 a 14	Hombres	363
2019	Teruel	10 a 14	Mujeres	362
2019	Teruel	15 a 19	Hombres	457
2019	Teruel	15 a 19	Mujeres	381
2019	Teruel	20 a 24	Hombres	539
2019	Teruel	20 a 24	Mujeres	529
2019	Teruel	25 a 29	Hombres	507
2019	Teruel	25 a 29	Mujeres	659
2019	Teruel	30 a 34	Hombres	662
2019	Teruel	30 a 34	Mujeres	707
2019	Teruel	35 a 39	Hombres	931
2019	Teruel	35 a 39	Mujeres	751
2019	Teruel	40 a 44	Hombres	932
2019	Teruel	40 a 44	Mujeres	750
