Año	Municipio código	Municipio nombre	Edificios nueva planta, total	Edificios nueva planta, residencial	Edificios nueva planta, no residencial	Superficie nueva planta, total	Superficie nueva planta, residencial	Superficie nueva planta, no residencial	Viviendas nueva planta	Edificios rehabilitación	Viviendas rehabilitación	Edificios demolición	Viviendas demolición	Estado de la información
2004	22233	Torre la Ribera												SIN INFORMACIÓN
2004	22234	Torrente de Cinca	3	1	2	1957	471	1486	1	5				INCOMPLETA
2004	22235	Torres de Alcanadre												SIN INFORMACIÓN
2004	22236	Torres de Barbués	2	0	2	1199	0	1199	0	0	0	0	0	COMPLETA
2004	22239	Tramaced												SIN INFORMACIÓN
2004	22242	Valfarta												SIN INFORMACIÓN
2004	22243	Valle de Bardají												SIN INFORMACIÓN
2004	22244	Valle de Lierp												SIN INFORMACIÓN
2004	22245	Velilla de Cinca	2	2	0	714	714	0	2	1	0	1	1	COMPLETA
2004	22246	Beranuy												SIN INFORMACIÓN
2004	22247	Viacamp y Litera												SIN INFORMACIÓN
2004	22248	Vicién	2		2	1534		1534						INCOMPLETA
2004	22249	Villanova	1		1	1450		1450						INCOMPLETA
2004	22250	Villanúa	24	24	0	11123	11123	0	112	1	0	1	0	COMPLETA
2004	22251	Villanueva de Sigena	7	2	5	1481	472	1009	2	0	0	2	2	COMPLETA
2004	22252	Yebra de Basa												SIN INFORMACIÓN
2004	22253	Yésero	0	0	0	0	0	0	0	1	5	0	0	COMPLETA
2004	22254	Zaidín	10	3	7	5230	2074	3156	14	4	1	0	0	COMPLETA
2004	22901	Valle de Hecho	3	3	0	849	849	0	3	1	0	1	1	COMPLETA
2004	22902	Puente la Reina de Jaca												SIN INFORMACIÓN
2004	22903	San Miguel del Cinca	4	1	3	2653	420	2233	1	1	1	0	0	INCOMPLETA
2004	22904	Sotonera (La)	6	3	3	2083	597	1486	3	9	2	1	0	INCOMPLETA
2004	22905	Lupiñén-Ortilla												SIN INFORMACIÓN
2004	22906	Santa María de Dulcis	1		1	882		882						INCOMPLETA
2004	22907	Aínsa-Sobrarbe	8	7	1	12392	11899	493	83	4	2	2	0	COMPLETA
2004	22908	Hoz y Costeán												SIN INFORMACIÓN
2004	22909	Vencillón	2	2		412	412		2					INCOMPLETA
2004	44001	Ababuj												SIN INFORMACIÓN
2004	44002	Abejuela												SIN INFORMACIÓN
2004	44003	Aguatón												SIN INFORMACIÓN
2004	44004	Aguaviva	11	10	1	2791	2543	248	10	1	0	0	0	COMPLETA
2004	44005	Aguilar del Alfambra	2	0	2	2424	0	2424	0	0	0	0	0	COMPLETA
2004	44006	Alacón												SIN INFORMACIÓN
2004	44007	Alba												SIN INFORMACIÓN
2004	44008	Albalate del Arzobispo	7	6	1	1443	1335	108	6	4	0	3	1	COMPLETA
2004	44009	Albarracín	1	1		189	189		1	3			1	INCOMPLETA
2004	44010	Albentosa	2	2	0	508	508	0	2	1	0	1	1	COMPLETA
2004	44011	Alcaine												SIN INFORMACIÓN
2004	44012	Alcalá de la Selva	39	39	0	9612	9612	0	65	6	1	0	0	COMPLETA
2004	44013	Alcañiz	71	57	14	58948	52715	6233	276	29	19	19	24	COMPLETA
2004	44014	Alcorisa	15	8	7	7309	4788	2521	24	5	1	5	3	COMPLETA
2004	44016	Alfambra	1	1		500	500		1					INCOMPLETA
2004	44017	Aliaga												SIN INFORMACIÓN
2004	44018	Almohaja												SIN INFORMACIÓN
2004	44019	Alobras												SIN INFORMACIÓN
2004	44020	Alpeñés												SIN INFORMACIÓN
2004	44021	Allepuz												SIN INFORMACIÓN
2004	44022	Alloza	1	0	1	72	0	72	0	1	0	0	0	COMPLETA
2004	44023	Allueva												SIN INFORMACIÓN
2004	44024	Anadón												SIN INFORMACIÓN
2004	44025	Andorra	38	27	11	11489	6937	4552	28	6	0	0	0	COMPLETA
2004	44026	Arcos de las Salinas												SIN INFORMACIÓN
2004	44027	Arens de Lledó												SIN INFORMACIÓN
2004	44028	Argente												SIN INFORMACIÓN
2004	44029	Ariño	2	1	1	335	207	128	1					INCOMPLETA
2004	44031	Azaila												SIN INFORMACIÓN
2004	44032	Bádenas												SIN INFORMACIÓN
2004	44033	Báguena	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2004	44034	Bañón												SIN INFORMACIÓN
2004	44035	Barrachina												SIN INFORMACIÓN
2004	44036	Bea												SIN INFORMACIÓN
2004	44037	Beceite	1	0	1	48	0	48	0	0	0	0	0	COMPLETA
2004	44038	Belmonte de San José												SIN INFORMACIÓN
2004	44039	Bello	1	1	0	264	264	0	1	0	0	0	0	COMPLETA
2004	44040	Berge	9	9	0	1752	1752	0	9	2	0	1	1	COMPLETA
2004	44041	Bezas												SIN INFORMACIÓN
2004	44042	Blancas	4	0	4	3582	0	3582	0	0	0	0	0	COMPLETA
2004	44043	Blesa												SIN INFORMACIÓN
2004	44044	Bordón												SIN INFORMACIÓN
2004	44045	Bronchales	8	7	1	6126	5989	137	38	1	0	0	0	COMPLETA
2004	44046	Bueña												SIN INFORMACIÓN
2004	44047	Burbáguena												SIN INFORMACIÓN
2004	44048	Cabra de Mora	1	1	0	541	541	0	2	2	0	0	0	COMPLETA
2004	44049	Calaceite	5	2	3	1638	382	1256	2	5	1	0	0	COMPLETA
2004	44050	Calamocha	21	10	11	13205	4273	8932	10	3	1	14	6	COMPLETA
2004	44051	Calanda	52	42	10	19078	8315	10763	46	2	0	3	1	COMPLETA
2004	44052	Calomarde												SIN INFORMACIÓN
2004	44053	Camañas												SIN INFORMACIÓN
2004	44054	Camarena de la Sierra												SIN INFORMACIÓN
2004	44055	Camarillas								1				INCOMPLETA
2004	44056	Caminreal	3	2	1	787	575	212	2	0	0	1	1	COMPLETA
2004	44059	Cantavieja	2	2	0	359	359	0	2	1	1	1	1	COMPLETA
2004	44060	Cañada de Benatanduz												SIN INFORMACIÓN
2004	44061	Cañada de Verich (La)												SIN INFORMACIÓN
2004	44062	Cañada Vellida												SIN INFORMACIÓN
2004	44063	Cañizar del Olivar	1	1		456	456		1					INCOMPLETA
2004	44064	Cascante del Río												SIN INFORMACIÓN
2004	44065	Castejón de Tornos												SIN INFORMACIÓN
2004	44066	Castel de Cabra												SIN INFORMACIÓN
2004	44067	Castelnou												SIN INFORMACIÓN
2004	44068	Castelserás	7	7	0	2468	2468	0	7	2	1	3	1	COMPLETA
2004	44070	Castellar (El)	0	0	0	0	0	0	0	1	0	0	0	INCOMPLETA
2004	44071	Castellote	2	2		297	297		2	3	2			INCOMPLETA
2004	44074	Cedrillas	5	5	0	3394	3394	0	19	2	3	0	1	COMPLETA
2004	44075	Celadas												SIN INFORMACIÓN
2004	44076	Cella	17	13	4	7855	6023	1832	20	0	0	1	0	COMPLETA
2004	44077	Cerollera (La)												SIN INFORMACIÓN
2004	44080	Codoñera (La)	1	1	0	199	199	0	1	0	0	0	0	INCOMPLETA
2004	44082	Corbalán												SIN INFORMACIÓN
2004	44084	Cortes de Aragón												SIN INFORMACIÓN
2004	44085	Cosa												SIN INFORMACIÓN
2004	44086	Cretas												SIN INFORMACIÓN
2004	44087	Crivillén												SIN INFORMACIÓN
2004	44088	Cuba (La)	3	1	2	817	569	248	0	0	0	0	0	INCOMPLETA
2004	44089	Cubla												SIN INFORMACIÓN
2004	44090	Cucalón												SIN INFORMACIÓN
2004	44092	Cuervo (El)												SIN INFORMACIÓN
2004	44093	Cuevas de Almudén												SIN INFORMACIÓN
2004	44094	Cuevas Labradas												SIN INFORMACIÓN
2004	44096	Ejulve												SIN INFORMACIÓN
2004	44097	Escorihuela												SIN INFORMACIÓN
2004	44099	Escucha	1	1	0	232	232	0	1	3	0	0	0	COMPLETA
2004	44100	Estercuel	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2004	44101	Ferreruela de Huerva												SIN INFORMACIÓN
2004	44102	Fonfría												SIN INFORMACIÓN
2004	44103	Formiche Alto												SIN INFORMACIÓN
2004	44105	Fórnoles												SIN INFORMACIÓN
2004	44106	Fortanete	0	0	0	0	0	0	0	2	0	1	1	COMPLETA
2004	44107	Foz-Calanda	1	0	1	150	0	150	0	0	0	1	1	COMPLETA
2004	44108	Fresneda (La)												SIN INFORMACIÓN
2004	44109	Frías de Albarracín	1	1	0	50	50	0	1	0	0	0	0	COMPLETA
2004	44110	Fuenferrada												SIN INFORMACIÓN
2004	44111	Fuentes Calientes												SIN INFORMACIÓN
2004	44112	Fuentes Claras	4		4	1436		1436						INCOMPLETA
2004	44113	Fuentes de Rubielos	0	0	0	0	0	0	0	3	0	0	0	COMPLETA
2004	44114	Fuentespalda	0	0	0	0	0	0	0	3	0	0	0	COMPLETA
2004	44115	Galve												SIN INFORMACIÓN
2004	44116	Gargallo												SIN INFORMACIÓN
2004	44117	Gea de Albarracín	0	0	0	0	0	0	0	2	3	0	0	COMPLETA
2004	44118	Ginebrosa (La)												SIN INFORMACIÓN
2004	44119	Griegos	1	1	0	228	228	0	1	0	0	0	0	COMPLETA
2004	44120	Guadalaviar	5	5	0	1316	1316	0	5	0	0	0	0	COMPLETA
2004	44121	Gúdar	2	2		508	508		2	2				INCOMPLETA
2004	44122	Híjar	6	2	4	893	662	231	2	5	2	2	2	COMPLETA
2004	44123	Hinojosa de Jarque												SIN INFORMACIÓN
2004	44124	Hoz de la Vieja (La)												SIN INFORMACIÓN
2004	44125	Huesa del Común												SIN INFORMACIÓN
2004	44126	Iglesuela del Cid (La)												SIN INFORMACIÓN
2004	44127	Jabaloyas												SIN INFORMACIÓN
2004	44128	Jarque de la Val												SIN INFORMACIÓN
2004	44129	Jatiel												SIN INFORMACIÓN
2004	44130	Jorcas												SIN INFORMACIÓN
2004	44131	Josa												SIN INFORMACIÓN
2004	44132	Lagueruela												SIN INFORMACIÓN
2004	44133	Lanzuela												SIN INFORMACIÓN
2004	44135	Libros												SIN INFORMACIÓN
2004	44136	Lidón												SIN INFORMACIÓN
2004	44137	Linares de Mora	3	3		548	548		3	5	2		1	INCOMPLETA
2004	44138	Loscos	1	0	1	555	0	555	0	0	0	0	0	COMPLETA
2004	44141	Lledó												SIN INFORMACIÓN
2004	44142	Maicas												SIN INFORMACIÓN
2004	44143	Manzanera	6	6	0	1410	1410	0	11	2	0	1	1	COMPLETA
2004	44144	Martín del Río												SIN INFORMACIÓN
2004	44145	Mas de las Matas	4	1	3	2649	213	2436	1	0	0	0	0	COMPLETA
2004	44146	Mata de los Olmos (La)												SIN INFORMACIÓN
2004	44147	Mazaleón	3	2	1	644	462	182	2	2	1	1	1	COMPLETA
2004	44148	Mezquita de Jarque												SIN INFORMACIÓN
2004	44149	Mirambel	1	0	1	252	0	252	0	0	0	0	0	COMPLETA
2004	44150	Miravete de la Sierra												SIN INFORMACIÓN
2004	44151	Molinos	0	0	0	0	0	0	0	0	0	1	1	COMPLETA
2004	44152	Monforte de Moyuela												SIN INFORMACIÓN
2004	44153	Monreal del Campo	31	23	8	11457	6954	4503	37	2	0	5	5	COMPLETA
2004	44154	Monroyo												SIN INFORMACIÓN
2004	44155	Montalbán	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2004	44156	Monteagudo del Castillo												SIN INFORMACIÓN
2004	44157	Monterde de Albarracín												SIN INFORMACIÓN
2004	44158	Mora de Rubielos	19	18	1	9062	8945	117	64	9	15	4	8	COMPLETA
2004	44159	Moscardón												SIN INFORMACIÓN
2004	44160	Mosqueruela	6	6	0	2250	2250	0	16	3	0	1	1	COMPLETA
2004	44161	Muniesa	3	2	1	1336	351	985	2	0	0	0	0	COMPLETA
2004	44163	Noguera de Albarracín												SIN INFORMACIÓN
2004	44164	Nogueras												SIN INFORMACIÓN
2004	44165	Nogueruelas	2	1	1	435	363	72	1	6	2	0	1	COMPLETA
2004	44167	Obón												SIN INFORMACIÓN
2004	44168	Odón	1	1	0	185	185	0	1	0	0	0	0	COMPLETA
2004	44169	Ojos Negros	4	3	1	1222	646	576	3	9	2	0	1	COMPLETA
2004	44171	Olba	3	3	0	748	748	0	3	1	1	0	0	COMPLETA
2004	44172	Oliete												SIN INFORMACIÓN
2004	44173	Olmos (Los)												SIN INFORMACIÓN
2004	44174	Orihuela del Tremedal												SIN INFORMACIÓN
2004	44175	Orrios												SIN INFORMACIÓN
2004	44176	Palomar de Arroyos	0	0	0	0	0	0	0	0	0	1	0	COMPLETA
2004	44177	Pancrudo												SIN INFORMACIÓN
2004	44178	Parras de Castellote (Las)												SIN INFORMACIÓN
2004	44179	Peñarroya de Tastavins												SIN INFORMACIÓN
2004	44180	Peracense												SIN INFORMACIÓN
2004	44181	Peralejos												SIN INFORMACIÓN
2004	44182	Perales del Alfambra												SIN INFORMACIÓN
2004	44183	Pitarque												SIN INFORMACIÓN
2004	44184	Plou												SIN INFORMACIÓN
2004	44185	Pobo (El)												SIN INFORMACIÓN
2004	44187	Portellada (La)												SIN INFORMACIÓN
2004	44189	Pozondón	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2004	44190	Pozuel del Campo												SIN INFORMACIÓN
2004	44191	Puebla de Híjar (La)	3	3	0	763	763	0	3	3	0	0	0	INCOMPLETA
2004	44192	Puebla de Valverde (La)	1	0	1	302	0	302	0	2	0	2	2	INCOMPLETA
2004	44193	Puertomingalvo												SIN INFORMACIÓN
2004	44194	Ráfales												SIN INFORMACIÓN
2004	44195	Rillo												SIN INFORMACIÓN
2004	44196	Riodeva												SIN INFORMACIÓN
2004	44197	Ródenas	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2004	44198	Royuela												SIN INFORMACIÓN
2004	44199	Rubiales												SIN INFORMACIÓN
2004	44200	Rubielos de la Cérida												SIN INFORMACIÓN
2004	44201	Rubielos de Mora	10	10		3786	3786		21	7		4	2	INCOMPLETA
2004	44203	Salcedillo												SIN INFORMACIÓN
2004	44204	Saldón												SIN INFORMACIÓN
2004	44205	Samper de Calanda	7	5	2	2039	1444	595	5	1	0	6	6	COMPLETA
2004	44206	San Agustín	3	3	0	535	535	0	3	1	0	0	0	COMPLETA
2004	44207	San Martín del Río												SIN INFORMACIÓN
2004	44208	Santa Cruz de Nogueras												SIN INFORMACIÓN
2004	44209	Santa Eulalia	8	2	6	3477	563	2914	2	2	0	2	0	COMPLETA
2004	44210	Sarrión	8	6	2	3210	2847	363	16	6	1	1	1	COMPLETA
2004	44211	Segura de los Baños												SIN INFORMACIÓN
2004	44212	Seno												SIN INFORMACIÓN
2004	44213	Singra												SIN INFORMACIÓN
2004	44215	Terriente												SIN INFORMACIÓN
2004	44216	Teruel	15	9	6	8949	4392	4557	26	5	1	0	0	COMPLETA
2004	44217	Toril y Masegoso												SIN INFORMACIÓN
2004	44218	Tormón												SIN INFORMACIÓN
2004	44219	Tornos												SIN INFORMACIÓN
2004	44220	Torralba de los Sisones												SIN INFORMACIÓN
2004	44221	Torrecilla de Alcañiz	2	2	0	598	598	0	2	1	0	0	0	COMPLETA
2004	44222	Torrecilla del Rebollar												SIN INFORMACIÓN
2004	44223	Torre de Arcas												SIN INFORMACIÓN
2004	44224	Torre de las Arcas												SIN INFORMACIÓN
2004	44225	Torre del Compte	5	2	3	815	443	372	4	6	2	0	0	COMPLETA
2004	44226	Torrelacárcel												SIN INFORMACIÓN
2004	44227	Torre los Negros												SIN INFORMACIÓN
2004	44228	Torremocha de Jiloca												SIN INFORMACIÓN
2004	44229	Torres de Albarracín												SIN INFORMACIÓN
2004	44230	Torrevelilla												SIN INFORMACIÓN
2004	44231	Torrijas												SIN INFORMACIÓN
2004	44232	Torrijo del Campo												SIN INFORMACIÓN
2004	44234	Tramacastiel												SIN INFORMACIÓN
2004	44235	Tramacastilla												SIN INFORMACIÓN
2004	44236	Tronchón												SIN INFORMACIÓN
2004	44237	Urrea de Gaén	4	1	3	1867	200	1667	1	2	0	0	0	COMPLETA
2004	44238	Utrillas	13	13		8175	8175		32	1		1	1	INCOMPLETA
2004	44239	Valacloche												SIN INFORMACIÓN
2004	44240	Valbona	4	3	1	1296	1212	84	6	2	6			INCOMPLETA
2004	44241	Valdealgorfa	3	2	1	1015	475	540	2	1				INCOMPLETA
2004	44243	Valdecuenca												SIN INFORMACIÓN
2004	44244	Valdelinares												SIN INFORMACIÓN
2004	44245	Valdeltormo	1	0	1	500	0	500	0	2	0	0	0	COMPLETA
2004	44246	Valderrobres	3	2	1	1780	1586	194	9	1	2			INCOMPLETA
2004	44247	Valjunquera	2	1	1	589	205	384	1	1	0	0	0	COMPLETA
2004	44249	Vallecillo (El)												SIN INFORMACIÓN
2004	44250	Veguillas de la Sierra												SIN INFORMACIÓN
2004	44251	Villafranca del Campo	1	1		179	179		1					INCOMPLETA
2004	44252	Villahermosa del Campo												SIN INFORMACIÓN
2004	44256	Villanueva del Rebollar de la Sierra												SIN INFORMACIÓN
2004	44257	Villar del Cobo	3	0	3	408	0	408	0	0	0	0	0	COMPLETA
2004	44258	Villar del Salz												SIN INFORMACIÓN
2004	44260	Villarluengo												SIN INFORMACIÓN
2004	44261	Villarquemado												SIN INFORMACIÓN
2004	44262	Villarroya de los Pinares												SIN INFORMACIÓN
2004	44263	Villastar	4	3	1	923	752	171	3	0	0	0	0	COMPLETA
2004	44264	Villel												SIN INFORMACIÓN
2004	44265	Vinaceite												SIN INFORMACIÓN
2004	44266	Visiedo												SIN INFORMACIÓN
2004	44267	Vivel del Río Martín												SIN INFORMACIÓN
2004	44268	Zoma (La)												SIN INFORMACIÓN
2004	50001	Abanto												SIN INFORMACIÓN
2004	50002	Acered												SIN INFORMACIÓN
2004	50003	Agón	1	0	1	326	0	326	0	0	0	0	0	COMPLETA
2004	50004	Aguarón	1	1	0	241	241	0	1	0	0	0	0	COMPLETA
2004	50005	Aguilón												SIN INFORMACIÓN
2004	50006	Ainzón	8	3	5	2280	756	1524	3	1	0	0	0	COMPLETA
2004	50007	Aladrén												SIN INFORMACIÓN
2004	50008	Alagón	24	21	3	10653	9426	1227	47	3	12	14	8	COMPLETA
2004	50009	Alarba												SIN INFORMACIÓN
2004	50010	Alberite de San Juan												SIN INFORMACIÓN
2004	50011	Albeta	1	1	0	228	228	0	1	2	0	0	0	COMPLETA
2004	50012	Alborge	2	2		407	407		2	1				INCOMPLETA
2004	50013	Alcalá de Ebro												SIN INFORMACIÓN
2004	50014	Alcalá de Moncayo												SIN INFORMACIÓN
2004	50015	Alconchel de Ariza												SIN INFORMACIÓN
2004	50016	Aldehuela de Liestos												SIN INFORMACIÓN
2004	50017	Alfajarín	27	19	8	17760	4730	13030	24	1	0	0	0	COMPLETA
2004	50018	Alfamén	2	1	1	504	304	200	1	0	0	0	0	COMPLETA
2004	50019	Alforque												SIN INFORMACIÓN
2004	50020	Alhama de Aragón	1	1	0	269	269	0	1	0	0	0	0	COMPLETA
2004	50021	Almochuel												SIN INFORMACIÓN
2004	50022	Almolda (La)	7	5	2	1674	1062	612	5	0	0	3	3	INCOMPLETA
2004	50023	Almonacid de la Cuba												SIN INFORMACIÓN
2004	50024	Almonacid de la Sierra	3	3	0	801	801	0	3	0	0	0	0	COMPLETA
2004	50025	Almunia de Doña Godina (La)	20	17	3	11457	10448	1009	55	1	3	8	7	INCOMPLETA
2004	50026	Alpartir												SIN INFORMACIÓN
2004	50027	Ambel	3	0	3	2618	0	2618	0	0	0	0	0	COMPLETA
2004	50028	Anento	1	1	0	150	150	0	1	0	0	0	0	COMPLETA
2004	50029	Aniñón	0	0	0	0	0	0	0	7	0	0	0	COMPLETA
2004	50030	Añón de Moncayo												SIN INFORMACIÓN
2004	50031	Aranda de Moncayo												SIN INFORMACIÓN
2004	50032	Arándiga												SIN INFORMACIÓN
2004	50033	Ardisa												SIN INFORMACIÓN
2004	50034	Ariza	1	1	0	314	314	0	2	0	0	0	0	COMPLETA
2004	50035	Artieda												SIN INFORMACIÓN
2004	50036	Asín												SIN INFORMACIÓN
2004	50037	Atea												SIN INFORMACIÓN
2004	50038	Ateca	6	5	1	2184	2064	120	13	0	0	0	0	COMPLETA
2004	50039	Azuara												SIN INFORMACIÓN
2004	50040	Badules												SIN INFORMACIÓN
2004	50041	Bagüés												SIN INFORMACIÓN
2004	50042	Balconchán												SIN INFORMACIÓN
2004	50043	Bárboles	3	3	0	794	794	0	3	0	0	0	0	COMPLETA
2004	50044	Bardallur												SIN INFORMACIÓN
2004	50045	Belchite	2	0	2	865	0	865	0	5	0	0	0	COMPLETA
2004	50046	Belmonte de Gracián												SIN INFORMACIÓN
2004	50047	Berdejo												SIN INFORMACIÓN
2004	50048	Berrueco												SIN INFORMACIÓN
2004	50050	Bijuesca												SIN INFORMACIÓN
2004	50051	Biota	5	0	5	3774	0	3774	0	2	0	0	0	COMPLETA
2004	50052	Bisimbre												SIN INFORMACIÓN
2004	50053	Boquiñeni												SIN INFORMACIÓN
2004	50054	Bordalba												SIN INFORMACIÓN
2004	50055	Borja	14	13	1	12213	11470	743	93	2	3	0	1	COMPLETA
2004	50056	Botorrita	26	26	0	3232	3232	0	26	0	0	0	0	COMPLETA
2004	50057	Brea de Aragón	2	1	1	901	247	654	1	1	0	2	2	COMPLETA
2004	50058	Bubierca												SIN INFORMACIÓN
2004	50059	Bujaraloz	14	8	6	4005	1860	2145	8			1	1	INCOMPLETA
2004	50060	Bulbuente	1	1	0	283	283	0	1	1	0	0	0	COMPLETA
2004	50061	Bureta												SIN INFORMACIÓN
2004	50062	Burgo de Ebro (El)	20	20	0	18069	18069	0	127	1	0	1	2	INCOMPLETA
2004	50063	Buste (El)												SIN INFORMACIÓN
2004	50064	Cabañas de Ebro	3	3	0	700	700	0	3	1	0	0	0	COMPLETA
2004	50065	Cabolafuente												SIN INFORMACIÓN
2004	50066	Cadrete	24	20	4	11122	5295	5827	36	8	0	5	3	COMPLETA
2004	50067	Calatayud	15	12	3	32541	25363	7178	181	2	0	7	11	COMPLETA
2004	50068	Calatorao	4	2	2	1667	564	1103	2	2	2	0	0	COMPLETA
2004	50069	Calcena												SIN INFORMACIÓN
2004	50070	Calmarza	1	1		143	143		1					INCOMPLETA
2004	50071	Campillo de Aragón												SIN INFORMACIÓN
2004	50072	Carenas												SIN INFORMACIÓN
2004	50073	Cariñena	43	41	2	21126	16833	4293	93	1	0	6	6	COMPLETA
2004	50074	Caspe	36	27	9	29086	16523	12563	82	5	0	5	0	COMPLETA
2004	50075	Castejón de Alarba												SIN INFORMACIÓN
2004	50076	Castejón de las Armas												SIN INFORMACIÓN
2004	50077	Castejón de Valdejasa												SIN INFORMACIÓN
2004	50078	Castiliscar												SIN INFORMACIÓN
2004	50079	Cervera de la Cañada	3	2	1	241	181	60	2	0	0	1	0	COMPLETA
2004	50080	Cerveruela												SIN INFORMACIÓN
2004	50081	Cetina												SIN INFORMACIÓN
2004	50082	Cimballa												SIN INFORMACIÓN
2004	50083	Cinco Olivas												SIN INFORMACIÓN
2004	50084	Clarés de Ribota												SIN INFORMACIÓN
2004	50085	Codo												SIN INFORMACIÓN
2004	50086	Codos												SIN INFORMACIÓN
2004	50087	Contamina												SIN INFORMACIÓN
2004	50088	Cosuenda												SIN INFORMACIÓN
2004	50089	Cuarte de Huerva	348	275	73	266027	210920	55107	1298	9	0	47	10	COMPLETA
2004	50090	Cubel												SIN INFORMACIÓN
2004	50091	Cuerlas (Las)												SIN INFORMACIÓN
2004	50092	Chiprana												SIN INFORMACIÓN
2004	50093	Chodes												SIN INFORMACIÓN
2004	50094	Daroca	4	4	0	1701	1701	0	4	2	5	0	0	COMPLETA
2004	50095	Ejea de los Caballeros	40	28	12	24035	13466	10569	58	9	3	7	16	COMPLETA
2004	50096	Embid de Ariza												SIN INFORMACIÓN
2004	50098	Encinacorba	1	1	0	116	116	0	1	0	0	0	0	COMPLETA
2004	50099	Épila	32	11	21	24921	5666	19255	25	0	0	8	3	COMPLETA
2004	50100	Erla	7	7	0	878	878	0	7	0	0	0	0	COMPLETA
2004	50101	Escatrón	4	2	2	830	439	391	2	2	0	1	0	COMPLETA
2004	50102	Fabara	3	2	1	1123	1062	61	3	1	1	0	0	COMPLETA
2004	50104	Farlete	2	0	2	860	0	860	0	1	0	0	0	COMPLETA
2004	50105	Fayón	1	0	1	150	0	150	0	0	0	0	0	COMPLETA
2004	50106	Fayos (Los)	1	1	0	79	79	0	1	0	0	0	0	INCOMPLETA
2004	50107	Figueruelas	4	4	0	1127	1127	0	4	0	0	0	0	COMPLETA
2004	50108	Fombuena												SIN INFORMACIÓN
2004	50109	Frago (El)												SIN INFORMACIÓN
2004	50110	Frasno (El)												SIN INFORMACIÓN
2004	50111	Fréscano	4	0	4	858	0	858	0	0	0	0	0	COMPLETA
2004	50113	Fuendejalón												SIN INFORMACIÓN
2004	50114	Fuendetodos	1		1	144		144						INCOMPLETA
2004	50115	Fuentes de Ebro	67	67	0	17542	17542	0	90	2	1	1	0	COMPLETA
2004	50116	Fuentes de Jiloca												SIN INFORMACIÓN
2004	50117	Gallocanta												SIN INFORMACIÓN
2004	50118	Gallur	9	8	1	2460	2098	362	13	2	0	9	6	COMPLETA
2004	50119	Gelsa	5	5	0	1226	1226	0	5	0	0	0	0	COMPLETA
2004	50120	Godojos												SIN INFORMACIÓN
2004	50121	Gotor												SIN INFORMACIÓN
2004	50122	Grisel	1	1		91	91		1					INCOMPLETA
2004	50123	Grisén	1	0	1	60	0	60	0	0	0	0	0	COMPLETA
2004	50124	Herrera de los Navarros												SIN INFORMACIÓN
2004	50125	Ibdes	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2004	50126	Illueca	1	1	0	273	273	0	1	0	0	1	0	COMPLETA
2004	50128	Isuerre												SIN INFORMACIÓN
2004	50129	Jaraba	14	12	2	3294	2620	674	21	3				INCOMPLETA
2004	50130	Jarque de Moncayo	3	3	0	564	564	0	3	0	0	0	0	COMPLETA
2004	50131	Jaulín	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2004	50132	Joyosa (La)	28	28	0	4191	4191	0	28	2	1	2	2	INCOMPLETA
2004	50133	Lagata												SIN INFORMACIÓN
2004	50134	Langa del Castillo	2	0	2	1785	0	1785	0	0	0	0	0	COMPLETA
2004	50135	Layana	2	2		382	382		2					INCOMPLETA
2004	50136	Lécera	3	2	1	672	472	200	2	0	0	0	0	COMPLETA
2004	50137	Leciñena	10	5	5	6856	960	5896	6	0	0	0	0	COMPLETA
2004	50138	Lechón												SIN INFORMACIÓN
2004	50139	Letux												SIN INFORMACIÓN
2004	50140	Litago												SIN INFORMACIÓN
2004	50141	Lituénigo												SIN INFORMACIÓN
2004	50142	Lobera de Onsella												SIN INFORMACIÓN
2004	50143	Longares	3	2	1	1130	698	432	2	0	0	1	0	COMPLETA
2004	50144	Longás												SIN INFORMACIÓN
2004	50146	Lucena de Jalón	6	6	0	1004	1004	0	6	0	0	0	0	COMPLETA
2004	50147	Luceni	5	4	1	5595	2445	3150	15	0	0	2	0	COMPLETA
2004	50148	Luesia												SIN INFORMACIÓN
2004	50149	Luesma												SIN INFORMACIÓN
2004	50150	Lumpiaque	9	5	4	1254	935	319	5	0	0	1	1	COMPLETA
2004	50151	Luna	23	14	9	10512	2445	8067	14	2	0	1	0	COMPLETA
2004	50152	Maella	9	8	1	2413	2247	166	8	1	0	0	0	COMPLETA
2004	50153	Magallón	1	1	0	192	192	0	1	0	0	0	0	COMPLETA
2004	50154	Mainar												SIN INFORMACIÓN
2004	50155	Malanquilla												SIN INFORMACIÓN
2004	50156	Maleján	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2004	50157	Malón	9	9		1023	1023		9	1				INCOMPLETA
2004	50159	Maluenda												SIN INFORMACIÓN
2004	50160	Mallén	34	33	1	10916	8912	2004	33	3	4	1	1	COMPLETA
2004	50161	Manchones												SIN INFORMACIÓN
2004	50162	Mara												SIN INFORMACIÓN
2004	50163	María de Huerva	174	174	0	39573	39573	0	211	0	0	4	1	COMPLETA
