Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados	Sector código	Sector descripción
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	34	2	Industria y energía
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10	3	Construcción
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	149	4	Servicios
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	31		Sin empleo anterior
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	27	1	Agricultura, ganadería y pesca
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	79	2	Industria y energía
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	16	3	Construcción
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	721	4	Servicios
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	160		Sin empleo anterior
Mayo 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	1	2	Industria y energía
Mayo 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	3	4	Servicios
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	96	1	Agricultura, ganadería y pesca
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	287	2	Industria y energía
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	470	3	Construcción
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	776	4	Servicios
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	104		Sin empleo anterior
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8	3	Construcción
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	21	4	Servicios
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5		Sin empleo anterior
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5	1	Agricultura, ganadería y pesca
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2	2	Industria y energía
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	13	3	Construcción
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	12	4	Servicios
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3		Sin empleo anterior
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	68	1	Agricultura, ganadería y pesca
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	47	2	Industria y energía
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	104	3	Construcción
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	81	4	Servicios
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	20		Sin empleo anterior
Abril 2006	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1	3	Construcción
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	62	1	Agricultura, ganadería y pesca
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	436	2	Industria y energía
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	108	3	Construcción
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2317	4	Servicios
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	207		Sin empleo anterior
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	2	Industria y energía
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	3	Construcción
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	30	4	Servicios
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11		Sin empleo anterior
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5	1	Agricultura, ganadería y pesca
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6	2	Industria y energía
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1	3	Construcción
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	24	4	Servicios
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6		Sin empleo anterior
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	11	1	Agricultura, ganadería y pesca
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	20	2	Industria y energía
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	8	3	Construcción
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	141	4	Servicios
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	39		Sin empleo anterior
Abril 2006	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	1	4	Servicios
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	51	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	385	2	Industria y energía
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	317	3	Construcción
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	487	4	Servicios
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	54		Sin empleo anterior
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8	2	Industria y energía
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7	3	Construcción
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6	4	Servicios
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3		Sin empleo anterior
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8	2	Industria y energía
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	13	3	Construcción
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	13	4	Servicios
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3		Sin empleo anterior
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	40	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	34	2	Industria y energía
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	59	3	Construcción
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	48	4	Servicios
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8		Sin empleo anterior
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	55	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	339	2	Industria y energía
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	58	3	Construcción
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1617	4	Servicios
Abril 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	163		Sin empleo anterior
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	2	Industria y energía
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11	4	Servicios
Abril 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3		Sin empleo anterior
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6	2	Industria y energía
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	32	4	Servicios
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11		Sin empleo anterior
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	11	1	Agricultura, ganadería y pesca
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	9	2	Industria y energía
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2	3	Construcción
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	95	4	Servicios
Abril 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	35		Sin empleo anterior
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	219	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2198	2	Industria y energía
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1734	3	Construcción
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5253	4	Servicios
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	498		Sin empleo anterior
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	12	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	16	2	Industria y energía
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	30	3	Construcción
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	54	4	Servicios
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	18		Sin empleo anterior
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	28	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	49	2	Industria y energía
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	94	3	Construcción
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	94	4	Servicios
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	11		Sin empleo anterior
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	174	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	217	2	Industria y energía
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	442	3	Construcción
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	652	4	Servicios
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	74		Sin empleo anterior
Abril 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	4	4	Servicios
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	169	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3192	2	Industria y energía
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	314	3	Construcción
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	11776	4	Servicios
Abril 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1254		Sin empleo anterior
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10	2	Industria y energía
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	3	Construcción
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	83	4	Servicios
Abril 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	26		Sin empleo anterior
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	33	2	Industria y energía
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	8	3	Construcción
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	203	4	Servicios
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	35		Sin empleo anterior
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	48	1	Agricultura, ganadería y pesca
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	83	2	Industria y energía
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	16	3	Construcción
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	851	4	Servicios
Abril 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	178		Sin empleo anterior
Abril 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	1	2	Industria y energía
Abril 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	2	4	Servicios
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	101	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	334	2	Industria y energía
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	496	3	Construcción
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	829	4	Servicios
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	95		Sin empleo anterior
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1	2	Industria y energía
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	12	3	Construcción
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	20	4	Servicios
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3		Sin empleo anterior
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	13	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1	2	Industria y energía
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	15	3	Construcción
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	19	4	Servicios
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5		Sin empleo anterior
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	135	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	61	2	Industria y energía
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	132	3	Construcción
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	97	4	Servicios
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	32		Sin empleo anterior
Marzo 2006	22	Huesca	No consta	No consta	No consta	No consta	Hombres	2	3	Construcción
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	71	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	444	2	Industria y energía
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	119	3	Construcción
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2429	4	Servicios
Marzo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	211		Sin empleo anterior
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	2	Industria y energía
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	3	Construcción
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	32	4	Servicios
Marzo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	8		Sin empleo anterior
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5	2	Industria y energía
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4	3	Construcción
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	37	4	Servicios
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	8		Sin empleo anterior
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	12	1	Agricultura, ganadería y pesca
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	20	2	Industria y energía
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	6	3	Construcción
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	172	4	Servicios
Marzo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	47		Sin empleo anterior
