Mes y año	Comarca código	Comarca nombre	Sexo	Nº parados
Agosto 2009	14	Aranda	Mujeres	230
Agosto 2009	15	Ribera Alta del Ebro	Hombres	837
Agosto 2009	15	Ribera Alta del Ebro	Mujeres	844
Agosto 2009	16	Valdejalón	Hombres	900
Agosto 2009	16	Valdejalón	Mujeres	800
Agosto 2009	17	Central	Hombres	26899
Agosto 2009	17	Central	Mujeres	24064
Agosto 2009	18	Ribera Baja del Ebro	Hombres	218
Agosto 2009	18	Ribera Baja del Ebro	Mujeres	228
Agosto 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	422
Agosto 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	358
Agosto 2009	20	Comunidad de Calatayud	Hombres	1040
Agosto 2009	20	Comunidad de Calatayud	Mujeres	948
Agosto 2009	21	Campo de Cariñena	Hombres	264
Agosto 2009	21	Campo de Cariñena	Mujeres	198
Agosto 2009	22	Campo de Belchite	Hombres	79
Agosto 2009	22	Campo de Belchite	Mujeres	81
Agosto 2009	23	Bajo Martín	Hombres	162
Agosto 2009	23	Bajo Martín	Mujeres	125
Agosto 2009	24	Campo de Daroca	Hombres	60
Agosto 2009	24	Campo de Daroca	Mujeres	70
Agosto 2009	25	Jiloca	Hombres	323
Agosto 2009	25	Jiloca	Mujeres	244
Agosto 2009	26	Cuencas Mineras	Hombres	341
Agosto 2009	26	Cuencas Mineras	Mujeres	262
Agosto 2009	27	Andorra-Sierra de Arcos	Hombres	370
Agosto 2009	27	Andorra-Sierra de Arcos	Mujeres	270
Agosto 2009	28	Bajo Aragón	Hombres	930
Agosto 2009	28	Bajo Aragón	Mujeres	776
Agosto 2009	29	Comunidad de Teruel	Hombres	1241
Agosto 2009	29	Comunidad de Teruel	Mujeres	998
Agosto 2009	30	Maestrazgo	Hombres	77
Agosto 2009	30	Maestrazgo	Mujeres	46
Agosto 2009	31	Sierra de Albarracín	Hombres	58
Agosto 2009	31	Sierra de Albarracín	Mujeres	69
Agosto 2009	32	Gúdar-Javalambre	Hombres	204
Agosto 2009	32	Gúdar-Javalambre	Mujeres	181
Agosto 2009	33	Matarraña / Matarranya	Hombres	173
Agosto 2009	33	Matarraña / Matarranya	Mujeres	119
Julio 2009	01	La Jacetania	Hombres	421
Julio 2009	01	La Jacetania	Mujeres	381
Julio 2009	02	Alto Gállego	Hombres	433
Julio 2009	02	Alto Gállego	Mujeres	320
Julio 2009	03	Sobrarbe	Hombres	106
Julio 2009	03	Sobrarbe	Mujeres	86
Julio 2009	04	La Ribagorza	Hombres	204
Julio 2009	04	La Ribagorza	Mujeres	192
Julio 2009	05	Cinco Villas	Hombres	1001
Julio 2009	05	Cinco Villas	Mujeres	987
Julio 2009	06	Hoya de Huesca / Plana de Uesca	Hombres	2076
Julio 2009	06	Hoya de Huesca / Plana de Uesca	Mujeres	1577
Julio 2009	07	Somontano de Barbastro	Hombres	662
Julio 2009	07	Somontano de Barbastro	Mujeres	500
Julio 2009	08	Cinca Medio	Hombres	765
Julio 2009	08	Cinca Medio	Mujeres	602
Julio 2009	09	La Litera / La Llitera	Hombres	347
Julio 2009	09	La Litera / La Llitera	Mujeres	340
Julio 2009	10	Los Monegros	Hombres	339
Julio 2009	10	Los Monegros	Mujeres	256
Julio 2009	11	Bajo Cinca / Baix Cinca	Hombres	523
Julio 2009	11	Bajo Cinca / Baix Cinca	Mujeres	444
Julio 2009	12	Tarazona y el Moncayo	Hombres	541
Julio 2009	12	Tarazona y el Moncayo	Mujeres	696
Julio 2009	13	Campo de Borja	Hombres	430
Julio 2009	13	Campo de Borja	Mujeres	351
Julio 2009	14	Aranda	Hombres	170
Julio 2009	14	Aranda	Mujeres	212
Julio 2009	15	Ribera Alta del Ebro	Hombres	814
Julio 2009	15	Ribera Alta del Ebro	Mujeres	830
Julio 2009	16	Valdejalón	Hombres	932
Julio 2009	16	Valdejalón	Mujeres	756
Julio 2009	17	Central	Hombres	26597
Julio 2009	17	Central	Mujeres	23373
Julio 2009	18	Ribera Baja del Ebro	Hombres	226
Julio 2009	18	Ribera Baja del Ebro	Mujeres	225
Julio 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	365
Julio 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	321
Julio 2009	20	Comunidad de Calatayud	Hombres	1089
Julio 2009	20	Comunidad de Calatayud	Mujeres	947
Julio 2009	21	Campo de Cariñena	Hombres	299
Julio 2009	21	Campo de Cariñena	Mujeres	198
Julio 2009	22	Campo de Belchite	Hombres	82
Julio 2009	22	Campo de Belchite	Mujeres	83
Julio 2009	23	Bajo Martín	Hombres	161
Julio 2009	23	Bajo Martín	Mujeres	120
Julio 2009	24	Campo de Daroca	Hombres	58
Julio 2009	24	Campo de Daroca	Mujeres	68
Julio 2009	25	Jiloca	Hombres	306
Julio 2009	25	Jiloca	Mujeres	238
Julio 2009	26	Cuencas Mineras	Hombres	353
Julio 2009	26	Cuencas Mineras	Mujeres	248
Julio 2009	27	Andorra-Sierra de Arcos	Hombres	379
Julio 2009	27	Andorra-Sierra de Arcos	Mujeres	285
Julio 2009	28	Bajo Aragón	Hombres	899
Julio 2009	28	Bajo Aragón	Mujeres	750
Julio 2009	29	Comunidad de Teruel	Hombres	1254
Julio 2009	29	Comunidad de Teruel	Mujeres	1026
Julio 2009	30	Maestrazgo	Hombres	74
Julio 2009	30	Maestrazgo	Mujeres	48
Julio 2009	31	Sierra de Albarracín	Hombres	59
Julio 2009	31	Sierra de Albarracín	Mujeres	77
Julio 2009	32	Gúdar-Javalambre	Hombres	203
Julio 2009	32	Gúdar-Javalambre	Mujeres	186
Julio 2009	33	Matarraña / Matarranya	Hombres	160
Julio 2009	33	Matarraña / Matarranya	Mujeres	119
Junio 2009	01	La Jacetania	Hombres	471
Junio 2009	01	La Jacetania	Mujeres	441
Junio 2009	02	Alto Gállego	Hombres	473
Junio 2009	02	Alto Gállego	Mujeres	347
Junio 2009	03	Sobrarbe	Hombres	117
Junio 2009	03	Sobrarbe	Mujeres	110
Junio 2009	04	La Ribagorza	Hombres	232
Junio 2009	04	La Ribagorza	Mujeres	209
Junio 2009	05	Cinco Villas	Hombres	949
Junio 2009	05	Cinco Villas	Mujeres	907
Junio 2009	06	Hoya de Huesca / Plana de Uesca	Hombres	2105
Junio 2009	06	Hoya de Huesca / Plana de Uesca	Mujeres	1590
Junio 2009	07	Somontano de Barbastro	Hombres	664
Junio 2009	07	Somontano de Barbastro	Mujeres	522
Junio 2009	08	Cinca Medio	Hombres	740
Junio 2009	08	Cinca Medio	Mujeres	587
Junio 2009	09	La Litera / La Llitera	Hombres	344
Junio 2009	09	La Litera / La Llitera	Mujeres	322
Junio 2009	10	Los Monegros	Hombres	336
Junio 2009	10	Los Monegros	Mujeres	267
Junio 2009	11	Bajo Cinca / Baix Cinca	Hombres	547
Junio 2009	11	Bajo Cinca / Baix Cinca	Mujeres	439
Junio 2009	12	Tarazona y el Moncayo	Hombres	556
Junio 2009	12	Tarazona y el Moncayo	Mujeres	712
Junio 2009	13	Campo de Borja	Hombres	430
Junio 2009	13	Campo de Borja	Mujeres	347
Junio 2009	14	Aranda	Hombres	183
Junio 2009	14	Aranda	Mujeres	217
Junio 2009	15	Ribera Alta del Ebro	Hombres	808
Junio 2009	15	Ribera Alta del Ebro	Mujeres	832
Junio 2009	16	Valdejalón	Hombres	885
Junio 2009	16	Valdejalón	Mujeres	764
Junio 2009	17	Central	Hombres	26859
Junio 2009	17	Central	Mujeres	23115
Junio 2009	18	Ribera Baja del Ebro	Hombres	230
Junio 2009	18	Ribera Baja del Ebro	Mujeres	203
Junio 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	343
Junio 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	335
Junio 2009	20	Comunidad de Calatayud	Hombres	1075
Junio 2009	20	Comunidad de Calatayud	Mujeres	966
Junio 2009	21	Campo de Cariñena	Hombres	298
Junio 2009	21	Campo de Cariñena	Mujeres	199
Junio 2009	22	Campo de Belchite	Hombres	82
Junio 2009	22	Campo de Belchite	Mujeres	88
Junio 2009	23	Bajo Martín	Hombres	138
Junio 2009	23	Bajo Martín	Mujeres	122
Junio 2009	24	Campo de Daroca	Hombres	62
Junio 2009	24	Campo de Daroca	Mujeres	66
Junio 2009	25	Jiloca	Hombres	305
Junio 2009	25	Jiloca	Mujeres	244
Junio 2009	26	Cuencas Mineras	Hombres	344
Junio 2009	26	Cuencas Mineras	Mujeres	274
Junio 2009	27	Andorra-Sierra de Arcos	Hombres	347
Junio 2009	27	Andorra-Sierra de Arcos	Mujeres	308
Junio 2009	28	Bajo Aragón	Hombres	809
Junio 2009	28	Bajo Aragón	Mujeres	744
Junio 2009	29	Comunidad de Teruel	Hombres	1283
Junio 2009	29	Comunidad de Teruel	Mujeres	1173
Junio 2009	30	Maestrazgo	Hombres	76
Junio 2009	30	Maestrazgo	Mujeres	54
Junio 2009	31	Sierra de Albarracín	Hombres	67
Junio 2009	31	Sierra de Albarracín	Mujeres	88
Junio 2009	32	Gúdar-Javalambre	Hombres	206
Junio 2009	32	Gúdar-Javalambre	Mujeres	216
Junio 2009	33	Matarraña / Matarranya	Hombres	170
Junio 2009	33	Matarraña / Matarranya	Mujeres	118
Mayo 2009	01	La Jacetania	Hombres	530
Mayo 2009	01	La Jacetania	Mujeres	489
Mayo 2009	02	Alto Gállego	Hombres	513
Mayo 2009	02	Alto Gállego	Mujeres	374
Mayo 2009	03	Sobrarbe	Hombres	157
Mayo 2009	03	Sobrarbe	Mujeres	132
Mayo 2009	04	La Ribagorza	Hombres	287
Mayo 2009	04	La Ribagorza	Mujeres	237
Mayo 2009	05	Cinco Villas	Hombres	951
Mayo 2009	05	Cinco Villas	Mujeres	902
Mayo 2009	06	Hoya de Huesca / Plana de Uesca	Hombres	2120
Mayo 2009	06	Hoya de Huesca / Plana de Uesca	Mujeres	1661
Mayo 2009	07	Somontano de Barbastro	Hombres	662
Mayo 2009	07	Somontano de Barbastro	Mujeres	539
Mayo 2009	08	Cinca Medio	Hombres	719
Mayo 2009	08	Cinca Medio	Mujeres	601
Mayo 2009	09	La Litera / La Llitera	Hombres	344
Mayo 2009	09	La Litera / La Llitera	Mujeres	323
Mayo 2009	10	Los Monegros	Hombres	343
Mayo 2009	10	Los Monegros	Mujeres	272
Mayo 2009	11	Bajo Cinca / Baix Cinca	Hombres	586
Mayo 2009	11	Bajo Cinca / Baix Cinca	Mujeres	505
Mayo 2009	12	Tarazona y el Moncayo	Hombres	578
Mayo 2009	12	Tarazona y el Moncayo	Mujeres	736
Mayo 2009	13	Campo de Borja	Hombres	444
Mayo 2009	13	Campo de Borja	Mujeres	355
Mayo 2009	14	Aranda	Hombres	232
Mayo 2009	14	Aranda	Mujeres	250
Mayo 2009	15	Ribera Alta del Ebro	Hombres	824
Mayo 2009	15	Ribera Alta del Ebro	Mujeres	843
Mayo 2009	16	Valdejalón	Hombres	960
Mayo 2009	16	Valdejalón	Mujeres	776
Mayo 2009	17	Central	Hombres	27300
Mayo 2009	17	Central	Mujeres	23213
Mayo 2009	18	Ribera Baja del Ebro	Hombres	242
Mayo 2009	18	Ribera Baja del Ebro	Mujeres	236
Mayo 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	380
Mayo 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	392
Mayo 2009	20	Comunidad de Calatayud	Hombres	1155
Mayo 2009	20	Comunidad de Calatayud	Mujeres	1026
Mayo 2009	21	Campo de Cariñena	Hombres	303
Mayo 2009	21	Campo de Cariñena	Mujeres	207
Mayo 2009	22	Campo de Belchite	Hombres	87
Mayo 2009	22	Campo de Belchite	Mujeres	83
Mayo 2009	23	Bajo Martín	Hombres	154
Mayo 2009	23	Bajo Martín	Mujeres	137
Mayo 2009	24	Campo de Daroca	Hombres	72
Mayo 2009	24	Campo de Daroca	Mujeres	71
Mayo 2009	25	Jiloca	Hombres	336
Mayo 2009	25	Jiloca	Mujeres	255
Mayo 2009	26	Cuencas Mineras	Hombres	332
Mayo 2009	26	Cuencas Mineras	Mujeres	282
Mayo 2009	27	Andorra-Sierra de Arcos	Hombres	312
Mayo 2009	27	Andorra-Sierra de Arcos	Mujeres	308
Mayo 2009	28	Bajo Aragón	Hombres	819
Mayo 2009	28	Bajo Aragón	Mujeres	803
Mayo 2009	29	Comunidad de Teruel	Hombres	1265
Mayo 2009	29	Comunidad de Teruel	Mujeres	1240
Mayo 2009	30	Maestrazgo	Hombres	78
Mayo 2009	30	Maestrazgo	Mujeres	61
Mayo 2009	31	Sierra de Albarracín	Hombres	77
Mayo 2009	31	Sierra de Albarracín	Mujeres	102
Mayo 2009	32	Gúdar-Javalambre	Hombres	235
Mayo 2009	32	Gúdar-Javalambre	Mujeres	225
Mayo 2009	33	Matarraña / Matarranya	Hombres	179
Mayo 2009	33	Matarraña / Matarranya	Mujeres	122
Abril 2009	01	La Jacetania	Hombres	516
Abril 2009	01	La Jacetania	Mujeres	463
Abril 2009	02	Alto Gállego	Hombres	517
Abril 2009	02	Alto Gállego	Mujeres	355
Abril 2009	03	Sobrarbe	Hombres	169
Abril 2009	03	Sobrarbe	Mujeres	134
Abril 2009	04	La Ribagorza	Hombres	278
Abril 2009	04	La Ribagorza	Mujeres	245
Abril 2009	05	Cinco Villas	Hombres	945
Abril 2009	05	Cinco Villas	Mujeres	901
Abril 2009	06	Hoya de Huesca / Plana de Uesca	Hombres	2152
Abril 2009	06	Hoya de Huesca / Plana de Uesca	Mujeres	1592
Abril 2009	07	Somontano de Barbastro	Hombres	684
Abril 2009	07	Somontano de Barbastro	Mujeres	513
Abril 2009	08	Cinca Medio	Hombres	769
Abril 2009	08	Cinca Medio	Mujeres	592
Abril 2009	09	La Litera / La Llitera	Hombres	385
Abril 2009	09	La Litera / La Llitera	Mujeres	324
Abril 2009	10	Los Monegros	Hombres	324
Abril 2009	10	Los Monegros	Mujeres	265
Abril 2009	11	Bajo Cinca / Baix Cinca	Hombres	704
Abril 2009	11	Bajo Cinca / Baix Cinca	Mujeres	550
Abril 2009	12	Tarazona y el Moncayo	Hombres	577
Abril 2009	12	Tarazona y el Moncayo	Mujeres	730
Abril 2009	13	Campo de Borja	Hombres	460
Abril 2009	13	Campo de Borja	Mujeres	389
Abril 2009	14	Aranda	Hombres	284
Abril 2009	14	Aranda	Mujeres	291
Abril 2009	15	Ribera Alta del Ebro	Hombres	842
Abril 2009	15	Ribera Alta del Ebro	Mujeres	872
Abril 2009	16	Valdejalón	Hombres	1027
Abril 2009	16	Valdejalón	Mujeres	837
Abril 2009	17	Central	Hombres	27184
Abril 2009	17	Central	Mujeres	23147
Abril 2009	18	Ribera Baja del Ebro	Hombres	247
Abril 2009	18	Ribera Baja del Ebro	Mujeres	237
Abril 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	468
Abril 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	466
Abril 2009	20	Comunidad de Calatayud	Hombres	1223
Abril 2009	20	Comunidad de Calatayud	Mujeres	971
Abril 2009	21	Campo de Cariñena	Hombres	318
Abril 2009	21	Campo de Cariñena	Mujeres	208
Abril 2009	22	Campo de Belchite	Hombres	97
Abril 2009	22	Campo de Belchite	Mujeres	93
Abril 2009	23	Bajo Martín	Hombres	169
Abril 2009	23	Bajo Martín	Mujeres	132
Abril 2009	24	Campo de Daroca	Hombres	61
Abril 2009	24	Campo de Daroca	Mujeres	70
Abril 2009	25	Jiloca	Hombres	352
Abril 2009	25	Jiloca	Mujeres	251
Abril 2009	26	Cuencas Mineras	Hombres	343
Abril 2009	26	Cuencas Mineras	Mujeres	286
Abril 2009	27	Andorra-Sierra de Arcos	Hombres	297
Abril 2009	27	Andorra-Sierra de Arcos	Mujeres	287
Abril 2009	28	Bajo Aragón	Hombres	879
Abril 2009	28	Bajo Aragón	Mujeres	809
Abril 2009	29	Comunidad de Teruel	Hombres	1331
Abril 2009	29	Comunidad de Teruel	Mujeres	1206
Abril 2009	30	Maestrazgo	Hombres	77
Abril 2009	30	Maestrazgo	Mujeres	50
Abril 2009	31	Sierra de Albarracín	Hombres	90
Abril 2009	31	Sierra de Albarracín	Mujeres	107
Abril 2009	32	Gúdar-Javalambre	Hombres	254
Abril 2009	32	Gúdar-Javalambre	Mujeres	217
Abril 2009	33	Matarraña / Matarranya	Hombres	179
Abril 2009	33	Matarraña / Matarranya	Mujeres	114
Marzo 2009	01	La Jacetania	Hombres	496
Marzo 2009	01	La Jacetania	Mujeres	414
Marzo 2009	02	Alto Gállego	Hombres	478
Marzo 2009	02	Alto Gállego	Mujeres	317
Marzo 2009	03	Sobrarbe	Hombres	179
Marzo 2009	03	Sobrarbe	Mujeres	161
Marzo 2009	04	La Ribagorza	Hombres	265
Marzo 2009	04	La Ribagorza	Mujeres	216
Marzo 2009	05	Cinco Villas	Hombres	955
Marzo 2009	05	Cinco Villas	Mujeres	857
Marzo 2009	06	Hoya de Huesca / Plana de Uesca	Hombres	2088
Marzo 2009	06	Hoya de Huesca / Plana de Uesca	Mujeres	1600
Marzo 2009	07	Somontano de Barbastro	Hombres	651
Marzo 2009	07	Somontano de Barbastro	Mujeres	524
Marzo 2009	08	Cinca Medio	Hombres	787
Marzo 2009	08	Cinca Medio	Mujeres	623
Marzo 2009	09	La Litera / La Llitera	Hombres	370
Marzo 2009	09	La Litera / La Llitera	Mujeres	322
Marzo 2009	10	Los Monegros	Hombres	330
Marzo 2009	10	Los Monegros	Mujeres	266
Marzo 2009	11	Bajo Cinca / Baix Cinca	Hombres	712
Marzo 2009	11	Bajo Cinca / Baix Cinca	Mujeres	570
Marzo 2009	12	Tarazona y el Moncayo	Hombres	561
Marzo 2009	12	Tarazona y el Moncayo	Mujeres	717
Marzo 2009	13	Campo de Borja	Hombres	460
Marzo 2009	13	Campo de Borja	Mujeres	409
Marzo 2009	14	Aranda	Hombres	248
Marzo 2009	14	Aranda	Mujeres	241
Marzo 2009	15	Ribera Alta del Ebro	Hombres	842
Marzo 2009	15	Ribera Alta del Ebro	Mujeres	851
Marzo 2009	16	Valdejalón	Hombres	1008
Marzo 2009	16	Valdejalón	Mujeres	798
Marzo 2009	17	Central	Hombres	26184
Marzo 2009	17	Central	Mujeres	22745
Marzo 2009	18	Ribera Baja del Ebro	Hombres	238
Marzo 2009	18	Ribera Baja del Ebro	Mujeres	236
Marzo 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	408
Marzo 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	429
Marzo 2009	20	Comunidad de Calatayud	Hombres	1189
Marzo 2009	20	Comunidad de Calatayud	Mujeres	966
Marzo 2009	21	Campo de Cariñena	Hombres	310
Marzo 2009	21	Campo de Cariñena	Mujeres	216
Marzo 2009	22	Campo de Belchite	Hombres	105
Marzo 2009	22	Campo de Belchite	Mujeres	102
Marzo 2009	23	Bajo Martín	Hombres	168
Marzo 2009	23	Bajo Martín	Mujeres	140
Marzo 2009	24	Campo de Daroca	Hombres	69
Marzo 2009	24	Campo de Daroca	Mujeres	68
Marzo 2009	25	Jiloca	Hombres	341
Marzo 2009	25	Jiloca	Mujeres	240
Marzo 2009	26	Cuencas Mineras	Hombres	345
Marzo 2009	26	Cuencas Mineras	Mujeres	287
Marzo 2009	27	Andorra-Sierra de Arcos	Hombres	332
Marzo 2009	27	Andorra-Sierra de Arcos	Mujeres	278
Marzo 2009	28	Bajo Aragón	Hombres	875
Marzo 2009	28	Bajo Aragón	Mujeres	815
Marzo 2009	29	Comunidad de Teruel	Hombres	1288
Marzo 2009	29	Comunidad de Teruel	Mujeres	1163
Marzo 2009	30	Maestrazgo	Hombres	79
Marzo 2009	30	Maestrazgo	Mujeres	50
Marzo 2009	31	Sierra de Albarracín	Hombres	83
Marzo 2009	31	Sierra de Albarracín	Mujeres	105
Marzo 2009	32	Gúdar-Javalambre	Hombres	261
Marzo 2009	32	Gúdar-Javalambre	Mujeres	204
Marzo 2009	33	Matarraña / Matarranya	Hombres	168
Marzo 2009	33	Matarraña / Matarranya	Mujeres	120
Febrero 2009	01	La Jacetania	Hombres	508
Febrero 2009	01	La Jacetania	Mujeres	405
Febrero 2009	02	Alto Gállego	Hombres	467
Febrero 2009	02	Alto Gállego	Mujeres	314
Febrero 2009	03	Sobrarbe	Hombres	186
Febrero 2009	03	Sobrarbe	Mujeres	158
Febrero 2009	04	La Ribagorza	Hombres	268
Febrero 2009	04	La Ribagorza	Mujeres	215
Febrero 2009	05	Cinco Villas	Hombres	949
Febrero 2009	05	Cinco Villas	Mujeres	784
Febrero 2009	06	Hoya de Huesca / Plana de Uesca	Hombres	2091
Febrero 2009	06	Hoya de Huesca / Plana de Uesca	Mujeres	1593
Febrero 2009	07	Somontano de Barbastro	Hombres	646
Febrero 2009	07	Somontano de Barbastro	Mujeres	532
Febrero 2009	08	Cinca Medio	Hombres	759
Febrero 2009	08	Cinca Medio	Mujeres	597
Febrero 2009	09	La Litera / La Llitera	Hombres	372
Febrero 2009	09	La Litera / La Llitera	Mujeres	283
Febrero 2009	10	Los Monegros	Hombres	309
Febrero 2009	10	Los Monegros	Mujeres	251
Febrero 2009	11	Bajo Cinca / Baix Cinca	Hombres	651
Febrero 2009	11	Bajo Cinca / Baix Cinca	Mujeres	568
Febrero 2009	12	Tarazona y el Moncayo	Hombres	559
Febrero 2009	12	Tarazona y el Moncayo	Mujeres	705
Febrero 2009	13	Campo de Borja	Hombres	448
Febrero 2009	13	Campo de Borja	Mujeres	414
Febrero 2009	14	Aranda	Hombres	232
Febrero 2009	14	Aranda	Mujeres	214
Febrero 2009	15	Ribera Alta del Ebro	Hombres	789
Febrero 2009	15	Ribera Alta del Ebro	Mujeres	832
Febrero 2009	16	Valdejalón	Hombres	931
Febrero 2009	16	Valdejalón	Mujeres	778
Febrero 2009	17	Central	Hombres	25116
Febrero 2009	17	Central	Mujeres	21839
Febrero 2009	18	Ribera Baja del Ebro	Hombres	230
Febrero 2009	18	Ribera Baja del Ebro	Mujeres	217
Febrero 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	338
Febrero 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	340
Febrero 2009	20	Comunidad de Calatayud	Hombres	1148
Febrero 2009	20	Comunidad de Calatayud	Mujeres	937
Febrero 2009	21	Campo de Cariñena	Hombres	278
Febrero 2009	21	Campo de Cariñena	Mujeres	201
Febrero 2009	22	Campo de Belchite	Hombres	102
Febrero 2009	22	Campo de Belchite	Mujeres	100
Febrero 2009	23	Bajo Martín	Hombres	155
Febrero 2009	23	Bajo Martín	Mujeres	130
Febrero 2009	24	Campo de Daroca	Hombres	68
Febrero 2009	24	Campo de Daroca	Mujeres	65
Febrero 2009	25	Jiloca	Hombres	341
Febrero 2009	25	Jiloca	Mujeres	234
Febrero 2009	26	Cuencas Mineras	Hombres	329
Febrero 2009	26	Cuencas Mineras	Mujeres	268
Febrero 2009	27	Andorra-Sierra de Arcos	Hombres	349
Febrero 2009	27	Andorra-Sierra de Arcos	Mujeres	284
Febrero 2009	28	Bajo Aragón	Hombres	863
Febrero 2009	28	Bajo Aragón	Mujeres	762
Febrero 2009	29	Comunidad de Teruel	Hombres	1263
Febrero 2009	29	Comunidad de Teruel	Mujeres	1171
Febrero 2009	30	Maestrazgo	Hombres	74
Febrero 2009	30	Maestrazgo	Mujeres	50
Febrero 2009	31	Sierra de Albarracín	Hombres	85
Febrero 2009	31	Sierra de Albarracín	Mujeres	111
Febrero 2009	32	Gúdar-Javalambre	Hombres	274
Febrero 2009	32	Gúdar-Javalambre	Mujeres	196
Febrero 2009	33	Matarraña / Matarranya	Hombres	159
Febrero 2009	33	Matarraña / Matarranya	Mujeres	101
Enero 2009	01	La Jacetania	Hombres	491
Enero 2009	01	La Jacetania	Mujeres	381
Enero 2009	02	Alto Gállego	Hombres	467
Enero 2009	02	Alto Gállego	Mujeres	294
Enero 2009	03	Sobrarbe	Hombres	178
Enero 2009	03	Sobrarbe	Mujeres	142
Enero 2009	04	La Ribagorza	Hombres	269
Enero 2009	04	La Ribagorza	Mujeres	203
Enero 2009	05	Cinco Villas	Hombres	864
Enero 2009	05	Cinco Villas	Mujeres	739
Enero 2009	06	Hoya de Huesca / Plana de Uesca	Hombres	1972
Enero 2009	06	Hoya de Huesca / Plana de Uesca	Mujeres	1584
Enero 2009	07	Somontano de Barbastro	Hombres	620
Enero 2009	07	Somontano de Barbastro	Mujeres	518
Enero 2009	08	Cinca Medio	Hombres	760
Enero 2009	08	Cinca Medio	Mujeres	562
Enero 2009	09	La Litera / La Llitera	Hombres	354
Enero 2009	09	La Litera / La Llitera	Mujeres	258
Enero 2009	10	Los Monegros	Hombres	303
Enero 2009	10	Los Monegros	Mujeres	252
Enero 2009	11	Bajo Cinca / Baix Cinca	Hombres	618
Enero 2009	11	Bajo Cinca / Baix Cinca	Mujeres	507
Enero 2009	12	Tarazona y el Moncayo	Hombres	524
Enero 2009	12	Tarazona y el Moncayo	Mujeres	677
Enero 2009	13	Campo de Borja	Hombres	435
Enero 2009	13	Campo de Borja	Mujeres	394
Enero 2009	14	Aranda	Hombres	195
Enero 2009	14	Aranda	Mujeres	199
Enero 2009	15	Ribera Alta del Ebro	Hombres	792
Enero 2009	15	Ribera Alta del Ebro	Mujeres	809
Enero 2009	16	Valdejalón	Hombres	914
Enero 2009	16	Valdejalón	Mujeres	768
Enero 2009	17	Central	Hombres	23834
Enero 2009	17	Central	Mujeres	20650
Enero 2009	18	Ribera Baja del Ebro	Hombres	208
Enero 2009	18	Ribera Baja del Ebro	Mujeres	192
Enero 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	344
Enero 2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	333
Enero 2009	20	Comunidad de Calatayud	Hombres	1123
Enero 2009	20	Comunidad de Calatayud	Mujeres	859
Enero 2009	21	Campo de Cariñena	Hombres	282
Enero 2009	21	Campo de Cariñena	Mujeres	187
Enero 2009	22	Campo de Belchite	Hombres	101
Enero 2009	22	Campo de Belchite	Mujeres	101
Enero 2009	23	Bajo Martín	Hombres	152
Enero 2009	23	Bajo Martín	Mujeres	147
Enero 2009	24	Campo de Daroca	Hombres	67
Enero 2009	24	Campo de Daroca	Mujeres	64
Enero 2009	25	Jiloca	Hombres	340
Enero 2009	25	Jiloca	Mujeres	241
Enero 2009	26	Cuencas Mineras	Hombres	305
Enero 2009	26	Cuencas Mineras	Mujeres	249
Enero 2009	27	Andorra-Sierra de Arcos	Hombres	335
Enero 2009	27	Andorra-Sierra de Arcos	Mujeres	268
Enero 2009	28	Bajo Aragón	Hombres	843
Enero 2009	28	Bajo Aragón	Mujeres	709
Enero 2009	29	Comunidad de Teruel	Hombres	1170
Enero 2009	29	Comunidad de Teruel	Mujeres	1134
Enero 2009	30	Maestrazgo	Hombres	65
Enero 2009	30	Maestrazgo	Mujeres	41
Enero 2009	31	Sierra de Albarracín	Hombres	81
Enero 2009	31	Sierra de Albarracín	Mujeres	100
Enero 2009	32	Gúdar-Javalambre	Hombres	273
Enero 2009	32	Gúdar-Javalambre	Mujeres	195
Enero 2009	33	Matarraña / Matarranya	Hombres	151
Enero 2009	33	Matarraña / Matarranya	Mujeres	104
Diciembre 2008	01	La Jacetania	Hombres	449
Diciembre 2008	01	La Jacetania	Mujeres	313
Diciembre 2008	02	Alto Gállego	Hombres	415
Diciembre 2008	02	Alto Gállego	Mujeres	266
Diciembre 2008	03	Sobrarbe	Hombres	158
Diciembre 2008	03	Sobrarbe	Mujeres	127
Diciembre 2008	04	La Ribagorza	Hombres	228
