Año	Comarca Código	Comarca Nombre	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código
2009	27	Andorra-Sierra de Arcos	14	De 200 a 499 trabajadores	Leves	1
2009	28	Bajo Aragón	9	De 200 a 499 trabajadores	Leves	1
2009	29	Comunidad de Teruel	75	De 200 a 499 trabajadores	Leves	1
2009	NC	Municipio del centro de trabajo fuera de Aragón	16	De 200 a 499 trabajadores	Leves	1
2008	01	La Jacetania	11	De 200 a 499 trabajadores	Leves	1
2008	02	Alto Gállego	41	De 200 a 499 trabajadores	Leves	1
2008	03	Sobrarbe	3	De 200 a 499 trabajadores	Leves	1
2008	05	Cinco Villas	39	De 200 a 499 trabajadores	Leves	1
2008	06	Hoya de Huesca / Plana de Uesca	73	De 200 a 499 trabajadores	Leves	1
2008	07	Somontano de Barbastro	23	De 200 a 499 trabajadores	Leves	1
2008	08	Cinca Medio	6	De 200 a 499 trabajadores	Leves	1
2008	09	La Litera / La Llitera	53	De 200 a 499 trabajadores	Leves	1
2008	10	Los Monegros	3	De 200 a 499 trabajadores	Leves	1
2008	11	Bajo Cinca / Baix Cinca	25	De 200 a 499 trabajadores	Leves	1
2008	12	Tarazona y el Moncayo	15	De 200 a 499 trabajadores	Leves	1
2008	13	Campo de Borja	7	De 200 a 499 trabajadores	Leves	1
2008	15	Ribera Alta del Ebro	196	De 200 a 499 trabajadores	Leves	1
2008	16	Valdejalón	83	De 200 a 499 trabajadores	Leves	1
2008	17	D.C. Zaragoza	1491	De 200 a 499 trabajadores	Leves	1
2008	18	Ribera Baja del Ebro	6	De 200 a 499 trabajadores	Leves	1
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	De 200 a 499 trabajadores	Leves	1
2008	20	Comunidad de Calatayud	41	De 200 a 499 trabajadores	Leves	1
2008	21	Campo de Cariñena	8	De 200 a 499 trabajadores	Leves	1
2008	22	Campo de Belchite	6	De 200 a 499 trabajadores	Leves	1
2008	23	Bajo Martín	43	De 200 a 499 trabajadores	Leves	1
2008	24	Campo de Daroca	12	De 200 a 499 trabajadores	Leves	1
2008	25	Jiloca	18	De 200 a 499 trabajadores	Leves	1
2008	26	Cuencas Mineras	118	De 200 a 499 trabajadores	Leves	1
2008	27	Andorra-Sierra de Arcos	22	De 200 a 499 trabajadores	Leves	1
2008	28	Bajo Aragón	6	De 200 a 499 trabajadores	Leves	1
2008	29	Comunidad de Teruel	66	De 200 a 499 trabajadores	Leves	1
2008	33	Matarraña / Matarranya	2	De 200 a 499 trabajadores	Leves	1
2008	NC	Municipio del centro de trabajo fuera de Aragón	17	De 200 a 499 trabajadores	Leves	1
2007	01	La Jacetania	4	De 200 a 499 trabajadores	Leves	1
2007	02	Alto Gállego	23	De 200 a 499 trabajadores	Leves	1
2007	03	Sobrarbe	2	De 200 a 499 trabajadores	Leves	1
2007	05	Cinco Villas	74	De 200 a 499 trabajadores	Leves	1
2007	06	Hoya de Huesca / Plana de Uesca	97	De 200 a 499 trabajadores	Leves	1
2007	07	Somontano de Barbastro	30	De 200 a 499 trabajadores	Leves	1
2007	08	Cinca Medio	1	De 200 a 499 trabajadores	Leves	1
2007	09	La Litera / La Llitera	74	De 200 a 499 trabajadores	Leves	1
2007	10	Los Monegros	14	De 200 a 499 trabajadores	Leves	1
2007	11	Bajo Cinca / Baix Cinca	19	De 200 a 499 trabajadores	Leves	1
2007	12	Tarazona y el Moncayo	36	De 200 a 499 trabajadores	Leves	1
2007	13	Campo de Borja	11	De 200 a 499 trabajadores	Leves	1
2007	15	Ribera Alta del Ebro	171	De 200 a 499 trabajadores	Leves	1
2007	16	Valdejalón	86	De 200 a 499 trabajadores	Leves	1
2007	17	D.C. Zaragoza	1712	De 200 a 499 trabajadores	Leves	1
2007	18	Ribera Baja del Ebro	14	De 200 a 499 trabajadores	Leves	1
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	28	De 200 a 499 trabajadores	Leves	1
2007	20	Comunidad de Calatayud	54	De 200 a 499 trabajadores	Leves	1
2007	21	Campo de Cariñena	12	De 200 a 499 trabajadores	Leves	1
2007	22	Campo de Belchite	15	De 200 a 499 trabajadores	Leves	1
2007	23	Bajo Martín	67	De 200 a 499 trabajadores	Leves	1
2007	25	Jiloca	21	De 200 a 499 trabajadores	Leves	1
2007	26	Cuencas Mineras	64	De 200 a 499 trabajadores	Leves	1
2007	27	Andorra-Sierra de Arcos	108	De 200 a 499 trabajadores	Leves	1
2007	28	Bajo Aragón	7	De 200 a 499 trabajadores	Leves	1
2007	29	Comunidad de Teruel	64	De 200 a 499 trabajadores	Leves	1
2007	32	Gúdar-Javalambre	2	De 200 a 499 trabajadores	Leves	1
2007	33	Matarraña / Matarranya	3	De 200 a 499 trabajadores	Leves	1
2007	NC	Municipio del centro de trabajo fuera de Aragón	24	De 200 a 499 trabajadores	Leves	1
2006	01	La Jacetania	3	De 200 a 499 trabajadores	Leves	1
2006	02	Alto Gállego	13	De 200 a 499 trabajadores	Leves	1
2006	04	La Ribagorza	1	De 200 a 499 trabajadores	Leves	1
2006	05	Cinco Villas	103	De 200 a 499 trabajadores	Leves	1
2006	06	Hoya de Huesca / Plana de Uesca	117	De 200 a 499 trabajadores	Leves	1
2006	07	Somontano de Barbastro	21	De 200 a 499 trabajadores	Leves	1
2006	08	Cinca Medio	7	De 200 a 499 trabajadores	Leves	1
2006	09	La Litera / La Llitera	60	De 200 a 499 trabajadores	Leves	1
2006	10	Los Monegros	5	De 200 a 499 trabajadores	Leves	1
2006	11	Bajo Cinca / Baix Cinca	16	De 200 a 499 trabajadores	Leves	1
2006	12	Tarazona y el Moncayo	23	De 200 a 499 trabajadores	Leves	1
2006	13	Campo de Borja	2	De 200 a 499 trabajadores	Leves	1
2006	14	Aranda	1	De 200 a 499 trabajadores	Leves	1
2006	15	Ribera Alta del Ebro	139	De 200 a 499 trabajadores	Leves	1
2006	16	Valdejalón	128	De 200 a 499 trabajadores	Leves	1
2006	17	D.C. Zaragoza	1556	De 200 a 499 trabajadores	Leves	1
2006	18	Ribera Baja del Ebro	16	De 200 a 499 trabajadores	Leves	1
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	22	De 200 a 499 trabajadores	Leves	1
2006	20	Comunidad de Calatayud	51	De 200 a 499 trabajadores	Leves	1
2006	21	Campo de Cariñena	22	De 200 a 499 trabajadores	Leves	1
2006	22	Campo de Belchite	1	De 200 a 499 trabajadores	Leves	1
2006	23	Bajo Martín	40	De 200 a 499 trabajadores	Leves	1
2006	24	Campo de Daroca	1	De 200 a 499 trabajadores	Leves	1
2006	25	Jiloca	24	De 200 a 499 trabajadores	Leves	1
2006	26	Cuencas Mineras	39	De 200 a 499 trabajadores	Leves	1
2006	27	Andorra-Sierra de Arcos	28	De 200 a 499 trabajadores	Leves	1
2006	28	Bajo Aragón	5	De 200 a 499 trabajadores	Leves	1
2006	29	Comunidad de Teruel	60	De 200 a 499 trabajadores	Leves	1
2006	32	Gúdar-Javalambre	1	De 200 a 499 trabajadores	Leves	1
2006	NC	Municipio del centro de trabajo fuera de Aragón	29	De 200 a 499 trabajadores	Leves	1
2005	01	La Jacetania	8	De 200 a 499 trabajadores	Leves	1
2005	02	Alto Gállego	8	De 200 a 499 trabajadores	Leves	1
2005	05	Cinco Villas	85	De 200 a 499 trabajadores	Leves	1
2005	06	Hoya de Huesca / Plana de Uesca	107	De 200 a 499 trabajadores	Leves	1
2005	07	Somontano de Barbastro	24	De 200 a 499 trabajadores	Leves	1
2005	08	Cinca Medio	4	De 200 a 499 trabajadores	Leves	1
2005	09	La Litera / La Llitera	47	De 200 a 499 trabajadores	Leves	1
2005	10	Los Monegros	3	De 200 a 499 trabajadores	Leves	1
2005	11	Bajo Cinca / Baix Cinca	24	De 200 a 499 trabajadores	Leves	1
2005	12	Tarazona y el Moncayo	18	De 200 a 499 trabajadores	Leves	1
2005	13	Campo de Borja	3	De 200 a 499 trabajadores	Leves	1
2005	15	Ribera Alta del Ebro	91	De 200 a 499 trabajadores	Leves	1
2005	16	Valdejalón	83	De 200 a 499 trabajadores	Leves	1
2005	17	D.C. Zaragoza	1274	De 200 a 499 trabajadores	Leves	1
2005	18	Ribera Baja del Ebro	15	De 200 a 499 trabajadores	Leves	1
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	36	De 200 a 499 trabajadores	Leves	1
2005	20	Comunidad de Calatayud	20	De 200 a 499 trabajadores	Leves	1
2005	21	Campo de Cariñena	30	De 200 a 499 trabajadores	Leves	1
2005	22	Campo de Belchite	8	De 200 a 499 trabajadores	Leves	1
2005	23	Bajo Martín	45	De 200 a 499 trabajadores	Leves	1
2005	24	Campo de Daroca	3	De 200 a 499 trabajadores	Leves	1
2005	25	Jiloca	24	De 200 a 499 trabajadores	Leves	1
2005	26	Cuencas Mineras	73	De 200 a 499 trabajadores	Leves	1
2005	27	Andorra-Sierra de Arcos	53	De 200 a 499 trabajadores	Leves	1
2005	28	Bajo Aragón	4	De 200 a 499 trabajadores	Leves	1
2005	29	Comunidad de Teruel	56	De 200 a 499 trabajadores	Leves	1
2005	32	Gúdar-Javalambre	3	De 200 a 499 trabajadores	Leves	1
2005	33	Matarraña / Matarranya	1	De 200 a 499 trabajadores	Leves	1
2005	NC	Municipio del centro de trabajo fuera de Aragón	19	De 200 a 499 trabajadores	Leves	1
2004	01	La Jacetania	7	De 200 a 499 trabajadores	Leves	1
2004	02	Alto Gállego	9	De 200 a 499 trabajadores	Leves	1
2004	05	Cinco Villas	27	De 200 a 499 trabajadores	Leves	1
2004	06	Hoya de Huesca / Plana de Uesca	109	De 200 a 499 trabajadores	Leves	1
2004	07	Somontano de Barbastro	23	De 200 a 499 trabajadores	Leves	1
2004	08	Cinca Medio	3	De 200 a 499 trabajadores	Leves	1
2004	09	La Litera / La Llitera	61	De 200 a 499 trabajadores	Leves	1
2004	10	Los Monegros	2	De 200 a 499 trabajadores	Leves	1
2004	11	Bajo Cinca / Baix Cinca	23	De 200 a 499 trabajadores	Leves	1
2004	12	Tarazona y el Moncayo	5	De 200 a 499 trabajadores	Leves	1
2004	13	Campo de Borja	54	De 200 a 499 trabajadores	Leves	1
2004	15	Ribera Alta del Ebro	90	De 200 a 499 trabajadores	Leves	1
2004	16	Valdejalón	68	De 200 a 499 trabajadores	Leves	1
2004	17	D.C. Zaragoza	1366	De 200 a 499 trabajadores	Leves	1
2004	18	Ribera Baja del Ebro	5	De 200 a 499 trabajadores	Leves	1
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	26	De 200 a 499 trabajadores	Leves	1
2004	20	Comunidad de Calatayud	54	De 200 a 499 trabajadores	Leves	1
2004	21	Campo de Cariñena	30	De 200 a 499 trabajadores	Leves	1
2004	22	Campo de Belchite	7	De 200 a 499 trabajadores	Leves	1
2004	23	Bajo Martín	20	De 200 a 499 trabajadores	Leves	1
2004	25	Jiloca	27	De 200 a 499 trabajadores	Leves	1
2004	26	Cuencas Mineras	49	De 200 a 499 trabajadores	Leves	1
2004	27	Andorra-Sierra de Arcos	55	De 200 a 499 trabajadores	Leves	1
2004	28	Bajo Aragón	5	De 200 a 499 trabajadores	Leves	1
2004	29	Comunidad de Teruel	59	De 200 a 499 trabajadores	Leves	1
2004	30	Maestrazgo	1	De 200 a 499 trabajadores	Leves	1
2004	31	Sierra de Albarracín	1	De 200 a 499 trabajadores	Leves	1
2004	32	Gúdar-Javalambre	3	De 200 a 499 trabajadores	Leves	1
2004	33	Matarraña / Matarranya	3	De 200 a 499 trabajadores	Leves	1
2004	NC	Municipio del centro de trabajo fuera de Aragón	26	De 200 a 499 trabajadores	Leves	1
2003	01	La Jacetania	5	De 200 a 499 trabajadores	Leves	1
2003	02	Alto Gállego	5	De 200 a 499 trabajadores	Leves	1
2003	03	Sobrarbe	1	De 200 a 499 trabajadores	Leves	1
2003	05	Cinco Villas	36	De 200 a 499 trabajadores	Leves	1
2003	06	Hoya de Huesca / Plana de Uesca	91	De 200 a 499 trabajadores	Leves	1
2003	07	Somontano de Barbastro	40	De 200 a 499 trabajadores	Leves	1
2003	08	Cinca Medio	1	De 200 a 499 trabajadores	Leves	1
2003	09	La Litera / La Llitera	57	De 200 a 499 trabajadores	Leves	1
2003	10	Los Monegros	3	De 200 a 499 trabajadores	Leves	1
2003	11	Bajo Cinca / Baix Cinca	28	De 200 a 499 trabajadores	Leves	1
2003	12	Tarazona y el Moncayo	34	De 200 a 499 trabajadores	Leves	1
2003	13	Campo de Borja	125	De 200 a 499 trabajadores	Leves	1
2003	15	Ribera Alta del Ebro	91	De 200 a 499 trabajadores	Leves	1
2003	16	Valdejalón	50	De 200 a 499 trabajadores	Leves	1
2003	17	D.C. Zaragoza	1308	De 200 a 499 trabajadores	Leves	1
2003	18	Ribera Baja del Ebro	12	De 200 a 499 trabajadores	Leves	1
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	De 200 a 499 trabajadores	Leves	1
2003	20	Comunidad de Calatayud	32	De 200 a 499 trabajadores	Leves	1
2003	21	Campo de Cariñena	38	De 200 a 499 trabajadores	Leves	1
2003	22	Campo de Belchite	7	De 200 a 499 trabajadores	Leves	1
2003	23	Bajo Martín	28	De 200 a 499 trabajadores	Leves	1
2003	24	Campo de Daroca	1	De 200 a 499 trabajadores	Leves	1
2003	25	Jiloca	21	De 200 a 499 trabajadores	Leves	1
2003	26	Cuencas Mineras	58	De 200 a 499 trabajadores	Leves	1
2003	27	Andorra-Sierra de Arcos	71	De 200 a 499 trabajadores	Leves	1
2003	28	Bajo Aragón	7	De 200 a 499 trabajadores	Leves	1
2003	29	Comunidad de Teruel	50	De 200 a 499 trabajadores	Leves	1
2003	NC	Municipio del centro de trabajo fuera de Aragón	12	De 200 a 499 trabajadores	Leves	1
2017	05	Cinco Villas	1	De 200 a 499 trabajadores	Graves o muy graves	2
2017	11	Bajo Cinca / Baix Cinca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2017	17	D.C. Zaragoza	2	De 200 a 499 trabajadores	Graves o muy graves	2
2017	26	Cuencas Mineras	1	De 200 a 499 trabajadores	Graves o muy graves	2
2017	29	Comunidad de Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2016	06	Hoya de Huesca / Plana de Uesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2016	15	Ribera Alta del Ebro	1	De 200 a 499 trabajadores	Graves o muy graves	2
2016	23	Bajo Martín	1	De 200 a 499 trabajadores	Graves o muy graves	2
2016	25	Jiloca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2016	29	Comunidad de Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2015	17	D.C. Zaragoza	2	De 200 a 499 trabajadores	Graves o muy graves	2
2015	20	Comunidad de Calatayud	1	De 200 a 499 trabajadores	Graves o muy graves	2
2015	23	Bajo Martín	1	De 200 a 499 trabajadores	Graves o muy graves	2
2015	29	Comunidad de Teruel	2	De 200 a 499 trabajadores	Graves o muy graves	2
2014	06	Hoya de Huesca / Plana de Uesca	2	De 200 a 499 trabajadores	Graves o muy graves	2
2014	09	La Litera / La Llitera	1	De 200 a 499 trabajadores	Graves o muy graves	2
2014	17	D.C. Zaragoza	3	De 200 a 499 trabajadores	Graves o muy graves	2
2014	20	Comunidad de Calatayud	1	De 200 a 499 trabajadores	Graves o muy graves	2
2014	25	Jiloca	2	De 200 a 499 trabajadores	Graves o muy graves	2
2013	09	La Litera / La Llitera	1	De 200 a 499 trabajadores	Graves o muy graves	2
2013	17	D.C. Zaragoza	6	De 200 a 499 trabajadores	Graves o muy graves	2
2013	NC	Municipio del centro de trabajo fuera de Aragón	1	De 200 a 499 trabajadores	Graves o muy graves	2
2012	17	D.C. Zaragoza	2	De 200 a 499 trabajadores	Graves o muy graves	2
2012	29	Comunidad de Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2011	02	Alto Gállego	1	De 200 a 499 trabajadores	Graves o muy graves	2
2011	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Graves o muy graves	2
2011	26	Cuencas Mineras	1	De 200 a 499 trabajadores	Graves o muy graves	2
2010	06	Hoya de Huesca / Plana de Uesca	2	De 200 a 499 trabajadores	Graves o muy graves	2
2010	08	Cinca Medio	1	De 200 a 499 trabajadores	Graves o muy graves	2
2010	17	D.C. Zaragoza	6	De 200 a 499 trabajadores	Graves o muy graves	2
2010	25	Jiloca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2009	12	Tarazona y el Moncayo	1	De 200 a 499 trabajadores	Graves o muy graves	2
2009	17	D.C. Zaragoza	2	De 200 a 499 trabajadores	Graves o muy graves	2
2009	27	Andorra-Sierra de Arcos	1	De 200 a 499 trabajadores	Graves o muy graves	2
2009	NC	Municipio del centro de trabajo fuera de Aragón	1	De 200 a 499 trabajadores	Graves o muy graves	2
2008	02	Alto Gállego	1	De 200 a 499 trabajadores	Graves o muy graves	2
2008	03	Sobrarbe	1	De 200 a 499 trabajadores	Graves o muy graves	2
2008	04	La Ribagorza	1	De 200 a 499 trabajadores	Graves o muy graves	2
2008	09	La Litera / La Llitera	1	De 200 a 499 trabajadores	Graves o muy graves	2
2008	17	D.C. Zaragoza	8	De 200 a 499 trabajadores	Graves o muy graves	2
2008	NC	Municipio del centro de trabajo fuera de Aragón	1	De 200 a 499 trabajadores	Graves o muy graves	2
2007	05	Cinco Villas	1	De 200 a 499 trabajadores	Graves o muy graves	2
2007	17	D.C. Zaragoza	6	De 200 a 499 trabajadores	Graves o muy graves	2
2007	27	Andorra-Sierra de Arcos	1	De 200 a 499 trabajadores	Graves o muy graves	2
2007	NC	Municipio del centro de trabajo fuera de Aragón	1	De 200 a 499 trabajadores	Graves o muy graves	2
2006	05	Cinco Villas	2	De 200 a 499 trabajadores	Graves o muy graves	2
2006	17	D.C. Zaragoza	8	De 200 a 499 trabajadores	Graves o muy graves	2
2006	29	Comunidad de Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2005	03	Sobrarbe	1	De 200 a 499 trabajadores	Graves o muy graves	2
2005	15	Ribera Alta del Ebro	1	De 200 a 499 trabajadores	Graves o muy graves	2
2005	17	D.C. Zaragoza	8	De 200 a 499 trabajadores	Graves o muy graves	2
2004	07	Somontano de Barbastro	1	De 200 a 499 trabajadores	Graves o muy graves	2
2004	11	Bajo Cinca / Baix Cinca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2004	16	Valdejalón	1	De 200 a 499 trabajadores	Graves o muy graves	2
2004	17	D.C. Zaragoza	13	De 200 a 499 trabajadores	Graves o muy graves	2
2004	18	Ribera Baja del Ebro	1	De 200 a 499 trabajadores	Graves o muy graves	2
2004	23	Bajo Martín	1	De 200 a 499 trabajadores	Graves o muy graves	2
2004	27	Andorra-Sierra de Arcos	2	De 200 a 499 trabajadores	Graves o muy graves	2
2004	29	Comunidad de Teruel	2	De 200 a 499 trabajadores	Graves o muy graves	2
2004	NC	Municipio del centro de trabajo fuera de Aragón	1	De 200 a 499 trabajadores	Graves o muy graves	2
2003	01	La Jacetania	2	De 200 a 499 trabajadores	Graves o muy graves	2
2003	07	Somontano de Barbastro	2	De 200 a 499 trabajadores	Graves o muy graves	2
2003	15	Ribera Alta del Ebro	1	De 200 a 499 trabajadores	Graves o muy graves	2
2003	17	D.C. Zaragoza	5	De 200 a 499 trabajadores	Graves o muy graves	2
2003	27	Andorra-Sierra de Arcos	1	De 200 a 499 trabajadores	Graves o muy graves	2
2003	29	Comunidad de Teruel	2	De 200 a 499 trabajadores	Graves o muy graves	2
2017	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2017	NC	Municipio del centro de trabajo fuera de Aragón	1	De 200 a 499 trabajadores	Mortales	3
2016	15	Ribera Alta del Ebro	1	De 200 a 499 trabajadores	Mortales	3
2016	17	D.C. Zaragoza	2	De 200 a 499 trabajadores	Mortales	3
2015	17	D.C. Zaragoza	3	De 200 a 499 trabajadores	Mortales	3
2014	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2013	17	D.C. Zaragoza	2	De 200 a 499 trabajadores	Mortales	3
2012	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2011	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2011	29	Comunidad de Teruel	1	De 200 a 499 trabajadores	Mortales	3
2010	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2010	29	Comunidad de Teruel	1	De 200 a 499 trabajadores	Mortales	3
2009	06	Hoya de Huesca / Plana de Uesca	2	De 200 a 499 trabajadores	Mortales	3
2009	15	Ribera Alta del Ebro	1	De 200 a 499 trabajadores	Mortales	3
2008	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2007	16	Valdejalón	1	De 200 a 499 trabajadores	Mortales	3
2007	23	Bajo Martín	1	De 200 a 499 trabajadores	Mortales	3
2007	26	Cuencas Mineras	1	De 200 a 499 trabajadores	Mortales	3
2007	29	Comunidad de Teruel	1	De 200 a 499 trabajadores	Mortales	3
2006	06	Hoya de Huesca / Plana de Uesca	1	De 200 a 499 trabajadores	Mortales	3
2006	17	D.C. Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2006	20	Comunidad de Calatayud	1	De 200 a 499 trabajadores	Mortales	3
2006	25	Jiloca	1	De 200 a 499 trabajadores	Mortales	3
2006	26	Cuencas Mineras	1	De 200 a 499 trabajadores	Mortales	3
2005	17	D.C. Zaragoza	2	De 200 a 499 trabajadores	Mortales	3
2005	23	Bajo Martín	1	De 200 a 499 trabajadores	Mortales	3
2004	23	Bajo Martín	1	De 200 a 499 trabajadores	Mortales	3
2017	01	La Jacetania	2	De 500 a 999 trabajadores	Leves	1
2017	02	Alto Gállego	2	De 500 a 999 trabajadores	Leves	1
2017	03	Sobrarbe	1	De 500 a 999 trabajadores	Leves	1
2017	05	Cinco Villas	6	De 500 a 999 trabajadores	Leves	1
2017	06	Hoya de Huesca / Plana de Uesca	48	De 500 a 999 trabajadores	Leves	1
2017	07	Somontano de Barbastro	10	De 500 a 999 trabajadores	Leves	1
2017	08	Cinca Medio	1	De 500 a 999 trabajadores	Leves	1
2017	09	La Litera / La Llitera	1	De 500 a 999 trabajadores	Leves	1
2017	11	Bajo Cinca / Baix Cinca	4	De 500 a 999 trabajadores	Leves	1
2017	12	Tarazona y el Moncayo	3	De 500 a 999 trabajadores	Leves	1
2017	13	Campo de Borja	17	De 500 a 999 trabajadores	Leves	1
2017	14	Aranda	1	De 500 a 999 trabajadores	Leves	1
2017	15	Ribera Alta del Ebro	99	De 500 a 999 trabajadores	Leves	1
2017	16	Valdejalón	16	De 500 a 999 trabajadores	Leves	1
2017	17	D.C. Zaragoza	479	De 500 a 999 trabajadores	Leves	1
2017	18	Ribera Baja del Ebro	3	De 500 a 999 trabajadores	Leves	1
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	De 500 a 999 trabajadores	Leves	1
2017	20	Comunidad de Calatayud	6	De 500 a 999 trabajadores	Leves	1
2017	21	Campo de Cariñena	21	De 500 a 999 trabajadores	Leves	1
2017	22	Campo de Belchite	1	De 500 a 999 trabajadores	Leves	1
2017	24	Campo de Daroca	1	De 500 a 999 trabajadores	Leves	1
2017	27	Andorra-Sierra de Arcos	2	De 500 a 999 trabajadores	Leves	1
2017	28	Bajo Aragón	2	De 500 a 999 trabajadores	Leves	1
2017	29	Comunidad de Teruel	50	De 500 a 999 trabajadores	Leves	1
2017	31	Sierra de Albarracín	1	De 500 a 999 trabajadores	Leves	1
2017	NC	Municipio del centro de trabajo fuera de Aragón	2	De 500 a 999 trabajadores	Leves	1
2016	02	Alto Gállego	1	De 500 a 999 trabajadores	Leves	1
2016	03	Sobrarbe	1	De 500 a 999 trabajadores	Leves	1
2016	05	Cinco Villas	6	De 500 a 999 trabajadores	Leves	1
2016	06	Hoya de Huesca / Plana de Uesca	46	De 500 a 999 trabajadores	Leves	1
2016	07	Somontano de Barbastro	9	De 500 a 999 trabajadores	Leves	1
2016	11	Bajo Cinca / Baix Cinca	1	De 500 a 999 trabajadores	Leves	1
2016	12	Tarazona y el Moncayo	5	De 500 a 999 trabajadores	Leves	1
2016	13	Campo de Borja	23	De 500 a 999 trabajadores	Leves	1
2016	14	Aranda	1	De 500 a 999 trabajadores	Leves	1
2016	15	Ribera Alta del Ebro	44	De 500 a 999 trabajadores	Leves	1
2016	16	Valdejalón	13	De 500 a 999 trabajadores	Leves	1
2016	17	D.C. Zaragoza	442	De 500 a 999 trabajadores	Leves	1
2016	18	Ribera Baja del Ebro	2	De 500 a 999 trabajadores	Leves	1
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	De 500 a 999 trabajadores	Leves	1
2016	20	Comunidad de Calatayud	8	De 500 a 999 trabajadores	Leves	1
2016	21	Campo de Cariñena	14	De 500 a 999 trabajadores	Leves	1
2016	25	Jiloca	2	De 500 a 999 trabajadores	Leves	1
2016	26	Cuencas Mineras	1	De 500 a 999 trabajadores	Leves	1
2016	27	Andorra-Sierra de Arcos	1	De 500 a 999 trabajadores	Leves	1
2016	28	Bajo Aragón	3	De 500 a 999 trabajadores	Leves	1
2016	29	Comunidad de Teruel	53	De 500 a 999 trabajadores	Leves	1
2016	31	Sierra de Albarracín	2	De 500 a 999 trabajadores	Leves	1
2016	NC	Municipio del centro de trabajo fuera de Aragón	3	De 500 a 999 trabajadores	Leves	1
2015	05	Cinco Villas	7	De 500 a 999 trabajadores	Leves	1
2015	06	Hoya de Huesca / Plana de Uesca	61	De 500 a 999 trabajadores	Leves	1
2015	07	Somontano de Barbastro	3	De 500 a 999 trabajadores	Leves	1
2015	12	Tarazona y el Moncayo	3	De 500 a 999 trabajadores	Leves	1
2015	13	Campo de Borja	11	De 500 a 999 trabajadores	Leves	1
2015	14	Aranda	1	De 500 a 999 trabajadores	Leves	1
2015	15	Ribera Alta del Ebro	67	De 500 a 999 trabajadores	Leves	1
2015	16	Valdejalón	6	De 500 a 999 trabajadores	Leves	1
2015	17	D.C. Zaragoza	353	De 500 a 999 trabajadores	Leves	1
2015	18	Ribera Baja del Ebro	5	De 500 a 999 trabajadores	Leves	1
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	De 500 a 999 trabajadores	Leves	1
2015	20	Comunidad de Calatayud	4	De 500 a 999 trabajadores	Leves	1
2015	21	Campo de Cariñena	10	De 500 a 999 trabajadores	Leves	1
2015	25	Jiloca	1	De 500 a 999 trabajadores	Leves	1
2015	26	Cuencas Mineras	1	De 500 a 999 trabajadores	Leves	1
2015	29	Comunidad de Teruel	31	De 500 a 999 trabajadores	Leves	1
2014	01	La Jacetania	1	De 500 a 999 trabajadores	Leves	1
2014	02	Alto Gállego	1	De 500 a 999 trabajadores	Leves	1
2014	05	Cinco Villas	2	De 500 a 999 trabajadores	Leves	1
2014	06	Hoya de Huesca / Plana de Uesca	48	De 500 a 999 trabajadores	Leves	1
2014	12	Tarazona y el Moncayo	4	De 500 a 999 trabajadores	Leves	1
2014	13	Campo de Borja	24	De 500 a 999 trabajadores	Leves	1
2014	14	Aranda	1	De 500 a 999 trabajadores	Leves	1
2014	15	Ribera Alta del Ebro	62	De 500 a 999 trabajadores	Leves	1
2014	16	Valdejalón	13	De 500 a 999 trabajadores	Leves	1
2014	17	D.C. Zaragoza	351	De 500 a 999 trabajadores	Leves	1
2014	18	Ribera Baja del Ebro	1	De 500 a 999 trabajadores	Leves	1
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	De 500 a 999 trabajadores	Leves	1
2014	21	Campo de Cariñena	17	De 500 a 999 trabajadores	Leves	1
2014	24	Campo de Daroca	1	De 500 a 999 trabajadores	Leves	1
2014	29	Comunidad de Teruel	31	De 500 a 999 trabajadores	Leves	1
