Mes (código)	Mes y año	Comarca nombre	Comarca código	Sexo	Régimen	Afiliaciones en alta
201012	Diciembre 2010	Campo de Belchite	22	Mujeres	Agrario ajena	2
201012	Diciembre 2010	Campo de Borja	13	Hombres	Agrario ajena	158
201012	Diciembre 2010	Campo de Borja	13	Mujeres	Agrario ajena	36
201012	Diciembre 2010	Campo de Cariñena	21	Hombres	Agrario ajena	527
201012	Diciembre 2010	Campo de Cariñena	21	Mujeres	Agrario ajena	153
201012	Diciembre 2010	Campo de Daroca	24	Hombres	Agrario ajena	68
201012	Diciembre 2010	Campo de Daroca	24	Mujeres	Agrario ajena	20
201012	Diciembre 2010	Cinca Medio	08	Hombres	Agrario ajena	159
201012	Diciembre 2010	Cinca Medio	08	Mujeres	Agrario ajena	23
201012	Diciembre 2010	Cinco Villas	05	Hombres	Agrario ajena	408
201012	Diciembre 2010	Cinco Villas	05	Mujeres	Agrario ajena	55
201012	Diciembre 2010	Comunidad de Calatayud	20	Hombres	Agrario ajena	717
201012	Diciembre 2010	Comunidad de Calatayud	20	Mujeres	Agrario ajena	171
201012	Diciembre 2010	Comunidad de Teruel	29	Hombres	Agrario ajena	216
201012	Diciembre 2010	Comunidad de Teruel	29	Mujeres	Agrario ajena	13
201012	Diciembre 2010	Cuencas Mineras	26	Hombres	Agrario ajena	77
201012	Diciembre 2010	Cuencas Mineras	26	Mujeres	Agrario ajena	3
201012	Diciembre 2010	D.C. Zaragoza	17	Hombres	Agrario ajena	1607
201012	Diciembre 2010	D.C. Zaragoza	17	Mujeres	Agrario ajena	212
201012	Diciembre 2010	Gúdar-Javalambre	32	Hombres	Agrario ajena	63
201012	Diciembre 2010	Gúdar-Javalambre	32	Mujeres	Agrario ajena	3
201012	Diciembre 2010	Hoya de Huesca / Plana de Uesca	06	Hombres	Agrario ajena	199
201012	Diciembre 2010	Hoya de Huesca / Plana de Uesca	06	Mujeres	Agrario ajena	8
201012	Diciembre 2010	Jiloca	25	Hombres	Agrario ajena	80
201012	Diciembre 2010	Jiloca	25	Mujeres	Agrario ajena	2
201012	Diciembre 2010	La Jacetania	01	Hombres	Agrario ajena	24
201012	Diciembre 2010	La Jacetania	01	Mujeres	Agrario ajena	1
201012	Diciembre 2010	La Litera / La Llitera	09	Hombres	Agrario ajena	175
201012	Diciembre 2010	La Litera / La Llitera	09	Mujeres	Agrario ajena	38
201012	Diciembre 2010	La Ribagorza	04	Hombres	Agrario ajena	77
201012	Diciembre 2010	La Ribagorza	04	Mujeres	Agrario ajena	6
201012	Diciembre 2010	Los Monegros	10	Hombres	Agrario ajena	213
201012	Diciembre 2010	Los Monegros	10	Mujeres	Agrario ajena	36
201012	Diciembre 2010	Maestrazgo	30	Hombres	Agrario ajena	30
201012	Diciembre 2010	Maestrazgo	30	Mujeres	Agrario ajena	8
201012	Diciembre 2010	Matarraña / Matarranya	33	Hombres	Agrario ajena	132
201012	Diciembre 2010	Matarraña / Matarranya	33	Mujeres	Agrario ajena	10
201012	Diciembre 2010	Ribera Alta del Ebro	15	Hombres	Agrario ajena	159
201012	Diciembre 2010	Ribera Alta del Ebro	15	Mujeres	Agrario ajena	68
201012	Diciembre 2010	Ribera Baja del Ebro	18	Hombres	Agrario ajena	102
201012	Diciembre 2010	Ribera Baja del Ebro	18	Mujeres	Agrario ajena	20
201012	Diciembre 2010	Sierra de Albarracín	31	Hombres	Agrario ajena	37
201012	Diciembre 2010	Sierra de Albarracín	31	Mujeres	Agrario ajena	2
201012	Diciembre 2010	Sobrarbe	03	Hombres	Agrario ajena	18
201012	Diciembre 2010	Sobrarbe	03	Mujeres	Agrario ajena	1
201012	Diciembre 2010	Somontano de Barbastro	07	Hombres	Agrario ajena	195
201012	Diciembre 2010	Somontano de Barbastro	07	Mujeres	Agrario ajena	31
201012	Diciembre 2010	Tarazona y el Moncayo	12	Hombres	Agrario ajena	42
201012	Diciembre 2010	Tarazona y el Moncayo	12	Mujeres	Agrario ajena	6
201012	Diciembre 2010	Valdejalón	16	Hombres	Agrario ajena	1476
201012	Diciembre 2010	Valdejalón	16	Mujeres	Agrario ajena	620
201012	Diciembre 2010	Alto Gállego	02	Mujeres	Hogar Fijos	33
201012	Diciembre 2010	Andorra-Sierra de Arcos	27	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Andorra-Sierra de Arcos	27	Mujeres	Hogar Fijos	12
201012	Diciembre 2010	Aranda	14	Mujeres	Hogar Fijos	8
201012	Diciembre 2010	Bajo Aragón	28	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Bajo Aragón	28	Mujeres	Hogar Fijos	72
201012	Diciembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Hogar Fijos	20
201012	Diciembre 2010	Bajo Cinca / Baix Cinca	11	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Bajo Cinca / Baix Cinca	11	Mujeres	Hogar Fijos	15
201012	Diciembre 2010	Bajo Martín	23	Mujeres	Hogar Fijos	12
201012	Diciembre 2010	Campo de Belchite	22	Mujeres	Hogar Fijos	8
201012	Diciembre 2010	Campo de Borja	13	Mujeres	Hogar Fijos	28
201012	Diciembre 2010	Campo de Cariñena	21	Mujeres	Hogar Fijos	17
201012	Diciembre 2010	Campo de Daroca	24	Mujeres	Hogar Fijos	11
201012	Diciembre 2010	Cinca Medio	08	Hombres	Hogar Fijos	2
201012	Diciembre 2010	Cinca Medio	08	Mujeres	Hogar Fijos	49
201012	Diciembre 2010	Cinco Villas	05	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Cinco Villas	05	Mujeres	Hogar Fijos	61
201012	Diciembre 2010	Comunidad de Calatayud	20	Mujeres	Hogar Fijos	93
201012	Diciembre 2010	Comunidad de Teruel	29	Hombres	Hogar Fijos	6
201012	Diciembre 2010	Comunidad de Teruel	29	Mujeres	Hogar Fijos	177
201012	Diciembre 2010	Cuencas Mineras	26	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Cuencas Mineras	26	Mujeres	Hogar Fijos	11
201012	Diciembre 2010	D.C. Zaragoza	17	Hombres	Hogar Fijos	184
201012	Diciembre 2010	D.C. Zaragoza	17	Mujeres	Hogar Fijos	3368
201012	Diciembre 2010	Gúdar-Javalambre	32	Hombres	Hogar Fijos	2
201012	Diciembre 2010	Gúdar-Javalambre	32	Mujeres	Hogar Fijos	13
201012	Diciembre 2010	Hoya de Huesca / Plana de Uesca	06	Hombres	Hogar Fijos	5
201012	Diciembre 2010	Hoya de Huesca / Plana de Uesca	06	Mujeres	Hogar Fijos	237
201012	Diciembre 2010	Jiloca	25	Mujeres	Hogar Fijos	29
201012	Diciembre 2010	La Jacetania	01	Hombres	Hogar Fijos	2
201012	Diciembre 2010	La Jacetania	01	Mujeres	Hogar Fijos	54
201012	Diciembre 2010	La Litera / La Llitera	09	Mujeres	Hogar Fijos	42
201012	Diciembre 2010	La Ribagorza	04	Hombres	Hogar Fijos	1
201012	Diciembre 2010	La Ribagorza	04	Mujeres	Hogar Fijos	34
201012	Diciembre 2010	Los Monegros	10	Mujeres	Hogar Fijos	42
201012	Diciembre 2010	Maestrazgo	30	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Maestrazgo	30	Mujeres	Hogar Fijos	5
201012	Diciembre 2010	Matarraña / Matarranya	33	Hombres	Hogar Fijos	3
201012	Diciembre 2010	Matarraña / Matarranya	33	Mujeres	Hogar Fijos	18
201012	Diciembre 2010	Ribera Alta del Ebro	15	Mujeres	Hogar Fijos	44
201012	Diciembre 2010	Ribera Baja del Ebro	18	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Ribera Baja del Ebro	18	Mujeres	Hogar Fijos	16
201012	Diciembre 2010	Sierra de Albarracín	31	Mujeres	Hogar Fijos	6
201012	Diciembre 2010	Sobrarbe	03	Hombres	Hogar Fijos	2
201012	Diciembre 2010	Sobrarbe	03	Mujeres	Hogar Fijos	26
201012	Diciembre 2010	Somontano de Barbastro	07	Hombres	Hogar Fijos	1
201012	Diciembre 2010	Somontano de Barbastro	07	Mujeres	Hogar Fijos	78
201012	Diciembre 2010	Tarazona y el Moncayo	12	Mujeres	Hogar Fijos	26
201012	Diciembre 2010	Valdejalón	16	Hombres	Hogar Fijos	3
201012	Diciembre 2010	Valdejalón	16	Mujeres	Hogar Fijos	48
201009	Septiembre 2010	Alto Gállego	02	Hombres	General	2221
201009	Septiembre 2010	Alto Gállego	02	Mujeres	General	1476
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Hombres	General	1410
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Mujeres	General	766
201009	Septiembre 2010	Aranda	14	Hombres	General	888
201009	Septiembre 2010	Aranda	14	Mujeres	General	568
201009	Septiembre 2010	Bajo Aragón	28	Hombres	General	3804
201009	Septiembre 2010	Bajo Aragón	28	Mujeres	General	3167
201009	Septiembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	General	1362
201009	Septiembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	General	1578
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Hombres	General	3217
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Mujeres	General	2906
201009	Septiembre 2010	Bajo Martín	23	Hombres	General	1268
201009	Septiembre 2010	Bajo Martín	23	Mujeres	General	465
201009	Septiembre 2010	Campo de Belchite	22	Hombres	General	345
201009	Septiembre 2010	Campo de Belchite	22	Mujeres	General	264
201009	Septiembre 2010	Campo de Borja	13	Hombres	General	1473
201009	Septiembre 2010	Campo de Borja	13	Mujeres	General	1338
201009	Septiembre 2010	Campo de Cariñena	21	Hombres	General	1787
201009	Septiembre 2010	Campo de Cariñena	21	Mujeres	General	761
201009	Septiembre 2010	Campo de Daroca	24	Hombres	General	623
201009	Septiembre 2010	Campo de Daroca	24	Mujeres	General	374
201009	Septiembre 2010	Cinca Medio	08	Hombres	General	3715
201009	Septiembre 2010	Cinca Medio	08	Mujeres	General	2085
201009	Septiembre 2010	Cinco Villas	05	Hombres	General	3828
201009	Septiembre 2010	Cinco Villas	05	Mujeres	General	2550
201009	Septiembre 2010	Comunidad de Calatayud	20	Hombres	General	3879
201009	Septiembre 2010	Comunidad de Calatayud	20	Mujeres	General	3426
201009	Septiembre 2010	Comunidad de Teruel	29	Hombres	General	9819
201009	Septiembre 2010	Comunidad de Teruel	29	Mujeres	General	9106
201009	Septiembre 2010	Cuencas Mineras	26	Hombres	General	1103
201009	Septiembre 2010	Cuencas Mineras	26	Mujeres	General	669
201009	Septiembre 2010	D.C. Zaragoza	17	Hombres	General	129151
201009	Septiembre 2010	D.C. Zaragoza	17	Mujeres	General	121225
201009	Septiembre 2010	Gúdar-Javalambre	32	Hombres	General	1066
201009	Septiembre 2010	Gúdar-Javalambre	32	Mujeres	General	689
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Hombres	General	13062
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Mujeres	General	13708
201009	Septiembre 2010	Jiloca	25	Hombres	General	1279
201009	Septiembre 2010	Jiloca	25	Mujeres	General	824
201009	Septiembre 2010	La Jacetania	01	Hombres	General	1780
201009	Septiembre 2010	La Jacetania	01	Mujeres	General	1873
201009	Septiembre 2010	La Litera / La Llitera	09	Hombres	General	2904
201009	Septiembre 2010	La Litera / La Llitera	09	Mujeres	General	1579
201009	Septiembre 2010	La Ribagorza	04	Hombres	General	1341
201009	Septiembre 2010	La Ribagorza	04	Mujeres	General	1221
201009	Septiembre 2010	Los Monegros	10	Hombres	General	2163
201009	Septiembre 2010	Los Monegros	10	Mujeres	General	1455
201009	Septiembre 2010	Maestrazgo	30	Hombres	General	306
201009	Septiembre 2010	Maestrazgo	30	Mujeres	General	196
201009	Septiembre 2010	Matarraña / Matarranya	33	Hombres	General	944
201009	Septiembre 2010	Matarraña / Matarranya	33	Mujeres	General	568
201009	Septiembre 2010	Ribera Alta del Ebro	15	Hombres	General	13366
201009	Septiembre 2010	Ribera Alta del Ebro	15	Mujeres	General	3867
201009	Septiembre 2010	Ribera Baja del Ebro	18	Hombres	General	1545
201009	Septiembre 2010	Ribera Baja del Ebro	18	Mujeres	General	948
201009	Septiembre 2010	Sierra de Albarracín	31	Hombres	General	332
201009	Septiembre 2010	Sierra de Albarracín	31	Mujeres	General	324
201009	Septiembre 2010	Sobrarbe	03	Hombres	General	859
201009	Septiembre 2010	Sobrarbe	03	Mujeres	General	758
201009	Septiembre 2010	Somontano de Barbastro	07	Hombres	General	3377
201009	Septiembre 2010	Somontano de Barbastro	07	Mujeres	General	2930
201009	Septiembre 2010	Tarazona y el Moncayo	12	Hombres	General	1505
201009	Septiembre 2010	Tarazona y el Moncayo	12	Mujeres	General	1154
201009	Septiembre 2010	Valdejalón	16	Hombres	General	5759
201009	Septiembre 2010	Valdejalón	16	Mujeres	General	3624
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Hombres	Minería	345
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Mujeres	Minería	9
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Hombres	Minería	42
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Mujeres	Minería	1
201009	Septiembre 2010	Comunidad de Teruel	29	Hombres	Minería	5
201009	Septiembre 2010	D.C. Zaragoza	17	Hombres	Minería	38
201009	Septiembre 2010	D.C. Zaragoza	17	Mujeres	Minería	9
201009	Septiembre 2010	Alto Gállego	02	Hombres	Autónomos	783
201009	Septiembre 2010	Alto Gállego	02	Mujeres	Autónomos	403
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Hombres	Autónomos	438
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Mujeres	Autónomos	247
201009	Septiembre 2010	Aranda	14	Hombres	Autónomos	495
201009	Septiembre 2010	Aranda	14	Mujeres	Autónomos	154
201009	Septiembre 2010	Bajo Aragón	28	Hombres	Autónomos	1983
201009	Septiembre 2010	Bajo Aragón	28	Mujeres	Autónomos	1081
201009	Septiembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Autónomos	1174
201009	Septiembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Autónomos	548
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Hombres	Autónomos	2100
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Mujeres	Autónomos	840
201009	Septiembre 2010	Bajo Martín	23	Hombres	Autónomos	441
201009	Septiembre 2010	Bajo Martín	23	Mujeres	Autónomos	217
201009	Septiembre 2010	Campo de Belchite	22	Hombres	Autónomos	393
201009	Septiembre 2010	Campo de Belchite	22	Mujeres	Autónomos	151
201009	Septiembre 2010	Campo de Borja	13	Hombres	Autónomos	962
201009	Septiembre 2010	Campo de Borja	13	Mujeres	Autónomos	427
201009	Septiembre 2010	Campo de Cariñena	21	Hombres	Autónomos	750
201009	Septiembre 2010	Campo de Cariñena	21	Mujeres	Autónomos	309
201009	Septiembre 2010	Campo de Daroca	24	Hombres	Autónomos	566
201009	Septiembre 2010	Campo de Daroca	24	Mujeres	Autónomos	193
201009	Septiembre 2010	Cinca Medio	08	Hombres	Autónomos	1459
201009	Septiembre 2010	Cinca Medio	08	Mujeres	Autónomos	906
201009	Septiembre 2010	Cinco Villas	05	Hombres	Autónomos	2736
201009	Septiembre 2010	Cinco Villas	05	Mujeres	Autónomos	1181
201009	Septiembre 2010	Comunidad de Calatayud	20	Hombres	Autónomos	2258
201009	Septiembre 2010	Comunidad de Calatayud	20	Mujeres	Autónomos	1011
201009	Septiembre 2010	Comunidad de Teruel	29	Hombres	Autónomos	2609
201009	Septiembre 2010	Comunidad de Teruel	29	Mujeres	Autónomos	1176
201009	Septiembre 2010	Cuencas Mineras	26	Hombres	Autónomos	395
201009	Septiembre 2010	Cuencas Mineras	26	Mujeres	Autónomos	204
201009	Septiembre 2010	D.C. Zaragoza	17	Hombres	Autónomos	31609
201009	Septiembre 2010	D.C. Zaragoza	17	Mujeres	Autónomos	16647
201009	Septiembre 2010	Gúdar-Javalambre	32	Hombres	Autónomos	710
201009	Septiembre 2010	Gúdar-Javalambre	32	Mujeres	Autónomos	337
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Hombres	Autónomos	3758
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Mujeres	Autónomos	1696
201009	Septiembre 2010	Jiloca	25	Hombres	Autónomos	1084
201009	Septiembre 2010	Jiloca	25	Mujeres	Autónomos	514
201009	Septiembre 2010	La Jacetania	01	Hombres	Autónomos	1217
201009	Septiembre 2010	La Jacetania	01	Mujeres	Autónomos	630
201009	Septiembre 2010	La Litera / La Llitera	09	Hombres	Autónomos	1709
201009	Septiembre 2010	La Litera / La Llitera	09	Mujeres	Autónomos	723
201009	Septiembre 2010	La Ribagorza	04	Hombres	Autónomos	1248
201009	Septiembre 2010	La Ribagorza	04	Mujeres	Autónomos	493
201009	Septiembre 2010	Los Monegros	10	Hombres	Autónomos	2046
201009	Septiembre 2010	Los Monegros	10	Mujeres	Autónomos	778
201009	Septiembre 2010	Maestrazgo	30	Hombres	Autónomos	404
201009	Septiembre 2010	Maestrazgo	30	Mujeres	Autónomos	191
201009	Septiembre 2010	Matarraña / Matarranya	33	Hombres	Autónomos	1030
201009	Septiembre 2010	Matarraña / Matarranya	33	Mujeres	Autónomos	571
201009	Septiembre 2010	Ribera Alta del Ebro	15	Hombres	Autónomos	1320
201009	Septiembre 2010	Ribera Alta del Ebro	15	Mujeres	Autónomos	681
201009	Septiembre 2010	Ribera Baja del Ebro	18	Hombres	Autónomos	582
201009	Septiembre 2010	Ribera Baja del Ebro	18	Mujeres	Autónomos	348
201009	Septiembre 2010	Sierra de Albarracín	31	Hombres	Autónomos	399
201009	Septiembre 2010	Sierra de Albarracín	31	Mujeres	Autónomos	203
201009	Septiembre 2010	Sobrarbe	03	Hombres	Autónomos	754
201009	Septiembre 2010	Sobrarbe	03	Mujeres	Autónomos	337
201009	Septiembre 2010	Somontano de Barbastro	07	Hombres	Autónomos	1634
201009	Septiembre 2010	Somontano de Barbastro	07	Mujeres	Autónomos	728
201009	Septiembre 2010	Tarazona y el Moncayo	12	Hombres	Autónomos	715
201009	Septiembre 2010	Tarazona y el Moncayo	12	Mujeres	Autónomos	376
201009	Septiembre 2010	Valdejalón	16	Hombres	Autónomos	1688
201009	Septiembre 2010	Valdejalón	16	Mujeres	Autónomos	607
201009	Septiembre 2010	Alto Gállego	02	Hombres	Agrario ajena	24
201009	Septiembre 2010	Alto Gállego	02	Mujeres	Agrario ajena	3
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Hombres	Agrario ajena	44
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Mujeres	Agrario ajena	17
201009	Septiembre 2010	Aranda	14	Hombres	Agrario ajena	55
201009	Septiembre 2010	Aranda	14	Mujeres	Agrario ajena	14
201009	Septiembre 2010	Bajo Aragón	28	Hombres	Agrario ajena	273
201009	Septiembre 2010	Bajo Aragón	28	Mujeres	Agrario ajena	222
201009	Septiembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Agrario ajena	876
201009	Septiembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Agrario ajena	407
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Hombres	Agrario ajena	1021
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Mujeres	Agrario ajena	465
201009	Septiembre 2010	Bajo Martín	23	Hombres	Agrario ajena	85
201009	Septiembre 2010	Bajo Martín	23	Mujeres	Agrario ajena	34
201009	Septiembre 2010	Campo de Belchite	22	Hombres	Agrario ajena	35
201009	Septiembre 2010	Campo de Belchite	22	Mujeres	Agrario ajena	2
201009	Septiembre 2010	Campo de Borja	13	Hombres	Agrario ajena	186
201009	Septiembre 2010	Campo de Borja	13	Mujeres	Agrario ajena	44
201009	Septiembre 2010	Campo de Cariñena	21	Hombres	Agrario ajena	614
201009	Septiembre 2010	Campo de Cariñena	21	Mujeres	Agrario ajena	208
201009	Septiembre 2010	Campo de Daroca	24	Hombres	Agrario ajena	74
201009	Septiembre 2010	Campo de Daroca	24	Mujeres	Agrario ajena	17
201009	Septiembre 2010	Cinca Medio	08	Hombres	Agrario ajena	204
201009	Septiembre 2010	Cinca Medio	08	Mujeres	Agrario ajena	67
201009	Septiembre 2010	Cinco Villas	05	Hombres	Agrario ajena	390
201009	Septiembre 2010	Cinco Villas	05	Mujeres	Agrario ajena	51
201009	Septiembre 2010	Comunidad de Calatayud	20	Hombres	Agrario ajena	829
201009	Septiembre 2010	Comunidad de Calatayud	20	Mujeres	Agrario ajena	219
201009	Septiembre 2010	Comunidad de Teruel	29	Hombres	Agrario ajena	243
201009	Septiembre 2010	Comunidad de Teruel	29	Mujeres	Agrario ajena	23
201009	Septiembre 2010	Cuencas Mineras	26	Hombres	Agrario ajena	64
201009	Septiembre 2010	Cuencas Mineras	26	Mujeres	Agrario ajena	3
201009	Septiembre 2010	D.C. Zaragoza	17	Hombres	Agrario ajena	1661
201009	Septiembre 2010	D.C. Zaragoza	17	Mujeres	Agrario ajena	280
201009	Septiembre 2010	Gúdar-Javalambre	32	Hombres	Agrario ajena	51
201009	Septiembre 2010	Gúdar-Javalambre	32	Mujeres	Agrario ajena	3
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Hombres	Agrario ajena	229
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Mujeres	Agrario ajena	13
201009	Septiembre 2010	Jiloca	25	Hombres	Agrario ajena	72
201009	Septiembre 2010	Jiloca	25	Mujeres	Agrario ajena	3
201009	Septiembre 2010	La Jacetania	01	Hombres	Agrario ajena	26
201009	Septiembre 2010	La Jacetania	01	Mujeres	Agrario ajena	1
201009	Septiembre 2010	La Litera / La Llitera	09	Hombres	Agrario ajena	206
201009	Septiembre 2010	La Litera / La Llitera	09	Mujeres	Agrario ajena	46
201009	Septiembre 2010	La Ribagorza	04	Hombres	Agrario ajena	72
201009	Septiembre 2010	La Ribagorza	04	Mujeres	Agrario ajena	9
201009	Septiembre 2010	Los Monegros	10	Hombres	Agrario ajena	247
201009	Septiembre 2010	Los Monegros	10	Mujeres	Agrario ajena	45
201009	Septiembre 2010	Maestrazgo	30	Hombres	Agrario ajena	28
201009	Septiembre 2010	Maestrazgo	30	Mujeres	Agrario ajena	9
201009	Septiembre 2010	Matarraña / Matarranya	33	Hombres	Agrario ajena	131
201009	Septiembre 2010	Matarraña / Matarranya	33	Mujeres	Agrario ajena	11
201009	Septiembre 2010	Ribera Alta del Ebro	15	Hombres	Agrario ajena	198
201009	Septiembre 2010	Ribera Alta del Ebro	15	Mujeres	Agrario ajena	112
201009	Septiembre 2010	Ribera Baja del Ebro	18	Hombres	Agrario ajena	115
201009	Septiembre 2010	Ribera Baja del Ebro	18	Mujeres	Agrario ajena	37
201009	Septiembre 2010	Sierra de Albarracín	31	Hombres	Agrario ajena	43
201009	Septiembre 2010	Sierra de Albarracín	31	Mujeres	Agrario ajena	2
201009	Septiembre 2010	Sobrarbe	03	Hombres	Agrario ajena	16
201009	Septiembre 2010	Somontano de Barbastro	07	Hombres	Agrario ajena	193
201009	Septiembre 2010	Somontano de Barbastro	07	Mujeres	Agrario ajena	33
201009	Septiembre 2010	Tarazona y el Moncayo	12	Hombres	Agrario ajena	44
201009	Septiembre 2010	Tarazona y el Moncayo	12	Mujeres	Agrario ajena	8
201009	Septiembre 2010	Valdejalón	16	Hombres	Agrario ajena	1796
201009	Septiembre 2010	Valdejalón	16	Mujeres	Agrario ajena	884
201009	Septiembre 2010	Alto Gállego	02	Mujeres	Hogar Fijos	31
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Hombres	Hogar Fijos	1
201009	Septiembre 2010	Andorra-Sierra de Arcos	27	Mujeres	Hogar Fijos	15
201009	Septiembre 2010	Aranda	14	Mujeres	Hogar Fijos	9
201009	Septiembre 2010	Bajo Aragón	28	Hombres	Hogar Fijos	3
201009	Septiembre 2010	Bajo Aragón	28	Mujeres	Hogar Fijos	70
201009	Septiembre 2010	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Hogar Fijos	17
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Hombres	Hogar Fijos	2
201009	Septiembre 2010	Bajo Cinca / Baix Cinca	11	Mujeres	Hogar Fijos	16
201009	Septiembre 2010	Bajo Martín	23	Mujeres	Hogar Fijos	12
201009	Septiembre 2010	Campo de Belchite	22	Mujeres	Hogar Fijos	7
201009	Septiembre 2010	Campo de Borja	13	Hombres	Hogar Fijos	1
201009	Septiembre 2010	Campo de Borja	13	Mujeres	Hogar Fijos	28
201009	Septiembre 2010	Campo de Cariñena	21	Mujeres	Hogar Fijos	19
201009	Septiembre 2010	Campo de Daroca	24	Mujeres	Hogar Fijos	11
201009	Septiembre 2010	Cinca Medio	08	Hombres	Hogar Fijos	2
201009	Septiembre 2010	Cinca Medio	08	Mujeres	Hogar Fijos	42
201009	Septiembre 2010	Cinco Villas	05	Hombres	Hogar Fijos	3
201009	Septiembre 2010	Cinco Villas	05	Mujeres	Hogar Fijos	63
201009	Septiembre 2010	Comunidad de Calatayud	20	Hombres	Hogar Fijos	1
201009	Septiembre 2010	Comunidad de Calatayud	20	Mujeres	Hogar Fijos	82
201009	Septiembre 2010	Comunidad de Teruel	29	Hombres	Hogar Fijos	4
201009	Septiembre 2010	Comunidad de Teruel	29	Mujeres	Hogar Fijos	188
201009	Septiembre 2010	Cuencas Mineras	26	Mujeres	Hogar Fijos	13
201009	Septiembre 2010	D.C. Zaragoza	17	Hombres	Hogar Fijos	190
201009	Septiembre 2010	D.C. Zaragoza	17	Mujeres	Hogar Fijos	3295
201009	Septiembre 2010	Gúdar-Javalambre	32	Hombres	Hogar Fijos	2
201009	Septiembre 2010	Gúdar-Javalambre	32	Mujeres	Hogar Fijos	13
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Hombres	Hogar Fijos	5
201009	Septiembre 2010	Hoya de Huesca / Plana de Uesca	06	Mujeres	Hogar Fijos	230
201009	Septiembre 2010	Jiloca	25	Mujeres	Hogar Fijos	30
201009	Septiembre 2010	La Jacetania	01	Hombres	Hogar Fijos	5
201009	Septiembre 2010	La Jacetania	01	Mujeres	Hogar Fijos	59
201009	Septiembre 2010	La Litera / La Llitera	09	Mujeres	Hogar Fijos	42
201009	Septiembre 2010	La Ribagorza	04	Hombres	Hogar Fijos	1
201009	Septiembre 2010	La Ribagorza	04	Mujeres	Hogar Fijos	32
201009	Septiembre 2010	Los Monegros	10	Hombres	Hogar Fijos	1
201009	Septiembre 2010	Los Monegros	10	Mujeres	Hogar Fijos	42
201009	Septiembre 2010	Maestrazgo	30	Hombres	Hogar Fijos	1
201009	Septiembre 2010	Maestrazgo	30	Mujeres	Hogar Fijos	4
201009	Septiembre 2010	Matarraña / Matarranya	33	Hombres	Hogar Fijos	3
201009	Septiembre 2010	Matarraña / Matarranya	33	Mujeres	Hogar Fijos	18
201009	Septiembre 2010	Ribera Alta del Ebro	15	Mujeres	Hogar Fijos	44
201009	Septiembre 2010	Ribera Baja del Ebro	18	Hombres	Hogar Fijos	1
201009	Septiembre 2010	Ribera Baja del Ebro	18	Mujeres	Hogar Fijos	9
201009	Septiembre 2010	Sierra de Albarracín	31	Mujeres	Hogar Fijos	5
201009	Septiembre 2010	Sobrarbe	03	Hombres	Hogar Fijos	2
201009	Septiembre 2010	Sobrarbe	03	Mujeres	Hogar Fijos	26
201009	Septiembre 2010	Somontano de Barbastro	07	Hombres	Hogar Fijos	1
201009	Septiembre 2010	Somontano de Barbastro	07	Mujeres	Hogar Fijos	75
