Comarca código	Comarca nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
27	Andorra-Sierra de Arcos	18	Profesionales de las fuerzas armadas	Mujeres	6
27	Andorra-Sierra de Arcos	19	No clasificables por condicion socioeconómica	Hombres	7
27	Andorra-Sierra de Arcos	19	No clasificables por condicion socioeconómica	Mujeres	7
28	Bajo Aragón	1	Empresarios agrarios con asalariados	Hombres	81
28	Bajo Aragón	1	Empresarios agrarios con asalariados	Mujeres	7
28	Bajo Aragón	2	Empresarios agrarios sin asalariados	Hombres	721
28	Bajo Aragón	2	Empresarios agrarios sin asalariados	Mujeres	189
28	Bajo Aragón	3	Miembros de cooperativas agrarias	Hombres	3
28	Bajo Aragón	3	Miembros de cooperativas agrarias	Mujeres	2
28	Bajo Aragón	4	Directores y jefes de explotaciones agrarias	Hombres	6
28	Bajo Aragón	5	Resto de trabajadores de explotaciones agrarias	Hombres	199
28	Bajo Aragón	5	Resto de trabajadores de explotaciones agrarias	Mujeres	44
28	Bajo Aragón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	127
28	Bajo Aragón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	69
28	Bajo Aragón	7	Empresarios no agrarios con asalariados	Hombres	656
28	Bajo Aragón	7	Empresarios no agrarios con asalariados	Mujeres	197
28	Bajo Aragón	8	Empresarios no agrarios sin asalariados	Hombres	585
28	Bajo Aragón	8	Empresarios no agrarios sin asalariados	Mujeres	353
28	Bajo Aragón	9	Miembros de cooperativas no agrarias	Hombres	44
28	Bajo Aragón	9	Miembros de cooperativas no agrarias	Mujeres	40
28	Bajo Aragón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	105
28	Bajo Aragón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	35
28	Bajo Aragón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	651
28	Bajo Aragón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	601
28	Bajo Aragón	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	8
28	Bajo Aragón	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	2
28	Bajo Aragón	13	Resto del personal administrativo y comercial	Hombres	438
28	Bajo Aragón	13	Resto del personal administrativo y comercial	Mujeres	932
28	Bajo Aragón	14	Resto del personal de los servicios	Hombres	248
28	Bajo Aragón	14	Resto del personal de los servicios	Mujeres	668
28	Bajo Aragón	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	103
28	Bajo Aragón	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	5
28	Bajo Aragón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	2295
28	Bajo Aragón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	403
28	Bajo Aragón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	387
28	Bajo Aragón	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	65
28	Bajo Aragón	18	Profesionales de las fuerzas armadas	Hombres	18
28	Bajo Aragón	18	Profesionales de las fuerzas armadas	Mujeres	13
28	Bajo Aragón	19	No clasificables por condicion socioeconómica	Hombres	9
28	Bajo Aragón	19	No clasificables por condicion socioeconómica	Mujeres	15
29	Comunidad de Teruel	1	Empresarios agrarios con asalariados	Hombres	61
29	Comunidad de Teruel	1	Empresarios agrarios con asalariados	Mujeres	8
29	Comunidad de Teruel	2	Empresarios agrarios sin asalariados	Hombres	830
29	Comunidad de Teruel	2	Empresarios agrarios sin asalariados	Mujeres	184
29	Comunidad de Teruel	3	Miembros de cooperativas agrarias	Hombres	13
29	Comunidad de Teruel	3	Miembros de cooperativas agrarias	Mujeres	1
29	Comunidad de Teruel	4	Directores y jefes de explotaciones agrarias	Hombres	3
29	Comunidad de Teruel	4	Directores y jefes de explotaciones agrarias	Mujeres	1
29	Comunidad de Teruel	5	Resto de trabajadores de explotaciones agrarias	Hombres	136
29	Comunidad de Teruel	5	Resto de trabajadores de explotaciones agrarias	Mujeres	16
29	Comunidad de Teruel	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	215
29	Comunidad de Teruel	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	117
29	Comunidad de Teruel	7	Empresarios no agrarios con asalariados	Hombres	732
29	Comunidad de Teruel	7	Empresarios no agrarios con asalariados	Mujeres	221
29	Comunidad de Teruel	8	Empresarios no agrarios sin asalariados	Hombres	742
29	Comunidad de Teruel	8	Empresarios no agrarios sin asalariados	Mujeres	356
29	Comunidad de Teruel	9	Miembros de cooperativas no agrarias	Hombres	9
29	Comunidad de Teruel	9	Miembros de cooperativas no agrarias	Mujeres	1
29	Comunidad de Teruel	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	349
29	Comunidad de Teruel	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	96
29	Comunidad de Teruel	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	1536
29	Comunidad de Teruel	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1407
29	Comunidad de Teruel	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	72
29	Comunidad de Teruel	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	32
29	Comunidad de Teruel	13	Resto del personal administrativo y comercial	Hombres	1257
29	Comunidad de Teruel	13	Resto del personal administrativo y comercial	Mujeres	2061
29	Comunidad de Teruel	14	Resto del personal de los servicios	Hombres	670
29	Comunidad de Teruel	14	Resto del personal de los servicios	Mujeres	1854
29	Comunidad de Teruel	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	158
29	Comunidad de Teruel	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	6
29	Comunidad de Teruel	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	3259
29	Comunidad de Teruel	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	506
29	Comunidad de Teruel	17	Operarios sin especialización de establecimientos no agrarios	Hombres	445
29	Comunidad de Teruel	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	27
29	Comunidad de Teruel	18	Profesionales de las fuerzas armadas	Hombres	40
29	Comunidad de Teruel	18	Profesionales de las fuerzas armadas	Mujeres	11
29	Comunidad de Teruel	19	No clasificables por condicion socioeconómica	Hombres	17
29	Comunidad de Teruel	19	No clasificables por condicion socioeconómica	Mujeres	48
30	Maestrazgo	1	Empresarios agrarios con asalariados	Hombres	20
30	Maestrazgo	1	Empresarios agrarios con asalariados	Mujeres	2
30	Maestrazgo	2	Empresarios agrarios sin asalariados	Hombres	264
30	Maestrazgo	2	Empresarios agrarios sin asalariados	Mujeres	67
30	Maestrazgo	3	Miembros de cooperativas agrarias	Hombres	5
30	Maestrazgo	5	Resto de trabajadores de explotaciones agrarias	Hombres	49
30	Maestrazgo	5	Resto de trabajadores de explotaciones agrarias	Mujeres	4
30	Maestrazgo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	14
30	Maestrazgo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
30	Maestrazgo	7	Empresarios no agrarios con asalariados	Hombres	72
30	Maestrazgo	7	Empresarios no agrarios con asalariados	Mujeres	19
30	Maestrazgo	8	Empresarios no agrarios sin asalariados	Hombres	97
30	Maestrazgo	8	Empresarios no agrarios sin asalariados	Mujeres	56
30	Maestrazgo	9	Miembros de cooperativas no agrarias	Hombres	3
30	Maestrazgo	9	Miembros de cooperativas no agrarias	Mujeres	2
30	Maestrazgo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	6
30	Maestrazgo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	5
30	Maestrazgo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	54
30	Maestrazgo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	34
30	Maestrazgo	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
30	Maestrazgo	13	Resto del personal administrativo y comercial	Hombres	49
30	Maestrazgo	13	Resto del personal administrativo y comercial	Mujeres	58
30	Maestrazgo	14	Resto del personal de los servicios	Hombres	50
30	Maestrazgo	14	Resto del personal de los servicios	Mujeres	72
30	Maestrazgo	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	8
30	Maestrazgo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	210
30	Maestrazgo	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	74
30	Maestrazgo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	51
30	Maestrazgo	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	9
30	Maestrazgo	18	Profesionales de las fuerzas armadas	Hombres	1
30	Maestrazgo	19	No clasificables por condicion socioeconómica	Hombres	8
30	Maestrazgo	19	No clasificables por condicion socioeconómica	Mujeres	3
31	Sierra de Albarracín	1	Empresarios agrarios con asalariados	Hombres	17
31	Sierra de Albarracín	1	Empresarios agrarios con asalariados	Mujeres	4
31	Sierra de Albarracín	2	Empresarios agrarios sin asalariados	Hombres	221
31	Sierra de Albarracín	2	Empresarios agrarios sin asalariados	Mujeres	40
31	Sierra de Albarracín	3	Miembros de cooperativas agrarias	Mujeres	1
31	Sierra de Albarracín	4	Directores y jefes de explotaciones agrarias	Hombres	1
31	Sierra de Albarracín	5	Resto de trabajadores de explotaciones agrarias	Hombres	59
31	Sierra de Albarracín	5	Resto de trabajadores de explotaciones agrarias	Mujeres	9
31	Sierra de Albarracín	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	11
31	Sierra de Albarracín	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	10
31	Sierra de Albarracín	7	Empresarios no agrarios con asalariados	Hombres	82
31	Sierra de Albarracín	7	Empresarios no agrarios con asalariados	Mujeres	29
31	Sierra de Albarracín	8	Empresarios no agrarios sin asalariados	Hombres	166
31	Sierra de Albarracín	8	Empresarios no agrarios sin asalariados	Mujeres	77
31	Sierra de Albarracín	9	Miembros de cooperativas no agrarias	Hombres	8
31	Sierra de Albarracín	9	Miembros de cooperativas no agrarias	Mujeres	3
31	Sierra de Albarracín	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	11
31	Sierra de Albarracín	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	7
31	Sierra de Albarracín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	97
31	Sierra de Albarracín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	68
31	Sierra de Albarracín	13	Resto del personal administrativo y comercial	Hombres	83
31	Sierra de Albarracín	13	Resto del personal administrativo y comercial	Mujeres	100
31	Sierra de Albarracín	14	Resto del personal de los servicios	Hombres	80
31	Sierra de Albarracín	14	Resto del personal de los servicios	Mujeres	170
31	Sierra de Albarracín	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	10
31	Sierra de Albarracín	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	289
31	Sierra de Albarracín	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	27
31	Sierra de Albarracín	17	Operarios sin especialización de establecimientos no agrarios	Hombres	57
31	Sierra de Albarracín	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	14
31	Sierra de Albarracín	18	Profesionales de las fuerzas armadas	Hombres	6
31	Sierra de Albarracín	19	No clasificables por condicion socioeconómica	Mujeres	10
32	Gúdar-Javalambre	1	Empresarios agrarios con asalariados	Hombres	29
32	Gúdar-Javalambre	1	Empresarios agrarios con asalariados	Mujeres	4
32	Gúdar-Javalambre	2	Empresarios agrarios sin asalariados	Hombres	285
32	Gúdar-Javalambre	2	Empresarios agrarios sin asalariados	Mujeres	57
32	Gúdar-Javalambre	3	Miembros de cooperativas agrarias	Hombres	9
32	Gúdar-Javalambre	3	Miembros de cooperativas agrarias	Mujeres	1
32	Gúdar-Javalambre	5	Resto de trabajadores de explotaciones agrarias	Hombres	71
32	Gúdar-Javalambre	5	Resto de trabajadores de explotaciones agrarias	Mujeres	8
32	Gúdar-Javalambre	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	33
32	Gúdar-Javalambre	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	20
32	Gúdar-Javalambre	7	Empresarios no agrarios con asalariados	Hombres	188
32	Gúdar-Javalambre	7	Empresarios no agrarios con asalariados	Mujeres	53
32	Gúdar-Javalambre	8	Empresarios no agrarios sin asalariados	Hombres	227
32	Gúdar-Javalambre	8	Empresarios no agrarios sin asalariados	Mujeres	124
32	Gúdar-Javalambre	9	Miembros de cooperativas no agrarias	Hombres	33
32	Gúdar-Javalambre	9	Miembros de cooperativas no agrarias	Mujeres	37
32	Gúdar-Javalambre	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	21
32	Gúdar-Javalambre	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	6
32	Gúdar-Javalambre	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	140
32	Gúdar-Javalambre	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	102
32	Gúdar-Javalambre	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
32	Gúdar-Javalambre	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
32	Gúdar-Javalambre	13	Resto del personal administrativo y comercial	Hombres	128
32	Gúdar-Javalambre	13	Resto del personal administrativo y comercial	Mujeres	176
32	Gúdar-Javalambre	14	Resto del personal de los servicios	Hombres	83
32	Gúdar-Javalambre	14	Resto del personal de los servicios	Mujeres	215
32	Gúdar-Javalambre	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	15
32	Gúdar-Javalambre	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	1
32	Gúdar-Javalambre	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	627
32	Gúdar-Javalambre	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	118
32	Gúdar-Javalambre	17	Operarios sin especialización de establecimientos no agrarios	Hombres	136
32	Gúdar-Javalambre	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	12
32	Gúdar-Javalambre	18	Profesionales de las fuerzas armadas	Hombres	4
32	Gúdar-Javalambre	19	No clasificables por condicion socioeconómica	Hombres	3
32	Gúdar-Javalambre	19	No clasificables por condicion socioeconómica	Mujeres	2
33	Matarraña / Matarranya	1	Empresarios agrarios con asalariados	Hombres	42
33	Matarraña / Matarranya	1	Empresarios agrarios con asalariados	Mujeres	4
33	Matarraña / Matarranya	2	Empresarios agrarios sin asalariados	Hombres	798
33	Matarraña / Matarranya	2	Empresarios agrarios sin asalariados	Mujeres	210
33	Matarraña / Matarranya	4	Directores y jefes de explotaciones agrarias	Hombres	1
33	Matarraña / Matarranya	5	Resto de trabajadores de explotaciones agrarias	Hombres	129
33	Matarraña / Matarranya	5	Resto de trabajadores de explotaciones agrarias	Mujeres	31
33	Matarraña / Matarranya	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	15
33	Matarraña / Matarranya	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	7
33	Matarraña / Matarranya	7	Empresarios no agrarios con asalariados	Hombres	173
33	Matarraña / Matarranya	7	Empresarios no agrarios con asalariados	Mujeres	42
33	Matarraña / Matarranya	8	Empresarios no agrarios sin asalariados	Hombres	217
33	Matarraña / Matarranya	8	Empresarios no agrarios sin asalariados	Mujeres	152
33	Matarraña / Matarranya	9	Miembros de cooperativas no agrarias	Hombres	1
33	Matarraña / Matarranya	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	23
33	Matarraña / Matarranya	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	8
33	Matarraña / Matarranya	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	99
33	Matarraña / Matarranya	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	128
33	Matarraña / Matarranya	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	2
33	Matarraña / Matarranya	13	Resto del personal administrativo y comercial	Hombres	92
33	Matarraña / Matarranya	13	Resto del personal administrativo y comercial	Mujeres	159
33	Matarraña / Matarranya	14	Resto del personal de los servicios	Hombres	40
33	Matarraña / Matarranya	14	Resto del personal de los servicios	Mujeres	102
33	Matarraña / Matarranya	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	7
33	Matarraña / Matarranya	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	1
33	Matarraña / Matarranya	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	384
33	Matarraña / Matarranya	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	111
33	Matarraña / Matarranya	17	Operarios sin especialización de establecimientos no agrarios	Hombres	142
33	Matarraña / Matarranya	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	12
33	Matarraña / Matarranya	18	Profesionales de las fuerzas armadas	Hombres	1
33	Matarraña / Matarranya	18	Profesionales de las fuerzas armadas	Mujeres	1
33	Matarraña / Matarranya	19	No clasificables por condicion socioeconómica	Hombres	8
33	Matarraña / Matarranya	19	No clasificables por condicion socioeconómica	Mujeres	25
