Mes y año	'Aragón'	Edad (grupos quinquenales)	Sexo	Nº parados
Agosto 2013	Aragón	30-34	Mujeres	7602
Agosto 2013	Aragón	35-39	Hombres	7577
Agosto 2013	Aragón	35-39	Mujeres	8665
Agosto 2013	Aragón	40-44	Hombres	7146
Agosto 2013	Aragón	40-44	Mujeres	7682
Agosto 2013	Aragón	45-49	Hombres	7068
Agosto 2013	Aragón	45-49	Mujeres	6900
Agosto 2013	Aragón	50-54	Hombres	6101
Agosto 2013	Aragón	50-54	Mujeres	6042
Agosto 2013	Aragón	55-59	Hombres	5580
Agosto 2013	Aragón	55-59	Mujeres	5433
Agosto 2013	Aragón	60-64	Hombres	3038
Agosto 2013	Aragón	60-64	Mujeres	3223
Julio 2013	Aragón	16-19	Hombres	1550
Julio 2013	Aragón	16-19	Mujeres	1168
Julio 2013	Aragón	20-24	Hombres	4424
Julio 2013	Aragón	20-24	Mujeres	3765
Julio 2013	Aragón	25-29	Hombres	5314
Julio 2013	Aragón	25-29	Mujeres	5856
Julio 2013	Aragón	30-34	Hombres	6541
Julio 2013	Aragón	30-34	Mujeres	7551
Julio 2013	Aragón	35-39	Hombres	7519
Julio 2013	Aragón	35-39	Mujeres	8665
Julio 2013	Aragón	40-44	Hombres	7054
Julio 2013	Aragón	40-44	Mujeres	7725
Julio 2013	Aragón	45-49	Hombres	6994
Julio 2013	Aragón	45-49	Mujeres	6899
Julio 2013	Aragón	50-54	Hombres	6041
Julio 2013	Aragón	50-54	Mujeres	6059
Julio 2013	Aragón	55-59	Hombres	5557
Julio 2013	Aragón	55-59	Mujeres	5383
Julio 2013	Aragón	60-64	Hombres	2988
Julio 2013	Aragón	60-64	Mujeres	3209
Junio 2013	Aragón	16-19	Hombres	1581
Junio 2013	Aragón	16-19	Mujeres	1160
Junio 2013	Aragón	20-24	Hombres	4578
Junio 2013	Aragón	20-24	Mujeres	3893
Junio 2013	Aragón	25-29	Hombres	5633
Junio 2013	Aragón	25-29	Mujeres	5796
Junio 2013	Aragón	30-34	Hombres	6633
Junio 2013	Aragón	30-34	Mujeres	7276
Junio 2013	Aragón	35-39	Hombres	7531
Junio 2013	Aragón	35-39	Mujeres	8348
Junio 2013	Aragón	40-44	Hombres	6997
Junio 2013	Aragón	40-44	Mujeres	7556
Junio 2013	Aragón	45-49	Hombres	7037
Junio 2013	Aragón	45-49	Mujeres	6875
Junio 2013	Aragón	50-54	Hombres	6036
Junio 2013	Aragón	50-54	Mujeres	6052
Junio 2013	Aragón	55-59	Hombres	5563
Junio 2013	Aragón	55-59	Mujeres	5416
Junio 2013	Aragón	60-64	Hombres	2920
Junio 2013	Aragón	60-64	Mujeres	3148
Mayo 2013	Aragón	16-19	Hombres	1564
Mayo 2013	Aragón	16-19	Mujeres	1178
Mayo 2013	Aragón	20-24	Hombres	5002
Mayo 2013	Aragón	20-24	Mujeres	4440
Mayo 2013	Aragón	25-29	Hombres	6201
Mayo 2013	Aragón	25-29	Mujeres	6312
Mayo 2013	Aragón	30-34	Hombres	7145
Mayo 2013	Aragón	30-34	Mujeres	7575
Mayo 2013	Aragón	35-39	Hombres	7977
Mayo 2013	Aragón	35-39	Mujeres	8590
Mayo 2013	Aragón	40-44	Hombres	7330
Mayo 2013	Aragón	40-44	Mujeres	7737
Mayo 2013	Aragón	45-49	Hombres	7330
Mayo 2013	Aragón	45-49	Mujeres	6970
Mayo 2013	Aragón	50-54	Hombres	6229
Mayo 2013	Aragón	50-54	Mujeres	6129
Mayo 2013	Aragón	55-59	Hombres	5607
Mayo 2013	Aragón	55-59	Mujeres	5407
Mayo 2013	Aragón	60-64	Hombres	2906
Mayo 2013	Aragón	60-64	Mujeres	3134
Abril 2013	Aragón	16-19	Hombres	1541
Abril 2013	Aragón	16-19	Mujeres	1164
Abril 2013	Aragón	20-24	Hombres	5125
Abril 2013	Aragón	20-24	Mujeres	4476
Abril 2013	Aragón	25-29	Hombres	6459
Abril 2013	Aragón	25-29	Mujeres	6490
Abril 2013	Aragón	30-34	Hombres	7513
Abril 2013	Aragón	30-34	Mujeres	7651
Abril 2013	Aragón	35-39	Hombres	8269
Abril 2013	Aragón	35-39	Mujeres	8726
Abril 2013	Aragón	40-44	Hombres	7609
Abril 2013	Aragón	40-44	Mujeres	7747
Abril 2013	Aragón	45-49	Hombres	7483
Abril 2013	Aragón	45-49	Mujeres	7025
Abril 2013	Aragón	50-54	Hombres	6292
Abril 2013	Aragón	50-54	Mujeres	6125
Abril 2013	Aragón	55-59	Hombres	5640
Abril 2013	Aragón	55-59	Mujeres	5382
Abril 2013	Aragón	60-64	Hombres	2897
Abril 2013	Aragón	60-64	Mujeres	3099
Marzo 2013	Aragón	16-19	Hombres	1558
Marzo 2013	Aragón	16-19	Mujeres	1181
Marzo 2013	Aragón	20-24	Hombres	5185
Marzo 2013	Aragón	20-24	Mujeres	4445
Marzo 2013	Aragón	25-29	Hombres	6490
Marzo 2013	Aragón	25-29	Mujeres	6527
Marzo 2013	Aragón	30-34	Hombres	7678
Marzo 2013	Aragón	30-34	Mujeres	7730
Marzo 2013	Aragón	35-39	Hombres	8356
Marzo 2013	Aragón	35-39	Mujeres	8657
Marzo 2013	Aragón	40-44	Hombres	7634
Marzo 2013	Aragón	40-44	Mujeres	7733
Marzo 2013	Aragón	45-49	Hombres	7505
Marzo 2013	Aragón	45-49	Mujeres	6960
Marzo 2013	Aragón	50-54	Hombres	6245
Marzo 2013	Aragón	50-54	Mujeres	6073
Marzo 2013	Aragón	55-59	Hombres	5607
Marzo 2013	Aragón	55-59	Mujeres	5365
Marzo 2013	Aragón	60-64	Hombres	2874
Marzo 2013	Aragón	60-64	Mujeres	3052
Febrero 2013	Aragón	16-19	Hombres	1537
Febrero 2013	Aragón	16-19	Mujeres	1166
Febrero 2013	Aragón	20-24	Hombres	5165
Febrero 2013	Aragón	20-24	Mujeres	4469
Febrero 2013	Aragón	25-29	Hombres	6424
Febrero 2013	Aragón	25-29	Mujeres	6441
Febrero 2013	Aragón	30-34	Hombres	7737
Febrero 2013	Aragón	30-34	Mujeres	7818
Febrero 2013	Aragón	35-39	Hombres	8257
Febrero 2013	Aragón	35-39	Mujeres	8637
Febrero 2013	Aragón	40-44	Hombres	7623
Febrero 2013	Aragón	40-44	Mujeres	7672
Febrero 2013	Aragón	45-49	Hombres	7413
Febrero 2013	Aragón	45-49	Mujeres	6923
Febrero 2013	Aragón	50-54	Hombres	6217
Febrero 2013	Aragón	50-54	Mujeres	6103
Febrero 2013	Aragón	55-59	Hombres	5470
Febrero 2013	Aragón	55-59	Mujeres	5260
Febrero 2013	Aragón	60-64	Hombres	2817
Febrero 2013	Aragón	60-64	Mujeres	3024
Enero 2013	Aragón	16-19	Hombres	1453
Enero 2013	Aragón	16-19	Mujeres	1117
Enero 2013	Aragón	20-24	Hombres	5001
Enero 2013	Aragón	20-24	Mujeres	4360
Enero 2013	Aragón	25-29	Hombres	6358
Enero 2013	Aragón	25-29	Mujeres	6381
Enero 2013	Aragón	30-34	Hombres	7694
Enero 2013	Aragón	30-34	Mujeres	7813
Enero 2013	Aragón	35-39	Hombres	8139
Enero 2013	Aragón	35-39	Mujeres	8536
Enero 2013	Aragón	40-44	Hombres	7569
Enero 2013	Aragón	40-44	Mujeres	7638
Enero 2013	Aragón	45-49	Hombres	7312
Enero 2013	Aragón	45-49	Mujeres	6863
Enero 2013	Aragón	50-54	Hombres	6154
Enero 2013	Aragón	50-54	Mujeres	6034
Enero 2013	Aragón	55-59	Hombres	5366
Enero 2013	Aragón	55-59	Mujeres	5150
Enero 2013	Aragón	60-64	Hombres	2791
Enero 2013	Aragón	60-64	Mujeres	2976
Diciembre 2012	Aragón	16-19	Hombres	1467
Diciembre 2012	Aragón	16-19	Mujeres	1142
Diciembre 2012	Aragón	20-24	Hombres	4903
Diciembre 2012	Aragón	20-24	Mujeres	4265
Diciembre 2012	Aragón	25-29	Hombres	6124
Diciembre 2012	Aragón	25-29	Mujeres	5918
Diciembre 2012	Aragón	30-34	Hombres	7433
Diciembre 2012	Aragón	30-34	Mujeres	7464
Diciembre 2012	Aragón	35-39	Hombres	7880
Diciembre 2012	Aragón	35-39	Mujeres	8150
Diciembre 2012	Aragón	40-44	Hombres	7371
Diciembre 2012	Aragón	40-44	Mujeres	7334
Diciembre 2012	Aragón	45-49	Hombres	7110
Diciembre 2012	Aragón	45-49	Mujeres	6532
Diciembre 2012	Aragón	50-54	Hombres	5916
Diciembre 2012	Aragón	50-54	Mujeres	5752
Diciembre 2012	Aragón	55-59	Hombres	5221
Diciembre 2012	Aragón	55-59	Mujeres	4973
Diciembre 2012	Aragón	60-64	Hombres	2670
Diciembre 2012	Aragón	60-64	Mujeres	2896
Noviembre 2012	Aragón	16-19	Hombres	1666
Noviembre 2012	Aragón	16-19	Mujeres	1276
Noviembre 2012	Aragón	20-24	Hombres	5155
Noviembre 2012	Aragón	20-24	Mujeres	4654
Noviembre 2012	Aragón	25-29	Hombres	6127
Noviembre 2012	Aragón	25-29	Mujeres	6198
Noviembre 2012	Aragón	30-34	Hombres	7345
Noviembre 2012	Aragón	30-34	Mujeres	7617
Noviembre 2012	Aragón	35-39	Hombres	7705
Noviembre 2012	Aragón	35-39	Mujeres	8250
Noviembre 2012	Aragón	40-44	Hombres	7245
Noviembre 2012	Aragón	40-44	Mujeres	7371
Noviembre 2012	Aragón	45-49	Hombres	6917
Noviembre 2012	Aragón	45-49	Mujeres	6581
Noviembre 2012	Aragón	50-54	Hombres	5801
Noviembre 2012	Aragón	50-54	Mujeres	5855
Noviembre 2012	Aragón	55-59	Hombres	5143
Noviembre 2012	Aragón	55-59	Mujeres	4980
Noviembre 2012	Aragón	60-64	Hombres	2660
Noviembre 2012	Aragón	60-64	Mujeres	2890
Octubre 2012	Aragón	16-19	Hombres	1671
Octubre 2012	Aragón	16-19	Mujeres	1287
Octubre 2012	Aragón	20-24	Hombres	5153
Octubre 2012	Aragón	20-24	Mujeres	4627
Octubre 2012	Aragón	25-29	Hombres	6099
Octubre 2012	Aragón	25-29	Mujeres	6287
Octubre 2012	Aragón	30-34	Hombres	7411
Octubre 2012	Aragón	30-34	Mujeres	7597
Octubre 2012	Aragón	35-39	Hombres	7703
Octubre 2012	Aragón	35-39	Mujeres	8181
Octubre 2012	Aragón	40-44	Hombres	7183
Octubre 2012	Aragón	40-44	Mujeres	7370
Octubre 2012	Aragón	45-49	Hombres	6808
Octubre 2012	Aragón	45-49	Mujeres	6492
Octubre 2012	Aragón	50-54	Hombres	5749
Octubre 2012	Aragón	50-54	Mujeres	5743
Octubre 2012	Aragón	55-59	Hombres	5076
Octubre 2012	Aragón	55-59	Mujeres	4793
Octubre 2012	Aragón	60-64	Hombres	2682
Octubre 2012	Aragón	60-64	Mujeres	2849
Septiembre 2012	Aragón	16-19	Hombres	1696
Septiembre 2012	Aragón	16-19	Mujeres	1307
Septiembre 2012	Aragón	20-24	Hombres	4958
Septiembre 2012	Aragón	20-24	Mujeres	4478
Septiembre 2012	Aragón	25-29	Hombres	5814
Septiembre 2012	Aragón	25-29	Mujeres	5908
Septiembre 2012	Aragón	30-34	Hombres	7002
Septiembre 2012	Aragón	30-34	Mujeres	7354
Septiembre 2012	Aragón	35-39	Hombres	7362
Septiembre 2012	Aragón	35-39	Mujeres	8046
Septiembre 2012	Aragón	40-44	Hombres	6824
Septiembre 2012	Aragón	40-44	Mujeres	7199
Septiembre 2012	Aragón	45-49	Hombres	6567
Septiembre 2012	Aragón	45-49	Mujeres	6218
Septiembre 2012	Aragón	50-54	Hombres	5517
Septiembre 2012	Aragón	50-54	Mujeres	5546
Septiembre 2012	Aragón	55-59	Hombres	4936
Septiembre 2012	Aragón	55-59	Mujeres	4648
Septiembre 2012	Aragón	60-64	Hombres	2648
Septiembre 2012	Aragón	60-64	Mujeres	2802
Agosto 2012	Aragón	16-19	Hombres	1587
Agosto 2012	Aragón	16-19	Mujeres	1222
Agosto 2012	Aragón	20-24	Hombres	4549
Agosto 2012	Aragón	20-24	Mujeres	4101
Agosto 2012	Aragón	25-29	Hombres	5642
Agosto 2012	Aragón	25-29	Mujeres	5743
Agosto 2012	Aragón	30-34	Hombres	6918
Agosto 2012	Aragón	30-34	Mujeres	7308
Agosto 2012	Aragón	35-39	Hombres	7313
Agosto 2012	Aragón	35-39	Mujeres	7885
Agosto 2012	Aragón	40-44	Hombres	6668
Agosto 2012	Aragón	40-44	Mujeres	7074
Agosto 2012	Aragón	45-49	Hombres	6488
Agosto 2012	Aragón	45-49	Mujeres	6096
Agosto 2012	Aragón	50-54	Hombres	5434
Agosto 2012	Aragón	50-54	Mujeres	5513
Agosto 2012	Aragón	55-59	Hombres	4840
Agosto 2012	Aragón	55-59	Mujeres	4580
Agosto 2012	Aragón	60-64	Hombres	2660
Agosto 2012	Aragón	60-64	Mujeres	2748
Julio 2012	Aragón	16-19	Hombres	1714
Julio 2012	Aragón	16-19	Mujeres	1272
Julio 2012	Aragón	20-24	Hombres	4617
Julio 2012	Aragón	20-24	Mujeres	3957
Julio 2012	Aragón	25-29	Hombres	5646
Julio 2012	Aragón	25-29	Mujeres	5655
Julio 2012	Aragón	30-34	Hombres	6881
Julio 2012	Aragón	30-34	Mujeres	7287
Julio 2012	Aragón	35-39	Hombres	7259
Julio 2012	Aragón	35-39	Mujeres	7848
Julio 2012	Aragón	40-44	Hombres	6725
Julio 2012	Aragón	40-44	Mujeres	6993
Julio 2012	Aragón	45-49	Hombres	6399
Julio 2012	Aragón	45-49	Mujeres	5991
Julio 2012	Aragón	50-54	Hombres	5358
Julio 2012	Aragón	50-54	Mujeres	5496
Julio 2012	Aragón	55-59	Hombres	4770
Julio 2012	Aragón	55-59	Mujeres	4526
Julio 2012	Aragón	60-64	Hombres	2667
Julio 2012	Aragón	60-64	Mujeres	2723
Junio 2012	Aragón	16-19	Hombres	1767
Junio 2012	Aragón	16-19	Mujeres	1322
Junio 2012	Aragón	20-24	Hombres	4715
Junio 2012	Aragón	20-24	Mujeres	3972
Junio 2012	Aragón	25-29	Hombres	5887
Junio 2012	Aragón	25-29	Mujeres	5840
Junio 2012	Aragón	30-34	Hombres	6959
Junio 2012	Aragón	30-34	Mujeres	7386
Junio 2012	Aragón	35-39	Hombres	7321
Junio 2012	Aragón	35-39	Mujeres	7972
Junio 2012	Aragón	40-44	Hombres	6673
Junio 2012	Aragón	40-44	Mujeres	7081
Junio 2012	Aragón	45-49	Hombres	6286
Junio 2012	Aragón	45-49	Mujeres	6086
Junio 2012	Aragón	50-54	Hombres	5319
Junio 2012	Aragón	50-54	Mujeres	5594
Junio 2012	Aragón	55-59	Hombres	4760
Junio 2012	Aragón	55-59	Mujeres	4552
Junio 2012	Aragón	60-64	Hombres	2652
Junio 2012	Aragón	60-64	Mujeres	2715
Mayo 2012	Aragón	16-19	Hombres	1724
Mayo 2012	Aragón	16-19	Mujeres	1294
Mayo 2012	Aragón	20-24	Hombres	5180
Mayo 2012	Aragón	20-24	Mujeres	4640
Mayo 2012	Aragón	25-29	Hombres	6168
Mayo 2012	Aragón	25-29	Mujeres	6281
Mayo 2012	Aragón	30-34	Hombres	7240
Mayo 2012	Aragón	30-34	Mujeres	7635
Mayo 2012	Aragón	35-39	Hombres	7534
Mayo 2012	Aragón	35-39	Mujeres	7988
Mayo 2012	Aragón	40-44	Hombres	6792
Mayo 2012	Aragón	40-44	Mujeres	7149
Mayo 2012	Aragón	45-49	Hombres	6383
Mayo 2012	Aragón	45-49	Mujeres	6163
Mayo 2012	Aragón	50-54	Hombres	5381
Mayo 2012	Aragón	50-54	Mujeres	5664
Mayo 2012	Aragón	55-59	Hombres	4751
Mayo 2012	Aragón	55-59	Mujeres	4562
Mayo 2012	Aragón	60-64	Hombres	2652
Mayo 2012	Aragón	60-64	Mujeres	2721
Abril 2012	Aragón	16-19	Hombres	1748
Abril 2012	Aragón	16-19	Mujeres	1274
Abril 2012	Aragón	20-24	Hombres	5281
Abril 2012	Aragón	20-24	Mujeres	4601
Abril 2012	Aragón	25-29	Hombres	6414
Abril 2012	Aragón	25-29	Mujeres	6250
Abril 2012	Aragón	30-34	Hombres	7538
Abril 2012	Aragón	30-34	Mujeres	7602
Abril 2012	Aragón	35-39	Hombres	7813
Abril 2012	Aragón	35-39	Mujeres	7943
Abril 2012	Aragón	40-44	Hombres	6956
Abril 2012	Aragón	40-44	Mujeres	7075
Abril 2012	Aragón	45-49	Hombres	6587
Abril 2012	Aragón	45-49	Mujeres	6135
Abril 2012	Aragón	50-54	Hombres	5437
Abril 2012	Aragón	50-54	Mujeres	5628
Abril 2012	Aragón	55-59	Hombres	4736
Abril 2012	Aragón	55-59	Mujeres	4503
Abril 2012	Aragón	60-64	Hombres	2686
Abril 2012	Aragón	60-64	Mujeres	2655
Marzo 2012	Aragón	16-19	Hombres	1743
Marzo 2012	Aragón	16-19	Mujeres	1290
Marzo 2012	Aragón	20-24	Hombres	5450
Marzo 2012	Aragón	20-24	Mujeres	4642
Marzo 2012	Aragón	25-29	Hombres	6695
Marzo 2012	Aragón	25-29	Mujeres	6295
Marzo 2012	Aragón	30-34	Hombres	7692
Marzo 2012	Aragón	30-34	Mujeres	7532
Marzo 2012	Aragón	35-39	Hombres	7847
Marzo 2012	Aragón	35-39	Mujeres	7869
Marzo 2012	Aragón	40-44	Hombres	6951
Marzo 2012	Aragón	40-44	Mujeres	7059
Marzo 2012	Aragón	45-49	Hombres	6585
Marzo 2012	Aragón	45-49	Mujeres	6137
Marzo 2012	Aragón	50-54	Hombres	5392
Marzo 2012	Aragón	50-54	Mujeres	5578
Marzo 2012	Aragón	55-59	Hombres	4679
Marzo 2012	Aragón	55-59	Mujeres	4499
Marzo 2012	Aragón	60-64	Hombres	2669
Marzo 2012	Aragón	60-64	Mujeres	2643
Febrero 2012	Aragón	16-19	Hombres	1704
Febrero 2012	Aragón	16-19	Mujeres	1287
Febrero 2012	Aragón	20-24	Hombres	5369
Febrero 2012	Aragón	20-24	Mujeres	4576
Febrero 2012	Aragón	25-29	Hombres	6621
Febrero 2012	Aragón	25-29	Mujeres	6189
Febrero 2012	Aragón	30-34	Hombres	7638
Febrero 2012	Aragón	30-34	Mujeres	7478
Febrero 2012	Aragón	35-39	Hombres	7774
Febrero 2012	Aragón	35-39	Mujeres	7841
Febrero 2012	Aragón	40-44	Hombres	6879
Febrero 2012	Aragón	40-44	Mujeres	6924
Febrero 2012	Aragón	45-49	Hombres	6464
Febrero 2012	Aragón	45-49	Mujeres	6081
Febrero 2012	Aragón	50-54	Hombres	5290
Febrero 2012	Aragón	50-54	Mujeres	5507
Febrero 2012	Aragón	55-59	Hombres	4602
Febrero 2012	Aragón	55-59	Mujeres	4455
Febrero 2012	Aragón	60-64	Hombres	2643
Febrero 2012	Aragón	60-64	Mujeres	2591
Enero 2012	Aragón	16-19	Hombres	1649
Enero 2012	Aragón	16-19	Mujeres	1229
Enero 2012	Aragón	20-24	Hombres	5162
Enero 2012	Aragón	20-24	Mujeres	4493
Enero 2012	Aragón	25-29	Hombres	6508
Enero 2012	Aragón	25-29	Mujeres	6102
Enero 2012	Aragón	30-34	Hombres	7534
Enero 2012	Aragón	30-34	Mujeres	7432
Enero 2012	Aragón	35-39	Hombres	7579
Enero 2012	Aragón	35-39	Mujeres	7719
Enero 2012	Aragón	40-44	Hombres	6768
Enero 2012	Aragón	40-44	Mujeres	6783
Enero 2012	Aragón	45-49	Hombres	6301
Enero 2012	Aragón	45-49	Mujeres	5945
Enero 2012	Aragón	50-54	Hombres	5113
Enero 2012	Aragón	50-54	Mujeres	5408
Enero 2012	Aragón	55-59	Hombres	4492
Enero 2012	Aragón	55-59	Mujeres	4401
Enero 2012	Aragón	60-64	Hombres	2609
Enero 2012	Aragón	60-64	Mujeres	2526
Diciembre 2011	Aragón	16-19	Hombres	1586
Diciembre 2011	Aragón	16-19	Mujeres	1214
Diciembre 2011	Aragón	20-24	Hombres	4944
Diciembre 2011	Aragón	20-24	Mujeres	4202
Diciembre 2011	Aragón	25-29	Hombres	6391
Diciembre 2011	Aragón	25-29	Mujeres	5646
Diciembre 2011	Aragón	30-34	Hombres	7290
Diciembre 2011	Aragón	30-34	Mujeres	7093
Diciembre 2011	Aragón	35-39	Hombres	7447
Diciembre 2011	Aragón	35-39	Mujeres	7417
Diciembre 2011	Aragón	40-44	Hombres	6665
Diciembre 2011	Aragón	40-44	Mujeres	6510
Diciembre 2011	Aragón	45-49	Hombres	6217
Diciembre 2011	Aragón	45-49	Mujeres	5707
Diciembre 2011	Aragón	50-54	Hombres	4938
Diciembre 2011	Aragón	50-54	Mujeres	5156
Diciembre 2011	Aragón	55-59	Hombres	4368
Diciembre 2011	Aragón	55-59	Mujeres	4216
Diciembre 2011	Aragón	60-64	Hombres	2537
Diciembre 2011	Aragón	60-64	Mujeres	2438
Noviembre 2011	Aragón	16-19	Hombres	1739
Noviembre 2011	Aragón	16-19	Mujeres	1294
Noviembre 2011	Aragón	20-24	Hombres	4938
Noviembre 2011	Aragón	20-24	Mujeres	4414
Noviembre 2011	Aragón	25-29	Hombres	6153
Noviembre 2011	Aragón	25-29	Mujeres	5718
Noviembre 2011	Aragón	30-34	Hombres	6973
Noviembre 2011	Aragón	30-34	Mujeres	7050
Noviembre 2011	Aragón	35-39	Hombres	7074
Noviembre 2011	Aragón	35-39	Mujeres	7342
Noviembre 2011	Aragón	40-44	Hombres	6285
Noviembre 2011	Aragón	40-44	Mujeres	6406
Noviembre 2011	Aragón	45-49	Hombres	5926
Noviembre 2011	Aragón	45-49	Mujeres	5654
Noviembre 2011	Aragón	50-54	Hombres	4664
Noviembre 2011	Aragón	50-54	Mujeres	5129
Noviembre 2011	Aragón	55-59	Hombres	4230
Noviembre 2011	Aragón	55-59	Mujeres	4185
Noviembre 2011	Aragón	60-64	Hombres	2471
Noviembre 2011	Aragón	60-64	Mujeres	2433
Octubre 2011	Aragón	16-19	Hombres	1763
Octubre 2011	Aragón	16-19	Mujeres	1294
Octubre 2011	Aragón	20-24	Hombres	4786
Octubre 2011	Aragón	20-24	Mujeres	4346
Octubre 2011	Aragón	25-29	Hombres	5977
Octubre 2011	Aragón	25-29	Mujeres	5627
Octubre 2011	Aragón	30-34	Hombres	6798
Octubre 2011	Aragón	30-34	Mujeres	6865
Octubre 2011	Aragón	35-39	Hombres	6938
Octubre 2011	Aragón	35-39	Mujeres	7150
Octubre 2011	Aragón	40-44	Hombres	6178
Octubre 2011	Aragón	40-44	Mujeres	6217
Octubre 2011	Aragón	45-49	Hombres	5673
Octubre 2011	Aragón	45-49	Mujeres	5497
Octubre 2011	Aragón	50-54	Hombres	4499
Octubre 2011	Aragón	50-54	Mujeres	4988
Octubre 2011	Aragón	55-59	Hombres	4093
Octubre 2011	Aragón	55-59	Mujeres	4080
Octubre 2011	Aragón	60-64	Hombres	2472
Octubre 2011	Aragón	60-64	Mujeres	2407
Septiembre 2011	Aragón	16-19	Hombres	1814
Septiembre 2011	Aragón	16-19	Mujeres	1380
Septiembre 2011	Aragón	20-24	Hombres	4589
Septiembre 2011	Aragón	20-24	Mujeres	4211
Septiembre 2011	Aragón	25-29	Hombres	5659
Septiembre 2011	Aragón	25-29	Mujeres	5436
Septiembre 2011	Aragón	30-34	Hombres	6601
Septiembre 2011	Aragón	30-34	Mujeres	6786
Septiembre 2011	Aragón	35-39	Hombres	6645
Septiembre 2011	Aragón	35-39	Mujeres	6952
Septiembre 2011	Aragón	40-44	Hombres	6000
Septiembre 2011	Aragón	40-44	Mujeres	6110
Septiembre 2011	Aragón	45-49	Hombres	5468
Septiembre 2011	Aragón	45-49	Mujeres	5286
Septiembre 2011	Aragón	50-54	Hombres	4336
Septiembre 2011	Aragón	50-54	Mujeres	4804
Septiembre 2011	Aragón	55-59	Hombres	3915
Septiembre 2011	Aragón	55-59	Mujeres	3954
Septiembre 2011	Aragón	60-64	Hombres	2434
Septiembre 2011	Aragón	60-64	Mujeres	2321
Agosto 2011	Aragón	16-19	Hombres	1745
Agosto 2011	Aragón	16-19	Mujeres	1288
Agosto 2011	Aragón	20-24	Hombres	4226
Agosto 2011	Aragón	20-24	Mujeres	3766
Agosto 2011	Aragón	25-29	Hombres	5454
Agosto 2011	Aragón	25-29	Mujeres	5263
Agosto 2011	Aragón	30-34	Hombres	6686
Agosto 2011	Aragón	30-34	Mujeres	6673
Agosto 2011	Aragón	35-39	Hombres	6699
Agosto 2011	Aragón	35-39	Mujeres	6921
Agosto 2011	Aragón	40-44	Hombres	6004
Agosto 2011	Aragón	40-44	Mujeres	5977
Agosto 2011	Aragón	45-49	Hombres	5488
Agosto 2011	Aragón	45-49	Mujeres	5134
Agosto 2011	Aragón	50-54	Hombres	4349
Agosto 2011	Aragón	50-54	Mujeres	4634
Agosto 2011	Aragón	55-59	Hombres	3834
Agosto 2011	Aragón	55-59	Mujeres	3846
Agosto 2011	Aragón	60-64	Hombres	2415
Agosto 2011	Aragón	60-64	Mujeres	2313
Julio 2011	Aragón	16-19	Hombres	1829
Julio 2011	Aragón	16-19	Mujeres	1339
Julio 2011	Aragón	20-24	Hombres	4268
Julio 2011	Aragón	20-24	Mujeres	3629
Julio 2011	Aragón	25-29	Hombres	5483
Julio 2011	Aragón	25-29	Mujeres	5043
Julio 2011	Aragón	30-34	Hombres	6603
Julio 2011	Aragón	30-34	Mujeres	6577
Julio 2011	Aragón	35-39	Hombres	6585
Julio 2011	Aragón	35-39	Mujeres	6865
Julio 2011	Aragón	40-44	Hombres	6002
Julio 2011	Aragón	40-44	Mujeres	5935
Julio 2011	Aragón	45-49	Hombres	5386
Julio 2011	Aragón	45-49	Mujeres	5050
Julio 2011	Aragón	50-54	Hombres	4252
Julio 2011	Aragón	50-54	Mujeres	4685
Julio 2011	Aragón	55-59	Hombres	3814
Julio 2011	Aragón	55-59	Mujeres	3824
Julio 2011	Aragón	60-64	Hombres	2407
Julio 2011	Aragón	60-64	Mujeres	2296
Junio 2011	Aragón	16-19	Hombres	1811
Junio 2011	Aragón	16-19	Mujeres	1376
Junio 2011	Aragón	20-24	Hombres	4358
Junio 2011	Aragón	20-24	Mujeres	3619
Junio 2011	Aragón	25-29	Hombres	5496
Junio 2011	Aragón	25-29	Mujeres	5056
Junio 2011	Aragón	30-34	Hombres	6496
Junio 2011	Aragón	30-34	Mujeres	6604
Junio 2011	Aragón	35-39	Hombres	6391
Junio 2011	Aragón	35-39	Mujeres	6727
Junio 2011	Aragón	40-44	Hombres	5871
Junio 2011	Aragón	40-44	Mujeres	5882
Junio 2011	Aragón	45-49	Hombres	5267
Junio 2011	Aragón	45-49	Mujeres	5117
Junio 2011	Aragón	50-54	Hombres	4185
Junio 2011	Aragón	50-54	Mujeres	4737
Junio 2011	Aragón	55-59	Hombres	3740
Junio 2011	Aragón	55-59	Mujeres	3882
Junio 2011	Aragón	60-64	Hombres	2399
Junio 2011	Aragón	60-64	Mujeres	2257
Mayo 2011	Aragón	16-19	Hombres	1723
Mayo 2011	Aragón	16-19	Mujeres	1331
Mayo 2011	Aragón	20-24	Hombres	4491
Mayo 2011	Aragón	20-24	Mujeres	3884
Mayo 2011	Aragón	25-29	Hombres	5782
Mayo 2011	Aragón	25-29	Mujeres	5217
Mayo 2011	Aragón	30-34	Hombres	6640
Mayo 2011	Aragón	30-34	Mujeres	6728
Mayo 2011	Aragón	35-39	Hombres	6477
Mayo 2011	Aragón	35-39	Mujeres	6777
Mayo 2011	Aragón	40-44	Hombres	6079
Mayo 2011	Aragón	40-44	Mujeres	5835
Mayo 2011	Aragón	45-49	Hombres	5280
Mayo 2011	Aragón	45-49	Mujeres	5074
Mayo 2011	Aragón	50-54	Hombres	4186
Mayo 2011	Aragón	50-54	Mujeres	4694
Mayo 2011	Aragón	55-59	Hombres	3746
