Municipio código	Municipio nombre	Número de personas en el hogar	Número hogares
50149	Luesma	03	1
50149	Luesma	04	1
50149	Luesma	05	1
50149	Luesma	09	1
50150	Lumpiaque	01	100
50150	Lumpiaque	02	96
50150	Lumpiaque	03	83
50150	Lumpiaque	04	48
50150	Lumpiaque	05	19
50150	Lumpiaque	06	4
50150	Lumpiaque	07	3
50150	Lumpiaque	08	3
50150	Lumpiaque	09	1
50150	Lumpiaque	10 o más	1
50151	Luna	01	148
50151	Luna	02	103
50151	Luna	03	62
50151	Luna	04	42
50151	Luna	05	21
50151	Luna	06	7
50151	Luna	07	6
50152	Maella	01	191
50152	Maella	02	208
50152	Maella	03	144
50152	Maella	04	132
50152	Maella	05	40
50152	Maella	06	32
50152	Maella	07	9
50152	Maella	08	1
50152	Maella	09	1
50152	Maella	10 o más	1
50153	Magallón	01	120
50153	Magallón	02	123
50153	Magallón	03	107
50153	Magallón	04	88
50153	Magallón	05	16
50153	Magallón	06	6
50153	Magallón	07	2
50153	Magallón	08	1
50154	Mainar	01	18
50154	Mainar	02	20
50154	Mainar	03	17
50154	Mainar	04	11
50154	Mainar	05	1
50154	Mainar	06	2
50155	Malanquilla	01	29
50155	Malanquilla	02	15
50155	Malanquilla	03	7
50155	Malanquilla	04	8
50155	Malanquilla	05	4
50155	Malanquilla	06	3
50156	Maleján	01	38
50156	Maleján	02	34
50156	Maleján	03	19
50156	Maleján	04	19
50156	Maleján	05	6
50156	Maleján	06	3
50156	Maleján	07	1
50157	Malón	01	50
50157	Malón	02	44
50157	Malón	03	25
50157	Malón	04	30
50157	Malón	05	13
50157	Malón	06	4
50157	Malón	07	2
50159	Maluenda	01	96
50159	Maluenda	02	99
50159	Maluenda	03	64
50159	Maluenda	04	59
50159	Maluenda	05	26
50159	Maluenda	06	13
50159	Maluenda	07	5
50159	Maluenda	08	2
50160	Mallén	01	271
50160	Mallén	02	280
50160	Mallén	03	235
50160	Mallén	04	236
50160	Mallén	05	64
50160	Mallén	06	18
50160	Mallén	07	5
50160	Mallén	08	5
50160	Mallén	09	1
50160	Mallén	10 o más	7
50161	Manchones	01	22
50161	Manchones	02	21
50161	Manchones	03	4
50161	Manchones	04	2
50161	Manchones	05	5
50161	Manchones	06	3
50161	Manchones	09	2
50162	Mara	01	30
50162	Mara	02	19
50162	Mara	03	24
50162	Mara	04	9
50162	Mara	05	4
50162	Mara	06	1
50163	María de Huerva	01	76
50163	María de Huerva	02	171
50163	María de Huerva	03	106
50163	María de Huerva	04	117
50163	María de Huerva	05	29
50163	María de Huerva	06	10
50163	María de Huerva	07	5
50163	María de Huerva	08	1
50163	María de Huerva	10 o más	1
50164	Mediana de Aragón	01	54
50164	Mediana de Aragón	02	45
50164	Mediana de Aragón	03	34
50164	Mediana de Aragón	04	34
50164	Mediana de Aragón	05	8
50164	Mediana de Aragón	06	8
50164	Mediana de Aragón	07	1
50164	Mediana de Aragón	08	1
50165	Mequinenza	01	167
50165	Mequinenza	02	297
50165	Mequinenza	03	167
50165	Mequinenza	04	188
50165	Mequinenza	05	51
50165	Mequinenza	06	26
50165	Mequinenza	07	6
50165	Mequinenza	08	1
50165	Mequinenza	10 o más	1
50166	Mesones de Isuela	01	33
50166	Mesones de Isuela	02	43
50166	Mesones de Isuela	03	23
50166	Mesones de Isuela	04	19
50166	Mesones de Isuela	05	7
50166	Mesones de Isuela	06	6
50166	Mesones de Isuela	07	1
50166	Mesones de Isuela	08	1
50167	Mezalocha	01	24
50167	Mezalocha	02	36
50167	Mezalocha	03	18
50167	Mezalocha	04	19
50167	Mezalocha	05	5
50167	Mezalocha	06	3
50167	Mezalocha	07	2
50168	Mianos	01	9
50168	Mianos	02	5
50168	Mianos	03	1
50168	Mianos	04	1
50168	Mianos	05	1
50168	Mianos	06	1
50168	Mianos	10 o más	1
50169	Miedes de Aragón	01	44
50169	Miedes de Aragón	02	47
50169	Miedes de Aragón	03	34
50169	Miedes de Aragón	04	30
50169	Miedes de Aragón	05	18
50169	Miedes de Aragón	06	8
50169	Miedes de Aragón	07	1
50170	Monegrillo	01	38
50170	Monegrillo	02	27
50170	Monegrillo	03	22
50170	Monegrillo	04	42
50170	Monegrillo	05	25
50170	Monegrillo	06	4
50170	Monegrillo	07	1
50170	Monegrillo	08	3
50170	Monegrillo	09	2
50171	Moneva	01	35
50171	Moneva	02	24
50171	Moneva	03	14
50171	Moneva	04	5
50171	Moneva	06	1
50171	Moneva	09	1
50172	Monreal de Ariza	01	30
50172	Monreal de Ariza	02	40
50172	Monreal de Ariza	03	23
50172	Monreal de Ariza	04	22
50172	Monreal de Ariza	05	6
50172	Monreal de Ariza	06	1
50173	Monterde	01	58
50173	Monterde	02	34
50173	Monterde	03	14
50173	Monterde	04	8
50173	Monterde	06	2
50174	Montón	01	23
50174	Montón	02	22
50174	Montón	03	9
50174	Montón	04	4
50174	Montón	05	2
50174	Montón	06	1
50175	Morata de Jalón	01	155
50175	Morata de Jalón	02	179
50175	Morata de Jalón	03	121
50175	Morata de Jalón	04	103
50175	Morata de Jalón	05	25
50175	Morata de Jalón	06	5
50175	Morata de Jalón	07	2
50175	Morata de Jalón	08	1
50176	Morata de Jiloca	01	50
50176	Morata de Jiloca	02	32
50176	Morata de Jiloca	03	26
50176	Morata de Jiloca	04	13
50176	Morata de Jiloca	05	10
50176	Morata de Jiloca	06	1
50177	Morés	01	58
50177	Morés	02	57
50177	Morés	03	36
50177	Morés	04	27
50177	Morés	05	7
50177	Morés	06	6
50178	Moros	01	69
50178	Moros	02	76
50178	Moros	03	46
50178	Moros	04	27
50178	Moros	05	3
50178	Moros	06	1
50179	Moyuela	01	48
50179	Moyuela	02	54
50179	Moyuela	03	20
50179	Moyuela	04	17
50179	Moyuela	05	6
50179	Moyuela	06	2
50180	Mozota	01	13
50180	Mozota	02	19
50180	Mozota	03	6
50180	Mozota	04	6
50180	Mozota	05	3
50180	Mozota	06	1
50181	Muel	01	101
50181	Muel	02	117
50181	Muel	03	84
50181	Muel	04	92
50181	Muel	05	19
50181	Muel	06	4
50181	Muel	07	3
50182	Muela (La)	01	167
50182	Muela (La)	02	200
50182	Muela (La)	03	123
50182	Muela (La)	04	117
50182	Muela (La)	05	31
50182	Muela (La)	06	23
50182	Muela (La)	07	4
50182	Muela (La)	09	2
50183	Munébrega	01	51
50183	Munébrega	02	56
50183	Munébrega	03	35
50183	Munébrega	04	25
50183	Munébrega	05	12
50183	Munébrega	06	1
50183	Munébrega	07	1
50183	Munébrega	08	1
50184	Murero	01	23
50184	Murero	02	15
50184	Murero	03	15
50184	Murero	04	7
50184	Murero	05	2
50184	Murero	06	1
50185	Murillo de Gállego	01	36
50185	Murillo de Gállego	02	24
50185	Murillo de Gállego	03	7
50185	Murillo de Gállego	04	6
50185	Murillo de Gállego	05	3
50185	Murillo de Gállego	06	1
50186	Navardún	01	11
50186	Navardún	02	4
50186	Navardún	03	5
50186	Navardún	04	4
50186	Navardún	05	1
50187	Nigüella	01	19
50187	Nigüella	02	7
50187	Nigüella	03	11
50187	Nigüella	04	4
50187	Nigüella	05	2
50187	Nigüella	06	1
50188	Nombrevilla	01	13
50188	Nombrevilla	02	9
50188	Nombrevilla	03	2
50188	Nombrevilla	04	1
50188	Nombrevilla	06	2
50189	Nonaspe	01	134
50189	Nonaspe	02	123
50189	Nonaspe	03	76
50189	Nonaspe	04	60
50189	Nonaspe	05	18
50189	Nonaspe	06	12
50189	Nonaspe	07	2
50190	Novallas	01	84
50190	Novallas	02	86
50190	Novallas	03	53
50190	Novallas	04	59
50190	Novallas	05	16
50190	Novallas	06	5
50190	Novallas	07	2
50191	Novillas	01	47
50191	Novillas	02	89
50191	Novillas	03	51
50191	Novillas	04	51
50191	Novillas	05	9
50191	Novillas	06	3
50192	Nuévalos	01	44
50192	Nuévalos	02	33
50192	Nuévalos	03	20
50192	Nuévalos	04	31
50192	Nuévalos	05	4
50192	Nuévalos	06	3
50193	Nuez de Ebro	01	33
50193	Nuez de Ebro	02	58
50193	Nuez de Ebro	03	48
50193	Nuez de Ebro	04	47
50193	Nuez de Ebro	05	15
50193	Nuez de Ebro	06	3
50193	Nuez de Ebro	07	1
50194	Olvés	01	17
50194	Olvés	02	16
50194	Olvés	03	11
50194	Olvés	04	6
50194	Olvés	05	7
50194	Olvés	06	1
50195	Orcajo	01	2
50195	Orcajo	02	13
50195	Orcajo	03	2
50195	Orcajo	04	4
50196	Orera	01	15
50196	Orera	02	19
50196	Orera	03	8
50196	Orera	04	6
50196	Orera	05	2
50196	Orera	06	1
50197	Orés	01	25
50197	Orés	02	10
50197	Orés	03	4
50197	Orés	04	6
50197	Orés	05	5
50197	Orés	06	1
50198	Oseja	01	8
50198	Oseja	02	9
50198	Oseja	03	3
50198	Oseja	04	3
50198	Oseja	05	1
50199	Osera de Ebro	01	30
50199	Osera de Ebro	02	31
50199	Osera de Ebro	03	28
50199	Osera de Ebro	04	26
50199	Osera de Ebro	05	8
50199	Osera de Ebro	06	2
50199	Osera de Ebro	07	1
50199	Osera de Ebro	09	1
50200	Paniza	01	71
50200	Paniza	02	70
50200	Paniza	03	42
50200	Paniza	04	52
50200	Paniza	05	17
50200	Paniza	06	2
50200	Paniza	07	5
50200	Paniza	08	2
50200	Paniza	09	1
50201	Paracuellos de Jiloca	01	54
50201	Paracuellos de Jiloca	02	54
50201	Paracuellos de Jiloca	03	24
50201	Paracuellos de Jiloca	04	35
50201	Paracuellos de Jiloca	05	9
50201	Paracuellos de Jiloca	06	8
50201	Paracuellos de Jiloca	07	3
50202	Paracuellos de la Ribera	01	40
50202	Paracuellos de la Ribera	02	41
50202	Paracuellos de la Ribera	03	25
50202	Paracuellos de la Ribera	04	12
50202	Paracuellos de la Ribera	05	2
50203	Pastriz	01	71
50203	Pastriz	02	100
50203	Pastriz	03	89
50203	Pastriz	04	84
50203	Pastriz	05	20
50203	Pastriz	06	13
50203	Pastriz	07	1
50203	Pastriz	08	3
50204	Pedrola	01	201
50204	Pedrola	02	281
50204	Pedrola	03	211
50204	Pedrola	04	205
50204	Pedrola	05	60
50204	Pedrola	06	22
50204	Pedrola	07	5
50204	Pedrola	08	4
50204	Pedrola	09	1
50204	Pedrola	10 o más	3
50205	Pedrosas (Las)	01	14
50205	Pedrosas (Las)	02	13
50205	Pedrosas (Las)	03	10
50205	Pedrosas (Las)	04	3
50205	Pedrosas (Las)	05	3
50205	Pedrosas (Las)	06	1
50206	Perdiguera	01	75
50206	Perdiguera	02	54
50206	Perdiguera	03	42
50206	Perdiguera	04	29
50206	Perdiguera	05	10
50206	Perdiguera	06	5
50206	Perdiguera	07	2
50207	Piedratajada	01	16
50207	Piedratajada	02	13
50207	Piedratajada	03	9
50207	Piedratajada	04	11
50207	Piedratajada	05	4
50207	Piedratajada	06	3
50208	Pina de Ebro	01	218
50208	Pina de Ebro	02	272
50208	Pina de Ebro	03	197
50208	Pina de Ebro	04	137
50208	Pina de Ebro	05	45
50208	Pina de Ebro	06	9
50208	Pina de Ebro	07	3
50208	Pina de Ebro	09	2
50208	Pina de Ebro	10 o más	1
50209	Pinseque	01	179
50209	Pinseque	02	194
50209	Pinseque	03	143
50209	Pinseque	04	119
50209	Pinseque	05	42
50209	Pinseque	06	12
50209	Pinseque	07	2
50210	Pintanos (Los)	01	11
50210	Pintanos (Los)	02	9
50210	Pintanos (Los)	03	10
50210	Pintanos (Los)	04	3
50210	Pintanos (Los)	05	2
50210	Pintanos (Los)	06	1
50211	Plasencia de Jalón	01	42
50211	Plasencia de Jalón	02	46
50211	Plasencia de Jalón	03	25
50211	Plasencia de Jalón	04	20
50211	Plasencia de Jalón	05	7
50211	Plasencia de Jalón	06	3
50211	Plasencia de Jalón	07	1
50211	Plasencia de Jalón	08	1
50211	Plasencia de Jalón	10 o más	1
50212	Pleitas	01	5
50212	Pleitas	02	8
50212	Pleitas	03	3
50212	Pleitas	04	4
50212	Pleitas	05	3
50213	Plenas	01	26
50213	Plenas	02	29
50213	Plenas	03	8
50213	Plenas	04	9
50213	Plenas	05	3
50214	Pomer	01	12
50214	Pomer	02	10
50214	Pomer	03	1
50215	Pozuel de Ariza	01	2
50215	Pozuel de Ariza	02	2
50215	Pozuel de Ariza	03	2
50215	Pozuel de Ariza	04	1
50216	Pozuelo de Aragón	01	22
50216	Pozuelo de Aragón	02	32
50216	Pozuelo de Aragón	03	27
50216	Pozuelo de Aragón	04	27
50216	Pozuelo de Aragón	05	5
50216	Pozuelo de Aragón	06	5
50216	Pozuelo de Aragón	07	1
50217	Pradilla de Ebro	01	65
50217	Pradilla de Ebro	02	72
50217	Pradilla de Ebro	03	46
50217	Pradilla de Ebro	04	30
50217	Pradilla de Ebro	05	20
50217	Pradilla de Ebro	06	9
50217	Pradilla de Ebro	07	1
50218	Puebla de Albortón	01	22
50218	Puebla de Albortón	02	19
50218	Puebla de Albortón	03	12
50218	Puebla de Albortón	04	5
50218	Puebla de Albortón	05	2
50218	Puebla de Albortón	06	2
50219	Puebla de Alfindén (La)	01	133
50219	Puebla de Alfindén (La)	02	270
50219	Puebla de Alfindén (La)	03	193
50219	Puebla de Alfindén (La)	04	199
50219	Puebla de Alfindén (La)	05	29
50219	Puebla de Alfindén (La)	06	12
50219	Puebla de Alfindén (La)	07	3
50219	Puebla de Alfindén (La)	10 o más	1
50220	Puendeluna	01	12
50220	Puendeluna	02	4
50220	Puendeluna	03	10
50220	Puendeluna	04	2
50221	Purujosa	01	18
50221	Purujosa	02	4
50221	Purujosa	03	2
50221	Purujosa	04	1
50221	Purujosa	05	1
50221	Purujosa	06	1
50222	Quinto	01	185
50222	Quinto	02	200
50222	Quinto	03	167
50222	Quinto	04	161
50222	Quinto	05	41
50222	Quinto	06	10
50222	Quinto	07	4
50222	Quinto	08	1
50222	Quinto	09	2
50222	Quinto	10 o más	1
50223	Remolinos	01	102
50223	Remolinos	02	135
50223	Remolinos	03	112
50223	Remolinos	04	87
50223	Remolinos	05	22
50223	Remolinos	06	9
50223	Remolinos	08	1
50224	Retascón	01	12
50224	Retascón	02	11
50224	Retascón	03	6
50224	Retascón	04	1
50224	Retascón	05	1
50224	Retascón	06	1
50224	Retascón	07	2
50225	Ricla	01	198
50225	Ricla	02	231
50225	Ricla	03	157
50225	Ricla	04	148
50225	Ricla	05	52
50225	Ricla	06	22
50225	Ricla	07	10
50225	Ricla	08	4
50225	Ricla	09	1
50225	Ricla	10 o más	3
50227	Romanos	01	10
50227	Romanos	02	12
50227	Romanos	03	15
50227	Romanos	04	8
50227	Romanos	05	3
50227	Romanos	07	1
50228	Rueda de Jalón	01	44
50228	Rueda de Jalón	02	43
50228	Rueda de Jalón	03	16
50228	Rueda de Jalón	04	25
50228	Rueda de Jalón	05	10
50228	Rueda de Jalón	06	4
50228	Rueda de Jalón	07	1
50229	Ruesca	01	7
50229	Ruesca	02	10
50229	Ruesca	03	3
50229	Ruesca	04	6
50229	Ruesca	05	4
50229	Ruesca	06	1
50230	Sádaba	01	191
50230	Sádaba	02	162
50230	Sádaba	03	113
50230	Sádaba	04	107
50230	Sádaba	05	47
50230	Sádaba	06	19
50230	Sádaba	07	4
50230	Sádaba	08	5
50230	Sádaba	10 o más	1
50231	Salillas de Jalón	01	53
50231	Salillas de Jalón	02	40
50231	Salillas de Jalón	03	35
50231	Salillas de Jalón	04	18
50231	Salillas de Jalón	05	7
50231	Salillas de Jalón	07	1
50232	Salvatierra de Esca	01	49
50232	Salvatierra de Esca	02	35
50232	Salvatierra de Esca	03	14
50232	Salvatierra de Esca	04	16
50232	Salvatierra de Esca	05	5
50232	Salvatierra de Esca	06	2
50232	Salvatierra de Esca	07	1
50233	Samper del Salz	01	23
50233	Samper del Salz	02	20
50233	Samper del Salz	03	5
50233	Samper del Salz	04	12
50233	Samper del Salz	05	3
50233	Samper del Salz	06	1
50234	San Martín de la Virgen de Moncayo	01	23
50234	San Martín de la Virgen de Moncayo	02	33
50234	San Martín de la Virgen de Moncayo	03	18
50234	San Martín de la Virgen de Moncayo	04	24
50234	San Martín de la Virgen de Moncayo	05	6
50234	San Martín de la Virgen de Moncayo	06	1
50234	San Martín de la Virgen de Moncayo	07	3
50235	San Mateo de Gállego	01	170
50235	San Mateo de Gállego	02	213
50235	San Mateo de Gállego	03	216
50235	San Mateo de Gállego	04	136
50235	San Mateo de Gállego	05	58
50235	San Mateo de Gállego	06	15
50235	San Mateo de Gállego	07	5
50235	San Mateo de Gállego	09	1
50236	Santa Cruz de Grío	01	31
50236	Santa Cruz de Grío	02	29
50236	Santa Cruz de Grío	03	13
50236	Santa Cruz de Grío	04	11
50236	Santa Cruz de Grío	05	2
50236	Santa Cruz de Grío	06	1
50236	Santa Cruz de Grío	07	2
50236	Santa Cruz de Grío	10 o más	1
50237	Santa Cruz de Moncayo	01	9
50237	Santa Cruz de Moncayo	02	20
50237	Santa Cruz de Moncayo	03	10
50237	Santa Cruz de Moncayo	04	5
50237	Santa Cruz de Moncayo	05	3
50237	Santa Cruz de Moncayo	06	1
50238	Santa Eulalia de Gállego	01	22
50238	Santa Eulalia de Gállego	02	18
50238	Santa Eulalia de Gállego	03	13
50238	Santa Eulalia de Gállego	04	4
50238	Santa Eulalia de Gállego	05	1
50238	Santa Eulalia de Gállego	06	1
50238	Santa Eulalia de Gállego	07	1
50239	Santed	01	12
50239	Santed	02	7
50239	Santed	03	4
50239	Santed	04	6
50239	Santed	05	2
50240	Sástago	01	127
50240	Sástago	02	153
50240	Sástago	03	113
50240	Sástago	04	81
50240	Sástago	05	41
50240	Sástago	06	11
50240	Sástago	07	2
50240	Sástago	08	1
50241	Saviñán	01	84
50241	Saviñán	02	88
50241	Saviñán	03	70
50241	Saviñán	04	56
50241	Saviñán	05	21
50241	Saviñán	06	13
50241	Saviñán	07	5
50241	Saviñán	09	1
50242	Sediles	01	14
50242	Sediles	02	12
50242	Sediles	03	7
50242	Sediles	04	4
50242	Sediles	05	3
50242	Sediles	06	2
50243	Sestrica	01	45
50243	Sestrica	02	66
50243	Sestrica	03	44
50243	Sestrica	04	20
50243	Sestrica	05	11
50243	Sestrica	06	4
50243	Sestrica	07	1
50244	Sierra de Luna	01	35
50244	Sierra de Luna	02	32
50244	Sierra de Luna	03	21
50244	Sierra de Luna	04	14
50244	Sierra de Luna	05	5
50245	Sigüés	01	41
50245	Sigüés	02	23
50245	Sigüés	03	10
50245	Sigüés	04	7
50245	Sigüés	05	5
50245	Sigüés	06	1
50246	Sisamón	01	11
50246	Sisamón	02	8
50246	Sisamón	03	5
50246	Sisamón	04	3
50246	Sisamón	05	3
50247	Sobradiel	01	33
50247	Sobradiel	02	64
50247	Sobradiel	03	52
50247	Sobradiel	04	51
50247	Sobradiel	05	18
50247	Sobradiel	06	5
50247	Sobradiel	07	3
50247	Sobradiel	09	1
50248	Sos del Rey Católico	01	86
50248	Sos del Rey Católico	02	81
50248	Sos del Rey Católico	03	50
50248	Sos del Rey Católico	04	45
50248	Sos del Rey Católico	05	23
50248	Sos del Rey Católico	06	5
50248	Sos del Rey Católico	07	2
50249	Tabuenca	01	61
50249	Tabuenca	02	50
50249	Tabuenca	03	35
50249	Tabuenca	04	30
50249	Tabuenca	05	11
50249	Tabuenca	06	2
50249	Tabuenca	07	1
50250	Talamantes	01	14
50250	Talamantes	02	15
50250	Talamantes	03	2
50250	Talamantes	04	1
50250	Talamantes	05	1
50251	Tarazona	01	814
50251	Tarazona	02	1005
50251	Tarazona	03	866
50251	Tarazona	04	805
50251	Tarazona	05	219
50251	Tarazona	06	60
50251	Tarazona	07	19
50251	Tarazona	08	7
50251	Tarazona	09	1
50251	Tarazona	10 o más	2
50252	Tauste	01	427
50252	Tauste	02	680
50252	Tauste	03	611
50252	Tauste	04	505
50252	Tauste	05	129
50252	Tauste	06	51
50252	Tauste	07	18
50252	Tauste	08	10
50252	Tauste	09	7
50252	Tauste	10 o más	5
50253	Terrer	01	82
50253	Terrer	02	87
50253	Terrer	03	41
50253	Terrer	04	33
50253	Terrer	05	13
50253	Terrer	06	3
50253	Terrer	07	1
50254	Tierga	01	22
50254	Tierga	02	30
50254	Tierga	03	19
50254	Tierga	04	18
50254	Tierga	05	5
50254	Tierga	08	1
50255	Tobed	01	77
50255	Tobed	02	37
50255	Tobed	03	14
50255	Tobed	04	9
50255	Tobed	05	3
50255	Tobed	07	1
50256	Torralba de los Frailes	01	9
50256	Torralba de los Frailes	02	11
50256	Torralba de los Frailes	03	10
50256	Torralba de los Frailes	04	7
50256	Torralba de los Frailes	07	1
50257	Torralba de Ribota	01	32
50257	Torralba de Ribota	02	30
50257	Torralba de Ribota	03	13
50257	Torralba de Ribota	04	11
50257	Torralba de Ribota	05	3
50258	Torralbilla	01	18
50258	Torralbilla	02	12
50258	Torralbilla	03	8
50258	Torralbilla	04	3
50259	Torrehermosa	01	12
50259	Torrehermosa	02	15
50259	Torrehermosa	03	6
50259	Torrehermosa	04	9
50259	Torrehermosa	05	2
50259	Torrehermosa	07	1
50260	Torrelapaja	01	13
50260	Torrelapaja	02	4
50260	Torrelapaja	03	2
50260	Torrelapaja	04	1
50260	Torrelapaja	05	1
50260	Torrelapaja	06	1
50261	Torrellas	01	38
50261	Torrellas	02	41
50261	Torrellas	03	28
50261	Torrellas	04	14
50261	Torrellas	05	8
50261	Torrellas	06	1
50261	Torrellas	07	1
50262	Torres de Berrellén	01	104
50262	Torres de Berrellén	02	128
50262	Torres de Berrellén	03	94
50262	Torres de Berrellén	04	113
50262	Torres de Berrellén	05	35
50262	Torres de Berrellén	06	10
50262	Torres de Berrellén	07	5
50262	Torres de Berrellén	10 o más	1
50263	Torrijo de la Cañada	01	79
50263	Torrijo de la Cañada	02	57
50263	Torrijo de la Cañada	03	24
50263	Torrijo de la Cañada	04	13
50263	Torrijo de la Cañada	05	4
50263	Torrijo de la Cañada	06	1
50264	Tosos	01	23
50264	Tosos	02	37
50264	Tosos	03	17
50264	Tosos	04	7
50264	Tosos	05	2
50264	Tosos	06	1
50265	Trasmoz	01	10
50265	Trasmoz	02	9
50265	Trasmoz	03	6
50265	Trasmoz	04	1
50265	Trasmoz	05	1
50265	Trasmoz	06	1
50266	Trasobares	01	59
50266	Trasobares	02	31
50266	Trasobares	03	12
50266	Trasobares	04	7
50266	Trasobares	05	3
50266	Trasobares	06	2
50267	Uncastillo	01	131
50267	Uncastillo	02	94
50267	Uncastillo	03	73
50267	Uncastillo	04	42
50267	Uncastillo	05	20
50267	Uncastillo	06	5
50267	Uncastillo	07	2
50267	Uncastillo	08	1
50268	Undués de Lerda	01	14
50268	Undués de Lerda	02	8
50268	Undués de Lerda	03	3
50268	Undués de Lerda	04	1
50268	Undués de Lerda	05	1
50269	Urrea de Jalón	01	27
50269	Urrea de Jalón	02	44
50269	Urrea de Jalón	03	27
50269	Urrea de Jalón	04	16
50269	Urrea de Jalón	05	8
50269	Urrea de Jalón	06	3
50269	Urrea de Jalón	07	1
50270	Urriés	01	16
50270	Urriés	02	10
50270	Urriés	03	5
50270	Urriés	04	4
50270	Urriés	08	1
50271	Used	01	31
50271	Used	02	38
50271	Used	03	38
50271	Used	04	22
50271	Used	05	6
50271	Used	06	3
50271	Used	07	1
50272	Utebo	01	582
50272	Utebo	02	1097
50272	Utebo	03	1079
50272	Utebo	04	1004
50272	Utebo	05	263
50272	Utebo	06	53
50272	Utebo	07	9
50272	Utebo	08	9
50272	Utebo	09	6
50272	Utebo	10 o más	3
50273	Valdehorna	01	5
50273	Valdehorna	02	10
50273	Valdehorna	03	5
50273	Valdehorna	04	4
50273	Valdehorna	05	1
50274	Val de San Martín	01	14
50274	Val de San Martín	02	9
50274	Val de San Martín	03	4
50274	Val de San Martín	04	6
50274	Val de San Martín	05	2
50274	Val de San Martín	06	1
50275	Valmadrid	01	14
50275	Valmadrid	02	9
50275	Valmadrid	03	7
50275	Valmadrid	04	4
50275	Valmadrid	05	1
50276	Valpalmas	01	25
50276	Valpalmas	02	18
50276	Valpalmas	03	9
50276	Valpalmas	04	9
50276	Valpalmas	05	5
50276	Valpalmas	06	3
50276	Valpalmas	09	1
50277	Valtorres	01	19
50277	Valtorres	02	15
50277	Valtorres	03	8
50277	Valtorres	04	2
50277	Valtorres	07	1
50278	Velilla de Ebro	01	33
50278	Velilla de Ebro	02	29
50278	Velilla de Ebro	03	18
50278	Velilla de Ebro	04	20
50278	Velilla de Ebro	05	6
50278	Velilla de Ebro	06	1
50279	Velilla de Jiloca	01	15
50279	Velilla de Jiloca	02	17
50279	Velilla de Jiloca	03	10
50279	Velilla de Jiloca	04	4
50279	Velilla de Jiloca	05	2
50279	Velilla de Jiloca	06	1
50279	Velilla de Jiloca	07	1
50280	Vera de Moncayo	01	60
50280	Vera de Moncayo	02	42
50280	Vera de Moncayo	03	33
50280	Vera de Moncayo	04	35
50280	Vera de Moncayo	05	7
50280	Vera de Moncayo	06	1
50280	Vera de Moncayo	07	2
50281	Vierlas	01	20
50281	Vierlas	02	14
50281	Vierlas	03	9
50281	Vierlas	04	7
50282	Vilueña (La)	01	21
50282	Vilueña (La)	02	18
50282	Vilueña (La)	03	6
50282	Vilueña (La)	04	3
50282	Vilueña (La)	05	1
50283	Villadoz	01	7
50283	Villadoz	02	7
50283	Villadoz	03	8
50283	Villadoz	04	10
50284	Villafeliche	01	35
50284	Villafeliche	02	38
50284	Villafeliche	03	17
50284	Villafeliche	04	8
50284	Villafeliche	05	1
50284	Villafeliche	06	3
50284	Villafeliche	07	1
50284	Villafeliche	08	1
50284	Villafeliche	09	1
50285	Villafranca de Ebro	01	50
50285	Villafranca de Ebro	02	64
50285	Villafranca de Ebro	03	60
50285	Villafranca de Ebro	04	54
50285	Villafranca de Ebro	05	13
50285	Villafranca de Ebro	06	4
50285	Villafranca de Ebro	07	2
50286	Villalba de Perejil	01	15
50286	Villalba de Perejil	02	12
50286	Villalba de Perejil	03	7
50286	Villalba de Perejil	04	4
50286	Villalba de Perejil	05	5
50286	Villalba de Perejil	07	2
50287	Villalengua	01	45
50287	Villalengua	02	38
50287	Villalengua	03	36
50287	Villalengua	04	25
50287	Villalengua	05	8
50287	Villalengua	06	5
50287	Villalengua	07	1
50287	Villalengua	08	1
50288	Villanueva de Gállego	01	188
50288	Villanueva de Gállego	02	320
50288	Villanueva de Gállego	03	287
50288	Villanueva de Gállego	04	262
50288	Villanueva de Gállego	05	83
50288	Villanueva de Gállego	06	25
50288	Villanueva de Gállego	07	7
50288	Villanueva de Gállego	08	3
50288	Villanueva de Gállego	09	1
50288	Villanueva de Gállego	10 o más	1
50289	Villanueva de Jiloca	01	12
50289	Villanueva de Jiloca	02	19
50289	Villanueva de Jiloca	03	4
50289	Villanueva de Jiloca	04	4
50289	Villanueva de Jiloca	06	1
50289	Villanueva de Jiloca	07	1
50290	Villanueva de Huerva	01	78
50290	Villanueva de Huerva	02	77
50290	Villanueva de Huerva	03	54
50290	Villanueva de Huerva	04	28
50290	Villanueva de Huerva	05	14
50290	Villanueva de Huerva	06	2
50291	Villar de los Navarros	01	30
50291	Villar de los Navarros	02	25
50291	Villar de los Navarros	03	7
50291	Villar de los Navarros	04	7
50291	Villar de los Navarros	05	2
50292	Villarreal de Huerva	01	21
50292	Villarreal de Huerva	02	21
50292	Villarreal de Huerva	03	16
50292	Villarreal de Huerva	04	9
50292	Villarreal de Huerva	05	5
50292	Villarreal de Huerva	06	1
50293	Villarroya de la Sierra	01	103
50293	Villarroya de la Sierra	02	110
50293	Villarroya de la Sierra	03	49
50293	Villarroya de la Sierra	04	34
50293	Villarroya de la Sierra	05	7
50293	Villarroya de la Sierra	06	1
50294	Villarroya del Campo	01	7
50294	Villarroya del Campo	02	15
50294	Villarroya del Campo	03	3
50294	Villarroya del Campo	04	2
50294	Villarroya del Campo	05	4
50295	Vistabella	01	10
50295	Vistabella	02	4
