Municipio código	Municipio nombre	Situación preferente	Personas residentes viviendas familiares
50184	Murero	Pensionistas de jubilación	38
50184	Murero	Realizando o compartiendo las labores del hogar	8
50184	Murero	Otra situación	16
50185	Murillo de Gállego	Estudiantes	11
50185	Murillo de Gállego	Ocupados	49
50185	Murillo de Gállego	Parados que han trabajado antes	9
50185	Murillo de Gállego	Pensionistas de invalidez	7
50185	Murillo de Gállego	Pensionistas de viudedad u orfandad	9
50185	Murillo de Gállego	Pensionistas de jubilación	40
50185	Murillo de Gállego	Dependientes	2
50185	Murillo de Gállego	Realizando o compartiendo las labores del hogar	20
50185	Murillo de Gállego	Otra situación	3
50186	Navardún	Estudiantes	1
50186	Navardún	Ocupados	22
50186	Navardún	Parados que han trabajado antes	1
50186	Navardún	Pensionistas de invalidez	1
50186	Navardún	Pensionistas de viudedad u orfandad	4
50186	Navardún	Pensionistas de jubilación	19
50186	Navardún	Realizando o compartiendo las labores del hogar	6
50186	Navardún	Otra situación	1
50187	Nigüella	Estudiantes	7
50187	Nigüella	Ocupados	25
50187	Nigüella	Parados buscando el primer empleo	1
50187	Nigüella	Parados que han trabajado antes	7
50187	Nigüella	Pensionistas de viudedad u orfandad	9
50187	Nigüella	Pensionistas de jubilación	24
50187	Nigüella	Realizando o compartiendo las labores del hogar	25
50188	Nombrevilla	Estudiantes	4
50188	Nombrevilla	Ocupados	22
50188	Nombrevilla	Parados buscando el primer empleo	4
50188	Nombrevilla	Parados que han trabajado antes	3
50188	Nombrevilla	Pensionistas de invalidez	1
50188	Nombrevilla	Pensionistas de viudedad u orfandad	2
50188	Nombrevilla	Pensionistas de jubilación	9
50188	Nombrevilla	Realizando o compartiendo las labores del hogar	7
50188	Nombrevilla	Otra situación	1
50189	Nonaspe	Estudiantes	124
50189	Nonaspe	Ocupados	354
50189	Nonaspe	Parados buscando el primer empleo	12
50189	Nonaspe	Parados que han trabajado antes	16
50189	Nonaspe	Pensionistas de invalidez	36
50189	Nonaspe	Pensionistas de viudedad u orfandad	68
50189	Nonaspe	Pensionistas de jubilación	218
50189	Nonaspe	Dependientes	1
50189	Nonaspe	Realizando o compartiendo las labores del hogar	156
50189	Nonaspe	Otra situación	39
50190	Novallas	Estudiantes	117
50190	Novallas	Ocupados	296
50190	Novallas	Parados buscando el primer empleo	2
50190	Novallas	Parados que han trabajado antes	33
50190	Novallas	Pensionistas de invalidez	14
50190	Novallas	Pensionistas de viudedad u orfandad	45
50190	Novallas	Pensionistas de jubilación	146
50190	Novallas	Realizando o compartiendo las labores del hogar	106
50190	Novallas	Otra situación	16
50191	Novillas	Estudiantes	80
50191	Novillas	Ocupados	272
50191	Novillas	Parados buscando el primer empleo	2
50191	Novillas	Parados que han trabajado antes	4
50191	Novillas	Pensionistas de invalidez	13
50191	Novillas	Pensionistas de viudedad u orfandad	28
50191	Novillas	Pensionistas de jubilación	111
50191	Novillas	Dependientes	1
50191	Novillas	Realizando o compartiendo las labores del hogar	120
50191	Novillas	Otra situación	14
50192	Nuévalos	Estudiantes	55
50192	Nuévalos	Ocupados	169
50192	Nuévalos	Parados buscando el primer empleo	1
50192	Nuévalos	Parados que han trabajado antes	8
50192	Nuévalos	Pensionistas de invalidez	2
50192	Nuévalos	Pensionistas de viudedad u orfandad	12
50192	Nuévalos	Pensionistas de jubilación	39
50192	Nuévalos	Dependientes	1
50192	Nuévalos	Realizando o compartiendo las labores del hogar	36
50192	Nuévalos	Otra situación	9
50193	Nuez de Ebro	Estudiantes	102
50193	Nuez de Ebro	Ocupados	273
50193	Nuez de Ebro	Parados buscando el primer empleo	2
50193	Nuez de Ebro	Parados que han trabajado antes	10
50193	Nuez de Ebro	Pensionistas de invalidez	8
50193	Nuez de Ebro	Pensionistas de viudedad u orfandad	15
50193	Nuez de Ebro	Pensionistas de jubilación	76
50193	Nuez de Ebro	Dependientes	1
50193	Nuez de Ebro	Realizando o compartiendo las labores del hogar	82
50193	Nuez de Ebro	Otra situación	12
50194	Olvés	Estudiantes	14
50194	Olvés	Ocupados	47
50194	Olvés	Parados que han trabajado antes	6
50194	Olvés	Pensionistas de invalidez	6
50194	Olvés	Pensionistas de viudedad u orfandad	13
50194	Olvés	Pensionistas de jubilación	42
50194	Olvés	Realizando o compartiendo las labores del hogar	18
50194	Olvés	Otra situación	1
50195	Orcajo	Estudiantes	4
50195	Orcajo	Ocupados	19
50195	Orcajo	Parados buscando el primer empleo	1
50195	Orcajo	Pensionistas de invalidez	1
50195	Orcajo	Pensionistas de viudedad u orfandad	1
50195	Orcajo	Pensionistas de jubilación	11
50195	Orcajo	Realizando o compartiendo las labores del hogar	13
50196	Orera	Estudiantes	11
50196	Orera	Ocupados	27
50196	Orera	Parados que han trabajado antes	2
50196	Orera	Pensionistas de invalidez	1
50196	Orera	Pensionistas de viudedad u orfandad	6
50196	Orera	Pensionistas de jubilación	41
50196	Orera	Realizando o compartiendo las labores del hogar	28
50196	Orera	Otra situación	1
50197	Orés	Estudiantes	13
50197	Orés	Ocupados	31
50197	Orés	Parados buscando el primer empleo	2
50197	Orés	Parados que han trabajado antes	3
50197	Orés	Pensionistas de invalidez	1
50197	Orés	Pensionistas de viudedad u orfandad	2
50197	Orés	Pensionistas de jubilación	38
50197	Orés	Realizando o compartiendo las labores del hogar	20
50197	Orés	Otra situación	2
50198	Oseja	Estudiantes	2
50198	Oseja	Ocupados	23
50198	Oseja	Parados que han trabajado antes	1
50198	Oseja	Pensionistas de jubilación	13
50198	Oseja	Realizando o compartiendo las labores del hogar	13
50199	Osera de Ebro	Estudiantes	52
50199	Osera de Ebro	Ocupados	162
50199	Osera de Ebro	Parados buscando el primer empleo	1
50199	Osera de Ebro	Parados que han trabajado antes	8
50199	Osera de Ebro	Pensionistas de invalidez	12
50199	Osera de Ebro	Pensionistas de viudedad u orfandad	20
50199	Osera de Ebro	Pensionistas de jubilación	39
50199	Osera de Ebro	Dependientes	3
50199	Osera de Ebro	Realizando o compartiendo las labores del hogar	43
50199	Osera de Ebro	Otra situación	8
50200	Paniza	Estudiantes	108
50200	Paniza	Ocupados	239
50200	Paniza	Parados buscando el primer empleo	10
50200	Paniza	Parados que han trabajado antes	16
50200	Paniza	Pensionistas de invalidez	5
50200	Paniza	Pensionistas de viudedad u orfandad	42
50200	Paniza	Pensionistas de jubilación	122
50200	Paniza	Realizando o compartiendo las labores del hogar	158
50200	Paniza	Otra situación	2
50201	Paracuellos de Jiloca	Estudiantes	76
50201	Paracuellos de Jiloca	Ocupados	186
50201	Paracuellos de Jiloca	Parados buscando el primer empleo	1
50201	Paracuellos de Jiloca	Parados que han trabajado antes	19
50201	Paracuellos de Jiloca	Pensionistas de invalidez	14
50201	Paracuellos de Jiloca	Pensionistas de viudedad u orfandad	37
50201	Paracuellos de Jiloca	Pensionistas de jubilación	80
50201	Paracuellos de Jiloca	Realizando tareas de voluntariado	1
50201	Paracuellos de Jiloca	Realizando o compartiendo las labores del hogar	66
50201	Paracuellos de Jiloca	Otra situación	8
50202	Paracuellos de la Ribera	Estudiantes	10
50202	Paracuellos de la Ribera	Ocupados	57
50202	Paracuellos de la Ribera	Parados que han trabajado antes	8
50202	Paracuellos de la Ribera	Pensionistas de invalidez	8
50202	Paracuellos de la Ribera	Pensionistas de viudedad u orfandad	23
50202	Paracuellos de la Ribera	Pensionistas de jubilación	67
50202	Paracuellos de la Ribera	Realizando o compartiendo las labores del hogar	50
50202	Paracuellos de la Ribera	Otra situación	32
50203	Pastriz	Estudiantes	172
50203	Pastriz	Ocupados	489
50203	Pastriz	Parados buscando el primer empleo	7
50203	Pastriz	Parados que han trabajado antes	41
50203	Pastriz	Pensionistas de invalidez	24
50203	Pastriz	Pensionistas de viudedad u orfandad	49
50203	Pastriz	Pensionistas de jubilación	110
50203	Pastriz	Dependientes	1
50203	Pastriz	Realizando o compartiendo las labores del hogar	157
50203	Pastriz	Otra situación	33
50204	Pedrola	Estudiantes	567
50204	Pedrola	Ocupados	1126
50204	Pedrola	Parados buscando el primer empleo	15
50204	Pedrola	Parados que han trabajado antes	70
50204	Pedrola	Pensionistas de invalidez	35
50204	Pedrola	Pensionistas de viudedad u orfandad	114
50204	Pedrola	Pensionistas de jubilación	407
50204	Pedrola	Realizando o compartiendo las labores del hogar	375
50204	Pedrola	Otra situación	48
50205	Pedrosas (Las)	Estudiantes	6
50205	Pedrosas (Las)	Ocupados	40
50205	Pedrosas (Las)	Parados buscando el primer empleo	1
50205	Pedrosas (Las)	Parados que han trabajado antes	3
50205	Pedrosas (Las)	Pensionistas de viudedad u orfandad	11
50205	Pedrosas (Las)	Pensionistas de jubilación	23
50205	Pedrosas (Las)	Realizando o compartiendo las labores del hogar	19
50206	Perdiguera	Estudiantes	73
50206	Perdiguera	Ocupados	206
50206	Perdiguera	Parados buscando el primer empleo	3
50206	Perdiguera	Parados que han trabajado antes	14
50206	Perdiguera	Pensionistas de invalidez	3
50206	Perdiguera	Pensionistas de viudedad u orfandad	18
50206	Perdiguera	Pensionistas de jubilación	97
50206	Perdiguera	Dependientes	1
50206	Perdiguera	Realizando o compartiendo las labores del hogar	88
50206	Perdiguera	Otra situación	16
50207	Piedratajada	Estudiantes	18
50207	Piedratajada	Ocupados	66
50207	Piedratajada	Parados buscando el primer empleo	2
50207	Piedratajada	Parados que han trabajado antes	1
50207	Piedratajada	Pensionistas de invalidez	2
50207	Piedratajada	Pensionistas de viudedad u orfandad	12
50207	Piedratajada	Pensionistas de jubilación	19
50207	Piedratajada	Realizando o compartiendo las labores del hogar	28
50207	Piedratajada	Otra situación	3
50208	Pina de Ebro	Estudiantes	446
50208	Pina de Ebro	Ocupados	1056
50208	Pina de Ebro	Parados buscando el primer empleo	12
50208	Pina de Ebro	Parados que han trabajado antes	44
50208	Pina de Ebro	Pensionistas de invalidez	39
50208	Pina de Ebro	Pensionistas de viudedad u orfandad	95
50208	Pina de Ebro	Pensionistas de jubilación	251
50208	Pina de Ebro	Realizando tareas de voluntariado	3
50208	Pina de Ebro	Dependientes	4
50208	Pina de Ebro	Realizando o compartiendo las labores del hogar	244
50208	Pina de Ebro	Otra situación	39
50209	Pinseque	Estudiantes	341
50209	Pinseque	Ocupados	835
50209	Pinseque	Parados buscando el primer empleo	5
50209	Pinseque	Parados que han trabajado antes	66
50209	Pinseque	Pensionistas de invalidez	37
50209	Pinseque	Pensionistas de viudedad u orfandad	64
50209	Pinseque	Pensionistas de jubilación	163
50209	Pinseque	Dependientes	8
50209	Pinseque	Realizando o compartiendo las labores del hogar	195
50209	Pinseque	Otra situación	54
50210	Pintanos (Los)	Estudiantes	2
50210	Pintanos (Los)	Ocupados	26
50210	Pintanos (Los)	Parados que han trabajado antes	5
50210	Pintanos (Los)	Pensionistas de invalidez	3
50210	Pintanos (Los)	Pensionistas de viudedad u orfandad	8
50210	Pintanos (Los)	Pensionistas de jubilación	24
50210	Pintanos (Los)	Realizando o compartiendo las labores del hogar	18
50210	Pintanos (Los)	Otra situación	1
50211	Plasencia de Jalón	Estudiantes	29
50211	Plasencia de Jalón	Ocupados	138
50211	Plasencia de Jalón	Parados buscando el primer empleo	2
50211	Plasencia de Jalón	Parados que han trabajado antes	14
50211	Plasencia de Jalón	Pensionistas de invalidez	9
50211	Plasencia de Jalón	Pensionistas de viudedad u orfandad	22
50211	Plasencia de Jalón	Pensionistas de jubilación	68
50211	Plasencia de Jalón	Dependientes	1
50211	Plasencia de Jalón	Realizando o compartiendo las labores del hogar	70
50211	Plasencia de Jalón	Otra situación	17
50212	Pleitas	Ocupados	15
50212	Pleitas	Parados que han trabajado antes	3
50212	Pleitas	Pensionistas de viudedad u orfandad	3
50212	Pleitas	Pensionistas de jubilación	29
50212	Pleitas	Realizando o compartiendo las labores del hogar	11
50213	Plenas	Estudiantes	6
50213	Plenas	Ocupados	63
50213	Plenas	Parados que han trabajado antes	2
50213	Plenas	Pensionistas de invalidez	5
50213	Plenas	Pensionistas de viudedad u orfandad	19
50213	Plenas	Pensionistas de jubilación	40
50213	Plenas	Realizando o compartiendo las labores del hogar	24
50214	Pomer	Ocupados	11
50214	Pomer	Parados buscando el primer empleo	1
50214	Pomer	Pensionistas de invalidez	1
50214	Pomer	Pensionistas de viudedad u orfandad	4
50214	Pomer	Pensionistas de jubilación	16
50214	Pomer	Realizando o compartiendo las labores del hogar	2
50215	Pozuel de Ariza	Ocupados	4
50215	Pozuel de Ariza	Pensionistas de jubilación	8
50215	Pozuel de Ariza	Realizando o compartiendo las labores del hogar	4
50216	Pozuelo de Aragón	Estudiantes	50
50216	Pozuelo de Aragón	Ocupados	116
50216	Pozuelo de Aragón	Parados buscando el primer empleo	3
50216	Pozuelo de Aragón	Parados que han trabajado antes	12
50216	Pozuelo de Aragón	Pensionistas de invalidez	3
50216	Pozuelo de Aragón	Pensionistas de viudedad u orfandad	19
50216	Pozuelo de Aragón	Pensionistas de jubilación	72
50216	Pozuelo de Aragón	Realizando o compartiendo las labores del hogar	59
50216	Pozuelo de Aragón	Otra situación	3
50217	Pradilla de Ebro	Estudiantes	84
50217	Pradilla de Ebro	Ocupados	252
50217	Pradilla de Ebro	Parados buscando el primer empleo	1
50217	Pradilla de Ebro	Parados que han trabajado antes	6
50217	Pradilla de Ebro	Pensionistas de invalidez	7
50217	Pradilla de Ebro	Pensionistas de viudedad u orfandad	53
50217	Pradilla de Ebro	Pensionistas de jubilación	112
50217	Pradilla de Ebro	Dependientes	4
50217	Pradilla de Ebro	Realizando o compartiendo las labores del hogar	107
50217	Pradilla de Ebro	Otra situación	2
50218	Puebla de Albortón	Estudiantes	4
50218	Puebla de Albortón	Ocupados	56
50218	Puebla de Albortón	Parados buscando el primer empleo	2
50218	Puebla de Albortón	Parados que han trabajado antes	4
50218	Puebla de Albortón	Pensionistas de invalidez	1
50218	Puebla de Albortón	Pensionistas de viudedad u orfandad	8
50218	Puebla de Albortón	Pensionistas de jubilación	33
50218	Puebla de Albortón	Dependientes	1
50218	Puebla de Albortón	Realizando o compartiendo las labores del hogar	29
50219	Puebla de Alfindén (La)	Estudiantes	414
50219	Puebla de Alfindén (La)	Ocupados	1157
50219	Puebla de Alfindén (La)	Parados buscando el primer empleo	14
50219	Puebla de Alfindén (La)	Parados que han trabajado antes	81
50219	Puebla de Alfindén (La)	Pensionistas de invalidez	38
50219	Puebla de Alfindén (La)	Pensionistas de viudedad u orfandad	58
50219	Puebla de Alfindén (La)	Pensionistas de jubilación	209
50219	Puebla de Alfindén (La)	Realizando tareas de voluntariado	2
50219	Puebla de Alfindén (La)	Dependientes	9
50219	Puebla de Alfindén (La)	Realizando o compartiendo las labores del hogar	244
50219	Puebla de Alfindén (La)	Otra situación	70
50220	Puendeluna	Estudiantes	3
50220	Puendeluna	Ocupados	23
50220	Puendeluna	Parados buscando el primer empleo	1
50220	Puendeluna	Parados que han trabajado antes	2
50220	Puendeluna	Pensionistas de invalidez	2
50220	Puendeluna	Pensionistas de viudedad u orfandad	1
50220	Puendeluna	Pensionistas de jubilación	15
50220	Puendeluna	Realizando o compartiendo las labores del hogar	11
50221	Purujosa	Ocupados	30
50221	Purujosa	Pensionistas de invalidez	1
50221	Purujosa	Pensionistas de viudedad u orfandad	1
50221	Purujosa	Pensionistas de jubilación	9
50221	Purujosa	Realizando o compartiendo las labores del hogar	5
50221	Purujosa	Otra situación	1
50222	Quinto	Estudiantes	388
50222	Quinto	Ocupados	843
50222	Quinto	Parados buscando el primer empleo	17
50222	Quinto	Parados que han trabajado antes	53
50222	Quinto	Pensionistas de invalidez	32
50222	Quinto	Pensionistas de viudedad u orfandad	100
50222	Quinto	Pensionistas de jubilación	303
50222	Quinto	Dependientes	10
50222	Quinto	Realizando o compartiendo las labores del hogar	292
50222	Quinto	Otra situación	21
50223	Remolinos	Estudiantes	187
50223	Remolinos	Ocupados	468
50223	Remolinos	Parados buscando el primer empleo	4
50223	Remolinos	Parados que han trabajado antes	21
50223	Remolinos	Pensionistas de invalidez	37
50223	Remolinos	Pensionistas de viudedad u orfandad	88
50223	Remolinos	Pensionistas de jubilación	172
50223	Remolinos	Dependientes	1
50223	Remolinos	Realizando o compartiendo las labores del hogar	231
50223	Remolinos	Otra situación	19
50224	Retascón	Estudiantes	3
50224	Retascón	Ocupados	31
50224	Retascón	Pensionistas de invalidez	1
50224	Retascón	Pensionistas de viudedad u orfandad	7
50224	Retascón	Pensionistas de jubilación	25
50224	Retascón	Realizando o compartiendo las labores del hogar	13
50224	Retascón	Otra situación	1
50225	Ricla	Estudiantes	287
50225	Ricla	Ocupados	958
50225	Ricla	Parados buscando el primer empleo	40
50225	Ricla	Parados que han trabajado antes	70
50225	Ricla	Pensionistas de invalidez	46
50225	Ricla	Pensionistas de viudedad u orfandad	108
50225	Ricla	Pensionistas de jubilación	307
50225	Ricla	Dependientes	1
50225	Ricla	Realizando o compartiendo las labores del hogar	390
50225	Ricla	Otra situación	64
50227	Romanos	Estudiantes	8
50227	Romanos	Ocupados	47
50227	Romanos	Parados que han trabajado antes	7
50227	Romanos	Pensionistas de invalidez	4
50227	Romanos	Pensionistas de viudedad u orfandad	6
50227	Romanos	Pensionistas de jubilación	26
50227	Romanos	Dependientes	1
50227	Romanos	Realizando o compartiendo las labores del hogar	34
50228	Rueda de Jalón	Estudiantes	59
50228	Rueda de Jalón	Ocupados	129
50228	Rueda de Jalón	Parados buscando el primer empleo	2
50228	Rueda de Jalón	Parados que han trabajado antes	6
50228	Rueda de Jalón	Pensionistas de invalidez	6
50228	Rueda de Jalón	Pensionistas de viudedad u orfandad	31
50228	Rueda de Jalón	Pensionistas de jubilación	60
50228	Rueda de Jalón	Realizando tareas de voluntariado	1
50228	Rueda de Jalón	Dependientes	1
50228	Rueda de Jalón	Realizando o compartiendo las labores del hogar	58
50228	Rueda de Jalón	Otra situación	6
50229	Ruesca	Estudiantes	12
50229	Ruesca	Ocupados	27
50229	Ruesca	Parados buscando el primer empleo	3
50229	Ruesca	Parados que han trabajado antes	3
50229	Ruesca	Pensionistas de invalidez	1
50229	Ruesca	Pensionistas de viudedad u orfandad	4
50229	Ruesca	Pensionistas de jubilación	20
50229	Ruesca	Dependientes	1
50229	Ruesca	Realizando o compartiendo las labores del hogar	14
50229	Ruesca	Otra situación	1
50230	Sádaba	Estudiantes	300
50230	Sádaba	Ocupados	657
50230	Sádaba	Parados buscando el primer empleo	26
50230	Sádaba	Parados que han trabajado antes	31
50230	Sádaba	Pensionistas de invalidez	41
50230	Sádaba	Pensionistas de viudedad u orfandad	107
50230	Sádaba	Pensionistas de jubilación	241
50230	Sádaba	Dependientes	17
50230	Sádaba	Realizando o compartiendo las labores del hogar	256
50230	Sádaba	Otra situación	33
50231	Salillas de Jalón	Estudiantes	42
50231	Salillas de Jalón	Ocupados	123
50231	Salillas de Jalón	Parados buscando el primer empleo	1
50231	Salillas de Jalón	Parados que han trabajado antes	3
50231	Salillas de Jalón	Pensionistas de invalidez	8
50231	Salillas de Jalón	Pensionistas de viudedad u orfandad	24
50231	Salillas de Jalón	Pensionistas de jubilación	97
50231	Salillas de Jalón	Dependientes	5
50231	Salillas de Jalón	Realizando o compartiendo las labores del hogar	47
50231	Salillas de Jalón	Otra situación	2
50232	Salvatierra de Esca	Estudiantes	34
50232	Salvatierra de Esca	Ocupados	74
50232	Salvatierra de Esca	Parados buscando el primer empleo	1
50232	Salvatierra de Esca	Parados que han trabajado antes	6
50232	Salvatierra de Esca	Pensionistas de invalidez	3
50232	Salvatierra de Esca	Pensionistas de viudedad u orfandad	25
50232	Salvatierra de Esca	Pensionistas de jubilación	64
50232	Salvatierra de Esca	Dependientes	1
50232	Salvatierra de Esca	Realizando o compartiendo las labores del hogar	51
50232	Salvatierra de Esca	Otra situación	10
50233	Samper del Salz	Estudiantes	16
50233	Samper del Salz	Ocupados	54
50233	Samper del Salz	Parados buscando el primer empleo	3
50233	Samper del Salz	Parados que han trabajado antes	2
50233	Samper del Salz	Pensionistas de invalidez	5
50233	Samper del Salz	Pensionistas de viudedad u orfandad	21
50233	Samper del Salz	Pensionistas de jubilación	24
50233	Samper del Salz	Realizando o compartiendo las labores del hogar	21
50233	Samper del Salz	Otra situación	1
50234	San Martín de la Virgen de Moncayo	Estudiantes	49
50234	San Martín de la Virgen de Moncayo	Ocupados	111
50234	San Martín de la Virgen de Moncayo	Parados que han trabajado antes	7
50234	San Martín de la Virgen de Moncayo	Pensionistas de invalidez	3
50234	San Martín de la Virgen de Moncayo	Pensionistas de viudedad u orfandad	4
50234	San Martín de la Virgen de Moncayo	Pensionistas de jubilación	63
50234	San Martín de la Virgen de Moncayo	Realizando o compartiendo las labores del hogar	55
50234	San Martín de la Virgen de Moncayo	Otra situación	4
50235	San Mateo de Gállego	Estudiantes	375
50235	San Mateo de Gállego	Ocupados	944
50235	San Mateo de Gállego	Parados buscando el primer empleo	9
50235	San Mateo de Gállego	Parados que han trabajado antes	83
50235	San Mateo de Gállego	Pensionistas de invalidez	48
50235	San Mateo de Gállego	Pensionistas de viudedad u orfandad	114
50235	San Mateo de Gállego	Pensionistas de jubilación	274
50235	San Mateo de Gállego	Dependientes	12
50235	San Mateo de Gállego	Realizando o compartiendo las labores del hogar	288
50235	San Mateo de Gállego	Otra situación	65
50236	Santa Cruz de Grío	Estudiantes	25
50236	Santa Cruz de Grío	Ocupados	53
50236	Santa Cruz de Grío	Parados buscando el primer empleo	3
50236	Santa Cruz de Grío	Parados que han trabajado antes	1
50236	Santa Cruz de Grío	Pensionistas de invalidez	12
50236	Santa Cruz de Grío	Pensionistas de viudedad u orfandad	13
50236	Santa Cruz de Grío	Pensionistas de jubilación	58
50236	Santa Cruz de Grío	Realizando o compartiendo las labores del hogar	40
50236	Santa Cruz de Grío	Otra situación	7
50237	Santa Cruz de Moncayo	Estudiantes	20
50237	Santa Cruz de Moncayo	Ocupados	39
50237	Santa Cruz de Moncayo	Parados que han trabajado antes	4
50237	Santa Cruz de Moncayo	Pensionistas de viudedad u orfandad	8
50237	Santa Cruz de Moncayo	Pensionistas de jubilación	28
50237	Santa Cruz de Moncayo	Dependientes	1
50237	Santa Cruz de Moncayo	Realizando o compartiendo las labores del hogar	20
50238	Santa Eulalia de Gállego	Estudiantes	13
50238	Santa Eulalia de Gállego	Ocupados	48
50238	Santa Eulalia de Gállego	Parados buscando el primer empleo	2
50238	Santa Eulalia de Gállego	Parados que han trabajado antes	1
50238	Santa Eulalia de Gállego	Pensionistas de invalidez	6
50238	Santa Eulalia de Gállego	Pensionistas de viudedad u orfandad	10
50238	Santa Eulalia de Gállego	Pensionistas de jubilación	34
50238	Santa Eulalia de Gállego	Realizando o compartiendo las labores del hogar	13
50238	Santa Eulalia de Gállego	Otra situación	4
50239	Santed	Estudiantes	8
50239	Santed	Ocupados	22
50239	Santed	Parados que han trabajado antes	4
50239	Santed	Pensionistas de viudedad u orfandad	6
50239	Santed	Pensionistas de jubilación	18
50239	Santed	Realizando o compartiendo las labores del hogar	14
50240	Sástago	Estudiantes	209
50240	Sástago	Ocupados	542
50240	Sástago	Parados buscando el primer empleo	1
50240	Sástago	Parados que han trabajado antes	28
50240	Sástago	Pensionistas de invalidez	30
50240	Sástago	Pensionistas de viudedad u orfandad	99
50240	Sástago	Pensionistas de jubilación	261
50240	Sástago	Dependientes	3
50240	Sástago	Realizando o compartiendo las labores del hogar	189
50240	Sástago	Otra situación	27
50241	Saviñán	Estudiantes	102
50241	Saviñán	Ocupados	333
50241	Saviñán	Parados buscando el primer empleo	8
50241	Saviñán	Parados que han trabajado antes	28
50241	Saviñán	Pensionistas de invalidez	17
50241	Saviñán	Pensionistas de viudedad u orfandad	62
50241	Saviñán	Pensionistas de jubilación	181
50241	Saviñán	Realizando tareas de voluntariado	3
50241	Saviñán	Dependientes	5
50241	Saviñán	Realizando o compartiendo las labores del hogar	172
50241	Saviñán	Otra situación	10
50242	Sediles	Estudiantes	8
50242	Sediles	Ocupados	34
50242	Sediles	Parados buscando el primer empleo	1
50242	Sediles	Parados que han trabajado antes	4
50242	Sediles	Pensionistas de invalidez	3
50242	Sediles	Pensionistas de viudedad u orfandad	6
50242	Sediles	Pensionistas de jubilación	27
50242	Sediles	Dependientes	1
50242	Sediles	Realizando o compartiendo las labores del hogar	16
50242	Sediles	Otra situación	2
50243	Sestrica	Estudiantes	48
50243	Sestrica	Ocupados	161
50243	Sestrica	Parados buscando el primer empleo	2
50243	Sestrica	Parados que han trabajado antes	17
50243	Sestrica	Pensionistas de invalidez	14
50243	Sestrica	Pensionistas de viudedad u orfandad	36
50243	Sestrica	Pensionistas de jubilación	98
50243	Sestrica	Realizando o compartiendo las labores del hogar	89
50243	Sestrica	Otra situación	10
50244	Sierra de Luna	Estudiantes	9
50244	Sierra de Luna	Ocupados	83
50244	Sierra de Luna	Parados buscando el primer empleo	2
50244	Sierra de Luna	Parados que han trabajado antes	5
50244	Sierra de Luna	Pensionistas de invalidez	1
50244	Sierra de Luna	Pensionistas de viudedad u orfandad	29
50244	Sierra de Luna	Pensionistas de jubilación	62
50244	Sierra de Luna	Realizando o compartiendo las labores del hogar	46
50244	Sierra de Luna	Otra situación	6
50245	Sigüés	Estudiantes	4
50245	Sigüés	Ocupados	60
50245	Sigüés	Parados buscando el primer empleo	1
50245	Sigüés	Parados que han trabajado antes	4
50245	Sigüés	Pensionistas de invalidez	5
50245	Sigüés	Pensionistas de viudedad u orfandad	15
50245	Sigüés	Pensionistas de jubilación	52
50245	Sigüés	Dependientes	2
50245	Sigüés	Realizando o compartiendo las labores del hogar	31
50245	Sigüés	Otra situación	2
50246	Sisamón	Estudiantes	3
50246	Sisamón	Ocupados	22
50246	Sisamón	Parados que han trabajado antes	1
50246	Sisamón	Pensionistas de viudedad u orfandad	2
50246	Sisamón	Pensionistas de jubilación	20
50246	Sisamón	Realizando o compartiendo las labores del hogar	21
50247	Sobradiel	Estudiantes	97
50247	Sobradiel	Ocupados	273
50247	Sobradiel	Parados buscando el primer empleo	8
50247	Sobradiel	Parados que han trabajado antes	37
50247	Sobradiel	Pensionistas de invalidez	19
50247	Sobradiel	Pensionistas de viudedad u orfandad	23
50247	Sobradiel	Pensionistas de jubilación	96
50247	Sobradiel	Dependientes	3
50247	Sobradiel	Realizando o compartiendo las labores del hogar	90
50247	Sobradiel	Otra situación	25
50248	Sos del Rey Católico	Estudiantes	93
50248	Sos del Rey Católico	Ocupados	311
50248	Sos del Rey Católico	Parados buscando el primer empleo	4
50248	Sos del Rey Católico	Parados que han trabajado antes	11
50248	Sos del Rey Católico	Pensionistas de invalidez	12
50248	Sos del Rey Católico	Pensionistas de viudedad u orfandad	53
50248	Sos del Rey Católico	Pensionistas de jubilación	126
50248	Sos del Rey Católico	Realizando o compartiendo las labores del hogar	110
50248	Sos del Rey Católico	Otra situación	17
50249	Tabuenca	Estudiantes	47
50249	Tabuenca	Ocupados	170
50249	Tabuenca	Parados buscando el primer empleo	1
50249	Tabuenca	Parados que han trabajado antes	9
50249	Tabuenca	Pensionistas de invalidez	5
50249	Tabuenca	Pensionistas de viudedad u orfandad	13
50249	Tabuenca	Pensionistas de jubilación	130
50249	Tabuenca	Realizando o compartiendo las labores del hogar	73
50249	Tabuenca	Otra situación	12
50250	Talamantes	Estudiantes	5
50250	Talamantes	Ocupados	13
50250	Talamantes	Parados que han trabajado antes	3
50250	Talamantes	Pensionistas de invalidez	2
50250	Talamantes	Pensionistas de viudedad u orfandad	7
50250	Talamantes	Pensionistas de jubilación	21
50250	Talamantes	Realizando o compartiendo las labores del hogar	6
50250	Talamantes	Otra situación	2
50251	Tarazona	Estudiantes	1914
50251	Tarazona	Ocupados	4119
50251	Tarazona	Parados buscando el primer empleo	74
50251	Tarazona	Parados que han trabajado antes	532
50251	Tarazona	Pensionistas de invalidez	190
50251	Tarazona	Pensionistas de viudedad u orfandad	423
