Municipio código	Municipio nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
50157	Malón	13	Resto del personal administrativo y comercial	Hombres	6
50157	Malón	13	Resto del personal administrativo y comercial	Mujeres	7
50157	Malón	14	Resto del personal de los servicios	Hombres	5
50157	Malón	14	Resto del personal de los servicios	Mujeres	9
50157	Malón	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
50157	Malón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	42
50157	Malón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	15
50157	Malón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	15
50157	Malón	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	2
50159	Maluenda	1	Empresarios agrarios con asalariados	Hombres	7
50159	Maluenda	2	Empresarios agrarios sin asalariados	Hombres	37
50159	Maluenda	2	Empresarios agrarios sin asalariados	Mujeres	2
50159	Maluenda	4	Directores y jefes de explotaciones agrarias	Hombres	1
50159	Maluenda	5	Resto de trabajadores de explotaciones agrarias	Hombres	26
50159	Maluenda	5	Resto de trabajadores de explotaciones agrarias	Mujeres	23
50159	Maluenda	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
50159	Maluenda	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
50159	Maluenda	7	Empresarios no agrarios con asalariados	Hombres	6
50159	Maluenda	7	Empresarios no agrarios con asalariados	Mujeres	4
50159	Maluenda	8	Empresarios no agrarios sin asalariados	Hombres	16
50159	Maluenda	8	Empresarios no agrarios sin asalariados	Mujeres	8
50159	Maluenda	9	Miembros de cooperativas no agrarias	Hombres	1
50159	Maluenda	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50159	Maluenda	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	19
50159	Maluenda	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	19
50159	Maluenda	13	Resto del personal administrativo y comercial	Hombres	9
50159	Maluenda	13	Resto del personal administrativo y comercial	Mujeres	33
50159	Maluenda	14	Resto del personal de los servicios	Hombres	12
50159	Maluenda	14	Resto del personal de los servicios	Mujeres	13
50159	Maluenda	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
50159	Maluenda	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	31
50159	Maluenda	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	5
50159	Maluenda	17	Operarios sin especialización de establecimientos no agrarios	Hombres	75
50159	Maluenda	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	25
50159	Maluenda	18	Profesionales de las fuerzas armadas	Hombres	4
50160	Mallén	1	Empresarios agrarios con asalariados	Hombres	7
50160	Mallén	1	Empresarios agrarios con asalariados	Mujeres	1
50160	Mallén	2	Empresarios agrarios sin asalariados	Hombres	91
50160	Mallén	2	Empresarios agrarios sin asalariados	Mujeres	9
50160	Mallén	4	Directores y jefes de explotaciones agrarias	Hombres	2
50160	Mallén	5	Resto de trabajadores de explotaciones agrarias	Hombres	52
50160	Mallén	5	Resto de trabajadores de explotaciones agrarias	Mujeres	6
50160	Mallén	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	9
50160	Mallén	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	2
50160	Mallén	7	Empresarios no agrarios con asalariados	Hombres	60
50160	Mallén	7	Empresarios no agrarios con asalariados	Mujeres	17
50160	Mallén	8	Empresarios no agrarios sin asalariados	Hombres	60
50160	Mallén	8	Empresarios no agrarios sin asalariados	Mujeres	31
50160	Mallén	9	Miembros de cooperativas no agrarias	Mujeres	2
50160	Mallén	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	18
50160	Mallén	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
50160	Mallén	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	70
50160	Mallén	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	40
50160	Mallén	13	Resto del personal administrativo y comercial	Hombres	66
50160	Mallén	13	Resto del personal administrativo y comercial	Mujeres	107
50160	Mallén	14	Resto del personal de los servicios	Hombres	34
50160	Mallén	14	Resto del personal de los servicios	Mujeres	61
50160	Mallén	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	12
50160	Mallén	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	2
50160	Mallén	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	342
50160	Mallén	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	53
50160	Mallén	17	Operarios sin especialización de establecimientos no agrarios	Hombres	87
50160	Mallén	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	21
50160	Mallén	18	Profesionales de las fuerzas armadas	Hombres	3
50160	Mallén	18	Profesionales de las fuerzas armadas	Mujeres	2
50161	Manchones	1	Empresarios agrarios con asalariados	Hombres	1
50161	Manchones	2	Empresarios agrarios sin asalariados	Hombres	9
50161	Manchones	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
50161	Manchones	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
50161	Manchones	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	2
50161	Manchones	7	Empresarios no agrarios con asalariados	Hombres	2
50161	Manchones	7	Empresarios no agrarios con asalariados	Mujeres	1
50161	Manchones	8	Empresarios no agrarios sin asalariados	Hombres	4
50161	Manchones	8	Empresarios no agrarios sin asalariados	Mujeres	2
50161	Manchones	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50161	Manchones	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	1
50161	Manchones	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
50161	Manchones	13	Resto del personal administrativo y comercial	Hombres	2
50161	Manchones	13	Resto del personal administrativo y comercial	Mujeres	1
50161	Manchones	14	Resto del personal de los servicios	Mujeres	2
50161	Manchones	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	5
50161	Manchones	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
50161	Manchones	17	Operarios sin especialización de establecimientos no agrarios	Hombres	3
50161	Manchones	18	Profesionales de las fuerzas armadas	Hombres	3
50162	Mara	1	Empresarios agrarios con asalariados	Hombres	1
50162	Mara	2	Empresarios agrarios sin asalariados	Hombres	14
50162	Mara	5	Resto de trabajadores de explotaciones agrarias	Hombres	1
50162	Mara	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
50162	Mara	7	Empresarios no agrarios con asalariados	Mujeres	1
50162	Mara	8	Empresarios no agrarios sin asalariados	Hombres	4
50162	Mara	8	Empresarios no agrarios sin asalariados	Mujeres	3
50162	Mara	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
50162	Mara	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	4
50162	Mara	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	5
50162	Mara	13	Resto del personal administrativo y comercial	Hombres	3
50162	Mara	13	Resto del personal administrativo y comercial	Mujeres	7
50162	Mara	14	Resto del personal de los servicios	Mujeres	8
50162	Mara	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
50162	Mara	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	18
50162	Mara	17	Operarios sin especialización de establecimientos no agrarios	Hombres	2
50163	María de Huerva	1	Empresarios agrarios con asalariados	Hombres	5
50163	María de Huerva	1	Empresarios agrarios con asalariados	Mujeres	1
50163	María de Huerva	2	Empresarios agrarios sin asalariados	Hombres	6
50163	María de Huerva	2	Empresarios agrarios sin asalariados	Mujeres	1
50163	María de Huerva	4	Directores y jefes de explotaciones agrarias	Mujeres	1
50163	María de Huerva	5	Resto de trabajadores de explotaciones agrarias	Hombres	12
50163	María de Huerva	5	Resto de trabajadores de explotaciones agrarias	Mujeres	4
50163	María de Huerva	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	14
50163	María de Huerva	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	7
50163	María de Huerva	7	Empresarios no agrarios con asalariados	Hombres	53
50163	María de Huerva	7	Empresarios no agrarios con asalariados	Mujeres	17
50163	María de Huerva	8	Empresarios no agrarios sin asalariados	Hombres	42
50163	María de Huerva	8	Empresarios no agrarios sin asalariados	Mujeres	18
50163	María de Huerva	9	Miembros de cooperativas no agrarias	Hombres	1
50163	María de Huerva	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	18
50163	María de Huerva	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	9
50163	María de Huerva	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	56
50163	María de Huerva	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	42
50163	María de Huerva	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	2
50163	María de Huerva	13	Resto del personal administrativo y comercial	Hombres	45
50163	María de Huerva	13	Resto del personal administrativo y comercial	Mujeres	88
50163	María de Huerva	14	Resto del personal de los servicios	Hombres	30
50163	María de Huerva	14	Resto del personal de los servicios	Mujeres	54
50163	María de Huerva	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	18
50163	María de Huerva	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	133
50163	María de Huerva	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	23
50163	María de Huerva	17	Operarios sin especialización de establecimientos no agrarios	Hombres	13
50163	María de Huerva	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	2
50163	María de Huerva	18	Profesionales de las fuerzas armadas	Hombres	6
50163	María de Huerva	18	Profesionales de las fuerzas armadas	Mujeres	2
50163	María de Huerva	19	No clasificables por condicion socioeconómica	Hombres	3
50164	Mediana de Aragón	1	Empresarios agrarios con asalariados	Hombres	2
50164	Mediana de Aragón	2	Empresarios agrarios sin asalariados	Hombres	27
50164	Mediana de Aragón	2	Empresarios agrarios sin asalariados	Mujeres	1
50164	Mediana de Aragón	5	Resto de trabajadores de explotaciones agrarias	Hombres	6
50164	Mediana de Aragón	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
50164	Mediana de Aragón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
50164	Mediana de Aragón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
50164	Mediana de Aragón	7	Empresarios no agrarios con asalariados	Hombres	8
50164	Mediana de Aragón	7	Empresarios no agrarios con asalariados	Mujeres	4
50164	Mediana de Aragón	8	Empresarios no agrarios sin asalariados	Hombres	10
50164	Mediana de Aragón	8	Empresarios no agrarios sin asalariados	Mujeres	8
50164	Mediana de Aragón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50164	Mediana de Aragón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
50164	Mediana de Aragón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	7
50164	Mediana de Aragón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	6
50164	Mediana de Aragón	13	Resto del personal administrativo y comercial	Hombres	2
50164	Mediana de Aragón	13	Resto del personal administrativo y comercial	Mujeres	4
50164	Mediana de Aragón	14	Resto del personal de los servicios	Hombres	2
50164	Mediana de Aragón	14	Resto del personal de los servicios	Mujeres	3
50164	Mediana de Aragón	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
50164	Mediana de Aragón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	34
50164	Mediana de Aragón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	20
50164	Mediana de Aragón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	9
50164	Mediana de Aragón	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
50164	Mediana de Aragón	19	No clasificables por condicion socioeconómica	Hombres	1
50164	Mediana de Aragón	19	No clasificables por condicion socioeconómica	Mujeres	1
50165	Mequinenza	1	Empresarios agrarios con asalariados	Hombres	8
50165	Mequinenza	1	Empresarios agrarios con asalariados	Mujeres	1
50165	Mequinenza	2	Empresarios agrarios sin asalariados	Hombres	37
50165	Mequinenza	2	Empresarios agrarios sin asalariados	Mujeres	9
50165	Mequinenza	5	Resto de trabajadores de explotaciones agrarias	Hombres	32
50165	Mequinenza	5	Resto de trabajadores de explotaciones agrarias	Mujeres	4
50165	Mequinenza	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	7
50165	Mequinenza	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	8
50165	Mequinenza	7	Empresarios no agrarios con asalariados	Hombres	32
50165	Mequinenza	7	Empresarios no agrarios con asalariados	Mujeres	12
50165	Mequinenza	8	Empresarios no agrarios sin asalariados	Hombres	46
50165	Mequinenza	8	Empresarios no agrarios sin asalariados	Mujeres	35
50165	Mequinenza	9	Miembros de cooperativas no agrarias	Mujeres	2
50165	Mequinenza	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	5
50165	Mequinenza	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
50165	Mequinenza	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	35
50165	Mequinenza	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	39
50165	Mequinenza	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
50165	Mequinenza	13	Resto del personal administrativo y comercial	Hombres	38
50165	Mequinenza	13	Resto del personal administrativo y comercial	Mujeres	50
50165	Mequinenza	14	Resto del personal de los servicios	Hombres	12
50165	Mequinenza	14	Resto del personal de los servicios	Mujeres	44
50165	Mequinenza	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	10
50165	Mequinenza	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	240
50165	Mequinenza	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	87
50165	Mequinenza	17	Operarios sin especialización de establecimientos no agrarios	Hombres	29
50165	Mequinenza	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	8
50165	Mequinenza	18	Profesionales de las fuerzas armadas	Hombres	1
50165	Mequinenza	19	No clasificables por condicion socioeconómica	Mujeres	1
50166	Mesones de Isuela	2	Empresarios agrarios sin asalariados	Hombres	31
50166	Mesones de Isuela	2	Empresarios agrarios sin asalariados	Mujeres	1
50166	Mesones de Isuela	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
50166	Mesones de Isuela	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
50166	Mesones de Isuela	7	Empresarios no agrarios con asalariados	Hombres	1
50166	Mesones de Isuela	8	Empresarios no agrarios sin asalariados	Hombres	7
50166	Mesones de Isuela	8	Empresarios no agrarios sin asalariados	Mujeres	3
50166	Mesones de Isuela	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50166	Mesones de Isuela	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
50166	Mesones de Isuela	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	5
50166	Mesones de Isuela	13	Resto del personal administrativo y comercial	Hombres	3
50166	Mesones de Isuela	13	Resto del personal administrativo y comercial	Mujeres	3
50166	Mesones de Isuela	14	Resto del personal de los servicios	Hombres	1
50166	Mesones de Isuela	14	Resto del personal de los servicios	Mujeres	2
50166	Mesones de Isuela	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	22
50166	Mesones de Isuela	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	8
50166	Mesones de Isuela	17	Operarios sin especialización de establecimientos no agrarios	Hombres	10
50166	Mesones de Isuela	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
50166	Mesones de Isuela	18	Profesionales de las fuerzas armadas	Hombres	1
50167	Mezalocha	1	Empresarios agrarios con asalariados	Mujeres	1
50167	Mezalocha	2	Empresarios agrarios sin asalariados	Hombres	18
50167	Mezalocha	2	Empresarios agrarios sin asalariados	Mujeres	4
50167	Mezalocha	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
50167	Mezalocha	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
50167	Mezalocha	7	Empresarios no agrarios con asalariados	Mujeres	2
50167	Mezalocha	8	Empresarios no agrarios sin asalariados	Hombres	1
50167	Mezalocha	8	Empresarios no agrarios sin asalariados	Mujeres	4
50167	Mezalocha	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50167	Mezalocha	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	1
50167	Mezalocha	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	5
50167	Mezalocha	13	Resto del personal administrativo y comercial	Hombres	7
50167	Mezalocha	13	Resto del personal administrativo y comercial	Mujeres	8
50167	Mezalocha	14	Resto del personal de los servicios	Hombres	4
50167	Mezalocha	14	Resto del personal de los servicios	Mujeres	4
50167	Mezalocha	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	17
50167	Mezalocha	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	2
50167	Mezalocha	17	Operarios sin especialización de establecimientos no agrarios	Hombres	2
50167	Mezalocha	18	Profesionales de las fuerzas armadas	Hombres	6
50167	Mezalocha	18	Profesionales de las fuerzas armadas	Mujeres	2
50167	Mezalocha	19	No clasificables por condicion socioeconómica	Mujeres	2
50168	Mianos	2	Empresarios agrarios sin asalariados	Hombres	6
50168	Mianos	5	Resto de trabajadores de explotaciones agrarias	Hombres	1
50168	Mianos	7	Empresarios no agrarios con asalariados	Hombres	1
50168	Mianos	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50168	Mianos	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	2
50168	Mianos	13	Resto del personal administrativo y comercial	Hombres	2
50168	Mianos	13	Resto del personal administrativo y comercial	Mujeres	3
50168	Mianos	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1
50169	Miedes de Aragón	2	Empresarios agrarios sin asalariados	Hombres	58
50169	Miedes de Aragón	2	Empresarios agrarios sin asalariados	Mujeres	2
50169	Miedes de Aragón	5	Resto de trabajadores de explotaciones agrarias	Hombres	5
50169	Miedes de Aragón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	2
50169	Miedes de Aragón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
50169	Miedes de Aragón	7	Empresarios no agrarios con asalariados	Hombres	4
50169	Miedes de Aragón	8	Empresarios no agrarios sin asalariados	Hombres	5
50169	Miedes de Aragón	8	Empresarios no agrarios sin asalariados	Mujeres	5
50169	Miedes de Aragón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50169	Miedes de Aragón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	1
50169	Miedes de Aragón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
50169	Miedes de Aragón	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
50169	Miedes de Aragón	13	Resto del personal administrativo y comercial	Hombres	4
50169	Miedes de Aragón	13	Resto del personal administrativo y comercial	Mujeres	8
50169	Miedes de Aragón	14	Resto del personal de los servicios	Hombres	1
50169	Miedes de Aragón	14	Resto del personal de los servicios	Mujeres	5
50169	Miedes de Aragón	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
50169	Miedes de Aragón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	28
50169	Miedes de Aragón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	16
50169	Miedes de Aragón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	7
50169	Miedes de Aragón	18	Profesionales de las fuerzas armadas	Hombres	1
50169	Miedes de Aragón	18	Profesionales de las fuerzas armadas	Mujeres	1
50170	Monegrillo	1	Empresarios agrarios con asalariados	Hombres	6
50170	Monegrillo	2	Empresarios agrarios sin asalariados	Hombres	37
50170	Monegrillo	2	Empresarios agrarios sin asalariados	Mujeres	4
50170	Monegrillo	5	Resto de trabajadores de explotaciones agrarias	Hombres	16
50170	Monegrillo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	3
50170	Monegrillo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	3
50170	Monegrillo	7	Empresarios no agrarios con asalariados	Hombres	7
50170	Monegrillo	7	Empresarios no agrarios con asalariados	Mujeres	4
50170	Monegrillo	8	Empresarios no agrarios sin asalariados	Hombres	21
50170	Monegrillo	8	Empresarios no agrarios sin asalariados	Mujeres	7
50170	Monegrillo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
50170	Monegrillo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	9
50170	Monegrillo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	7
50170	Monegrillo	13	Resto del personal administrativo y comercial	Hombres	4
50170	Monegrillo	13	Resto del personal administrativo y comercial	Mujeres	14
50170	Monegrillo	14	Resto del personal de los servicios	Hombres	4
50170	Monegrillo	14	Resto del personal de los servicios	Mujeres	24
50170	Monegrillo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	37
50170	Monegrillo	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	4
50170	Monegrillo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	2
50170	Monegrillo	18	Profesionales de las fuerzas armadas	Hombres	1
50170	Monegrillo	19	No clasificables por condicion socioeconómica	Hombres	1
50171	Moneva	1	Empresarios agrarios con asalariados	Hombres	1
50171	Moneva	2	Empresarios agrarios sin asalariados	Hombres	2
50171	Moneva	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
50171	Moneva	7	Empresarios no agrarios con asalariados	Hombres	4
50171	Moneva	7	Empresarios no agrarios con asalariados	Mujeres	1
50171	Moneva	8	Empresarios no agrarios sin asalariados	Hombres	7
50171	Moneva	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	4
50171	Moneva	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	2
50171	Moneva	13	Resto del personal administrativo y comercial	Hombres	4
50171	Moneva	13	Resto del personal administrativo y comercial	Mujeres	4
50171	Moneva	14	Resto del personal de los servicios	Hombres	4
50171	Moneva	14	Resto del personal de los servicios	Mujeres	4
50171	Moneva	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	3
50171	Moneva	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	11
50171	Moneva	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
50171	Moneva	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
50172	Monreal de Ariza	1	Empresarios agrarios con asalariados	Hombres	7
50172	Monreal de Ariza	2	Empresarios agrarios sin asalariados	Hombres	31
50172	Monreal de Ariza	2	Empresarios agrarios sin asalariados	Mujeres	4
50172	Monreal de Ariza	5	Resto de trabajadores de explotaciones agrarias	Hombres	4
50172	Monreal de Ariza	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
50172	Monreal de Ariza	7	Empresarios no agrarios con asalariados	Hombres	4
50172	Monreal de Ariza	7	Empresarios no agrarios con asalariados	Mujeres	1
50172	Monreal de Ariza	8	Empresarios no agrarios sin asalariados	Hombres	7
50172	Monreal de Ariza	8	Empresarios no agrarios sin asalariados	Mujeres	1
50172	Monreal de Ariza	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	5
50172	Monreal de Ariza	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	2
50172	Monreal de Ariza	13	Resto del personal administrativo y comercial	Hombres	3
50172	Monreal de Ariza	13	Resto del personal administrativo y comercial	Mujeres	10
50172	Monreal de Ariza	14	Resto del personal de los servicios	Mujeres	7
50172	Monreal de Ariza	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
50172	Monreal de Ariza	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	10
50172	Monreal de Ariza	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	7
50172	Monreal de Ariza	18	Profesionales de las fuerzas armadas	Hombres	1
50173	Monterde	1	Empresarios agrarios con asalariados	Hombres	3
50173	Monterde	2	Empresarios agrarios sin asalariados	Hombres	8
50173	Monterde	5	Resto de trabajadores de explotaciones agrarias	Hombres	4
50173	Monterde	7	Empresarios no agrarios con asalariados	Hombres	5
50173	Monterde	8	Empresarios no agrarios sin asalariados	Hombres	6
50173	Monterde	8	Empresarios no agrarios sin asalariados	Mujeres	4
50173	Monterde	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
50173	Monterde	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
50173	Monterde	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1
50173	Monterde	13	Resto del personal administrativo y comercial	Hombres	8
50173	Monterde	13	Resto del personal administrativo y comercial	Mujeres	4
50173	Monterde	14	Resto del personal de los servicios	Hombres	5
50173	Monterde	14	Resto del personal de los servicios	Mujeres	9
50173	Monterde	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	19
50173	Monterde	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	2
50174	Montón	2	Empresarios agrarios sin asalariados	Hombres	6
50174	Montón	2	Empresarios agrarios sin asalariados	Mujeres	1
50174	Montón	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
50174	Montón	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
50174	Montón	8	Empresarios no agrarios sin asalariados	Hombres	3
50174	Montón	8	Empresarios no agrarios sin asalariados	Mujeres	1
50174	Montón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	4
50174	Montón	13	Resto del personal administrativo y comercial	Mujeres	3
50174	Montón	14	Resto del personal de los servicios	Hombres	1
50174	Montón	14	Resto del personal de los servicios	Mujeres	2
50174	Montón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	9
