Mes (código)	Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
200803	Marzo 2008	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200803	Marzo 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21392
200803	Marzo 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	784
200803	Marzo 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	329
200803	Marzo 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
200803	Marzo 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1776
200803	Marzo 2008	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200802	Febrero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12508
200802	Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	895
200802	Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	345
200802	Febrero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3740
200802	Febrero 2008	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200802	Febrero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21204
200802	Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	935
200802	Febrero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	369
200802	Febrero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200802	Febrero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2026
200802	Febrero 2008	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200801	Enero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12394
200801	Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	845
200801	Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	302
200801	Enero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3446
200801	Enero 2008	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200801	Enero 2008	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21181
200801	Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	805
200801	Enero 2008	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	346
200801	Enero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200801	Enero 2008	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1865
200801	Enero 2008	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200712	Diciembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11932
200712	Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	785
200712	Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	274
200712	Diciembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2938
200712	Diciembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19984
200712	Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	644
200712	Diciembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	287
200712	Diciembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200712	Diciembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1530
200712	Diciembre 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200711	Noviembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11342
200711	Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	625
200711	Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	248
200711	Noviembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2438
200711	Noviembre 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200711	Noviembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20178
200711	Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	634
200711	Noviembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	306
200711	Noviembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200711	Noviembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1595
200711	Noviembre 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
200710	Octubre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11140
200710	Octubre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	625
200710	Octubre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	232
200710	Octubre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200710	Octubre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2215
200710	Octubre 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200710	Octubre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20036
200710	Octubre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	592
200710	Octubre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	286
200710	Octubre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1453
200710	Octubre 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200709	Septiembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	10847
200709	Septiembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	642
200709	Septiembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	220
200709	Septiembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2046
200709	Septiembre 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200709	Septiembre 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19604
200709	Septiembre 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	543
200709	Septiembre 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	255
200709	Septiembre 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1222
200709	Septiembre 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200708	Agosto 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11120
200708	Agosto 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	733
200708	Agosto 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	206
200708	Agosto 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1957
200708	Agosto 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200708	Agosto 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19707
200708	Agosto 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	521
200708	Agosto 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	251
200708	Agosto 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1154
200708	Agosto 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200707	Julio 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	10209
200707	Julio 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	631
200707	Julio 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	196
200707	Julio 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1715
200707	Julio 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200707	Julio 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19093
200707	Julio 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	491
200707	Julio 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	251
200707	Julio 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1109
200707	Julio 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200706	Junio 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	10181
200706	Junio 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	480
200706	Junio 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	170
200706	Junio 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1502
200706	Junio 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200706	Junio 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	18901
200706	Junio 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	461
200706	Junio 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	227
200706	Junio 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200706	Junio 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1236
200706	Junio 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200705	Mayo 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	10499
200705	Mayo 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	416
200705	Mayo 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	167
200705	Mayo 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1596
200705	Mayo 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200705	Mayo 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19537
200705	Mayo 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	463
200705	Mayo 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	248
200705	Mayo 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200705	Mayo 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1379
200705	Mayo 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200704	Abril 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11119
200704	Abril 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	432
200704	Abril 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	173
200704	Abril 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1857
200704	Abril 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200704	Abril 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20082
200704	Abril 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	468
200704	Abril 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	250
200704	Abril 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200704	Abril 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1460
200704	Abril 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200703	Marzo 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11176
200703	Marzo 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	410
200703	Marzo 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	185
200703	Marzo 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1938
200703	Marzo 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200703	Marzo 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20322
200703	Marzo 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	483
200703	Marzo 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	268
200703	Marzo 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1486
200703	Marzo 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200702	Febrero 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11327
200702	Febrero 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	443
200702	Febrero 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	175
200702	Febrero 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2047
200702	Febrero 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200702	Febrero 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20189
200702	Febrero 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	507
200702	Febrero 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	261
200702	Febrero 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200702	Febrero 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1432
200702	Febrero 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	5
200701	Enero 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11755
200701	Enero 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	475
200701	Enero 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	190
200701	Enero 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2227
200701	Enero 2007	Aragón	No consta	No consta	No consta	No consta	Hombres	2
200701	Enero 2007	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20429
200701	Enero 2007	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	512
200701	Enero 2007	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	274
200701	Enero 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200701	Enero 2007	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1494
200701	Enero 2007	Aragón	No consta	No consta	No consta	No consta	Mujeres	6
200612	Diciembre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11695
200612	Diciembre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	197
200612	Diciembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	509
200612	Diciembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2321
200612	Diciembre 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200612	Diciembre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19710
200612	Diciembre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	238
200612	Diciembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	458
200612	Diciembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
200612	Diciembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1369
200612	Diciembre 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	5
200611	Noviembre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11307
200611	Noviembre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	189
200611	Noviembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	421
200611	Noviembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1897
200611	Noviembre 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200611	Noviembre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20366
200611	Noviembre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	261
200611	Noviembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	446
200611	Noviembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
200611	Noviembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1388
200611	Noviembre 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200610	Octubre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11325
200610	Octubre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	176
200610	Octubre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	386
200610	Octubre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1838
200610	Octubre 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200610	Octubre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20267
200610	Octubre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	264
200610	Octubre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	385
200610	Octubre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
200610	Octubre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1302
200610	Octubre 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200609	Septiembre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11373
200609	Septiembre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	186
200609	Septiembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	382
200609	Septiembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1573
200609	Septiembre 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200609	Septiembre 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19829
200609	Septiembre 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	236
200609	Septiembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	352
200609	Septiembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
200609	Septiembre 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1128
200609	Septiembre 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200608	Agosto 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11444
