Comarca código	Comarca nombre	Edad	Sexo	Estado civil	Personas residentes viviendas familiares
25	Jiloca	50 a 54	Hombres	Viudos/as	5
25	Jiloca	50 a 54	Hombres	Separados/as	4
25	Jiloca	50 a 54	Hombres	Divorciados/as	1
25	Jiloca	50 a 54	Mujeres	Solteros/as	22
25	Jiloca	50 a 54	Mujeres	Casados/as	254
25	Jiloca	50 a 54	Mujeres	Viudos/as	19
25	Jiloca	50 a 54	Mujeres	Separados/as	3
25	Jiloca	55 a 59	Hombres	Solteros/as	79
25	Jiloca	55 a 59	Hombres	Casados/as	283
25	Jiloca	55 a 59	Hombres	Viudos/as	7
25	Jiloca	55 a 59	Hombres	Separados/as	7
25	Jiloca	55 a 59	Mujeres	Solteros/as	21
25	Jiloca	55 a 59	Mujeres	Casados/as	327
25	Jiloca	55 a 59	Mujeres	Viudos/as	27
25	Jiloca	55 a 59	Mujeres	Separados/as	5
25	Jiloca	60 a 64	Hombres	Solteros/as	83
25	Jiloca	60 a 64	Hombres	Casados/as	287
25	Jiloca	60 a 64	Hombres	Viudos/as	11
25	Jiloca	60 a 64	Hombres	Separados/as	2
25	Jiloca	60 a 64	Hombres	Divorciados/as	2
25	Jiloca	60 a 64	Mujeres	Solteros/as	28
25	Jiloca	60 a 64	Mujeres	Casados/as	319
25	Jiloca	60 a 64	Mujeres	Viudos/as	50
25	Jiloca	60 a 64	Mujeres	Separados/as	1
25	Jiloca	65 a 69	Hombres	Solteros/as	106
25	Jiloca	65 a 69	Hombres	Casados/as	459
25	Jiloca	65 a 69	Hombres	Viudos/as	33
25	Jiloca	65 a 69	Hombres	Separados/as	3
25	Jiloca	65 a 69	Hombres	Divorciados/as	1
25	Jiloca	65 a 69	Mujeres	Solteros/as	47
25	Jiloca	65 a 69	Mujeres	Casados/as	450
25	Jiloca	65 a 69	Mujeres	Viudos/as	107
25	Jiloca	65 a 69	Mujeres	Separados/as	3
25	Jiloca	70 a 74	Hombres	Solteros/as	118
25	Jiloca	70 a 74	Hombres	Casados/as	497
25	Jiloca	70 a 74	Hombres	Viudos/as	56
25	Jiloca	70 a 74	Hombres	Divorciados/as	2
25	Jiloca	70 a 74	Mujeres	Solteros/as	41
25	Jiloca	70 a 74	Mujeres	Casados/as	427
25	Jiloca	70 a 74	Mujeres	Viudos/as	153
25	Jiloca	70 a 74	Mujeres	Separados/as	2
25	Jiloca	75 a 79	Hombres	Solteros/as	61
25	Jiloca	75 a 79	Hombres	Casados/as	353
25	Jiloca	75 a 79	Hombres	Viudos/as	65
25	Jiloca	75 a 79	Hombres	Separados/as	2
25	Jiloca	75 a 79	Mujeres	Solteros/as	30
25	Jiloca	75 a 79	Mujeres	Casados/as	304
25	Jiloca	75 a 79	Mujeres	Viudos/as	201
25	Jiloca	75 a 79	Mujeres	Separados/as	1
25	Jiloca	80 a 84	Hombres	Solteros/as	16
25	Jiloca	80 a 84	Hombres	Casados/as	164
25	Jiloca	80 a 84	Hombres	Viudos/as	52
25	Jiloca	80 a 84	Mujeres	Solteros/as	24
25	Jiloca	80 a 84	Mujeres	Casados/as	105
25	Jiloca	80 a 84	Mujeres	Viudos/as	194
25	Jiloca	80 a 84	Mujeres	Separados/as	1
25	Jiloca	85 a 90	Hombres	Solteros/as	8
25	Jiloca	85 a 90	Hombres	Casados/as	67
25	Jiloca	85 a 90	Hombres	Viudos/as	42
25	Jiloca	85 a 90	Mujeres	Solteros/as	14
25	Jiloca	85 a 90	Mujeres	Casados/as	34
25	Jiloca	85 a 90	Mujeres	Viudos/as	168
25	Jiloca	90 ó más	Hombres	Solteros/as	2
25	Jiloca	90 ó más	Hombres	Casados/as	22
25	Jiloca	90 ó más	Hombres	Viudos/as	32
25	Jiloca	90 ó más	Mujeres	Solteros/as	3
25	Jiloca	90 ó más	Mujeres	Casados/as	7
25	Jiloca	90 ó más	Mujeres	Viudos/as	93
26	Cuencas Mineras	16 a 19	Hombres	Solteros/as	249
26	Cuencas Mineras	16 a 19	Hombres	Casados/as	1
26	Cuencas Mineras	16 a 19	Hombres	Separados/as	1
26	Cuencas Mineras	16 a 19	Mujeres	Solteros/as	203
26	Cuencas Mineras	16 a 19	Mujeres	Casados/as	2
26	Cuencas Mineras	20 a 24	Hombres	Solteros/as	337
26	Cuencas Mineras	20 a 24	Hombres	Casados/as	9
26	Cuencas Mineras	20 a 24	Mujeres	Solteros/as	218
26	Cuencas Mineras	20 a 24	Mujeres	Casados/as	39
26	Cuencas Mineras	20 a 24	Mujeres	Separados/as	2
26	Cuencas Mineras	25 a 29	Hombres	Solteros/as	276
26	Cuencas Mineras	25 a 29	Hombres	Casados/as	89
26	Cuencas Mineras	25 a 29	Hombres	Separados/as	1
26	Cuencas Mineras	25 a 29	Mujeres	Solteros/as	159
26	Cuencas Mineras	25 a 29	Mujeres	Casados/as	121
26	Cuencas Mineras	25 a 29	Mujeres	Viudos/as	2
26	Cuencas Mineras	25 a 29	Mujeres	Separados/as	4
26	Cuencas Mineras	25 a 29	Mujeres	Divorciados/as	3
26	Cuencas Mineras	30 a 34	Hombres	Solteros/as	170
26	Cuencas Mineras	30 a 34	Hombres	Casados/as	177
26	Cuencas Mineras	30 a 34	Hombres	Separados/as	6
26	Cuencas Mineras	30 a 34	Hombres	Divorciados/as	4
26	Cuencas Mineras	30 a 34	Mujeres	Solteros/as	80
26	Cuencas Mineras	30 a 34	Mujeres	Casados/as	194
26	Cuencas Mineras	30 a 34	Mujeres	Separados/as	12
26	Cuencas Mineras	35 a 39	Hombres	Solteros/as	135
26	Cuencas Mineras	35 a 39	Hombres	Casados/as	252
26	Cuencas Mineras	35 a 39	Hombres	Viudos/as	1
26	Cuencas Mineras	35 a 39	Hombres	Separados/as	3
26	Cuencas Mineras	35 a 39	Mujeres	Solteros/as	44
26	Cuencas Mineras	35 a 39	Mujeres	Casados/as	266
26	Cuencas Mineras	35 a 39	Mujeres	Viudos/as	4
26	Cuencas Mineras	35 a 39	Mujeres	Separados/as	1
26	Cuencas Mineras	35 a 39	Mujeres	Divorciados/as	3
26	Cuencas Mineras	40 a 44	Hombres	Solteros/as	80
26	Cuencas Mineras	40 a 44	Hombres	Casados/as	288
26	Cuencas Mineras	40 a 44	Hombres	Viudos/as	4
26	Cuencas Mineras	40 a 44	Hombres	Separados/as	8
26	Cuencas Mineras	40 a 44	Hombres	Divorciados/as	3
26	Cuencas Mineras	40 a 44	Mujeres	Solteros/as	19
26	Cuencas Mineras	40 a 44	Mujeres	Casados/as	246
26	Cuencas Mineras	40 a 44	Mujeres	Viudos/as	4
26	Cuencas Mineras	40 a 44	Mujeres	Separados/as	6
26	Cuencas Mineras	40 a 44	Mujeres	Divorciados/as	1
26	Cuencas Mineras	45 a 49	Hombres	Solteros/as	74
26	Cuencas Mineras	45 a 49	Hombres	Casados/as	241
26	Cuencas Mineras	45 a 49	Hombres	Separados/as	13
26	Cuencas Mineras	45 a 49	Hombres	Divorciados/as	4
26	Cuencas Mineras	45 a 49	Mujeres	Solteros/as	11
26	Cuencas Mineras	45 a 49	Mujeres	Casados/as	211
26	Cuencas Mineras	45 a 49	Mujeres	Viudos/as	6
26	Cuencas Mineras	45 a 49	Mujeres	Separados/as	6
26	Cuencas Mineras	45 a 49	Mujeres	Divorciados/as	1
26	Cuencas Mineras	50 a 54	Hombres	Solteros/as	52
26	Cuencas Mineras	50 a 54	Hombres	Casados/as	201
26	Cuencas Mineras	50 a 54	Hombres	Viudos/as	4
26	Cuencas Mineras	50 a 54	Hombres	Separados/as	10
26	Cuencas Mineras	50 a 54	Hombres	Divorciados/as	3
26	Cuencas Mineras	50 a 54	Mujeres	Solteros/as	10
26	Cuencas Mineras	50 a 54	Mujeres	Casados/as	207
26	Cuencas Mineras	50 a 54	Mujeres	Viudos/as	14
26	Cuencas Mineras	50 a 54	Mujeres	Separados/as	5
26	Cuencas Mineras	50 a 54	Mujeres	Divorciados/as	2
26	Cuencas Mineras	55 a 59	Hombres	Solteros/as	50
26	Cuencas Mineras	55 a 59	Hombres	Casados/as	190
26	Cuencas Mineras	55 a 59	Hombres	Viudos/as	1
26	Cuencas Mineras	55 a 59	Hombres	Separados/as	3
26	Cuencas Mineras	55 a 59	Hombres	Divorciados/as	1
26	Cuencas Mineras	55 a 59	Mujeres	Solteros/as	11
26	Cuencas Mineras	55 a 59	Mujeres	Casados/as	187
26	Cuencas Mineras	55 a 59	Mujeres	Viudos/as	20
26	Cuencas Mineras	55 a 59	Mujeres	Separados/as	2
26	Cuencas Mineras	55 a 59	Mujeres	Divorciados/as	5
26	Cuencas Mineras	60 a 64	Hombres	Solteros/as	60
26	Cuencas Mineras	60 a 64	Hombres	Casados/as	177
26	Cuencas Mineras	60 a 64	Hombres	Viudos/as	2
26	Cuencas Mineras	60 a 64	Hombres	Separados/as	2
26	Cuencas Mineras	60 a 64	Hombres	Divorciados/as	2
26	Cuencas Mineras	60 a 64	Mujeres	Solteros/as	10
26	Cuencas Mineras	60 a 64	Mujeres	Casados/as	187
26	Cuencas Mineras	60 a 64	Mujeres	Viudos/as	28
26	Cuencas Mineras	65 a 69	Hombres	Solteros/as	55
26	Cuencas Mineras	65 a 69	Hombres	Casados/as	270
26	Cuencas Mineras	65 a 69	Hombres	Viudos/as	18
26	Cuencas Mineras	65 a 69	Hombres	Separados/as	5
26	Cuencas Mineras	65 a 69	Hombres	Divorciados/as	1
26	Cuencas Mineras	65 a 69	Mujeres	Solteros/as	23
26	Cuencas Mineras	65 a 69	Mujeres	Casados/as	252
26	Cuencas Mineras	65 a 69	Mujeres	Viudos/as	84
26	Cuencas Mineras	65 a 69	Mujeres	Separados/as	3
26	Cuencas Mineras	65 a 69	Mujeres	Divorciados/as	2
26	Cuencas Mineras	70 a 74	Hombres	Solteros/as	37
26	Cuencas Mineras	70 a 74	Hombres	Casados/as	247
26	Cuencas Mineras	70 a 74	Hombres	Viudos/as	28
26	Cuencas Mineras	70 a 74	Hombres	Separados/as	2
26	Cuencas Mineras	70 a 74	Mujeres	Solteros/as	16
26	Cuencas Mineras	70 a 74	Mujeres	Casados/as	223
26	Cuencas Mineras	70 a 74	Mujeres	Viudos/as	86
26	Cuencas Mineras	75 a 79	Hombres	Solteros/as	20
26	Cuencas Mineras	75 a 79	Hombres	Casados/as	216
26	Cuencas Mineras	75 a 79	Hombres	Viudos/as	30
26	Cuencas Mineras	75 a 79	Hombres	Separados/as	3
26	Cuencas Mineras	75 a 79	Mujeres	Solteros/as	11
26	Cuencas Mineras	75 a 79	Mujeres	Casados/as	149
26	Cuencas Mineras	75 a 79	Mujeres	Viudos/as	126
26	Cuencas Mineras	75 a 79	Mujeres	Divorciados/as	1
26	Cuencas Mineras	80 a 84	Hombres	Solteros/as	6
26	Cuencas Mineras	80 a 84	Hombres	Casados/as	70
26	Cuencas Mineras	80 a 84	Hombres	Viudos/as	30
26	Cuencas Mineras	80 a 84	Mujeres	Solteros/as	6
26	Cuencas Mineras	80 a 84	Mujeres	Casados/as	50
26	Cuencas Mineras	80 a 84	Mujeres	Viudos/as	108
26	Cuencas Mineras	80 a 84	Mujeres	Separados/as	1
26	Cuencas Mineras	85 a 90	Hombres	Solteros/as	5
26	Cuencas Mineras	85 a 90	Hombres	Casados/as	31
26	Cuencas Mineras	85 a 90	Hombres	Viudos/as	22
26	Cuencas Mineras	85 a 90	Mujeres	Solteros/as	7
26	Cuencas Mineras	85 a 90	Mujeres	Casados/as	18
26	Cuencas Mineras	85 a 90	Mujeres	Viudos/as	84
26	Cuencas Mineras	90 ó más	Hombres	Solteros/as	1
26	Cuencas Mineras	90 ó más	Hombres	Casados/as	11
26	Cuencas Mineras	90 ó más	Hombres	Viudos/as	21
26	Cuencas Mineras	90 ó más	Mujeres	Solteros/as	1
26	Cuencas Mineras	90 ó más	Mujeres	Casados/as	5
26	Cuencas Mineras	90 ó más	Mujeres	Viudos/as	47
27	Andorra-Sierra de Arcos	16 a 19	Hombres	Solteros/as	282
27	Andorra-Sierra de Arcos	16 a 19	Mujeres	Solteros/as	286
27	Andorra-Sierra de Arcos	16 a 19	Mujeres	Casados/as	2
27	Andorra-Sierra de Arcos	20 a 24	Hombres	Solteros/as	401
27	Andorra-Sierra de Arcos	20 a 24	Hombres	Casados/as	13
27	Andorra-Sierra de Arcos	20 a 24	Mujeres	Solteros/as	301
27	Andorra-Sierra de Arcos	20 a 24	Mujeres	Casados/as	42
27	Andorra-Sierra de Arcos	20 a 24	Mujeres	Separados/as	1
27	Andorra-Sierra de Arcos	25 a 29	Hombres	Solteros/as	280
27	Andorra-Sierra de Arcos	25 a 29	Hombres	Casados/as	79
27	Andorra-Sierra de Arcos	25 a 29	Hombres	Separados/as	3
27	Andorra-Sierra de Arcos	25 a 29	Mujeres	Solteros/as	150
27	Andorra-Sierra de Arcos	25 a 29	Mujeres	Casados/as	142
27	Andorra-Sierra de Arcos	25 a 29	Mujeres	Viudos/as	3
27	Andorra-Sierra de Arcos	25 a 29	Mujeres	Separados/as	4
27	Andorra-Sierra de Arcos	25 a 29	Mujeres	Divorciados/as	1
27	Andorra-Sierra de Arcos	30 a 34	Hombres	Solteros/as	147
27	Andorra-Sierra de Arcos	30 a 34	Hombres	Casados/as	212
27	Andorra-Sierra de Arcos	30 a 34	Hombres	Separados/as	7
27	Andorra-Sierra de Arcos	30 a 34	Hombres	Divorciados/as	2
27	Andorra-Sierra de Arcos	30 a 34	Mujeres	Solteros/as	58
27	Andorra-Sierra de Arcos	30 a 34	Mujeres	Casados/as	300
27	Andorra-Sierra de Arcos	30 a 34	Mujeres	Viudos/as	1
27	Andorra-Sierra de Arcos	30 a 34	Mujeres	Separados/as	9
27	Andorra-Sierra de Arcos	35 a 39	Hombres	Solteros/as	107
27	Andorra-Sierra de Arcos	35 a 39	Hombres	Casados/as	340
27	Andorra-Sierra de Arcos	35 a 39	Hombres	Viudos/as	1
27	Andorra-Sierra de Arcos	35 a 39	Hombres	Separados/as	7
27	Andorra-Sierra de Arcos	35 a 39	Hombres	Divorciados/as	1
27	Andorra-Sierra de Arcos	35 a 39	Mujeres	Solteros/as	41
27	Andorra-Sierra de Arcos	35 a 39	Mujeres	Casados/as	377
27	Andorra-Sierra de Arcos	35 a 39	Mujeres	Viudos/as	2
27	Andorra-Sierra de Arcos	35 a 39	Mujeres	Separados/as	10
27	Andorra-Sierra de Arcos	35 a 39	Mujeres	Divorciados/as	4
27	Andorra-Sierra de Arcos	40 a 44	Hombres	Solteros/as	77
27	Andorra-Sierra de Arcos	40 a 44	Hombres	Casados/as	465
27	Andorra-Sierra de Arcos	40 a 44	Hombres	Viudos/as	1
27	Andorra-Sierra de Arcos	40 a 44	Hombres	Separados/as	7
27	Andorra-Sierra de Arcos	40 a 44	Hombres	Divorciados/as	3
27	Andorra-Sierra de Arcos	40 a 44	Mujeres	Solteros/as	33
27	Andorra-Sierra de Arcos	40 a 44	Mujeres	Casados/as	382
27	Andorra-Sierra de Arcos	40 a 44	Mujeres	Viudos/as	4
27	Andorra-Sierra de Arcos	40 a 44	Mujeres	Separados/as	5
27	Andorra-Sierra de Arcos	40 a 44	Mujeres	Divorciados/as	8
27	Andorra-Sierra de Arcos	45 a 49	Hombres	Solteros/as	48
27	Andorra-Sierra de Arcos	45 a 49	Hombres	Casados/as	368
27	Andorra-Sierra de Arcos	45 a 49	Hombres	Viudos/as	4
27	Andorra-Sierra de Arcos	45 a 49	Hombres	Separados/as	6
27	Andorra-Sierra de Arcos	45 a 49	Hombres	Divorciados/as	4
27	Andorra-Sierra de Arcos	45 a 49	Mujeres	Solteros/as	16
27	Andorra-Sierra de Arcos	45 a 49	Mujeres	Casados/as	315
27	Andorra-Sierra de Arcos	45 a 49	Mujeres	Viudos/as	4
27	Andorra-Sierra de Arcos	45 a 49	Mujeres	Separados/as	5
27	Andorra-Sierra de Arcos	45 a 49	Mujeres	Divorciados/as	1
27	Andorra-Sierra de Arcos	50 a 54	Hombres	Solteros/as	30
27	Andorra-Sierra de Arcos	50 a 54	Hombres	Casados/as	263
27	Andorra-Sierra de Arcos	50 a 54	Hombres	Viudos/as	8
27	Andorra-Sierra de Arcos	50 a 54	Hombres	Separados/as	7
27	Andorra-Sierra de Arcos	50 a 54	Hombres	Divorciados/as	1
27	Andorra-Sierra de Arcos	50 a 54	Mujeres	Solteros/as	13
27	Andorra-Sierra de Arcos	50 a 54	Mujeres	Casados/as	232
27	Andorra-Sierra de Arcos	50 a 54	Mujeres	Viudos/as	8
27	Andorra-Sierra de Arcos	50 a 54	Mujeres	Separados/as	3
27	Andorra-Sierra de Arcos	50 a 54	Mujeres	Divorciados/as	4
27	Andorra-Sierra de Arcos	55 a 59	Hombres	Solteros/as	39
27	Andorra-Sierra de Arcos	55 a 59	Hombres	Casados/as	207
27	Andorra-Sierra de Arcos	55 a 59	Hombres	Viudos/as	5
27	Andorra-Sierra de Arcos	55 a 59	Hombres	Separados/as	4
27	Andorra-Sierra de Arcos	55 a 59	Hombres	Divorciados/as	3
27	Andorra-Sierra de Arcos	55 a 59	Mujeres	Solteros/as	7
27	Andorra-Sierra de Arcos	55 a 59	Mujeres	Casados/as	194
27	Andorra-Sierra de Arcos	55 a 59	Mujeres	Viudos/as	25
27	Andorra-Sierra de Arcos	55 a 59	Mujeres	Separados/as	4
27	Andorra-Sierra de Arcos	55 a 59	Mujeres	Divorciados/as	1
27	Andorra-Sierra de Arcos	60 a 64	Hombres	Solteros/as	31
27	Andorra-Sierra de Arcos	60 a 64	Hombres	Casados/as	179
27	Andorra-Sierra de Arcos	60 a 64	Hombres	Viudos/as	6
27	Andorra-Sierra de Arcos	60 a 64	Mujeres	Solteros/as	7
27	Andorra-Sierra de Arcos	60 a 64	Mujeres	Casados/as	184
27	Andorra-Sierra de Arcos	60 a 64	Mujeres	Viudos/as	28
27	Andorra-Sierra de Arcos	60 a 64	Mujeres	Separados/as	1
27	Andorra-Sierra de Arcos	65 a 69	Hombres	Solteros/as	34
27	Andorra-Sierra de Arcos	65 a 69	Hombres	Casados/as	244
27	Andorra-Sierra de Arcos	65 a 69	Hombres	Viudos/as	10
27	Andorra-Sierra de Arcos	65 a 69	Hombres	Separados/as	4
27	Andorra-Sierra de Arcos	65 a 69	Hombres	Divorciados/as	1
27	Andorra-Sierra de Arcos	65 a 69	Mujeres	Solteros/as	5
27	Andorra-Sierra de Arcos	65 a 69	Mujeres	Casados/as	298
27	Andorra-Sierra de Arcos	65 a 69	Mujeres	Viudos/as	66
27	Andorra-Sierra de Arcos	65 a 69	Mujeres	Separados/as	1
27	Andorra-Sierra de Arcos	70 a 74	Hombres	Solteros/as	32
27	Andorra-Sierra de Arcos	70 a 74	Hombres	Casados/as	318
27	Andorra-Sierra de Arcos	70 a 74	Hombres	Viudos/as	26
27	Andorra-Sierra de Arcos	70 a 74	Hombres	Separados/as	1
27	Andorra-Sierra de Arcos	70 a 74	Hombres	Divorciados/as	1
27	Andorra-Sierra de Arcos	70 a 74	Mujeres	Solteros/as	7
27	Andorra-Sierra de Arcos	70 a 74	Mujeres	Casados/as	246
27	Andorra-Sierra de Arcos	70 a 74	Mujeres	Viudos/as	86
27	Andorra-Sierra de Arcos	70 a 74	Mujeres	Separados/as	1
27	Andorra-Sierra de Arcos	75 a 79	Hombres	Solteros/as	16
27	Andorra-Sierra de Arcos	75 a 79	Hombres	Casados/as	188
27	Andorra-Sierra de Arcos	75 a 79	Hombres	Viudos/as	46
27	Andorra-Sierra de Arcos	75 a 79	Mujeres	Solteros/as	16
27	Andorra-Sierra de Arcos	75 a 79	Mujeres	Casados/as	121
27	Andorra-Sierra de Arcos	75 a 79	Mujeres	Viudos/as	112
27	Andorra-Sierra de Arcos	80 a 84	Hombres	Solteros/as	12
27	Andorra-Sierra de Arcos	80 a 84	Hombres	Casados/as	97
27	Andorra-Sierra de Arcos	80 a 84	Hombres	Viudos/as	35
27	Andorra-Sierra de Arcos	80 a 84	Mujeres	Solteros/as	5
27	Andorra-Sierra de Arcos	80 a 84	Mujeres	Casados/as	67
27	Andorra-Sierra de Arcos	80 a 84	Mujeres	Viudos/as	108
27	Andorra-Sierra de Arcos	80 a 84	Mujeres	Separados/as	1
27	Andorra-Sierra de Arcos	85 a 90	Hombres	Solteros/as	2
27	Andorra-Sierra de Arcos	85 a 90	Hombres	Casados/as	39
27	Andorra-Sierra de Arcos	85 a 90	Hombres	Viudos/as	18
27	Andorra-Sierra de Arcos	85 a 90	Mujeres	Solteros/as	5
27	Andorra-Sierra de Arcos	85 a 90	Mujeres	Casados/as	14
27	Andorra-Sierra de Arcos	85 a 90	Mujeres	Viudos/as	94
27	Andorra-Sierra de Arcos	90 ó más	Hombres	Casados/as	6
27	Andorra-Sierra de Arcos	90 ó más	Hombres	Viudos/as	15
27	Andorra-Sierra de Arcos	90 ó más	Mujeres	Casados/as	2
27	Andorra-Sierra de Arcos	90 ó más	Mujeres	Viudos/as	54
28	Bajo Aragón	16 a 19	Hombres	Solteros/as	599
28	Bajo Aragón	16 a 19	Hombres	Casados/as	2
28	Bajo Aragón	16 a 19	Mujeres	Solteros/as	541
28	Bajo Aragón	16 a 19	Mujeres	Casados/as	6
28	Bajo Aragón	20 a 24	Hombres	Solteros/as	883
28	Bajo Aragón	20 a 24	Hombres	Casados/as	25
28	Bajo Aragón	20 a 24	Mujeres	Solteros/as	733
28	Bajo Aragón	20 a 24	Mujeres	Casados/as	73
28	Bajo Aragón	20 a 24	Mujeres	Viudos/as	3
28	Bajo Aragón	20 a 24	Mujeres	Separados/as	2
28	Bajo Aragón	20 a 24	Mujeres	Divorciados/as	1
28	Bajo Aragón	25 a 29	Hombres	Solteros/as	779
28	Bajo Aragón	25 a 29	Hombres	Casados/as	224
28	Bajo Aragón	25 a 29	Hombres	Separados/as	2
28	Bajo Aragón	25 a 29	Mujeres	Solteros/as	474
28	Bajo Aragón	25 a 29	Mujeres	Casados/as	365
28	Bajo Aragón	25 a 29	Mujeres	Separados/as	5
28	Bajo Aragón	25 a 29	Mujeres	Divorciados/as	1
28	Bajo Aragón	30 a 34	Hombres	Solteros/as	397
28	Bajo Aragón	30 a 34	Hombres	Casados/as	570
28	Bajo Aragón	30 a 34	Hombres	Viudos/as	1
28	Bajo Aragón	30 a 34	Hombres	Separados/as	9
28	Bajo Aragón	30 a 34	Hombres	Divorciados/as	3
28	Bajo Aragón	30 a 34	Mujeres	Solteros/as	214
28	Bajo Aragón	30 a 34	Mujeres	Casados/as	719
28	Bajo Aragón	30 a 34	Mujeres	Separados/as	14
28	Bajo Aragón	30 a 34	Mujeres	Divorciados/as	9
28	Bajo Aragón	35 a 39	Hombres	Solteros/as	251
28	Bajo Aragón	35 a 39	Hombres	Casados/as	795
28	Bajo Aragón	35 a 39	Hombres	Viudos/as	1
28	Bajo Aragón	35 a 39	Hombres	Separados/as	17
28	Bajo Aragón	35 a 39	Hombres	Divorciados/as	6
28	Bajo Aragón	35 a 39	Mujeres	Solteros/as	113
28	Bajo Aragón	35 a 39	Mujeres	Casados/as	828
28	Bajo Aragón	35 a 39	Mujeres	Viudos/as	9
28	Bajo Aragón	35 a 39	Mujeres	Separados/as	28
28	Bajo Aragón	35 a 39	Mujeres	Divorciados/as	11
28	Bajo Aragón	40 a 44	Hombres	Solteros/as	149
28	Bajo Aragón	40 a 44	Hombres	Casados/as	815
28	Bajo Aragón	40 a 44	Hombres	Viudos/as	4
28	Bajo Aragón	40 a 44	Hombres	Separados/as	27
28	Bajo Aragón	40 a 44	Hombres	Divorciados/as	8
28	Bajo Aragón	40 a 44	Mujeres	Solteros/as	53
28	Bajo Aragón	40 a 44	Mujeres	Casados/as	773
28	Bajo Aragón	40 a 44	Mujeres	Viudos/as	16
28	Bajo Aragón	40 a 44	Mujeres	Separados/as	28
28	Bajo Aragón	40 a 44	Mujeres	Divorciados/as	8
28	Bajo Aragón	45 a 49	Hombres	Solteros/as	123
28	Bajo Aragón	45 a 49	Hombres	Casados/as	712
28	Bajo Aragón	45 a 49	Hombres	Viudos/as	6
28	Bajo Aragón	45 a 49	Hombres	Separados/as	23
28	Bajo Aragón	45 a 49	Hombres	Divorciados/as	4
28	Bajo Aragón	45 a 49	Mujeres	Solteros/as	40
28	Bajo Aragón	45 a 49	Mujeres	Casados/as	655
28	Bajo Aragón	45 a 49	Mujeres	Viudos/as	20
28	Bajo Aragón	45 a 49	Mujeres	Separados/as	11
28	Bajo Aragón	45 a 49	Mujeres	Divorciados/as	22
28	Bajo Aragón	50 a 54	Hombres	Solteros/as	117
28	Bajo Aragón	50 a 54	Hombres	Casados/as	618
28	Bajo Aragón	50 a 54	Hombres	Viudos/as	6
28	Bajo Aragón	50 a 54	Hombres	Separados/as	12
28	Bajo Aragón	50 a 54	Hombres	Divorciados/as	5
28	Bajo Aragón	50 a 54	Mujeres	Solteros/as	36
28	Bajo Aragón	50 a 54	Mujeres	Casados/as	602
28	Bajo Aragón	50 a 54	Mujeres	Viudos/as	34
28	Bajo Aragón	50 a 54	Mujeres	Separados/as	11
28	Bajo Aragón	50 a 54	Mujeres	Divorciados/as	7
28	Bajo Aragón	55 a 59	Hombres	Solteros/as	82
28	Bajo Aragón	55 a 59	Hombres	Casados/as	520
28	Bajo Aragón	55 a 59	Hombres	Viudos/as	14
28	Bajo Aragón	55 a 59	Hombres	Separados/as	12
28	Bajo Aragón	55 a 59	Hombres	Divorciados/as	6
28	Bajo Aragón	55 a 59	Mujeres	Solteros/as	34
28	Bajo Aragón	55 a 59	Mujeres	Casados/as	537
28	Bajo Aragón	55 a 59	Mujeres	Viudos/as	56
28	Bajo Aragón	55 a 59	Mujeres	Separados/as	7
28	Bajo Aragón	55 a 59	Mujeres	Divorciados/as	3
28	Bajo Aragón	60 a 64	Hombres	Solteros/as	74
28	Bajo Aragón	60 a 64	Hombres	Casados/as	484
28	Bajo Aragón	60 a 64	Hombres	Viudos/as	13
28	Bajo Aragón	60 a 64	Hombres	Separados/as	13
28	Bajo Aragón	60 a 64	Hombres	Divorciados/as	1
28	Bajo Aragón	60 a 64	Mujeres	Solteros/as	29
28	Bajo Aragón	60 a 64	Mujeres	Casados/as	473
28	Bajo Aragón	60 a 64	Mujeres	Viudos/as	71
28	Bajo Aragón	60 a 64	Mujeres	Separados/as	4
28	Bajo Aragón	60 a 64	Mujeres	Divorciados/as	1
28	Bajo Aragón	65 a 69	Hombres	Solteros/as	103
28	Bajo Aragón	65 a 69	Hombres	Casados/as	586
28	Bajo Aragón	65 a 69	Hombres	Viudos/as	44
28	Bajo Aragón	65 a 69	Hombres	Separados/as	5
28	Bajo Aragón	65 a 69	Hombres	Divorciados/as	5
28	Bajo Aragón	65 a 69	Mujeres	Solteros/as	51
28	Bajo Aragón	65 a 69	Mujeres	Casados/as	604
28	Bajo Aragón	65 a 69	Mujeres	Viudos/as	180
28	Bajo Aragón	65 a 69	Mujeres	Separados/as	2
28	Bajo Aragón	65 a 69	Mujeres	Divorciados/as	2
28	Bajo Aragón	70 a 74	Hombres	Solteros/as	80
28	Bajo Aragón	70 a 74	Hombres	Casados/as	611
28	Bajo Aragón	70 a 74	Hombres	Viudos/as	63
28	Bajo Aragón	70 a 74	Hombres	Separados/as	7
28	Bajo Aragón	70 a 74	Mujeres	Solteros/as	41
28	Bajo Aragón	70 a 74	Mujeres	Casados/as	535
28	Bajo Aragón	70 a 74	Mujeres	Viudos/as	242
28	Bajo Aragón	70 a 74	Mujeres	Separados/as	1
28	Bajo Aragón	75 a 79	Hombres	Solteros/as	43
28	Bajo Aragón	75 a 79	Hombres	Casados/as	500
28	Bajo Aragón	75 a 79	Hombres	Viudos/as	82
28	Bajo Aragón	75 a 79	Hombres	Divorciados/as	1
28	Bajo Aragón	75 a 79	Mujeres	Solteros/as	43
28	Bajo Aragón	75 a 79	Mujeres	Casados/as	382
