Municipio código	Municipio nombre	Edad	Ocupación agraria	Sexo	Personas
50135	Layana	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
50135	Layana	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
50135	Layana	c) >=55 años	Jefe explotación agraria	Hombre	1
50136	Lécera	a) <35 años	Jefe explotación agraria	Hombre	12
50136	Lécera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	66
50136	Lécera	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
50136	Lécera	c) >=55 años	Jefe explotación agraria	Hombre	71
50136	Lécera	c) >=55 años	Jefe explotación agraria	Mujer	7
50137	Leciñena	a) <35 años	Jefe explotación agraria	Hombre	21
50137	Leciñena	a) <35 años	Jefe explotación agraria	Mujer	1
50137	Leciñena	b) >=35 a <55 años	Jefe explotación agraria	Hombre	75
50137	Leciñena	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
50137	Leciñena	c) >=55 años	Jefe explotación agraria	Hombre	86
50137	Leciñena	c) >=55 años	Jefe explotación agraria	Mujer	13
50138	Lechón	a) <35 años	Jefe explotación agraria	Hombre	2
50138	Lechón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
50138	Lechón	c) >=55 años	Jefe explotación agraria	Hombre	6
50139	Letux	a) <35 años	Jefe explotación agraria	Hombre	3
50139	Letux	b) >=35 a <55 años	Jefe explotación agraria	Hombre	32
50139	Letux	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
50139	Letux	c) >=55 años	Jefe explotación agraria	Hombre	31
50139	Letux	c) >=55 años	Jefe explotación agraria	Mujer	4
50140	Litago	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
50140	Litago	c) >=55 años	Jefe explotación agraria	Hombre	12
50140	Litago	c) >=55 años	Jefe explotación agraria	Mujer	1
50141	Lituénigo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	5
50141	Lituénigo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50141	Lituénigo	c) >=55 años	Jefe explotación agraria	Hombre	13
50141	Lituénigo	c) >=55 años	Jefe explotación agraria	Mujer	3
50142	Lobera de Onsella	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
50142	Lobera de Onsella	c) >=55 años	Jefe explotación agraria	Hombre	10
50143	Longares	a) <35 años	Jefe explotación agraria	Hombre	9
50143	Longares	a) <35 años	Jefe explotación agraria	Mujer	1
50143	Longares	b) >=35 a <55 años	Jefe explotación agraria	Hombre	93
50143	Longares	b) >=35 a <55 años	Jefe explotación agraria	Mujer	13
50143	Longares	c) >=55 años	Jefe explotación agraria	Hombre	61
50143	Longares	c) >=55 años	Jefe explotación agraria	Mujer	10
50144	Longás	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
50144	Longás	c) >=55 años	Jefe explotación agraria	Hombre	6
50146	Lucena de Jalón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	17
50146	Lucena de Jalón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50146	Lucena de Jalón	c) >=55 años	Jefe explotación agraria	Hombre	26
50146	Lucena de Jalón	c) >=55 años	Jefe explotación agraria	Mujer	2
50147	Luceni	a) <35 años	Jefe explotación agraria	Hombre	3
50147	Luceni	b) >=35 a <55 años	Jefe explotación agraria	Hombre	27
50147	Luceni	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
50147	Luceni	c) >=55 años	Jefe explotación agraria	Hombre	18
50147	Luceni	c) >=55 años	Jefe explotación agraria	Mujer	1
50148	Luesia	a) <35 años	Jefe explotación agraria	Hombre	4
50148	Luesia	b) >=35 a <55 años	Jefe explotación agraria	Hombre	33
50148	Luesia	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50148	Luesia	c) >=55 años	Jefe explotación agraria	Hombre	25
50148	Luesia	c) >=55 años	Jefe explotación agraria	Mujer	1
50149	Luesma	a) <35 años	Jefe explotación agraria	Hombre	1
50149	Luesma	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
50149	Luesma	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50149	Luesma	c) >=55 años	Jefe explotación agraria	Hombre	6
50149	Luesma	c) >=55 años	Jefe explotación agraria	Mujer	1
50150	Lumpiaque	a) <35 años	Jefe explotación agraria	Hombre	5
50150	Lumpiaque	a) <35 años	Jefe explotación agraria	Mujer	1
50150	Lumpiaque	b) >=35 a <55 años	Jefe explotación agraria	Hombre	31
50150	Lumpiaque	b) >=35 a <55 años	Jefe explotación agraria	Mujer	7
50150	Lumpiaque	c) >=55 años	Jefe explotación agraria	Hombre	54
50150	Lumpiaque	c) >=55 años	Jefe explotación agraria	Mujer	9
50151	Luna	a) <35 años	Jefe explotación agraria	Hombre	9
50151	Luna	a) <35 años	Jefe explotación agraria	Mujer	1
50151	Luna	b) >=35 a <55 años	Jefe explotación agraria	Hombre	92
50151	Luna	b) >=35 a <55 años	Jefe explotación agraria	Mujer	12
50151	Luna	c) >=55 años	Jefe explotación agraria	Hombre	99
50151	Luna	c) >=55 años	Jefe explotación agraria	Mujer	18
50152	Maella	a) <35 años	Jefe explotación agraria	Hombre	38
50152	Maella	a) <35 años	Jefe explotación agraria	Mujer	3
50152	Maella	b) >=35 a <55 años	Jefe explotación agraria	Hombre	128
50152	Maella	b) >=35 a <55 años	Jefe explotación agraria	Mujer	27
50152	Maella	c) >=55 años	Jefe explotación agraria	Hombre	165
50152	Maella	c) >=55 años	Jefe explotación agraria	Mujer	33
50153	Magallón	a) <35 años	Jefe explotación agraria	Hombre	5
50153	Magallón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	64
50153	Magallón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
50153	Magallón	c) >=55 años	Jefe explotación agraria	Hombre	92
50153	Magallón	c) >=55 años	Jefe explotación agraria	Mujer	12
50154	Mainar	a) <35 años	Jefe explotación agraria	Hombre	6
50154	Mainar	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
50154	Mainar	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50154	Mainar	c) >=55 años	Jefe explotación agraria	Hombre	11
50155	Malanquilla	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
50155	Malanquilla	c) >=55 años	Jefe explotación agraria	Hombre	10
50155	Malanquilla	c) >=55 años	Jefe explotación agraria	Mujer	5
50156	Maleján	a) <35 años	Jefe explotación agraria	Hombre	2
50156	Maleján	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
50156	Maleján	c) >=55 años	Jefe explotación agraria	Hombre	1
50157	Malón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	10
50157	Malón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50157	Malón	c) >=55 años	Jefe explotación agraria	Hombre	42
50157	Malón	c) >=55 años	Jefe explotación agraria	Mujer	3
50159	Maluenda	a) <35 años	Jefe explotación agraria	Hombre	5
50159	Maluenda	a) <35 años	Jefe explotación agraria	Mujer	1
50159	Maluenda	b) >=35 a <55 años	Jefe explotación agraria	Hombre	23
50159	Maluenda	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50159	Maluenda	c) >=55 años	Jefe explotación agraria	Hombre	74
50159	Maluenda	c) >=55 años	Jefe explotación agraria	Mujer	11
50160	Mallén	a) <35 años	Jefe explotación agraria	Hombre	7
50160	Mallén	b) >=35 a <55 años	Jefe explotación agraria	Hombre	69
50160	Mallén	b) >=35 a <55 años	Jefe explotación agraria	Mujer	10
50160	Mallén	c) >=55 años	Jefe explotación agraria	Hombre	65
50160	Mallén	c) >=55 años	Jefe explotación agraria	Mujer	9
50161	Manchones	a) <35 años	Jefe explotación agraria	Hombre	2
50161	Manchones	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
50161	Manchones	c) >=55 años	Jefe explotación agraria	Hombre	18
50162	Mara	a) <35 años	Jefe explotación agraria	Hombre	3
50162	Mara	b) >=35 a <55 años	Jefe explotación agraria	Hombre	23
50162	Mara	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50162	Mara	c) >=55 años	Jefe explotación agraria	Hombre	24
50162	Mara	c) >=55 años	Jefe explotación agraria	Mujer	2
50163	María de Huerva	a) <35 años	Jefe explotación agraria	Hombre	2
50163	María de Huerva	b) >=35 a <55 años	Jefe explotación agraria	Hombre	17
50163	María de Huerva	c) >=55 años	Jefe explotación agraria	Hombre	13
50163	María de Huerva	c) >=55 años	Jefe explotación agraria	Mujer	4
50164	Mediana de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	24
50164	Mediana de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50164	Mediana de Aragón	c) >=55 años	Jefe explotación agraria	Hombre	25
50164	Mediana de Aragón	c) >=55 años	Jefe explotación agraria	Mujer	4
50165	Mequinenza	a) <35 años	Jefe explotación agraria	Hombre	19
50165	Mequinenza	a) <35 años	Jefe explotación agraria	Mujer	1
50165	Mequinenza	b) >=35 a <55 años	Jefe explotación agraria	Hombre	105
50165	Mequinenza	b) >=35 a <55 años	Jefe explotación agraria	Mujer	21
50165	Mequinenza	c) >=55 años	Jefe explotación agraria	Hombre	145
50165	Mequinenza	c) >=55 años	Jefe explotación agraria	Mujer	44
50166	Mesones de Isuela	a) <35 años	Jefe explotación agraria	Hombre	2
50166	Mesones de Isuela	b) >=35 a <55 años	Jefe explotación agraria	Hombre	27
50166	Mesones de Isuela	b) >=35 a <55 años	Jefe explotación agraria	Mujer	7
50166	Mesones de Isuela	c) >=55 años	Jefe explotación agraria	Hombre	46
50166	Mesones de Isuela	c) >=55 años	Jefe explotación agraria	Mujer	8
50167	Mezalocha	a) <35 años	Jefe explotación agraria	Hombre	2
50167	Mezalocha	b) >=35 a <55 años	Jefe explotación agraria	Hombre	20
50167	Mezalocha	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
50167	Mezalocha	c) >=55 años	Jefe explotación agraria	Hombre	18
50168	Mianos	b) >=35 a <55 años	Jefe explotación agraria	Hombre	5
50168	Mianos	c) >=55 años	Jefe explotación agraria	Hombre	3
50169	Miedes de Aragón	a) <35 años	Jefe explotación agraria	Hombre	12
50169	Miedes de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	49
50169	Miedes de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	10
50169	Miedes de Aragón	c) >=55 años	Jefe explotación agraria	Hombre	38
50169	Miedes de Aragón	c) >=55 años	Jefe explotación agraria	Mujer	3
50170	Monegrillo	a) <35 años	Jefe explotación agraria	Hombre	7
50170	Monegrillo	a) <35 años	Jefe explotación agraria	Mujer	1
50170	Monegrillo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	39
50170	Monegrillo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
50170	Monegrillo	c) >=55 años	Jefe explotación agraria	Hombre	80
50170	Monegrillo	c) >=55 años	Jefe explotación agraria	Mujer	15
50171	Moneva	a) <35 años	Jefe explotación agraria	Hombre	2
50171	Moneva	b) >=35 a <55 años	Jefe explotación agraria	Hombre	21
50171	Moneva	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50171	Moneva	c) >=55 años	Jefe explotación agraria	Hombre	23
50171	Moneva	c) >=55 años	Jefe explotación agraria	Mujer	9
50172	Monreal de Ariza	a) <35 años	Jefe explotación agraria	Hombre	2
50172	Monreal de Ariza	a) <35 años	Jefe explotación agraria	Mujer	1
50172	Monreal de Ariza	b) >=35 a <55 años	Jefe explotación agraria	Hombre	17
50172	Monreal de Ariza	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
50172	Monreal de Ariza	c) >=55 años	Jefe explotación agraria	Hombre	24
50172	Monreal de Ariza	c) >=55 años	Jefe explotación agraria	Mujer	4
50173	Monterde	a) <35 años	Jefe explotación agraria	Mujer	1
50173	Monterde	b) >=35 a <55 años	Jefe explotación agraria	Hombre	11
50173	Monterde	c) >=55 años	Jefe explotación agraria	Hombre	18
50173	Monterde	c) >=55 años	Jefe explotación agraria	Mujer	4
50174	Montón	a) <35 años	Jefe explotación agraria	Hombre	2
50174	Montón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
50174	Montón	c) >=55 años	Jefe explotación agraria	Hombre	19
50174	Montón	c) >=55 años	Jefe explotación agraria	Mujer	2
50175	Morata de Jalón	a) <35 años	Jefe explotación agraria	Hombre	3
50175	Morata de Jalón	a) <35 años	Jefe explotación agraria	Mujer	1
50175	Morata de Jalón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	41
50175	Morata de Jalón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	10
50175	Morata de Jalón	c) >=55 años	Jefe explotación agraria	Hombre	111
50175	Morata de Jalón	c) >=55 años	Jefe explotación agraria	Mujer	23
50176	Morata de Jiloca	a) <35 años	Jefe explotación agraria	Hombre	3
50176	Morata de Jiloca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	23
50176	Morata de Jiloca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50176	Morata de Jiloca	c) >=55 años	Jefe explotación agraria	Hombre	32
50176	Morata de Jiloca	c) >=55 años	Jefe explotación agraria	Mujer	3
50177	Morés	a) <35 años	Jefe explotación agraria	Hombre	1
50177	Morés	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
50177	Morés	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50177	Morés	c) >=55 años	Jefe explotación agraria	Hombre	30
50177	Morés	c) >=55 años	Jefe explotación agraria	Mujer	3
50178	Moros	a) <35 años	Jefe explotación agraria	Hombre	2
50178	Moros	b) >=35 a <55 años	Jefe explotación agraria	Hombre	37
50178	Moros	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50178	Moros	c) >=55 años	Jefe explotación agraria	Hombre	50
50178	Moros	c) >=55 años	Jefe explotación agraria	Mujer	4
50179	Moyuela	a) <35 años	Jefe explotación agraria	Hombre	1
50179	Moyuela	b) >=35 a <55 años	Jefe explotación agraria	Hombre	15
50179	Moyuela	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
50179	Moyuela	c) >=55 años	Jefe explotación agraria	Hombre	23
50179	Moyuela	c) >=55 años	Jefe explotación agraria	Mujer	9
50180	Mozota	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
50180	Mozota	c) >=55 años	Jefe explotación agraria	Hombre	10
50180	Mozota	c) >=55 años	Jefe explotación agraria	Mujer	2
50181	Muel	a) <35 años	Jefe explotación agraria	Hombre	2
50181	Muel	b) >=35 a <55 años	Jefe explotación agraria	Hombre	34
50181	Muel	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
50181	Muel	c) >=55 años	Jefe explotación agraria	Hombre	53
50181	Muel	c) >=55 años	Jefe explotación agraria	Mujer	9
50182	Muela (La)	a) <35 años	Jefe explotación agraria	Hombre	12
50182	Muela (La)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	48
50182	Muela (La)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
50182	Muela (La)	c) >=55 años	Jefe explotación agraria	Hombre	67
50182	Muela (La)	c) >=55 años	Jefe explotación agraria	Mujer	9
50183	Munébrega	a) <35 años	Jefe explotación agraria	Hombre	3
50183	Munébrega	a) <35 años	Jefe explotación agraria	Mujer	2
50183	Munébrega	b) >=35 a <55 años	Jefe explotación agraria	Hombre	36
50183	Munébrega	b) >=35 a <55 años	Jefe explotación agraria	Mujer	10
50183	Munébrega	c) >=55 años	Jefe explotación agraria	Hombre	56
50183	Munébrega	c) >=55 años	Jefe explotación agraria	Mujer	7
50184	Murero	a) <35 años	Jefe explotación agraria	Hombre	1
50184	Murero	b) >=35 a <55 años	Jefe explotación agraria	Hombre	14
50184	Murero	c) >=55 años	Jefe explotación agraria	Hombre	11
50184	Murero	c) >=55 años	Jefe explotación agraria	Mujer	1
50185	Murillo de Gállego	a) <35 años	Jefe explotación agraria	Hombre	1
50185	Murillo de Gállego	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
50185	Murillo de Gállego	c) >=55 años	Jefe explotación agraria	Hombre	21
50185	Murillo de Gállego	c) >=55 años	Jefe explotación agraria	Mujer	3
50186	Navardún	b) >=35 a <55 años	Jefe explotación agraria	Hombre	10
50186	Navardún	c) >=55 años	Jefe explotación agraria	Hombre	13
50186	Navardún	c) >=55 años	Jefe explotación agraria	Mujer	4
50187	Nigüella	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
50187	Nigüella	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50187	Nigüella	c) >=55 años	Jefe explotación agraria	Hombre	15
50187	Nigüella	c) >=55 años	Jefe explotación agraria	Mujer	3
50188	Nombrevilla	b) >=35 a <55 años	Jefe explotación agraria	Hombre	5
50188	Nombrevilla	c) >=55 años	Jefe explotación agraria	Hombre	4
50188	Nombrevilla	c) >=55 años	Jefe explotación agraria	Mujer	1
50189	Nonaspe	a) <35 años	Jefe explotación agraria	Hombre	7
50189	Nonaspe	b) >=35 a <55 años	Jefe explotación agraria	Hombre	64
50189	Nonaspe	b) >=35 a <55 años	Jefe explotación agraria	Mujer	19
50189	Nonaspe	c) >=55 años	Jefe explotación agraria	Hombre	80
50189	Nonaspe	c) >=55 años	Jefe explotación agraria	Mujer	28
50190	Novallas	a) <35 años	Jefe explotación agraria	Hombre	2
50190	Novallas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	37
50190	Novallas	c) >=55 años	Jefe explotación agraria	Hombre	68
50190	Novallas	c) >=55 años	Jefe explotación agraria	Mujer	3
50191	Novillas	a) <35 años	Jefe explotación agraria	Hombre	6
50191	Novillas	a) <35 años	Jefe explotación agraria	Mujer	1
50191	Novillas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	56
50191	Novillas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50191	Novillas	c) >=55 años	Jefe explotación agraria	Hombre	52
50191	Novillas	c) >=55 años	Jefe explotación agraria	Mujer	4
50192	Nuévalos	b) >=35 a <55 años	Jefe explotación agraria	Hombre	5
50192	Nuévalos	c) >=55 años	Jefe explotación agraria	Hombre	9
50193	Nuez de Ebro	a) <35 años	Jefe explotación agraria	Hombre	2
50193	Nuez de Ebro	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
50193	Nuez de Ebro	c) >=55 años	Jefe explotación agraria	Hombre	9
50193	Nuez de Ebro	c) >=55 años	Jefe explotación agraria	Mujer	1
50194	Olvés	a) <35 años	Jefe explotación agraria	Hombre	2
50194	Olvés	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
50194	Olvés	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50194	Olvés	c) >=55 años	Jefe explotación agraria	Hombre	24
50194	Olvés	c) >=55 años	Jefe explotación agraria	Mujer	9
50195	Orcajo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
50195	Orcajo	c) >=55 años	Jefe explotación agraria	Hombre	13
50195	Orcajo	c) >=55 años	Jefe explotación agraria	Mujer	2
50196	Orera	a) <35 años	Jefe explotación agraria	Hombre	1
50196	Orera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
50196	Orera	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50196	Orera	c) >=55 años	Jefe explotación agraria	Hombre	25
50196	Orera	c) >=55 años	Jefe explotación agraria	Mujer	2
50197	Orés	a) <35 años	Jefe explotación agraria	Hombre	1
50197	Orés	b) >=35 a <55 años	Jefe explotación agraria	Hombre	18
50197	Orés	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50197	Orés	c) >=55 años	Jefe explotación agraria	Hombre	16
50197	Orés	c) >=55 años	Jefe explotación agraria	Mujer	4
50198	Oseja	c) >=55 años	Jefe explotación agraria	Hombre	8
50198	Oseja	c) >=55 años	Jefe explotación agraria	Mujer	4
50199	Osera de Ebro	a) <35 años	Jefe explotación agraria	Hombre	3
50199	Osera de Ebro	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
50199	Osera de Ebro	c) >=55 años	Jefe explotación agraria	Hombre	10
50199	Osera de Ebro	c) >=55 años	Jefe explotación agraria	Mujer	4
50200	Paniza	a) <35 años	Jefe explotación agraria	Hombre	16
50200	Paniza	b) >=35 a <55 años	Jefe explotación agraria	Hombre	76
50200	Paniza	b) >=35 a <55 años	Jefe explotación agraria	Mujer	16
50200	Paniza	c) >=55 años	Jefe explotación agraria	Hombre	88
50200	Paniza	c) >=55 años	Jefe explotación agraria	Mujer	12
50201	Paracuellos de Jiloca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	23
50201	Paracuellos de Jiloca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
50201	Paracuellos de Jiloca	c) >=55 años	Jefe explotación agraria	Hombre	34
50201	Paracuellos de Jiloca	c) >=55 años	Jefe explotación agraria	Mujer	6
50202	Paracuellos de la Ribera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	16
50202	Paracuellos de la Ribera	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
50202	Paracuellos de la Ribera	c) >=55 años	Jefe explotación agraria	Hombre	32
50202	Paracuellos de la Ribera	c) >=55 años	Jefe explotación agraria	Mujer	6
50203	Pastriz	a) <35 años	Jefe explotación agraria	Hombre	2
50203	Pastriz	b) >=35 a <55 años	Jefe explotación agraria	Hombre	18
50203	Pastriz	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50203	Pastriz	c) >=55 años	Jefe explotación agraria	Hombre	20
50203	Pastriz	c) >=55 años	Jefe explotación agraria	Mujer	7
50204	Pedrola	a) <35 años	Jefe explotación agraria	Hombre	2
50204	Pedrola	a) <35 años	Jefe explotación agraria	Mujer	1
50204	Pedrola	b) >=35 a <55 años	Jefe explotación agraria	Hombre	57
50204	Pedrola	b) >=35 a <55 años	Jefe explotación agraria	Mujer	18
50204	Pedrola	c) >=55 años	Jefe explotación agraria	Hombre	69
50204	Pedrola	c) >=55 años	Jefe explotación agraria	Mujer	25
50205	Pedrosas (Las)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
50205	Pedrosas (Las)	c) >=55 años	Jefe explotación agraria	Hombre	14
50205	Pedrosas (Las)	c) >=55 años	Jefe explotación agraria	Mujer	1
50206	Perdiguera	a) <35 años	Jefe explotación agraria	Mujer	2
50206	Perdiguera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	48
50206	Perdiguera	b) >=35 a <55 años	Jefe explotación agraria	Mujer	7
50206	Perdiguera	c) >=55 años	Jefe explotación agraria	Hombre	38
50206	Perdiguera	c) >=55 años	Jefe explotación agraria	Mujer	7
50207	Piedratajada	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
50207	Piedratajada	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
50207	Piedratajada	c) >=55 años	Jefe explotación agraria	Hombre	6
50207	Piedratajada	c) >=55 años	Jefe explotación agraria	Mujer	1
50208	Pina de Ebro	a) <35 años	Jefe explotación agraria	Hombre	16
50208	Pina de Ebro	a) <35 años	Jefe explotación agraria	Mujer	2
50208	Pina de Ebro	b) >=35 a <55 años	Jefe explotación agraria	Hombre	99
50208	Pina de Ebro	b) >=35 a <55 años	Jefe explotación agraria	Mujer	16
50208	Pina de Ebro	c) >=55 años	Jefe explotación agraria	Hombre	151
50208	Pina de Ebro	c) >=55 años	Jefe explotación agraria	Mujer	41
50209	Pinseque	a) <35 años	Jefe explotación agraria	Hombre	4
50209	Pinseque	b) >=35 a <55 años	Jefe explotación agraria	Hombre	17
50209	Pinseque	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50209	Pinseque	c) >=55 años	Jefe explotación agraria	Hombre	30
50209	Pinseque	c) >=55 años	Jefe explotación agraria	Mujer	3
50210	Pintanos (Los)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
50210	Pintanos (Los)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
50210	Pintanos (Los)	c) >=55 años	Jefe explotación agraria	Hombre	7
50210	Pintanos (Los)	c) >=55 años	Jefe explotación agraria	Mujer	1
50211	Plasencia de Jalón	a) <35 años	Jefe explotación agraria	Hombre	5
50211	Plasencia de Jalón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	16
50211	Plasencia de Jalón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
50211	Plasencia de Jalón	c) >=55 años	Jefe explotación agraria	Hombre	20
50211	Plasencia de Jalón	c) >=55 años	Jefe explotación agraria	Mujer	3
50212	Pleitas	a) <35 años	Jefe explotación agraria	Hombre	1
50212	Pleitas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
50212	Pleitas	c) >=55 años	Jefe explotación agraria	Hombre	3
50212	Pleitas	c) >=55 años	Jefe explotación agraria	Mujer	1
50213	Plenas	a) <35 años	Jefe explotación agraria	Hombre	3
50213	Plenas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	10
50213	Plenas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
50213	Plenas	c) >=55 años	Jefe explotación agraria	Hombre	19
50213	Plenas	c) >=55 años	Jefe explotación agraria	Mujer	2
50214	Pomer	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
50215	Pozuel de Ariza	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
50215	Pozuel de Ariza	c) >=55 años	Jefe explotación agraria	Hombre	4
50215	Pozuel de Ariza	c) >=55 años	Jefe explotación agraria	Mujer	2
50216	Pozuelo de Aragón	a) <35 años	Jefe explotación agraria	Hombre	5
50216	Pozuelo de Aragón	a) <35 años	Jefe explotación agraria	Mujer	1
50216	Pozuelo de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	23
50216	Pozuelo de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
50216	Pozuelo de Aragón	c) >=55 años	Jefe explotación agraria	Hombre	23
50216	Pozuelo de Aragón	c) >=55 años	Jefe explotación agraria	Mujer	2
50217	Pradilla de Ebro	a) <35 años	Jefe explotación agraria	Hombre	5
50217	Pradilla de Ebro	b) >=35 a <55 años	Jefe explotación agraria	Hombre	20
50217	Pradilla de Ebro	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
50217	Pradilla de Ebro	c) >=55 años	Jefe explotación agraria	Hombre	43
50217	Pradilla de Ebro	c) >=55 años	Jefe explotación agraria	Mujer	5
50218	Puebla de Albortón	a) <35 años	Jefe explotación agraria	Hombre	5
50218	Puebla de Albortón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	26
50218	Puebla de Albortón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
50218	Puebla de Albortón	c) >=55 años	Jefe explotación agraria	Hombre	25
50218	Puebla de Albortón	c) >=55 años	Jefe explotación agraria	Mujer	3
50219	Puebla de Alfindén (La)	a) <35 años	Jefe explotación agraria	Hombre	2
50219	Puebla de Alfindén (La)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
50219	Puebla de Alfindén (La)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
50219	Puebla de Alfindén (La)	c) >=55 años	Jefe explotación agraria	Hombre	18
50219	Puebla de Alfindén (La)	c) >=55 años	Jefe explotación agraria	Mujer	7
50220	Puendeluna	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
50220	Puendeluna	c) >=55 años	Jefe explotación agraria	Hombre	3
50220	Puendeluna	c) >=55 años	Jefe explotación agraria	Mujer	2
50221	Purujosa	a) <35 años	Jefe explotación agraria	Hombre	1
50221	Purujosa	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
50221	Purujosa	c) >=55 años	Jefe explotación agraria	Hombre	2
50222	Quinto	a) <35 años	Jefe explotación agraria	Hombre	11
50222	Quinto	b) >=35 a <55 años	Jefe explotación agraria	Hombre	91
50222	Quinto	b) >=35 a <55 años	Jefe explotación agraria	Mujer	19
