Mes y año	'Aragón'	Sector código	Sector descripcion	Sexo	Nº parados
Julio 2009	Aragón	2	Industria y energía	Mujeres	5723
Julio 2009	Aragón	3	Construcción	Hombres	13521
Julio 2009	Aragón	3	Construcción	Mujeres	1206
Julio 2009	Aragón	4	Servicios	Hombres	16819
Julio 2009	Aragón	4	Servicios	Mujeres	26697
Julio 2009	Aragón		Sin empleo anterior	Hombres	1580
Julio 2009	Aragón		Sin empleo anterior	Mujeres	2584
Junio 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1631
Junio 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	588
Junio 2009	Aragón	2	Industria y energía	Hombres	8654
Junio 2009	Aragón	2	Industria y energía	Mujeres	5719
Junio 2009	Aragón	3	Construcción	Hombres	13669
Junio 2009	Aragón	3	Construcción	Mujeres	1213
Junio 2009	Aragón	4	Servicios	Hombres	16876
Junio 2009	Aragón	4	Servicios	Mujeres	26687
Junio 2009	Aragón		Sin empleo anterior	Hombres	1704
Junio 2009	Aragón		Sin empleo anterior	Mujeres	2719
Mayo 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1461
Mayo 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	578
Mayo 2009	Aragón	2	Industria y energía	Hombres	8968
Mayo 2009	Aragón	2	Industria y energía	Mujeres	6041
Mayo 2009	Aragón	3	Construcción	Hombres	14047
Mayo 2009	Aragón	3	Construcción	Mujeres	1215
Mayo 2009	Aragón	4	Servicios	Hombres	17467
Mayo 2009	Aragón	4	Servicios	Mujeres	27202
Mayo 2009	Aragón		Sin empleo anterior	Hombres	1633
Mayo 2009	Aragón		Sin empleo anterior	Mujeres	2722
Abril 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1713
Abril 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	632
Abril 2009	Aragón	2	Industria y energía	Hombres	9112
Abril 2009	Aragón	2	Industria y energía	Mujeres	6177
Abril 2009	Aragón	3	Construcción	Hombres	14463
Abril 2009	Aragón	3	Construcción	Mujeres	1196
Abril 2009	Aragón	4	Servicios	Hombres	17421
Abril 2009	Aragón	4	Servicios	Mujeres	27086
Abril 2009	Aragón		Sin empleo anterior	Hombres	1493
Abril 2009	Aragón		Sin empleo anterior	Mujeres	2613
Marzo 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1643
Marzo 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	637
Marzo 2009	Aragón	2	Industria y energía	Hombres	8828
Marzo 2009	Aragón	2	Industria y energía	Mujeres	6015
Marzo 2009	Aragón	3	Construcción	Hombres	14160
Marzo 2009	Aragón	3	Construcción	Mujeres	1160
Marzo 2009	Aragón	4	Servicios	Hombres	17051
Marzo 2009	Aragón	4	Servicios	Mujeres	26799
Marzo 2009	Aragón		Sin empleo anterior	Hombres	1191
Marzo 2009	Aragón		Sin empleo anterior	Mujeres	2439
Febrero 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1489
Febrero 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	627
Febrero 2009	Aragón	2	Industria y energía	Hombres	8383
Febrero 2009	Aragón	2	Industria y energía	Mujeres	5784
Febrero 2009	Aragón	3	Construcción	Hombres	14100
Febrero 2009	Aragón	3	Construcción	Mujeres	1128
Febrero 2009	Aragón	4	Servicios	Hombres	16462
Febrero 2009	Aragón	4	Servicios	Mujeres	25971
Febrero 2009	Aragón		Sin empleo anterior	Hombres	903
Febrero 2009	Aragón		Sin empleo anterior	Mujeres	2139
Enero 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1536
Enero 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	610
Enero 2009	Aragón	2	Industria y energía	Hombres	7827
Enero 2009	Aragón	2	Industria y energía	Mujeres	5410
Enero 2009	Aragón	3	Construcción	Hombres	13620
Enero 2009	Aragón	3	Construcción	Mujeres	1062
Enero 2009	Aragón	4	Servicios	Hombres	15652
Enero 2009	Aragón	4	Servicios	Mujeres	24918
Enero 2009	Aragón		Sin empleo anterior	Hombres	795
Enero 2009	Aragón		Sin empleo anterior	Mujeres	1861
Diciembre 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	1440
Diciembre 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	609
Diciembre 2008	Aragón	2	Industria y energía	Hombres	6377
Diciembre 2008	Aragón	2	Industria y energía	Mujeres	4765
Diciembre 2008	Aragón	3	Construcción	Hombres	12395
Diciembre 2008	Aragón	3	Construcción	Mujeres	894
Diciembre 2008	Aragón	4	Servicios	Hombres	14904
Diciembre 2008	Aragón	4	Servicios	Mujeres	22226
Diciembre 2008	Aragón		Sin empleo anterior	Hombres	1515
Diciembre 2008	Aragón		Sin empleo anterior	Mujeres	2141
Noviembre 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	1428
Noviembre 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	581
Noviembre 2008	Aragón	2	Industria y energía	Hombres	5457
Noviembre 2008	Aragón	2	Industria y energía	Mujeres	4445
Noviembre 2008	Aragón	3	Construcción	Hombres	10356
Noviembre 2008	Aragón	3	Construcción	Mujeres	802
Noviembre 2008	Aragón	4	Servicios	Hombres	13880
Noviembre 2008	Aragón	4	Servicios	Mujeres	21710
Noviembre 2008	Aragón		Sin empleo anterior	Hombres	1543
Noviembre 2008	Aragón		Sin empleo anterior	Mujeres	2239
Octubre 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	1286
Octubre 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	493
Octubre 2008	Aragón	2	Industria y energía	Hombres	4842
Octubre 2008	Aragón	2	Industria y energía	Mujeres	4303
Octubre 2008	Aragón	3	Construcción	Hombres	9382
Octubre 2008	Aragón	3	Construcción	Mujeres	738
Octubre 2008	Aragón	4	Servicios	Hombres	12559
Octubre 2008	Aragón	4	Servicios	Mujeres	20907
Octubre 2008	Aragón		Sin empleo anterior	Hombres	1605
Octubre 2008	Aragón		Sin empleo anterior	Mujeres	2216
Septiembre 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	953
Septiembre 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	389
Septiembre 2008	Aragón	2	Industria y energía	Hombres	4227
Septiembre 2008	Aragón	2	Industria y energía	Mujeres	3921
Septiembre 2008	Aragón	3	Construcción	Hombres	8524
Septiembre 2008	Aragón	3	Construcción	Mujeres	671
Septiembre 2008	Aragón	4	Servicios	Hombres	10357
Septiembre 2008	Aragón	4	Servicios	Mujeres	18287
Septiembre 2008	Aragón		Sin empleo anterior	Hombres	1456
Septiembre 2008	Aragón		Sin empleo anterior	Mujeres	2033
Agosto 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	778
Agosto 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	346
Agosto 2008	Aragón	2	Industria y energía	Hombres	3906
Agosto 2008	Aragón	2	Industria y energía	Mujeres	3760
Agosto 2008	Aragón	3	Construcción	Hombres	7960
Agosto 2008	Aragón	3	Construcción	Mujeres	637
Agosto 2008	Aragón	4	Servicios	Hombres	9146
Agosto 2008	Aragón	4	Servicios	Mujeres	16651
Agosto 2008	Aragón		Sin empleo anterior	Hombres	1227
Agosto 2008	Aragón		Sin empleo anterior	Mujeres	1774
Julio 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	799
Julio 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	350
Julio 2008	Aragón	2	Industria y energía	Hombres	3577
Julio 2008	Aragón	2	Industria y energía	Mujeres	3610
Julio 2008	Aragón	3	Construcción	Hombres	7144
Julio 2008	Aragón	3	Construcción	Mujeres	586
Julio 2008	Aragón	4	Servicios	Hombres	8512
Julio 2008	Aragón	4	Servicios	Mujeres	16183
Julio 2008	Aragón		Sin empleo anterior	Hombres	1212
Julio 2008	Aragón		Sin empleo anterior	Mujeres	1814
Junio 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	694
Junio 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	349
Junio 2008	Aragón	2	Industria y energía	Hombres	3341
Junio 2008	Aragón	2	Industria y energía	Mujeres	3629
Junio 2008	Aragón	3	Construcción	Hombres	6125
Junio 2008	Aragón	3	Construcción	Mujeres	556
Junio 2008	Aragón	4	Servicios	Hombres	8001
Junio 2008	Aragón	4	Servicios	Mujeres	15995
Junio 2008	Aragón		Sin empleo anterior	Hombres	1136
Junio 2008	Aragón		Sin empleo anterior	Mujeres	1861
Mayo 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	632
Mayo 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	356
Mayo 2008	Aragón	2	Industria y energía	Hombres	3262
Mayo 2008	Aragón	2	Industria y energía	Mujeres	3749
Mayo 2008	Aragón	3	Construcción	Hombres	5191
Mayo 2008	Aragón	3	Construcción	Mujeres	534
Mayo 2008	Aragón	4	Servicios	Hombres	7901
Mayo 2008	Aragón	4	Servicios	Mujeres	16581
Mayo 2008	Aragón		Sin empleo anterior	Hombres	901
Mayo 2008	Aragón		Sin empleo anterior	Mujeres	1774
Abril 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	708
Abril 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	412
Abril 2008	Aragón	2	Industria y energía	Hombres	3282
Abril 2008	Aragón	2	Industria y energía	Mujeres	3894
Abril 2008	Aragón	3	Construcción	Hombres	5016
Abril 2008	Aragón	3	Construcción	Mujeres	536
Abril 2008	Aragón	4	Servicios	Hombres	8237
Abril 2008	Aragón	4	Servicios	Mujeres	17613
Abril 2008	Aragón		Sin empleo anterior	Hombres	859
Abril 2008	Aragón		Sin empleo anterior	Mujeres	1845
Marzo 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	745
Marzo 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	420
Marzo 2008	Aragón	2	Industria y energía	Hombres	3150
Marzo 2008	Aragón	2	Industria y energía	Mujeres	3889
Marzo 2008	Aragón	3	Construcción	Hombres	4726
Marzo 2008	Aragón	3	Construcción	Mujeres	537
Marzo 2008	Aragón	4	Servicios	Hombres	8039
Marzo 2008	Aragón	4	Servicios	Mujeres	17573
Marzo 2008	Aragón		Sin empleo anterior	Hombres	791
Marzo 2008	Aragón		Sin empleo anterior	Mujeres	1867
Febrero 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	927
Febrero 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	447
Febrero 2008	Aragón	2	Industria y energía	Hombres	3086
Febrero 2008	Aragón	2	Industria y energía	Mujeres	3719
Febrero 2008	Aragón	3	Construcción	Hombres	4628
Febrero 2008	Aragón	3	Construcción	Mujeres	534
Febrero 2008	Aragón	4	Servicios	Hombres	8075
Febrero 2008	Aragón	4	Servicios	Mujeres	17961
Febrero 2008	Aragón		Sin empleo anterior	Hombres	775
Febrero 2008	Aragón		Sin empleo anterior	Mujeres	1877
Enero 2008	Aragón	1	Agricultura, ganadería y pesca	Hombres	791
Enero 2008	Aragón	1	Agricultura, ganadería y pesca	Mujeres	423
Enero 2008	Aragón	2	Industria y energía	Hombres	3110
Enero 2008	Aragón	2	Industria y energía	Mujeres	3778
Enero 2008	Aragón	3	Construcción	Hombres	4512
Enero 2008	Aragón	3	Construcción	Mujeres	510
Enero 2008	Aragón	4	Servicios	Hombres	7897
Enero 2008	Aragón	4	Servicios	Mujeres	17681
Enero 2008	Aragón		Sin empleo anterior	Hombres	680
Enero 2008	Aragón		Sin empleo anterior	Mujeres	1810
Diciembre 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	699
Diciembre 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	427
Diciembre 2007	Aragón	2	Industria y energía	Hombres	3005
Diciembre 2007	Aragón	2	Industria y energía	Mujeres	3701
Diciembre 2007	Aragón	3	Construcción	Hombres	4187
Diciembre 2007	Aragón	3	Construcción	Mujeres	506
Diciembre 2007	Aragón	4	Servicios	Hombres	7373
Diciembre 2007	Aragón	4	Servicios	Mujeres	16121
Diciembre 2007	Aragón		Sin empleo anterior	Hombres	665
Diciembre 2007	Aragón		Sin empleo anterior	Mujeres	1694
Noviembre 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	667
Noviembre 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	423
Noviembre 2007	Aragón	2	Industria y energía	Hombres	2735
Noviembre 2007	Aragón	2	Industria y energía	Mujeres	3579
Noviembre 2007	Aragón	3	Construcción	Hombres	3530
Noviembre 2007	Aragón	3	Construcción	Mujeres	485
Noviembre 2007	Aragón	4	Servicios	Hombres	7029
Noviembre 2007	Aragón	4	Servicios	Mujeres	16389
Noviembre 2007	Aragón		Sin empleo anterior	Hombres	694
Noviembre 2007	Aragón		Sin empleo anterior	Mujeres	1840
Octubre 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	641
Octubre 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	388
Octubre 2007	Aragón	2	Industria y energía	Hombres	2752
Octubre 2007	Aragón	2	Industria y energía	Mujeres	3497
Octubre 2007	Aragón	3	Construcción	Hombres	3402
Octubre 2007	Aragón	3	Construcción	Mujeres	497
Octubre 2007	Aragón	4	Servicios	Hombres	6707
Octubre 2007	Aragón	4	Servicios	Mujeres	16181
Octubre 2007	Aragón		Sin empleo anterior	Hombres	713
Octubre 2007	Aragón		Sin empleo anterior	Mujeres	1807
Septiembre 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	559
Septiembre 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	338
Septiembre 2007	Aragón	2	Industria y energía	Hombres	2751
Septiembre 2007	Aragón	2	Industria y energía	Mujeres	3509
Septiembre 2007	Aragón	3	Construcción	Hombres	3354
Septiembre 2007	Aragón	3	Construcción	Mujeres	474
Septiembre 2007	Aragón	4	Servicios	Hombres	6390
Septiembre 2007	Aragón	4	Servicios	Mujeres	15561
Septiembre 2007	Aragón		Sin empleo anterior	Hombres	704
Septiembre 2007	Aragón		Sin empleo anterior	Mujeres	1745
Agosto 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	501
Agosto 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	326
Agosto 2007	Aragón	2	Industria y energía	Hombres	2865
Agosto 2007	Aragón	2	Industria y energía	Mujeres	3583
Agosto 2007	Aragón	3	Construcción	Hombres	3432
Agosto 2007	Aragón	3	Construcción	Mujeres	457
Agosto 2007	Aragón	4	Servicios	Hombres	6525
Agosto 2007	Aragón	4	Servicios	Mujeres	15606
Agosto 2007	Aragón		Sin empleo anterior	Hombres	696
Agosto 2007	Aragón		Sin empleo anterior	Mujeres	1664
Julio 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	476
Julio 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	339
Julio 2007	Aragón	2	Industria y energía	Hombres	2561
Julio 2007	Aragón	2	Industria y energía	Mujeres	3328
Julio 2007	Aragón	3	Construcción	Hombres	3019
Julio 2007	Aragón	3	Construcción	Mujeres	438
Julio 2007	Aragón	4	Servicios	Hombres	5980
Julio 2007	Aragón	4	Servicios	Mujeres	15177
Julio 2007	Aragón		Sin empleo anterior	Hombres	718
Julio 2007	Aragón		Sin empleo anterior	Mujeres	1665
Junio 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	434
Junio 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	337
Junio 2007	Aragón	2	Industria y energía	Hombres	2513
Junio 2007	Aragón	2	Industria y energía	Mujeres	3265
Junio 2007	Aragón	3	Construcción	Hombres	2799
Junio 2007	Aragón	3	Construcción	Mujeres	444
Junio 2007	Aragón	4	Servicios	Hombres	5786
Junio 2007	Aragón	4	Servicios	Mujeres	14970
Junio 2007	Aragón		Sin empleo anterior	Hombres	803
Junio 2007	Aragón		Sin empleo anterior	Mujeres	1814
Mayo 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	456
Mayo 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	343
Mayo 2007	Aragón	2	Industria y energía	Hombres	2618
Mayo 2007	Aragón	2	Industria y energía	Mujeres	3443
Mayo 2007	Aragón	3	Construcción	Hombres	2793
Mayo 2007	Aragón	3	Construcción	Mujeres	452
Mayo 2007	Aragón	4	Servicios	Hombres	6097
Mayo 2007	Aragón	4	Servicios	Mujeres	15535
Mayo 2007	Aragón		Sin empleo anterior	Hombres	716
Mayo 2007	Aragón		Sin empleo anterior	Mujeres	1858
Abril 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	540
Abril 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	362
Abril 2007	Aragón	2	Industria y energía	Hombres	2823
Abril 2007	Aragón	2	Industria y energía	Mujeres	3675
Abril 2007	Aragón	3	Construcción	Hombres	2989
Abril 2007	Aragón	3	Construcción	Mujeres	443
Abril 2007	Aragón	4	Servicios	Hombres	6490
Abril 2007	Aragón	4	Servicios	Mujeres	15926
Abril 2007	Aragón		Sin empleo anterior	Hombres	741
Abril 2007	Aragón		Sin empleo anterior	Mujeres	1859
Marzo 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	597
Marzo 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	382
Marzo 2007	Aragón	2	Industria y energía	Hombres	2806
Marzo 2007	Aragón	2	Industria y energía	Mujeres	3614
Marzo 2007	Aragón	3	Construcción	Hombres	3036
Marzo 2007	Aragón	3	Construcción	Mujeres	479
Marzo 2007	Aragón	4	Servicios	Hombres	6546
Marzo 2007	Aragón	4	Servicios	Mujeres	16224
Marzo 2007	Aragón		Sin empleo anterior	Hombres	727
Marzo 2007	Aragón		Sin empleo anterior	Mujeres	1864
Febrero 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	593
Febrero 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	409
Febrero 2007	Aragón	2	Industria y energía	Hombres	2844
Febrero 2007	Aragón	2	Industria y energía	Mujeres	3566
Febrero 2007	Aragón	3	Construcción	Hombres	3185
Febrero 2007	Aragón	3	Construcción	Mujeres	473
Febrero 2007	Aragón	4	Servicios	Hombres	6701
Febrero 2007	Aragón	4	Servicios	Mujeres	16198
Febrero 2007	Aragón		Sin empleo anterior	Hombres	671
Febrero 2007	Aragón		Sin empleo anterior	Mujeres	1749
Enero 2007	Aragón	1	Agricultura, ganadería y pesca	Hombres	609
Enero 2007	Aragón	1	Agricultura, ganadería y pesca	Mujeres	402
Enero 2007	Aragón	2	Industria y energía	Hombres	2965
Enero 2007	Aragón	2	Industria y energía	Mujeres	3597
Enero 2007	Aragón	3	Construcción	Hombres	3415
Enero 2007	Aragón	3	Construcción	Mujeres	502
Enero 2007	Aragón	4	Servicios	Hombres	6976
Enero 2007	Aragón	4	Servicios	Mujeres	16403
Enero 2007	Aragón		Sin empleo anterior	Hombres	684
Enero 2007	Aragón		Sin empleo anterior	Mujeres	1812
Diciembre 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	630
Diciembre 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	389
Diciembre 2006	Aragón	2	Industria y energía	Hombres	2939
Diciembre 2006	Aragón	2	Industria y energía	Mujeres	3578
Diciembre 2006	Aragón	3	Construcción	Hombres	3591
Diciembre 2006	Aragón	3	Construcción	Mujeres	504
Diciembre 2006	Aragón	4	Servicios	Hombres	6880
Diciembre 2006	Aragón	4	Servicios	Mujeres	15519
Diciembre 2006	Aragón		Sin empleo anterior	Hombres	685
Diciembre 2006	Aragón		Sin empleo anterior	Mujeres	1792
Noviembre 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	660
Noviembre 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	403
Noviembre 2006	Aragón	2	Industria y energía	Hombres	2805
Noviembre 2006	Aragón	2	Industria y energía	Mujeres	3688
Noviembre 2006	Aragón	3	Construcción	Hombres	2992
Noviembre 2006	Aragón	3	Construcción	Mujeres	494
Noviembre 2006	Aragón	4	Servicios	Hombres	6654
Noviembre 2006	Aragón	4	Servicios	Mujeres	15929
Noviembre 2006	Aragón		Sin empleo anterior	Hombres	707
Noviembre 2006	Aragón		Sin empleo anterior	Mujeres	1953
Octubre 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	714
Octubre 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	381
Octubre 2006	Aragón	2	Industria y energía	Hombres	2854
Octubre 2006	Aragón	2	Industria y energía	Mujeres	3647
Octubre 2006	Aragón	3	Construcción	Hombres	2898
Octubre 2006	Aragón	3	Construcción	Mujeres	482
Octubre 2006	Aragón	4	Servicios	Hombres	6561
Octubre 2006	Aragón	4	Servicios	Mujeres	15839
Octubre 2006	Aragón		Sin empleo anterior	Hombres	702
Octubre 2006	Aragón		Sin empleo anterior	Mujeres	1874
Septiembre 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	609
Septiembre 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	357
Septiembre 2006	Aragón	2	Industria y energía	Hombres	2890
Septiembre 2006	Aragón	2	Industria y energía	Mujeres	3645
Septiembre 2006	Aragón	3	Construcción	Hombres	2946
Septiembre 2006	Aragón	3	Construcción	Mujeres	469
Septiembre 2006	Aragón	4	Servicios	Hombres	6345
Septiembre 2006	Aragón	4	Servicios	Mujeres	15248
Septiembre 2006	Aragón		Sin empleo anterior	Hombres	727
Septiembre 2006	Aragón		Sin empleo anterior	Mujeres	1832
Agosto 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	532
Agosto 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	311
Agosto 2006	Aragón	2	Industria y energía	Hombres	2949
Agosto 2006	Aragón	2	Industria y energía	Mujeres	3666
Agosto 2006	Aragón	3	Construcción	Hombres	3076
Agosto 2006	Aragón	3	Construcción	Mujeres	455
Agosto 2006	Aragón	4	Servicios	Hombres	6272
Agosto 2006	Aragón	4	Servicios	Mujeres	15235
Agosto 2006	Aragón		Sin empleo anterior	Hombres	732
Agosto 2006	Aragón		Sin empleo anterior	Mujeres	1684
Julio 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	536
Julio 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	336
Julio 2006	Aragón	2	Industria y energía	Hombres	2820
Julio 2006	Aragón	2	Industria y energía	Mujeres	3599
Julio 2006	Aragón	3	Construcción	Hombres	2877
Julio 2006	Aragón	3	Construcción	Mujeres	425
Julio 2006	Aragón	4	Servicios	Hombres	6007
Julio 2006	Aragón	4	Servicios	Mujeres	14973
Julio 2006	Aragón		Sin empleo anterior	Hombres	754
Julio 2006	Aragón		Sin empleo anterior	Mujeres	1706
Junio 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	512
Junio 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	344
Junio 2006	Aragón	2	Industria y energía	Hombres	2768
Junio 2006	Aragón	2	Industria y energía	Mujeres	3580
Junio 2006	Aragón	3	Construcción	Hombres	2774
Junio 2006	Aragón	3	Construcción	Mujeres	438
Junio 2006	Aragón	4	Servicios	Hombres	6016
Junio 2006	Aragón	4	Servicios	Mujeres	15294
Junio 2006	Aragón		Sin empleo anterior	Hombres	845
Junio 2006	Aragón		Sin empleo anterior	Mujeres	1842
Mayo 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	505
Mayo 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	368
Mayo 2006	Aragón	2	Industria y energía	Hombres	3033
Mayo 2006	Aragón	2	Industria y energía	Mujeres	3971
Mayo 2006	Aragón	3	Construcción	Hombres	2919
Mayo 2006	Aragón	3	Construcción	Mujeres	528
Mayo 2006	Aragón	4	Servicios	Hombres	6976
Mayo 2006	Aragón	4	Servicios	Mujeres	16677
Mayo 2006	Aragón		Sin empleo anterior	Hombres	785
Mayo 2006	Aragón		Sin empleo anterior	Mujeres	1929
Abril 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	697
Abril 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	400
Abril 2006	Aragón	2	Industria y energía	Hombres	3251
Abril 2006	Aragón	2	Industria y energía	Mujeres	4140
Abril 2006	Aragón	3	Construcción	Hombres	3292
Abril 2006	Aragón	3	Construcción	Mujeres	521
Abril 2006	Aragón	4	Servicios	Hombres	7501
Abril 2006	Aragón	4	Servicios	Mujeres	17183
Abril 2006	Aragón		Sin empleo anterior	Hombres	801
Abril 2006	Aragón		Sin empleo anterior	Mujeres	1968
Marzo 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	922
Marzo 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	441
Marzo 2006	Aragón	2	Industria y energía	Hombres	3395
Marzo 2006	Aragón	2	Industria y energía	Mujeres	4135
Marzo 2006	Aragón	3	Construcción	Hombres	3502
Marzo 2006	Aragón	3	Construcción	Mujeres	556
Marzo 2006	Aragón	4	Servicios	Hombres	7809
Marzo 2006	Aragón	4	Servicios	Mujeres	18124
Marzo 2006	Aragón		Sin empleo anterior	Hombres	884
Marzo 2006	Aragón		Sin empleo anterior	Mujeres	2107
Febrero 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	931
Febrero 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	445
Febrero 2006	Aragón	2	Industria y energía	Hombres	3467
Febrero 2006	Aragón	2	Industria y energía	Mujeres	4083
Febrero 2006	Aragón	3	Construcción	Hombres	3749
Febrero 2006	Aragón	3	Construcción	Mujeres	556
Febrero 2006	Aragón	4	Servicios	Hombres	7803
Febrero 2006	Aragón	4	Servicios	Mujeres	18315
Febrero 2006	Aragón		Sin empleo anterior	Hombres	877
Febrero 2006	Aragón		Sin empleo anterior	Mujeres	2067
Enero 2006	Aragón	1	Agricultura, ganadería y pesca	Hombres	909
Enero 2006	Aragón	1	Agricultura, ganadería y pesca	Mujeres	434
Enero 2006	Aragón	2	Industria y energía	Hombres	3595
Enero 2006	Aragón	2	Industria y energía	Mujeres	4161
Enero 2006	Aragón	3	Construcción	Hombres	3904
Enero 2006	Aragón	3	Construcción	Mujeres	585
Enero 2006	Aragón	4	Servicios	Hombres	8129
Enero 2006	Aragón	4	Servicios	Mujeres	18530
Enero 2006	Aragón		Sin empleo anterior	Hombres	857
Enero 2006	Aragón		Sin empleo anterior	Mujeres	2062
Diciembre 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	914
Diciembre 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	435
Diciembre 2005	Aragón	2	Industria y energía	Hombres	3605
Diciembre 2005	Aragón	2	Industria y energía	Mujeres	4203
Diciembre 2005	Aragón	3	Construcción	Hombres	3929
Diciembre 2005	Aragón	3	Construcción	Mujeres	535
Diciembre 2005	Aragón	4	Servicios	Hombres	7915
Diciembre 2005	Aragón	4	Servicios	Mujeres	17229
Diciembre 2005	Aragón		Sin empleo anterior	Hombres	796
Diciembre 2005	Aragón		Sin empleo anterior	Mujeres	1947
Noviembre 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	899
Noviembre 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	434
Noviembre 2005	Aragón	2	Industria y energía	Hombres	3429
Noviembre 2005	Aragón	2	Industria y energía	Mujeres	4215
Noviembre 2005	Aragón	3	Construcción	Hombres	3344
Noviembre 2005	Aragón	3	Construcción	Mujeres	543
Noviembre 2005	Aragón	4	Servicios	Hombres	7647
Noviembre 2005	Aragón	4	Servicios	Mujeres	17836
Noviembre 2005	Aragón		Sin empleo anterior	Hombres	862
Noviembre 2005	Aragón		Sin empleo anterior	Mujeres	2065
Octubre 2005	Aragón	1	Agricultura, ganadería y pesca	Hombres	904
Octubre 2005	Aragón	1	Agricultura, ganadería y pesca	Mujeres	400
