Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre	Comarca Código
2013	7	84	Administración Pública y defensa; Seguridad Social obligatoria	09	La Litera / La Llitera	09
2013	7	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2013	7	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja	13
2013	7	10	Industria de la alimentación	15	Ribera Alta del Ebro	15
2013	7	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro	15
2013	7	56	Servicios de comidas y bebidas	18	Ribera Baja del Ebro	18
2013	7	56	Servicios de comidas y bebidas	20	Comunidad de Calatayud	20
2013	7	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2013	7	10	Industria de la alimentación	25	Jiloca	25
2013	6	87	Asistencia en establecimientos residenciales	01	La Jacetania	01
2013	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	05	Cinco Villas	05
2013	6	87	Asistencia en establecimientos residenciales	07	Somontano de Barbastro	07
2013	6	56	Servicios de comidas y bebidas	08	Cinca Medio	08
2013	6	10	Industria de la alimentación	09	La Litera / La Llitera	09
2013	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2013	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2013	6	96	Otros servicios personales	20	Comunidad de Calatayud	20
2013	6	84	Administración Pública y defensa; Seguridad Social obligatoria	25	Jiloca	25
2013	6	84	Administración Pública y defensa; Seguridad Social obligatoria	28	Bajo Aragón	28
2013	6	87	Asistencia en establecimientos residenciales	28	Bajo Aragón	28
2013	5	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego	02
2013	5	56	Servicios de comidas y bebidas	09	La Litera / La Llitera	09
2013	5	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2013	5	84	Administración Pública y defensa; Seguridad Social obligatoria	21	Campo de Cariñena	21
2013	5	87	Asistencia en establecimientos residenciales	21	Campo de Cariñena	21
2013	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2013	4	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2013	4	87	Asistencia en establecimientos residenciales	04	La Ribagorza	04
2013	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2013	4	56	Servicios de comidas y bebidas	07	Somontano de Barbastro	07
2013	4	10	Industria de la alimentación	08	Cinca Medio	08
2013	4	87	Asistencia en establecimientos residenciales	09	La Litera / La Llitera	09
2013	4	84	Administración Pública y defensa; Seguridad Social obligatoria	11	Bajo Cinca / Baix Cinca	11
2013	4	87	Asistencia en establecimientos residenciales	11	Bajo Cinca / Baix Cinca	11
2013	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2013	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2013	4	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2013	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca	24
2013	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2013	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2013	4	56	Servicios de comidas y bebidas	28	Bajo Aragón	28
2013	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2013	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2013	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2013	3	49	Transporte terrestre y por tubería	01	La Jacetania	01
2013	3	81	Servicios a edificios y actividades de jardinería	01	La Jacetania	01
2013	3	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2013	3	85	Educación	01	La Jacetania	01
2013	3	55	Servicios de alojamiento	02	Alto Gállego	02
2013	3	87	Asistencia en establecimientos residenciales	02	Alto Gállego	02
2013	3	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza	04
2013	3	02	Silvicultura y explotación forestal	07	Somontano de Barbastro	07
2013	3	55	Servicios de alojamiento	07	Somontano de Barbastro	07
2013	3	88	Actividades de servicios sociales sin alojamiento	07	Somontano de Barbastro	07
2013	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio	08
2013	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2013	3	10	Industria de la alimentación	10	Los Monegros	10
2013	3	26	Fabricación de productos informáticos, electrónicos y ópticos	12	Tarazona y el Moncayo	12
2013	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo	12
2013	3	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2013	3	22	Fabricación de productos de caucho y plásticos	13	Campo de Borja	13
2013	3	31	Fabricación de muebles	21	Campo de Cariñena	21
2013	3	10	Industria de la alimentación	24	Campo de Daroca	24
2013	3	87	Asistencia en establecimientos residenciales	25	Jiloca	25
2013	3	10	Industria de la alimentación	26	Cuencas Mineras	26
2013	3	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo	30
2013	2	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2013	2	10	Industria de la alimentación	04	La Ribagorza	04
2013	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	04	La Ribagorza	04
2013	2	56	Servicios de comidas y bebidas	04	La Ribagorza	04
2013	2	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros	10
2013	2	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2013	2	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo	12
2013	2	55	Servicios de alojamiento	12	Tarazona y el Moncayo	12
2013	2	56	Servicios de comidas y bebidas	12	Tarazona y el Moncayo	12
2013	2	25	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro	18
2013	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2013	2	11	Fabricación de bebidas	21	Campo de Cariñena	21
2013	2	56	Servicios de comidas y bebidas	21	Campo de Cariñena	21
2013	2	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca	24
2013	2	87	Asistencia en establecimientos residenciales	24	Campo de Daroca	24
2013	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	25	Jiloca	25
2013	2	55	Servicios de alojamiento	25	Jiloca	25
2013	2	56	Servicios de comidas y bebidas	26	Cuencas Mineras	26
2013	2	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2013	2	87	Asistencia en establecimientos residenciales	27	Andorra-Sierra de Arcos	27
2013	2	93	Actividades deportivas, recreativas y de entretenimiento	27	Andorra-Sierra de Arcos	27
2013	2	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2013	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón	
2013	2	56	Servicios de comidas y bebidas	NC	Municipio del centro de trabajo fuera de Aragón	
2013	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	03	Sobrarbe	03
2013	1	49	Transporte terrestre y por tubería	03	Sobrarbe	03
2013	1	55	Servicios de alojamiento	03	Sobrarbe	03
2013	1	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2013	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros	10
2013	1	15	Industria del cuero y del calzado	10	Los Monegros	10
2013	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2013	1	56	Servicios de comidas y bebidas	10	Los Monegros	10
2013	1	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2013	1	92	Actividades de juegos de azar y apuestas	10	Los Monegros	10
2013	1	15	Industria del cuero y del calzado	14	Aranda	14
2013	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro	18
2013	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2013	1	64	Servicios financieros, excepto seguros y fondos de pensiones	18	Ribera Baja del Ebro	18
2013	1	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro	18
2013	1	85	Educación	18	Ribera Baja del Ebro	18
2013	1	49	Transporte terrestre y por tubería	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2013	1	81	Servicios a edificios y actividades de jardinería	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2013	1	56	Servicios de comidas y bebidas	22	Campo de Belchite	22
2013	1	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín	23
2013	1	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	23	Bajo Martín	23
2013	1	55	Servicios de alojamiento	23	Bajo Martín	23
2013	1	87	Asistencia en establecimientos residenciales	23	Bajo Martín	23
2013	1	56	Servicios de comidas y bebidas	24	Campo de Daroca	24
2013	1	97	Actividades de los hogares como empleadores de personal doméstico	24	Campo de Daroca	24
2013	1	38	Recogida, tratamiento y eliminación de residuos; valorización	26	Cuencas Mineras	26
2013	1	81	Servicios a edificios y actividades de jardinería	26	Cuencas Mineras	26
2013	1	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2013	1	87	Asistencia en establecimientos residenciales	26	Cuencas Mineras	26
2013	1	17	Industria del papel	27	Andorra-Sierra de Arcos	27
2013	1	55	Servicios de alojamiento	27	Andorra-Sierra de Arcos	27
2013	1	69	Actividades jurídicas y de contabilidad	27	Andorra-Sierra de Arcos	27
2013	1	81	Servicios a edificios y actividades de jardinería	27	Andorra-Sierra de Arcos	27
2013	1	84	Administración Pública y defensa; Seguridad Social obligatoria	27	Andorra-Sierra de Arcos	27
2013	1	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	27	Andorra-Sierra de Arcos	27
2013	1	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín	31
2013	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32	Gúdar-Javalambre	32
2013	1	10	Industria de la alimentación	32	Gúdar-Javalambre	32
2013	1	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre	32
2013	1	43	Actividades de construcción especializada	32	Gúdar-Javalambre	32
2013	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2013	1	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2013	1	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	32	Gúdar-Javalambre	32
2013	1	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2013	1	52	Almacenamiento y actividades anexas al transporte	NC	Municipio del centro de trabajo fuera de Aragón	
2013	1	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	NC	Municipio del centro de trabajo fuera de Aragón	
2012	371	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2012	270	86	Actividades sanitarias	17	D.C. Zaragoza	17
2012	201	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2012	198	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2012	121	81	Servicios a edificios y actividades de jardinería	17	D.C. Zaragoza	17
2012	27	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2012	19	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2012	18	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2012	17	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2012	16	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	29	Comunidad de Teruel	29
2012	16	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2012	16	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2012	15	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2012	15	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2012	14	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2012	14	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2012	12	86	Actividades sanitarias	07	Somontano de Barbastro	07
2012	12	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2012	12	86	Actividades sanitarias	29	Comunidad de Teruel	29
2012	11	87	Asistencia en establecimientos residenciales	13	Campo de Borja	13
2012	11	96	Otros servicios personales	16	Valdejalón	16
2012	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2012	10	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2012	10	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro	15
2012	10	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2012	10	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2012	9	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2012	9	86	Actividades sanitarias	20	Comunidad de Calatayud	20
2012	8	87	Asistencia en establecimientos residenciales	05	Cinco Villas	05
2012	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2012	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón	16
2012	8	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2012	8	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2012	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2012	8	56	Servicios de comidas y bebidas	29	Comunidad de Teruel	29
2012	8	81	Servicios a edificios y actividades de jardinería	29	Comunidad de Teruel	29
2012	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2012	7	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas	05
2012	7	10	Industria de la alimentación	05	Cinco Villas	05
2012	7	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas	05
2012	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo	12
2012	7	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja	13
2012	7	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2012	7	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2012	7	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
2012	6	87	Asistencia en establecimientos residenciales	01	La Jacetania	01
2012	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2012	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2012	6	56	Servicios de comidas y bebidas	11	Bajo Cinca / Baix Cinca	11
2012	6	56	Servicios de comidas y bebidas	20	Comunidad de Calatayud	20
2012	6	84	Administración Pública y defensa; Seguridad Social obligatoria	28	Bajo Aragón	28
2012	5	56	Servicios de comidas y bebidas	01	La Jacetania	01
2012	5	55	Servicios de alojamiento	02	Alto Gállego	02
2012	5	55	Servicios de alojamiento	04	La Ribagorza	04
2012	5	87	Asistencia en establecimientos residenciales	07	Somontano de Barbastro	07
2012	5	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2012	5	10	Industria de la alimentación	13	Campo de Borja	13
2012	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	15	Ribera Alta del Ebro	15
2012	5	87	Asistencia en establecimientos residenciales	15	Ribera Alta del Ebro	15
2012	5	55	Servicios de alojamiento	20	Comunidad de Calatayud	20
2012	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2012	5	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2012	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón	28
2012	4	55	Servicios de alojamiento	01	La Jacetania	01
2012	4	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2012	4	55	Servicios de alojamiento	03	Sobrarbe	03
2012	4	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2012	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2012	4	56	Servicios de comidas y bebidas	07	Somontano de Barbastro	07
2012	4	56	Servicios de comidas y bebidas	08	Cinca Medio	08
2012	4	84	Administración Pública y defensa; Seguridad Social obligatoria	08	Cinca Medio	08
2012	4	10	Industria de la alimentación	09	La Litera / La Llitera	09
2012	4	84	Administración Pública y defensa; Seguridad Social obligatoria	09	La Litera / La Llitera	09
2012	4	87	Asistencia en establecimientos residenciales	09	La Litera / La Llitera	09
2012	4	94	Actividades asociativas	09	La Litera / La Llitera	09
2012	4	10	Industria de la alimentación	15	Ribera Alta del Ebro	15
2012	4	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2012	4	56	Servicios de comidas y bebidas	15	Ribera Alta del Ebro	15
2012	4	22	Fabricación de productos de caucho y plásticos	18	Ribera Baja del Ebro	18
2012	4	11	Fabricación de bebidas	21	Campo de Cariñena	21
2012	4	84	Administración Pública y defensa; Seguridad Social obligatoria	21	Campo de Cariñena	21
2012	4	10	Industria de la alimentación	25	Jiloca	25
2012	4	23	Fabricación de otros productos minerales no metálicos	28	Bajo Aragón	28
2012	4	55	Servicios de alojamiento	28	Bajo Aragón	28
2012	3	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2012	3	56	Servicios de comidas y bebidas	04	La Ribagorza	04
2012	3	22	Fabricación de productos de caucho y plásticos	05	Cinco Villas	05
2012	3	56	Servicios de comidas y bebidas	05	Cinco Villas	05
2012	3	85	Educación	07	Somontano de Barbastro	07
2012	3	88	Actividades de servicios sociales sin alojamiento	07	Somontano de Barbastro	07
2012	3	55	Servicios de alojamiento	08	Cinca Medio	08
2012	3	18	Artes gráficas y reproducción de soportes grabados	10	Los Monegros	10
2012	3	22	Fabricación de productos de caucho y plásticos	12	Tarazona y el Moncayo	12
2012	3	26	Fabricación de productos informáticos, electrónicos y ópticos	12	Tarazona y el Moncayo	12
2012	3	30	Fabricación de otro material de transporte	12	Tarazona y el Moncayo	12
2012	3	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2012	3	15	Industria del cuero y del calzado	14	Aranda	14
2012	3	56	Servicios de comidas y bebidas	18	Ribera Baja del Ebro	18
2012	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25	Jiloca	25
2012	3	87	Asistencia en establecimientos residenciales	25	Jiloca	25
2012	3	56	Servicios de comidas y bebidas	26	Cuencas Mineras	26
2012	3	84	Administración Pública y defensa; Seguridad Social obligatoria	27	Andorra-Sierra de Arcos	27
2012	3	87	Asistencia en establecimientos residenciales	27	Andorra-Sierra de Arcos	27
2012	3	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2012	2	20	Industria química	02	Alto Gállego	02
2012	2	21	Fabricación de productos farmacéuticos	02	Alto Gállego	02
2012	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2012	2	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego	02
2012	2	87	Asistencia en establecimientos residenciales	03	Sobrarbe	03
2012	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	04	La Ribagorza	04
2012	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2012	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2012	2	81	Servicios a edificios y actividades de jardinería	11	Bajo Cinca / Baix Cinca	11
2012	2	84	Administración Pública y defensa; Seguridad Social obligatoria	11	Bajo Cinca / Baix Cinca	11
2012	2	10	Industria de la alimentación	14	Aranda	14
2012	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	14	Aranda	14
2012	2	94	Actividades asociativas	14	Aranda	14
2012	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro	18
2012	2	43	Actividades de construcción especializada	18	Ribera Baja del Ebro	18
2012	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2012	2	10	Industria de la alimentación	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2012	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena	21
2012	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2012	2	87	Asistencia en establecimientos residenciales	21	Campo de Cariñena	21
2012	2	84	Administración Pública y defensa; Seguridad Social obligatoria	23	Bajo Martín	23
2012	2	87	Asistencia en establecimientos residenciales	23	Bajo Martín	23
2012	2	87	Asistencia en establecimientos residenciales	24	Campo de Daroca	24
2012	2	56	Servicios de comidas y bebidas	25	Jiloca	25
2012	2	10	Industria de la alimentación	26	Cuencas Mineras	26
2012	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras	26
2012	2	87	Asistencia en establecimientos residenciales	26	Cuencas Mineras	26
2012	2	05	Extracción de antracita, hulla y lignito	27	Andorra-Sierra de Arcos	27
2012	2	55	Servicios de alojamiento	31	Sierra de Albarracín	31
2012	2	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín	31
2012	2	10	Industria de la alimentación	32	Gúdar-Javalambre	32
2012	2	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre	32
2012	2	93	Actividades deportivas, recreativas y de entretenimiento	32	Gúdar-Javalambre	32
2012	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2012	2	88	Actividades de servicios sociales sin alojamiento	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	03	Sobrarbe	03
2012	1	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2012	1	81	Servicios a edificios y actividades de jardinería	03	Sobrarbe	03
2012	1	84	Administración Pública y defensa; Seguridad Social obligatoria	03	Sobrarbe	03
2012	1	85	Educación	03	Sobrarbe	03
2012	1	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2012	1	10	Industria de la alimentación	04	La Ribagorza	04
2012	1	11	Fabricación de bebidas	04	La Ribagorza	04
2012	1	49	Transporte terrestre y por tubería	04	La Ribagorza	04
2012	1	53	Actividades postales y de correos	04	La Ribagorza	04
2012	1	81	Servicios a edificios y actividades de jardinería	04	La Ribagorza	04
2012	1	86	Actividades sanitarias	04	La Ribagorza	04
2012	1	87	Asistencia en establecimientos residenciales	04	La Ribagorza	04
2012	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros	10
2012	1	10	Industria de la alimentación	10	Los Monegros	10
2012	1	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10	Los Monegros	10
2012	1	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros	10
2012	1	85	Educación	10	Los Monegros	10
2012	1	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2012	1	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2012	1	93	Actividades deportivas, recreativas y de entretenimiento	10	Los Monegros	10
2012	1	53	Actividades postales y de correos	14	Aranda	14
2012	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2012	1	53	Actividades postales y de correos	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2012	1	56	Servicios de comidas y bebidas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2012	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	22	Campo de Belchite	22
2012	1	29	Fabricación de vehículos de motor, remolques y semirremolques	22	Campo de Belchite	22
2012	1	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2012	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín	23
2012	1	02	Silvicultura y explotación forestal	24	Campo de Daroca	24
2012	1	10	Industria de la alimentación	24	Campo de Daroca	24
2012	1	84	Administración Pública y defensa; Seguridad Social obligatoria	25	Jiloca	25
2012	1	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo	30
2012	1	56	Servicios de comidas y bebidas	30	Maestrazgo	30
2012	1	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo	30
2012	1	86	Actividades sanitarias	30	Maestrazgo	30
2012	1	94	Actividades asociativas	30	Maestrazgo	30
2012	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín	31
2012	1	72	Investigación y desarrollo	31	Sierra de Albarracín	31
2012	1	81	Servicios a edificios y actividades de jardinería	31	Sierra de Albarracín	31
2012	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2012	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2012	1	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2012	1	87	Asistencia en establecimientos residenciales	32	Gúdar-Javalambre	32
2012	1	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2012	1	55	Servicios de alojamiento	33	Matarraña / Matarranya	33
2012	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	45	Venta y reparación de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	52	Almacenamiento y actividades anexas al transporte	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	81	Servicios a edificios y actividades de jardinería	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	85	Educación	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	86	Actividades sanitarias	NC	Municipio del centro de trabajo fuera de Aragón	
2012	1	90	Actividades de creación, artísticas y espectáculos	NC	Municipio del centro de trabajo fuera de Aragón	
2011	432	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2011	323	86	Actividades sanitarias	17	D.C. Zaragoza	17
2011	266	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2011	218	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2011	157	81	Servicios a edificios y actividades de jardinería	17	D.C. Zaragoza	17
2011	56	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2011	24	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2011	24	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2011	23	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2011	23	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
