Mes y año	Mes (código)	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	CCAA nombre
Abril 2009	200904	Hombres	Bachillerato	31	1836	Aragón
Abril 2009	200904	Mujeres	Bachillerato	31	2083	Aragón
Abril 2009	200904	Hombres	Enseñanza media de formación profesional	32	814	Aragón
Abril 2009	200904	Mujeres	Enseñanza media de formación profesional	32	906	Aragón
Abril 2009	200904	Hombres	Enseñanza superior de formación profesional	41	456	Aragón
Abril 2009	200904	Mujeres	Enseñanza superior de formación profesional	41	425	Aragón
Abril 2009	200904	Hombres	Enseñanza superior universitaria	42	829	Aragón
Abril 2009	200904	Mujeres	Enseñanza superior universitaria	42	1207	Aragón
Marzo 2009	200903	Hombres	Educación Primaria o inferior	10	2753	Aragón
Marzo 2009	200903	Mujeres	Educación Primaria o inferior	10	1582	Aragón
Marzo 2009	200903	Hombres	Primera etapa de educación secundaria	20	6665	Aragón
Marzo 2009	200903	Mujeres	Primera etapa de educación secundaria	20	5778	Aragón
Marzo 2009	200903	Hombres	Bachillerato	31	1904	Aragón
Marzo 2009	200903	Mujeres	Bachillerato	31	2288	Aragón
Marzo 2009	200903	Hombres	Enseñanza media de formación profesional	32	805	Aragón
Marzo 2009	200903	Mujeres	Enseñanza media de formación profesional	32	726	Aragón
Marzo 2009	200903	Hombres	Enseñanza superior de formación profesional	41	403	Aragón
Marzo 2009	200903	Mujeres	Enseñanza superior de formación profesional	41	417	Aragón
Marzo 2009	200903	Hombres	Enseñanza superior universitaria	42	862	Aragón
Marzo 2009	200903	Mujeres	Enseñanza superior universitaria	42	1336	Aragón
Febrero 2009	200902	Hombres	Educación Primaria o inferior	10	2566	Aragón
Febrero 2009	200902	Mujeres	Educación Primaria o inferior	10	1498	Aragón
Febrero 2009	200902	Hombres	Primera etapa de educación secundaria	20	5937	Aragón
Febrero 2009	200902	Mujeres	Primera etapa de educación secundaria	20	5074	Aragón
Febrero 2009	200902	Hombres	Bachillerato	31	1828	Aragón
Febrero 2009	200902	Mujeres	Bachillerato	31	2062	Aragón
Febrero 2009	200902	Hombres	Enseñanza media de formación profesional	32	795	Aragón
Febrero 2009	200902	Mujeres	Enseñanza media de formación profesional	32	822	Aragón
Febrero 2009	200902	Hombres	Enseñanza superior de formación profesional	41	401	Aragón
Febrero 2009	200902	Mujeres	Enseñanza superior de formación profesional	41	420	Aragón
Febrero 2009	200902	Hombres	Enseñanza superior universitaria	42	826	Aragón
Febrero 2009	200902	Mujeres	Enseñanza superior universitaria	42	1373	Aragón
Enero 2009	200901	Hombres	Educación Primaria o inferior	10	2545	Aragón
Enero 2009	200901	Mujeres	Educación Primaria o inferior	10	1662	Aragón
Enero 2009	200901	Hombres	Primera etapa de educación secundaria	20	6042	Aragón
Enero 2009	200901	Mujeres	Primera etapa de educación secundaria	20	6021	Aragón
Enero 2009	200901	Hombres	Bachillerato	31	1982	Aragón
Enero 2009	200901	Mujeres	Bachillerato	31	2285	Aragón
Enero 2009	200901	Hombres	Enseñanza media de formación profesional	32	826	Aragón
Enero 2009	200901	Mujeres	Enseñanza media de formación profesional	32	847	Aragón
Enero 2009	200901	Hombres	Enseñanza superior de formación profesional	41	443	Aragón
Enero 2009	200901	Mujeres	Enseñanza superior de formación profesional	41	443	Aragón
Enero 2009	200901	Hombres	Enseñanza superior universitaria	42	967	Aragón
Enero 2009	200901	Mujeres	Enseñanza superior universitaria	42	1566	Aragón
Diciembre 2008	200812	Hombres	Educación Primaria o inferior	10	2054	Aragón
Diciembre 2008	200812	Mujeres	Educación Primaria o inferior	10	1564	Aragón
Diciembre 2008	200812	Hombres	Primera etapa de educación secundaria	20	5470	Aragón
Diciembre 2008	200812	Mujeres	Primera etapa de educación secundaria	20	6086	Aragón
Diciembre 2008	200812	Hombres	Bachillerato	31	1879	Aragón
Diciembre 2008	200812	Mujeres	Bachillerato	31	2946	Aragón
Diciembre 2008	200812	Hombres	Enseñanza media de formación profesional	32	832	Aragón
Diciembre 2008	200812	Mujeres	Enseñanza media de formación profesional	32	909	Aragón
Diciembre 2008	200812	Hombres	Enseñanza superior de formación profesional	41	467	Aragón
Diciembre 2008	200812	Mujeres	Enseñanza superior de formación profesional	41	425	Aragón
Diciembre 2008	200812	Hombres	Enseñanza superior universitaria	42	752	Aragón
Diciembre 2008	200812	Mujeres	Enseñanza superior universitaria	42	1393	Aragón
Noviembre 2008	200811	Hombres	Educación Primaria o inferior	10	2736	Aragón
Noviembre 2008	200811	Mujeres	Educación Primaria o inferior	10	1771	Aragón
Noviembre 2008	200811	Hombres	Primera etapa de educación secundaria	20	6747	Aragón
Noviembre 2008	200811	Mujeres	Primera etapa de educación secundaria	20	6514	Aragón
Noviembre 2008	200811	Hombres	Bachillerato	31	2259	Aragón
Noviembre 2008	200811	Mujeres	Bachillerato	31	3029	Aragón
Noviembre 2008	200811	Hombres	Enseñanza media de formación profesional	32	845	Aragón
Noviembre 2008	200811	Mujeres	Enseñanza media de formación profesional	32	968	Aragón
Noviembre 2008	200811	Hombres	Enseñanza superior de formación profesional	41	471	Aragón
Noviembre 2008	200811	Mujeres	Enseñanza superior de formación profesional	41	521	Aragón
Noviembre 2008	200811	Hombres	Enseñanza superior universitaria	42	1018	Aragón
Noviembre 2008	200811	Mujeres	Enseñanza superior universitaria	42	1851	Aragón
Octubre 2008	200810	Hombres	Educación Primaria o inferior	10	4322	Aragón
Octubre 2008	200810	Mujeres	Educación Primaria o inferior	10	2620	Aragón
Octubre 2008	200810	Hombres	Primera etapa de educación secundaria	20	9475	Aragón
Octubre 2008	200810	Mujeres	Primera etapa de educación secundaria	20	8733	Aragón
Octubre 2008	200810	Hombres	Bachillerato	31	3180	Aragón
Octubre 2008	200810	Mujeres	Bachillerato	31	4026	Aragón
Octubre 2008	200810	Hombres	Enseñanza media de formación profesional	32	1183	Aragón
Octubre 2008	200810	Mujeres	Enseñanza media de formación profesional	32	1276	Aragón
Octubre 2008	200810	Hombres	Enseñanza superior de formación profesional	41	681	Aragón
Octubre 2008	200810	Mujeres	Enseñanza superior de formación profesional	41	669	Aragón
Octubre 2008	200810	Hombres	Enseñanza superior universitaria	42	1474	Aragón
Octubre 2008	200810	Mujeres	Enseñanza superior universitaria	42	2681	Aragón
Septiembre 2008	200809	Hombres	Educación Primaria o inferior	10	5407	Aragón
Septiembre 2008	200809	Mujeres	Educación Primaria o inferior	10	3240	Aragón
Septiembre 2008	200809	Hombres	Primera etapa de educación secundaria	20	10418	Aragón
Septiembre 2008	200809	Mujeres	Primera etapa de educación secundaria	20	9522	Aragón
Septiembre 2008	200809	Hombres	Bachillerato	31	3351	Aragón
Septiembre 2008	200809	Mujeres	Bachillerato	31	3800	Aragón
Septiembre 2008	200809	Hombres	Enseñanza media de formación profesional	32	1175	Aragón
Septiembre 2008	200809	Mujeres	Enseñanza media de formación profesional	32	1303	Aragón
Septiembre 2008	200809	Hombres	Enseñanza superior de formación profesional	41	636	Aragón
Septiembre 2008	200809	Mujeres	Enseñanza superior de formación profesional	41	792	Aragón
Septiembre 2008	200809	Hombres	Enseñanza superior universitaria	42	1619	Aragón
Septiembre 2008	200809	Mujeres	Enseñanza superior universitaria	42	2722	Aragón
Agosto 2008	200808	Hombres	Educación Primaria o inferior	10	4333	Aragón
Agosto 2008	200808	Mujeres	Educación Primaria o inferior	10	2619	Aragón
Agosto 2008	200808	Hombres	Primera etapa de educación secundaria	20	7713	Aragón
Agosto 2008	200808	Mujeres	Primera etapa de educación secundaria	20	6689	Aragón
Agosto 2008	200808	Hombres	Bachillerato	31	2829	Aragón
Agosto 2008	200808	Mujeres	Bachillerato	31	2739	Aragón
Agosto 2008	200808	Hombres	Enseñanza media de formación profesional	32	913	Aragón
Agosto 2008	200808	Mujeres	Enseñanza media de formación profesional	32	802	Aragón
Agosto 2008	200808	Hombres	Enseñanza superior de formación profesional	41	443	Aragón
Agosto 2008	200808	Mujeres	Enseñanza superior de formación profesional	41	379	Aragón
Agosto 2008	200808	Hombres	Enseñanza superior universitaria	42	719	Aragón
Agosto 2008	200808	Mujeres	Enseñanza superior universitaria	42	1046	Aragón
Julio 2008	200807	Hombres	Educación Primaria o inferior	10	5279	Aragón
Julio 2008	200807	Mujeres	Educación Primaria o inferior	10	3441	Aragón
Julio 2008	200807	Hombres	Primera etapa de educación secundaria	20	11965	Aragón
Julio 2008	200807	Mujeres	Primera etapa de educación secundaria	20	10302	Aragón
Julio 2008	200807	Hombres	Bachillerato	31	4581	Aragón
Julio 2008	200807	Mujeres	Bachillerato	31	4789	Aragón
Julio 2008	200807	Hombres	Enseñanza media de formación profesional	32	1586	Aragón
Julio 2008	200807	Mujeres	Enseñanza media de formación profesional	32	1456	Aragón
Julio 2008	200807	Hombres	Enseñanza superior de formación profesional	41	792	Aragón
Julio 2008	200807	Mujeres	Enseñanza superior de formación profesional	41	758	Aragón
Julio 2008	200807	Hombres	Enseñanza superior universitaria	42	1383	Aragón
Julio 2008	200807	Mujeres	Enseñanza superior universitaria	42	2126	Aragón
Junio 2008	200806	Hombres	Educación Primaria o inferior	10	5562	Aragón
Junio 2008	200806	Mujeres	Educación Primaria o inferior	10	3359	Aragón
Junio 2008	200806	Hombres	Primera etapa de educación secundaria	20	11922	Aragón
Junio 2008	200806	Mujeres	Primera etapa de educación secundaria	20	9890	Aragón
Junio 2008	200806	Hombres	Bachillerato	31	3928	Aragón
Junio 2008	200806	Mujeres	Bachillerato	31	4845	Aragón
Junio 2008	200806	Hombres	Enseñanza media de formación profesional	32	1661	Aragón
Junio 2008	200806	Mujeres	Enseñanza media de formación profesional	32	1635	Aragón
Junio 2008	200806	Hombres	Enseñanza superior de formación profesional	41	841	Aragón
Junio 2008	200806	Mujeres	Enseñanza superior de formación profesional	41	818	Aragón
Junio 2008	200806	Hombres	Enseñanza superior universitaria	42	1327	Aragón
Junio 2008	200806	Mujeres	Enseñanza superior universitaria	42	2185	Aragón
Mayo 2008	200805	Hombres	Educación Primaria o inferior	10	6604	Aragón
Mayo 2008	200805	Mujeres	Educación Primaria o inferior	10	3597	Aragón
Mayo 2008	200805	Hombres	Primera etapa de educación secundaria	20	11816	Aragón
Mayo 2008	200805	Mujeres	Primera etapa de educación secundaria	20	8689	Aragón
Mayo 2008	200805	Hombres	Bachillerato	31	3401	Aragón
Mayo 2008	200805	Mujeres	Bachillerato	31	4195	Aragón
Mayo 2008	200805	Hombres	Enseñanza media de formación profesional	32	1470	Aragón
Mayo 2008	200805	Mujeres	Enseñanza media de formación profesional	32	1364	Aragón
Mayo 2008	200805	Hombres	Enseñanza superior de formación profesional	41	694	Aragón
Mayo 2008	200805	Mujeres	Enseñanza superior de formación profesional	41	743	Aragón
Mayo 2008	200805	Hombres	Enseñanza superior universitaria	42	1299	Aragón
Mayo 2008	200805	Mujeres	Enseñanza superior universitaria	42	2339	Aragón
Abril 2008	200804	Hombres	Educación Primaria o inferior	10	5101	Aragón
Abril 2008	200804	Mujeres	Educación Primaria o inferior	10	2402	Aragón
Abril 2008	200804	Hombres	Primera etapa de educación secundaria	20	10869	Aragón
Abril 2008	200804	Mujeres	Primera etapa de educación secundaria	20	7848	Aragón
Abril 2008	200804	Hombres	Bachillerato	31	3263	Aragón
Abril 2008	200804	Mujeres	Bachillerato	31	3637	Aragón
Abril 2008	200804	Hombres	Enseñanza media de formación profesional	32	1284	Aragón
Abril 2008	200804	Mujeres	Enseñanza media de formación profesional	32	1253	Aragón
Abril 2008	200804	Hombres	Enseñanza superior de formación profesional	41	706	Aragón
Abril 2008	200804	Mujeres	Enseñanza superior de formación profesional	41	670	Aragón
Abril 2008	200804	Hombres	Enseñanza superior universitaria	42	1341	Aragón
Abril 2008	200804	Mujeres	Enseñanza superior universitaria	42	2030	Aragón
Marzo 2008	200803	Hombres	Educación Primaria o inferior	10	3889	Aragón
Marzo 2008	200803	Mujeres	Educación Primaria o inferior	10	1936	Aragón
Marzo 2008	200803	Hombres	Primera etapa de educación secundaria	20	9137	Aragón
Marzo 2008	200803	Mujeres	Primera etapa de educación secundaria	20	6835	Aragón
Marzo 2008	200803	Hombres	Bachillerato	31	2972	Aragón
Marzo 2008	200803	Mujeres	Bachillerato	31	3402	Aragón
Marzo 2008	200803	Hombres	Enseñanza media de formación profesional	32	1098	Aragón
Marzo 2008	200803	Mujeres	Enseñanza media de formación profesional	32	1050	Aragón
Marzo 2008	200803	Hombres	Enseñanza superior de formación profesional	41	608	Aragón
Marzo 2008	200803	Mujeres	Enseñanza superior de formación profesional	41	601	Aragón
Marzo 2008	200803	Hombres	Enseñanza superior universitaria	42	1243	Aragón
Marzo 2008	200803	Mujeres	Enseñanza superior universitaria	42	1714	Aragón
Febrero 2008	200802	Hombres	Educación Primaria o inferior	10	5007	Aragón
Febrero 2008	200802	Mujeres	Educación Primaria o inferior	10	2400	Aragón
Febrero 2008	200802	Hombres	Primera etapa de educación secundaria	20	10347	Aragón
Febrero 2008	200802	Mujeres	Primera etapa de educación secundaria	20	7120	Aragón
Febrero 2008	200802	Hombres	Bachillerato	31	3418	Aragón
Febrero 2008	200802	Mujeres	Bachillerato	31	3281	Aragón
Febrero 2008	200802	Hombres	Enseñanza media de formación profesional	32	1206	Aragón
Febrero 2008	200802	Mujeres	Enseñanza media de formación profesional	32	1093	Aragón
Febrero 2008	200802	Hombres	Enseñanza superior de formación profesional	41	696	Aragón
Febrero 2008	200802	Mujeres	Enseñanza superior de formación profesional	41	695	Aragón
Febrero 2008	200802	Hombres	Enseñanza superior universitaria	42	1424	Aragón
Febrero 2008	200802	Mujeres	Enseñanza superior universitaria	42	1936	Aragón
Enero 2008	200801	Hombres	Educación Primaria o inferior	10	4470	Aragón
Enero 2008	200801	Mujeres	Educación Primaria o inferior	10	2317	Aragón
Enero 2008	200801	Hombres	Primera etapa de educación secundaria	20	10861	Aragón
Enero 2008	200801	Mujeres	Primera etapa de educación secundaria	20	8274	Aragón
Enero 2008	200801	Hombres	Bachillerato	31	3545	Aragón
Enero 2008	200801	Mujeres	Bachillerato	31	3635	Aragón
Enero 2008	200801	Hombres	Enseñanza media de formación profesional	32	1321	Aragón
Enero 2008	200801	Mujeres	Enseñanza media de formación profesional	32	1308	Aragón
Enero 2008	200801	Hombres	Enseñanza superior de formación profesional	41	759	Aragón
Enero 2008	200801	Mujeres	Enseñanza superior de formación profesional	41	802	Aragón
Enero 2008	200801	Hombres	Enseñanza superior universitaria	42	1418	Aragón
Enero 2008	200801	Mujeres	Enseñanza superior universitaria	42	2183	Aragón
Diciembre 2007	200712	Hombres	Educación Primaria o inferior	10	2895	Aragón
Diciembre 2007	200712	Mujeres	Educación Primaria o inferior	10	1754	Aragón
Diciembre 2007	200712	Hombres	Primera etapa de educación secundaria	20	7489	Aragón
Diciembre 2007	200712	Mujeres	Primera etapa de educación secundaria	20	6689	Aragón
Diciembre 2007	200712	Hombres	Bachillerato	31	2665	Aragón
Diciembre 2007	200712	Mujeres	Bachillerato	31	3408	Aragón
Diciembre 2007	200712	Hombres	Enseñanza media de formación profesional	32	988	Aragón
Diciembre 2007	200712	Mujeres	Enseñanza media de formación profesional	32	1028	Aragón
Diciembre 2007	200712	Hombres	Enseñanza superior de formación profesional	41	581	Aragón
Diciembre 2007	200712	Mujeres	Enseñanza superior de formación profesional	41	601	Aragón
Diciembre 2007	200712	Hombres	Enseñanza superior universitaria	42	946	Aragón
Diciembre 2007	200712	Mujeres	Enseñanza superior universitaria	42	1509	Aragón
Noviembre 2007	200711	Hombres	Educación Primaria o inferior	10	4398	Aragón
Noviembre 2007	200711	Mujeres	Educación Primaria o inferior	10	2410	Aragón
Noviembre 2007	200711	Hombres	Primera etapa de educación secundaria	20	10124	Aragón
Noviembre 2007	200711	Mujeres	Primera etapa de educación secundaria	20	8155	Aragón
Noviembre 2007	200711	Hombres	Bachillerato	31	3564	Aragón
Noviembre 2007	200711	Mujeres	Bachillerato	31	4252	Aragón
Noviembre 2007	200711	Hombres	Enseñanza media de formación profesional	32	1141	Aragón
Noviembre 2007	200711	Mujeres	Enseñanza media de formación profesional	32	1314	Aragón
Noviembre 2007	200711	Hombres	Enseñanza superior de formación profesional	41	719	Aragón
Noviembre 2007	200711	Mujeres	Enseñanza superior de formación profesional	41	771	Aragón
Noviembre 2007	200711	Hombres	Enseñanza superior universitaria	42	1256	Aragón
Noviembre 2007	200711	Mujeres	Enseñanza superior universitaria	42	2001	Aragón
Octubre 2007	200710	Hombres	Educación Primaria o inferior	10	5069	Aragón
Octubre 2007	200710	Mujeres	Educación Primaria o inferior	10	2907	Aragón
Octubre 2007	200710	Hombres	Primera etapa de educación secundaria	20	12812	Aragón
Octubre 2007	200710	Mujeres	Primera etapa de educación secundaria	20	10740	Aragón
Octubre 2007	200710	Hombres	Bachillerato	31	4910	Aragón
Octubre 2007	200710	Mujeres	Bachillerato	31	5163	Aragón
Octubre 2007	200710	Hombres	Enseñanza media de formación profesional	32	1539	Aragón
Octubre 2007	200710	Mujeres	Enseñanza media de formación profesional	32	1680	Aragón
Octubre 2007	200710	Hombres	Enseñanza superior de formación profesional	41	867	Aragón
Octubre 2007	200710	Mujeres	Enseñanza superior de formación profesional	41	986	Aragón
Octubre 2007	200710	Hombres	Enseñanza superior universitaria	42	2132	Aragón
Octubre 2007	200710	Mujeres	Enseñanza superior universitaria	42	3284	Aragón
Septiembre 2007	200709	Hombres	Educación Primaria o inferior	10	5050	Aragón
Septiembre 2007	200709	Mujeres	Educación Primaria o inferior	10	2688	Aragón
Septiembre 2007	200709	Hombres	Primera etapa de educación secundaria	20	11410	Aragón
Septiembre 2007	200709	Mujeres	Primera etapa de educación secundaria	20	8949	Aragón
Septiembre 2007	200709	Hombres	Bachillerato	31	4061	Aragón
Septiembre 2007	200709	Mujeres	Bachillerato	31	3897	Aragón
Septiembre 2007	200709	Hombres	Enseñanza media de formación profesional	32	1262	Aragón
Septiembre 2007	200709	Mujeres	Enseñanza media de formación profesional	32	1305	Aragón
Septiembre 2007	200709	Hombres	Enseñanza superior de formación profesional	41	838	Aragón
Septiembre 2007	200709	Mujeres	Enseñanza superior de formación profesional	41	987	Aragón
Septiembre 2007	200709	Hombres	Enseñanza superior universitaria	42	1569	Aragón
Septiembre 2007	200709	Mujeres	Enseñanza superior universitaria	42	2825	Aragón
Agosto 2007	200708	Hombres	Educación Primaria o inferior	10	4769	Aragón
Agosto 2007	200708	Mujeres	Educación Primaria o inferior	10	2547	Aragón
Agosto 2007	200708	Hombres	Primera etapa de educación secundaria	20	9826	Aragón
Agosto 2007	200708	Mujeres	Primera etapa de educación secundaria	20	7353	Aragón
Agosto 2007	200708	Hombres	Bachillerato	31	3182	Aragón
Agosto 2007	200708	Mujeres	Bachillerato	31	2895	Aragón
Agosto 2007	200708	Hombres	Enseñanza media de formación profesional	32	1074	Aragón
Agosto 2007	200708	Mujeres	Enseñanza media de formación profesional	32	942	Aragón
Agosto 2007	200708	Hombres	Enseñanza superior de formación profesional	41	589	Aragón
Agosto 2007	200708	Mujeres	Enseñanza superior de formación profesional	41	526	Aragón
Agosto 2007	200708	Hombres	Enseñanza superior universitaria	42	772	Aragón
Agosto 2007	200708	Mujeres	Enseñanza superior universitaria	42	1204	Aragón
Julio 2007	200707	Hombres	Educación Primaria o inferior	10	5031	Aragón
Julio 2007	200707	Mujeres	Educación Primaria o inferior	10	3149	Aragón
Julio 2007	200707	Hombres	Primera etapa de educación secundaria	20	12994	Aragón
Julio 2007	200707	Mujeres	Primera etapa de educación secundaria	20	10076	Aragón
Julio 2007	200707	Hombres	Bachillerato	31	4774	Aragón
Julio 2007	200707	Mujeres	Bachillerato	31	4884	Aragón
Julio 2007	200707	Hombres	Enseñanza media de formación profesional	32	1593	Aragón
Julio 2007	200707	Mujeres	Enseñanza media de formación profesional	32	1562	Aragón
Julio 2007	200707	Hombres	Enseñanza superior de formación profesional	41	888	Aragón
Julio 2007	200707	Mujeres	Enseñanza superior de formación profesional	41	926	Aragón
Julio 2007	200707	Hombres	Enseñanza superior universitaria	42	1402	Aragón
Julio 2007	200707	Mujeres	Enseñanza superior universitaria	42	2192	Aragón
Junio 2007	200706	Hombres	Educación Primaria o inferior	10	5614	Aragón
Junio 2007	200706	Mujeres	Educación Primaria o inferior	10	3260	Aragón
Junio 2007	200706	Hombres	Primera etapa de educación secundaria	20	12574	Aragón
Junio 2007	200706	Mujeres	Primera etapa de educación secundaria	20	8859	Aragón
Junio 2007	200706	Hombres	Bachillerato	31	3829	Aragón
Junio 2007	200706	Mujeres	Bachillerato	31	4095	Aragón
Junio 2007	200706	Hombres	Enseñanza media de formación profesional	32	1470	Aragón
Junio 2007	200706	Mujeres	Enseñanza media de formación profesional	32	1389	Aragón
Junio 2007	200706	Hombres	Enseñanza superior de formación profesional	41	966	Aragón
Junio 2007	200706	Mujeres	Enseñanza superior de formación profesional	41	938	Aragón
Junio 2007	200706	Hombres	Enseñanza superior universitaria	42	1221	Aragón
Junio 2007	200706	Mujeres	Enseñanza superior universitaria	42	1913	Aragón
Mayo 2007	200705	Hombres	Educación Primaria o inferior	10	7035	Aragón
Mayo 2007	200705	Mujeres	Educación Primaria o inferior	10	3489	Aragón
Mayo 2007	200705	Hombres	Primera etapa de educación secundaria	20	12759	Aragón
Mayo 2007	200705	Mujeres	Primera etapa de educación secundaria	20	9326	Aragón
Mayo 2007	200705	Hombres	Bachillerato	31	3531	Aragón
Mayo 2007	200705	Mujeres	Bachillerato	31	3728	Aragón
Mayo 2007	200705	Hombres	Enseñanza media de formación profesional	32	1272	Aragón
Mayo 2007	200705	Mujeres	Enseñanza media de formación profesional	32	1400	Aragón
Mayo 2007	200705	Hombres	Enseñanza superior de formación profesional	41	852	Aragón
Mayo 2007	200705	Mujeres	Enseñanza superior de formación profesional	41	881	Aragón
Mayo 2007	200705	Hombres	Enseñanza superior universitaria	42	1302	Aragón
Mayo 2007	200705	Mujeres	Enseñanza superior universitaria	42	2191	Aragón
Abril 2007	200704	Hombres	Educación Primaria o inferior	10	4418	Aragón
Abril 2007	200704	Mujeres	Educación Primaria o inferior	10	1902	Aragón
Abril 2007	200704	Hombres	Primera etapa de educación secundaria	20	9092	Aragón
Abril 2007	200704	Mujeres	Primera etapa de educación secundaria	20	6816	Aragón
Abril 2007	200704	Hombres	Bachillerato	31	3048	Aragón
Abril 2007	200704	Mujeres	Bachillerato	31	3125	Aragón
Abril 2007	200704	Hombres	Enseñanza media de formación profesional	32	1088	Aragón
Abril 2007	200704	Mujeres	Enseñanza media de formación profesional	32	1413	Aragón
Abril 2007	200704	Hombres	Enseñanza superior de formación profesional	41	714	Aragón
Abril 2007	200704	Mujeres	Enseñanza superior de formación profesional	41	738	Aragón
Abril 2007	200704	Hombres	Enseñanza superior universitaria	42	1072	Aragón
Abril 2007	200704	Mujeres	Enseñanza superior universitaria	42	1693	Aragón
Marzo 2007	200703	Hombres	Educación Primaria o inferior	10	4601	Aragón
Marzo 2007	200703	Mujeres	Educación Primaria o inferior	10	1993	Aragón
Marzo 2007	200703	Hombres	Primera etapa de educación secundaria	20	10000	Aragón
Marzo 2007	200703	Mujeres	Primera etapa de educación secundaria	20	7291	Aragón
Marzo 2007	200703	Hombres	Bachillerato	31	3640	Aragón
Marzo 2007	200703	Mujeres	Bachillerato	31	3587	Aragón
Marzo 2007	200703	Hombres	Enseñanza media de formación profesional	32	1175	Aragón
Marzo 2007	200703	Mujeres	Enseñanza media de formación profesional	32	1157	Aragón
Marzo 2007	200703	Hombres	Enseñanza superior de formación profesional	41	780	Aragón
Marzo 2007	200703	Mujeres	Enseñanza superior de formación profesional	41	854	Aragón
Marzo 2007	200703	Hombres	Enseñanza superior universitaria	42	1337	Aragón
Marzo 2007	200703	Mujeres	Enseñanza superior universitaria	42	2043	Aragón
Febrero 2007	200702	Hombres	Educación Primaria o inferior	10	4177	Aragón
Febrero 2007	200702	Mujeres	Educación Primaria o inferior	10	1963	Aragón
Febrero 2007	200702	Hombres	Primera etapa de educación secundaria	20	9728	Aragón
Febrero 2007	200702	Mujeres	Primera etapa de educación secundaria	20	6835	Aragón
Febrero 2007	200702	Hombres	Bachillerato	31	3405	Aragón
Febrero 2007	200702	Mujeres	Bachillerato	31	3266	Aragón
Febrero 2007	200702	Hombres	Enseñanza media de formación profesional	32	1125	Aragón
Febrero 2007	200702	Mujeres	Enseñanza media de formación profesional	32	1103	Aragón
Febrero 2007	200702	Hombres	Enseñanza superior de formación profesional	41	788	Aragón
Febrero 2007	200702	Mujeres	Enseñanza superior de formación profesional	41	796	Aragón
Febrero 2007	200702	Hombres	Enseñanza superior universitaria	42	1214	Aragón
Febrero 2007	200702	Mujeres	Enseñanza superior universitaria	42	1917	Aragón
Enero 2007	200701	Hombres	Educación Primaria o inferior	10	4605	Aragón
Enero 2007	200701	Mujeres	Educación Primaria o inferior	10	2365	Aragón
Enero 2007	200701	Hombres	Primera etapa de educación secundaria	20	11033	Aragón
Enero 2007	200701	Mujeres	Primera etapa de educación secundaria	20	8313	Aragón
Enero 2007	200701	Hombres	Bachillerato	31	3559	Aragón
Enero 2007	200701	Mujeres	Bachillerato	31	3716	Aragón
Enero 2007	200701	Hombres	Enseñanza media de formación profesional	32	1241	Aragón
Enero 2007	200701	Mujeres	Enseñanza media de formación profesional	32	1336	Aragón
Enero 2007	200701	Hombres	Enseñanza superior de formación profesional	41	987	Aragón
Enero 2007	200701	Mujeres	Enseñanza superior de formación profesional	41	996	Aragón
Enero 2007	200701	Hombres	Enseñanza superior universitaria	42	1568	Aragón
Enero 2007	200701	Mujeres	Enseñanza superior universitaria	42	2458	Aragón
Diciembre 2006	200612	Hombres	Educación Primaria o inferior	10	3253	Aragón
Diciembre 2006	200612	Mujeres	Educación Primaria o inferior	10	2094	Aragón
Diciembre 2006	200612	Hombres	Primera etapa de educación secundaria	20	9023	Aragón
Diciembre 2006	200612	Mujeres	Primera etapa de educación secundaria	20	7585	Aragón
Diciembre 2006	200612	Hombres	Bachillerato	31	3106	Aragón
Diciembre 2006	200612	Mujeres	Bachillerato	31	3529	Aragón
Diciembre 2006	200612	Hombres	Enseñanza media de formación profesional	32	1085	Aragón
Diciembre 2006	200612	Mujeres	Enseñanza media de formación profesional	32	1170	Aragón
Diciembre 2006	200612	Hombres	Enseñanza superior de formación profesional	41	799	Aragón
Diciembre 2006	200612	Mujeres	Enseñanza superior de formación profesional	41	835	Aragón
Diciembre 2006	200612	Hombres	Enseñanza superior universitaria	42	1161	Aragón
Diciembre 2006	200612	Mujeres	Enseñanza superior universitaria	42	1896	Aragón
Noviembre 2006	200611	Hombres	Educación Primaria o inferior	10	4400	Aragón
Noviembre 2006	200611	Mujeres	Educación Primaria o inferior	10	2417	Aragón
Noviembre 2006	200611	Hombres	Primera etapa de educación secundaria	20	11083	Aragón
Noviembre 2006	200611	Mujeres	Primera etapa de educación secundaria	20	8840	Aragón
Noviembre 2006	200611	Hombres	Bachillerato	31	3778	Aragón
Noviembre 2006	200611	Mujeres	Bachillerato	31	4135	Aragón
Noviembre 2006	200611	Hombres	Enseñanza media de formación profesional	32	1292	Aragón
Noviembre 2006	200611	Mujeres	Enseñanza media de formación profesional	32	1415	Aragón
Noviembre 2006	200611	Hombres	Enseñanza superior de formación profesional	41	1017	Aragón
Noviembre 2006	200611	Mujeres	Enseñanza superior de formación profesional	41	1096	Aragón
Noviembre 2006	200611	Hombres	Enseñanza superior universitaria	42	1448	Aragón
Noviembre 2006	200611	Mujeres	Enseñanza superior universitaria	42	2498	Aragón
Octubre 2006	200610	Hombres	Educación Primaria o inferior	10	4119	Aragón
Octubre 2006	200610	Mujeres	Educación Primaria o inferior	10	2386	Aragón
Octubre 2006	200610	Hombres	Primera etapa de educación secundaria	20	12226	Aragón
