Año	Código del municipio	Nombre del municipio	Superficie total de las explotaciones	Hectáreas en tierras labradas	Hectáreas en tierras para pastos permanentes	Hectáreas en especies arbóreas forestales	Hectáreas en otras tierras	Hectáreas en propiedad	Hectáreas en arrendamiento	Hectáreas en aparcería	Hectáreas en otros regímenes de tenencia de las tierras
1999	44251	Villafranca del Campo	5971,78	3885	1158	258	671	4137	1738	95	1
1999	44252	Villahermosa del Campo	1887,54	1606	0	210	72	1229	496	0	163
1999	44256	Villanueva del Rebollar de la Sierra	1819,19	1036	333	200	251	1108	511	0	200
1999	44257	Villar del Cobo	5369,99	390	3938	1038	4	4817	210	3	340
1999	44258	Villar del Salz	3501,91	797	1679	236	790	2959	488	55	0
1999	44260	Villarluengo	14208,73	467	8246	3775	1720	7521	4852	1061	775
1999	44261	Villarquemado	4876,03	3265	100	955	555	2938	1675	248	15
1999	44262	Villarroya de los Pinares	4554,64	807	1890	1505	354	3058	1150	0	347
1999	44263	Villastar	3483,63	662	1787	902	132	2163	425	0	895
1999	44264	Villel	6562,76	581	3483	1545	953	4742	359	0	1462
1999	44265	Vinaceite	4494,76	4110	174	0	211	1722	1803	970	0
1999	44266	Visiedo	5737,49	3626	788	1302	20	3609	1053	1031	44
1999	44267	Vivel del Río Martín	3766,77	1279	38	9	2442	2839	739	189	0
1999	44268	Zoma (La)	1183,13	67	0	0	1116	1153	0	31	0
1999	50001	Abanto	6398,27	1898	246	1947	2308	3825	1601	13	959
1999	50002	Acered	2802,67	1163	187	976	477	2166	309	1	327
1999	50003	Agón	1393,35	1091	71	0	231	855	442	96	0
1999	50004	Aguarón	4162,21	1937	46	791	1388	3271	821	1	70
1999	50005	Aguilón	6106,39	3909	957	565	675	2925	1815	1066	300
1999	50006	Ainzón	3576,93	2671	48	77	781	2792	342	216	228
1999	50007	Aladrén	1142,1	167	28	265	682	825	2	94	221
1999	50008	Alagón	1983,21	1753	47	136	47	1255	518	164	47
1999	50009	Alarba	1111,75	752	7	301	51	923	64	114	11
1999	50010	Alberite de San Juan	832,34	458	34	0	340	679	148	5	0
1999	50011	Albeta	87,27	46	9	0	33	62	7	18	0
1999	50012	Alborge	138,21	27	0	0	111	120	18	0	0
1999	50013	Alcalá de Ebro	324,65	304	0	15	6	135	176	4	10
1999	50014	Alcalá de Moncayo	1466,36	727	147	82	511	876	215	2	374
1999	50015	Alconchel de Ariza	3788,93	2950	0	713	125	1429	2360	0	0
1999	50016	Aldehuela de Liestos	2464,01	685	1504	137	138	565	1769	129	1
1999	50017	Alfajarín	10362,98	6951	383	762	2268	7564	1866	828	105
1999	50018	Alfamén	8977,39	8291	242	3	441	5823	1914	1239	2
1999	50019	Alforque	1088,94	660	0	0	429	640	107	343	0
1999	50020	Alhama de Aragón	2151,55	583	143	291	1135	1582	277	0	292
1999	50021	Almochuel	2053,8	1904	0	0	150	864	353	838	0
1999	50022	Almolda (La)	11971,84	9776	166	435	1595	7167	2617	1666	522
1999	50023	Almonacid de la Cuba	4974,01	4018	257	8	691	2697	1661	571	45
1999	50024	Almonacid de la Sierra	4350,65	3268	59	377	647	3607	162	179	404
1999	50025	Almunia de Doña Godina (La)	4307,24	3307	3	677	321	3715	307	20	265
1999	50026	Alpartir	3366,18	1023	201	1801	341	2926	8	0	432
1999	50027	Ambel	5328,14	1951	1478	975	924	3313	1781	0	234
1999	50028	Anento	1285,47	1000	6	61	218	774	321	145	45
1999	50029	Aniñón	4598,02	2495	195	1091	817	3623	9	17	949
1999	50030	Añón de Moncayo	5492,67	221	4	1217	4051	4070	50	0	1373
1999	50031	Aranda de Moncayo	8008,76	1342	1135	4531	1001	6697	859	135	318
1999	50032	Arándiga	3409,8	548	1251	4	1608	2080	1285	0	45
1999	50033	Ardisa	2244,5	633	19	279	1314	1825	37	157	226
1999	50034	Ariza	9338,52	3001	1635	2913	1790	3810	3635	0	1894
1999	50035	Artieda	1426,85	555	5	512	354	779	441	0	207
1999	50036	Asín	1311,82	282	875	0	155	1270	1	39	1
1999	50037	Atea	2763,68	1407	4	518	834	2210	47	1	505
1999	50038	Ateca	6473,55	1625	2610	1010	1229	5952	183	0	339
1999	50039	Azuara	12564,22	10268	1305	665	327	6856	2796	2361	551
1999	50040	Badules	1969,3	1408	421	0	141	1344	581	44	0
1999	50041	Bagüés	3279,7	55	694	1603	927	2375	25	0	880
1999	50042	Balconchán	1142,07	548	101	120	374	896	94	12	140
1999	50043	Bárboles	1615,04	1362	0	16	236	1287	259	67	2
1999	50044	Bardallur	2279,26	1491	109	4	675	1510	431	333	5
1999	50045	Belchite	24772,56	19838	35	725	4175	16207	3030	5225	310
1999	50046	Belmonte de Gracián	2455,67	1020	824	303	309	2171	156	128	1
1999	50047	Berdejo	1418,04	123	800	152	343	1163	105	0	150
1999	50048	Berrueco	673,47	533	6	130	5	321	66	161	126
1999	50050	Bijuesca	3588,97	1126	15	1839	609	2787	424	58	320
1999	50051	Biota	9829,61	7980	491	244	1114	6654	1736	1152	288
1999	50052	Bisimbre	750,86	679	0	0	72	422	318	11	0
1999	50053	Boquiñeni	1099,17	769	8	28	294	912	147	26	14
1999	50054	Bordalba	3544,19	2495	0	280	769	2076	1298	0	170
1999	50055	Borja	11267,74	4818	4447	875	1128	8299	1383	378	1208
1999	50056	Botorrita	1066,47	705	80	3	278	693	283	74	17
1999	50057	Brea de Aragón	840,44	210	568	0	62	840	0	0	0
1999	50058	Bubierca	2951,55	329	397	968	1257	1221	1131	0	599
1999	50059	Bujaraloz	11902,51	10318	0	3	1581	6279	2863	2584	177
1999	50060	Bulbuente	1152,55	978	4	19	152	1008	128	6	11
1999	50061	Bureta	1702,7	865	695	3	140	1594	42	29	37
1999	50062	Burgo de Ebro (El)	1074,13	1016	1	30	26	643	387	44	0
1999	50063	Buste (El)	116,01	80	0	0	36	94	20	0	2
1999	50064	Cabañas de Ebro	1010,96	482	405	107	17	929	68	11	3
1999	50065	Cabolafuente	1908,96	1621	1	0	287	881	1028	0	0
1999	50066	Cadrete	812,7	148	0	1	664	766	33	10	3
1999	50067	Calatayud	12171,55	2778	3126	5077	1190	8184	1293	379	2316
1999	50068	Calatorao	3792,36	3227	82	2	481	2455	527	559	252
1999	50069	Calcena	9469,6	195	2302	1630	5343	6285	2435	0	750
1999	50070	Calmarza	1730,24	792	89	69	780	1052	529	0	150
1999	50071	Campillo de Aragón	4391,54	2908	4	0	1479	2450	1927	0	14
1999	50072	Carenas	1395,98	120	0	530	746	783	2	0	611
1999	50073	Cariñena	7136,31	6588	9	48	492	5820	741	557	19
1999	50074	Caspe	42284,07	20877	8636	75	12696	30303	5339	6626	16
1999	50075	Castejón de Alarba	1042,91	614	10	252	167	720	60	0	263
1999	50076	Castejón de las Armas	167,91	119	10	0	39	143	24	0	1
1999	50077	Castejón de Valdejasa	10181,72	3188	802	4172	2020	8167	1066	745	205
1999	50078	Castiliscar	3743,74	2089	13	360	1282	2048	405	763	528
1999	50079	Cervera de la Cañada	1914,97	1343	29	2	541	1733	33	148	0
1999	50080	Cerveruela	2317,15	8	200	731	1378	2262	0	0	55
1999	50081	Cetina	6890,45	3753	679	899	1560	2878	3680	8	325
1999	50082	Cimballa	3269,58	831	0	775	1663	2961	308	0	0
1999	50083	Cinco Olivas	81,99	59	0	0	23	41	20	21	0
1999	50084	Clarés de Ribota	1003,84	840	1	18	145	423	364	5	212
1999	50085	Codo	723,96	574	1	0	149	440	83	200	0
1999	50086	Codos	4202,5	536	196	2865	605	3657	151	0	394
1999	50087	Contamina	653,18	333	11	101	208	460	193	0	0
1999	50088	Cosuenda	3092,03	1059	3	1742	288	2373	21	5	693
1999	50089	Cuarte de Huerva	2883,71	28	0	0	2856	2867	0	17	0
1999	50090	Cubel	5377,55	3372	1962	14	30	1777	3068	533	0
1999	50091	Cuerlas (Las)	1941,86	1566	225	5	146	820	429	607	85
1999	50092	Chiprana	3261,99	2135	0	0	1127	2907	158	196	1
1999	50093	Chodes	816,56	149	339	4	324	686	84	0	46
1999	50094	Daroca	5383,12	1777	1455	527	1625	3138	1769	21	456
1999	50095	Ejea de los Caballeros	57361,31	41493	7359	3846	4663	36431	17866	2155	909
1999	50096	Embid de Ariza	2738,15	966	1000	281	491	1958	635	0	145
1999	50098	Encinacorba	3084,18	1063	12	726	1284	2531	6	179	368
1999	50099	Épila	19363,35	12759	238	918	5448	13715	2405	1117	2126
1999	50100	Erla	1052,41	980	0	6	66	940	107	6	0
1999	50101	Escatrón	4834,57	3035	3	24	1773	3236	395	1203	0
1999	50102	Fabara	10492,4	3911	5	30	6546	10304	146	42	0
1999	50104	Farlete	10195,89	7148	2014	1000	34	5415	4412	369	0
1999	50105	Fayón	5102,9	1360	3	981	2759	4868	58	177	0
1999	50106	Fayos (Los)	193,68	32	90	9	62	193	0	0	0
1999	50107	Figueruelas	563,5	374	34	2	153	392	108	33	30
1999	50108	Fombuena	691,48	168	292	100	131	300	266	0	125
1999	50109	Frago (El)	2496,98	244	29	1446	777	2367	3	127	0
1999	50110	Frasno (El)	3020,96	1451	58	1110	402	2902	97	3	19
1999	50111	Fréscano	2182,99	1309	577	77	219	1061	963	29	130
1999	50113	Fuendejalón	6889,43	5055	2	140	1692	6138	268	200	284
1999	50114	Fuendetodos	5926,93	2062	190	1813	1862	4781	521	625	0
1999	50115	Fuentes de Ebro	14300,52	9033	3967	70	1230	9277	2850	2173	0
1999	50116	Fuentes de Jiloca	2187,26	341	931	329	587	1797	145	5	240
1999	50117	Gallocanta	2085,43	1645	289	150	1	842	800	294	150
1999	50118	Gallur	3957,77	3579	13	98	267	2032	1380	92	455
1999	50119	Gelsa	7409,4	5102	65	0	2242	4308	2217	864	20
1999	50120	Godojos	1036,07	348	90	91	507	899	56	0	81
1999	50121	Gotor	1011,05	421	9	160	421	729	42	11	229
1999	50122	Grisel	1135,38	421	617	10	87	228	295	0	612
1999	50123	Grisén	256,68	249	0	1	6	85	130	17	24
1999	50124	Herrera de los Navarros	10360,11	7715	224	1961	461	6220	3635	283	222
1999	50125	Ibdes	4463,6	1541	1146	1200	577	3696	278	5	484
1999	50126	Illueca	2002,55	589	985	281	147	1568	23	4	408
1999	50128	Isuerre	1941,5	445	90	95	1312	1694	133	18	97
1999	50129	Jaraba	2431,45	830	14	1405	182	1285	593	0	553
1999	50130	Jarque de Moncayo	3712,74	876	2022	204	610	3500	4	10	200
1999	50131	Jaulín	3599,55	1833	0	24	1743	2845	727	23	5
1999	50132	Joyosa (La)	264,53	230	1	0	34	182	63	17	2
1999	50133	Lagata	1632,96	1547	7	12	67	974	362	285	12
1999	50134	Langa del Castillo	3274,15	3254	0	1	19	1994	1237	33	10
1999	50135	Layana	196,58	155	6	0	36	197	0	0	0
1999	50136	Lécera	11013,47	8060	0	0	2954	6790	1659	2565	0
1999	50137	Leciñena	18206,79	11860	1721	1035	3591	8736	8493	28	951
1999	50138	Lechón	1299,42	1204	41	0	54	582	681	36	0
1999	50139	Letux	3167,39	2524	490	1	152	1917	1010	240	0
1999	50140	Litago	554,33	90	16	333	116	223	19	0	312
1999	50141	Lituénigo	1209,62	308	0	273	629	827	93	0	289
1999	50142	Lobera de Onsella	2252,44	164	400	639	1049	2072	85	0	95
1999	50143	Longares	5016,51	4917	0	0	99	3420	1176	275	144
1999	50144	Longás	4853,9	84	627	1273	2869	4457	51	0	346
1999	50146	Lucena de Jalón	621,09	484	0	4	132	307	214	90	10
1999	50147	Luceni	2163,87	1915	48	72	129	1174	808	118	63
1999	50148	Luesia	13770,85	2857	2352	2031	6531	5436	2271	2793	3271
1999	50149	Luesma	2166,7	763	273	863	267	959	985	16	207
1999	50150	Lumpiaque	2392,18	1581	782	2	27	2002	3	388	0
1999	50151	Luna	23873,05	13333	7771	1397	1372	10678	8786	3227	1183
1999	50152	Maella	13592,44	5905	1091	1737	4859	12910	310	106	267
1999	50153	Magallón	7090,71	4363	1392	53	1282	5301	992	635	162
1999	50154	Mainar	2871,92	1800	0	374	698	1601	961	166	144
1999	50155	Malanquilla	3525,42	2540	502	450	34	1355	1365	805	0
1999	50156	Maleján	0	0	0	0	0	0	0	0	0
1999	50157	Malón	406,96	281	0	1	125	349	27	7	24
1999	50159	Maluenda	3569,39	1017	21	1069	1462	3171	81	38	278
1999	50160	Mallén	3256,64	2931	10	10	306	1756	1429	69	3
1999	50161	Manchones	2445,29	775	0	1311	359	1740	235	24	446
1999	50162	Mara	1562,69	1198	322	0	43	1029	323	185	26
1999	50163	María de Huerva	6230,33	3134	624	75	2397	4165	1418	512	135
1999	50164	Mediana de Aragón	9339,19	3731	665	25	4918	6625	971	1742	0
1999	50165	Mequinenza	19842,37	6053	629	11407	1753	18255	866	708	13
1999	50166	Mesones de Isuela	4974,17	1467	2438	631	439	3884	779	1	310
1999	50167	Mezalocha	6658,78	4920	438	20	1281	3667	102	2889	0
1999	50168	Mianos	1393,84	617	1	495	281	778	351	71	194
1999	50169	Miedes de Aragón	5379,93	2830	0	1114	1436	3402	1609	132	238
1999	50170	Monegrillo	15331,85	9738	3485	0	2109	11742	3505	85	0
1999	50171	Moneva	6141,12	3279	581	0	2281	4206	1705	229	0
1999	50172	Monreal de Ariza	4576,66	3476	482	12	606	1742	2835	0	0
1999	50173	Monterde	4867,8	1237	1364	1110	1156	2958	1598	0	311
1999	50174	Montón	1971,78	456	143	603	770	237	1326	30	379
1999	50175	Morata de Jalón	2687,09	1166	18	32	1471	2557	8	5	118
1999	50176	Morata de Jiloca	1632,05	492	440	549	151	1046	215	8	364
1999	50177	Morés	1052,13	380	508	4	160	1049	1	1	2
1999	50178	Moros	4505,31	1535	8	541	2422	3343	528	59	576
1999	50179	Moyuela	4927,91	4446	0	0	481	1961	593	2371	3
1999	50180	Mozota	734,54	491	1	0	243	486	9	240	0
1999	50181	Muel	8122,86	5845	2069	1	208	2903	3159	2061	0
1999	50182	Muela (La)	17505,19	7401	2777	945	6382	11629	5110	436	330
1999	50183	Munébrega	3561,32	1505	181	887	988	2874	352	24	312
1999	50184	Murero	1346,3	343	2	680	321	947	67	0	332
1999	50185	Murillo de Gállego	4620,69	679	817	2865	259	3308	931	81	300
1999	50186	Navardún	2092,15	972	59	100	961	1768	69	145	110
1999	50187	Nigüella	3270,38	879	1841	490	61	2798	275	0	197
1999	50188	Nombrevilla	1202,91	772	184	40	207	538	665	0	0
1999	50189	Nonaspe	9129,89	1702	0	1211	6217	9040	79	10	0
1999	50190	Novallas	779,15	747	1	13	18	663	69	43	4
1999	50191	Novillas	1761,35	1669	23	15	54	971	752	34	5
1999	50192	Nuévalos	5099,24	260	1389	2093	1358	3844	1077	0	178
1999	50193	Nuez de Ebro	364,56	314	24	0	27	256	96	1	11
1999	50194	Olvés	1224,07	855	1	220	148	803	138	13	270
1999	50195	Orcajo	1804,59	692	2	901	210	1285	197	25	298
1999	50196	Orera	1493,25	353	1	282	857	1482	12	0	0
1999	50197	Orés	4219,54	1367	1783	358	711	2817	187	501	715
1999	50198	Oseja	1387,12	255	14	3	1115	1213	0	174	0
1999	50199	Osera de Ebro	1120,77	880	0	180	60	900	211	10	0
1999	50200	Paniza	4192,35	2451	41	864	836	3520	137	207	329
1999	50201	Paracuellos de Jiloca	2194,92	1102	6	207	880	1773	182	0	240
1999	50202	Paracuellos de la Ribera	1212,33	482	12	277	441	1008	11	0	194
1999	50203	Pastriz	1242,97	746	11	256	231	579	369	26	269
1999	50204	Pedrola	11052,06	8486	2004	76	487	6744	1196	3030	82
1999	50205	Pedrosas (Las)	1450,69	1320	50	9	72	905	546	0	0
1999	50206	Perdiguera	10940,82	6903	7	3475	556	7760	3065	99	17
1999	50207	Piedratajada	2326,57	1785	0	1	541	1017	1310	0	0
1999	50208	Pina de Ebro	26895,91	16219	7127	1152	2398	19777	5310	1718	91
1999	50209	Pinseque	1541,13	989	424	5	123	638	792	106	5
1999	50210	Pintanos (Los)	7532,46	1106	298	2507	3621	4011	665	86	2771
1999	50211	Plasencia de Jalón	3538,31	1723	1574	4	237	1733	1042	106	657
1999	50212	Pleitas	157,62	141	0	6	11	114	14	29	0
1999	50213	Plenas	2860,05	2355	233	10	262	1455	439	966	0
1999	50214	Pomer	1483,9	0	850	280	354	1205	0	0	279
1999	50215	Pozuel de Ariza	926,06	232	0	200	494	810	116	0	0
1999	50216	Pozuelo de Aragón	3872,47	3128	37	83	625	3037	590	246	0
1999	50217	Pradilla de Ebro	2927,78	1460	900	160	408	854	1650	65	359
1999	50218	Puebla de Albortón	7999,24	3621	3423	909	47	4803	1462	914	820
1999	50219	Puebla de Alfindén (La)	1684,31	1529	118	4	34	898	589	197	0
1999	50220	Puendeluna	1018,57	774	0	0	245	611	407	0	0
1999	50221	Purujosa	2734,32	17	1352	1200	166	1676	6	0	1052
1999	50222	Quinto	10717,58	8416	1665	2	634	5247	3188	2283	0
1999	50223	Remolinos	1992,65	751	1225	5	12	1531	456	5	1
1999	50224	Retascón	2148,99	1795	225	91	38	1113	906	41	90
1999	50225	Ricla	7856,2	4837	100	301	2618	3764	3575	128	388
1999	50227	Romanos	2016,61	1726	59	0	232	1519	477	20	0
1999	50228	Rueda de Jalón	8133,97	6796	905	20	412	5999	784	1347	3
1999	50229	Ruesca	850,82	280	301	215	55	469	372	10	0
1999	50230	Sádaba	10860,89	9182	902	6	771	6869	3143	789	59
1999	50231	Salillas de Jalón	128,68	120	4	0	4	104	20	2	3
1999	50232	Salvatierra de Esca	7886,31	546	2114	2358	2868	5115	1464	8	1299
1999	50233	Samper del Salz	691,43	455	200	0	37	424	203	65	0
1999	50234	San Martín de la Virgen de Moncayo	457,22	162	0	284	12	122	54	0	281
1999	50235	San Mateo de Gállego	6243,49	5707	246	0	290	1726	3079	1438	0
1999	50236	Santa Cruz de Grío	1757,89	349	490	803	115	1511	9	6	232
1999	50237	Santa Cruz de Moncayo	336,4	46	276	0	14	58	2	0	276
1999	50238	Santa Eulalia de Gállego	2159,65	333	156	75	1596	2066	34	0	60
1999	50239	Santed	2241,47	1522	600	25	94	1268	552	422	0
1999	50240	Sástago	26984,42	16741	368	56	9820	16300	5126	5558	0
1999	50241	Saviñán	899,9	599	164	18	120	807	70	22	1
1999	50242	Sediles	971,54	307	212	33	420	859	65	18	29
1999	50243	Sestrica	2749,18	805	1155	729	61	2388	26	0	335
1999	50244	Sierra de Luna	3585,95	3070	13	295	208	1897	1150	218	321
1999	50245	Sigüés	12070,65	1291	1200	3209	6370	6305	3592	0	2174
1999	50246	Sisamón	2534,56	2202	0	68	264	1368	1166	0	0
1999	50247	Sobradiel	886,68	746	20	76	45	344	379	17	147
1999	50248	Sos del Rey Católico	21776,86	8383	4370	3601	5423	17395	2661	807	913
1999	50249	Tabuenca	8784,19	2341	69	10	6364	8377	371	28	8
1999	50250	Talamantes	2789,26	52	460	2150	128	2506	6	0	278
1999	50251	Tarazona	21092,98	9066	290	2900	8837	12946	5979	239	1930
1999	50252	Tauste	39376,35	27984	9550	1065	777	24650	2673	1756	10297
1999	50253	Terrer	2914,96	991	556	505	862	1785	523	54	553
1999	50254	Tierga	6554,84	2675	1647	360	1873	4711	1321	0	523
1999	50255	Tobed	2929,61	226	501	1533	669	2074	1	0	854
1999	50256	Torralba de los Frailes	3544,19	2872	259	329	84	1102	1147	1036	258
1999	50257	Torralba de Ribota	2613,28	575	11	795	1232	2006	16	5	587
1999	50258	Torralbilla	1393,19	1289	6	6	92	230	1045	21	97
1999	50259	Torrehermosa	1864,6	1766	40	0	59	629	1236	0	0
1999	50260	Torrelapaja	1480,99	432	0	725	324	1211	123	147	0
1999	50261	Torrellas	140,71	28	4	5	104	138	1	1	0
1999	50262	Torres de Berrellén	4054,62	2209	1690	78	77	3160	825	69	0
1999	50263	Torrijo de la Cañada	2512,8	902	59	766	787	2251	49	8	205
1999	50264	Tosos	6246,51	3102	930	1630	584	4738	728	116	665
1999	50265	Trasmoz	1121,89	391	555	2	173	904	218	0	0
1999	50266	Trasobares	6261,75	898	3357	803	1204	5347	381	53	481
1999	50267	Uncastillo	22360,25	5918	845	5610	9987	13105	2395	2990	3870
1999	50268	Undués de Lerda	3944,15	1267	91	1563	1023	1599	849	144	1352
1999	50269	Urrea de Jalón	2738,74	1836	1	3	899	1507	1015	197	20
1999	50270	Urriés	3429,63	492	4	1325	1609	1511	93	4	1822
1999	50271	Used	7825,12	6733	831	174	86	3258	2804	1501	262
1999	50272	Utebo	1118,01	862	217	28	11	425	451	241	0
1999	50273	Valdehorna	726,36	254	203	2	268	464	262	0	0
1999	50274	Val de San Martín	3417,57	775	958	279	1405	1848	1370	10	190
1999	50275	Valmadrid	3727,68	955	0	800	1972	3362	338	28	0
1999	50276	Valpalmas	3090,76	2447	157	141	346	1894	999	196	2
1999	50277	Valtorres	304,42	53	47	159	45	172	0	0	132
1999	50278	Velilla de Ebro	4871,84	3369	0	0	1503	2440	1860	573	0
1999	50279	Velilla de Jiloca	1011,67	375	20	150	467	205	221	14	572
1999	50280	Vera de Moncayo	2163,92	1562	38	12	552	1543	574	6	42
1999	50281	Vierlas	73,4	71	1	0	2	65	9	0	0
1999	50282	Vilueña (La)	1001,28	329	450	77	146	762	98	0	141
1999	50283	Villadoz	1643,08	1641	0	0	2	683	960	0	0
1999	50284	Villafeliche	1168,01	344	71	425	329	698	226	51	193
1999	50285	Villafranca de Ebro	6361,13	2254	57	1	4050	5869	328	165	0
1999	50286	Villalba de Perejil	686,66	187	403	0	97	229	436	10	11
1999	50287	Villalengua	3879,89	1162	17	531	2171	2400	183	234	1063
1999	50288	Villanueva de Gállego	7573,56	4531	112	0	2930	3584	3979	5	6
1999	50289	Villanueva de Jiloca	309,3	136	19	16	139	302	7	0	0
1999	50290	Villanueva de Huerva	7211,45	3591	2025	424	1171	5313	1015	340	544
1999	50291	Villar de los Navarros	4470,5	4258	6	7	200	2847	1624	0	0
1999	50292	Villarreal de Huerva	1942,49	1321	216	98	307	1116	730	0	96
1999	50293	Villarroya de la Sierra	8063,16	2590	17	3572	1885	4826	1799	26	1412
1999	50294	Villarroya del Campo	1228,61	1214	7	7	1	528	535	166	0
1999	50295	Vistabella	467,07	49	7	18	393	450	17	0	0
1999	50296	Zaida (La)	1607,59	1196	1	0	412	640	963	4	0
1999	50297	Zaragoza	61624,51	35536	3595	3917	18576	41383	17928	2005	309
1999	50298	Zuera	32348,06	16925	1500	10692	3231	19025	12149	300	874
1999	50901	Biel	12629,8	946	1400	7089	3195	8396	1418	1079	1737
1999	50902	Marracos	1629,91	1422	0	0	208	868	488	274	0
