Mes (código)	Mes y año	Comarca código	Comarca nombre	Sector código	Sector descripción	Sexo	Nº demandantes
200809	Septiembre 2008	08	Cinca Medio	3	Construcción	Mujeres	9
200809	Septiembre 2008	08	Cinca Medio	4	Servicios	Hombres	122
200809	Septiembre 2008	08	Cinca Medio	4	Servicios	Mujeres	306
200809	Septiembre 2008	08	Cinca Medio		Sin empleo anterior	Hombres	9
200809	Septiembre 2008	08	Cinca Medio		Sin empleo anterior	Mujeres	33
200809	Septiembre 2008	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	32
200809	Septiembre 2008	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	14
200809	Septiembre 2008	09	La Litera / La Llitera	2	Industria y energía	Hombres	42
200809	Septiembre 2008	09	La Litera / La Llitera	2	Industria y energía	Mujeres	53
200809	Septiembre 2008	09	La Litera / La Llitera	3	Construcción	Hombres	90
200809	Septiembre 2008	09	La Litera / La Llitera	3	Construcción	Mujeres	11
200809	Septiembre 2008	09	La Litera / La Llitera	4	Servicios	Hombres	61
200809	Septiembre 2008	09	La Litera / La Llitera	4	Servicios	Mujeres	133
200809	Septiembre 2008	09	La Litera / La Llitera		Sin empleo anterior	Hombres	5
200809	Septiembre 2008	09	La Litera / La Llitera		Sin empleo anterior	Mujeres	13
200809	Septiembre 2008	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	21
200809	Septiembre 2008	10	Los Monegros	1	Agricultura, ganadería y pesca	Mujeres	14
200809	Septiembre 2008	10	Los Monegros	2	Industria y energía	Hombres	26
200809	Septiembre 2008	10	Los Monegros	2	Industria y energía	Mujeres	23
200809	Septiembre 2008	10	Los Monegros	3	Construcción	Hombres	93
200809	Septiembre 2008	10	Los Monegros	3	Construcción	Mujeres	5
200809	Septiembre 2008	10	Los Monegros	4	Servicios	Hombres	47
200809	Septiembre 2008	10	Los Monegros	4	Servicios	Mujeres	147
200809	Septiembre 2008	10	Los Monegros		Sin empleo anterior	Hombres	10
200809	Septiembre 2008	10	Los Monegros		Sin empleo anterior	Mujeres	28
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	124
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	39
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	60
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	43
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	124
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	3	Construcción	Mujeres	9
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	104
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	222
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Hombres	11
200809	Septiembre 2008	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Mujeres	9
200809	Septiembre 2008	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	16
200809	Septiembre 2008	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Mujeres	4
200809	Septiembre 2008	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	171
200809	Septiembre 2008	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	249
200809	Septiembre 2008	12	Tarazona y el Moncayo	3	Construcción	Hombres	83
200809	Septiembre 2008	12	Tarazona y el Moncayo	3	Construcción	Mujeres	9
200809	Septiembre 2008	12	Tarazona y el Moncayo	4	Servicios	Hombres	123
200809	Septiembre 2008	12	Tarazona y el Moncayo	4	Servicios	Mujeres	301
200809	Septiembre 2008	12	Tarazona y el Moncayo		Sin empleo anterior	Hombres	1
200809	Septiembre 2008	12	Tarazona y el Moncayo		Sin empleo anterior	Mujeres	13
200809	Septiembre 2008	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	8
200809	Septiembre 2008	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	9
200809	Septiembre 2008	13	Campo de Borja	2	Industria y energía	Hombres	76
200809	Septiembre 2008	13	Campo de Borja	2	Industria y energía	Mujeres	101
200809	Septiembre 2008	13	Campo de Borja	3	Construcción	Hombres	98
200809	Septiembre 2008	13	Campo de Borja	3	Construcción	Mujeres	3
200809	Septiembre 2008	13	Campo de Borja	4	Servicios	Hombres	90
200809	Septiembre 2008	13	Campo de Borja	4	Servicios	Mujeres	165
200809	Septiembre 2008	13	Campo de Borja		Sin empleo anterior	Hombres	7
200809	Septiembre 2008	13	Campo de Borja		Sin empleo anterior	Mujeres	14
200809	Septiembre 2008	14	Aranda	1	Agricultura, ganadería y pesca	Hombres	1
200809	Septiembre 2008	14	Aranda	1	Agricultura, ganadería y pesca	Mujeres	1
200809	Septiembre 2008	14	Aranda	2	Industria y energía	Hombres	122
200809	Septiembre 2008	14	Aranda	2	Industria y energía	Mujeres	144
200809	Septiembre 2008	14	Aranda	3	Construcción	Hombres	42
200809	Septiembre 2008	14	Aranda	3	Construcción	Mujeres	1
200809	Septiembre 2008	14	Aranda	4	Servicios	Hombres	31
200809	Septiembre 2008	14	Aranda	4	Servicios	Mujeres	49
200809	Septiembre 2008	14	Aranda		Sin empleo anterior	Hombres	13
200809	Septiembre 2008	14	Aranda		Sin empleo anterior	Mujeres	16
200809	Septiembre 2008	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	16
200809	Septiembre 2008	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	16
200809	Septiembre 2008	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	109
200809	Septiembre 2008	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	115
200809	Septiembre 2008	15	Ribera Alta del Ebro	3	Construcción	Hombres	129
200809	Septiembre 2008	15	Ribera Alta del Ebro	3	Construcción	Mujeres	10
200809	Septiembre 2008	15	Ribera Alta del Ebro	4	Servicios	Hombres	161
200809	Septiembre 2008	15	Ribera Alta del Ebro	4	Servicios	Mujeres	354
200809	Septiembre 2008	15	Ribera Alta del Ebro		Sin empleo anterior	Hombres	37
200809	Septiembre 2008	15	Ribera Alta del Ebro		Sin empleo anterior	Mujeres	54
200809	Septiembre 2008	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	47
200809	Septiembre 2008	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	27
200809	Septiembre 2008	16	Valdejalón	2	Industria y energía	Hombres	115
200809	Septiembre 2008	16	Valdejalón	2	Industria y energía	Mujeres	121
200809	Septiembre 2008	16	Valdejalón	3	Construcción	Hombres	188
200809	Septiembre 2008	16	Valdejalón	3	Construcción	Mujeres	11
200809	Septiembre 2008	16	Valdejalón	4	Servicios	Hombres	183
200809	Septiembre 2008	16	Valdejalón	4	Servicios	Mujeres	308
200809	Septiembre 2008	16	Valdejalón		Sin empleo anterior	Hombres	37
200809	Septiembre 2008	16	Valdejalón		Sin empleo anterior	Mujeres	60
200809	Septiembre 2008	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Hombres	246
200809	Septiembre 2008	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	87
200809	Septiembre 2008	17	D.C. Zaragoza	2	Industria y energía	Hombres	2291
200809	Septiembre 2008	17	D.C. Zaragoza	2	Industria y energía	Mujeres	1932
200809	Septiembre 2008	17	D.C. Zaragoza	3	Construcción	Hombres	4734
200809	Septiembre 2008	17	D.C. Zaragoza	3	Construcción	Mujeres	364
200809	Septiembre 2008	17	D.C. Zaragoza	4	Servicios	Hombres	7057
200809	Septiembre 2008	17	D.C. Zaragoza	4	Servicios	Mujeres	11574
200809	Septiembre 2008	17	D.C. Zaragoza		Sin empleo anterior	Hombres	986
200809	Septiembre 2008	17	D.C. Zaragoza		Sin empleo anterior	Mujeres	1260
200809	Septiembre 2008	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	15
200809	Septiembre 2008	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	3
200809	Septiembre 2008	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	37
200809	Septiembre 2008	18	Ribera Baja del Ebro	2	Industria y energía	Mujeres	32
200809	Septiembre 2008	18	Ribera Baja del Ebro	3	Construcción	Hombres	36
200809	Septiembre 2008	18	Ribera Baja del Ebro	3	Construcción	Mujeres	4
200809	Septiembre 2008	18	Ribera Baja del Ebro	4	Servicios	Hombres	40
200809	Septiembre 2008	18	Ribera Baja del Ebro	4	Servicios	Mujeres	59
200809	Septiembre 2008	18	Ribera Baja del Ebro		Sin empleo anterior	Hombres	4
200809	Septiembre 2008	18	Ribera Baja del Ebro		Sin empleo anterior	Mujeres	4
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	44
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	23
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	34
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Mujeres	88
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	65
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Mujeres	6
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	67
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	139
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Hombres	2
200809	Septiembre 2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Mujeres	5
200809	Septiembre 2008	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	46
200809	Septiembre 2008	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	12
200809	Septiembre 2008	20	Comunidad de Calatayud	2	Industria y energía	Hombres	100
200809	Septiembre 2008	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	146
200809	Septiembre 2008	20	Comunidad de Calatayud	3	Construcción	Hombres	262
200809	Septiembre 2008	20	Comunidad de Calatayud	3	Construcción	Mujeres	17
200809	Septiembre 2008	20	Comunidad de Calatayud	4	Servicios	Hombres	233
200809	Septiembre 2008	20	Comunidad de Calatayud	4	Servicios	Mujeres	428
200809	Septiembre 2008	20	Comunidad de Calatayud		Sin empleo anterior	Hombres	55
200809	Septiembre 2008	20	Comunidad de Calatayud		Sin empleo anterior	Mujeres	78
200809	Septiembre 2008	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	9
200809	Septiembre 2008	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	2
200809	Septiembre 2008	21	Campo de Cariñena	2	Industria y energía	Hombres	20
200809	Septiembre 2008	21	Campo de Cariñena	2	Industria y energía	Mujeres	32
200809	Septiembre 2008	21	Campo de Cariñena	3	Construcción	Hombres	27
200809	Septiembre 2008	21	Campo de Cariñena	3	Construcción	Mujeres	8
200809	Septiembre 2008	21	Campo de Cariñena	4	Servicios	Hombres	74
200809	Septiembre 2008	21	Campo de Cariñena	4	Servicios	Mujeres	74
200809	Septiembre 2008	21	Campo de Cariñena		Sin empleo anterior	Hombres	17
200809	Septiembre 2008	21	Campo de Cariñena		Sin empleo anterior	Mujeres	18
200809	Septiembre 2008	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Mujeres	1
200809	Septiembre 2008	22	Campo de Belchite	2	Industria y energía	Hombres	20
200809	Septiembre 2008	22	Campo de Belchite	2	Industria y energía	Mujeres	45
200809	Septiembre 2008	22	Campo de Belchite	3	Construcción	Hombres	14
200809	Septiembre 2008	22	Campo de Belchite	3	Construcción	Mujeres	2
200809	Septiembre 2008	22	Campo de Belchite	4	Servicios	Hombres	21
200809	Septiembre 2008	22	Campo de Belchite	4	Servicios	Mujeres	27
200809	Septiembre 2008	22	Campo de Belchite		Sin empleo anterior	Hombres	1
200809	Septiembre 2008	22	Campo de Belchite		Sin empleo anterior	Mujeres	10
200809	Septiembre 2008	23	Bajo Martín	1	Agricultura, ganadería y pesca	Hombres	7
200809	Septiembre 2008	23	Bajo Martín	1	Agricultura, ganadería y pesca	Mujeres	2
200809	Septiembre 2008	23	Bajo Martín	2	Industria y energía	Hombres	28
200809	Septiembre 2008	23	Bajo Martín	2	Industria y energía	Mujeres	28
200809	Septiembre 2008	23	Bajo Martín	3	Construcción	Hombres	40
200809	Septiembre 2008	23	Bajo Martín	3	Construcción	Mujeres	4
200809	Septiembre 2008	23	Bajo Martín	4	Servicios	Hombres	33
200809	Septiembre 2008	23	Bajo Martín	4	Servicios	Mujeres	45
200809	Septiembre 2008	23	Bajo Martín		Sin empleo anterior	Hombres	3
200809	Septiembre 2008	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Hombres	2
200809	Septiembre 2008	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Mujeres	1
200809	Septiembre 2008	24	Campo de Daroca	2	Industria y energía	Hombres	4
200809	Septiembre 2008	24	Campo de Daroca	2	Industria y energía	Mujeres	9
200809	Septiembre 2008	24	Campo de Daroca	3	Construcción	Hombres	14
200809	Septiembre 2008	24	Campo de Daroca	3	Construcción	Mujeres	2
200809	Septiembre 2008	24	Campo de Daroca	4	Servicios	Hombres	16
200809	Septiembre 2008	24	Campo de Daroca	4	Servicios	Mujeres	26
200809	Septiembre 2008	24	Campo de Daroca		Sin empleo anterior	Hombres	4
200809	Septiembre 2008	24	Campo de Daroca		Sin empleo anterior	Mujeres	6
200809	Septiembre 2008	25	Jiloca	1	Agricultura, ganadería y pesca	Hombres	10
200809	Septiembre 2008	25	Jiloca	1	Agricultura, ganadería y pesca	Mujeres	12
200809	Septiembre 2008	25	Jiloca	2	Industria y energía	Hombres	52
200809	Septiembre 2008	25	Jiloca	2	Industria y energía	Mujeres	26
200809	Septiembre 2008	25	Jiloca	3	Construcción	Hombres	100
200809	Septiembre 2008	25	Jiloca	3	Construcción	Mujeres	7
200809	Septiembre 2008	25	Jiloca	4	Servicios	Hombres	51
200809	Septiembre 2008	25	Jiloca	4	Servicios	Mujeres	90
200809	Septiembre 2008	25	Jiloca		Sin empleo anterior	Hombres	6
200809	Septiembre 2008	25	Jiloca		Sin empleo anterior	Mujeres	10
200809	Septiembre 2008	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Hombres	7
200809	Septiembre 2008	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Mujeres	4
200809	Septiembre 2008	26	Cuencas Mineras	2	Industria y energía	Hombres	52
200809	Septiembre 2008	26	Cuencas Mineras	2	Industria y energía	Mujeres	51
200809	Septiembre 2008	26	Cuencas Mineras	3	Construcción	Hombres	49
200809	Septiembre 2008	26	Cuencas Mineras	3	Construcción	Mujeres	5
200809	Septiembre 2008	26	Cuencas Mineras	4	Servicios	Hombres	45
200809	Septiembre 2008	26	Cuencas Mineras	4	Servicios	Mujeres	110
200809	Septiembre 2008	26	Cuencas Mineras		Sin empleo anterior	Hombres	9
200809	Septiembre 2008	26	Cuencas Mineras		Sin empleo anterior	Mujeres	27
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Hombres	5
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Mujeres	11
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	2	Industria y energía	Hombres	98
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	2	Industria y energía	Mujeres	29
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	3	Construcción	Hombres	59
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	3	Construcción	Mujeres	11
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	4	Servicios	Hombres	49
200809	Septiembre 2008	27	Andorra-Sierra de Arcos	4	Servicios	Mujeres	117
200809	Septiembre 2008	27	Andorra-Sierra de Arcos		Sin empleo anterior	Hombres	31
200809	Septiembre 2008	27	Andorra-Sierra de Arcos		Sin empleo anterior	Mujeres	43
200809	Septiembre 2008	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Hombres	33
200809	Septiembre 2008	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Mujeres	12
200809	Septiembre 2008	28	Bajo Aragón	2	Industria y energía	Hombres	101
200809	Septiembre 2008	28	Bajo Aragón	2	Industria y energía	Mujeres	95
200809	Septiembre 2008	28	Bajo Aragón	3	Construcción	Hombres	232
200809	Septiembre 2008	28	Bajo Aragón	3	Construcción	Mujeres	32
200809	Septiembre 2008	28	Bajo Aragón	4	Servicios	Hombres	141
200809	Septiembre 2008	28	Bajo Aragón	4	Servicios	Mujeres	386
200809	Septiembre 2008	28	Bajo Aragón		Sin empleo anterior	Hombres	6
200809	Septiembre 2008	28	Bajo Aragón		Sin empleo anterior	Mujeres	14
200809	Septiembre 2008	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Hombres	14
200809	Septiembre 2008	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Mujeres	11
200809	Septiembre 2008	29	Comunidad de Teruel	2	Industria y energía	Hombres	95
200809	Septiembre 2008	29	Comunidad de Teruel	2	Industria y energía	Mujeres	57
200809	Septiembre 2008	29	Comunidad de Teruel	3	Construcción	Hombres	303
200809	Septiembre 2008	29	Comunidad de Teruel	3	Construcción	Mujeres	20
200809	Septiembre 2008	29	Comunidad de Teruel	4	Servicios	Hombres	346
200809	Septiembre 2008	29	Comunidad de Teruel	4	Servicios	Mujeres	709
200809	Septiembre 2008	29	Comunidad de Teruel		Sin empleo anterior	Hombres	37
200809	Septiembre 2008	29	Comunidad de Teruel		Sin empleo anterior	Mujeres	82
200809	Septiembre 2008	30	Maestrazgo	1	Agricultura, ganadería y pesca	Hombres	4
200809	Septiembre 2008	30	Maestrazgo	1	Agricultura, ganadería y pesca	Mujeres	2
200809	Septiembre 2008	30	Maestrazgo	2	Industria y energía	Hombres	12
200809	Septiembre 2008	30	Maestrazgo	2	Industria y energía	Mujeres	8
200809	Septiembre 2008	30	Maestrazgo	3	Construcción	Hombres	13
200809	Septiembre 2008	30	Maestrazgo	4	Servicios	Hombres	11
200809	Septiembre 2008	30	Maestrazgo	4	Servicios	Mujeres	31
200809	Septiembre 2008	30	Maestrazgo		Sin empleo anterior	Hombres	1
200809	Septiembre 2008	30	Maestrazgo		Sin empleo anterior	Mujeres	1
200809	Septiembre 2008	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Hombres	4
200809	Septiembre 2008	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Mujeres	6
200809	Septiembre 2008	31	Sierra de Albarracín	2	Industria y energía	Hombres	5
200809	Septiembre 2008	31	Sierra de Albarracín	3	Construcción	Hombres	6
200809	Septiembre 2008	31	Sierra de Albarracín	3	Construcción	Mujeres	3
200809	Septiembre 2008	31	Sierra de Albarracín	4	Servicios	Hombres	15
200809	Septiembre 2008	31	Sierra de Albarracín	4	Servicios	Mujeres	37
200809	Septiembre 2008	31	Sierra de Albarracín		Sin empleo anterior	Hombres	3
200809	Septiembre 2008	31	Sierra de Albarracín		Sin empleo anterior	Mujeres	1
200809	Septiembre 2008	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Hombres	8
200809	Septiembre 2008	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Mujeres	1
200809	Septiembre 2008	32	Gúdar-Javalambre	2	Industria y energía	Hombres	24
200809	Septiembre 2008	32	Gúdar-Javalambre	2	Industria y energía	Mujeres	18
200809	Septiembre 2008	32	Gúdar-Javalambre	3	Construcción	Hombres	62
200809	Septiembre 2008	32	Gúdar-Javalambre	3	Construcción	Mujeres	5
200809	Septiembre 2008	32	Gúdar-Javalambre	4	Servicios	Hombres	51
200809	Septiembre 2008	32	Gúdar-Javalambre	4	Servicios	Mujeres	98
200809	Septiembre 2008	32	Gúdar-Javalambre		Sin empleo anterior	Hombres	8
200809	Septiembre 2008	32	Gúdar-Javalambre		Sin empleo anterior	Mujeres	5
200809	Septiembre 2008	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Hombres	16
200809	Septiembre 2008	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Mujeres	3
200809	Septiembre 2008	33	Matarraña / Matarranya	2	Industria y energía	Hombres	13
200809	Septiembre 2008	33	Matarraña / Matarranya	2	Industria y energía	Mujeres	11
200809	Septiembre 2008	33	Matarraña / Matarranya	3	Construcción	Hombres	25
200809	Septiembre 2008	33	Matarraña / Matarranya	3	Construcción	Mujeres	2
200809	Septiembre 2008	33	Matarraña / Matarranya	4	Servicios	Hombres	27
200809	Septiembre 2008	33	Matarraña / Matarranya	4	Servicios	Mujeres	50
200809	Septiembre 2008	33	Matarraña / Matarranya		Sin empleo anterior	Hombres	2
200809	Septiembre 2008	33	Matarraña / Matarranya		Sin empleo anterior	Mujeres	2
200808	Agosto 2008	01	La Jacetania	1	Agricultura, ganadería y pesca	Hombres	4
200808	Agosto 2008	01	La Jacetania	1	Agricultura, ganadería y pesca	Mujeres	1
200808	Agosto 2008	01	La Jacetania	2	Industria y energía	Hombres	22
200808	Agosto 2008	01	La Jacetania	2	Industria y energía	Mujeres	7
200808	Agosto 2008	01	La Jacetania	3	Construcción	Hombres	136
200808	Agosto 2008	01	La Jacetania	3	Construcción	Mujeres	9
200808	Agosto 2008	01	La Jacetania	4	Servicios	Hombres	107
200808	Agosto 2008	01	La Jacetania	4	Servicios	Mujeres	186
200808	Agosto 2008	01	La Jacetania		Sin empleo anterior	Hombres	16
200808	Agosto 2008	01	La Jacetania		Sin empleo anterior	Mujeres	23
200808	Agosto 2008	02	Alto Gállego	1	Agricultura, ganadería y pesca	Hombres	2
200808	Agosto 2008	02	Alto Gállego	1	Agricultura, ganadería y pesca	Mujeres	2
200808	Agosto 2008	02	Alto Gállego	2	Industria y energía	Hombres	33
200808	Agosto 2008	02	Alto Gállego	2	Industria y energía	Mujeres	28
200808	Agosto 2008	02	Alto Gállego	3	Construcción	Hombres	144
200808	Agosto 2008	02	Alto Gállego	3	Construcción	Mujeres	15
200808	Agosto 2008	02	Alto Gállego	4	Servicios	Hombres	55
200808	Agosto 2008	02	Alto Gállego	4	Servicios	Mujeres	143
200808	Agosto 2008	02	Alto Gállego		Sin empleo anterior	Hombres	3
200808	Agosto 2008	02	Alto Gállego		Sin empleo anterior	Mujeres	19
200808	Agosto 2008	03	Sobrarbe	2	Industria y energía	Hombres	2
200808	Agosto 2008	03	Sobrarbe	2	Industria y energía	Mujeres	5
200808	Agosto 2008	03	Sobrarbe	3	Construcción	Hombres	45
200808	Agosto 2008	03	Sobrarbe	3	Construcción	Mujeres	5
200808	Agosto 2008	03	Sobrarbe	4	Servicios	Hombres	24
200808	Agosto 2008	03	Sobrarbe	4	Servicios	Mujeres	56
200808	Agosto 2008	03	Sobrarbe		Sin empleo anterior	Mujeres	6
200808	Agosto 2008	04	La Ribagorza	1	Agricultura, ganadería y pesca	Hombres	6
200808	Agosto 2008	04	La Ribagorza	1	Agricultura, ganadería y pesca	Mujeres	2
200808	Agosto 2008	04	La Ribagorza	2	Industria y energía	Hombres	16
200808	Agosto 2008	04	La Ribagorza	2	Industria y energía	Mujeres	27
200808	Agosto 2008	04	La Ribagorza	3	Construcción	Hombres	47
200808	Agosto 2008	04	La Ribagorza	3	Construcción	Mujeres	3
200808	Agosto 2008	04	La Ribagorza	4	Servicios	Hombres	53
200808	Agosto 2008	04	La Ribagorza	4	Servicios	Mujeres	129
200808	Agosto 2008	04	La Ribagorza		Sin empleo anterior	Hombres	2
200808	Agosto 2008	04	La Ribagorza		Sin empleo anterior	Mujeres	3
200808	Agosto 2008	05	Cinco Villas	1	Agricultura, ganadería y pesca	Hombres	49
200808	Agosto 2008	05	Cinco Villas	1	Agricultura, ganadería y pesca	Mujeres	31
200808	Agosto 2008	05	Cinco Villas	2	Industria y energía	Hombres	101
200808	Agosto 2008	05	Cinco Villas	2	Industria y energía	Mujeres	139
200808	Agosto 2008	05	Cinco Villas	3	Construcción	Hombres	218
200808	Agosto 2008	05	Cinco Villas	3	Construcción	Mujeres	23
200808	Agosto 2008	05	Cinco Villas	4	Servicios	Hombres	117
200808	Agosto 2008	05	Cinco Villas	4	Servicios	Mujeres	319
200808	Agosto 2008	05	Cinco Villas		Sin empleo anterior	Hombres	16
200808	Agosto 2008	05	Cinco Villas		Sin empleo anterior	Mujeres	43
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Hombres	36
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Mujeres	7
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Hombres	142
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Mujeres	141
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Hombres	617
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Mujeres	51
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Hombres	504
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Mujeres	929
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Hombres	60
200808	Agosto 2008	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Mujeres	90
200808	Agosto 2008	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Hombres	37
200808	Agosto 2008	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Mujeres	16
200808	Agosto 2008	07	Somontano de Barbastro	2	Industria y energía	Hombres	66
200808	Agosto 2008	07	Somontano de Barbastro	2	Industria y energía	Mujeres	45
200808	Agosto 2008	07	Somontano de Barbastro	3	Construcción	Hombres	125
200808	Agosto 2008	07	Somontano de Barbastro	3	Construcción	Mujeres	8
200808	Agosto 2008	07	Somontano de Barbastro	4	Servicios	Hombres	125
200808	Agosto 2008	07	Somontano de Barbastro	4	Servicios	Mujeres	291
200808	Agosto 2008	07	Somontano de Barbastro		Sin empleo anterior	Hombres	15
200808	Agosto 2008	07	Somontano de Barbastro		Sin empleo anterior	Mujeres	31
200808	Agosto 2008	08	Cinca Medio	1	Agricultura, ganadería y pesca	Hombres	36
200808	Agosto 2008	08	Cinca Medio	1	Agricultura, ganadería y pesca	Mujeres	8
200808	Agosto 2008	08	Cinca Medio	2	Industria y energía	Hombres	102
200808	Agosto 2008	08	Cinca Medio	2	Industria y energía	Mujeres	66
200808	Agosto 2008	08	Cinca Medio	3	Construcción	Hombres	184
200808	Agosto 2008	08	Cinca Medio	3	Construcción	Mujeres	8
200808	Agosto 2008	08	Cinca Medio	4	Servicios	Hombres	108
200808	Agosto 2008	08	Cinca Medio	4	Servicios	Mujeres	289
200808	Agosto 2008	08	Cinca Medio		Sin empleo anterior	Hombres	12
200808	Agosto 2008	08	Cinca Medio		Sin empleo anterior	Mujeres	28
200808	Agosto 2008	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	18
200808	Agosto 2008	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	10
200808	Agosto 2008	09	La Litera / La Llitera	2	Industria y energía	Hombres	35
200808	Agosto 2008	09	La Litera / La Llitera	2	Industria y energía	Mujeres	53
200808	Agosto 2008	09	La Litera / La Llitera	3	Construcción	Hombres	71
