Año	Código del municipio	Nombre del municipio	Unidades de trabajo que son jefes de explotación	Unidades de trabajo que son asalariados	Unidades de trabajo que son asalariados fijos	Unidades de trabajo que son asalariados eventuales	Unidades de trabajo que son mano de obra familiar	Unidades de trabajo que siendo mano de obra familiar son titulares explotación	Unidades de trabajo que siendo mano de obra familiar son cónyuges	Unidades de trabajo que siendo mano de obra familiar son otros diferentes
1999	50005	Aguilón	25,042	5,852	4,84	1,012	25,259	21,085	2,914	1,26
1999	50006	Ainzón	58,139	16,547	10,711	5,836	73,502	54,28	6,323	12,899
1999	50007	Aladrén	6,848	0,195	0,152	0,043	7,593	6,674	0,51	0,409
1999	50008	Alagón	62,29	33,667	29,102	4,565	57,656	52,074	3,089	2,493
1999	50009	Alarba	26,485	0,641	0,166	0,475	34,361	26,276	3,452	4,633
1999	50010	Alberite de San Juan	12,761	2,583	1,883	0,7	15,125	10,155	2,298	2,672
1999	50011	Albeta	1,618	0	0	0	2,314	1,618	0,306	0,39
1999	50012	Alborge	6,085	4,864	4,071	0,793	5,505	3,627	0,314	1,564
1999	50013	Alcalá de Ebro	12,701	8,206	7,69	0,516	15,541	10,325	0,643	4,573
1999	50014	Alcalá de Moncayo	21,404	3,661	3,266	0,395	24,627	18,355	4,851	1,421
1999	50015	Alconchel de Ariza	23,163	5,173	5,131	0,042	26,333	20,173	3,53	2,63
1999	50016	Aldehuela de Liestos	8,699	0,363	0,175	0,188	8,834	7,726	1,021	0,087
1999	50017	Alfajarín	58,49	39,647	33,398	6,249	56,446	48,522	2,148	5,776
1999	50018	Alfamén	122,419	128,103	65,376	62,727	143,38	94,904	15,017	33,459
1999	50019	Alforque	8,571	1,396	1,396	0	8,585	7,033	0,896	0,656
1999	50020	Alhama de Aragón	14,742	6,95	6,558	0,392	15,425	11,184	0,017	4,224
1999	50021	Almochuel	8,698	0,402	0,008	0,394	9,785	8,363	0,678	0,744
1999	50022	Almolda (La)	78,278	33,567	33,053	0,514	72,277	64,324	3,2	4,753
1999	50023	Almonacid de la Cuba	27,037	4,862	1,004	3,858	30,158	26,352	1,704	2,102
1999	50024	Almonacid de la Sierra	78,105	94,929	19,605	75,324	91,234	70,794	8,586	11,854
1999	50025	Almunia de Doña Godina (La)	217,649	313,148	106,784	206,364	254,574	172,507	20,093	61,974
1999	50026	Alpartir	81,106	20,677	7,68	12,997	106,495	67,109	10,861	28,525
1999	50027	Ambel	47,632	12,911	12,528	0,383	52,315	41,735	3,853	6,727
1999	50028	Anento	9,11	3,542	3,051	0,491	8,981	8,012	0,637	0,332
1999	50029	Aniñón	112,187	2,671	0,226	2,445	169,665	111,749	31,989	25,927
1999	50030	Añón de Moncayo	14	3,561	3,174	0,387	15,811	11,891	2,639	1,281
1999	50031	Aranda de Moncayo	34,343	7,1	6,355	0,745	33,48	30,905	1,689	0,886
1999	50032	Arándiga	47,711	10,389	7,393	2,996	48,434	44,095	2,7	1,639
1999	50033	Ardisa	9,925	0,211	0,176	0,035	9,946	9,787	0,116	0,043
1999	50034	Ariza	48,258	8,026	6,608	1,418	55,303	43,518	6,712	5,073
1999	50035	Artieda	5,569	8,249	8,214	0,035	3,18	3,118	0,039	0,023
1999	50036	Asín	5,013	2,774	2,004	0,77	4,812	3,99	0	0,822
1999	50037	Atea	29,318	4,007	3,179	0,828	32,885	27,89	2,675	2,32
1999	50038	Ateca	55,211	15,779	4,653	11,126	72,499	52,123	5,565	14,811
1999	50039	Azuara	62,082	15,092	11,779	3,313	67,795	56,461	3,717	7,617
1999	50040	Badules	9,802	2,079	1,004	1,075	9,334	8,802	0,294	0,238
1999	50041	Bagüés	0,823	0,522	0,373	0,149	0,618	0,575	0,043	0
1999	50042	Balconchán	8,273	1,706	1,269	0,437	11,373	6,033	3,783	1,557
1999	50043	Bárboles	20,495	25,493	19,635	5,858	14,677	13,406	0,071	1,2
1999	50044	Bardallur	23,61	8,559	6,555	2,004	24,054	20,099	1,822	2,133
1999	50045	Belchite	161,067	40,37	29,263	11,107	185,897	144,379	20,297	21,221
1999	50046	Belmonte de Gracián	40,013	5,523	4,188	1,335	48,14	37,649	2,777	7,714
1999	50047	Berdejo	1,321	0,195	0,148	0,047	1,173	1,173	0	0
1999	50048	Berrueco	6,797	2,945	2,763	0,182	7,954	6,739	0,438	0,777
1999	50050	Bijuesca	8,414	10,718	2,306	8,412	11,041	6,727	0,609	3,705
1999	50051	Biota	144,58	101,839	84,259	17,58	139,454	112,13	5,356	21,968
1999	50052	Bisimbre	14,722	5,752	4,242	1,51	15,383	11,027	1,869	2,487
1999	50053	Boquiñeni	50,881	34,592	30,345	4,247	57,786	46,064	6,48	5,242
1999	50054	Bordalba	14,336	0,169	0,148	0,021	14,371	14,188	0,075	0,108
1999	50055	Borja	169,788	28,941	22,64	6,301	204,111	155,892	21,925	26,294
1999	50056	Botorrita	14,908	0,507	0,398	0,109	17,901	13,7	2,767	1,434
1999	50057	Brea de Aragón	33,97	0,248	0,131	0,117	44,794	31,503	6,804	6,487
1999	50058	Bubierca	12,406	2,215	1,897	0,318	12,131	10,509	0,054	1,568
1999	50059	Bujaraloz	77,993	28,742	28,38	0,362	90,985	63,602	8,584	18,799
1999	50060	Bulbuente	27,534	3,992	1,051	2,941	30,528	26,217	2,472	1,839
1999	50061	Bureta	30,653	3,707	1,008	2,699	44,471	30,412	2,89	11,169
1999	50062	Burgo de Ebro (El)	28,961	16,511	16,446	0,065	32,844	24,907	2,968	4,969
1999	50063	Buste (El)	3,768	0,004	0	0,004	5,053	3,173	1,082	0,798
1999	50064	Cabañas de Ebro	25,266	9,905	9,671	0,234	29,308	20,867	1,904	6,537
1999	50065	Cabolafuente	10,84	1,481	1,131	0,35	14,949	9,709	1,219	4,021
1999	50066	Cadrete	9,451	4,88	4,004	0,876	9,486	8,447	0,586	0,453
1999	50067	Calatayud	119,955	108,796	45,489	63,307	122,429	105,614	3,393	13,422
1999	50068	Calatorao	120,947	153,538	64,932	88,606	130,897	105,001	6,706	19,19
1999	50069	Calcena	6,139	0,449	0,209	0,24	6,02	5,906	0,054	0,06
1999	50070	Calmarza	8,575	0,174	0,148	0,026	9,96	8,37	0,846	0,744
1999	50071	Campillo de Aragón	22,937	0,239	0,131	0,108	30,685	20,958	2,137	7,59
1999	50072	Carenas	11,377	0,436	0,211	0,225	12,218	10,788	0,602	0,828
1999	50073	Cariñena	154,316	190,377	47,089	143,288	165,423	129,205	13,545	22,673
1999	50074	Caspe	477,391	429,386	178,758	250,628	538,2	430,022	46,909	61,269
1999	50075	Castejón de Alarba	22,05	1,486	1,443	0,043	25,337	21,232	2,594	1,511
1999	50076	Castejón de las Armas	8,216	0,342	0,146	0,196	9,732	8,063	0,927	0,742
1999	50077	Castejón de Valdejasa	27,093	5,446	5,275	0,171	24,67	24,029	0,225	0,416
1999	50078	Castiliscar	20,905	10,506	9,933	0,573	19,936	16,701	0,457	2,778
1999	50079	Cervera de la Cañada	49,542	3,095	0,043	3,052	63,031	49,445	2,848	10,738
1999	50080	Cerveruela	1,445	0,314	0,183	0,131	1,262	1,262	0	0
1999	50081	Cetina	46,354	5,625	5,297	0,328	47,887	44,057	1,371	2,459
1999	50082	Cimballa	12,984	3,022	3,006	0,016	13,485	10,853	0,853	1,779
1999	50083	Cinco Olivas	5,934	3,452	3,396	0,056	4,247	3,913	0,334	0
1999	50084	Clarés de Ribota	14,93	0,025	0	0,025	17,774	14,704	1,329	1,741
1999	50085	Codo	6,775	2,012	2,004	0,008	6,072	5,72	0,206	0,146
1999	50086	Codos	34,798	2,451	2,174	0,277	41,359	33,04	2,828	5,491
1999	50087	Contamina	3,826	1,707	1,131	0,576	4,678	3,695	0,021	0,962
1999	50088	Cosuenda	38,191	8,279	4,567	3,712	47,701	34,282	6,123	7,296
1999	50089	Cuarte de Huerva	2,332	1,129	1,129	0	1,72	1,328	0,153	0,239
1999	50090	Cubel	37,744	8,353	3,964	4,389	38,499	33,579	1,713	3,207
1999	50091	Cuerlas (Las)	13,527	0,504	0,095	0,409	14,346	12,432	1,109	0,805
1999	50092	Chiprana	30,042	50,753	28,082	22,671	25,229	24,741	0,269	0,219
1999	50093	Chodes	13,51	2,523	0,131	2,392	17,287	12,569	2,103	2,615
1999	50094	Daroca	46,645	17,066	15,856	1,21	45,111	37,104	3,855	4,152
1999	50095	Ejea de los Caballeros	810,873	573,734	438,108	135,626	784,948	629,991	41,821	113,136
1999	50096	Embid de Ariza	9,335	0,261	0,148	0,113	9,615	9,112	0,199	0,304
1999	50098	Encinacorba	31,179	6,963	3,113	3,85	39,638	28,824	2,828	7,986
1999	50099	Épila	221,674	165,42	91,558	73,862	225,748	182,51	13,864	29,374
1999	50100	Erla	12,072	15,509	14,989	0,52	6,382	4,975	0,116	1,291
1999	50101	Escatrón	33,696	6,065	5,528	0,537	44,02	31,607	5,782	6,631
1999	50102	Fabara	174,905	73,493	62,713	10,78	231,893	152,19	46,129	33,574
1999	50104	Farlete	37,446	17,662	16,364	1,298	46,874	32,062	2,631	12,181
1999	50105	Fayón	40,761	11,801	1,004	10,797	58,748	39,836	12,849	6,063
1999	50106	Fayos (Los)	5,773	0,172	0,043	0,129	6,91	5,554	0,136	1,22
1999	50107	Figueruelas	15,746	7,015	6,428	0,587	15,123	11,365	1,107	2,651
1999	50108	Fombuena	1,857	3,103	3,017	0,086	0,84	0,84	0	0
1999	50109	Frago (El)	3,94	2,021	2,004	0,017	2,989	2,936	0,01	0,043
1999	50110	Frasno (El)	69,382	3,567	0,2	3,367	86,942	66,582	9,205	11,155
1999	50111	Fréscano	29,883	10,667	9,573	1,094	33,052	25,499	3,223	4,33
1999	50113	Fuendejalón	85,489	20,639	12,311	8,328	111,236	82,491	14,583	14,162
1999	50114	Fuendetodos	16,449	0,148	0,131	0,017	19,058	14,518	1,289	3,251
1999	50115	Fuentes de Ebro	178,92	110,821	53,879	56,942	173,231	155,984	5,339	11,908
1999	50116	Fuentes de Jiloca	38,354	10,856	9,337	1,519	40,867	35,642	2,352	2,873
1999	50117	Gallocanta	23,777	5,594	1,148	4,446	25,489	21,848	3,532	0,109
1999	50118	Gallur	81,78	53,753	34,618	19,135	81,334	69,562	6,31	5,462
1999	50119	Gelsa	65,982	20,727	20,714	0,013	70,515	56,256	9,173	5,086
1999	50120	Godojos	8,084	3,442	3,139	0,303	7,562	6,88	0,173	0,509
1999	50121	Gotor	26,701	0,79	0,288	0,502	32,815	25,165	3,939	3,711
1999	50122	Grisel	9,001	0,102	0,004	0,098	9,419	8,409	0,483	0,527
1999	50123	Grisén	7,658	5,915	5,117	0,798	7,797	5,909	0,599	1,289
1999	50124	Herrera de los Navarros	75,079	9,186	6,822	2,364	74,419	69,627	2,68	2,112
1999	50125	Ibdes	43,969	18,471	14,763	3,708	48,385	41,224	1,846	5,315
1999	50126	Illueca	38,51	2,231	0,178	2,053	46,74	37,393	3,291	6,056
1999	50128	Isuerre	5,015	2,173	2,139	0,034	4,764	3,793	0	0,971
1999	50129	Jaraba	10,971	3,452	3,231	0,221	13,507	9,807	1,029	2,671
1999	50130	Jarque de Moncayo	73,469	7,716	0,414	7,302	110,056	72,764	17,878	19,414
1999	50131	Jaulín	23,291	7,55	7,504	0,046	23,966	16,721	3,547	3,698
1999	50132	Joyosa (La)	18,978	11,763	9,727	2,036	16,814	14,317	1,852	0,645
1999	50133	Lagata	18,754	0,246	0,008	0,238	18,789	18,309	0,087	0,393
1999	50134	Langa del Castillo	20,952	6,478	3,003	3,475	21,479	18,849	2,008	0,622
1999	50135	Layana	5,942	4,94	4,94	0	2,877	2,877	0	0
1999	50136	Lécera	61,129	20,078	11,931	8,147	64,525	57,016	3,324	4,185
1999	50137	Leciñena	92,632	36,527	34,002	2,525	83,946	74,534	5,491	3,921
1999	50138	Lechón	5,936	0,03	0,03	0	7,02	5,916	0,328	0,776
1999	50139	Letux	34,261	6,526	6,297	0,229	37,337	30,328	3,145	3,864
1999	50140	Litago	13,475	0,108	0,03	0,078	16,444	13,373	2,827	0,244
1999	50141	Lituénigo	11,466	0,209	0,157	0,052	14,02	8,625	2,49	2,905
1999	50142	Lobera de Onsella	5,332	5,512	5,465	0,047	6,615	4,951	1	0,664
1999	50143	Longares	89,484	35,444	6,353	29,091	106,266	83,922	5,101	17,243
1999	50144	Longás	5,503	3,415	3,196	0,219	4,315	4,307	0	0,008
1999	50146	Lucena de Jalón	19,947	21,351	12,977	8,374	16,762	14,61	0,671	1,481
1999	50147	Luceni	35,036	39,437	22,09	17,347	34,827	25,761	3,505	5,561
1999	50148	Luesia	35,108	9,527	8,957	0,57	37,568	31,786	1,754	4,028
1999	50149	Luesma	6,753	3,453	3,196	0,257	5,557	5,557	0	0
1999	50150	Lumpiaque	28,566	11,871	6,613	5,258	30,288	25,44	2,588	2,26
1999	50151	Luna	132,48	53,653	47,331	6,322	111,896	108,775	0,349	2,772
1999	50152	Maella	245,86	85,699	42,446	43,253	333,315	230,737	39,503	63,075
1999	50153	Magallón	88,331	29,722	23,913	5,809	114,362	77,182	14,177	23,003
1999	50154	Mainar	16,223	5,547	3,161	2,386	15,983	15,062	0,109	0,812
1999	50155	Malanquilla	8,536	2,883	2,694	0,189	7,164	6,906	0,021	0,237
1999	50156	Maleján	0	0	0	0	0	0	0	0
1999	50157	Malón	16,076	8,055	7,693	0,362	19,035	13,925	0,774	4,336
1999	50159	Maluenda	77,948	25,732	13,163	12,569	90,706	76,692	5,992	8,022
1999	50160	Mallén	114,069	15,106	10,766	4,34	123,395	108,938	5,888	8,569
1999	50161	Manchones	16,211	3,191	3,043	0,148	16,22	15,125	0	1,095
1999	50162	Mara	25,201	1,635	0,131	1,504	29,279	24,991	2,056	2,232
1999	50163	María de Huerva	34,3	20,134	16,832	3,302	28,98	25,909	2,287	0,784
1999	50164	Mediana de Aragón	49,7	15,264	14,266	0,998	48,739	44,254	0,786	3,699
1999	50165	Mequinenza	230,59	57,081	15,132	41,949	377,975	218,519	71,176	88,28
1999	50166	Mesones de Isuela	55,9	1,481	0,922	0,559	62,86	55,586	1,575	5,699
1999	50167	Mezalocha	47,913	7,644	5	2,644	54,78	39,92	7,65	7,21
1999	50168	Mianos	8,333	2,208	2,157	0,051	8,21	7,18	1	0,03
1999	50169	Miedes de Aragón	71,132	3,312	1,161	2,151	92,859	70,353	8,322	14,184
1999	50170	Monegrillo	80,662	55,465	52,395	3,07	84,799	53,603	3,956	27,24
1999	50171	Moneva	20,325	7,801	7,117	0,684	21,822	19,346	1,573	0,903
1999	50172	Monreal de Ariza	45,113	58,939	10,409	48,53	46,386	39,468	3,546	3,372
1999	50173	Monterde	19,961	1,579	0,9	0,679	21,698	19,642	1,378	0,678
1999	50174	Montón	14,732	1,463	0,777	0,686	21,226	14,164	0,534	6,528
1999	50175	Morata de Jalón	87,388	2,795	1,551	1,244	112,502	82,045	7,658	22,799
1999	50176	Morata de Jiloca	40,227	4,194	3,232	0,962	44,391	38,573	1,775	4,043
1999	50177	Morés	18,728	12,648	4,361	8,287	18,501	15,421	1,011	2,069
1999	50178	Moros	63,32	13,726	2,27	11,456	75,599	60,873	5,014	9,712
1999	50179	Moyuela	25,703	10,839	10,758	0,081	22,865	20,673	0,475	1,717
1999	50180	Mozota	6,53	0,004	0,004	0	6,575	6,217	0,352	0,006
1999	50181	Muel	57,491	45,728	16,376	29,352	60,508	42,619	6,918	10,971
1999	50182	Muela (La)	63,114	23,808	15,406	8,402	75,678	52,65	5,999	17,029
1999	50183	Munébrega	63,973	5,291	3,005	2,286	80,613	59,297	8,157	13,159
1999	50184	Murero	14,927	0,535	0,038	0,497	15,482	14,846	0,086	0,55
1999	50185	Murillo de Gállego	9,6	1,35	1,273	0,077	9,578	9,452	0,058	0,068
1999	50186	Navardún	10,347	3,181	3,164	0,017	9,927	8,936	0,245	0,746
1999	50187	Nigüella	13,655	0,694	0,152	0,542	16,315	13,503	0,09	2,722
1999	50188	Nombrevilla	7,238	0,065	0,004	0,061	9,862	7,234	0,964	1,664
1999	50189	Nonaspe	75,636	20,23	18,639	1,591	102,601	69,821	20,548	12,232
1999	50190	Novallas	43,511	6,998	4,639	2,359	42,787	35,891	4,069	2,827
1999	50191	Novillas	85,743	31,246	28,578	2,668	88,888	74,325	3,392	11,171
1999	50192	Nuévalos	5,587	5,485	3,403	2,082	5,724	5,309	0	0,415
1999	50193	Nuez de Ebro	14,207	10,373	8,879	1,494	11,25	11,028	0,179	0,043
1999	50194	Olvés	22,494	2,597	1,03	1,567	30,732	22,425	3,313	4,994
1999	50195	Orcajo	12,843	0,273	0,083	0,19	16,336	12,634	3,196	0,506
1999	50196	Orera	13,707	0,334	0,131	0,203	16,821	12,803	1	3,018
1999	50197	Orés	15,322	10,391	9,114	1,277	15,001	11,255	1,056	2,69
1999	50198	Oseja	4,483	0,244	0,131	0,113	5,78	4,288	0,725	0,767
1999	50199	Osera de Ebro	11,606	11,301	10,141	1,16	7,487	6,59	0,219	0,678
1999	50200	Paniza	83,443	10,988	3,902	7,086	111,793	75,47	10,218	26,105
1999	50201	Paracuellos de Jiloca	33,566	24,187	12,974	11,213	33,859	29,068	1,272	3,519
1999	50202	Paracuellos de la Ribera	40,452	6,575	1,809	4,766	43,454	37,972	1,262	4,22
1999	50203	Pastriz	21,499	5,179	3,099	2,08	21,356	19,224	1,146	0,986
1999	50204	Pedrola	69,933	48,495	37,8	10,695	70,911	57,351	7,27	6,29
1999	50205	Pedrosas (Las)	13,669	3,281	3,188	0,093	12,493	12,024	0,305	0,164
1999	50206	Perdiguera	29,497	7,224	6,928	0,296	28,499	23,708	2,246	2,545
1999	50207	Piedratajada	9,381	2,24	0,135	2,105	9,684	8,72	0,526	0,438
1999	50208	Pina de Ebro	119,285	74,109	66,446	7,663	113,408	97,57	6,021	9,817
1999	50209	Pinseque	57,994	24,529	23,629	0,9	55,041	48,832	3,464	2,745
1999	50210	Pintanos (Los)	15,211	4,091	3,584	0,507	13,08	12,621	0	0,459
1999	50211	Plasencia de Jalón	31,511	18,749	14,67	4,079	34,148	26,121	2,596	5,431
1999	50212	Pleitas	7,623	2,192	2,175	0,017	6,713	6,493	0,125	0,095
1999	50213	Plenas	12,976	0,02	0,004	0,016	13,754	12,859	0,451	0,444
1999	50214	Pomer	1,261	0,209	0,161	0,048	1,1	1,1	0	0
1999	50215	Pozuel de Ariza	3,066	0,131	0,131	0	3,81	3,031	0,013	0,766
1999	50216	Pozuelo de Aragón	37,371	8,67	5,758	2,912	56,087	35,035	2,239	18,813
1999	50217	Pradilla de Ebro	36,458	10,755	8,396	2,359	34,942	31,136	2,227	1,579
1999	50218	Puebla de Albortón	30,563	5,345	4,708	0,637	30,793	27,6	2,667	0,526
1999	50219	Puebla de Alfindén (La)	20,735	12,438	8,976	3,462	16,602	15,378	1,116	0,108
1999	50220	Puendeluna	3,334	0,004	0,004	0	3,42	3,356	0,052	0,012
1999	50221	Purujosa	0,725	0,429	0,245	0,184	0,48	0,48	0	0
1999	50222	Quinto	93,973	41,399	40,436	0,963	86,708	77,983	3,497	5,228
1999	50223	Remolinos	24,216	6,114	4,661	1,453	29,417	20,426	3,368	5,623
1999	50224	Retascón	11,179	0,341	0,008	0,333	14,166	11,08	0,64	2,446
1999	50225	Ricla	185,825	274,339	88,792	185,547	207,395	150,583	19,165	37,647
1999	50227	Romanos	5,752	0,2	0,135	0,065	5,617	5,617	0	0
1999	50228	Rueda de Jalón	57,32	22,537	8,871	13,666	65,951	51,785	5,907	8,259
1999	50229	Ruesca	13,621	3,206	3,131	0,075	14,285	11,613	0,183	2,489
1999	50230	Sádaba	116,044	84,186	65,875	18,311	93,78	82,651	1,991	9,138
1999	50231	Salillas de Jalón	9,107	1,965	0	1,965	10,668	7,924	0,806	1,938
1999	50232	Salvatierra de Esca	11,496	6,379	6,327	0,052	10,776	9,367	0,854	0,555
1999	50233	Samper del Salz	2,981	1,109	1,004	0,105	2,465	1,679	0,45	0,336
1999	50234	San Martín de la Virgen de Moncayo	8,566	1,968	1,894	0,074	7,392	6,439	0,428	0,525
1999	50235	San Mateo de Gállego	66,527	20,507	20,491	0,016	69,085	56,066	3,865	9,154
1999	50236	Santa Cruz de Grío	24,351	1,18	0,152	1,028	34,399	23,892	3,987	6,52
1999	50237	Santa Cruz de Moncayo	9,928	3,885	3,881	0,004	9,745	8,917	0,243	0,585
1999	50238	Santa Eulalia de Gállego	6,28	0,947	0,934	0,013	6,827	5,721	0,043	1,063
1999	50239	Santed	10,644	1,699	1,131	0,568	12,433	9,575	1,783	1,075
1999	50240	Sástago	91,491	245,361	109,678	135,683	97,143	79,97	7,157	10,016
1999	50241	Saviñán	36,369	16,897	8,97	7,927	38,919	33,489	1,866	3,564
1999	50242	Sediles	13,721	2,929	0,275	2,654	13,926	13,454	0,201	0,271
1999	50243	Sestrica	48,359	0,933	0,166	0,767	66,334	48,133	7,201	11
1999	50244	Sierra de Luna	23,233	16,373	15,793	0,58	17,254	17,182	0,047	0,025
1999	50245	Sigüés	11,946	7,196	6,638	0,558	10,722	9,208	0,35	1,164
1999	50246	Sisamón	11,387	5,131	5,131	0	10,495	8,817	0	1,678
1999	50247	Sobradiel	30,934	13,552	13,077	0,475	28,541	26,574	0,414	1,553
1999	50248	Sos del Rey Católico	64,146	32,304	28,358	3,946	63,649	50,69	2,033	10,926
1999	50249	Tabuenca	78,77	11,043	9,313	1,73	109,957	75,271	12,672	22,014
1999	50250	Talamantes	4,295	2,406	2,218	0,188	4,607	3,062	0,808	0,737
1999	50251	Tarazona	293,06	92,379	84,949	7,43	298,917	268,929	14,156	15,832
1999	50252	Tauste	481,906	341,852	295,582	46,27	422,986	365,282	21,678	36,026
1999	50253	Terrer	41,531	11,152	2,082	9,07	48,549	40,33	1,72	6,499
1999	50254	Tierga	43,53	5,631	5,259	0,372	42,476	39,924	0,37	2,182
1999	50255	Tobed	18,91	1,5	1,223	0,277	23,206	17,584	2,182	3,44
1999	50256	Torralba de los Frailes	21,068	1,734	1,275	0,459	24,909	20,993	3,656	0,26
1999	50257	Torralba de Ribota	22,527	0,575	0,065	0,51	26,966	22,434	2,778	1,754
1999	50258	Torralbilla	9,071	0,107	0,008	0,099	9,176	8,958	0	0,218
1999	50259	Torrehermosa	14,449	2,75	2,75	0	14,887	13,449	0	1,438
1999	50260	Torrelapaja	4,106	0,004	0,004	0	4,34	3,993	0,133	0,214
1999	50261	Torrellas	13,71	5,682	5,504	0,178	13,883	11,772	0,251	1,86
1999	50262	Torres de Berrellén	59,791	64,571	20,665	43,906	58,041	51,983	2,348	3,71
1999	50263	Torrijo de la Cañada	49,74	5,554	4,64	0,914	53,91	47,901	2,316	3,693
1999	50264	Tosos	52,111	22,098	10,383	11,715	51,584	45,317	2,406	3,861
1999	50265	Trasmoz	13,892	1,284	1,004	0,28	13,443	12,867	0,302	0,274
1999	50266	Trasobares	28,799	0,746	0,187	0,559	31,056	28,28	1,319	1,457
1999	50267	Uncastillo	61,361	36,761	34,861	1,9	53,255	45,042	0,054	8,159
1999	50268	Undués de Lerda	7,523	5,551	3,614	1,937	5,573	4,559	0,006	1,008
1999	50269	Urrea de Jalón	30,586	8,209	4,734	3,475	33,059	27,636	1,975	3,448
1999	50270	Urriés	5,219	3,784	3,351	0,433	4,584	3,97	0	0,614
1999	50271	Used	53,175	13,375	5,451	7,924	53,991	47,834	2,717	3,44
1999	50272	Utebo	63,958	20,409	9,193	11,216	68,214	58,238	3,247	6,729
1999	50273	Valdehorna	13,989	0,687	0,481	0,206	16,824	12,216	2,258	2,35
1999	50274	Val de San Martín	8,967	0,112	0,043	0,069	9,298	8,924	0,326	0,048
1999	50275	Valmadrid	4,696	0,758	0,707	0,051	5,964	3,716	0,219	2,029
1999	50276	Valpalmas	13,218	12,944	12,595	0,349	7,958	7,86	0,021	0,077
1999	50277	Valtorres	2,818	0,046	0,017	0,029	3,924	2,539	0,344	1,041
1999	50278	Velilla de Ebro	23,807	4,385	4,385	0	21,716	21,422	0,075	0,219
1999	50279	Velilla de Jiloca	12,205	2,507	0,061	2,446	15,027	12,144	0,492	2,391
1999	50280	Vera de Moncayo	41,591	7,775	6,117	1,658	49,548	35,458	5,344	8,746
1999	50281	Vierlas	6,616	0,438	0	0,438	6,776	4,919	1,632	0,225
1999	50282	Vilueña (La)	10,234	0,434	0,021	0,413	14,607	9,892	0,873	3,842
1999	50283	Villadoz	16,157	2,07	0,381	1,689	16,143	16,024	0,032	0,087
1999	50284	Villafeliche	24,234	0,505	0,283	0,222	33,986	23,824	2,91	7,252
1999	50285	Villafranca de Ebro	23,084	10,192	9,461	0,731	24,515	18,833	2,397	3,285
1999	50286	Villalba de Perejil	12,969	0,449	0,131	0,318	15,633	12,695	1,655	1,283
1999	50287	Villalengua	65,532	1,72	0,458	1,262	75,008	65,305	5,557	4,146
1999	50288	Villanueva de Gállego	53,75	41,936	41,899	0,037	47,155	41,848	1,721	3,586
1999	50289	Villanueva de Jiloca	10,171	1,845	1,256	0,589	10,72	9,04	0,906	0,774
1999	50290	Villanueva de Huerva	58,481	4,825	1,804	3,021	62,336	57,082	2,613	2,641
1999	50291	Villar de los Navarros	20,856	2,025	0,794	1,231	22,424	18,115	3,138	1,171
1999	50292	Villarreal de Huerva	8,369	13,951	9,139	4,812	7,361	6,228	0,201	0,932
1999	50293	Villarroya de la Sierra	93,245	13,695	11,786	1,909	107,22	91,924	3,474	11,822
1999	50294	Villarroya del Campo	10,154	3,221	3,004	0,217	9,026	8,129	0,897	0
1999	50295	Vistabella	1,5	0,131	0,131	0	2,614	1,365	0,159	1,09
1999	50296	Zaida (La)	19,46	2,262	2,131	0,131	21,488	15,495	2,767	3,226
1999	50297	Zaragoza	611,449	463,916	373,745	90,171	577,548	474,02	45,777	57,751
1999	50298	Zuera	180,91	100,253	94,659	5,594	175,056	150,064	6,664	18,328
1999	50901	Biel	13,749	0,673	0,345	0,328	16,078	13,404	0,8	1,874
1999	50902	Marracos	13,752	3,971	3,875	0,096	11,752	11,752	0	0
