Comarca código	Comarca nombre	Tipo variación	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Variaciones
17	D.C. Zaragoza	Externa	Hombres	2	África	2010	1507
17	D.C. Zaragoza	Externa	Hombres	3	América	2010	911
17	D.C. Zaragoza	Externa	Hombres	4	Asia	2010	430
17	D.C. Zaragoza	Externa	Hombres	5	Otros continentes	2010	2
17	D.C. Zaragoza	Externa	Mujeres	1	Europa	2010	3658
17	D.C. Zaragoza	Externa	Mujeres	2	África	2010	523
17	D.C. Zaragoza	Externa	Mujeres	3	América	2010	958
17	D.C. Zaragoza	Externa	Mujeres	4	Asia	2010	287
17	D.C. Zaragoza	Externa	Mujeres	5	Otros continentes	2010	3
17	D.C. Zaragoza	Interna	Hombres	1	Europa	2010	4273
17	D.C. Zaragoza	Interna	Hombres	2	África	2010	283
17	D.C. Zaragoza	Interna	Hombres	3	América	2010	265
17	D.C. Zaragoza	Interna	Hombres	4	Asia	2010	23
17	D.C. Zaragoza	Interna	Hombres	5	Otros continentes	2010	1
17	D.C. Zaragoza	Interna	Mujeres	1	Europa	2010	4058
17	D.C. Zaragoza	Interna	Mujeres	2	África	2010	141
17	D.C. Zaragoza	Interna	Mujeres	3	América	2010	464
17	D.C. Zaragoza	Interna	Mujeres	4	Asia	2010	19
17	D.C. Zaragoza	Interna	Mujeres	5	Otros continentes	2010	2
18	Ribera Baja del Ebro	Externa	Hombres	1	Europa	2010	31
18	Ribera Baja del Ebro	Externa	Hombres	2	África	2010	13
18	Ribera Baja del Ebro	Externa	Hombres	3	América	2010	7
18	Ribera Baja del Ebro	Externa	Hombres	4	Asia	2010	2
18	Ribera Baja del Ebro	Externa	Mujeres	1	Europa	2010	33
18	Ribera Baja del Ebro	Externa	Mujeres	2	África	2010	8
18	Ribera Baja del Ebro	Externa	Mujeres	3	América	2010	8
18	Ribera Baja del Ebro	Interna	Hombres	1	Europa	2010	92
18	Ribera Baja del Ebro	Interna	Hombres	2	África	2010	5
18	Ribera Baja del Ebro	Interna	Hombres	3	América	2010	8
18	Ribera Baja del Ebro	Interna	Mujeres	1	Europa	2010	88
18	Ribera Baja del Ebro	Interna	Mujeres	2	África	2010	3
18	Ribera Baja del Ebro	Interna	Mujeres	3	América	2010	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	1	Europa	2010	122
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2	África	2010	140
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	3	América	2010	14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	4	Asia	2010	180
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	1	Europa	2010	94
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2	África	2010	39
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	3	América	2010	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	4	Asia	2010	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	1	Europa	2010	78
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2	África	2010	23
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	3	América	2010	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	4	Asia	2010	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	1	Europa	2010	77
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2	África	2010	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	3	América	2010	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	4	Asia	2010	3
20	Comunidad de Calatayud	Externa	Hombres	1	Europa	2010	259
20	Comunidad de Calatayud	Externa	Hombres	2	África	2010	54
20	Comunidad de Calatayud	Externa	Hombres	3	América	2010	20
20	Comunidad de Calatayud	Externa	Hombres	4	Asia	2010	6
20	Comunidad de Calatayud	Externa	Mujeres	1	Europa	2010	232
20	Comunidad de Calatayud	Externa	Mujeres	2	África	2010	23
20	Comunidad de Calatayud	Externa	Mujeres	3	América	2010	23
20	Comunidad de Calatayud	Externa	Mujeres	4	Asia	2010	1
20	Comunidad de Calatayud	Interna	Hombres	1	Europa	2010	392
20	Comunidad de Calatayud	Interna	Hombres	2	África	2010	25
20	Comunidad de Calatayud	Interna	Hombres	3	América	2010	18
20	Comunidad de Calatayud	Interna	Hombres	4	Asia	2010	1
20	Comunidad de Calatayud	Interna	Mujeres	1	Europa	2010	434
20	Comunidad de Calatayud	Interna	Mujeres	2	África	2010	3
20	Comunidad de Calatayud	Interna	Mujeres	3	América	2010	35
21	Campo de Cariñena	Externa	Hombres	1	Europa	2010	53
21	Campo de Cariñena	Externa	Hombres	2	África	2010	12
21	Campo de Cariñena	Externa	Hombres	3	América	2010	1
21	Campo de Cariñena	Externa	Mujeres	1	Europa	2010	46
21	Campo de Cariñena	Externa	Mujeres	2	África	2010	5
21	Campo de Cariñena	Externa	Mujeres	3	América	2010	4
21	Campo de Cariñena	Interna	Hombres	1	Europa	2010	118
21	Campo de Cariñena	Interna	Hombres	2	África	2010	20
21	Campo de Cariñena	Interna	Hombres	3	América	2010	4
21	Campo de Cariñena	Interna	Hombres	4	Asia	2010	1
21	Campo de Cariñena	Interna	Mujeres	1	Europa	2010	132
21	Campo de Cariñena	Interna	Mujeres	2	África	2010	4
21	Campo de Cariñena	Interna	Mujeres	3	América	2010	5
22	Campo de Belchite	Externa	Hombres	1	Europa	2010	16
22	Campo de Belchite	Externa	Hombres	2	África	2010	2
22	Campo de Belchite	Externa	Mujeres	1	Europa	2010	14
22	Campo de Belchite	Externa	Mujeres	3	América	2010	1
22	Campo de Belchite	Interna	Hombres	1	Europa	2010	86
22	Campo de Belchite	Interna	Hombres	2	África	2010	2
22	Campo de Belchite	Interna	Hombres	3	América	2010	1
22	Campo de Belchite	Interna	Mujeres	1	Europa	2010	75
22	Campo de Belchite	Interna	Mujeres	3	América	2010	6
23	Bajo Martín	Externa	Hombres	1	Europa	2010	44
23	Bajo Martín	Externa	Hombres	2	África	2010	26
23	Bajo Martín	Externa	Hombres	3	América	2010	5
23	Bajo Martín	Externa	Hombres	4	Asia	2010	1
23	Bajo Martín	Externa	Mujeres	1	Europa	2010	40
23	Bajo Martín	Externa	Mujeres	2	África	2010	7
23	Bajo Martín	Externa	Mujeres	3	América	2010	5
23	Bajo Martín	Interna	Hombres	1	Europa	2010	67
23	Bajo Martín	Interna	Hombres	2	África	2010	16
23	Bajo Martín	Interna	Hombres	3	América	2010	1
23	Bajo Martín	Interna	Mujeres	1	Europa	2010	70
23	Bajo Martín	Interna	Mujeres	2	África	2010	11
23	Bajo Martín	Interna	Mujeres	3	América	2010	4
24	Campo de Daroca	Externa	Hombres	1	Europa	2010	31
24	Campo de Daroca	Externa	Hombres	2	África	2010	5
24	Campo de Daroca	Externa	Mujeres	1	Europa	2010	30
24	Campo de Daroca	Externa	Mujeres	2	África	2010	1
24	Campo de Daroca	Externa	Mujeres	3	América	2010	3
24	Campo de Daroca	Interna	Hombres	1	Europa	2010	80
24	Campo de Daroca	Interna	Hombres	2	África	2010	5
24	Campo de Daroca	Interna	Hombres	3	América	2010	1
24	Campo de Daroca	Interna	Mujeres	1	Europa	2010	92
24	Campo de Daroca	Interna	Mujeres	3	América	2010	4
25	Jiloca	Externa	Hombres	1	Europa	2010	132
25	Jiloca	Externa	Hombres	2	África	2010	37
25	Jiloca	Externa	Hombres	3	América	2010	21
25	Jiloca	Externa	Mujeres	1	Europa	2010	99
25	Jiloca	Externa	Mujeres	2	África	2010	22
25	Jiloca	Externa	Mujeres	3	América	2010	19
25	Jiloca	Externa	Mujeres	4	Asia	2010	1
25	Jiloca	Interna	Hombres	1	Europa	2010	163
25	Jiloca	Interna	Hombres	2	África	2010	42
25	Jiloca	Interna	Hombres	3	América	2010	11
25	Jiloca	Interna	Hombres	4	Asia	2010	2
25	Jiloca	Interna	Mujeres	1	Europa	2010	162
25	Jiloca	Interna	Mujeres	2	África	2010	17
25	Jiloca	Interna	Mujeres	3	América	2010	11
25	Jiloca	Interna	Mujeres	4	Asia	2010	5
26	Cuencas Mineras	Externa	Hombres	1	Europa	2010	70
26	Cuencas Mineras	Externa	Hombres	2	África	2010	29
26	Cuencas Mineras	Externa	Hombres	3	América	2010	5
26	Cuencas Mineras	Externa	Hombres	4	Asia	2010	21
26	Cuencas Mineras	Externa	Mujeres	1	Europa	2010	59
26	Cuencas Mineras	Externa	Mujeres	2	África	2010	10
26	Cuencas Mineras	Externa	Mujeres	3	América	2010	3
26	Cuencas Mineras	Externa	Mujeres	4	Asia	2010	4
26	Cuencas Mineras	Interna	Hombres	1	Europa	2010	83
26	Cuencas Mineras	Interna	Hombres	2	África	2010	43
26	Cuencas Mineras	Interna	Hombres	3	América	2010	1
26	Cuencas Mineras	Interna	Hombres	4	Asia	2010	10
26	Cuencas Mineras	Interna	Mujeres	1	Europa	2010	86
26	Cuencas Mineras	Interna	Mujeres	2	África	2010	26
26	Cuencas Mineras	Interna	Mujeres	3	América	2010	5
26	Cuencas Mineras	Interna	Mujeres	4	Asia	2010	8
27	Andorra-Sierra de Arcos	Externa	Hombres	1	Europa	2010	87
27	Andorra-Sierra de Arcos	Externa	Hombres	2	África	2010	18
27	Andorra-Sierra de Arcos	Externa	Hombres	3	América	2010	6
27	Andorra-Sierra de Arcos	Externa	Hombres	4	Asia	2010	6
27	Andorra-Sierra de Arcos	Externa	Mujeres	1	Europa	2010	84
27	Andorra-Sierra de Arcos	Externa	Mujeres	2	África	2010	6
27	Andorra-Sierra de Arcos	Externa	Mujeres	3	América	2010	8
27	Andorra-Sierra de Arcos	Externa	Mujeres	4	Asia	2010	1
27	Andorra-Sierra de Arcos	Interna	Hombres	1	Europa	2010	98
27	Andorra-Sierra de Arcos	Interna	Hombres	2	África	2010	17
27	Andorra-Sierra de Arcos	Interna	Hombres	3	América	2010	4
27	Andorra-Sierra de Arcos	Interna	Hombres	4	Asia	2010	2
27	Andorra-Sierra de Arcos	Interna	Mujeres	1	Europa	2010	82
27	Andorra-Sierra de Arcos	Interna	Mujeres	2	África	2010	3
27	Andorra-Sierra de Arcos	Interna	Mujeres	3	América	2010	6
28	Bajo Aragón	Externa	Hombres	1	Europa	2010	251
28	Bajo Aragón	Externa	Hombres	2	África	2010	86
28	Bajo Aragón	Externa	Hombres	3	América	2010	37
28	Bajo Aragón	Externa	Hombres	4	Asia	2010	11
28	Bajo Aragón	Externa	Mujeres	1	Europa	2010	229
28	Bajo Aragón	Externa	Mujeres	2	África	2010	23
28	Bajo Aragón	Externa	Mujeres	3	América	2010	37
28	Bajo Aragón	Externa	Mujeres	4	Asia	2010	5
28	Bajo Aragón	Interna	Hombres	1	Europa	2010	185
28	Bajo Aragón	Interna	Hombres	2	África	2010	58
28	Bajo Aragón	Interna	Hombres	3	América	2010	11
28	Bajo Aragón	Interna	Hombres	4	Asia	2010	1
28	Bajo Aragón	Interna	Mujeres	1	Europa	2010	199
28	Bajo Aragón	Interna	Mujeres	2	África	2010	22
28	Bajo Aragón	Interna	Mujeres	3	América	2010	12
28	Bajo Aragón	Interna	Mujeres	4	Asia	2010	1
29	Comunidad de Teruel	Externa	Hombres	1	Europa	2010	295
29	Comunidad de Teruel	Externa	Hombres	2	África	2010	111
29	Comunidad de Teruel	Externa	Hombres	3	América	2010	87
29	Comunidad de Teruel	Externa	Hombres	4	Asia	2010	20
29	Comunidad de Teruel	Externa	Mujeres	1	Europa	2010	278
29	Comunidad de Teruel	Externa	Mujeres	2	África	2010	43
29	Comunidad de Teruel	Externa	Mujeres	3	América	2010	92
29	Comunidad de Teruel	Externa	Mujeres	4	Asia	2010	9
29	Comunidad de Teruel	Interna	Hombres	1	Europa	2010	347
29	Comunidad de Teruel	Interna	Hombres	2	África	2010	60
29	Comunidad de Teruel	Interna	Hombres	3	América	2010	34
29	Comunidad de Teruel	Interna	Hombres	4	Asia	2010	4
29	Comunidad de Teruel	Interna	Mujeres	1	Europa	2010	343
29	Comunidad de Teruel	Interna	Mujeres	2	África	2010	40
29	Comunidad de Teruel	Interna	Mujeres	3	América	2010	47
30	Maestrazgo	Externa	Hombres	1	Europa	2010	53
30	Maestrazgo	Externa	Hombres	2	África	2010	7
30	Maestrazgo	Externa	Hombres	3	América	2010	4
30	Maestrazgo	Externa	Hombres	4	Asia	2010	9
30	Maestrazgo	Externa	Mujeres	1	Europa	2010	65
30	Maestrazgo	Externa	Mujeres	2	África	2010	3
30	Maestrazgo	Externa	Mujeres	3	América	2010	5
30	Maestrazgo	Externa	Mujeres	4	Asia	2010	1
30	Maestrazgo	Interna	Hombres	1	Europa	2010	33
30	Maestrazgo	Interna	Hombres	2	África	2010	14
30	Maestrazgo	Interna	Hombres	3	América	2010	3
30	Maestrazgo	Interna	Hombres	4	Asia	2010	2
30	Maestrazgo	Interna	Mujeres	1	Europa	2010	28
30	Maestrazgo	Interna	Mujeres	2	África	2010	1
31	Sierra de Albarracín	Externa	Hombres	1	Europa	2010	68
31	Sierra de Albarracín	Externa	Hombres	2	África	2010	6
31	Sierra de Albarracín	Externa	Hombres	3	América	2010	7
31	Sierra de Albarracín	Externa	Mujeres	1	Europa	2010	50
31	Sierra de Albarracín	Externa	Mujeres	2	África	2010	4
31	Sierra de Albarracín	Externa	Mujeres	3	América	2010	10
31	Sierra de Albarracín	Interna	Hombres	1	Europa	2010	52
31	Sierra de Albarracín	Interna	Hombres	2	África	2010	1
31	Sierra de Albarracín	Interna	Hombres	3	América	2010	9
31	Sierra de Albarracín	Interna	Mujeres	1	Europa	2010	50
31	Sierra de Albarracín	Interna	Mujeres	2	África	2010	1
31	Sierra de Albarracín	Interna	Mujeres	3	América	2010	9
32	Gúdar-Javalambre	Externa	Hombres	1	Europa	2010	222
32	Gúdar-Javalambre	Externa	Hombres	2	África	2010	33
32	Gúdar-Javalambre	Externa	Hombres	3	América	2010	23
32	Gúdar-Javalambre	Externa	Hombres	4	Asia	2010	2
32	Gúdar-Javalambre	Externa	Mujeres	1	Europa	2010	149
32	Gúdar-Javalambre	Externa	Mujeres	2	África	2010	21
32	Gúdar-Javalambre	Externa	Mujeres	3	América	2010	37
32	Gúdar-Javalambre	Externa	Mujeres	4	Asia	2010	1
32	Gúdar-Javalambre	Interna	Hombres	1	Europa	2010	62
32	Gúdar-Javalambre	Interna	Hombres	2	África	2010	10
32	Gúdar-Javalambre	Interna	Hombres	3	América	2010	17
32	Gúdar-Javalambre	Interna	Mujeres	1	Europa	2010	60
32	Gúdar-Javalambre	Interna	Mujeres	2	África	2010	14
32	Gúdar-Javalambre	Interna	Mujeres	3	América	2010	18
33	Matarraña / Matarranya	Externa	Hombres	1	Europa	2010	90
33	Matarraña / Matarranya	Externa	Hombres	2	África	2010	22
33	Matarraña / Matarranya	Externa	Hombres	3	América	2010	4
33	Matarraña / Matarranya	Externa	Hombres	4	Asia	2010	4
33	Matarraña / Matarranya	Externa	Mujeres	1	Europa	2010	81
33	Matarraña / Matarranya	Externa	Mujeres	2	África	2010	7
33	Matarraña / Matarranya	Externa	Mujeres	3	América	2010	5
33	Matarraña / Matarranya	Externa	Mujeres	4	Asia	2010	2
33	Matarraña / Matarranya	Interna	Hombres	1	Europa	2010	51
33	Matarraña / Matarranya	Interna	Hombres	2	África	2010	22
33	Matarraña / Matarranya	Interna	Hombres	3	América	2010	1
33	Matarraña / Matarranya	Interna	Mujeres	1	Europa	2010	51
33	Matarraña / Matarranya	Interna	Mujeres	2	África	2010	4
33	Matarraña / Matarranya	Interna	Mujeres	3	América	2010	4
01	La Jacetania	Externa	Hombres	1	Europa	2009	225
01	La Jacetania	Externa	Hombres	2	África	2009	9
01	La Jacetania	Externa	Hombres	3	América	2009	60
01	La Jacetania	Externa	Hombres	4	Asia	2009	3
01	La Jacetania	Externa	Mujeres	1	Europa	2009	169
01	La Jacetania	Externa	Mujeres	2	África	2009	3
01	La Jacetania	Externa	Mujeres	3	América	2009	38
01	La Jacetania	Externa	Mujeres	4	Asia	2009	1
01	La Jacetania	Interna	Hombres	1	Europa	2009	141
01	La Jacetania	Interna	Hombres	2	África	2009	7
01	La Jacetania	Interna	Hombres	3	América	2009	17
01	La Jacetania	Interna	Mujeres	1	Europa	2009	167
01	La Jacetania	Interna	Mujeres	2	África	2009	6
01	La Jacetania	Interna	Mujeres	3	América	2009	28
02	Alto Gállego	Externa	Hombres	1	Europa	2009	108
02	Alto Gállego	Externa	Hombres	2	África	2009	26
02	Alto Gállego	Externa	Hombres	3	América	2009	18
02	Alto Gállego	Externa	Hombres	4	Asia	2009	1
02	Alto Gállego	Externa	Mujeres	1	Europa	2009	119
02	Alto Gállego	Externa	Mujeres	2	África	2009	10
02	Alto Gállego	Externa	Mujeres	3	América	2009	18
02	Alto Gállego	Interna	Hombres	1	Europa	2009	132
02	Alto Gállego	Interna	Hombres	2	África	2009	13
02	Alto Gállego	Interna	Hombres	3	América	2009	17
02	Alto Gállego	Interna	Mujeres	1	Europa	2009	135
02	Alto Gállego	Interna	Mujeres	2	África	2009	16
02	Alto Gállego	Interna	Mujeres	3	América	2009	18
03	Sobrarbe	Externa	Hombres	1	Europa	2009	75
03	Sobrarbe	Externa	Hombres	2	África	2009	4
03	Sobrarbe	Externa	Hombres	3	América	2009	5
03	Sobrarbe	Externa	Mujeres	1	Europa	2009	47
03	Sobrarbe	Externa	Mujeres	3	América	2009	10
03	Sobrarbe	Externa	Mujeres	5	Otros continentes	2009	1
03	Sobrarbe	Interna	Hombres	1	Europa	2009	105
03	Sobrarbe	Interna	Hombres	2	África	2009	3
03	Sobrarbe	Interna	Hombres	3	América	2009	3
03	Sobrarbe	Interna	Mujeres	1	Europa	2009	111
03	Sobrarbe	Interna	Mujeres	3	América	2009	13
04	La Ribagorza	Externa	Hombres	1	Europa	2009	176
04	La Ribagorza	Externa	Hombres	2	África	2009	10
04	La Ribagorza	Externa	Hombres	3	América	2009	26
04	La Ribagorza	Externa	Mujeres	1	Europa	2009	161
04	La Ribagorza	Externa	Mujeres	2	África	2009	2
04	La Ribagorza	Externa	Mujeres	3	América	2009	24
04	La Ribagorza	Interna	Hombres	1	Europa	2009	182
04	La Ribagorza	Interna	Hombres	2	África	2009	7
04	La Ribagorza	Interna	Hombres	3	América	2009	22
04	La Ribagorza	Interna	Mujeres	1	Europa	2009	167
04	La Ribagorza	Interna	Mujeres	2	África	2009	2
04	La Ribagorza	Interna	Mujeres	3	América	2009	26
05	Cinco Villas	Externa	Hombres	1	Europa	2009	184
05	Cinco Villas	Externa	Hombres	2	África	2009	63
05	Cinco Villas	Externa	Hombres	3	América	2009	24
05	Cinco Villas	Externa	Hombres	4	Asia	2009	3
05	Cinco Villas	Externa	Mujeres	1	Europa	2009	179
05	Cinco Villas	Externa	Mujeres	2	África	2009	20
05	Cinco Villas	Externa	Mujeres	3	América	2009	28
05	Cinco Villas	Externa	Mujeres	4	Asia	2009	2
05	Cinco Villas	Interna	Hombres	1	Europa	2009	201
05	Cinco Villas	Interna	Hombres	2	África	2009	29
05	Cinco Villas	Interna	Hombres	3	América	2009	12
05	Cinco Villas	Interna	Hombres	4	Asia	2009	2
05	Cinco Villas	Interna	Mujeres	1	Europa	2009	233
05	Cinco Villas	Interna	Mujeres	2	África	2009	6
05	Cinco Villas	Interna	Mujeres	3	América	2009	33
05	Cinco Villas	Interna	Mujeres	4	Asia	2009	1
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	1	Europa	2009	397
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	2	África	2009	191
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	3	América	2009	67
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	4	Asia	2009	26
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	1	Europa	2009	317
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	2	África	2009	54
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	3	América	2009	89
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	4	Asia	2009	7
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	1	Europa	2009	536
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	2	África	2009	66
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	3	América	2009	29
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	4	Asia	2009	1
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	1	Europa	2009	537
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	2	África	2009	39
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	3	América	2009	36
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	4	Asia	2009	1
07	Somontano de Barbastro	Externa	Hombres	1	Europa	2009	155
07	Somontano de Barbastro	Externa	Hombres	2	África	2009	47
07	Somontano de Barbastro	Externa	Hombres	3	América	2009	20
07	Somontano de Barbastro	Externa	Hombres	4	Asia	2009	5
07	Somontano de Barbastro	Externa	Mujeres	1	Europa	2009	139
07	Somontano de Barbastro	Externa	Mujeres	2	África	2009	10
07	Somontano de Barbastro	Externa	Mujeres	3	América	2009	16
07	Somontano de Barbastro	Externa	Mujeres	4	Asia	2009	3
07	Somontano de Barbastro	Interna	Hombres	1	Europa	2009	185
07	Somontano de Barbastro	Interna	Hombres	2	África	2009	14
07	Somontano de Barbastro	Interna	Hombres	3	América	2009	7
07	Somontano de Barbastro	Interna	Hombres	4	Asia	2009	3
07	Somontano de Barbastro	Interna	Mujeres	1	Europa	2009	174
07	Somontano de Barbastro	Interna	Mujeres	2	África	2009	11
07	Somontano de Barbastro	Interna	Mujeres	3	América	2009	7
07	Somontano de Barbastro	Interna	Mujeres	4	Asia	2009	1
08	Cinca Medio	Externa	Hombres	1	Europa	2009	144
08	Cinca Medio	Externa	Hombres	2	África	2009	106
08	Cinca Medio	Externa	Hombres	3	América	2009	24
08	Cinca Medio	Externa	Hombres	4	Asia	2009	6
08	Cinca Medio	Externa	Mujeres	1	Europa	2009	155
08	Cinca Medio	Externa	Mujeres	2	África	2009	53
08	Cinca Medio	Externa	Mujeres	3	América	2009	20
08	Cinca Medio	Externa	Mujeres	4	Asia	2009	2
08	Cinca Medio	Interna	Hombres	1	Europa	2009	115
08	Cinca Medio	Interna	Hombres	2	África	2009	34
08	Cinca Medio	Interna	Hombres	3	América	2009	8
08	Cinca Medio	Interna	Mujeres	1	Europa	2009	150
08	Cinca Medio	Interna	Mujeres	2	África	2009	21
08	Cinca Medio	Interna	Mujeres	3	América	2009	8
09	La Litera / La Llitera	Externa	Hombres	1	Europa	2009	184
09	La Litera / La Llitera	Externa	Hombres	2	África	2009	147
09	La Litera / La Llitera	Externa	Hombres	3	América	2009	20
09	La Litera / La Llitera	Externa	Hombres	4	Asia	2009	2
09	La Litera / La Llitera	Externa	Mujeres	1	Europa	2009	169
09	La Litera / La Llitera	Externa	Mujeres	2	África	2009	24
09	La Litera / La Llitera	Externa	Mujeres	3	América	2009	17
09	La Litera / La Llitera	Externa	Mujeres	4	Asia	2009	1
09	La Litera / La Llitera	Interna	Hombres	1	Europa	2009	101
09	La Litera / La Llitera	Interna	Hombres	2	África	2009	25
09	La Litera / La Llitera	Interna	Hombres	3	América	2009	2
09	La Litera / La Llitera	Interna	Hombres	4	Asia	2009	1
09	La Litera / La Llitera	Interna	Mujeres	1	Europa	2009	101
09	La Litera / La Llitera	Interna	Mujeres	2	África	2009	6
09	La Litera / La Llitera	Interna	Mujeres	3	América	2009	12
10	Los Monegros	Externa	Hombres	1	Europa	2009	134
10	Los Monegros	Externa	Hombres	2	África	2009	39
10	Los Monegros	Externa	Hombres	3	América	2009	4
10	Los Monegros	Externa	Hombres	4	Asia	2009	2
10	Los Monegros	Externa	Mujeres	1	Europa	2009	120
10	Los Monegros	Externa	Mujeres	2	África	2009	15
10	Los Monegros	Externa	Mujeres	3	América	2009	8
10	Los Monegros	Interna	Hombres	1	Europa	2009	219
10	Los Monegros	Interna	Hombres	2	África	2009	24
10	Los Monegros	Interna	Hombres	3	América	2009	14
10	Los Monegros	Interna	Mujeres	1	Europa	2009	261
10	Los Monegros	Interna	Mujeres	2	África	2009	9
10	Los Monegros	Interna	Mujeres	3	América	2009	11
11	Bajo Cinca / Baix Cinca	Externa	Hombres	1	Europa	2009	243
11	Bajo Cinca / Baix Cinca	Externa	Hombres	2	África	2009	134
11	Bajo Cinca / Baix Cinca	Externa	Hombres	3	América	2009	25
11	Bajo Cinca / Baix Cinca	Externa	Hombres	4	Asia	2009	8
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	1	Europa	2009	274
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	2	África	2009	22
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	3	América	2009	30
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	4	Asia	2009	4
11	Bajo Cinca / Baix Cinca	Interna	Hombres	1	Europa	2009	96
11	Bajo Cinca / Baix Cinca	Interna	Hombres	2	África	2009	20
11	Bajo Cinca / Baix Cinca	Interna	Hombres	3	América	2009	4
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	1	Europa	2009	109
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	2	África	2009	4
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	3	América	2009	1
12	Tarazona y el Moncayo	Externa	Hombres	1	Europa	2009	96
12	Tarazona y el Moncayo	Externa	Hombres	2	África	2009	34
12	Tarazona y el Moncayo	Externa	Hombres	3	América	2009	25
12	Tarazona y el Moncayo	Externa	Hombres	4	Asia	2009	2
12	Tarazona y el Moncayo	Externa	Mujeres	1	Europa	2009	112
12	Tarazona y el Moncayo	Externa	Mujeres	2	África	2009	14
12	Tarazona y el Moncayo	Externa	Mujeres	3	América	2009	27
12	Tarazona y el Moncayo	Interna	Hombres	1	Europa	2009	99
12	Tarazona y el Moncayo	Interna	Hombres	2	África	2009	9
12	Tarazona y el Moncayo	Interna	Hombres	3	América	2009	4
12	Tarazona y el Moncayo	Interna	Hombres	4	Asia	2009	2
12	Tarazona y el Moncayo	Interna	Mujeres	1	Europa	2009	116
12	Tarazona y el Moncayo	Interna	Mujeres	2	África	2009	4
12	Tarazona y el Moncayo	Interna	Mujeres	3	América	2009	7
13	Campo de Borja	Externa	Hombres	1	Europa	2009	111
13	Campo de Borja	Externa	Hombres	2	África	2009	42
13	Campo de Borja	Externa	Hombres	3	América	2009	13
13	Campo de Borja	Externa	Mujeres	1	Europa	2009	80
13	Campo de Borja	Externa	Mujeres	2	África	2009	6
13	Campo de Borja	Externa	Mujeres	3	América	2009	20
13	Campo de Borja	Interna	Hombres	1	Europa	2009	142
13	Campo de Borja	Interna	Hombres	2	África	2009	18
13	Campo de Borja	Interna	Hombres	3	América	2009	7
13	Campo de Borja	Interna	Mujeres	1	Europa	2009	137
13	Campo de Borja	Interna	Mujeres	2	África	2009	7
13	Campo de Borja	Interna	Mujeres	3	América	2009	12
14	Aranda	Externa	Hombres	1	Europa	2009	39
14	Aranda	Externa	Hombres	2	África	2009	14
14	Aranda	Externa	Hombres	3	América	2009	1
14	Aranda	Externa	Mujeres	1	Europa	2009	34
14	Aranda	Externa	Mujeres	2	África	2009	4
14	Aranda	Externa	Mujeres	3	América	2009	2
14	Aranda	Interna	Hombres	1	Europa	2009	73
14	Aranda	Interna	Hombres	2	África	2009	12
14	Aranda	Interna	Hombres	3	América	2009	3
14	Aranda	Interna	Hombres	4	Asia	2009	2
14	Aranda	Interna	Mujeres	1	Europa	2009	80
14	Aranda	Interna	Mujeres	2	África	2009	5
14	Aranda	Interna	Mujeres	3	América	2009	8
