Municipio código	Municipio nombre	Corine Land Cover 2000 nivel 3 descripción	Superficie (has)
50131	Jaulín	Zonas quemadas	0
50131	Jaulín	Zonas verdes urbanas	0
50132	Joyosa (La)	Aeropuertos	0
50132	Joyosa (La)	Arrozales	0
50132	Joyosa (La)	Bosque mixto	0
50132	Joyosa (La)	Bosques de coníferas	0
50132	Joyosa (La)	Bosques de frondosas	0
50132	Joyosa (La)	Cursos de agua	0
50132	Joyosa (La)	Escombreras y vertederos	0
50132	Joyosa (La)	Espacios con vegetación escasa	0
50132	Joyosa (La)	Frutales	0
50132	Joyosa (La)	Glaciares y nieves permanentes	0
50132	Joyosa (La)	Humedales y zonas pantanosas	0
50132	Joyosa (La)	Instalaciones deportivas y recreativas	0
50132	Joyosa (La)	Landas y matorrales mesófilos	0
50132	Joyosa (La)	Láminas de agua	0
50132	Joyosa (La)	Matorral boscoso de transición	0
50132	Joyosa (La)	Mosaico de cultivos	0
50132	Joyosa (La)	Olivares	0
50132	Joyosa (La)	Pastizales naturales	0
50132	Joyosa (La)	Playas, dunas y arenales	0
50132	Joyosa (La)	Prados y praderas	0
50132	Joyosa (La)	Redes viarias, ferroviarias y terrenos asociados	54,322319
50132	Joyosa (La)	Roquedo	0
50132	Joyosa (La)	Tejido urbano continuo	13,996898
50132	Joyosa (La)	Tejido urbano discontinuo	0
50132	Joyosa (La)	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0
50132	Joyosa (La)	Terrenos regados permanentemente	1173,74281
50132	Joyosa (La)	Tierras de labor en secano	0
50132	Joyosa (La)	Turberas y prados turbosos	0
50132	Joyosa (La)	Vegetación esclerófila	0
50132	Joyosa (La)	Viñedos	0
50132	Joyosa (La)	Zonas de extracción minera	0
50132	Joyosa (La)	Zonas en construcción	0
50132	Joyosa (La)	Zonas industriales, comerciales y de transporte	59,669921
50132	Joyosa (La)	Zonas quemadas	0
50132	Joyosa (La)	Zonas verdes urbanas	0
50133	Lagata	Aeropuertos	0
50133	Lagata	Arrozales	0
50133	Lagata	Bosque mixto	0
50133	Lagata	Bosques de coníferas	0
50133	Lagata	Bosques de frondosas	0
50133	Lagata	Cursos de agua	0
50133	Lagata	Escombreras y vertederos	0
50133	Lagata	Espacios con vegetación escasa	0
50133	Lagata	Frutales	0
50133	Lagata	Glaciares y nieves permanentes	0
50133	Lagata	Humedales y zonas pantanosas	0
50133	Lagata	Instalaciones deportivas y recreativas	0
50133	Lagata	Landas y matorrales mesófilos	0
50133	Lagata	Láminas de agua	0
50133	Lagata	Matorral boscoso de transición	0
50133	Lagata	Mosaico de cultivos	262,561985
50133	Lagata	Olivares	0
50133	Lagata	Pastizales naturales	0
50133	Lagata	Playas, dunas y arenales	0
50133	Lagata	Prados y praderas	0
50133	Lagata	Redes viarias, ferroviarias y terrenos asociados	0
50133	Lagata	Roquedo	0
50133	Lagata	Tejido urbano continuo	8,877084
50133	Lagata	Tejido urbano discontinuo	0
50133	Lagata	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	70,292255
50133	Lagata	Terrenos regados permanentemente	0
50133	Lagata	Tierras de labor en secano	3608,373742
50133	Lagata	Turberas y prados turbosos	0
50133	Lagata	Vegetación esclerófila	781,230885
50133	Lagata	Viñedos	0
50133	Lagata	Zonas de extracción minera	0
50133	Lagata	Zonas en construcción	0
50133	Lagata	Zonas industriales, comerciales y de transporte	0
50133	Lagata	Zonas quemadas	0
50133	Lagata	Zonas verdes urbanas	0
50134	Langa del Castillo	Aeropuertos	0
50134	Langa del Castillo	Arrozales	0
50134	Langa del Castillo	Bosque mixto	1,08315
50134	Langa del Castillo	Bosques de coníferas	0
50134	Langa del Castillo	Bosques de frondosas	1477,371393
50134	Langa del Castillo	Cursos de agua	0
50134	Langa del Castillo	Escombreras y vertederos	0
50134	Langa del Castillo	Espacios con vegetación escasa	0
50134	Langa del Castillo	Frutales	0
50134	Langa del Castillo	Glaciares y nieves permanentes	0
50134	Langa del Castillo	Humedales y zonas pantanosas	0
50134	Langa del Castillo	Instalaciones deportivas y recreativas	0
50134	Langa del Castillo	Landas y matorrales mesófilos	0
50134	Langa del Castillo	Láminas de agua	0
50134	Langa del Castillo	Matorral boscoso de transición	141,072824
50134	Langa del Castillo	Mosaico de cultivos	0
50134	Langa del Castillo	Olivares	0
50134	Langa del Castillo	Pastizales naturales	0
50134	Langa del Castillo	Playas, dunas y arenales	0
50134	Langa del Castillo	Prados y praderas	0
50134	Langa del Castillo	Redes viarias, ferroviarias y terrenos asociados	0
50134	Langa del Castillo	Roquedo	0
50134	Langa del Castillo	Tejido urbano continuo	12,120894
50134	Langa del Castillo	Tejido urbano discontinuo	0
50134	Langa del Castillo	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	587,231873
50134	Langa del Castillo	Terrenos regados permanentemente	0
50134	Langa del Castillo	Tierras de labor en secano	7076,157462
50134	Langa del Castillo	Turberas y prados turbosos	0
50134	Langa del Castillo	Vegetación esclerófila	729,995426
50134	Langa del Castillo	Viñedos	0
50134	Langa del Castillo	Zonas de extracción minera	0
50134	Langa del Castillo	Zonas en construcción	0
50134	Langa del Castillo	Zonas industriales, comerciales y de transporte	0
50134	Langa del Castillo	Zonas quemadas	0
50134	Langa del Castillo	Zonas verdes urbanas	0
50135	Layana	Aeropuertos	0
50135	Layana	Arrozales	0
50135	Layana	Bosque mixto	0
50135	Layana	Bosques de coníferas	0
50135	Layana	Bosques de frondosas	77,114729
50135	Layana	Cursos de agua	0
50135	Layana	Escombreras y vertederos	0
50135	Layana	Espacios con vegetación escasa	0
50135	Layana	Frutales	0
50135	Layana	Glaciares y nieves permanentes	0
50135	Layana	Humedales y zonas pantanosas	4,070965
50135	Layana	Instalaciones deportivas y recreativas	0
50135	Layana	Landas y matorrales mesófilos	0
50135	Layana	Láminas de agua	0
50135	Layana	Matorral boscoso de transición	0
50135	Layana	Mosaico de cultivos	0
50135	Layana	Olivares	0
50135	Layana	Pastizales naturales	0
50135	Layana	Playas, dunas y arenales	0
50135	Layana	Prados y praderas	0
50135	Layana	Redes viarias, ferroviarias y terrenos asociados	0
50135	Layana	Roquedo	0
50135	Layana	Tejido urbano continuo	13,176816
50135	Layana	Tejido urbano discontinuo	0
50135	Layana	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0,061471
50135	Layana	Terrenos regados permanentemente	27,272584
50135	Layana	Tierras de labor en secano	616,185655
50135	Layana	Turberas y prados turbosos	0
50135	Layana	Vegetación esclerófila	0
50135	Layana	Viñedos	0
50135	Layana	Zonas de extracción minera	0
50135	Layana	Zonas en construcción	0
50135	Layana	Zonas industriales, comerciales y de transporte	0
50135	Layana	Zonas quemadas	0
50135	Layana	Zonas verdes urbanas	0
50136	Lécera	Aeropuertos	0
50136	Lécera	Arrozales	0
50136	Lécera	Bosque mixto	0
50136	Lécera	Bosques de coníferas	98,181103
50136	Lécera	Bosques de frondosas	213,844586
50136	Lécera	Cursos de agua	0
50136	Lécera	Escombreras y vertederos	0
50136	Lécera	Espacios con vegetación escasa	0
50136	Lécera	Frutales	0
50136	Lécera	Glaciares y nieves permanentes	0
50136	Lécera	Humedales y zonas pantanosas	0
50136	Lécera	Instalaciones deportivas y recreativas	0
50136	Lécera	Landas y matorrales mesófilos	0
50136	Lécera	Láminas de agua	0
50136	Lécera	Matorral boscoso de transición	9,830366
50136	Lécera	Mosaico de cultivos	1280,994425
50136	Lécera	Olivares	0
50136	Lécera	Pastizales naturales	0
50136	Lécera	Playas, dunas y arenales	0
50136	Lécera	Prados y praderas	0
50136	Lécera	Redes viarias, ferroviarias y terrenos asociados	0
50136	Lécera	Roquedo	0
50136	Lécera	Tejido urbano continuo	94,718966
50136	Lécera	Tejido urbano discontinuo	15,744363
50136	Lécera	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1806,656255
50136	Lécera	Terrenos regados permanentemente	0
50136	Lécera	Tierras de labor en secano	13851,341635
50136	Lécera	Turberas y prados turbosos	0
50136	Lécera	Vegetación esclerófila	4211,234376
50136	Lécera	Viñedos	249,162509
50136	Lécera	Zonas de extracción minera	0
50136	Lécera	Zonas en construcción	0
50136	Lécera	Zonas industriales, comerciales y de transporte	8,631688
50136	Lécera	Zonas quemadas	0
50136	Lécera	Zonas verdes urbanas	0
50137	Leciñena	Aeropuertos	0
50137	Leciñena	Arrozales	0
50137	Leciñena	Bosque mixto	26,194093
50137	Leciñena	Bosques de coníferas	5484,092301
50137	Leciñena	Bosques de frondosas	0
50137	Leciñena	Cursos de agua	0
50137	Leciñena	Escombreras y vertederos	0
50137	Leciñena	Espacios con vegetación escasa	59,274075
50137	Leciñena	Frutales	0
50137	Leciñena	Glaciares y nieves permanentes	0
50137	Leciñena	Humedales y zonas pantanosas	134,929883
50137	Leciñena	Instalaciones deportivas y recreativas	0
50137	Leciñena	Landas y matorrales mesófilos	0
50137	Leciñena	Láminas de agua	0
50137	Leciñena	Matorral boscoso de transición	844,746777
50137	Leciñena	Mosaico de cultivos	427,087834
50137	Leciñena	Olivares	0
50137	Leciñena	Pastizales naturales	0
50137	Leciñena	Playas, dunas y arenales	0
50137	Leciñena	Prados y praderas	0
50137	Leciñena	Redes viarias, ferroviarias y terrenos asociados	0
50137	Leciñena	Roquedo	0
50137	Leciñena	Tejido urbano continuo	111,433864
50137	Leciñena	Tejido urbano discontinuo	0
50137	Leciñena	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	4752,285852
50137	Leciñena	Terrenos regados permanentemente	0
50137	Leciñena	Tierras de labor en secano	22468,40448
50137	Leciñena	Turberas y prados turbosos	0
50137	Leciñena	Vegetación esclerófila	1459,642805
50137	Leciñena	Viñedos	0
50137	Leciñena	Zonas de extracción minera	0
50137	Leciñena	Zonas en construcción	0
50137	Leciñena	Zonas industriales, comerciales y de transporte	0
50137	Leciñena	Zonas quemadas	0
50137	Leciñena	Zonas verdes urbanas	0
50138	Lechón	Aeropuertos	0
50138	Lechón	Arrozales	0
50138	Lechón	Bosque mixto	0
50138	Lechón	Bosques de coníferas	0
50138	Lechón	Bosques de frondosas	0
50138	Lechón	Cursos de agua	0
50138	Lechón	Escombreras y vertederos	0
50138	Lechón	Espacios con vegetación escasa	0
50138	Lechón	Frutales	0
50138	Lechón	Glaciares y nieves permanentes	0
50138	Lechón	Humedales y zonas pantanosas	0
50138	Lechón	Instalaciones deportivas y recreativas	0
50138	Lechón	Landas y matorrales mesófilos	0
50138	Lechón	Láminas de agua	0
50138	Lechón	Matorral boscoso de transición	0
50138	Lechón	Mosaico de cultivos	0
50138	Lechón	Olivares	0
50138	Lechón	Pastizales naturales	0
50138	Lechón	Playas, dunas y arenales	0
50138	Lechón	Prados y praderas	0
50138	Lechón	Redes viarias, ferroviarias y terrenos asociados	0
50138	Lechón	Roquedo	0
50138	Lechón	Tejido urbano continuo	5,747755
50138	Lechón	Tejido urbano discontinuo	0
50138	Lechón	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0
50138	Lechón	Terrenos regados permanentemente	0
50138	Lechón	Tierras de labor en secano	3484,713858
50138	Lechón	Turberas y prados turbosos	0
50138	Lechón	Vegetación esclerófila	0
50138	Lechón	Viñedos	0
50138	Lechón	Zonas de extracción minera	0
50138	Lechón	Zonas en construcción	0
50138	Lechón	Zonas industriales, comerciales y de transporte	0
50138	Lechón	Zonas quemadas	0
50138	Lechón	Zonas verdes urbanas	0
50139	Letux	Aeropuertos	0
50139	Letux	Arrozales	0
50139	Letux	Bosque mixto	0
50139	Letux	Bosques de coníferas	0
50139	Letux	Bosques de frondosas	0
50139	Letux	Cursos de agua	0
50139	Letux	Escombreras y vertederos	0
50139	Letux	Espacios con vegetación escasa	0
50139	Letux	Frutales	0
50139	Letux	Glaciares y nieves permanentes	0
50139	Letux	Humedales y zonas pantanosas	0
50139	Letux	Instalaciones deportivas y recreativas	0
50139	Letux	Landas y matorrales mesófilos	0
50139	Letux	Láminas de agua	0
50139	Letux	Matorral boscoso de transición	0
50139	Letux	Mosaico de cultivos	742,3507
50139	Letux	Olivares	236,399321
50139	Letux	Pastizales naturales	0
50139	Letux	Playas, dunas y arenales	0
50139	Letux	Prados y praderas	0
50139	Letux	Redes viarias, ferroviarias y terrenos asociados	0
50139	Letux	Roquedo	0
50139	Letux	Tejido urbano continuo	12,214834
50139	Letux	Tejido urbano discontinuo	0
50139	Letux	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	334,476692
50139	Letux	Terrenos regados permanentemente	0
50139	Letux	Tierras de labor en secano	4694,297332
50139	Letux	Turberas y prados turbosos	0
50139	Letux	Vegetación esclerófila	0
50139	Letux	Viñedos	0
50139	Letux	Zonas de extracción minera	0
50139	Letux	Zonas en construcción	0
50139	Letux	Zonas industriales, comerciales y de transporte	12,167793
50139	Letux	Zonas quemadas	0
50139	Letux	Zonas verdes urbanas	0
50140	Litago	Aeropuertos	0
50140	Litago	Arrozales	0
50140	Litago	Bosque mixto	91,884622
50140	Litago	Bosques de coníferas	356,820512
50140	Litago	Bosques de frondosas	637,838178
50140	Litago	Cursos de agua	0
50140	Litago	Escombreras y vertederos	0
50140	Litago	Espacios con vegetación escasa	0
50140	Litago	Frutales	0
50140	Litago	Glaciares y nieves permanentes	0
50140	Litago	Humedales y zonas pantanosas	0
50140	Litago	Instalaciones deportivas y recreativas	0
50140	Litago	Landas y matorrales mesófilos	32,595744
50140	Litago	Láminas de agua	0
50140	Litago	Matorral boscoso de transición	0
50140	Litago	Mosaico de cultivos	0
50140	Litago	Olivares	0
50140	Litago	Pastizales naturales	77,629104
50140	Litago	Playas, dunas y arenales	0
50140	Litago	Prados y praderas	0
50140	Litago	Redes viarias, ferroviarias y terrenos asociados	0
50140	Litago	Roquedo	0
50140	Litago	Tejido urbano continuo	6,328952
50140	Litago	Tejido urbano discontinuo	0
50140	Litago	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1207,55607
50140	Litago	Terrenos regados permanentemente	148,398006
50140	Litago	Tierras de labor en secano	39,35931
50140	Litago	Turberas y prados turbosos	0
50140	Litago	Vegetación esclerófila	457,873678
50140	Litago	Viñedos	0
50140	Litago	Zonas de extracción minera	0
50140	Litago	Zonas en construcción	0
50140	Litago	Zonas industriales, comerciales y de transporte	0
50140	Litago	Zonas quemadas	0
50140	Litago	Zonas verdes urbanas	0
50141	Lituénigo	Aeropuertos	0
50141	Lituénigo	Arrozales	0
50141	Lituénigo	Bosque mixto	300,522268
50141	Lituénigo	Bosques de coníferas	9,320262
50141	Lituénigo	Bosques de frondosas	832,366478
50141	Lituénigo	Cursos de agua	0
50141	Lituénigo	Escombreras y vertederos	0
50141	Lituénigo	Espacios con vegetación escasa	0
50141	Lituénigo	Frutales	0
50141	Lituénigo	Glaciares y nieves permanentes	0
50141	Lituénigo	Humedales y zonas pantanosas	0
50141	Lituénigo	Instalaciones deportivas y recreativas	0
50141	Lituénigo	Landas y matorrales mesófilos	0
50141	Lituénigo	Láminas de agua	0
50141	Lituénigo	Matorral boscoso de transición	0
50141	Lituénigo	Mosaico de cultivos	0
50141	Lituénigo	Olivares	0
50141	Lituénigo	Pastizales naturales	0
50141	Lituénigo	Playas, dunas y arenales	0
50141	Lituénigo	Prados y praderas	0
50141	Lituénigo	Redes viarias, ferroviarias y terrenos asociados	0
50141	Lituénigo	Roquedo	0
50141	Lituénigo	Tejido urbano continuo	5,674746
50141	Lituénigo	Tejido urbano discontinuo	0
50141	Lituénigo	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	197,611712
50141	Lituénigo	Terrenos regados permanentemente	229,26287
50141	Lituénigo	Tierras de labor en secano	695,148558
50141	Lituénigo	Turberas y prados turbosos	0
50141	Lituénigo	Vegetación esclerófila	0,514824
50141	Lituénigo	Viñedos	0
50141	Lituénigo	Zonas de extracción minera	0
50141	Lituénigo	Zonas en construcción	0
50141	Lituénigo	Zonas industriales, comerciales y de transporte	0
50141	Lituénigo	Zonas quemadas	0
50141	Lituénigo	Zonas verdes urbanas	0
50142	Lobera de Onsella	Aeropuertos	0
50142	Lobera de Onsella	Arrozales	0
50142	Lobera de Onsella	Bosque mixto	83,028577
50142	Lobera de Onsella	Bosques de coníferas	1089,063118
50142	Lobera de Onsella	Bosques de frondosas	367,14093
50142	Lobera de Onsella	Cursos de agua	0
50142	Lobera de Onsella	Escombreras y vertederos	0
50142	Lobera de Onsella	Espacios con vegetación escasa	0
50142	Lobera de Onsella	Frutales	0
50142	Lobera de Onsella	Glaciares y nieves permanentes	0
50142	Lobera de Onsella	Humedales y zonas pantanosas	0
50142	Lobera de Onsella	Instalaciones deportivas y recreativas	0
50142	Lobera de Onsella	Landas y matorrales mesófilos	0
50142	Lobera de Onsella	Láminas de agua	0
50142	Lobera de Onsella	Matorral boscoso de transición	1242,801723
50142	Lobera de Onsella	Mosaico de cultivos	0
50142	Lobera de Onsella	Olivares	0
50142	Lobera de Onsella	Pastizales naturales	0
50142	Lobera de Onsella	Playas, dunas y arenales	0
50142	Lobera de Onsella	Prados y praderas	0
50142	Lobera de Onsella	Redes viarias, ferroviarias y terrenos asociados	0
50142	Lobera de Onsella	Roquedo	0
50142	Lobera de Onsella	Tejido urbano continuo	6,562388
50142	Lobera de Onsella	Tejido urbano discontinuo	0
50142	Lobera de Onsella	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	843,898049
50142	Lobera de Onsella	Terrenos regados permanentemente	0
50142	Lobera de Onsella	Tierras de labor en secano	372,962266
50142	Lobera de Onsella	Turberas y prados turbosos	0
50142	Lobera de Onsella	Vegetación esclerófila	2425,422541
50142	Lobera de Onsella	Viñedos	0
50142	Lobera de Onsella	Zonas de extracción minera	0
50142	Lobera de Onsella	Zonas en construcción	0
50142	Lobera de Onsella	Zonas industriales, comerciales y de transporte	0
50142	Lobera de Onsella	Zonas quemadas	0
50142	Lobera de Onsella	Zonas verdes urbanas	0
50143	Longares	Aeropuertos	0
50143	Longares	Arrozales	0
50143	Longares	Bosque mixto	0
50143	Longares	Bosques de coníferas	0
50143	Longares	Bosques de frondosas	0
50143	Longares	Cursos de agua	0
50143	Longares	Escombreras y vertederos	0
50143	Longares	Espacios con vegetación escasa	0
50143	Longares	Frutales	0
50143	Longares	Glaciares y nieves permanentes	0
50143	Longares	Humedales y zonas pantanosas	0
50143	Longares	Instalaciones deportivas y recreativas	0
50143	Longares	Landas y matorrales mesófilos	0
50143	Longares	Láminas de agua	0
50143	Longares	Matorral boscoso de transición	0
50143	Longares	Mosaico de cultivos	1777,663431
50143	Longares	Olivares	0
50143	Longares	Pastizales naturales	0
50143	Longares	Playas, dunas y arenales	0
50143	Longares	Prados y praderas	0
50143	Longares	Redes viarias, ferroviarias y terrenos asociados	0
50143	Longares	Roquedo	0
50143	Longares	Tejido urbano continuo	61,904704
50143	Longares	Tejido urbano discontinuo	0
50143	Longares	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	385,248949
50143	Longares	Terrenos regados permanentemente	0
50143	Longares	Tierras de labor en secano	2691,009519
50143	Longares	Turberas y prados turbosos	0
50143	Longares	Vegetación esclerófila	198,315878
50143	Longares	Viñedos	4066,761806
50143	Longares	Zonas de extracción minera	0
50143	Longares	Zonas en construcción	0
50143	Longares	Zonas industriales, comerciales y de transporte	9,293368
50143	Longares	Zonas quemadas	0
50143	Longares	Zonas verdes urbanas	0
50144	Longás	Aeropuertos	0
50144	Longás	Arrozales	0
50144	Longás	Bosque mixto	236,353919
50144	Longás	Bosques de coníferas	2872,885814
50144	Longás	Bosques de frondosas	397,467173
50144	Longás	Cursos de agua	0
50144	Longás	Escombreras y vertederos	0
50144	Longás	Espacios con vegetación escasa	0
50144	Longás	Frutales	0
50144	Longás	Glaciares y nieves permanentes	0
50144	Longás	Humedales y zonas pantanosas	0
50144	Longás	Instalaciones deportivas y recreativas	0
50144	Longás	Landas y matorrales mesófilos	0
50144	Longás	Láminas de agua	0
50144	Longás	Matorral boscoso de transición	2569,79934
50144	Longás	Mosaico de cultivos	0
50144	Longás	Olivares	0
50144	Longás	Pastizales naturales	8,412545
50144	Longás	Playas, dunas y arenales	0
50144	Longás	Prados y praderas	0
50144	Longás	Redes viarias, ferroviarias y terrenos asociados	0
50144	Longás	Roquedo	0
50144	Longás	Tejido urbano continuo	2,241309
50144	Longás	Tejido urbano discontinuo	0
50144	Longás	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	271,569351
50144	Longás	Terrenos regados permanentemente	0
50144	Longás	Tierras de labor en secano	123,515707
50144	Longás	Turberas y prados turbosos	0
50144	Longás	Vegetación esclerófila	3365,844974
50144	Longás	Viñedos	0
50144	Longás	Zonas de extracción minera	0
50144	Longás	Zonas en construcción	0
50144	Longás	Zonas industriales, comerciales y de transporte	0
50144	Longás	Zonas quemadas	0
50144	Longás	Zonas verdes urbanas	0
50146	Lucena de Jalón	Aeropuertos	0
50146	Lucena de Jalón	Arrozales	0
50146	Lucena de Jalón	Bosque mixto	0
50146	Lucena de Jalón	Bosques de coníferas	0
50146	Lucena de Jalón	Bosques de frondosas	0
50146	Lucena de Jalón	Cursos de agua	0
50146	Lucena de Jalón	Escombreras y vertederos	0
50146	Lucena de Jalón	Espacios con vegetación escasa	0
50146	Lucena de Jalón	Frutales	782,765588
50146	Lucena de Jalón	Glaciares y nieves permanentes	0
50146	Lucena de Jalón	Humedales y zonas pantanosas	0
50146	Lucena de Jalón	Instalaciones deportivas y recreativas	0
50146	Lucena de Jalón	Landas y matorrales mesófilos	0
50146	Lucena de Jalón	Láminas de agua	0
50146	Lucena de Jalón	Matorral boscoso de transición	0
50146	Lucena de Jalón	Mosaico de cultivos	357,60855
50146	Lucena de Jalón	Olivares	0
50146	Lucena de Jalón	Pastizales naturales	0
50146	Lucena de Jalón	Playas, dunas y arenales	0
50146	Lucena de Jalón	Prados y praderas	0
50146	Lucena de Jalón	Redes viarias, ferroviarias y terrenos asociados	0
50146	Lucena de Jalón	Roquedo	0
50146	Lucena de Jalón	Tejido urbano continuo	62,348612
50146	Lucena de Jalón	Tejido urbano discontinuo	0
50146	Lucena de Jalón	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0
50146	Lucena de Jalón	Terrenos regados permanentemente	569,85471
50146	Lucena de Jalón	Tierras de labor en secano	284,25312
50146	Lucena de Jalón	Turberas y prados turbosos	0
50146	Lucena de Jalón	Vegetación esclerófila	0
50146	Lucena de Jalón	Viñedos	0
50146	Lucena de Jalón	Zonas de extracción minera	0
50146	Lucena de Jalón	Zonas en construcción	0
50146	Lucena de Jalón	Zonas industriales, comerciales y de transporte	0
50146	Lucena de Jalón	Zonas quemadas	0
50146	Lucena de Jalón	Zonas verdes urbanas	0
50147	Luceni	Aeropuertos	0
50147	Luceni	Arrozales	0
50147	Luceni	Bosque mixto	0
50147	Luceni	Bosques de coníferas	0
50147	Luceni	Bosques de frondosas	132,856046
50147	Luceni	Cursos de agua	108,483553
50147	Luceni	Escombreras y vertederos	0
50147	Luceni	Espacios con vegetación escasa	0
50147	Luceni	Frutales	0
50147	Luceni	Glaciares y nieves permanentes	0
50147	Luceni	Humedales y zonas pantanosas	0
50147	Luceni	Instalaciones deportivas y recreativas	0
50147	Luceni	Landas y matorrales mesófilos	0
50147	Luceni	Láminas de agua	0
50147	Luceni	Matorral boscoso de transición	0
50147	Luceni	Mosaico de cultivos	0
50147	Luceni	Olivares	0
50147	Luceni	Pastizales naturales	0
50147	Luceni	Playas, dunas y arenales	0
50147	Luceni	Prados y praderas	0
50147	Luceni	Redes viarias, ferroviarias y terrenos asociados	38,34773
50147	Luceni	Roquedo	0
50147	Luceni	Tejido urbano continuo	115,246867
50147	Luceni	Tejido urbano discontinuo	0
50147	Luceni	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0
50147	Luceni	Terrenos regados permanentemente	3344,179677
50147	Luceni	Tierras de labor en secano	1488,795173
50147	Luceni	Turberas y prados turbosos	0
50147	Luceni	Vegetación esclerófila	166,271403
50147	Luceni	Viñedos	0
50147	Luceni	Zonas de extracción minera	0
50147	Luceni	Zonas en construcción	0
50147	Luceni	Zonas industriales, comerciales y de transporte	21,306942
50147	Luceni	Zonas quemadas	0
50147	Luceni	Zonas verdes urbanas	0
50148	Luesia	Aeropuertos	0
50148	Luesia	Arrozales	0
50148	Luesia	Bosque mixto	1176,682938
50148	Luesia	Bosques de coníferas	3851,884598
50148	Luesia	Bosques de frondosas	2160,530857
50148	Luesia	Cursos de agua	0
50148	Luesia	Escombreras y vertederos	0
50148	Luesia	Espacios con vegetación escasa	240,524294
50148	Luesia	Frutales	0
50148	Luesia	Glaciares y nieves permanentes	0
50148	Luesia	Humedales y zonas pantanosas	0
50148	Luesia	Instalaciones deportivas y recreativas	0
50148	Luesia	Landas y matorrales mesófilos	0
50148	Luesia	Láminas de agua	0
50148	Luesia	Matorral boscoso de transición	6569,968623
50148	Luesia	Mosaico de cultivos	0
50148	Luesia	Olivares	0
50148	Luesia	Pastizales naturales	65,690294
50148	Luesia	Playas, dunas y arenales	161,293037
50148	Luesia	Prados y praderas	0
50148	Luesia	Redes viarias, ferroviarias y terrenos asociados	0
50148	Luesia	Roquedo	0
50148	Luesia	Tejido urbano continuo	8,985128
50148	Luesia	Tejido urbano discontinuo	0
50148	Luesia	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	2223,639169
50148	Luesia	Terrenos regados permanentemente	147,636405
50148	Luesia	Tierras de labor en secano	5347,772611
50148	Luesia	Turberas y prados turbosos	0
50148	Luesia	Vegetación esclerófila	3405,6464
50148	Luesia	Viñedos	0
50148	Luesia	Zonas de extracción minera	0
50148	Luesia	Zonas en construcción	0
50148	Luesia	Zonas industriales, comerciales y de transporte	0
50148	Luesia	Zonas quemadas	0
50148	Luesia	Zonas verdes urbanas	0
50149	Luesma	Aeropuertos	0
50149	Luesma	Arrozales	0
50149	Luesma	Bosque mixto	0
50149	Luesma	Bosques de coníferas	515,778125
50149	Luesma	Bosques de frondosas	2333,276422
50149	Luesma	Cursos de agua	0
50149	Luesma	Escombreras y vertederos	0
50149	Luesma	Espacios con vegetación escasa	0
50149	Luesma	Frutales	0
50149	Luesma	Glaciares y nieves permanentes	0
50149	Luesma	Humedales y zonas pantanosas	0
50149	Luesma	Instalaciones deportivas y recreativas	0
50149	Luesma	Landas y matorrales mesófilos	0
50149	Luesma	Láminas de agua	0
50149	Luesma	Matorral boscoso de transición	330,588056
50149	Luesma	Mosaico de cultivos	0
50149	Luesma	Olivares	0
50149	Luesma	Pastizales naturales	0
50149	Luesma	Playas, dunas y arenales	0
50149	Luesma	Prados y praderas	0
50149	Luesma	Redes viarias, ferroviarias y terrenos asociados	0
50149	Luesma	Roquedo	0
50149	Luesma	Tejido urbano continuo	6,575236
50149	Luesma	Tejido urbano discontinuo	0
50149	Luesma	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	175,932467
50149	Luesma	Terrenos regados permanentemente	0
50149	Luesma	Tierras de labor en secano	1680,426845
50149	Luesma	Turberas y prados turbosos	0
50149	Luesma	Vegetación esclerófila	780,419348
50149	Luesma	Viñedos	0
50149	Luesma	Zonas de extracción minera	55,409673
50149	Luesma	Zonas en construcción	0
50149	Luesma	Zonas industriales, comerciales y de transporte	0
50149	Luesma	Zonas quemadas	0
50149	Luesma	Zonas verdes urbanas	0
50150	Lumpiaque	Aeropuertos	0
50150	Lumpiaque	Arrozales	0
50150	Lumpiaque	Bosque mixto	0
50150	Lumpiaque	Bosques de coníferas	0
50150	Lumpiaque	Bosques de frondosas	0
50150	Lumpiaque	Cursos de agua	0
50150	Lumpiaque	Escombreras y vertederos	0
50150	Lumpiaque	Espacios con vegetación escasa	734,402537
50150	Lumpiaque	Frutales	0
