Mes y año	'Aragón'	Nivel formativo grupo IAEST código	Nivel formativo grupo IAEST descripción	Sexo	Nº parados
Marzo 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3449
Marzo 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3123
Marzo 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	6447
Febrero 2012	Aragón	10	Educación Primaria o inferior	Hombres	11259
Febrero 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7946
Febrero 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	30556
Febrero 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25596
Febrero 2012	Aragón	31	Bachillerato	Hombres	4358
Febrero 2012	Aragón	31	Bachillerato	Mujeres	5035
Febrero 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3403
Febrero 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4681
Febrero 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2314
Febrero 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3384
Febrero 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3094
Febrero 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	6287
Enero 2012	Aragón	10	Educación Primaria o inferior	Hombres	10966
Enero 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7808
Enero 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	29878
Enero 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25235
Enero 2012	Aragón	31	Bachillerato	Hombres	4297
Enero 2012	Aragón	31	Bachillerato	Mujeres	4908
Enero 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3228
Enero 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4475
Enero 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2200
Enero 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3300
Enero 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3146
Enero 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	6312
Diciembre 2011	Aragón	10	Educación Primaria o inferior	Hombres	10671
Diciembre 2011	Aragón	10	Educación Primaria o inferior	Mujeres	7607
Diciembre 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	29313
Diciembre 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	24441
Diciembre 2011	Aragón	31	Bachillerato	Hombres	4200
Diciembre 2011	Aragón	31	Bachillerato	Mujeres	4715
Diciembre 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	3088
Diciembre 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	4073
Diciembre 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	2135
Diciembre 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3025
Diciembre 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2976
Diciembre 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5738
Noviembre 2011	Aragón	10	Educación Primaria o inferior	Hombres	10481
Noviembre 2011	Aragón	10	Educación Primaria o inferior	Mujeres	7688
Noviembre 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	28200
Noviembre 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	24427
Noviembre 2011	Aragón	31	Bachillerato	Hombres	4066
Noviembre 2011	Aragón	31	Bachillerato	Mujeres	4739
Noviembre 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2914
Noviembre 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	4212
Noviembre 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1993
Noviembre 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2981
Noviembre 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2799
Noviembre 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5578
Octubre 2011	Aragón	10	Educación Primaria o inferior	Hombres	10470
Octubre 2011	Aragón	10	Educación Primaria o inferior	Mujeres	7363
Octubre 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	27319
Octubre 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	23777
Octubre 2011	Aragón	31	Bachillerato	Hombres	3922
Octubre 2011	Aragón	31	Bachillerato	Mujeres	4656
Octubre 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2752
Octubre 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	4136
Octubre 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1929
Octubre 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2950
Octubre 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2785
Octubre 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5589
Septiembre 2011	Aragón	10	Educación Primaria o inferior	Hombres	9955
Septiembre 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6964
Septiembre 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	26182
Septiembre 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	23117
Septiembre 2011	Aragón	31	Bachillerato	Hombres	3922
Septiembre 2011	Aragón	31	Bachillerato	Mujeres	4655
Septiembre 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2607
Septiembre 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	3824
Septiembre 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1933
Septiembre 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2906
Septiembre 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2862
Septiembre 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5774
Agosto 2011	Aragón	10	Educación Primaria o inferior	Hombres	9681
Agosto 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6426
Agosto 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	25941
Agosto 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	22332
Agosto 2011	Aragón	31	Bachillerato	Hombres	3831
Agosto 2011	Aragón	31	Bachillerato	Mujeres	4635
Agosto 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2563
Agosto 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	3594
Agosto 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1962
Agosto 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2935
Agosto 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2922
Agosto 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5893
Julio 2011	Aragón	10	Educación Primaria o inferior	Hombres	9697
Julio 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6518
Julio 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	26024
Julio 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	22550
Julio 2011	Aragón	31	Bachillerato	Hombres	3784
Julio 2011	Aragón	31	Bachillerato	Mujeres	4523
Julio 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2491
Julio 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	3517
Julio 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1870
Julio 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2723
Julio 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2763
Julio 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5412
Junio 2011	Aragón	10	Educación Primaria o inferior	Hombres	9506
Junio 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6579
Junio 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	25930
Junio 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	22946
Junio 2011	Aragón	31	Bachillerato	Hombres	3735
Junio 2011	Aragón	31	Bachillerato	Mujeres	4515
Junio 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2503
Junio 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	3646
Junio 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1791
Junio 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2610
Junio 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2549
Junio 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	4961
Mayo 2011	Aragón	10	Educación Primaria o inferior	Hombres	9484
Mayo 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6559
Mayo 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	26611
Mayo 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	23197
Mayo 2011	Aragón	31	Bachillerato	Hombres	3839
Mayo 2011	Aragón	31	Bachillerato	Mujeres	4542
Mayo 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2561
Mayo 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	3896
Mayo 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1722
Mayo 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2572
Mayo 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2570
Mayo 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	4932
Abril 2011	Aragón	10	Educación Primaria o inferior	Hombres	10348
Abril 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6896
Abril 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	28516
Abril 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	24104
Abril 2011	Aragón	31	Bachillerato	Hombres	4001
Abril 2011	Aragón	31	Bachillerato	Mujeres	4705
Abril 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2757
Abril 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	4070
Abril 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1862
Abril 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2743
Abril 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2679
Abril 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5119
Marzo 2011	Aragón	10	Educación Primaria o inferior	Hombres	10397
Marzo 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6824
Marzo 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	28874
Marzo 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	24426
Marzo 2011	Aragón	31	Bachillerato	Hombres	3979
Marzo 2011	Aragón	31	Bachillerato	Mujeres	4755
Marzo 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2804
Marzo 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	4200
Marzo 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1868
Marzo 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2824
Marzo 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2662
Marzo 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5227
Febrero 2011	Aragón	10	Educación Primaria o inferior	Hombres	10216
Febrero 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6566
Febrero 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	28479
Febrero 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	24003
Febrero 2011	Aragón	31	Bachillerato	Hombres	3923
Febrero 2011	Aragón	31	Bachillerato	Mujeres	4690
Febrero 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2735
Febrero 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	4181
Febrero 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1832
Febrero 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2768
Febrero 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2654
Febrero 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5236
Enero 2011	Aragón	10	Educación Primaria o inferior	Hombres	9974
Enero 2011	Aragón	10	Educación Primaria o inferior	Mujeres	6417
Enero 2011	Aragón	20	Primera etapa de educación secundaria	Hombres	27968
Enero 2011	Aragón	20	Primera etapa de educación secundaria	Mujeres	23392
Enero 2011	Aragón	31	Bachillerato	Hombres	3878
Enero 2011	Aragón	31	Bachillerato	Mujeres	4621
Enero 2011	Aragón	32	Enseñanza media de formación profesional	Hombres	2684
Enero 2011	Aragón	32	Enseñanza media de formación profesional	Mujeres	3994
Enero 2011	Aragón	41	Enseñanza superior de formación profesional	Hombres	1795
Enero 2011	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2704
Enero 2011	Aragón	42	Enseñanza superior universitaria	Hombres	2593
Enero 2011	Aragón	42	Enseñanza superior universitaria	Mujeres	5259
Diciembre 2010	Aragón	10	Educación Primaria o inferior	Hombres	9930
Diciembre 2010	Aragón	10	Educación Primaria o inferior	Mujeres	6271
Diciembre 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	27809
Diciembre 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	22587
Diciembre 2010	Aragón	31	Bachillerato	Hombres	3820
Diciembre 2010	Aragón	31	Bachillerato	Mujeres	4450
Diciembre 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2562
Diciembre 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3599
Diciembre 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1714
Diciembre 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2498
Diciembre 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2584
Diciembre 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4845
Noviembre 2010	Aragón	10	Educación Primaria o inferior	Hombres	9644
Noviembre 2010	Aragón	10	Educación Primaria o inferior	Mujeres	6342
Noviembre 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	26861
Noviembre 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	22837
Noviembre 2010	Aragón	31	Bachillerato	Hombres	3720
Noviembre 2010	Aragón	31	Bachillerato	Mujeres	4509
Noviembre 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2467
Noviembre 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3705
Noviembre 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1635
Noviembre 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2524
Noviembre 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2463
Noviembre 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4816
Octubre 2010	Aragón	10	Educación Primaria o inferior	Hombres	9304
Octubre 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5969
Octubre 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	26580
Octubre 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	22419
Octubre 2010	Aragón	31	Bachillerato	Hombres	3698
Octubre 2010	Aragón	31	Bachillerato	Mujeres	4540
Octubre 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2382
Octubre 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3683
Octubre 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1628
Octubre 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2521
Octubre 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2443
Octubre 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4932
Septiembre 2010	Aragón	10	Educación Primaria o inferior	Hombres	8878
Septiembre 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5485
Septiembre 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	26092
Septiembre 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	21779
Septiembre 2010	Aragón	31	Bachillerato	Hombres	3722
Septiembre 2010	Aragón	31	Bachillerato	Mujeres	4587
Septiembre 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2397
Septiembre 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3427
Septiembre 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1699
Septiembre 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2490
Septiembre 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2508
Septiembre 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	5030
Agosto 2010	Aragón	10	Educación Primaria o inferior	Hombres	8948
Agosto 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5240
Agosto 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	26418
Agosto 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	21540
Agosto 2010	Aragón	31	Bachillerato	Hombres	3828
Agosto 2010	Aragón	31	Bachillerato	Mujeres	4725
Agosto 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2397
Agosto 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3351
Agosto 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1814
Agosto 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2595
Agosto 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2621
Agosto 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	5426
Julio 2010	Aragón	10	Educación Primaria o inferior	Hombres	9159
Julio 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5340
Julio 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	26456
Julio 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	21679
Julio 2010	Aragón	31	Bachillerato	Hombres	3803
Julio 2010	Aragón	31	Bachillerato	Mujeres	4583
Julio 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2324
Julio 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3257
Julio 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1751
Julio 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2515
Julio 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2526
Julio 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	5047
Junio 2010	Aragón	10	Educación Primaria o inferior	Hombres	9216
Junio 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5413
Junio 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	27410
Junio 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	22416
Junio 2010	Aragón	31	Bachillerato	Hombres	3819
Junio 2010	Aragón	31	Bachillerato	Mujeres	4593
Junio 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2484
Junio 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3536
Junio 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1807
Junio 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2557
Junio 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2420
Junio 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4823
Mayo 2010	Aragón	10	Educación Primaria o inferior	Hombres	9562
Mayo 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5537
Mayo 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	28535
Mayo 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	22773
Mayo 2010	Aragón	31	Bachillerato	Hombres	4067
Mayo 2010	Aragón	31	Bachillerato	Mujeres	4806
Mayo 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2579
Mayo 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3866
Mayo 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1816
Mayo 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2626
Mayo 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2424
Mayo 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4823
Abril 2010	Aragón	10	Educación Primaria o inferior	Hombres	10348
Abril 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5730
Abril 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	29599
Abril 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	23149
Abril 2010	Aragón	31	Bachillerato	Hombres	4085
Abril 2010	Aragón	31	Bachillerato	Mujeres	4801
Abril 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2654
Abril 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3926
Abril 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1872
Abril 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2654
Abril 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2421
Abril 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4843
Marzo 2010	Aragón	10	Educación Primaria o inferior	Hombres	10332
Marzo 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5651
Marzo 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	29684
Marzo 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	23133
Marzo 2010	Aragón	31	Bachillerato	Hombres	4089
Marzo 2010	Aragón	31	Bachillerato	Mujeres	4717
Marzo 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2708
Marzo 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3880
Marzo 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1829
Marzo 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2653
Marzo 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2393
Marzo 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4764
Febrero 2010	Aragón	10	Educación Primaria o inferior	Hombres	10073
Febrero 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5478
Febrero 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	28854
Febrero 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	22615
Febrero 2010	Aragón	31	Bachillerato	Hombres	4024
Febrero 2010	Aragón	31	Bachillerato	Mujeres	4661
Febrero 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2622
Febrero 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3866
Febrero 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1744
Febrero 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2522
Febrero 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2315
Febrero 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4631
Enero 2010	Aragón	10	Educación Primaria o inferior	Hombres	9817
Enero 2010	Aragón	10	Educación Primaria o inferior	Mujeres	5249
Enero 2010	Aragón	20	Primera etapa de educación secundaria	Hombres	28230
Enero 2010	Aragón	20	Primera etapa de educación secundaria	Mujeres	21963
Enero 2010	Aragón	31	Bachillerato	Hombres	3967
Enero 2010	Aragón	31	Bachillerato	Mujeres	4574
Enero 2010	Aragón	32	Enseñanza media de formación profesional	Hombres	2596
Enero 2010	Aragón	32	Enseñanza media de formación profesional	Mujeres	3727
Enero 2010	Aragón	41	Enseñanza superior de formación profesional	Hombres	1710
Enero 2010	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2482
Enero 2010	Aragón	42	Enseñanza superior universitaria	Hombres	2414
Enero 2010	Aragón	42	Enseñanza superior universitaria	Mujeres	4543
Diciembre 2009	Aragón	10	Educación Primaria o inferior	Hombres	9558
Diciembre 2009	Aragón	10	Educación Primaria o inferior	Mujeres	5022
Diciembre 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	27539
Diciembre 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	21057
Diciembre 2009	Aragón	31	Bachillerato	Hombres	3886
Diciembre 2009	Aragón	31	Bachillerato	Mujeres	4267
Diciembre 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2514
Diciembre 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3381
Diciembre 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1705
Diciembre 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2304
Diciembre 2009	Aragón	42	Enseñanza superior universitaria	Hombres	2205
Diciembre 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	4185
Noviembre 2009	Aragón	10	Educación Primaria o inferior	Hombres	9063
Noviembre 2009	Aragón	10	Educación Primaria o inferior	Mujeres	5033
Noviembre 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	26044
Noviembre 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	21145
Noviembre 2009	Aragón	31	Bachillerato	Hombres	3810
Noviembre 2009	Aragón	31	Bachillerato	Mujeres	4303
Noviembre 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2384
Noviembre 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3340
Noviembre 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1593
Noviembre 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2271
Noviembre 2009	Aragón	42	Enseñanza superior universitaria	Hombres	2104
Noviembre 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	4106
Octubre 2009	Aragón	10	Educación Primaria o inferior	Hombres	8805
Octubre 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4787
Octubre 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	25444
Octubre 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	20782
Octubre 2009	Aragón	31	Bachillerato	Hombres	3812
Octubre 2009	Aragón	31	Bachillerato	Mujeres	4261
Octubre 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2390
Octubre 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3295
Octubre 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1632
Octubre 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2239
Octubre 2009	Aragón	42	Enseñanza superior universitaria	Hombres	2103
Octubre 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	4170
Septiembre 2009	Aragón	10	Educación Primaria o inferior	Hombres	8444
Septiembre 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4422
Septiembre 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	24700
Septiembre 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	20038
Septiembre 2009	Aragón	31	Bachillerato	Hombres	3782
Septiembre 2009	Aragón	31	Bachillerato	Mujeres	4285
Septiembre 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2311
Septiembre 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3101
Septiembre 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1630
Septiembre 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2229
Septiembre 2009	Aragón	42	Enseñanza superior universitaria	Hombres	2134
Septiembre 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	4370
Agosto 2009	Aragón	10	Educación Primaria o inferior	Hombres	8184
Agosto 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4072
Agosto 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	24546
Agosto 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	19575
Agosto 2009	Aragón	31	Bachillerato	Hombres	3836
Agosto 2009	Aragón	31	Bachillerato	Mujeres	4300
Agosto 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2352
Agosto 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	3028
Agosto 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1746
Agosto 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2334
Agosto 2009	Aragón	42	Enseñanza superior universitaria	Hombres	2215
Agosto 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	4542
Julio 2009	Aragón	10	Educación Primaria o inferior	Hombres	8237
Julio 2009	Aragón	10	Educación Primaria o inferior	Mujeres	4105
Julio 2009	Aragón	20	Primera etapa de educación secundaria	Hombres	24334
Julio 2009	Aragón	20	Primera etapa de educación secundaria	Mujeres	19289
Julio 2009	Aragón	31	Bachillerato	Hombres	3730
Julio 2009	Aragón	31	Bachillerato	Mujeres	4137
Julio 2009	Aragón	32	Enseñanza media de formación profesional	Hombres	2295
Julio 2009	Aragón	32	Enseñanza media de formación profesional	Mujeres	2844
Julio 2009	Aragón	41	Enseñanza superior de formación profesional	Hombres	1642
Julio 2009	Aragón	41	Enseñanza superior de formación profesional	Mujeres	2189
Julio 2009	Aragón	42	Enseñanza superior universitaria	Hombres	2090
Julio 2009	Aragón	42	Enseñanza superior universitaria	Mujeres	4278
