Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Grupo de tipo de jornada	CCAA nombre
Agosto 2006	200608	Agosto	2006	Hombres	61	3 - Fijos Discontinuos	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	58	3 - Fijos Discontinuos	Aragón
Julio 2006	200607	Julio	2006	Hombres	22860	1 - Jornada Completa	Aragón
Julio 2006	200607	Julio	2006	Mujeres	14242	1 - Jornada Completa	Aragón
Julio 2006	200607	Julio	2006	Hombres	3637	2 - Jornada Parcial	Aragón
Julio 2006	200607	Julio	2006	Mujeres	7150	2 - Jornada Parcial	Aragón
Julio 2006	200607	Julio	2006	Hombres	101	3 - Fijos Discontinuos	Aragón
Julio 2006	200607	Julio	2006	Mujeres	122	3 - Fijos Discontinuos	Aragón
Junio 2006	200606	Junio	2006	Hombres	22602	1 - Jornada Completa	Aragón
Junio 2006	200606	Junio	2006	Mujeres	13627	1 - Jornada Completa	Aragón
Junio 2006	200606	Junio	2006	Hombres	3699	2 - Jornada Parcial	Aragón
Junio 2006	200606	Junio	2006	Mujeres	6773	2 - Jornada Parcial	Aragón
Junio 2006	200606	Junio	2006	Hombres	109	3 - Fijos Discontinuos	Aragón
Junio 2006	200606	Junio	2006	Mujeres	92	3 - Fijos Discontinuos	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	23596	1 - Jornada Completa	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	13119	1 - Jornada Completa	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	3540	2 - Jornada Parcial	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	6544	2 - Jornada Parcial	Aragón
Mayo 2006	200605	Mayo	2006	Hombres	108	3 - Fijos Discontinuos	Aragón
Mayo 2006	200605	Mayo	2006	Mujeres	95	3 - Fijos Discontinuos	Aragón
Abril 2006	200604	Abril	2006	Hombres	15205	1 - Jornada Completa	Aragón
Abril 2006	200604	Abril	2006	Mujeres	9196	1 - Jornada Completa	Aragón
Abril 2006	200604	Abril	2006	Hombres	2584	2 - Jornada Parcial	Aragón
Abril 2006	200604	Abril	2006	Mujeres	5144	2 - Jornada Parcial	Aragón
Abril 2006	200604	Abril	2006	Hombres	49	3 - Fijos Discontinuos	Aragón
Abril 2006	200604	Abril	2006	Mujeres	147	3 - Fijos Discontinuos	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	17977	1 - Jornada Completa	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	10219	1 - Jornada Completa	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	3283	2 - Jornada Parcial	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	6239	2 - Jornada Parcial	Aragón
Marzo 2006	200603	Marzo	2006	Hombres	69	3 - Fijos Discontinuos	Aragón
Marzo 2006	200603	Marzo	2006	Mujeres	128	3 - Fijos Discontinuos	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	16728	1 - Jornada Completa	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	9689	1 - Jornada Completa	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	2952	2 - Jornada Parcial	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	5753	2 - Jornada Parcial	Aragón
Febrero 2006	200602	Febrero	2006	Hombres	57	3 - Fijos Discontinuos	Aragón
Febrero 2006	200602	Febrero	2006	Mujeres	100	3 - Fijos Discontinuos	Aragón
Enero 2006	200601	Enero	2006	Hombres	17033	1 - Jornada Completa	Aragón
Enero 2006	200601	Enero	2006	Mujeres	9708	1 - Jornada Completa	Aragón
Enero 2006	200601	Enero	2006	Hombres	2791	2 - Jornada Parcial	Aragón
Enero 2006	200601	Enero	2006	Mujeres	5994	2 - Jornada Parcial	Aragón
Enero 2006	200601	Enero	2006	Hombres	83	3 - Fijos Discontinuos	Aragón
Enero 2006	200601	Enero	2006	Mujeres	124	3 - Fijos Discontinuos	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	12724	1 - Jornada Completa	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	9150	1 - Jornada Completa	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	2818	2 - Jornada Parcial	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	5855	2 - Jornada Parcial	Aragón
Diciembre 2005	200512	Diciembre	2005	Hombres	130	3 - Fijos Discontinuos	Aragón
Diciembre 2005	200512	Diciembre	2005	Mujeres	153	3 - Fijos Discontinuos	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	16616	1 - Jornada Completa	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	9888	1 - Jornada Completa	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	3458	2 - Jornada Parcial	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	6998	2 - Jornada Parcial	Aragón
Noviembre 2005	200511	Noviembre	2005	Hombres	40	3 - Fijos Discontinuos	Aragón
Noviembre 2005	200511	Noviembre	2005	Mujeres	107	3 - Fijos Discontinuos	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	16443	1 - Jornada Completa	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	10765	1 - Jornada Completa	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	3793	2 - Jornada Parcial	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	8002	2 - Jornada Parcial	Aragón
Octubre 2005	200510	Octubre	2005	Hombres	29	3 - Fijos Discontinuos	Aragón
Octubre 2005	200510	Octubre	2005	Mujeres	80	3 - Fijos Discontinuos	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	19790	1 - Jornada Completa	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	11825	1 - Jornada Completa	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	3815	2 - Jornada Parcial	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	8471	2 - Jornada Parcial	Aragón
Septiembre 2005	200509	Septiembre	2005	Hombres	52	3 - Fijos Discontinuos	Aragón
Septiembre 2005	200509	Septiembre	2005	Mujeres	164	3 - Fijos Discontinuos	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	17482	1 - Jornada Completa	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	9658	1 - Jornada Completa	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	2412	2 - Jornada Parcial	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	5127	2 - Jornada Parcial	Aragón
Agosto 2005	200508	Agosto	2005	Hombres	68	3 - Fijos Discontinuos	Aragón
Agosto 2005	200508	Agosto	2005	Mujeres	59	3 - Fijos Discontinuos	Aragón
Julio 2005	200507	Julio	2005	Hombres	20769	1 - Jornada Completa	Aragón
Julio 2005	200507	Julio	2005	Mujeres	12875	1 - Jornada Completa	Aragón
Julio 2005	200507	Julio	2005	Hombres	3459	2 - Jornada Parcial	Aragón
Julio 2005	200507	Julio	2005	Mujeres	6551	2 - Jornada Parcial	Aragón
Julio 2005	200507	Julio	2005	Hombres	115	3 - Fijos Discontinuos	Aragón
Julio 2005	200507	Julio	2005	Mujeres	110	3 - Fijos Discontinuos	Aragón
Junio 2005	200506	Junio	2005	Hombres	22225	1 - Jornada Completa	Aragón
Junio 2005	200506	Junio	2005	Mujeres	12783	1 - Jornada Completa	Aragón
Junio 2005	200506	Junio	2005	Hombres	3680	2 - Jornada Parcial	Aragón
Junio 2005	200506	Junio	2005	Mujeres	6570	2 - Jornada Parcial	Aragón
Junio 2005	200506	Junio	2005	Hombres	393	3 - Fijos Discontinuos	Aragón
Junio 2005	200506	Junio	2005	Mujeres	150	3 - Fijos Discontinuos	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	20549	1 - Jornada Completa	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	11198	1 - Jornada Completa	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	3236	2 - Jornada Parcial	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	6202	2 - Jornada Parcial	Aragón
Mayo 2005	200505	Mayo	2005	Hombres	68	3 - Fijos Discontinuos	Aragón
Mayo 2005	200505	Mayo	2005	Mujeres	92	3 - Fijos Discontinuos	Aragón
