Municipio código	Municipio nombre	Situación profesional código	Situación profesional	Sexo	Personas residentes viviendas familiares
50081	Cetina	2	Empresario o profesional que no emplea personal	Hombres	64
50081	Cetina	2	Empresario o profesional que no emplea personal	Mujeres	7
50081	Cetina	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	58
50081	Cetina	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	28
50081	Cetina	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	24
50081	Cetina	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	23
50081	Cetina	6	Otra situación (Miembro de cooperativas)	Hombres	1
50082	Cimballa	1	Empresario o profesional que emplea personal	Hombres	1
50082	Cimballa	2	Empresario o profesional que no emplea personal	Hombres	7
50082	Cimballa	2	Empresario o profesional que no emplea personal	Mujeres	3
50082	Cimballa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	13
50082	Cimballa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
50082	Cimballa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
50082	Cimballa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50083	Cinco Olivas	1	Empresario o profesional que emplea personal	Hombres	1
50083	Cinco Olivas	1	Empresario o profesional que emplea personal	Mujeres	1
50083	Cinco Olivas	2	Empresario o profesional que no emplea personal	Hombres	4
50083	Cinco Olivas	2	Empresario o profesional que no emplea personal	Mujeres	3
50083	Cinco Olivas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	15
50083	Cinco Olivas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
50083	Cinco Olivas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	7
50083	Cinco Olivas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
50083	Cinco Olivas	6	Otra situación (Miembro de cooperativas)	Mujeres	1
50084	Clarés de Ribota	1	Empresario o profesional que emplea personal	Hombres	2
50084	Clarés de Ribota	2	Empresario o profesional que no emplea personal	Hombres	13
50084	Clarés de Ribota	2	Empresario o profesional que no emplea personal	Mujeres	2
50084	Clarés de Ribota	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
50084	Clarés de Ribota	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
50084	Clarés de Ribota	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
50084	Clarés de Ribota	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
50085	Codo	1	Empresario o profesional que emplea personal	Hombres	2
50085	Codo	2	Empresario o profesional que no emplea personal	Hombres	24
50085	Codo	2	Empresario o profesional que no emplea personal	Mujeres	7
50085	Codo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	15
50085	Codo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	15
50085	Codo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
50085	Codo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
50086	Codos	1	Empresario o profesional que emplea personal	Hombres	1
50086	Codos	2	Empresario o profesional que no emplea personal	Hombres	8
50086	Codos	2	Empresario o profesional que no emplea personal	Mujeres	5
50086	Codos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	48
50086	Codos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	11
50086	Codos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50087	Contamina	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	11
50087	Contamina	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
50087	Contamina	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
50088	Cosuenda	1	Empresario o profesional que emplea personal	Hombres	5
50088	Cosuenda	1	Empresario o profesional que emplea personal	Mujeres	1
50088	Cosuenda	2	Empresario o profesional que no emplea personal	Hombres	43
50088	Cosuenda	2	Empresario o profesional que no emplea personal	Mujeres	12
50088	Cosuenda	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	52
50088	Cosuenda	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	19
50088	Cosuenda	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	16
50088	Cosuenda	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
50088	Cosuenda	6	Otra situación (Miembro de cooperativas)	Hombres	1
50089	Cuarte de Huerva	1	Empresario o profesional que emplea personal	Hombres	73
50089	Cuarte de Huerva	1	Empresario o profesional que emplea personal	Mujeres	15
50089	Cuarte de Huerva	2	Empresario o profesional que no emplea personal	Hombres	73
50089	Cuarte de Huerva	2	Empresario o profesional que no emplea personal	Mujeres	38
50089	Cuarte de Huerva	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	344
50089	Cuarte de Huerva	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	211
50089	Cuarte de Huerva	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	110
50089	Cuarte de Huerva	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	81
50090	Cubel	2	Empresario o profesional que no emplea personal	Hombres	43
50090	Cubel	2	Empresario o profesional que no emplea personal	Mujeres	2
50090	Cubel	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	6
50090	Cubel	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
50090	Cubel	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
50090	Cubel	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50091	Cuerlas (Las)	1	Empresario o profesional que emplea personal	Hombres	1
50091	Cuerlas (Las)	2	Empresario o profesional que no emplea personal	Hombres	9
50091	Cuerlas (Las)	2	Empresario o profesional que no emplea personal	Mujeres	3
50091	Cuerlas (Las)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
50091	Cuerlas (Las)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
50091	Cuerlas (Las)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
50092	Chiprana	1	Empresario o profesional que emplea personal	Hombres	16
50092	Chiprana	1	Empresario o profesional que emplea personal	Mujeres	4
50092	Chiprana	2	Empresario o profesional que no emplea personal	Hombres	40
50092	Chiprana	2	Empresario o profesional que no emplea personal	Mujeres	6
50092	Chiprana	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	24
50092	Chiprana	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	17
50092	Chiprana	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	23
50092	Chiprana	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	15
50093	Chodes	2	Empresario o profesional que no emplea personal	Hombres	7
50093	Chodes	2	Empresario o profesional que no emplea personal	Mujeres	2
50093	Chodes	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	12
50093	Chodes	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
50093	Chodes	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
50093	Chodes	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
50094	Daroca	1	Empresario o profesional que emplea personal	Hombres	66
50094	Daroca	1	Empresario o profesional que emplea personal	Mujeres	16
50094	Daroca	2	Empresario o profesional que no emplea personal	Hombres	94
50094	Daroca	2	Empresario o profesional que no emplea personal	Mujeres	39
50094	Daroca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	288
50094	Daroca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	174
50094	Daroca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	99
50094	Daroca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	71
50094	Daroca	6	Otra situación (Miembro de cooperativas)	Hombres	1
50094	Daroca	6	Otra situación (Miembro de cooperativas)	Mujeres	3
50095	Ejea de los Caballeros	1	Empresario o profesional que emplea personal	Hombres	451
50095	Ejea de los Caballeros	1	Empresario o profesional que emplea personal	Mujeres	129
50095	Ejea de los Caballeros	2	Empresario o profesional que no emplea personal	Hombres	1146
50095	Ejea de los Caballeros	2	Empresario o profesional que no emplea personal	Mujeres	341
50095	Ejea de los Caballeros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1988
50095	Ejea de los Caballeros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1020
50095	Ejea de los Caballeros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1013
50095	Ejea de los Caballeros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	755
50095	Ejea de los Caballeros	5	Otra situación (Ayuda familiar)	Hombres	11
50095	Ejea de los Caballeros	5	Otra situación (Ayuda familiar)	Mujeres	2
50095	Ejea de los Caballeros	6	Otra situación (Miembro de cooperativas)	Hombres	28
50095	Ejea de los Caballeros	6	Otra situación (Miembro de cooperativas)	Mujeres	20
50096	Embid de Ariza	1	Empresario o profesional que emplea personal	Hombres	1
50096	Embid de Ariza	2	Empresario o profesional que no emplea personal	Hombres	7
50096	Embid de Ariza	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	7
50096	Embid de Ariza	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
50096	Embid de Ariza	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
50098	Encinacorba	1	Empresario o profesional que emplea personal	Hombres	3
50098	Encinacorba	2	Empresario o profesional que no emplea personal	Hombres	12
50098	Encinacorba	2	Empresario o profesional que no emplea personal	Mujeres	3
50098	Encinacorba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	60
50098	Encinacorba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	17
50098	Encinacorba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
50098	Encinacorba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50098	Encinacorba	6	Otra situación (Miembro de cooperativas)	Hombres	1
50099	Épila	1	Empresario o profesional que emplea personal	Hombres	108
50099	Épila	1	Empresario o profesional que emplea personal	Mujeres	17
50099	Épila	2	Empresario o profesional que no emplea personal	Hombres	174
50099	Épila	2	Empresario o profesional que no emplea personal	Mujeres	52
50099	Épila	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	578
50099	Épila	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	329
50099	Épila	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	204
50099	Épila	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	126
50099	Épila	5	Otra situación (Ayuda familiar)	Mujeres	4
50099	Épila	6	Otra situación (Miembro de cooperativas)	Hombres	2
50099	Épila	6	Otra situación (Miembro de cooperativas)	Mujeres	1
50100	Erla	1	Empresario o profesional que emplea personal	Hombres	7
50100	Erla	1	Empresario o profesional que emplea personal	Mujeres	2
50100	Erla	2	Empresario o profesional que no emplea personal	Hombres	36
50100	Erla	2	Empresario o profesional que no emplea personal	Mujeres	6
50100	Erla	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	55
50100	Erla	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	33
50100	Erla	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	13
50100	Erla	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	13
50100	Erla	5	Otra situación (Ayuda familiar)	Hombres	1
50101	Escatrón	1	Empresario o profesional que emplea personal	Hombres	20
50101	Escatrón	1	Empresario o profesional que emplea personal	Mujeres	14
50101	Escatrón	2	Empresario o profesional que no emplea personal	Hombres	35
50101	Escatrón	2	Empresario o profesional que no emplea personal	Mujeres	22
50101	Escatrón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	129
50101	Escatrón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	41
50101	Escatrón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	62
50101	Escatrón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	45
50101	Escatrón	6	Otra situación (Miembro de cooperativas)	Mujeres	1
50102	Fabara	1	Empresario o profesional que emplea personal	Hombres	23
50102	Fabara	1	Empresario o profesional que emplea personal	Mujeres	6
50102	Fabara	2	Empresario o profesional que no emplea personal	Hombres	169
50102	Fabara	2	Empresario o profesional que no emplea personal	Mujeres	68
50102	Fabara	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	73
50102	Fabara	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	42
50102	Fabara	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	57
50102	Fabara	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	15
50102	Fabara	5	Otra situación (Ayuda familiar)	Hombres	1
50102	Fabara	5	Otra situación (Ayuda familiar)	Mujeres	1
50104	Farlete	1	Empresario o profesional que emplea personal	Hombres	13
50104	Farlete	1	Empresario o profesional que emplea personal	Mujeres	4
50104	Farlete	2	Empresario o profesional que no emplea personal	Hombres	33
50104	Farlete	2	Empresario o profesional que no emplea personal	Mujeres	6
50104	Farlete	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	62
50104	Farlete	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	26
50104	Farlete	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	22
50104	Farlete	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	18
50105	Fayón	1	Empresario o profesional que emplea personal	Hombres	7
50105	Fayón	2	Empresario o profesional que no emplea personal	Hombres	18
50105	Fayón	2	Empresario o profesional que no emplea personal	Mujeres	5
50105	Fayón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	38
50105	Fayón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	25
50105	Fayón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	20
50105	Fayón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
50105	Fayón	6	Otra situación (Miembro de cooperativas)	Mujeres	5
50106	Fayos (Los)	1	Empresario o profesional que emplea personal	Hombres	3
50106	Fayos (Los)	1	Empresario o profesional que emplea personal	Mujeres	1
50106	Fayos (Los)	2	Empresario o profesional que no emplea personal	Hombres	2
50106	Fayos (Los)	2	Empresario o profesional que no emplea personal	Mujeres	2
50106	Fayos (Los)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	19
50106	Fayos (Los)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	8
50106	Fayos (Los)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
50106	Fayos (Los)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50107	Figueruelas	1	Empresario o profesional que emplea personal	Hombres	19
50107	Figueruelas	1	Empresario o profesional que emplea personal	Mujeres	9
50107	Figueruelas	2	Empresario o profesional que no emplea personal	Hombres	31
50107	Figueruelas	2	Empresario o profesional que no emplea personal	Mujeres	13
50107	Figueruelas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	223
50107	Figueruelas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	102
50107	Figueruelas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	34
50107	Figueruelas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	42
50107	Figueruelas	5	Otra situación (Ayuda familiar)	Mujeres	1
50108	Fombuena	2	Empresario o profesional que no emplea personal	Hombres	3
50108	Fombuena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1
50108	Fombuena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
50109	Frago (El)	1	Empresario o profesional que emplea personal	Hombres	2
50109	Frago (El)	2	Empresario o profesional que no emplea personal	Hombres	13
50109	Frago (El)	2	Empresario o profesional que no emplea personal	Mujeres	1
50109	Frago (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	21
50109	Frago (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
50109	Frago (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
50109	Frago (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50110	Frasno (El)	1	Empresario o profesional que emplea personal	Hombres	9
50110	Frasno (El)	1	Empresario o profesional que emplea personal	Mujeres	2
50110	Frasno (El)	2	Empresario o profesional que no emplea personal	Hombres	45
50110	Frasno (El)	2	Empresario o profesional que no emplea personal	Mujeres	7
50110	Frasno (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	39
50110	Frasno (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	23
50110	Frasno (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	31
50110	Frasno (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	19
50110	Frasno (El)	5	Otra situación (Ayuda familiar)	Hombres	1
50111	Fréscano	1	Empresario o profesional que emplea personal	Hombres	2
50111	Fréscano	1	Empresario o profesional que emplea personal	Mujeres	1
50111	Fréscano	2	Empresario o profesional que no emplea personal	Hombres	16
50111	Fréscano	2	Empresario o profesional que no emplea personal	Mujeres	4
50111	Fréscano	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	32
50111	Fréscano	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	12
50111	Fréscano	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	7
50111	Fréscano	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	8
50113	Fuendejalón	1	Empresario o profesional que emplea personal	Hombres	8
50113	Fuendejalón	1	Empresario o profesional que emplea personal	Mujeres	4
50113	Fuendejalón	2	Empresario o profesional que no emplea personal	Hombres	117
50113	Fuendejalón	2	Empresario o profesional que no emplea personal	Mujeres	16
50113	Fuendejalón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	94
50113	Fuendejalón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	33
50113	Fuendejalón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	32
50113	Fuendejalón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	18
50113	Fuendejalón	5	Otra situación (Ayuda familiar)	Hombres	11
50113	Fuendejalón	5	Otra situación (Ayuda familiar)	Mujeres	2
50114	Fuendetodos	1	Empresario o profesional que emplea personal	Hombres	2
50114	Fuendetodos	2	Empresario o profesional que no emplea personal	Hombres	20
50114	Fuendetodos	2	Empresario o profesional que no emplea personal	Mujeres	6
50114	Fuendetodos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	18
50114	Fuendetodos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
50114	Fuendetodos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
50114	Fuendetodos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50115	Fuentes de Ebro	1	Empresario o profesional que emplea personal	Hombres	92
50115	Fuentes de Ebro	1	Empresario o profesional que emplea personal	Mujeres	17
50115	Fuentes de Ebro	2	Empresario o profesional que no emplea personal	Hombres	185
50115	Fuentes de Ebro	2	Empresario o profesional que no emplea personal	Mujeres	82
50115	Fuentes de Ebro	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	583
50115	Fuentes de Ebro	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	269
50115	Fuentes de Ebro	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	293
50115	Fuentes de Ebro	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	165
50115	Fuentes de Ebro	6	Otra situación (Miembro de cooperativas)	Hombres	1
50115	Fuentes de Ebro	6	Otra situación (Miembro de cooperativas)	Mujeres	6
50116	Fuentes de Jiloca	1	Empresario o profesional que emplea personal	Hombres	1
50116	Fuentes de Jiloca	1	Empresario o profesional que emplea personal	Mujeres	1
50116	Fuentes de Jiloca	2	Empresario o profesional que no emplea personal	Hombres	32
50116	Fuentes de Jiloca	2	Empresario o profesional que no emplea personal	Mujeres	6
50116	Fuentes de Jiloca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	19
50116	Fuentes de Jiloca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
50116	Fuentes de Jiloca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	16
50116	Fuentes de Jiloca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	12
50117	Gallocanta	1	Empresario o profesional que emplea personal	Hombres	4
50117	Gallocanta	1	Empresario o profesional que emplea personal	Mujeres	1
50117	Gallocanta	2	Empresario o profesional que no emplea personal	Hombres	27
50117	Gallocanta	2	Empresario o profesional que no emplea personal	Mujeres	6
50117	Gallocanta	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	10
50117	Gallocanta	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
50117	Gallocanta	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
50117	Gallocanta	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
50118	Gallur	1	Empresario o profesional que emplea personal	Hombres	55
50118	Gallur	1	Empresario o profesional que emplea personal	Mujeres	13
50118	Gallur	2	Empresario o profesional que no emplea personal	Hombres	127
50118	Gallur	2	Empresario o profesional que no emplea personal	Mujeres	41
50118	Gallur	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	398
50118	Gallur	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	143
50118	Gallur	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	194
50118	Gallur	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	150
50118	Gallur	5	Otra situación (Ayuda familiar)	Mujeres	2
50118	Gallur	6	Otra situación (Miembro de cooperativas)	Hombres	1
50118	Gallur	6	Otra situación (Miembro de cooperativas)	Mujeres	1
50119	Gelsa	1	Empresario o profesional que emplea personal	Hombres	30
50119	Gelsa	1	Empresario o profesional que emplea personal	Mujeres	9
50119	Gelsa	2	Empresario o profesional que no emplea personal	Hombres	79
50119	Gelsa	2	Empresario o profesional que no emplea personal	Mujeres	43
50119	Gelsa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	174
50119	Gelsa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	53
50119	Gelsa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	27
50119	Gelsa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	34
50120	Godojos	1	Empresario o profesional que emplea personal	Hombres	1
50120	Godojos	2	Empresario o profesional que no emplea personal	Hombres	4
50120	Godojos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	3
50120	Godojos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
50120	Godojos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
50120	Godojos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
50121	Gotor	1	Empresario o profesional que emplea personal	Hombres	6
50121	Gotor	1	Empresario o profesional que emplea personal	Mujeres	1
50121	Gotor	2	Empresario o profesional que no emplea personal	Hombres	20
50121	Gotor	2	Empresario o profesional que no emplea personal	Mujeres	7
50121	Gotor	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	24
50121	Gotor	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
50121	Gotor	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	56
50121	Gotor	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	25
50122	Grisel	1	Empresario o profesional que emplea personal	Hombres	4
50122	Grisel	2	Empresario o profesional que no emplea personal	Hombres	3
50122	Grisel	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	8
50122	Grisel	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
50123	Grisén	1	Empresario o profesional que emplea personal	Hombres	8
50123	Grisén	1	Empresario o profesional que emplea personal	Mujeres	2
50123	Grisén	2	Empresario o profesional que no emplea personal	Hombres	21
50123	Grisén	2	Empresario o profesional que no emplea personal	Mujeres	10
50123	Grisén	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	82
50123	Grisén	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	43
50123	Grisén	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	11
50123	Grisén	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	13
50124	Herrera de los Navarros	1	Empresario o profesional que emplea personal	Hombres	10
50124	Herrera de los Navarros	1	Empresario o profesional que emplea personal	Mujeres	4
50124	Herrera de los Navarros	2	Empresario o profesional que no emplea personal	Hombres	66
50124	Herrera de los Navarros	2	Empresario o profesional que no emplea personal	Mujeres	11
50124	Herrera de los Navarros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	49
50124	Herrera de los Navarros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	24
50124	Herrera de los Navarros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	16
50124	Herrera de los Navarros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	20
50124	Herrera de los Navarros	5	Otra situación (Ayuda familiar)	Hombres	1
50125	Ibdes	1	Empresario o profesional que emplea personal	Hombres	13
50125	Ibdes	1	Empresario o profesional que emplea personal	Mujeres	3
50125	Ibdes	2	Empresario o profesional que no emplea personal	Hombres	38
50125	Ibdes	2	Empresario o profesional que no emplea personal	Mujeres	8
50125	Ibdes	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	46
50125	Ibdes	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	26
50125	Ibdes	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	22
50125	Ibdes	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	18
50126	Illueca	1	Empresario o profesional que emplea personal	Hombres	145
50126	Illueca	1	Empresario o profesional que emplea personal	Mujeres	23
50126	Illueca	2	Empresario o profesional que no emplea personal	Hombres	122
50126	Illueca	2	Empresario o profesional que no emplea personal	Mujeres	33
50126	Illueca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	185
50126	Illueca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	94
50126	Illueca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	452
50126	Illueca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	355
50126	Illueca	5	Otra situación (Ayuda familiar)	Mujeres	1
50126	Illueca	6	Otra situación (Miembro de cooperativas)	Hombres	2
50126	Illueca	6	Otra situación (Miembro de cooperativas)	Mujeres	1
50128	Isuerre	1	Empresario o profesional que emplea personal	Hombres	2
50128	Isuerre	1	Empresario o profesional que emplea personal	Mujeres	1
50128	Isuerre	2	Empresario o profesional que no emplea personal	Hombres	9
50128	Isuerre	2	Empresario o profesional que no emplea personal	Mujeres	1
50128	Isuerre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	6
50128	Isuerre	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
