Año	Municipio código	Municipio nombre	Estado de la información	Licencias, total	Licencias, nueva planta, total	Licencias, nueva planta, con demolición	Licencias, nueva planta, sin demolición	Licencias, rehabilitación, total	Licencias, rehabilitación, con demolición	Licencias, rehabilitación, sin demolición	Licencias, rehabilitación locales	Licencias, demolición
2014	50211	Plasencia de Jalón	SIN INFORMACIÓN									
2014	50212	Pleitas	SIN INFORMACIÓN									
2014	50213	Plenas	SIN INFORMACIÓN									
2014	50214	Pomer	SIN INFORMACIÓN									
2014	50215	Pozuel de Ariza	SIN INFORMACIÓN									
2014	50216	Pozuelo de Aragón	INCOMPLETA	1	1		1					
2014	50217	Pradilla de Ebro	COMPLETA	1	0	0	0	1	1	0	0	0
2014	50218	Puebla de Albortón	SIN INFORMACIÓN									
2014	50219	Puebla de Alfindén (La)	COMPLETA	2	0	0	0	1	1	0	0	1
2014	50220	Puendeluna	SIN INFORMACIÓN									
2014	50221	Purujosa	SIN INFORMACIÓN									
2014	50222	Quinto	COMPLETA	3	3	1	2	0	0	0	0	0
2014	50223	Remolinos	SIN INFORMACIÓN									
2014	50224	Retascón	SIN INFORMACIÓN									
2014	50225	Ricla	COMPLETA	9	4	0	4	4	0	4	1	0
2014	50227	Romanos	SIN INFORMACIÓN									
2014	50228	Rueda de Jalón	COMPLETA	1	1	0	1	0	0	0	0	0
2014	50229	Ruesca	SIN INFORMACIÓN									
2014	50230	Sádaba	COMPLETA	3	1	0	1	2	2	0	0	0
2014	50231	Salillas de Jalón	COMPLETA	1	1	0	1	0	0	0	0	0
2014	50232	Salvatierra de Esca	INCOMPLETA	1				1	1			
2014	50233	Samper del Salz	SIN INFORMACIÓN									
2014	50234	San Martín de la Virgen de Moncayo	COMPLETA	2	1	0	1	1	1	0	0	0
2014	50235	San Mateo de Gállego	COMPLETA	8	5	0	5	3	2	1	0	0
2014	50236	Santa Cruz de Grío	SIN INFORMACIÓN									
2014	50237	Santa Cruz de Moncayo	SIN INFORMACIÓN									
2014	50238	Santa Eulalia de Gállego	COMPLETA	1	0	0	0	1	1	0	0	0
2014	50239	Santed	SIN INFORMACIÓN									
2014	50240	Sástago	COMPLETA	1	0	0	0	0	0	0	0	1
2014	50241	Saviñán	SIN INFORMACIÓN									
2014	50242	Sediles	SIN INFORMACIÓN									
2014	50243	Sestrica	COMPLETA	3	3	0	3	0	0	0	0	0
2014	50244	Sierra de Luna	COMPLETA	3	2	0	2	1	0	1	0	0
2014	50245	Sigüés	SIN INFORMACIÓN									
2014	50246	Sisamón	SIN INFORMACIÓN									
2014	50247	Sobradiel	COMPLETA	1	0	0	0	1	0	1	0	0
2014	50248	Sos del Rey Católico	COMPLETA	1	1	0	1	0	0	0	0	0
2014	50249	Tabuenca	INCOMPLETA	3				3	1	2		
2014	50250	Talamantes	SIN INFORMACIÓN									
2014	50251	Tarazona	COMPLETA	6	1	0	1	2	2	0	2	1
2014	50252	Tauste	COMPLETA	5	1	0	1	2	1	1	0	2
2014	50253	Terrer	SIN INFORMACIÓN									
2014	50254	Tierga	SIN INFORMACIÓN									
2014	50255	Tobed	INCOMPLETA	1	1		1					
2014	50256	Torralba de los Frailes	SIN INFORMACIÓN									
2014	50257	Torralba de Ribota	COMPLETA	1	0	0	0	1	0	1	0	0
2014	50258	Torralbilla	SIN INFORMACIÓN									
2014	50259	Torrehermosa	SIN INFORMACIÓN									
2014	50260	Torrelapaja	SIN INFORMACIÓN									
2014	50261	Torrellas	COMPLETA	1	1	0	1	0	0	0	0	0
2014	50262	Torres de Berrellén	COMPLETA	7	3	0	3	1	0	1	0	3
2014	50263	Torrijo de la Cañada	COMPLETA	1	0	0	0	1	1	0	0	0
2014	50264	Tosos	SIN INFORMACIÓN									
2014	50265	Trasmoz	COMPLETA	1	1	0	1	0	0	0	0	0
2014	50266	Trasobares	SIN INFORMACIÓN									
2014	50267	Uncastillo	COMPLETA	1	0	0	0	1	0	1	0	0
2014	50268	Undués de Lerda	COMPLETA	1	1	0	1	0	0	0	0	0
2014	50269	Urrea de Jalón	COMPLETA	6	5	0	5	0	0	0	0	1
2014	50270	Urriés	SIN INFORMACIÓN									
2014	50271	Used	SIN INFORMACIÓN									
2014	50272	Utebo	COMPLETA	6	3	1	2	1	1	0	2	0
2014	50273	Valdehorna	SIN INFORMACIÓN									
2014	50274	Val de San Martín	SIN INFORMACIÓN									
2014	50275	Valmadrid	COMPLETA	2	2	0	2	0	0	0	0	0
2014	50276	Valpalmas	COMPLETA	2	0	0	0	2	1	1	0	0
2014	50277	Valtorres	SIN INFORMACIÓN									
2014	50278	Velilla de Ebro	SIN INFORMACIÓN									
2014	50279	Velilla de Jiloca	SIN INFORMACIÓN									
2014	50280	Vera de Moncayo	COMPLETA	3	0	0	0	0	0	0	0	3
2014	50281	Vierlas	SIN INFORMACIÓN									
2014	50282	Vilueña (La)	SIN INFORMACIÓN									
2014	50283	Villadoz	SIN INFORMACIÓN									
2014	50284	Villafeliche	COMPLETA	2	1	1	0	0	0	0	0	1
2014	50285	Villafranca de Ebro	COMPLETA	3	1	0	1	2	2	0	0	0
2014	50286	Villalba de Perejil	SIN INFORMACIÓN									
2014	50287	Villalengua	SIN INFORMACIÓN									
2014	50288	Villanueva de Gállego	COMPLETA	5	0	0	0	3	1	2	2	0
2014	50289	Villanueva de Jiloca	SIN INFORMACIÓN									
2014	50290	Villanueva de Huerva	SIN INFORMACIÓN									
2014	50291	Villar de los Navarros	SIN INFORMACIÓN									
2014	50292	Villarreal de Huerva	SIN INFORMACIÓN									
2014	50293	Villarroya de la Sierra	SIN INFORMACIÓN									
2014	50294	Villarroya del Campo	SIN INFORMACIÓN									
2014	50295	Vistabella	SIN INFORMACIÓN									
2014	50296	Zaida (La)	SIN INFORMACIÓN									
2014	50297	Zaragoza	COMPLETA	1490	75	2	73	583	143	440	801	31
2014	50298	Zuera	COMPLETA	8	2	1	1	5	3	2	1	0
2014	50901	Biel	SIN INFORMACIÓN									
2014	50902	Marracos	COMPLETA	1	1	0	1	0	0	0	0	0
2014	50903	Villamayor de Gállego	COMPLETA	15	5	0	5	5	2	3	3	2
2015	22001	Abiego	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22002	Abizanda	SIN INFORMACIÓN									
2015	22003	Adahuesca	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22004	Agüero	SIN INFORMACIÓN									
2015	22006	Aísa	SIN INFORMACIÓN									
2015	22007	Albalate de Cinca	COMPLETA	2	0	0	0	2	2	0	0	0
2015	22008	Albalatillo	SIN INFORMACIÓN									
2015	22009	Albelda	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22011	Albero Alto	SIN INFORMACIÓN									
2015	22012	Albero Bajo	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22013	Alberuela de Tubo	COMPLETA	2	2	0	2	0	0	0	0	0
2015	22014	Alcalá de Gurrea	COMPLETA	6	2	0	2	4	3	1	0	0
2015	22015	Alcalá del Obispo	COMPLETA	4	3	0	3	1	1	0	0	0
2015	22016	Alcampell	SIN INFORMACIÓN									
2015	22017	Alcolea de Cinca	COMPLETA	5	2	0	2	2	1	1	0	1
2015	22018	Alcubierre	COMPLETA	3	3	0	3	0	0	0	0	0
2015	22019	Alerre	SIN INFORMACIÓN									
2015	22020	Alfántega	SIN INFORMACIÓN									
2015	22021	Almudévar	COMPLETA	3	2	0	2	1	0	1	0	0
2015	22022	Almunia de San Juan	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22023	Almuniente	SIN INFORMACIÓN									
2015	22024	Alquézar	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22025	Altorricón	COMPLETA	4	2	0	2	2	0	2	0	0
2015	22027	Angüés	COMPLETA	4	3	0	3	1	1	0	0	0
2015	22028	Ansó	COMPLETA	5	1	0	1	3	1	2	0	1
2015	22029	Antillón	COMPLETA	3	2	0	2	1	0	1	0	0
2015	22032	Aragüés del Puerto	SIN INFORMACIÓN									
2015	22035	Arén	COMPLETA	1	1	1	0	0	0	0	0	0
2015	22036	Argavieso	INCOMPLETA	1								1
2015	22037	Arguis	SIN INFORMACIÓN									
2015	22039	Ayerbe	COMPLETA	2	0	0	0	2	2	0	0	0
2015	22040	Azanuy-Alins	COMPLETA	3	1	0	1	0	0	0	0	2
2015	22041	Azara	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22042	Azlor	SIN INFORMACIÓN									
2015	22043	Baells	COMPLETA	1	0	0	0	1	0	1	0	0
2015	22044	Bailo	SIN INFORMACIÓN									
2015	22045	Baldellou	SIN INFORMACIÓN									
2015	22046	Ballobar	SIN INFORMACIÓN									
2015	22047	Banastás	SIN INFORMACIÓN									
2015	22048	Barbastro	INCOMPLETA	12	7		7	4	3	1		1
2015	22049	Barbués	SIN INFORMACIÓN									
2015	22050	Barbuñales	SIN INFORMACIÓN									
2015	22051	Bárcabo	SIN INFORMACIÓN									
2015	22052	Belver de Cinca	COMPLETA	4	4	0	4	0	0	0	0	0
2015	22053	Benabarre	COMPLETA	4	1	0	1	3	3	0	0	0
2015	22054	Benasque	COMPLETA	3	3	1	2	0	0	0	0	0
2015	22055	Berbegal	COMPLETA	4	1	0	1	3	3	0	0	0
2015	22057	Bielsa	COMPLETA	5	2	1	1	3	2	1	0	0
2015	22058	Bierge	COMPLETA	3	1	0	1	2	2	0	0	0
2015	22059	Biescas	COMPLETA	5	1	0	1	4	3	1	0	0
2015	22060	Binaced	COMPLETA	6	0	0	0	3	2	1	0	3
2015	22061	Binéfar	COMPLETA	27	11	0	11	15	11	4	0	1
2015	22062	Bisaurri	SIN INFORMACIÓN									
2015	22063	Biscarrués	COMPLETA	2	2	0	2	0	0	0	0	0
2015	22064	Blecua y Torres	COMPLETA	2	1	0	1	1	1	0	0	0
2015	22066	Boltaña	COMPLETA	3	0	0	0	2	1	1	1	0
2015	22067	Bonansa	SIN INFORMACIÓN									
2015	22068	Borau	SIN INFORMACIÓN									
2015	22069	Broto	SIN INFORMACIÓN									
2015	22072	Caldearenas	COMPLETA	3	2	0	2	0	0	0	0	1
2015	22074	Campo	SIN INFORMACIÓN									
2015	22075	Camporrells	COMPLETA	2	0	0	0	2	2	0	0	0
2015	22076	Canal de Berdún	COMPLETA	3	0	0	0	2	0	2	0	1
2015	22077	Candasnos	COMPLETA	3	2	0	2	1	0	1	0	0
2015	22078	Canfranc	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22079	Capdesaso	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22080	Capella	COMPLETA	7	1	0	1	6	2	4	0	0
2015	22081	Casbas de Huesca	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22082	Castejón del Puente	SIN INFORMACIÓN									
2015	22083	Castejón de Monegros	SIN INFORMACIÓN									
2015	22084	Castejón de Sos	COMPLETA	5	0	0	0	5	3	2	0	0
2015	22085	Castelflorite	SIN INFORMACIÓN									
2015	22086	Castiello de Jaca	SIN INFORMACIÓN									
2015	22087	Castigaleu	SIN INFORMACIÓN									
2015	22088	Castillazuelo	SIN INFORMACIÓN									
2015	22089	Castillonroy	SIN INFORMACIÓN									
2015	22090	Colungo	SIN INFORMACIÓN									
2015	22094	Chalamera	SIN INFORMACIÓN									
2015	22095	Chía	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22096	Chimillas	SIN INFORMACIÓN									
2015	22099	Esplús	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22102	Estada	SIN INFORMACIÓN									
2015	22103	Estadilla	COMPLETA	2	2	0	2	0	0	0	0	0
2015	22105	Estopiñán del Castillo	COMPLETA	3	1	0	1	2	2	0	0	0
2015	22106	Fago	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22107	Fanlo	COMPLETA	2	0	0	0	2	1	1	0	0
2015	22109	Fiscal	COMPLETA	3	1	0	1	2	2	0	0	0
2015	22110	Fonz	COMPLETA	3	1	0	1	1	1	0	0	1
2015	22111	Foradada del Toscar	SIN INFORMACIÓN									
2015	22112	Fraga	COMPLETA	18	6	0	6	10	8	2	0	2
2015	22113	Fueva (La)	COMPLETA	4	3	0	3	1	1	0	0	0
2015	22114	Gistaín	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22115	Grado (El)	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22116	Grañén	COMPLETA	8	8	0	8	0	0	0	0	0
2015	22117	Graus	COMPLETA	24	4	0	4	20	15	5	0	0
2015	22119	Gurrea de Gállego	COMPLETA	5	4	0	4	1	1	0	0	0
2015	22122	Hoz de Jaca	SIN INFORMACIÓN									
2015	22124	Huerto	COMPLETA	3	3	0	3	0	0	0	0	0
2015	22125	Huesca	COMPLETA	6	3	0	3	3	0	3	0	0
2015	22126	Ibieca	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22127	Igriés	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22128	Ilche	COMPLETA	2	2	0	2	0	0	0	0	0
2015	22129	Isábena	COMPLETA	3	0	0	0	2	2	0	1	0
2015	22130	Jaca	INCOMPLETA	14	3		3	7		7	4	
2015	22131	Jasa	SIN INFORMACIÓN									
2015	22133	Labuerda	SIN INFORMACIÓN									
2015	22135	Laluenga	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22136	Lalueza	COMPLETA	11	11	0	11	0	0	0	0	0
2015	22137	Lanaja	COMPLETA	2	0	0	0	1	0	1	0	1
2015	22139	Laperdiguera	SIN INFORMACIÓN									
2015	22141	Lascellas-Ponzano	SIN INFORMACIÓN									
2015	22142	Lascuarre	COMPLETA	5	2	0	2	3	3	0	0	0
2015	22143	Laspaúles	COMPLETA	3	0	0	0	3	1	2	0	0
2015	22144	Laspuña	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22149	Loarre	COMPLETA	3	3	0	3	0	0	0	0	0
2015	22150	Loporzano	COMPLETA	4	3	0	3	1	1	0	0	0
2015	22151	Loscorrales	SIN INFORMACIÓN									
2015	22155	Monesma y Cajigar	SIN INFORMACIÓN									
2015	22156	Monflorite-Lascasas	COMPLETA	2	2	1	1	0	0	0	0	0
2015	22157	Montanuy	COMPLETA	2	1	0	1	0	0	0	0	1
2015	22158	Monzón	COMPLETA	10	4	1	3	6	2	4	0	0
2015	22160	Naval	SIN INFORMACIÓN									
2015	22162	Novales	SIN INFORMACIÓN									
2015	22163	Nueno	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22164	Olvena	SIN INFORMACIÓN									
2015	22165	Ontiñena	COMPLETA	3	3	0	3	0	0	0	0	0
2015	22167	Osso de Cinca	COMPLETA	5	5	0	5	0	0	0	0	0
2015	22168	Palo	SIN INFORMACIÓN									
2015	22170	Panticosa	COMPLETA	1	0	0	0	1	0	1	0	0
2015	22172	Peñalba	COMPLETA	4	3	1	2	1	1	0	0	0
2015	22173	Peñas de Riglos (Las)	COMPLETA	4	1	0	1	3	2	1	0	0
2015	22174	Peralta de Alcofea	COMPLETA	9	9	0	9	0	0	0	0	0
2015	22175	Peralta de Calasanz	COMPLETA	2	2	0	2	0	0	0	0	0
2015	22176	Peraltilla	SIN INFORMACIÓN									
2015	22177	Perarrúa	SIN INFORMACIÓN									
2015	22178	Pertusa	SIN INFORMACIÓN									
2015	22181	Piracés	SIN INFORMACIÓN									
2015	22182	Plan	SIN INFORMACIÓN									
2015	22184	Poleñino	SIN INFORMACIÓN									
2015	22186	Pozán de Vero	SIN INFORMACIÓN									
2015	22187	Puebla de Castro (La)	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22188	Puente de Montañana	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22189	Puértolas	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22190	Pueyo de Araguás (El)	SIN INFORMACIÓN									
2015	22193	Pueyo de Santa Cruz	SIN INFORMACIÓN									
2015	22195	Quicena	SIN INFORMACIÓN									
2015	22197	Robres	SIN INFORMACIÓN									
2015	22199	Sabiñánigo	COMPLETA	9	4	0	4	4	1	3	1	0
2015	22200	Sahún	SIN INFORMACIÓN									
2015	22201	Salas Altas	SIN INFORMACIÓN									
2015	22202	Salas Bajas	SIN INFORMACIÓN									
2015	22203	Salillas	COMPLETA	3	2	0	2	1	1	0	0	0
2015	22204	Sallent de Gállego	COMPLETA	4	2	0	2	2	1	1	0	0
2015	22205	San Esteban de Litera	COMPLETA	1	0	0	0	1	0	1	0	0
2015	22206	Sangarrén	SIN INFORMACIÓN									
2015	22207	San Juan de Plan	SIN INFORMACIÓN									
2015	22208	Santa Cilia	COMPLETA	1	0	0	0	1	0	1	0	0
2015	22209	Santa Cruz de la Serós	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22212	Santaliestra y San Quílez	COMPLETA	2	0	0	0	2	1	1	0	0
2015	22213	Sariñena	COMPLETA	11	8	0	8	1	0	1	0	2
2015	22214	Secastilla	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22215	Seira	COMPLETA	3	0	0	0	3	3	0	0	0
2015	22217	Sena	COMPLETA	3	3	0	3	0	0	0	0	0
2015	22218	Senés de Alcubierre	SIN INFORMACIÓN									
2015	22220	Sesa	SIN INFORMACIÓN									
2015	22221	Sesué	COMPLETA	2	0	0	0	2	1	1	0	0
2015	22222	Siétamo	COMPLETA	2	0	0	0	2	2	0	0	0
2015	22223	Sopeira	COMPLETA	3	0	0	0	3	3	0	0	0
2015	22225	Tamarite de Litera	COMPLETA	17	12	0	12	5	4	1	0	0
2015	22226	Tardienta	COMPLETA	7	3	0	3	2	1	1	0	2
2015	22227	Tella-Sin	SIN INFORMACIÓN									
2015	22228	Tierz	COMPLETA	2	2	0	2	0	0	0	0	0
2015	22229	Tolva	SIN INFORMACIÓN									
2015	22230	Torla-Ordesa	COMPLETA	3	0	0	0	3	3	0	0	0
2015	22232	Torralba de Aragón	SIN INFORMACIÓN									
2015	22233	Torre la Ribera	SIN INFORMACIÓN									
2015	22234	Torrente de Cinca	COMPLETA	2	1	0	1	1	1	0	0	0
2015	22235	Torres de Alcanadre	SIN INFORMACIÓN									
2015	22236	Torres de Barbués	SIN INFORMACIÓN									
2015	22239	Tramaced	SIN INFORMACIÓN									
2015	22242	Valfarta	SIN INFORMACIÓN									
2015	22243	Valle de Bardají	SIN INFORMACIÓN									
2015	22244	Valle de Lierp	SIN INFORMACIÓN									
2015	22245	Velilla de Cinca	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22246	Beranuy	COMPLETA	1	0	0	0	1	0	1	0	0
2015	22247	Viacamp y Litera	SIN INFORMACIÓN									
2015	22248	Vicién	COMPLETA	1	1	0	1	0	0	0	0	0
2015	22249	Villanova	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22250	Villanúa	COMPLETA	2	2	0	2	0	0	0	0	0
2015	22251	Villanueva de Sigena	COMPLETA	2	1	0	1	0	0	0	0	1
2015	22252	Yebra de Basa	COMPLETA	1	0	0	0	1	1	0	0	0
2015	22253	Yésero	SIN INFORMACIÓN									
2015	22254	Zaidín	COMPLETA	9	4	0	4	4	2	2	0	1
2015	22901	Valle de Hecho	COMPLETA	1	1	1	0	0	0	0	0	0
2015	22902	Puente la Reina de Jaca	COMPLETA	1	0	0	0	0	0	0	1	0
2015	22903	San Miguel del Cinca	COMPLETA	10	9	0	9	1	1	0	0	0
2015	22904	Sotonera (La)	COMPLETA	3	0	0	0	3	3	0	0	0
2015	22905	Lupiñén-Ortilla	COMPLETA	5	2	0	2	3	0	3	0	0
2015	22906	Santa María de Dulcis	SIN INFORMACIÓN									
2015	22907	Aínsa-Sobrarbe	COMPLETA	6	0	0	0	4	2	2	2	0
2015	22908	Hoz y Costeán	SIN INFORMACIÓN									
2015	22909	Vencillón	COMPLETA	3	2	0	2	1	0	1	0	0
2015	44001	Ababuj	SIN INFORMACIÓN									
2015	44002	Abejuela	COMPLETA	1	0	0	0	1	1	0	0	0
2015	44003	Aguatón	SIN INFORMACIÓN									
2015	44004	Aguaviva	COMPLETA	1	0	0	0	0	0	0	0	1
2015	44005	Aguilar del Alfambra	SIN INFORMACIÓN									
2015	44006	Alacón	SIN INFORMACIÓN									
2015	44007	Alba	SIN INFORMACIÓN									
2015	44008	Albalate del Arzobispo	COMPLETA	2	0	0	0	0	0	0	0	2
2015	44009	Albarracín	COMPLETA	4	1	0	1	3	1	2	0	0
2015	44010	Albentosa	COMPLETA	2	1	0	1	1	1	0	0	0
2015	44011	Alcaine	SIN INFORMACIÓN									
2015	44012	Alcalá de la Selva	SIN INFORMACIÓN									
2015	44013	Alcañiz	INCOMPLETA	53	22		22	23	12	11	3	5
2015	44014	Alcorisa	COMPLETA	7	3	0	3	3	3	0	0	1
2015	44016	Alfambra	COMPLETA	1	0	0	0	1	0	1	0	0
2015	44017	Aliaga	SIN INFORMACIÓN									
2015	44018	Almohaja	SIN INFORMACIÓN									
2015	44019	Alobras	SIN INFORMACIÓN									
2015	44020	Alpeñés	SIN INFORMACIÓN									
2015	44021	Allepuz	SIN INFORMACIÓN									
2015	44022	Alloza	COMPLETA	4	4	0	4	0	0	0	0	0
2015	44023	Allueva	SIN INFORMACIÓN									
2015	44024	Anadón	SIN INFORMACIÓN									
2015	44025	Andorra	COMPLETA	9	4	0	4	2	0	2	1	2
2015	44026	Arcos de las Salinas	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44027	Arens de Lledó	INCOMPLETA	1	1		1					
2015	44028	Argente	SIN INFORMACIÓN									
2015	44029	Ariño	COMPLETA	2	1	1	0	1	1	0	0	0
2015	44031	Azaila	SIN INFORMACIÓN									
2015	44032	Bádenas	SIN INFORMACIÓN									
2015	44033	Báguena	SIN INFORMACIÓN									
2015	44034	Bañón	SIN INFORMACIÓN									
2015	44035	Barrachina	SIN INFORMACIÓN									
2015	44036	Bea	SIN INFORMACIÓN									
2015	44037	Beceite	SIN INFORMACIÓN									
2015	44038	Belmonte de San José	SIN INFORMACIÓN									
2015	44039	Bello	COMPLETA	2	0	0	0	1	0	1	0	1
2015	44040	Berge	COMPLETA	1	0	0	0	1	1	0	0	0
2015	44041	Bezas	SIN INFORMACIÓN									
2015	44042	Blancas	SIN INFORMACIÓN									
2015	44043	Blesa	SIN INFORMACIÓN									
2015	44044	Bordón	COMPLETA	3	1	0	1	1	1	0	0	1
2015	44045	Bronchales	SIN INFORMACIÓN									
2015	44046	Bueña	SIN INFORMACIÓN									
2015	44047	Burbáguena	SIN INFORMACIÓN									
2015	44048	Cabra de Mora	SIN INFORMACIÓN									
2015	44049	Calaceite	COMPLETA	5	2	0	2	3	2	1	0	0
2015	44050	Calamocha	INCOMPLETA	17	6		6	9	5	4		2
2015	44051	Calanda	COMPLETA	6	3	0	3	2	1	1	0	1
2015	44052	Calomarde	SIN INFORMACIÓN									
2015	44053	Camañas	SIN INFORMACIÓN									
2015	44054	Camarena de la Sierra	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44055	Camarillas	SIN INFORMACIÓN									
2015	44056	Caminreal	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44059	Cantavieja	COMPLETA	3	0	0	0	3	3	0	0	0
2015	44060	Cañada de Benatanduz	SIN INFORMACIÓN									
2015	44061	Cañada de Verich (La)	SIN INFORMACIÓN									
2015	44062	Cañada Vellida	SIN INFORMACIÓN									
2015	44063	Cañizar del Olivar	COMPLETA	2	0	0	0	2	2	0	0	0
2015	44064	Cascante del Río	SIN INFORMACIÓN									
2015	44065	Castejón de Tornos	SIN INFORMACIÓN									
2015	44066	Castel de Cabra	SIN INFORMACIÓN									
2015	44067	Castelnou	SIN INFORMACIÓN									
2015	44068	Castelserás	COMPLETA	5	1	0	1	3	1	2	0	1
2015	44070	Castellar (El)	SIN INFORMACIÓN									
2015	44071	Castellote	COMPLETA	2	2	0	2	0	0	0	0	0
2015	44074	Cedrillas	SIN INFORMACIÓN									
2015	44075	Celadas	SIN INFORMACIÓN									
2015	44076	Cella	COMPLETA	16	7	0	7	4	1	3	0	5
2015	44077	Cerollera (La)	SIN INFORMACIÓN									
2015	44080	Codoñera (La)	COMPLETA	1	0	0	0	1	1	0	0	0
2015	44082	Corbalán	SIN INFORMACIÓN									
2015	44084	Cortes de Aragón	SIN INFORMACIÓN									
2015	44085	Cosa	SIN INFORMACIÓN									
2015	44086	Cretas	COMPLETA	7	3	1	2	4	3	1	0	0
2015	44087	Crivillén	SIN INFORMACIÓN									
2015	44088	Cuba (La)	SIN INFORMACIÓN									
2015	44089	Cubla	SIN INFORMACIÓN									
2015	44090	Cucalón	SIN INFORMACIÓN									
2015	44092	Cuervo (El)	SIN INFORMACIÓN									
2015	44093	Cuevas de Almudén	SIN INFORMACIÓN									
2015	44094	Cuevas Labradas	SIN INFORMACIÓN									
2015	44096	Ejulve	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44097	Escorihuela	COMPLETA	1	0	0	0	0	0	0	0	1
2015	44099	Escucha	SIN INFORMACIÓN									
2015	44100	Estercuel	SIN INFORMACIÓN									
2015	44101	Ferreruela de Huerva	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44102	Fonfría	SIN INFORMACIÓN									
2015	44103	Formiche Alto	SIN INFORMACIÓN									
2015	44105	Fórnoles	SIN INFORMACIÓN									
2015	44106	Fortanete	COMPLETA	3	1	0	1	2	1	1	0	0
2015	44107	Foz-Calanda	SIN INFORMACIÓN									
2015	44108	Fresneda (La)	SIN INFORMACIÓN									
2015	44109	Frías de Albarracín	SIN INFORMACIÓN									
2015	44110	Fuenferrada	SIN INFORMACIÓN									
2015	44111	Fuentes Calientes	SIN INFORMACIÓN									
2015	44112	Fuentes Claras	COMPLETA	4	3	0	3	0	0	0	0	1
2015	44113	Fuentes de Rubielos	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44114	Fuentespalda	COMPLETA	4	0	0	0	4	3	1	0	0
2015	44115	Galve	SIN INFORMACIÓN									
2015	44116	Gargallo	COMPLETA	2	0	0	0	2	2	0	0	0
2015	44117	Gea de Albarracín	SIN INFORMACIÓN									
2015	44118	Ginebrosa (La)	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44119	Griegos	COMPLETA	2	2	0	2	0	0	0	0	0
2015	44120	Guadalaviar	COMPLETA	1	0	0	0	1	1	0	0	0
2015	44121	Gúdar	COMPLETA	2	0	0	0	2	2	0	0	0
2015	44122	Híjar	COMPLETA	8	4	0	4	4	3	1	0	0
2015	44123	Hinojosa de Jarque	SIN INFORMACIÓN									
2015	44124	Hoz de la Vieja (La)	SIN INFORMACIÓN									
2015	44125	Huesa del Común	SIN INFORMACIÓN									
2015	44126	Iglesuela del Cid (La)	SIN INFORMACIÓN									
2015	44127	Jabaloyas	SIN INFORMACIÓN									
2015	44128	Jarque de la Val	SIN INFORMACIÓN									
2015	44129	Jatiel	SIN INFORMACIÓN									
2015	44130	Jorcas	SIN INFORMACIÓN									
2015	44131	Josa	SIN INFORMACIÓN									
2015	44132	Lagueruela	SIN INFORMACIÓN									
2015	44133	Lanzuela	SIN INFORMACIÓN									
2015	44135	Libros	SIN INFORMACIÓN									
2015	44136	Lidón	SIN INFORMACIÓN									
2015	44137	Linares de Mora	COMPLETA	1	0	0	0	1	1	0	0	0
2015	44138	Loscos	INCOMPLETA	1				1	1			
2015	44141	Lledó	SIN INFORMACIÓN									
2015	44142	Maicas	SIN INFORMACIÓN									
2015	44143	Manzanera	COMPLETA	4	1	0	1	3	0	3	0	0
2015	44144	Martín del Río	COMPLETA	3	1	0	1	2	2	0	0	0
2015	44145	Mas de las Matas	COMPLETA	6	2	1	1	4	1	3	0	0
2015	44146	Mata de los Olmos (La)	COMPLETA	1	1	0	1	0	0	0	0	0
2015	44147	Mazaleón	COMPLETA	3	1	0	1	2	2	0	0	0
2015	44148	Mezquita de Jarque	SIN INFORMACIÓN									
2015	44149	Mirambel	COMPLETA	1	0	0	0	1	1	0	0	0
2015	44150	Miravete de la Sierra	SIN INFORMACIÓN									
