Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
200509	Septiembre 2005	20	Comunidad de Calatayud	Mujeres	79	3	De 6 a 12 meses
200509	Septiembre 2005	20	Comunidad de Calatayud	Mujeres	73	4	De 1 a 2 años
200509	Septiembre 2005	20	Comunidad de Calatayud	Mujeres	16	5	De 2 a 3 años
200509	Septiembre 2005	20	Comunidad de Calatayud	Mujeres	52	6	Más de 3 años
200509	Septiembre 2005	21	Campo de Cariñena	Hombres	37	1	Hasta 3 meses
200509	Septiembre 2005	21	Campo de Cariñena	Hombres	8	2	De 3 a 6 meses
200509	Septiembre 2005	21	Campo de Cariñena	Hombres	7	3	De 6 a 12 meses
200509	Septiembre 2005	21	Campo de Cariñena	Hombres	12	4	De 1 a 2 años
200509	Septiembre 2005	21	Campo de Cariñena	Hombres	4	5	De 2 a 3 años
200509	Septiembre 2005	21	Campo de Cariñena	Hombres	5	6	Más de 3 años
200509	Septiembre 2005	21	Campo de Cariñena	Mujeres	43	1	Hasta 3 meses
200509	Septiembre 2005	21	Campo de Cariñena	Mujeres	10	2	De 3 a 6 meses
200509	Septiembre 2005	21	Campo de Cariñena	Mujeres	25	3	De 6 a 12 meses
200509	Septiembre 2005	21	Campo de Cariñena	Mujeres	15	4	De 1 a 2 años
200509	Septiembre 2005	21	Campo de Cariñena	Mujeres	3	5	De 2 a 3 años
200509	Septiembre 2005	21	Campo de Cariñena	Mujeres	10	6	Más de 3 años
200509	Septiembre 2005	22	Campo de Belchite	Hombres	14	1	Hasta 3 meses
200509	Septiembre 2005	22	Campo de Belchite	Hombres	7	2	De 3 a 6 meses
200509	Septiembre 2005	22	Campo de Belchite	Hombres	6	3	De 6 a 12 meses
200509	Septiembre 2005	22	Campo de Belchite	Hombres	7	4	De 1 a 2 años
200509	Septiembre 2005	22	Campo de Belchite	Hombres	1	5	De 2 a 3 años
200509	Septiembre 2005	22	Campo de Belchite	Hombres	8	6	Más de 3 años
200509	Septiembre 2005	22	Campo de Belchite	Mujeres	18	1	Hasta 3 meses
200509	Septiembre 2005	22	Campo de Belchite	Mujeres	10	2	De 3 a 6 meses
200509	Septiembre 2005	22	Campo de Belchite	Mujeres	5	3	De 6 a 12 meses
200509	Septiembre 2005	22	Campo de Belchite	Mujeres	5	4	De 1 a 2 años
200509	Septiembre 2005	22	Campo de Belchite	Mujeres	1	5	De 2 a 3 años
200509	Septiembre 2005	22	Campo de Belchite	Mujeres	30	6	Más de 3 años
200509	Septiembre 2005	23	Bajo Martín	Hombres	25	1	Hasta 3 meses
200509	Septiembre 2005	23	Bajo Martín	Hombres	11	2	De 3 a 6 meses
200509	Septiembre 2005	23	Bajo Martín	Hombres	11	3	De 6 a 12 meses
200509	Septiembre 2005	23	Bajo Martín	Hombres	9	4	De 1 a 2 años
200509	Septiembre 2005	23	Bajo Martín	Hombres	3	5	De 2 a 3 años
200509	Septiembre 2005	23	Bajo Martín	Hombres	1	6	Más de 3 años
200509	Septiembre 2005	23	Bajo Martín	Mujeres	38	1	Hasta 3 meses
200509	Septiembre 2005	23	Bajo Martín	Mujeres	20	2	De 3 a 6 meses
200509	Septiembre 2005	23	Bajo Martín	Mujeres	21	3	De 6 a 12 meses
200509	Septiembre 2005	23	Bajo Martín	Mujeres	5	4	De 1 a 2 años
200509	Septiembre 2005	23	Bajo Martín	Mujeres	3	5	De 2 a 3 años
200509	Septiembre 2005	23	Bajo Martín	Mujeres	5	6	Más de 3 años
200509	Septiembre 2005	24	Campo de Daroca	Hombres	18	1	Hasta 3 meses
200509	Septiembre 2005	24	Campo de Daroca	Hombres	5	2	De 3 a 6 meses
200509	Septiembre 2005	24	Campo de Daroca	Hombres	6	3	De 6 a 12 meses
200509	Septiembre 2005	24	Campo de Daroca	Hombres	4	4	De 1 a 2 años
200509	Septiembre 2005	24	Campo de Daroca	Hombres	3	6	Más de 3 años
200509	Septiembre 2005	24	Campo de Daroca	Mujeres	21	1	Hasta 3 meses
200509	Septiembre 2005	24	Campo de Daroca	Mujeres	10	2	De 3 a 6 meses
200509	Septiembre 2005	24	Campo de Daroca	Mujeres	6	3	De 6 a 12 meses
200509	Septiembre 2005	24	Campo de Daroca	Mujeres	5	4	De 1 a 2 años
200509	Septiembre 2005	24	Campo de Daroca	Mujeres	4	5	De 2 a 3 años
200509	Septiembre 2005	24	Campo de Daroca	Mujeres	2	6	Más de 3 años
200509	Septiembre 2005	25	Jiloca	Hombres	53	1	Hasta 3 meses
200509	Septiembre 2005	25	Jiloca	Hombres	22	2	De 3 a 6 meses
200509	Septiembre 2005	25	Jiloca	Hombres	13	3	De 6 a 12 meses
200509	Septiembre 2005	25	Jiloca	Hombres	8	4	De 1 a 2 años
200509	Septiembre 2005	25	Jiloca	Hombres	5	5	De 2 a 3 años
200509	Septiembre 2005	25	Jiloca	Hombres	5	6	Más de 3 años
200509	Septiembre 2005	25	Jiloca	Mujeres	62	1	Hasta 3 meses
200509	Septiembre 2005	25	Jiloca	Mujeres	19	2	De 3 a 6 meses
200509	Septiembre 2005	25	Jiloca	Mujeres	24	3	De 6 a 12 meses
200509	Septiembre 2005	25	Jiloca	Mujeres	21	4	De 1 a 2 años
200509	Septiembre 2005	25	Jiloca	Mujeres	8	5	De 2 a 3 años
200509	Septiembre 2005	25	Jiloca	Mujeres	8	6	Más de 3 años
200509	Septiembre 2005	26	Cuencas Mineras	Hombres	79	1	Hasta 3 meses
200509	Septiembre 2005	26	Cuencas Mineras	Hombres	18	2	De 3 a 6 meses
200509	Septiembre 2005	26	Cuencas Mineras	Hombres	32	3	De 6 a 12 meses
200509	Septiembre 2005	26	Cuencas Mineras	Hombres	28	4	De 1 a 2 años
200509	Septiembre 2005	26	Cuencas Mineras	Hombres	5	5	De 2 a 3 años
200509	Septiembre 2005	26	Cuencas Mineras	Hombres	9	6	Más de 3 años
200509	Septiembre 2005	26	Cuencas Mineras	Mujeres	101	1	Hasta 3 meses
200509	Septiembre 2005	26	Cuencas Mineras	Mujeres	31	2	De 3 a 6 meses
200509	Septiembre 2005	26	Cuencas Mineras	Mujeres	33	3	De 6 a 12 meses
200509	Septiembre 2005	26	Cuencas Mineras	Mujeres	35	4	De 1 a 2 años
200509	Septiembre 2005	26	Cuencas Mineras	Mujeres	10	5	De 2 a 3 años
200509	Septiembre 2005	26	Cuencas Mineras	Mujeres	12	6	Más de 3 años
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Hombres	78	1	Hasta 3 meses
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Hombres	38	2	De 3 a 6 meses
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Hombres	27	3	De 6 a 12 meses
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Hombres	56	4	De 1 a 2 años
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Hombres	13	5	De 2 a 3 años
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Hombres	7	6	Más de 3 años
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Mujeres	100	1	Hasta 3 meses
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Mujeres	37	2	De 3 a 6 meses
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Mujeres	41	3	De 6 a 12 meses
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Mujeres	22	4	De 1 a 2 años
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Mujeres	4	5	De 2 a 3 años
200509	Septiembre 2005	27	Andorra-Sierra de Arcos	Mujeres	10	6	Más de 3 años
200509	Septiembre 2005	28	Bajo Aragón	Hombres	172	1	Hasta 3 meses
200509	Septiembre 2005	28	Bajo Aragón	Hombres	32	2	De 3 a 6 meses
200509	Septiembre 2005	28	Bajo Aragón	Hombres	41	3	De 6 a 12 meses
200509	Septiembre 2005	28	Bajo Aragón	Hombres	28	4	De 1 a 2 años
200509	Septiembre 2005	28	Bajo Aragón	Hombres	8	5	De 2 a 3 años
200509	Septiembre 2005	28	Bajo Aragón	Hombres	8	6	Más de 3 años
200509	Septiembre 2005	28	Bajo Aragón	Mujeres	233	1	Hasta 3 meses
200509	Septiembre 2005	28	Bajo Aragón	Mujeres	69	2	De 3 a 6 meses
200509	Septiembre 2005	28	Bajo Aragón	Mujeres	56	3	De 6 a 12 meses
200509	Septiembre 2005	28	Bajo Aragón	Mujeres	30	4	De 1 a 2 años
200509	Septiembre 2005	28	Bajo Aragón	Mujeres	11	5	De 2 a 3 años
200509	Septiembre 2005	28	Bajo Aragón	Mujeres	25	6	Más de 3 años
200509	Septiembre 2005	29	Comunidad de Teruel	Hombres	331	1	Hasta 3 meses
200509	Septiembre 2005	29	Comunidad de Teruel	Hombres	73	2	De 3 a 6 meses
200509	Septiembre 2005	29	Comunidad de Teruel	Hombres	62	3	De 6 a 12 meses
200509	Septiembre 2005	29	Comunidad de Teruel	Hombres	41	4	De 1 a 2 años
200509	Septiembre 2005	29	Comunidad de Teruel	Hombres	5	5	De 2 a 3 años
200509	Septiembre 2005	29	Comunidad de Teruel	Hombres	32	6	Más de 3 años
200509	Septiembre 2005	29	Comunidad de Teruel	Mujeres	453	1	Hasta 3 meses
200509	Septiembre 2005	29	Comunidad de Teruel	Mujeres	108	2	De 3 a 6 meses
200509	Septiembre 2005	29	Comunidad de Teruel	Mujeres	157	3	De 6 a 12 meses
200509	Septiembre 2005	29	Comunidad de Teruel	Mujeres	94	4	De 1 a 2 años
200509	Septiembre 2005	29	Comunidad de Teruel	Mujeres	37	5	De 2 a 3 años
200509	Septiembre 2005	29	Comunidad de Teruel	Mujeres	50	6	Más de 3 años
200509	Septiembre 2005	30	Maestrazgo	Hombres	16	1	Hasta 3 meses
200509	Septiembre 2005	30	Maestrazgo	Hombres	5	2	De 3 a 6 meses
200509	Septiembre 2005	30	Maestrazgo	Hombres	7	3	De 6 a 12 meses
200509	Septiembre 2005	30	Maestrazgo	Hombres	4	4	De 1 a 2 años
200509	Septiembre 2005	30	Maestrazgo	Hombres	2	5	De 2 a 3 años
200509	Septiembre 2005	30	Maestrazgo	Hombres	2	6	Más de 3 años
200509	Septiembre 2005	30	Maestrazgo	Mujeres	19	1	Hasta 3 meses
200509	Septiembre 2005	30	Maestrazgo	Mujeres	9	2	De 3 a 6 meses
200509	Septiembre 2005	30	Maestrazgo	Mujeres	8	3	De 6 a 12 meses
200509	Septiembre 2005	30	Maestrazgo	Mujeres	6	4	De 1 a 2 años
200509	Septiembre 2005	30	Maestrazgo	Mujeres	2	5	De 2 a 3 años
200509	Septiembre 2005	30	Maestrazgo	Mujeres	2	6	Más de 3 años
200509	Septiembre 2005	31	Sierra de Albarracín	Hombres	25	1	Hasta 3 meses
200509	Septiembre 2005	31	Sierra de Albarracín	Hombres	3	2	De 3 a 6 meses
200509	Septiembre 2005	31	Sierra de Albarracín	Hombres	6	3	De 6 a 12 meses
200509	Septiembre 2005	31	Sierra de Albarracín	Hombres	4	4	De 1 a 2 años
200509	Septiembre 2005	31	Sierra de Albarracín	Hombres	1	6	Más de 3 años
200509	Septiembre 2005	31	Sierra de Albarracín	Mujeres	19	1	Hasta 3 meses
200509	Septiembre 2005	31	Sierra de Albarracín	Mujeres	8	2	De 3 a 6 meses
200509	Septiembre 2005	31	Sierra de Albarracín	Mujeres	7	3	De 6 a 12 meses
200509	Septiembre 2005	31	Sierra de Albarracín	Mujeres	12	4	De 1 a 2 años
200509	Septiembre 2005	31	Sierra de Albarracín	Mujeres	2	5	De 2 a 3 años
200509	Septiembre 2005	31	Sierra de Albarracín	Mujeres	1	6	Más de 3 años
200509	Septiembre 2005	32	Gúdar-Javalambre	Hombres	42	1	Hasta 3 meses
200509	Septiembre 2005	32	Gúdar-Javalambre	Hombres	10	2	De 3 a 6 meses
200509	Septiembre 2005	32	Gúdar-Javalambre	Hombres	8	3	De 6 a 12 meses
200509	Septiembre 2005	32	Gúdar-Javalambre	Hombres	5	4	De 1 a 2 años
200509	Septiembre 2005	32	Gúdar-Javalambre	Hombres	1	5	De 2 a 3 años
200509	Septiembre 2005	32	Gúdar-Javalambre	Hombres	1	6	Más de 3 años
200509	Septiembre 2005	32	Gúdar-Javalambre	Mujeres	57	1	Hasta 3 meses
200509	Septiembre 2005	32	Gúdar-Javalambre	Mujeres	14	2	De 3 a 6 meses
200509	Septiembre 2005	32	Gúdar-Javalambre	Mujeres	16	3	De 6 a 12 meses
200509	Septiembre 2005	32	Gúdar-Javalambre	Mujeres	25	4	De 1 a 2 años
200509	Septiembre 2005	32	Gúdar-Javalambre	Mujeres	5	5	De 2 a 3 años
200509	Septiembre 2005	32	Gúdar-Javalambre	Mujeres	13	6	Más de 3 años
200509	Septiembre 2005	33	Matarraña / Matarranya	Hombres	29	1	Hasta 3 meses
200509	Septiembre 2005	33	Matarraña / Matarranya	Hombres	8	2	De 3 a 6 meses
200509	Septiembre 2005	33	Matarraña / Matarranya	Hombres	15	3	De 6 a 12 meses
200509	Septiembre 2005	33	Matarraña / Matarranya	Hombres	11	4	De 1 a 2 años
200509	Septiembre 2005	33	Matarraña / Matarranya	Hombres	1	5	De 2 a 3 años
200509	Septiembre 2005	33	Matarraña / Matarranya	Hombres	6	6	Más de 3 años
200509	Septiembre 2005	33	Matarraña / Matarranya	Mujeres	36	1	Hasta 3 meses
200509	Septiembre 2005	33	Matarraña / Matarranya	Mujeres	20	2	De 3 a 6 meses
200509	Septiembre 2005	33	Matarraña / Matarranya	Mujeres	15	3	De 6 a 12 meses
200509	Septiembre 2005	33	Matarraña / Matarranya	Mujeres	6	4	De 1 a 2 años
200509	Septiembre 2005	33	Matarraña / Matarranya	Mujeres	4	5	De 2 a 3 años
200509	Septiembre 2005	33	Matarraña / Matarranya	Mujeres	3	6	Más de 3 años
200508	Agosto 2005	01	La Jacetania	Hombres	82	1	Hasta 3 meses
200508	Agosto 2005	01	La Jacetania	Hombres	15	2	De 3 a 6 meses
200508	Agosto 2005	01	La Jacetania	Hombres	15	3	De 6 a 12 meses
200508	Agosto 2005	01	La Jacetania	Hombres	7	4	De 1 a 2 años
200508	Agosto 2005	01	La Jacetania	Hombres	2	5	De 2 a 3 años
200508	Agosto 2005	01	La Jacetania	Hombres	4	6	Más de 3 años
200508	Agosto 2005	01	La Jacetania	Mujeres	114	1	Hasta 3 meses
200508	Agosto 2005	01	La Jacetania	Mujeres	41	2	De 3 a 6 meses
200508	Agosto 2005	01	La Jacetania	Mujeres	37	3	De 6 a 12 meses
200508	Agosto 2005	01	La Jacetania	Mujeres	12	4	De 1 a 2 años
200508	Agosto 2005	01	La Jacetania	Mujeres	10	5	De 2 a 3 años
200508	Agosto 2005	01	La Jacetania	Mujeres	12	6	Más de 3 años
200508	Agosto 2005	02	Alto Gállego	Hombres	76	1	Hasta 3 meses
200508	Agosto 2005	02	Alto Gállego	Hombres	13	2	De 3 a 6 meses
200508	Agosto 2005	02	Alto Gállego	Hombres	6	3	De 6 a 12 meses
200508	Agosto 2005	02	Alto Gállego	Hombres	5	4	De 1 a 2 años
200508	Agosto 2005	02	Alto Gállego	Hombres	1	5	De 2 a 3 años
200508	Agosto 2005	02	Alto Gállego	Hombres	1	6	Más de 3 años
200508	Agosto 2005	02	Alto Gállego	Mujeres	85	1	Hasta 3 meses
200508	Agosto 2005	02	Alto Gállego	Mujeres	32	2	De 3 a 6 meses
200508	Agosto 2005	02	Alto Gállego	Mujeres	24	3	De 6 a 12 meses
200508	Agosto 2005	02	Alto Gállego	Mujeres	23	4	De 1 a 2 años
200508	Agosto 2005	02	Alto Gállego	Mujeres	10	5	De 2 a 3 años
200508	Agosto 2005	02	Alto Gállego	Mujeres	12	6	Más de 3 años
200508	Agosto 2005	03	Sobrarbe	Hombres	16	1	Hasta 3 meses
200508	Agosto 2005	03	Sobrarbe	Hombres	5	2	De 3 a 6 meses
200508	Agosto 2005	03	Sobrarbe	Hombres	8	3	De 6 a 12 meses
200508	Agosto 2005	03	Sobrarbe	Hombres	5	4	De 1 a 2 años
200508	Agosto 2005	03	Sobrarbe	Hombres	1	5	De 2 a 3 años
200508	Agosto 2005	03	Sobrarbe	Mujeres	35	1	Hasta 3 meses
200508	Agosto 2005	03	Sobrarbe	Mujeres	9	2	De 3 a 6 meses
200508	Agosto 2005	03	Sobrarbe	Mujeres	18	3	De 6 a 12 meses
200508	Agosto 2005	03	Sobrarbe	Mujeres	5	4	De 1 a 2 años
200508	Agosto 2005	03	Sobrarbe	Mujeres	6	5	De 2 a 3 años
200508	Agosto 2005	03	Sobrarbe	Mujeres	5	6	Más de 3 años
200508	Agosto 2005	04	La Ribagorza	Hombres	40	1	Hasta 3 meses
200508	Agosto 2005	04	La Ribagorza	Hombres	18	2	De 3 a 6 meses
200508	Agosto 2005	04	La Ribagorza	Hombres	12	3	De 6 a 12 meses
200508	Agosto 2005	04	La Ribagorza	Hombres	10	4	De 1 a 2 años
200508	Agosto 2005	04	La Ribagorza	Hombres	2	5	De 2 a 3 años
200508	Agosto 2005	04	La Ribagorza	Hombres	2	6	Más de 3 años
200508	Agosto 2005	04	La Ribagorza	Mujeres	61	1	Hasta 3 meses
200508	Agosto 2005	04	La Ribagorza	Mujeres	33	2	De 3 a 6 meses
200508	Agosto 2005	04	La Ribagorza	Mujeres	23	3	De 6 a 12 meses
200508	Agosto 2005	04	La Ribagorza	Mujeres	21	4	De 1 a 2 años
200508	Agosto 2005	04	La Ribagorza	Mujeres	5	5	De 2 a 3 años
200508	Agosto 2005	04	La Ribagorza	Mujeres	5	6	Más de 3 años
200508	Agosto 2005	05	Cinco Villas	Hombres	194	1	Hasta 3 meses
200508	Agosto 2005	05	Cinco Villas	Hombres	34	2	De 3 a 6 meses
200508	Agosto 2005	05	Cinco Villas	Hombres	47	3	De 6 a 12 meses
200508	Agosto 2005	05	Cinco Villas	Hombres	29	4	De 1 a 2 años
200508	Agosto 2005	05	Cinco Villas	Hombres	6	5	De 2 a 3 años
200508	Agosto 2005	05	Cinco Villas	Hombres	14	6	Más de 3 años
200508	Agosto 2005	05	Cinco Villas	Mujeres	257	1	Hasta 3 meses
200508	Agosto 2005	05	Cinco Villas	Mujeres	71	2	De 3 a 6 meses
200508	Agosto 2005	05	Cinco Villas	Mujeres	93	3	De 6 a 12 meses
200508	Agosto 2005	05	Cinco Villas	Mujeres	118	4	De 1 a 2 años
200508	Agosto 2005	05	Cinco Villas	Mujeres	15	5	De 2 a 3 años
200508	Agosto 2005	05	Cinco Villas	Mujeres	38	6	Más de 3 años
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Hombres	479	1	Hasta 3 meses
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Hombres	98	2	De 3 a 6 meses
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Hombres	97	3	De 6 a 12 meses
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Hombres	91	4	De 1 a 2 años
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Hombres	18	5	De 2 a 3 años
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Hombres	20	6	Más de 3 años
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Mujeres	513	1	Hasta 3 meses
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Mujeres	168	2	De 3 a 6 meses
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Mujeres	191	3	De 6 a 12 meses
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Mujeres	102	4	De 1 a 2 años
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Mujeres	42	5	De 2 a 3 años
200508	Agosto 2005	06	Hoya de Huesca / Plana de Uesca	Mujeres	62	6	Más de 3 años
200508	Agosto 2005	07	Somontano de Barbastro	Hombres	135	1	Hasta 3 meses
200508	Agosto 2005	07	Somontano de Barbastro	Hombres	43	2	De 3 a 6 meses
200508	Agosto 2005	07	Somontano de Barbastro	Hombres	54	3	De 6 a 12 meses
200508	Agosto 2005	07	Somontano de Barbastro	Hombres	56	4	De 1 a 2 años
200508	Agosto 2005	07	Somontano de Barbastro	Hombres	7	5	De 2 a 3 años
200508	Agosto 2005	07	Somontano de Barbastro	Hombres	16	6	Más de 3 años
200508	Agosto 2005	07	Somontano de Barbastro	Mujeres	204	1	Hasta 3 meses
200508	Agosto 2005	07	Somontano de Barbastro	Mujeres	63	2	De 3 a 6 meses
200508	Agosto 2005	07	Somontano de Barbastro	Mujeres	54	3	De 6 a 12 meses
200508	Agosto 2005	07	Somontano de Barbastro	Mujeres	81	4	De 1 a 2 años
200508	Agosto 2005	07	Somontano de Barbastro	Mujeres	31	5	De 2 a 3 años
200508	Agosto 2005	07	Somontano de Barbastro	Mujeres	40	6	Más de 3 años
200508	Agosto 2005	08	Cinca Medio	Hombres	130	1	Hasta 3 meses
200508	Agosto 2005	08	Cinca Medio	Hombres	42	2	De 3 a 6 meses
200508	Agosto 2005	08	Cinca Medio	Hombres	40	3	De 6 a 12 meses
200508	Agosto 2005	08	Cinca Medio	Hombres	26	4	De 1 a 2 años
200508	Agosto 2005	08	Cinca Medio	Hombres	5	5	De 2 a 3 años
200508	Agosto 2005	08	Cinca Medio	Hombres	13	6	Más de 3 años
200508	Agosto 2005	08	Cinca Medio	Mujeres	157	1	Hasta 3 meses
200508	Agosto 2005	08	Cinca Medio	Mujeres	50	2	De 3 a 6 meses
200508	Agosto 2005	08	Cinca Medio	Mujeres	67	3	De 6 a 12 meses
200508	Agosto 2005	08	Cinca Medio	Mujeres	63	4	De 1 a 2 años
200508	Agosto 2005	08	Cinca Medio	Mujeres	15	5	De 2 a 3 años
200508	Agosto 2005	08	Cinca Medio	Mujeres	26	6	Más de 3 años
200508	Agosto 2005	09	La Litera / La Llitera	Hombres	46	1	Hasta 3 meses
200508	Agosto 2005	09	La Litera / La Llitera	Hombres	21	2	De 3 a 6 meses
200508	Agosto 2005	09	La Litera / La Llitera	Hombres	16	3	De 6 a 12 meses
200508	Agosto 2005	09	La Litera / La Llitera	Hombres	10	4	De 1 a 2 años
200508	Agosto 2005	09	La Litera / La Llitera	Hombres	4	6	Más de 3 años
200508	Agosto 2005	09	La Litera / La Llitera	Mujeres	115	1	Hasta 3 meses
200508	Agosto 2005	09	La Litera / La Llitera	Mujeres	37	2	De 3 a 6 meses
200508	Agosto 2005	09	La Litera / La Llitera	Mujeres	35	3	De 6 a 12 meses
200508	Agosto 2005	09	La Litera / La Llitera	Mujeres	25	4	De 1 a 2 años
200508	Agosto 2005	09	La Litera / La Llitera	Mujeres	8	5	De 2 a 3 años
200508	Agosto 2005	09	La Litera / La Llitera	Mujeres	12	6	Más de 3 años
200508	Agosto 2005	10	Los Monegros	Hombres	67	1	Hasta 3 meses
200508	Agosto 2005	10	Los Monegros	Hombres	20	2	De 3 a 6 meses
200508	Agosto 2005	10	Los Monegros	Hombres	12	3	De 6 a 12 meses
200508	Agosto 2005	10	Los Monegros	Hombres	15	4	De 1 a 2 años
200508	Agosto 2005	10	Los Monegros	Hombres	1	5	De 2 a 3 años
200508	Agosto 2005	10	Los Monegros	Hombres	6	6	Más de 3 años
200508	Agosto 2005	10	Los Monegros	Mujeres	80	1	Hasta 3 meses
200508	Agosto 2005	10	Los Monegros	Mujeres	16	2	De 3 a 6 meses
200508	Agosto 2005	10	Los Monegros	Mujeres	32	3	De 6 a 12 meses
200508	Agosto 2005	10	Los Monegros	Mujeres	26	4	De 1 a 2 años
200508	Agosto 2005	10	Los Monegros	Mujeres	8	5	De 2 a 3 años
200508	Agosto 2005	10	Los Monegros	Mujeres	10	6	Más de 3 años
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Hombres	115	1	Hasta 3 meses
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Hombres	21	2	De 3 a 6 meses
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Hombres	22	3	De 6 a 12 meses
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Hombres	26	4	De 1 a 2 años
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Hombres	6	5	De 2 a 3 años
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Hombres	4	6	Más de 3 años
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Mujeres	137	1	Hasta 3 meses
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Mujeres	35	2	De 3 a 6 meses
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Mujeres	34	3	De 6 a 12 meses
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Mujeres	17	4	De 1 a 2 años
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Mujeres	12	5	De 2 a 3 años
200508	Agosto 2005	11	Bajo Cinca / Baix Cinca	Mujeres	6	6	Más de 3 años
200508	Agosto 2005	12	Tarazona y el Moncayo	Hombres	111	1	Hasta 3 meses
200508	Agosto 2005	12	Tarazona y el Moncayo	Hombres	41	2	De 3 a 6 meses
200508	Agosto 2005	12	Tarazona y el Moncayo	Hombres	47	3	De 6 a 12 meses
200508	Agosto 2005	12	Tarazona y el Moncayo	Hombres	19	4	De 1 a 2 años
200508	Agosto 2005	12	Tarazona y el Moncayo	Hombres	4	5	De 2 a 3 años
200508	Agosto 2005	12	Tarazona y el Moncayo	Hombres	25	6	Más de 3 años
200508	Agosto 2005	12	Tarazona y el Moncayo	Mujeres	139	1	Hasta 3 meses
200508	Agosto 2005	12	Tarazona y el Moncayo	Mujeres	62	2	De 3 a 6 meses
200508	Agosto 2005	12	Tarazona y el Moncayo	Mujeres	86	3	De 6 a 12 meses
200508	Agosto 2005	12	Tarazona y el Moncayo	Mujeres	60	4	De 1 a 2 años
200508	Agosto 2005	12	Tarazona y el Moncayo	Mujeres	26	5	De 2 a 3 años
200508	Agosto 2005	12	Tarazona y el Moncayo	Mujeres	65	6	Más de 3 años
200508	Agosto 2005	13	Campo de Borja	Hombres	82	1	Hasta 3 meses
200508	Agosto 2005	13	Campo de Borja	Hombres	20	2	De 3 a 6 meses
200508	Agosto 2005	13	Campo de Borja	Hombres	23	3	De 6 a 12 meses
200508	Agosto 2005	13	Campo de Borja	Hombres	10	4	De 1 a 2 años
200508	Agosto 2005	13	Campo de Borja	Hombres	5	5	De 2 a 3 años
200508	Agosto 2005	13	Campo de Borja	Hombres	8	6	Más de 3 años
200508	Agosto 2005	13	Campo de Borja	Mujeres	101	1	Hasta 3 meses
200508	Agosto 2005	13	Campo de Borja	Mujeres	47	2	De 3 a 6 meses
200508	Agosto 2005	13	Campo de Borja	Mujeres	41	3	De 6 a 12 meses
200508	Agosto 2005	13	Campo de Borja	Mujeres	31	4	De 1 a 2 años
200508	Agosto 2005	13	Campo de Borja	Mujeres	14	5	De 2 a 3 años
200508	Agosto 2005	13	Campo de Borja	Mujeres	16	6	Más de 3 años
200508	Agosto 2005	14	Aranda	Hombres	62	1	Hasta 3 meses
200508	Agosto 2005	14	Aranda	Hombres	14	2	De 3 a 6 meses
200508	Agosto 2005	14	Aranda	Hombres	14	3	De 6 a 12 meses
200508	Agosto 2005	14	Aranda	Hombres	8	4	De 1 a 2 años
200508	Agosto 2005	14	Aranda	Hombres	4	5	De 2 a 3 años
200508	Agosto 2005	14	Aranda	Hombres	5	6	Más de 3 años
200508	Agosto 2005	14	Aranda	Mujeres	50	1	Hasta 3 meses
200508	Agosto 2005	14	Aranda	Mujeres	38	2	De 3 a 6 meses
200508	Agosto 2005	14	Aranda	Mujeres	43	3	De 6 a 12 meses
200508	Agosto 2005	14	Aranda	Mujeres	11	4	De 1 a 2 años
200508	Agosto 2005	14	Aranda	Mujeres	8	5	De 2 a 3 años
200508	Agosto 2005	14	Aranda	Mujeres	10	6	Más de 3 años
