Mes (código)	Mes y año	Comarca código	Comarca nombre	Temporalidad	Sexo	Afiliaciones en alta
201303	Marzo 2013	30	Maestrazgo	Sin clasificar	Hombres	26
201303	Marzo 2013	30	Maestrazgo	Sin clasificar	Mujeres	5
201303	Marzo 2013	31	Sierra de Albarracín	Sin clasificar	Hombres	41
201303	Marzo 2013	31	Sierra de Albarracín	Sin clasificar	Mujeres	30
201303	Marzo 2013	32	Gúdar-Javalambre	Sin clasificar	Hombres	56
201303	Marzo 2013	32	Gúdar-Javalambre	Sin clasificar	Mujeres	15
201303	Marzo 2013	33	Matarraña / Matarranya	Sin clasificar	Hombres	71
201303	Marzo 2013	33	Matarraña / Matarranya	Sin clasificar	Mujeres	13
201306	Junio 2013	01	La Jacetania	Sin clasificar	Hombres	188
201306	Junio 2013	01	La Jacetania	Sin clasificar	Mujeres	110
201306	Junio 2013	02	Alto Gállego	Sin clasificar	Hombres	93
201306	Junio 2013	02	Alto Gállego	Sin clasificar	Mujeres	57
201306	Junio 2013	03	Sobrarbe	Sin clasificar	Hombres	29
201306	Junio 2013	03	Sobrarbe	Sin clasificar	Mujeres	7
201306	Junio 2013	04	La Ribagorza	Sin clasificar	Hombres	69
201306	Junio 2013	04	La Ribagorza	Sin clasificar	Mujeres	24
201306	Junio 2013	05	Cinco Villas	Sin clasificar	Hombres	322
201306	Junio 2013	05	Cinco Villas	Sin clasificar	Mujeres	74
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Hombres	1724
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Mujeres	2859
201306	Junio 2013	07	Somontano de Barbastro	Sin clasificar	Hombres	354
201306	Junio 2013	07	Somontano de Barbastro	Sin clasificar	Mujeres	534
201306	Junio 2013	08	Cinca Medio	Sin clasificar	Hombres	129
201306	Junio 2013	08	Cinca Medio	Sin clasificar	Mujeres	58
201306	Junio 2013	09	La Litera / La Llitera	Sin clasificar	Hombres	155
201306	Junio 2013	09	La Litera / La Llitera	Sin clasificar	Mujeres	71
201306	Junio 2013	10	Los Monegros	Sin clasificar	Hombres	190
201306	Junio 2013	10	Los Monegros	Sin clasificar	Mujeres	56
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	Sin clasificar	Hombres	441
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	Sin clasificar	Mujeres	122
201306	Junio 2013	12	Tarazona y el Moncayo	Sin clasificar	Hombres	110
201306	Junio 2013	12	Tarazona y el Moncayo	Sin clasificar	Mujeres	100
201306	Junio 2013	13	Campo de Borja	Sin clasificar	Hombres	75
201306	Junio 2013	13	Campo de Borja	Sin clasificar	Mujeres	100
201306	Junio 2013	14	Aranda	Sin clasificar	Hombres	34
201306	Junio 2013	14	Aranda	Sin clasificar	Mujeres	8
201306	Junio 2013	15	Ribera Alta del Ebro	Sin clasificar	Hombres	125
201306	Junio 2013	15	Ribera Alta del Ebro	Sin clasificar	Mujeres	66
201306	Junio 2013	16	Valdejalón	Sin clasificar	Hombres	453
201306	Junio 2013	16	Valdejalón	Sin clasificar	Mujeres	157
201306	Junio 2013	17	Central	Sin clasificar	Hombres	9734
201306	Junio 2013	17	Central	Sin clasificar	Mujeres	15162
201306	Junio 2013	18	Ribera Baja del Ebro	Sin clasificar	Hombres	51
201306	Junio 2013	18	Ribera Baja del Ebro	Sin clasificar	Mujeres	24
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Hombres	281
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Mujeres	58
201306	Junio 2013	20	Comunidad de Calatayud	Sin clasificar	Hombres	408
201306	Junio 2013	20	Comunidad de Calatayud	Sin clasificar	Mujeres	428
201306	Junio 2013	21	Campo de Cariñena	Sin clasificar	Hombres	190
201306	Junio 2013	21	Campo de Cariñena	Sin clasificar	Mujeres	52
201306	Junio 2013	22	Campo de Belchite	Sin clasificar	Hombres	48
201306	Junio 2013	22	Campo de Belchite	Sin clasificar	Mujeres	14
201306	Junio 2013	23	Bajo Martín	Sin clasificar	Hombres	53
201306	Junio 2013	23	Bajo Martín	Sin clasificar	Mujeres	24
201306	Junio 2013	24	Campo de Daroca	Sin clasificar	Hombres	40
201306	Junio 2013	24	Campo de Daroca	Sin clasificar	Mujeres	14
201306	Junio 2013	25	Jiloca	Sin clasificar	Hombres	63
201306	Junio 2013	25	Jiloca	Sin clasificar	Mujeres	21
201306	Junio 2013	26	Cuencas Mineras	Sin clasificar	Hombres	61
201306	Junio 2013	26	Cuencas Mineras	Sin clasificar	Mujeres	36
201306	Junio 2013	27	Andorra-Sierra de Arcos	Sin clasificar	Hombres	64
201306	Junio 2013	27	Andorra-Sierra de Arcos	Sin clasificar	Mujeres	23
201306	Junio 2013	28	Bajo Aragón	Sin clasificar	Hombres	310
201306	Junio 2013	28	Bajo Aragón	Sin clasificar	Mujeres	465
201306	Junio 2013	29	Comunidad de Teruel	Sin clasificar	Hombres	1380
201306	Junio 2013	29	Comunidad de Teruel	Sin clasificar	Mujeres	2123
201306	Junio 2013	30	Maestrazgo	Sin clasificar	Hombres	23
201306	Junio 2013	30	Maestrazgo	Sin clasificar	Mujeres	4
201306	Junio 2013	31	Sierra de Albarracín	Sin clasificar	Hombres	35
201306	Junio 2013	31	Sierra de Albarracín	Sin clasificar	Mujeres	34
201306	Junio 2013	32	Gúdar-Javalambre	Sin clasificar	Hombres	45
201306	Junio 2013	32	Gúdar-Javalambre	Sin clasificar	Mujeres	15
201306	Junio 2013	33	Matarraña / Matarranya	Sin clasificar	Hombres	50
201306	Junio 2013	33	Matarraña / Matarranya	Sin clasificar	Mujeres	13
201309	Septiembre 2013	01	La Jacetania	Sin clasificar	Hombres	185
201309	Septiembre 2013	01	La Jacetania	Sin clasificar	Mujeres	113
201309	Septiembre 2013	02	Alto Gállego	Sin clasificar	Hombres	93
201309	Septiembre 2013	02	Alto Gállego	Sin clasificar	Mujeres	56
201309	Septiembre 2013	03	Sobrarbe	Sin clasificar	Hombres	28
201309	Septiembre 2013	03	Sobrarbe	Sin clasificar	Mujeres	8
201309	Septiembre 2013	04	La Ribagorza	Sin clasificar	Hombres	67
201309	Septiembre 2013	04	La Ribagorza	Sin clasificar	Mujeres	24
201309	Septiembre 2013	05	Cinco Villas	Sin clasificar	Hombres	323
201309	Septiembre 2013	05	Cinco Villas	Sin clasificar	Mujeres	71
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Hombres	1699
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Mujeres	2805
201309	Septiembre 2013	07	Somontano de Barbastro	Sin clasificar	Hombres	356
201309	Septiembre 2013	07	Somontano de Barbastro	Sin clasificar	Mujeres	532
201309	Septiembre 2013	08	Cinca Medio	Sin clasificar	Hombres	123
201309	Septiembre 2013	08	Cinca Medio	Sin clasificar	Mujeres	58
201309	Septiembre 2013	09	La Litera / La Llitera	Sin clasificar	Hombres	162
201309	Septiembre 2013	09	La Litera / La Llitera	Sin clasificar	Mujeres	69
201309	Septiembre 2013	10	Los Monegros	Sin clasificar	Hombres	177
201309	Septiembre 2013	10	Los Monegros	Sin clasificar	Mujeres	57
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	Sin clasificar	Hombres	441
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	Sin clasificar	Mujeres	135
201309	Septiembre 2013	12	Tarazona y el Moncayo	Sin clasificar	Hombres	105
201309	Septiembre 2013	12	Tarazona y el Moncayo	Sin clasificar	Mujeres	98
201309	Septiembre 2013	13	Campo de Borja	Sin clasificar	Hombres	69
201309	Septiembre 2013	13	Campo de Borja	Sin clasificar	Mujeres	102
201309	Septiembre 2013	14	Aranda	Sin clasificar	Hombres	34
201309	Septiembre 2013	14	Aranda	Sin clasificar	Mujeres	8
201309	Septiembre 2013	15	Ribera Alta del Ebro	Sin clasificar	Hombres	118
201309	Septiembre 2013	15	Ribera Alta del Ebro	Sin clasificar	Mujeres	65
201309	Septiembre 2013	16	Valdejalón	Sin clasificar	Hombres	463
201309	Septiembre 2013	16	Valdejalón	Sin clasificar	Mujeres	150
201309	Septiembre 2013	17	Central	Sin clasificar	Hombres	9578
201309	Septiembre 2013	17	Central	Sin clasificar	Mujeres	15114
201309	Septiembre 2013	18	Ribera Baja del Ebro	Sin clasificar	Hombres	50
201309	Septiembre 2013	18	Ribera Baja del Ebro	Sin clasificar	Mujeres	24
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Hombres	321
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Mujeres	55
201309	Septiembre 2013	20	Comunidad de Calatayud	Sin clasificar	Hombres	383
201309	Septiembre 2013	20	Comunidad de Calatayud	Sin clasificar	Mujeres	412
201309	Septiembre 2013	21	Campo de Cariñena	Sin clasificar	Hombres	191
201309	Septiembre 2013	21	Campo de Cariñena	Sin clasificar	Mujeres	49
201309	Septiembre 2013	22	Campo de Belchite	Sin clasificar	Hombres	49
201309	Septiembre 2013	22	Campo de Belchite	Sin clasificar	Mujeres	14
201309	Septiembre 2013	23	Bajo Martín	Sin clasificar	Hombres	51
201309	Septiembre 2013	23	Bajo Martín	Sin clasificar	Mujeres	25
201309	Septiembre 2013	24	Campo de Daroca	Sin clasificar	Hombres	35
201309	Septiembre 2013	24	Campo de Daroca	Sin clasificar	Mujeres	16
201309	Septiembre 2013	25	Jiloca	Sin clasificar	Hombres	60
201309	Septiembre 2013	25	Jiloca	Sin clasificar	Mujeres	21
201309	Septiembre 2013	26	Cuencas Mineras	Sin clasificar	Hombres	62
201309	Septiembre 2013	26	Cuencas Mineras	Sin clasificar	Mujeres	40
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	Sin clasificar	Hombres	63
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	Sin clasificar	Mujeres	22
201309	Septiembre 2013	28	Bajo Aragón	Sin clasificar	Hombres	294
201309	Septiembre 2013	28	Bajo Aragón	Sin clasificar	Mujeres	442
201309	Septiembre 2013	29	Comunidad de Teruel	Sin clasificar	Hombres	1366
201309	Septiembre 2013	29	Comunidad de Teruel	Sin clasificar	Mujeres	2131
201309	Septiembre 2013	30	Maestrazgo	Sin clasificar	Hombres	22
201309	Septiembre 2013	30	Maestrazgo	Sin clasificar	Mujeres	4
201309	Septiembre 2013	31	Sierra de Albarracín	Sin clasificar	Hombres	33
201309	Septiembre 2013	31	Sierra de Albarracín	Sin clasificar	Mujeres	33
201309	Septiembre 2013	32	Gúdar-Javalambre	Sin clasificar	Hombres	43
201309	Septiembre 2013	32	Gúdar-Javalambre	Sin clasificar	Mujeres	15
201309	Septiembre 2013	33	Matarraña / Matarranya	Sin clasificar	Hombres	42
201309	Septiembre 2013	33	Matarraña / Matarranya	Sin clasificar	Mujeres	12
201312	Diciembre 2013	01	La Jacetania	Sin clasificar	Hombres	178
201312	Diciembre 2013	01	La Jacetania	Sin clasificar	Mujeres	113
201312	Diciembre 2013	02	Alto Gállego	Sin clasificar	Hombres	94
201312	Diciembre 2013	02	Alto Gállego	Sin clasificar	Mujeres	56
201312	Diciembre 2013	03	Sobrarbe	Sin clasificar	Hombres	28
201312	Diciembre 2013	03	Sobrarbe	Sin clasificar	Mujeres	6
201312	Diciembre 2013	04	La Ribagorza	Sin clasificar	Hombres	68
201312	Diciembre 2013	04	La Ribagorza	Sin clasificar	Mujeres	26
201312	Diciembre 2013	05	Cinco Villas	Sin clasificar	Hombres	318
201312	Diciembre 2013	05	Cinco Villas	Sin clasificar	Mujeres	75
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Hombres	1735
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Mujeres	2888
201312	Diciembre 2013	07	Somontano de Barbastro	Sin clasificar	Hombres	349
201312	Diciembre 2013	07	Somontano de Barbastro	Sin clasificar	Mujeres	553
201312	Diciembre 2013	08	Cinca Medio	Sin clasificar	Hombres	127
201312	Diciembre 2013	08	Cinca Medio	Sin clasificar	Mujeres	62
201312	Diciembre 2013	09	La Litera / La Llitera	Sin clasificar	Hombres	178
201312	Diciembre 2013	09	La Litera / La Llitera	Sin clasificar	Mujeres	70
201312	Diciembre 2013	10	Los Monegros	Sin clasificar	Hombres	171
201312	Diciembre 2013	10	Los Monegros	Sin clasificar	Mujeres	54
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	Sin clasificar	Hombres	515
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	Sin clasificar	Mujeres	230
201312	Diciembre 2013	12	Tarazona y el Moncayo	Sin clasificar	Hombres	108
201312	Diciembre 2013	12	Tarazona y el Moncayo	Sin clasificar	Mujeres	96
201312	Diciembre 2013	13	Campo de Borja	Sin clasificar	Hombres	72
201312	Diciembre 2013	13	Campo de Borja	Sin clasificar	Mujeres	96
201312	Diciembre 2013	14	Aranda	Sin clasificar	Hombres	33
201312	Diciembre 2013	14	Aranda	Sin clasificar	Mujeres	8
201312	Diciembre 2013	15	Ribera Alta del Ebro	Sin clasificar	Hombres	125
201312	Diciembre 2013	15	Ribera Alta del Ebro	Sin clasificar	Mujeres	69
201312	Diciembre 2013	16	Valdejalón	Sin clasificar	Hombres	527
201312	Diciembre 2013	16	Valdejalón	Sin clasificar	Mujeres	209
201312	Diciembre 2013	17	Central	Sin clasificar	Hombres	9725
201312	Diciembre 2013	17	Central	Sin clasificar	Mujeres	15342
201312	Diciembre 2013	18	Ribera Baja del Ebro	Sin clasificar	Hombres	54
201312	Diciembre 2013	18	Ribera Baja del Ebro	Sin clasificar	Mujeres	27
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Hombres	367
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Mujeres	107
201312	Diciembre 2013	20	Comunidad de Calatayud	Sin clasificar	Hombres	414
201312	Diciembre 2013	20	Comunidad de Calatayud	Sin clasificar	Mujeres	435
201312	Diciembre 2013	21	Campo de Cariñena	Sin clasificar	Hombres	183
201312	Diciembre 2013	21	Campo de Cariñena	Sin clasificar	Mujeres	50
201312	Diciembre 2013	22	Campo de Belchite	Sin clasificar	Hombres	48
201312	Diciembre 2013	22	Campo de Belchite	Sin clasificar	Mujeres	14
201312	Diciembre 2013	23	Bajo Martín	Sin clasificar	Hombres	49
201312	Diciembre 2013	23	Bajo Martín	Sin clasificar	Mujeres	26
201312	Diciembre 2013	24	Campo de Daroca	Sin clasificar	Hombres	35
201312	Diciembre 2013	24	Campo de Daroca	Sin clasificar	Mujeres	16
201312	Diciembre 2013	25	Jiloca	Sin clasificar	Hombres	55
201312	Diciembre 2013	25	Jiloca	Sin clasificar	Mujeres	19
201312	Diciembre 2013	26	Cuencas Mineras	Sin clasificar	Hombres	58
201312	Diciembre 2013	26	Cuencas Mineras	Sin clasificar	Mujeres	38
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	Sin clasificar	Hombres	65
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	Sin clasificar	Mujeres	26
201312	Diciembre 2013	28	Bajo Aragón	Sin clasificar	Hombres	320
201312	Diciembre 2013	28	Bajo Aragón	Sin clasificar	Mujeres	518
201312	Diciembre 2013	29	Comunidad de Teruel	Sin clasificar	Hombres	1372
201312	Diciembre 2013	29	Comunidad de Teruel	Sin clasificar	Mujeres	2157
201312	Diciembre 2013	30	Maestrazgo	Sin clasificar	Hombres	23
201312	Diciembre 2013	30	Maestrazgo	Sin clasificar	Mujeres	4
201312	Diciembre 2013	31	Sierra de Albarracín	Sin clasificar	Hombres	34
201312	Diciembre 2013	31	Sierra de Albarracín	Sin clasificar	Mujeres	34
201312	Diciembre 2013	32	Gúdar-Javalambre	Sin clasificar	Hombres	40
201312	Diciembre 2013	32	Gúdar-Javalambre	Sin clasificar	Mujeres	15
201312	Diciembre 2013	33	Matarraña / Matarranya	Sin clasificar	Hombres	40
201312	Diciembre 2013	33	Matarraña / Matarranya	Sin clasificar	Mujeres	13
201403	Marzo 2014	01	La Jacetania	Sin clasificar	Hombres	172
201403	Marzo 2014	01	La Jacetania	Sin clasificar	Mujeres	113
201403	Marzo 2014	02	Alto Gállego	Sin clasificar	Hombres	93
201403	Marzo 2014	02	Alto Gállego	Sin clasificar	Mujeres	58
201403	Marzo 2014	03	Sobrarbe	Sin clasificar	Hombres	26
201403	Marzo 2014	03	Sobrarbe	Sin clasificar	Mujeres	6
201403	Marzo 2014	04	La Ribagorza	Sin clasificar	Hombres	62
201403	Marzo 2014	04	La Ribagorza	Sin clasificar	Mujeres	26
201403	Marzo 2014	05	Cinco Villas	Sin clasificar	Hombres	306
201403	Marzo 2014	05	Cinco Villas	Sin clasificar	Mujeres	75
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Hombres	1742
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Mujeres	2897
201403	Marzo 2014	07	Somontano de Barbastro	Sin clasificar	Hombres	343
201403	Marzo 2014	07	Somontano de Barbastro	Sin clasificar	Mujeres	539
201403	Marzo 2014	08	Cinca Medio	Sin clasificar	Hombres	122
201403	Marzo 2014	08	Cinca Medio	Sin clasificar	Mujeres	56
201403	Marzo 2014	09	La Litera / La Llitera	Sin clasificar	Hombres	155
201403	Marzo 2014	09	La Litera / La Llitera	Sin clasificar	Mujeres	71
201403	Marzo 2014	10	Los Monegros	Sin clasificar	Hombres	170
201403	Marzo 2014	10	Los Monegros	Sin clasificar	Mujeres	52
201403	Marzo 2014	11	Bajo Cinca / Baix Cinca	Sin clasificar	Hombres	423
201403	Marzo 2014	11	Bajo Cinca / Baix Cinca	Sin clasificar	Mujeres	133
201403	Marzo 2014	12	Tarazona y el Moncayo	Sin clasificar	Hombres	110
201403	Marzo 2014	12	Tarazona y el Moncayo	Sin clasificar	Mujeres	89
201403	Marzo 2014	13	Campo de Borja	Sin clasificar	Hombres	66
201403	Marzo 2014	13	Campo de Borja	Sin clasificar	Mujeres	99
201403	Marzo 2014	14	Aranda	Sin clasificar	Hombres	30
201403	Marzo 2014	14	Aranda	Sin clasificar	Mujeres	8
201403	Marzo 2014	15	Ribera Alta del Ebro	Sin clasificar	Hombres	116
201403	Marzo 2014	15	Ribera Alta del Ebro	Sin clasificar	Mujeres	77
201403	Marzo 2014	16	Valdejalón	Sin clasificar	Hombres	457
201403	Marzo 2014	16	Valdejalón	Sin clasificar	Mujeres	155
201403	Marzo 2014	17	Central	Sin clasificar	Hombres	9739
201403	Marzo 2014	17	Central	Sin clasificar	Mujeres	15478
201403	Marzo 2014	18	Ribera Baja del Ebro	Sin clasificar	Hombres	48
201403	Marzo 2014	18	Ribera Baja del Ebro	Sin clasificar	Mujeres	24
201403	Marzo 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Hombres	312
201403	Marzo 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Mujeres	69
201403	Marzo 2014	20	Comunidad de Calatayud	Sin clasificar	Hombres	406
201403	Marzo 2014	20	Comunidad de Calatayud	Sin clasificar	Mujeres	422
201403	Marzo 2014	21	Campo de Cariñena	Sin clasificar	Hombres	174
201403	Marzo 2014	21	Campo de Cariñena	Sin clasificar	Mujeres	49
201403	Marzo 2014	22	Campo de Belchite	Sin clasificar	Hombres	46
201403	Marzo 2014	22	Campo de Belchite	Sin clasificar	Mujeres	14
201403	Marzo 2014	23	Bajo Martín	Sin clasificar	Hombres	45
201403	Marzo 2014	23	Bajo Martín	Sin clasificar	Mujeres	27
201403	Marzo 2014	24	Campo de Daroca	Sin clasificar	Hombres	31
201403	Marzo 2014	24	Campo de Daroca	Sin clasificar	Mujeres	16
201403	Marzo 2014	25	Jiloca	Sin clasificar	Hombres	52
201403	Marzo 2014	25	Jiloca	Sin clasificar	Mujeres	20
201403	Marzo 2014	26	Cuencas Mineras	Sin clasificar	Hombres	55
201403	Marzo 2014	26	Cuencas Mineras	Sin clasificar	Mujeres	35
201403	Marzo 2014	27	Andorra-Sierra de Arcos	Sin clasificar	Hombres	64
201403	Marzo 2014	27	Andorra-Sierra de Arcos	Sin clasificar	Mujeres	21
201403	Marzo 2014	28	Bajo Aragón	Sin clasificar	Hombres	294
201403	Marzo 2014	28	Bajo Aragón	Sin clasificar	Mujeres	475
201403	Marzo 2014	29	Comunidad de Teruel	Sin clasificar	Hombres	1379
201403	Marzo 2014	29	Comunidad de Teruel	Sin clasificar	Mujeres	2187
201403	Marzo 2014	30	Maestrazgo	Sin clasificar	Hombres	21
201403	Marzo 2014	30	Maestrazgo	Sin clasificar	Mujeres	4
201403	Marzo 2014	31	Sierra de Albarracín	Sin clasificar	Hombres	35
201403	Marzo 2014	31	Sierra de Albarracín	Sin clasificar	Mujeres	34
201403	Marzo 2014	32	Gúdar-Javalambre	Sin clasificar	Hombres	41
201403	Marzo 2014	32	Gúdar-Javalambre	Sin clasificar	Mujeres	15
201403	Marzo 2014	33	Matarraña / Matarranya	Sin clasificar	Hombres	38
201403	Marzo 2014	33	Matarraña / Matarranya	Sin clasificar	Mujeres	13
201406	Junio 2014	01	La Jacetania	Sin clasificar	Hombres	168
201406	Junio 2014	01	La Jacetania	Sin clasificar	Mujeres	112
201406	Junio 2014	02	Alto Gállego	Sin clasificar	Hombres	98
201406	Junio 2014	02	Alto Gállego	Sin clasificar	Mujeres	56
201406	Junio 2014	03	Sobrarbe	Sin clasificar	Hombres	26
201406	Junio 2014	03	Sobrarbe	Sin clasificar	Mujeres	5
201406	Junio 2014	04	La Ribagorza	Sin clasificar	Hombres	58
201406	Junio 2014	04	La Ribagorza	Sin clasificar	Mujeres	27
201406	Junio 2014	05	Cinco Villas	Sin clasificar	Hombres	295
201406	Junio 2014	05	Cinco Villas	Sin clasificar	Mujeres	71
201406	Junio 2014	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Hombres	1704
201406	Junio 2014	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Mujeres	2890
201406	Junio 2014	07	Somontano de Barbastro	Sin clasificar	Hombres	330
201406	Junio 2014	07	Somontano de Barbastro	Sin clasificar	Mujeres	523
201406	Junio 2014	08	Cinca Medio	Sin clasificar	Hombres	112
201406	Junio 2014	08	Cinca Medio	Sin clasificar	Mujeres	57
201406	Junio 2014	09	La Litera / La Llitera	Sin clasificar	Hombres	143
201406	Junio 2014	09	La Litera / La Llitera	Sin clasificar	Mujeres	68
201406	Junio 2014	10	Los Monegros	Sin clasificar	Hombres	163
201406	Junio 2014	10	Los Monegros	Sin clasificar	Mujeres	47
201406	Junio 2014	11	Bajo Cinca / Baix Cinca	Sin clasificar	Hombres	333
201406	Junio 2014	11	Bajo Cinca / Baix Cinca	Sin clasificar	Mujeres	105
201406	Junio 2014	12	Tarazona y el Moncayo	Sin clasificar	Hombres	106
201406	Junio 2014	12	Tarazona y el Moncayo	Sin clasificar	Mujeres	101
201406	Junio 2014	13	Campo de Borja	Sin clasificar	Hombres	77
201406	Junio 2014	13	Campo de Borja	Sin clasificar	Mujeres	101
201406	Junio 2014	14	Aranda	Sin clasificar	Hombres	30
201406	Junio 2014	14	Aranda	Sin clasificar	Mujeres	7
201406	Junio 2014	15	Ribera Alta del Ebro	Sin clasificar	Hombres	116
201406	Junio 2014	15	Ribera Alta del Ebro	Sin clasificar	Mujeres	64
201406	Junio 2014	16	Valdejalón	Sin clasificar	Hombres	384
201406	Junio 2014	16	Valdejalón	Sin clasificar	Mujeres	130
201406	Junio 2014	17	Central	Sin clasificar	Hombres	9684
201406	Junio 2014	17	Central	Sin clasificar	Mujeres	15413
201406	Junio 2014	18	Ribera Baja del Ebro	Sin clasificar	Hombres	49
201406	Junio 2014	18	Ribera Baja del Ebro	Sin clasificar	Mujeres	24
201406	Junio 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Hombres	265
201406	Junio 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Sin clasificar	Mujeres	43
201406	Junio 2014	20	Comunidad de Calatayud	Sin clasificar	Hombres	374
201406	Junio 2014	20	Comunidad de Calatayud	Sin clasificar	Mujeres	420
201406	Junio 2014	21	Campo de Cariñena	Sin clasificar	Hombres	150
201406	Junio 2014	21	Campo de Cariñena	Sin clasificar	Mujeres	42
201406	Junio 2014	22	Campo de Belchite	Sin clasificar	Hombres	45
201406	Junio 2014	22	Campo de Belchite	Sin clasificar	Mujeres	14
201406	Junio 2014	23	Bajo Martín	Sin clasificar	Hombres	41
201406	Junio 2014	23	Bajo Martín	Sin clasificar	Mujeres	24
201406	Junio 2014	24	Campo de Daroca	Sin clasificar	Hombres	30
201406	Junio 2014	24	Campo de Daroca	Sin clasificar	Mujeres	16
201406	Junio 2014	25	Jiloca	Sin clasificar	Hombres	47
201406	Junio 2014	25	Jiloca	Sin clasificar	Mujeres	21
201406	Junio 2014	26	Cuencas Mineras	Sin clasificar	Hombres	47
201406	Junio 2014	26	Cuencas Mineras	Sin clasificar	Mujeres	33
201406	Junio 2014	27	Andorra-Sierra de Arcos	Sin clasificar	Hombres	60
201406	Junio 2014	27	Andorra-Sierra de Arcos	Sin clasificar	Mujeres	21
201406	Junio 2014	28	Bajo Aragón	Sin clasificar	Hombres	268
201406	Junio 2014	28	Bajo Aragón	Sin clasificar	Mujeres	417
201406	Junio 2014	29	Comunidad de Teruel	Sin clasificar	Hombres	1356
201406	Junio 2014	29	Comunidad de Teruel	Sin clasificar	Mujeres	2246
201406	Junio 2014	30	Maestrazgo	Sin clasificar	Hombres	21
201406	Junio 2014	30	Maestrazgo	Sin clasificar	Mujeres	4
201406	Junio 2014	31	Sierra de Albarracín	Sin clasificar	Hombres	35
201406	Junio 2014	31	Sierra de Albarracín	Sin clasificar	Mujeres	36
201406	Junio 2014	32	Gúdar-Javalambre	Sin clasificar	Hombres	39
201406	Junio 2014	32	Gúdar-Javalambre	Sin clasificar	Mujeres	14
201406	Junio 2014	33	Matarraña / Matarranya	Sin clasificar	Hombres	34
201406	Junio 2014	33	Matarraña / Matarranya	Sin clasificar	Mujeres	12
201409	Septiembre 2014	01	La Jacetania	Sin clasificar	Hombres	167
201409	Septiembre 2014	01	La Jacetania	Sin clasificar	Mujeres	112
201409	Septiembre 2014	02	Alto Gállego	Sin clasificar	Hombres	93
201409	Septiembre 2014	02	Alto Gállego	Sin clasificar	Mujeres	58
201409	Septiembre 2014	03	Sobrarbe	Sin clasificar	Hombres	27
201409	Septiembre 2014	03	Sobrarbe	Sin clasificar	Mujeres	5
201409	Septiembre 2014	04	La Ribagorza	Sin clasificar	Hombres	60
201409	Septiembre 2014	04	La Ribagorza	Sin clasificar	Mujeres	25
201409	Septiembre 2014	05	Cinco Villas	Sin clasificar	Hombres	285
201409	Septiembre 2014	05	Cinco Villas	Sin clasificar	Mujeres	71
201409	Septiembre 2014	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Hombres	1709
201409	Septiembre 2014	06	Hoya de Huesca / Plana de Uesca	Sin clasificar	Mujeres	2904
201409	Septiembre 2014	07	Somontano de Barbastro	Sin clasificar	Hombres	329
201409	Septiembre 2014	07	Somontano de Barbastro	Sin clasificar	Mujeres	520
201409	Septiembre 2014	08	Cinca Medio	Sin clasificar	Hombres	126
201409	Septiembre 2014	08	Cinca Medio	Sin clasificar	Mujeres	53
201409	Septiembre 2014	09	La Litera / La Llitera	Sin clasificar	Hombres	143
201409	Septiembre 2014	09	La Litera / La Llitera	Sin clasificar	Mujeres	69
201409	Septiembre 2014	10	Los Monegros	Sin clasificar	Hombres	151
