Comarca código	Comarca nombre	Tipo estudios	Edad	Sexo	Personas residentes viviendas familiares
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Arquitectura o Construcción	25 a 44	Mujeres	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Arquitectura o Construcción	25 a 44	Hombres	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Arquitectura o Construcción	45 a 64	Hombres	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Arquitectura o Construcción	65 y más	Hombres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, Veterinaria,...	25 a 44	Mujeres	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, Veterinaria,...	25 a 44	Hombres	55
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, Veterinaria,...	45 a 64	Hombres	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, Veterinaria,...	65 y más	Hombres	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Salud, Servicios Sociales	25 a 44	Mujeres	65
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Salud, Servicios Sociales	45 a 64	Mujeres	15
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Salud, Servicios Sociales	65 y más	Mujeres	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Salud, Servicios Sociales	25 a 44	Hombres	18
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Salud, Servicios Sociales	45 a 64	Hombres	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Salud, Servicios Sociales	65 y más	Hombres	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros Servicios	25 a 44	Mujeres	46
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros Servicios	45 a 64	Mujeres	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros Servicios	25 a 44	Hombres	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros Servicios	45 a 64	Hombres	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros Servicios	65 y más	Hombres	1
20	Comunidad de Calatayud	Derecho	25 a 44	Mujeres	97
20	Comunidad de Calatayud	Derecho	45 a 64	Mujeres	9
20	Comunidad de Calatayud	Derecho	65 y más	Mujeres	3
20	Comunidad de Calatayud	Derecho	25 a 44	Hombres	75
20	Comunidad de Calatayud	Derecho	45 a 64	Hombres	20
20	Comunidad de Calatayud	Derecho	65 y más	Hombres	7
20	Comunidad de Calatayud	Magisterio, Educación infantil...	25 a 44	Mujeres	210
20	Comunidad de Calatayud	Magisterio, Educación infantil...	45 a 64	Mujeres	120
20	Comunidad de Calatayud	Magisterio, Educación infantil...	65 y más	Mujeres	42
20	Comunidad de Calatayud	Magisterio, Educación infantil...	25 a 44	Hombres	76
20	Comunidad de Calatayud	Magisterio, Educación infantil...	45 a 64	Hombres	47
20	Comunidad de Calatayud	Magisterio, Educación infantil...	65 y más	Hombres	22
20	Comunidad de Calatayud	Ciencias Sociales	25 a 44	Mujeres	463
20	Comunidad de Calatayud	Ciencias Sociales	45 a 64	Mujeres	47
20	Comunidad de Calatayud	Ciencias Sociales	65 y más	Mujeres	16
20	Comunidad de Calatayud	Ciencias Sociales	25 a 44	Hombres	269
20	Comunidad de Calatayud	Ciencias Sociales	45 a 64	Hombres	45
20	Comunidad de Calatayud	Ciencias Sociales	65 y más	Hombres	17
20	Comunidad de Calatayud	Artes y Humanidades	25 a 44	Mujeres	109
20	Comunidad de Calatayud	Artes y Humanidades	45 a 64	Mujeres	29
20	Comunidad de Calatayud	Artes y Humanidades	65 y más	Mujeres	3
20	Comunidad de Calatayud	Artes y Humanidades	25 a 44	Hombres	71
20	Comunidad de Calatayud	Artes y Humanidades	45 a 64	Hombres	19
20	Comunidad de Calatayud	Artes y Humanidades	65 y más	Hombres	4
20	Comunidad de Calatayud	Informática	25 a 44	Mujeres	117
20	Comunidad de Calatayud	Informática	45 a 64	Mujeres	3
20	Comunidad de Calatayud	Informática	65 y más	Mujeres	1
20	Comunidad de Calatayud	Informática	25 a 44	Hombres	156
20	Comunidad de Calatayud	Informática	45 a 64	Hombres	1
20	Comunidad de Calatayud	Informática	65 y más	Hombres	1
20	Comunidad de Calatayud	Ingenierías	25 a 44	Mujeres	48
20	Comunidad de Calatayud	Ingenierías	65 y más	Mujeres	1
20	Comunidad de Calatayud	Ingenierías	25 a 44	Hombres	187
20	Comunidad de Calatayud	Ingenierías	45 a 64	Hombres	31
20	Comunidad de Calatayud	Ingenierías	65 y más	Hombres	8
20	Comunidad de Calatayud	Formación Técnica e Industrial	25 a 44	Mujeres	207
20	Comunidad de Calatayud	Formación Técnica e Industrial	45 a 64	Mujeres	9
20	Comunidad de Calatayud	Formación Técnica e Industrial	65 y más	Mujeres	3
20	Comunidad de Calatayud	Formación Técnica e Industrial	25 a 44	Hombres	740
20	Comunidad de Calatayud	Formación Técnica e Industrial	45 a 64	Hombres	144
20	Comunidad de Calatayud	Formación Técnica e Industrial	65 y más	Hombres	22
20	Comunidad de Calatayud	Ciencias	25 a 44	Mujeres	55
20	Comunidad de Calatayud	Ciencias	45 a 64	Mujeres	5
20	Comunidad de Calatayud	Ciencias	65 y más	Mujeres	2
20	Comunidad de Calatayud	Ciencias	25 a 44	Hombres	48
20	Comunidad de Calatayud	Ciencias	45 a 64	Hombres	15
20	Comunidad de Calatayud	Ciencias	65 y más	Hombres	9
20	Comunidad de Calatayud	Arquitectura o Construcción	25 a 44	Mujeres	5
20	Comunidad de Calatayud	Arquitectura o Construcción	45 a 64	Mujeres	3
20	Comunidad de Calatayud	Arquitectura o Construcción	65 y más	Mujeres	2
20	Comunidad de Calatayud	Arquitectura o Construcción	25 a 44	Hombres	28
20	Comunidad de Calatayud	Arquitectura o Construcción	45 a 64	Hombres	16
20	Comunidad de Calatayud	Arquitectura o Construcción	65 y más	Hombres	5
20	Comunidad de Calatayud	Agricultura, Veterinaria,...	25 a 44	Mujeres	26
20	Comunidad de Calatayud	Agricultura, Veterinaria,...	65 y más	Mujeres	1
20	Comunidad de Calatayud	Agricultura, Veterinaria,...	25 a 44	Hombres	68
20	Comunidad de Calatayud	Agricultura, Veterinaria,...	45 a 64	Hombres	16
20	Comunidad de Calatayud	Agricultura, Veterinaria,...	65 y más	Hombres	3
20	Comunidad de Calatayud	Salud, Servicios Sociales	25 a 44	Mujeres	463
20	Comunidad de Calatayud	Salud, Servicios Sociales	45 a 64	Mujeres	74
20	Comunidad de Calatayud	Salud, Servicios Sociales	65 y más	Mujeres	11
20	Comunidad de Calatayud	Salud, Servicios Sociales	25 a 44	Hombres	125
20	Comunidad de Calatayud	Salud, Servicios Sociales	45 a 64	Hombres	58
20	Comunidad de Calatayud	Salud, Servicios Sociales	65 y más	Hombres	32
20	Comunidad de Calatayud	Otros Servicios	25 a 44	Mujeres	143
20	Comunidad de Calatayud	Otros Servicios	45 a 64	Mujeres	15
20	Comunidad de Calatayud	Otros Servicios	65 y más	Mujeres	4
20	Comunidad de Calatayud	Otros Servicios	25 a 44	Hombres	91
20	Comunidad de Calatayud	Otros Servicios	45 a 64	Hombres	38
20	Comunidad de Calatayud	Otros Servicios	65 y más	Hombres	7
21	Campo de Cariñena	Derecho	25 a 44	Mujeres	19
21	Campo de Cariñena	Derecho	45 a 64	Mujeres	1
21	Campo de Cariñena	Derecho	25 a 44	Hombres	9
21	Campo de Cariñena	Derecho	45 a 64	Hombres	5
21	Campo de Cariñena	Magisterio, Educación infantil...	25 a 44	Mujeres	39
21	Campo de Cariñena	Magisterio, Educación infantil...	45 a 64	Mujeres	19
21	Campo de Cariñena	Magisterio, Educación infantil...	65 y más	Mujeres	4
21	Campo de Cariñena	Magisterio, Educación infantil...	25 a 44	Hombres	10
21	Campo de Cariñena	Magisterio, Educación infantil...	45 a 64	Hombres	8
21	Campo de Cariñena	Magisterio, Educación infantil...	65 y más	Hombres	2
21	Campo de Cariñena	Ciencias Sociales	25 a 44	Mujeres	90
21	Campo de Cariñena	Ciencias Sociales	45 a 64	Mujeres	12
21	Campo de Cariñena	Ciencias Sociales	65 y más	Mujeres	1
21	Campo de Cariñena	Ciencias Sociales	25 a 44	Hombres	43
21	Campo de Cariñena	Ciencias Sociales	45 a 64	Hombres	11
21	Campo de Cariñena	Ciencias Sociales	65 y más	Hombres	3
21	Campo de Cariñena	Artes y Humanidades	25 a 44	Mujeres	35
21	Campo de Cariñena	Artes y Humanidades	45 a 64	Mujeres	4
21	Campo de Cariñena	Artes y Humanidades	65 y más	Mujeres	2
21	Campo de Cariñena	Artes y Humanidades	25 a 44	Hombres	46
21	Campo de Cariñena	Artes y Humanidades	45 a 64	Hombres	6
21	Campo de Cariñena	Artes y Humanidades	65 y más	Hombres	1
21	Campo de Cariñena	Informática	25 a 44	Mujeres	26
21	Campo de Cariñena	Informática	25 a 44	Hombres	19
21	Campo de Cariñena	Informática	45 a 64	Hombres	1
21	Campo de Cariñena	Ingenierías	25 a 44	Mujeres	13
21	Campo de Cariñena	Ingenierías	25 a 44	Hombres	41
21	Campo de Cariñena	Ingenierías	45 a 64	Hombres	9
21	Campo de Cariñena	Formación Técnica e Industrial	25 a 44	Mujeres	33
21	Campo de Cariñena	Formación Técnica e Industrial	45 a 64	Mujeres	3
21	Campo de Cariñena	Formación Técnica e Industrial	25 a 44	Hombres	195
21	Campo de Cariñena	Formación Técnica e Industrial	45 a 64	Hombres	42
21	Campo de Cariñena	Formación Técnica e Industrial	65 y más	Hombres	4
21	Campo de Cariñena	Ciencias	25 a 44	Mujeres	15
21	Campo de Cariñena	Ciencias	45 a 64	Mujeres	1
21	Campo de Cariñena	Ciencias	65 y más	Mujeres	1
21	Campo de Cariñena	Ciencias	25 a 44	Hombres	16
21	Campo de Cariñena	Ciencias	45 a 64	Hombres	3
21	Campo de Cariñena	Ciencias	65 y más	Hombres	1
21	Campo de Cariñena	Arquitectura o Construcción	25 a 44	Mujeres	1
21	Campo de Cariñena	Arquitectura o Construcción	25 a 44	Hombres	7
21	Campo de Cariñena	Agricultura, Veterinaria,...	25 a 44	Mujeres	10
21	Campo de Cariñena	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
21	Campo de Cariñena	Agricultura, Veterinaria,...	25 a 44	Hombres	29
21	Campo de Cariñena	Agricultura, Veterinaria,...	45 a 64	Hombres	7
21	Campo de Cariñena	Agricultura, Veterinaria,...	65 y más	Hombres	3
21	Campo de Cariñena	Salud, Servicios Sociales	25 a 44	Mujeres	60
21	Campo de Cariñena	Salud, Servicios Sociales	45 a 64	Mujeres	19
21	Campo de Cariñena	Salud, Servicios Sociales	65 y más	Mujeres	2
21	Campo de Cariñena	Salud, Servicios Sociales	25 a 44	Hombres	12
21	Campo de Cariñena	Salud, Servicios Sociales	45 a 64	Hombres	10
21	Campo de Cariñena	Salud, Servicios Sociales	65 y más	Hombres	2
21	Campo de Cariñena	Otros Servicios	25 a 44	Mujeres	36
21	Campo de Cariñena	Otros Servicios	45 a 64	Mujeres	7
21	Campo de Cariñena	Otros Servicios	25 a 44	Hombres	19
21	Campo de Cariñena	Otros Servicios	45 a 64	Hombres	5
21	Campo de Cariñena	Otros Servicios	65 y más	Hombres	2
22	Campo de Belchite	Derecho	25 a 44	Mujeres	11
22	Campo de Belchite	Derecho	25 a 44	Hombres	9
22	Campo de Belchite	Derecho	45 a 64	Hombres	4
22	Campo de Belchite	Derecho	65 y más	Hombres	1
22	Campo de Belchite	Magisterio, Educación infantil...	25 a 44	Mujeres	18
22	Campo de Belchite	Magisterio, Educación infantil...	45 a 64	Mujeres	6
22	Campo de Belchite	Magisterio, Educación infantil...	25 a 44	Hombres	11
22	Campo de Belchite	Magisterio, Educación infantil...	45 a 64	Hombres	5
22	Campo de Belchite	Magisterio, Educación infantil...	65 y más	Hombres	2
22	Campo de Belchite	Ciencias Sociales	25 a 44	Mujeres	40
22	Campo de Belchite	Ciencias Sociales	45 a 64	Mujeres	5
22	Campo de Belchite	Ciencias Sociales	65 y más	Mujeres	3
22	Campo de Belchite	Ciencias Sociales	25 a 44	Hombres	18
22	Campo de Belchite	Ciencias Sociales	45 a 64	Hombres	5
22	Campo de Belchite	Ciencias Sociales	65 y más	Hombres	2
22	Campo de Belchite	Artes y Humanidades	25 a 44	Mujeres	14
22	Campo de Belchite	Artes y Humanidades	45 a 64	Mujeres	2
22	Campo de Belchite	Artes y Humanidades	25 a 44	Hombres	9
22	Campo de Belchite	Artes y Humanidades	45 a 64	Hombres	1
22	Campo de Belchite	Artes y Humanidades	65 y más	Hombres	1
22	Campo de Belchite	Informática	25 a 44	Mujeres	10
22	Campo de Belchite	Informática	25 a 44	Hombres	11
22	Campo de Belchite	Ingenierías	25 a 44	Mujeres	4
22	Campo de Belchite	Ingenierías	25 a 44	Hombres	16
22	Campo de Belchite	Ingenierías	45 a 64	Hombres	2
22	Campo de Belchite	Formación Técnica e Industrial	25 a 44	Mujeres	18
22	Campo de Belchite	Formación Técnica e Industrial	45 a 64	Mujeres	1
22	Campo de Belchite	Formación Técnica e Industrial	65 y más	Mujeres	1
22	Campo de Belchite	Formación Técnica e Industrial	25 a 44	Hombres	70
22	Campo de Belchite	Formación Técnica e Industrial	45 a 64	Hombres	11
22	Campo de Belchite	Formación Técnica e Industrial	65 y más	Hombres	2
22	Campo de Belchite	Ciencias	25 a 44	Mujeres	3
22	Campo de Belchite	Ciencias	25 a 44	Hombres	9
22	Campo de Belchite	Ciencias	45 a 64	Hombres	1
22	Campo de Belchite	Ciencias	65 y más	Hombres	2
22	Campo de Belchite	Arquitectura o Construcción	25 a 44	Mujeres	2
22	Campo de Belchite	Arquitectura o Construcción	45 a 64	Mujeres	1
22	Campo de Belchite	Arquitectura o Construcción	25 a 44	Hombres	2
22	Campo de Belchite	Arquitectura o Construcción	65 y más	Hombres	1
22	Campo de Belchite	Agricultura, Veterinaria,...	25 a 44	Mujeres	3
22	Campo de Belchite	Agricultura, Veterinaria,...	25 a 44	Hombres	7
22	Campo de Belchite	Agricultura, Veterinaria,...	45 a 64	Hombres	2
22	Campo de Belchite	Agricultura, Veterinaria,...	65 y más	Hombres	1
22	Campo de Belchite	Salud, Servicios Sociales	25 a 44	Mujeres	23
22	Campo de Belchite	Salud, Servicios Sociales	45 a 64	Mujeres	3
22	Campo de Belchite	Salud, Servicios Sociales	25 a 44	Hombres	11
22	Campo de Belchite	Salud, Servicios Sociales	45 a 64	Hombres	3
22	Campo de Belchite	Salud, Servicios Sociales	65 y más	Hombres	3
22	Campo de Belchite	Otros Servicios	25 a 44	Mujeres	11
22	Campo de Belchite	Otros Servicios	45 a 64	Mujeres	2
22	Campo de Belchite	Otros Servicios	25 a 44	Hombres	5
22	Campo de Belchite	Otros Servicios	45 a 64	Hombres	1
23	Bajo Martín	Derecho	25 a 44	Mujeres	10
23	Bajo Martín	Derecho	45 a 64	Mujeres	1
23	Bajo Martín	Derecho	25 a 44	Hombres	17
23	Bajo Martín	Derecho	45 a 64	Hombres	1
23	Bajo Martín	Magisterio, Educación infantil...	25 a 44	Mujeres	22
23	Bajo Martín	Magisterio, Educación infantil...	45 a 64	Mujeres	10
23	Bajo Martín	Magisterio, Educación infantil...	65 y más	Mujeres	2
23	Bajo Martín	Magisterio, Educación infantil...	25 a 44	Hombres	11
23	Bajo Martín	Magisterio, Educación infantil...	45 a 64	Hombres	7
23	Bajo Martín	Ciencias Sociales	25 a 44	Mujeres	64
23	Bajo Martín	Ciencias Sociales	45 a 64	Mujeres	2
23	Bajo Martín	Ciencias Sociales	65 y más	Mujeres	1
23	Bajo Martín	Ciencias Sociales	25 a 44	Hombres	23
23	Bajo Martín	Ciencias Sociales	45 a 64	Hombres	3
23	Bajo Martín	Ciencias Sociales	65 y más	Hombres	2
23	Bajo Martín	Artes y Humanidades	25 a 44	Mujeres	15
23	Bajo Martín	Artes y Humanidades	45 a 64	Mujeres	3
23	Bajo Martín	Artes y Humanidades	25 a 44	Hombres	7
23	Bajo Martín	Artes y Humanidades	45 a 64	Hombres	3
23	Bajo Martín	Informática	25 a 44	Mujeres	3
23	Bajo Martín	Informática	25 a 44	Hombres	4
23	Bajo Martín	Ingenierías	25 a 44	Mujeres	7
23	Bajo Martín	Ingenierías	25 a 44	Hombres	22
23	Bajo Martín	Ingenierías	45 a 64	Hombres	1
23	Bajo Martín	Ingenierías	65 y más	Hombres	1
23	Bajo Martín	Formación Técnica e Industrial	25 a 44	Mujeres	61
23	Bajo Martín	Formación Técnica e Industrial	45 a 64	Mujeres	2
23	Bajo Martín	Formación Técnica e Industrial	25 a 44	Hombres	111
23	Bajo Martín	Formación Técnica e Industrial	45 a 64	Hombres	28
23	Bajo Martín	Formación Técnica e Industrial	65 y más	Hombres	1
23	Bajo Martín	Ciencias	25 a 44	Mujeres	10
23	Bajo Martín	Ciencias	45 a 64	Mujeres	1
23	Bajo Martín	Ciencias	25 a 44	Hombres	11
23	Bajo Martín	Ciencias	45 a 64	Hombres	1
23	Bajo Martín	Arquitectura o Construcción	25 a 44	Mujeres	2
23	Bajo Martín	Arquitectura o Construcción	25 a 44	Hombres	4
23	Bajo Martín	Arquitectura o Construcción	45 a 64	Hombres	1
23	Bajo Martín	Arquitectura o Construcción	65 y más	Hombres	1
23	Bajo Martín	Agricultura, Veterinaria,...	25 a 44	Mujeres	3
23	Bajo Martín	Agricultura, Veterinaria,...	25 a 44	Hombres	18
23	Bajo Martín	Agricultura, Veterinaria,...	45 a 64	Hombres	2
23	Bajo Martín	Agricultura, Veterinaria,...	65 y más	Hombres	2
23	Bajo Martín	Salud, Servicios Sociales	25 a 44	Mujeres	28
23	Bajo Martín	Salud, Servicios Sociales	45 a 64	Mujeres	3
23	Bajo Martín	Salud, Servicios Sociales	65 y más	Mujeres	1
23	Bajo Martín	Salud, Servicios Sociales	25 a 44	Hombres	7
23	Bajo Martín	Salud, Servicios Sociales	45 a 64	Hombres	3
23	Bajo Martín	Salud, Servicios Sociales	65 y más	Hombres	3
23	Bajo Martín	Otros Servicios	25 a 44	Mujeres	13
23	Bajo Martín	Otros Servicios	25 a 44	Hombres	5
23	Bajo Martín	Otros Servicios	45 a 64	Hombres	3
24	Campo de Daroca	Derecho	25 a 44	Mujeres	28
24	Campo de Daroca	Derecho	45 a 64	Mujeres	1
24	Campo de Daroca	Derecho	25 a 44	Hombres	12
24	Campo de Daroca	Derecho	45 a 64	Hombres	7
24	Campo de Daroca	Magisterio, Educación infantil...	25 a 44	Mujeres	38
24	Campo de Daroca	Magisterio, Educación infantil...	45 a 64	Mujeres	14
24	Campo de Daroca	Magisterio, Educación infantil...	65 y más	Mujeres	7
24	Campo de Daroca	Magisterio, Educación infantil...	25 a 44	Hombres	17
24	Campo de Daroca	Magisterio, Educación infantil...	45 a 64	Hombres	6
24	Campo de Daroca	Magisterio, Educación infantil...	65 y más	Hombres	1
24	Campo de Daroca	Ciencias Sociales	25 a 44	Mujeres	55
24	Campo de Daroca	Ciencias Sociales	45 a 64	Mujeres	4
24	Campo de Daroca	Ciencias Sociales	25 a 44	Hombres	27
24	Campo de Daroca	Ciencias Sociales	45 a 64	Hombres	10
24	Campo de Daroca	Ciencias Sociales	65 y más	Hombres	1
24	Campo de Daroca	Artes y Humanidades	25 a 44	Mujeres	19
24	Campo de Daroca	Artes y Humanidades	45 a 64	Mujeres	5
24	Campo de Daroca	Artes y Humanidades	25 a 44	Hombres	16
24	Campo de Daroca	Artes y Humanidades	45 a 64	Hombres	5
24	Campo de Daroca	Artes y Humanidades	65 y más	Hombres	1
24	Campo de Daroca	Informática	25 a 44	Mujeres	8
24	Campo de Daroca	Informática	45 a 64	Mujeres	1
24	Campo de Daroca	Informática	25 a 44	Hombres	8
24	Campo de Daroca	Informática	45 a 64	Hombres	1
24	Campo de Daroca	Ingenierías	25 a 44	Mujeres	11
24	Campo de Daroca	Ingenierías	25 a 44	Hombres	30
24	Campo de Daroca	Ingenierías	45 a 64	Hombres	2
24	Campo de Daroca	Ingenierías	65 y más	Hombres	2
24	Campo de Daroca	Formación Técnica e Industrial	25 a 44	Mujeres	33
24	Campo de Daroca	Formación Técnica e Industrial	45 a 64	Mujeres	1
24	Campo de Daroca	Formación Técnica e Industrial	25 a 44	Hombres	111
24	Campo de Daroca	Formación Técnica e Industrial	45 a 64	Hombres	17
24	Campo de Daroca	Formación Técnica e Industrial	65 y más	Hombres	1
24	Campo de Daroca	Ciencias	25 a 44	Mujeres	19
24	Campo de Daroca	Ciencias	45 a 64	Mujeres	1
24	Campo de Daroca	Ciencias	25 a 44	Hombres	4
24	Campo de Daroca	Ciencias	45 a 64	Hombres	5
24	Campo de Daroca	Ciencias	65 y más	Hombres	1
24	Campo de Daroca	Arquitectura o Construcción	25 a 44	Mujeres	1
24	Campo de Daroca	Arquitectura o Construcción	25 a 44	Hombres	2
24	Campo de Daroca	Agricultura, Veterinaria,...	25 a 44	Mujeres	8
24	Campo de Daroca	Agricultura, Veterinaria,...	45 a 64	Mujeres	2
24	Campo de Daroca	Agricultura, Veterinaria,...	25 a 44	Hombres	34
24	Campo de Daroca	Agricultura, Veterinaria,...	45 a 64	Hombres	2
24	Campo de Daroca	Salud, Servicios Sociales	25 a 44	Mujeres	45
24	Campo de Daroca	Salud, Servicios Sociales	45 a 64	Mujeres	11
24	Campo de Daroca	Salud, Servicios Sociales	25 a 44	Hombres	12
24	Campo de Daroca	Salud, Servicios Sociales	45 a 64	Hombres	10
24	Campo de Daroca	Salud, Servicios Sociales	65 y más	Hombres	2
24	Campo de Daroca	Otros Servicios	25 a 44	Mujeres	16
24	Campo de Daroca	Otros Servicios	45 a 64	Mujeres	3
24	Campo de Daroca	Otros Servicios	25 a 44	Hombres	12
24	Campo de Daroca	Otros Servicios	45 a 64	Hombres	6
24	Campo de Daroca	Otros Servicios	65 y más	Hombres	2
25	Jiloca	Derecho	25 a 44	Mujeres	31
25	Jiloca	Derecho	45 a 64	Mujeres	2
25	Jiloca	Derecho	65 y más	Mujeres	1
25	Jiloca	Derecho	25 a 44	Hombres	19
25	Jiloca	Derecho	45 a 64	Hombres	4
25	Jiloca	Magisterio, Educación infantil...	25 a 44	Mujeres	101
25	Jiloca	Magisterio, Educación infantil...	45 a 64	Mujeres	37
25	Jiloca	Magisterio, Educación infantil...	65 y más	Mujeres	10
25	Jiloca	Magisterio, Educación infantil...	25 a 44	Hombres	35
25	Jiloca	Magisterio, Educación infantil...	45 a 64	Hombres	32
25	Jiloca	Magisterio, Educación infantil...	65 y más	Hombres	5
25	Jiloca	Ciencias Sociales	25 a 44	Mujeres	117
25	Jiloca	Ciencias Sociales	45 a 64	Mujeres	7
25	Jiloca	Ciencias Sociales	65 y más	Mujeres	2
25	Jiloca	Ciencias Sociales	25 a 44	Hombres	46
25	Jiloca	Ciencias Sociales	45 a 64	Hombres	11
25	Jiloca	Ciencias Sociales	65 y más	Hombres	8
25	Jiloca	Artes y Humanidades	25 a 44	Mujeres	42
25	Jiloca	Artes y Humanidades	45 a 64	Mujeres	5
25	Jiloca	Artes y Humanidades	65 y más	Mujeres	3
25	Jiloca	Artes y Humanidades	25 a 44	Hombres	32
25	Jiloca	Artes y Humanidades	45 a 64	Hombres	2
25	Jiloca	Artes y Humanidades	65 y más	Hombres	4
25	Jiloca	Informática	25 a 44	Mujeres	6
25	Jiloca	Informática	25 a 44	Hombres	13
25	Jiloca	Informática	45 a 64	Hombres	1
25	Jiloca	Ingenierías	25 a 44	Mujeres	20
25	Jiloca	Ingenierías	25 a 44	Hombres	63
25	Jiloca	Ingenierías	45 a 64	Hombres	7
25	Jiloca	Formación Técnica e Industrial	25 a 44	Mujeres	59
25	Jiloca	Formación Técnica e Industrial	45 a 64	Mujeres	2
25	Jiloca	Formación Técnica e Industrial	65 y más	Mujeres	1
25	Jiloca	Formación Técnica e Industrial	25 a 44	Hombres	177
25	Jiloca	Formación Técnica e Industrial	45 a 64	Hombres	29
25	Jiloca	Formación Técnica e Industrial	65 y más	Hombres	2
25	Jiloca	Ciencias	25 a 44	Mujeres	27
25	Jiloca	Ciencias	45 a 64	Mujeres	1
25	Jiloca	Ciencias	25 a 44	Hombres	22
25	Jiloca	Ciencias	45 a 64	Hombres	5
25	Jiloca	Ciencias	65 y más	Hombres	2
25	Jiloca	Arquitectura o Construcción	25 a 44	Mujeres	5
25	Jiloca	Arquitectura o Construcción	25 a 44	Hombres	8
25	Jiloca	Arquitectura o Construcción	45 a 64	Hombres	3
25	Jiloca	Agricultura, Veterinaria,...	25 a 44	Mujeres	15
25	Jiloca	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
25	Jiloca	Agricultura, Veterinaria,...	25 a 44	Hombres	59
25	Jiloca	Agricultura, Veterinaria,...	45 a 64	Hombres	12
25	Jiloca	Salud, Servicios Sociales	25 a 44	Mujeres	128
25	Jiloca	Salud, Servicios Sociales	45 a 64	Mujeres	9
25	Jiloca	Salud, Servicios Sociales	65 y más	Mujeres	4
25	Jiloca	Salud, Servicios Sociales	25 a 44	Hombres	25
25	Jiloca	Salud, Servicios Sociales	45 a 64	Hombres	16
25	Jiloca	Salud, Servicios Sociales	65 y más	Hombres	3
25	Jiloca	Otros Servicios	25 a 44	Mujeres	28
25	Jiloca	Otros Servicios	45 a 64	Mujeres	3
25	Jiloca	Otros Servicios	25 a 44	Hombres	14
25	Jiloca	Otros Servicios	45 a 64	Hombres	2
25	Jiloca	Otros Servicios	65 y más	Hombres	3
26	Cuencas Mineras	Derecho	25 a 44	Mujeres	11
26	Cuencas Mineras	Derecho	25 a 44	Hombres	11
26	Cuencas Mineras	Derecho	45 a 64	Hombres	1
26	Cuencas Mineras	Derecho	65 y más	Hombres	3
26	Cuencas Mineras	Magisterio, Educación infantil...	25 a 44	Mujeres	43
26	Cuencas Mineras	Magisterio, Educación infantil...	45 a 64	Mujeres	15
26	Cuencas Mineras	Magisterio, Educación infantil...	65 y más	Mujeres	5
26	Cuencas Mineras	Magisterio, Educación infantil...	25 a 44	Hombres	23
26	Cuencas Mineras	Magisterio, Educación infantil...	45 a 64	Hombres	11
26	Cuencas Mineras	Magisterio, Educación infantil...	65 y más	Hombres	3
26	Cuencas Mineras	Ciencias Sociales	25 a 44	Mujeres	81
26	Cuencas Mineras	Ciencias Sociales	45 a 64	Mujeres	4
26	Cuencas Mineras	Ciencias Sociales	25 a 44	Hombres	26
26	Cuencas Mineras	Ciencias Sociales	45 a 64	Hombres	7
26	Cuencas Mineras	Ciencias Sociales	65 y más	Hombres	4
26	Cuencas Mineras	Artes y Humanidades	25 a 44	Mujeres	12
26	Cuencas Mineras	Artes y Humanidades	45 a 64	Mujeres	2
26	Cuencas Mineras	Artes y Humanidades	25 a 44	Hombres	9
26	Cuencas Mineras	Artes y Humanidades	45 a 64	Hombres	3
26	Cuencas Mineras	Artes y Humanidades	65 y más	Hombres	1
26	Cuencas Mineras	Informática	25 a 44	Mujeres	5
26	Cuencas Mineras	Informática	25 a 44	Hombres	10
26	Cuencas Mineras	Ingenierías	25 a 44	Mujeres	11
26	Cuencas Mineras	Ingenierías	25 a 44	Hombres	32
26	Cuencas Mineras	Ingenierías	45 a 64	Hombres	5
26	Cuencas Mineras	Formación Técnica e Industrial	25 a 44	Mujeres	21
26	Cuencas Mineras	Formación Técnica e Industrial	45 a 64	Mujeres	1
26	Cuencas Mineras	Formación Técnica e Industrial	65 y más	Mujeres	1
26	Cuencas Mineras	Formación Técnica e Industrial	25 a 44	Hombres	165
26	Cuencas Mineras	Formación Técnica e Industrial	45 a 64	Hombres	41
26	Cuencas Mineras	Formación Técnica e Industrial	65 y más	Hombres	1
26	Cuencas Mineras	Ciencias	25 a 44	Mujeres	9
