Mes y año	Provincia código	Provincia nombre	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Marzo 2017	22	Huesca	35-39	Hombres	1801
Marzo 2017	22	Huesca	35-39	Mujeres	833
Marzo 2017	22	Huesca	40-44	Hombres	2124
Marzo 2017	22	Huesca	40-44	Mujeres	1041
Marzo 2017	22	Huesca	45-49	Hombres	2295
Marzo 2017	22	Huesca	45-49	Mujeres	1172
Marzo 2017	22	Huesca	50-54	Hombres	2363
Marzo 2017	22	Huesca	50-54	Mujeres	1173
Marzo 2017	22	Huesca	55-59	Hombres	2201
Marzo 2017	22	Huesca	55-59	Mujeres	1053
Marzo 2017	22	Huesca	60-64	Hombres	1637
Marzo 2017	22	Huesca	60-64	Mujeres	867
Marzo 2017	22	Huesca	65-69	Hombres	464
Marzo 2017	22	Huesca	65-69	Mujeres	252
Marzo 2017	22	Huesca	Más de 69	Hombres	166
Marzo 2017	22	Huesca	Más de 69	Mujeres	69
Marzo 2017	44	Teruel	16-19	Hombres	23
Marzo 2017	44	Teruel	16-19	Mujeres	4
Marzo 2017	44	Teruel	20-24	Hombres	220
Marzo 2017	44	Teruel	20-24	Mujeres	64
Marzo 2017	44	Teruel	25-29	Hombres	464
Marzo 2017	44	Teruel	25-29	Mujeres	238
Marzo 2017	44	Teruel	30-34	Hombres	684
Marzo 2017	44	Teruel	30-34	Mujeres	367
Marzo 2017	44	Teruel	35-39	Hombres	922
Marzo 2017	44	Teruel	35-39	Mujeres	438
Marzo 2017	44	Teruel	40-44	Hombres	1220
Marzo 2017	44	Teruel	40-44	Mujeres	570
Marzo 2017	44	Teruel	45-49	Hombres	1346
Marzo 2017	44	Teruel	45-49	Mujeres	690
Marzo 2017	44	Teruel	50-54	Hombres	1613
Marzo 2017	44	Teruel	50-54	Mujeres	809
Marzo 2017	44	Teruel	55-59	Hombres	1390
Marzo 2017	44	Teruel	55-59	Mujeres	747
Marzo 2017	44	Teruel	60-64	Hombres	920
Marzo 2017	44	Teruel	60-64	Mujeres	650
Marzo 2017	44	Teruel	65-69	Hombres	131
Marzo 2017	44	Teruel	65-69	Mujeres	103
Marzo 2017	44	Teruel	Más de 69	Hombres	27
Marzo 2017	44	Teruel	Más de 69	Mujeres	14
Marzo 2017	50	Zaragoza	16-19	Hombres	145
Marzo 2017	50	Zaragoza	16-19	Mujeres	58
Marzo 2017	50	Zaragoza	20-24	Hombres	1015
Marzo 2017	50	Zaragoza	20-24	Mujeres	454
Marzo 2017	50	Zaragoza	25-29	Hombres	2105
Marzo 2017	50	Zaragoza	25-29	Mujeres	1229
Marzo 2017	50	Zaragoza	30-34	Hombres	3403
Marzo 2017	50	Zaragoza	30-34	Mujeres	2096
Marzo 2017	50	Zaragoza	35-39	Hombres	5256
Marzo 2017	50	Zaragoza	35-39	Mujeres	2884
Marzo 2017	50	Zaragoza	40-44	Hombres	7108
Marzo 2017	50	Zaragoza	40-44	Mujeres	3608
Marzo 2017	50	Zaragoza	45-49	Hombres	7254
Marzo 2017	50	Zaragoza	45-49	Mujeres	3846
Marzo 2017	50	Zaragoza	50-54	Hombres	7171
Marzo 2017	50	Zaragoza	50-54	Mujeres	3587
Marzo 2017	50	Zaragoza	55-59	Hombres	6027
Marzo 2017	50	Zaragoza	55-59	Mujeres	3131
Marzo 2017	50	Zaragoza	60-64	Hombres	4088
Marzo 2017	50	Zaragoza	60-64	Mujeres	2254
Marzo 2017	50	Zaragoza	65-69	Hombres	910
Marzo 2017	50	Zaragoza	65-69	Mujeres	520
Marzo 2017	50	Zaragoza	Más de 69	Hombres	327
Marzo 2017	50	Zaragoza	Más de 69	Mujeres	226
Marzo 2017	50	Zaragoza	Sin clasificar	Mujeres	5
Diciembre 2016	22	Huesca	16-19	Hombres	26
Diciembre 2016	22	Huesca	16-19	Mujeres	12
Diciembre 2016	22	Huesca	20-24	Hombres	279
Diciembre 2016	22	Huesca	20-24	Mujeres	105
Diciembre 2016	22	Huesca	25-29	Hombres	624
Diciembre 2016	22	Huesca	25-29	Mujeres	339
Diciembre 2016	22	Huesca	30-34	Hombres	1107
Diciembre 2016	22	Huesca	30-34	Mujeres	548
Diciembre 2016	22	Huesca	35-39	Hombres	1818
Diciembre 2016	22	Huesca	35-39	Mujeres	854
Diciembre 2016	22	Huesca	40-44	Hombres	2159
Diciembre 2016	22	Huesca	40-44	Mujeres	1059
Diciembre 2016	22	Huesca	45-49	Hombres	2301
Diciembre 2016	22	Huesca	45-49	Mujeres	1188
Diciembre 2016	22	Huesca	50-54	Hombres	2393
Diciembre 2016	22	Huesca	50-54	Mujeres	1170
Diciembre 2016	22	Huesca	55-59	Hombres	2205
Diciembre 2016	22	Huesca	55-59	Mujeres	1061
Diciembre 2016	22	Huesca	60-64	Hombres	1627
Diciembre 2016	22	Huesca	60-64	Mujeres	859
Diciembre 2016	22	Huesca	65-69	Hombres	454
Diciembre 2016	22	Huesca	65-69	Mujeres	254
Diciembre 2016	22	Huesca	Más de 69	Hombres	172
Diciembre 2016	22	Huesca	Más de 69	Mujeres	68
Diciembre 2016	44	Teruel	16-19	Hombres	23
Diciembre 2016	44	Teruel	16-19	Mujeres	3
Diciembre 2016	44	Teruel	20-24	Hombres	218
Diciembre 2016	44	Teruel	20-24	Mujeres	72
Diciembre 2016	44	Teruel	25-29	Hombres	476
Diciembre 2016	44	Teruel	25-29	Mujeres	256
Diciembre 2016	44	Teruel	30-34	Hombres	685
Diciembre 2016	44	Teruel	30-34	Mujeres	362
Diciembre 2016	44	Teruel	35-39	Hombres	938
Diciembre 2016	44	Teruel	35-39	Mujeres	440
Diciembre 2016	44	Teruel	40-44	Hombres	1231
Diciembre 2016	44	Teruel	40-44	Mujeres	566
Diciembre 2016	44	Teruel	45-49	Hombres	1361
Diciembre 2016	44	Teruel	45-49	Mujeres	698
Diciembre 2016	44	Teruel	50-54	Hombres	1611
Diciembre 2016	44	Teruel	50-54	Mujeres	819
Diciembre 2016	44	Teruel	55-59	Hombres	1392
Diciembre 2016	44	Teruel	55-59	Mujeres	765
Diciembre 2016	44	Teruel	60-64	Hombres	938
Diciembre 2016	44	Teruel	60-64	Mujeres	630
Diciembre 2016	44	Teruel	65-69	Hombres	121
Diciembre 2016	44	Teruel	65-69	Mujeres	90
Diciembre 2016	44	Teruel	Más de 69	Hombres	29
Diciembre 2016	44	Teruel	Más de 69	Mujeres	15
Diciembre 2016	50	Zaragoza	16-19	Hombres	148
Diciembre 2016	50	Zaragoza	16-19	Mujeres	69
Diciembre 2016	50	Zaragoza	20-24	Hombres	1016
Diciembre 2016	50	Zaragoza	20-24	Mujeres	493
Diciembre 2016	50	Zaragoza	25-29	Hombres	2119
Diciembre 2016	50	Zaragoza	25-29	Mujeres	1277
Diciembre 2016	50	Zaragoza	30-34	Hombres	3451
Diciembre 2016	50	Zaragoza	30-34	Mujeres	2171
Diciembre 2016	50	Zaragoza	35-39	Hombres	5295
Diciembre 2016	50	Zaragoza	35-39	Mujeres	2902
Diciembre 2016	50	Zaragoza	40-44	Hombres	7159
Diciembre 2016	50	Zaragoza	40-44	Mujeres	3696
Diciembre 2016	50	Zaragoza	45-49	Hombres	7224
Diciembre 2016	50	Zaragoza	45-49	Mujeres	3865
Diciembre 2016	50	Zaragoza	50-54	Hombres	7241
Diciembre 2016	50	Zaragoza	50-54	Mujeres	3575
Diciembre 2016	50	Zaragoza	55-59	Hombres	5962
Diciembre 2016	50	Zaragoza	55-59	Mujeres	3125
Diciembre 2016	50	Zaragoza	60-64	Hombres	4073
Diciembre 2016	50	Zaragoza	60-64	Mujeres	2265
Diciembre 2016	50	Zaragoza	65-69	Hombres	898
Diciembre 2016	50	Zaragoza	65-69	Mujeres	525
Diciembre 2016	50	Zaragoza	Más de 69	Hombres	322
Diciembre 2016	50	Zaragoza	Más de 69	Mujeres	228
Diciembre 2016	50	Zaragoza	Sin clasificar	Mujeres	4
Septiembre 2016	22	Huesca	16-19	Hombres	35
Septiembre 2016	22	Huesca	16-19	Mujeres	14
Septiembre 2016	22	Huesca	20-24	Hombres	290
Septiembre 2016	22	Huesca	20-24	Mujeres	106
Septiembre 2016	22	Huesca	25-29	Hombres	642
Septiembre 2016	22	Huesca	25-29	Mujeres	345
Septiembre 2016	22	Huesca	30-34	Hombres	1130
Septiembre 2016	22	Huesca	30-34	Mujeres	542
Septiembre 2016	22	Huesca	35-39	Hombres	1845
Septiembre 2016	22	Huesca	35-39	Mujeres	861
Septiembre 2016	22	Huesca	40-44	Hombres	2164
Septiembre 2016	22	Huesca	40-44	Mujeres	1055
Septiembre 2016	22	Huesca	45-49	Hombres	2330
Septiembre 2016	22	Huesca	45-49	Mujeres	1164
Septiembre 2016	22	Huesca	50-54	Hombres	2382
Septiembre 2016	22	Huesca	50-54	Mujeres	1179
Septiembre 2016	22	Huesca	55-59	Hombres	2202
Septiembre 2016	22	Huesca	55-59	Mujeres	1053
Septiembre 2016	22	Huesca	60-64	Hombres	1621
Septiembre 2016	22	Huesca	60-64	Mujeres	859
Septiembre 2016	22	Huesca	65-69	Hombres	449
Septiembre 2016	22	Huesca	65-69	Mujeres	242
Septiembre 2016	22	Huesca	Más de 69	Hombres	158
Septiembre 2016	22	Huesca	Más de 69	Mujeres	62
Septiembre 2016	44	Teruel	16-19	Hombres	26
Septiembre 2016	44	Teruel	16-19	Mujeres	5
Septiembre 2016	44	Teruel	20-24	Hombres	232
Septiembre 2016	44	Teruel	20-24	Mujeres	78
Septiembre 2016	44	Teruel	25-29	Hombres	466
Septiembre 2016	44	Teruel	25-29	Mujeres	257
Septiembre 2016	44	Teruel	30-34	Hombres	709
Septiembre 2016	44	Teruel	30-34	Mujeres	371
Septiembre 2016	44	Teruel	35-39	Hombres	951
Septiembre 2016	44	Teruel	35-39	Mujeres	453
Septiembre 2016	44	Teruel	40-44	Hombres	1232
Septiembre 2016	44	Teruel	40-44	Mujeres	564
Septiembre 2016	44	Teruel	45-49	Hombres	1375
Septiembre 2016	44	Teruel	45-49	Mujeres	705
Septiembre 2016	44	Teruel	50-54	Hombres	1620
Septiembre 2016	44	Teruel	50-54	Mujeres	829
Septiembre 2016	44	Teruel	55-59	Hombres	1408
Septiembre 2016	44	Teruel	55-59	Mujeres	758
Septiembre 2016	44	Teruel	60-64	Hombres	934
Septiembre 2016	44	Teruel	60-64	Mujeres	627
Septiembre 2016	44	Teruel	65-69	Hombres	118
Septiembre 2016	44	Teruel	65-69	Mujeres	91
Septiembre 2016	44	Teruel	Más de 69	Hombres	29
Septiembre 2016	44	Teruel	Más de 69	Mujeres	16
Septiembre 2016	50	Zaragoza	16-19	Hombres	139
Septiembre 2016	50	Zaragoza	16-19	Mujeres	63
Septiembre 2016	50	Zaragoza	20-24	Hombres	1043
Septiembre 2016	50	Zaragoza	20-24	Mujeres	491
Septiembre 2016	50	Zaragoza	25-29	Hombres	2072
Septiembre 2016	50	Zaragoza	25-29	Mujeres	1288
Septiembre 2016	50	Zaragoza	30-34	Hombres	3457
Septiembre 2016	50	Zaragoza	30-34	Mujeres	2131
Septiembre 2016	50	Zaragoza	35-39	Hombres	5383
Septiembre 2016	50	Zaragoza	35-39	Mujeres	2885
Septiembre 2016	50	Zaragoza	40-44	Hombres	7104
Septiembre 2016	50	Zaragoza	40-44	Mujeres	3656
Septiembre 2016	50	Zaragoza	45-49	Hombres	7184
Septiembre 2016	50	Zaragoza	45-49	Mujeres	3807
Septiembre 2016	50	Zaragoza	50-54	Hombres	7185
Septiembre 2016	50	Zaragoza	50-54	Mujeres	3524
Septiembre 2016	50	Zaragoza	55-59	Hombres	5883
Septiembre 2016	50	Zaragoza	55-59	Mujeres	3084
Septiembre 2016	50	Zaragoza	60-64	Hombres	4074
Septiembre 2016	50	Zaragoza	60-64	Mujeres	2236
Septiembre 2016	50	Zaragoza	65-69	Hombres	897
Septiembre 2016	50	Zaragoza	65-69	Mujeres	532
Septiembre 2016	50	Zaragoza	Más de 69	Hombres	304
Septiembre 2016	50	Zaragoza	Más de 69	Mujeres	219
Septiembre 2016	50	Zaragoza	Sin clasificar	Mujeres	5
Junio 2016	22	Huesca	16-19	Hombres	32
Junio 2016	22	Huesca	16-19	Mujeres	11
Junio 2016	22	Huesca	20-24	Hombres	308
Junio 2016	22	Huesca	20-24	Mujeres	109
Junio 2016	22	Huesca	25-29	Hombres	670
Junio 2016	22	Huesca	25-29	Mujeres	362
Junio 2016	22	Huesca	30-34	Hombres	1176
Junio 2016	22	Huesca	30-34	Mujeres	549
Junio 2016	22	Huesca	35-39	Hombres	1904
Junio 2016	22	Huesca	35-39	Mujeres	870
Junio 2016	22	Huesca	40-44	Hombres	2177
Junio 2016	22	Huesca	40-44	Mujeres	1065
Junio 2016	22	Huesca	45-49	Hombres	2327
Junio 2016	22	Huesca	45-49	Mujeres	1164
Junio 2016	22	Huesca	50-54	Hombres	2370
Junio 2016	22	Huesca	50-54	Mujeres	1181
Junio 2016	22	Huesca	55-59	Hombres	2186
Junio 2016	22	Huesca	55-59	Mujeres	1057
Junio 2016	22	Huesca	60-64	Hombres	1620
Junio 2016	22	Huesca	60-64	Mujeres	892
Junio 2016	22	Huesca	65-69	Hombres	436
Junio 2016	22	Huesca	65-69	Mujeres	227
Junio 2016	22	Huesca	Más de 69	Hombres	149
Junio 2016	22	Huesca	Más de 69	Mujeres	58
Junio 2016	44	Teruel	16-19	Hombres	28
Junio 2016	44	Teruel	16-19	Mujeres	7
Junio 2016	44	Teruel	20-24	Hombres	230
Junio 2016	44	Teruel	20-24	Mujeres	82
Junio 2016	44	Teruel	25-29	Hombres	476
Junio 2016	44	Teruel	25-29	Mujeres	267
Junio 2016	44	Teruel	30-34	Hombres	733
Junio 2016	44	Teruel	30-34	Mujeres	383
Junio 2016	44	Teruel	35-39	Hombres	969
Junio 2016	44	Teruel	35-39	Mujeres	452
Junio 2016	44	Teruel	40-44	Hombres	1262
Junio 2016	44	Teruel	40-44	Mujeres	576
Junio 2016	44	Teruel	45-49	Hombres	1384
Junio 2016	44	Teruel	45-49	Mujeres	714
Junio 2016	44	Teruel	50-54	Hombres	1596
Junio 2016	44	Teruel	50-54	Mujeres	806
Junio 2016	44	Teruel	55-59	Hombres	1409
Junio 2016	44	Teruel	55-59	Mujeres	766
Junio 2016	44	Teruel	60-64	Hombres	934
Junio 2016	44	Teruel	60-64	Mujeres	614
Junio 2016	44	Teruel	65-69	Hombres	109
Junio 2016	44	Teruel	65-69	Mujeres	101
Junio 2016	44	Teruel	Más de 69	Hombres	29
Junio 2016	44	Teruel	Más de 69	Mujeres	15
Junio 2016	50	Zaragoza	16-19	Hombres	160
Junio 2016	50	Zaragoza	16-19	Mujeres	68
Junio 2016	50	Zaragoza	20-24	Hombres	1068
Junio 2016	50	Zaragoza	20-24	Mujeres	519
Junio 2016	50	Zaragoza	25-29	Hombres	2091
Junio 2016	50	Zaragoza	25-29	Mujeres	1330
Junio 2016	50	Zaragoza	30-34	Hombres	3554
Junio 2016	50	Zaragoza	30-34	Mujeres	2200
Junio 2016	50	Zaragoza	35-39	Hombres	5577
Junio 2016	50	Zaragoza	35-39	Mujeres	2996
Junio 2016	50	Zaragoza	40-44	Hombres	7124
Junio 2016	50	Zaragoza	40-44	Mujeres	3693
Junio 2016	50	Zaragoza	45-49	Hombres	7270
Junio 2016	50	Zaragoza	45-49	Mujeres	3827
Junio 2016	50	Zaragoza	50-54	Hombres	7216
Junio 2016	50	Zaragoza	50-54	Mujeres	3532
Junio 2016	50	Zaragoza	55-59	Hombres	5799
Junio 2016	50	Zaragoza	55-59	Mujeres	3094
Junio 2016	50	Zaragoza	60-64	Hombres	4060
Junio 2016	50	Zaragoza	60-64	Mujeres	2227
Junio 2016	50	Zaragoza	65-69	Hombres	881
Junio 2016	50	Zaragoza	65-69	Mujeres	535
Junio 2016	50	Zaragoza	Más de 69	Hombres	292
Junio 2016	50	Zaragoza	Más de 69	Mujeres	210
Junio 2016	50	Zaragoza	Sin clasificar	Mujeres	5
Marzo 2016	22	Huesca	16-19	Hombres	24
Marzo 2016	22	Huesca	16-19	Mujeres	7
Marzo 2016	22	Huesca	20-24	Hombres	295
Marzo 2016	22	Huesca	20-24	Mujeres	96
Marzo 2016	22	Huesca	25-29	Hombres	687
Marzo 2016	22	Huesca	25-29	Mujeres	368
Marzo 2016	22	Huesca	30-34	Hombres	1183
Marzo 2016	22	Huesca	30-34	Mujeres	549
Marzo 2016	22	Huesca	35-39	Hombres	1894
Marzo 2016	22	Huesca	35-39	Mujeres	874
Marzo 2016	22	Huesca	40-44	Hombres	2156
Marzo 2016	22	Huesca	40-44	Mujeres	1072
Marzo 2016	22	Huesca	45-49	Hombres	2345
Marzo 2016	22	Huesca	45-49	Mujeres	1125
Marzo 2016	22	Huesca	50-54	Hombres	2373
Marzo 2016	22	Huesca	50-54	Mujeres	1172
Marzo 2016	22	Huesca	55-59	Hombres	2157
Marzo 2016	22	Huesca	55-59	Mujeres	1048
Marzo 2016	22	Huesca	60-64	Hombres	1625
Marzo 2016	22	Huesca	60-64	Mujeres	878
Marzo 2016	22	Huesca	65-69	Hombres	428
Marzo 2016	22	Huesca	65-69	Mujeres	228
Marzo 2016	22	Huesca	Más de 69	Hombres	146
Marzo 2016	22	Huesca	Más de 69	Mujeres	55
Marzo 2016	44	Teruel	16-19	Hombres	18
Marzo 2016	44	Teruel	16-19	Mujeres	7
Marzo 2016	44	Teruel	20-24	Hombres	228
Marzo 2016	44	Teruel	20-24	Mujeres	84
Marzo 2016	44	Teruel	25-29	Hombres	475
Marzo 2016	44	Teruel	25-29	Mujeres	277
Marzo 2016	44	Teruel	30-34	Hombres	710
Marzo 2016	44	Teruel	30-34	Mujeres	385
Marzo 2016	44	Teruel	35-39	Hombres	968
Marzo 2016	44	Teruel	35-39	Mujeres	451
Marzo 2016	44	Teruel	40-44	Hombres	1264
Marzo 2016	44	Teruel	40-44	Mujeres	578
Marzo 2016	44	Teruel	45-49	Hombres	1419
Marzo 2016	44	Teruel	45-49	Mujeres	733
Marzo 2016	44	Teruel	50-54	Hombres	1587
Marzo 2016	44	Teruel	50-54	Mujeres	804
Marzo 2016	44	Teruel	55-59	Hombres	1370
Marzo 2016	44	Teruel	55-59	Mujeres	757
Marzo 2016	44	Teruel	60-64	Hombres	948
Marzo 2016	44	Teruel	60-64	Mujeres	623
Marzo 2016	44	Teruel	65-69	Hombres	105
Marzo 2016	44	Teruel	65-69	Mujeres	94
Marzo 2016	44	Teruel	Más de 69	Hombres	28
Marzo 2016	44	Teruel	Más de 69	Mujeres	15
Marzo 2016	50	Zaragoza	16-19	Hombres	149
Marzo 2016	50	Zaragoza	16-19	Mujeres	57
Marzo 2016	50	Zaragoza	20-24	Hombres	1035
Marzo 2016	50	Zaragoza	20-24	Mujeres	495
Marzo 2016	50	Zaragoza	25-29	Hombres	2104
Marzo 2016	50	Zaragoza	25-29	Mujeres	1303
Marzo 2016	50	Zaragoza	30-34	Hombres	3562
Marzo 2016	50	Zaragoza	30-34	Mujeres	2125
Marzo 2016	50	Zaragoza	35-39	Hombres	5617
Marzo 2016	50	Zaragoza	35-39	Mujeres	3011
Marzo 2016	50	Zaragoza	40-44	Hombres	6979
Marzo 2016	50	Zaragoza	40-44	Mujeres	3611
Marzo 2016	50	Zaragoza	45-49	Hombres	7247
Marzo 2016	50	Zaragoza	45-49	Mujeres	3799
Marzo 2016	50	Zaragoza	50-54	Hombres	7148
Marzo 2016	50	Zaragoza	50-54	Mujeres	3508
Marzo 2016	50	Zaragoza	55-59	Hombres	5738
Marzo 2016	50	Zaragoza	55-59	Mujeres	3056
Marzo 2016	50	Zaragoza	60-64	Hombres	4032
Marzo 2016	50	Zaragoza	60-64	Mujeres	2222
Marzo 2016	50	Zaragoza	65-69	Hombres	855
Marzo 2016	50	Zaragoza	65-69	Mujeres	523
Marzo 2016	50	Zaragoza	Más de 69	Hombres	279
Marzo 2016	50	Zaragoza	Más de 69	Mujeres	206
Marzo 2016	50	Zaragoza	Sin clasificar	Mujeres	5
Diciembre 2015	22	Huesca	16-19	Hombres	21
Diciembre 2015	22	Huesca	16-19	Mujeres	11
Diciembre 2015	22	Huesca	20-24	Hombres	306
Diciembre 2015	22	Huesca	20-24	Mujeres	105
Diciembre 2015	22	Huesca	25-29	Hombres	693
Diciembre 2015	22	Huesca	25-29	Mujeres	372
Diciembre 2015	22	Huesca	30-34	Hombres	1225
Diciembre 2015	22	Huesca	30-34	Mujeres	560
Diciembre 2015	22	Huesca	35-39	Hombres	1909
Diciembre 2015	22	Huesca	35-39	Mujeres	868
Diciembre 2015	22	Huesca	40-44	Hombres	2163
Diciembre 2015	22	Huesca	40-44	Mujeres	1074
Diciembre 2015	22	Huesca	45-49	Hombres	2355
Diciembre 2015	22	Huesca	45-49	Mujeres	1112
Diciembre 2015	22	Huesca	50-54	Hombres	2403
Diciembre 2015	22	Huesca	50-54	Mujeres	1160
Diciembre 2015	22	Huesca	55-59	Hombres	2155
Diciembre 2015	22	Huesca	55-59	Mujeres	1037
Diciembre 2015	22	Huesca	60-64	Hombres	1598
Diciembre 2015	22	Huesca	60-64	Mujeres	877
Diciembre 2015	22	Huesca	65-69	Hombres	426
Diciembre 2015	22	Huesca	65-69	Mujeres	225
Diciembre 2015	22	Huesca	Más de 69	Hombres	142
Diciembre 2015	22	Huesca	Más de 69	Mujeres	55
Diciembre 2015	44	Teruel	16-19	Hombres	16
Diciembre 2015	44	Teruel	16-19	Mujeres	8
Diciembre 2015	44	Teruel	20-24	Hombres	243
Diciembre 2015	44	Teruel	20-24	Mujeres	85
Diciembre 2015	44	Teruel	25-29	Hombres	477
Diciembre 2015	44	Teruel	25-29	Mujeres	275
Diciembre 2015	44	Teruel	30-34	Hombres	716
Diciembre 2015	44	Teruel	30-34	Mujeres	395
Diciembre 2015	44	Teruel	35-39	Hombres	1002
Diciembre 2015	44	Teruel	35-39	Mujeres	446
Diciembre 2015	44	Teruel	40-44	Hombres	1265
Diciembre 2015	44	Teruel	40-44	Mujeres	579
Diciembre 2015	44	Teruel	45-49	Hombres	1438
Diciembre 2015	44	Teruel	45-49	Mujeres	726
Diciembre 2015	44	Teruel	50-54	Hombres	1569
Diciembre 2015	44	Teruel	50-54	Mujeres	816
Diciembre 2015	44	Teruel	55-59	Hombres	1378
Diciembre 2015	44	Teruel	55-59	Mujeres	747
Diciembre 2015	44	Teruel	60-64	Hombres	945
Diciembre 2015	44	Teruel	60-64	Mujeres	622
Diciembre 2015	44	Teruel	65-69	Hombres	111
Diciembre 2015	44	Teruel	65-69	Mujeres	88
Diciembre 2015	44	Teruel	Más de 69	Hombres	23
Diciembre 2015	44	Teruel	Más de 69	Mujeres	14
Diciembre 2015	50	Zaragoza	16-19	Hombres	151
Diciembre 2015	50	Zaragoza	16-19	Mujeres	60
Diciembre 2015	50	Zaragoza	20-24	Hombres	1036
Diciembre 2015	50	Zaragoza	20-24	Mujeres	531
Diciembre 2015	50	Zaragoza	25-29	Hombres	2141
Diciembre 2015	50	Zaragoza	25-29	Mujeres	1377
Diciembre 2015	50	Zaragoza	30-34	Hombres	3688
Diciembre 2015	50	Zaragoza	30-34	Mujeres	2199
Diciembre 2015	50	Zaragoza	35-39	Hombres	5708
Diciembre 2015	50	Zaragoza	35-39	Mujeres	3041
Diciembre 2015	50	Zaragoza	40-44	Hombres	7025
Diciembre 2015	50	Zaragoza	40-44	Mujeres	3674
Diciembre 2015	50	Zaragoza	45-49	Hombres	7255
Diciembre 2015	50	Zaragoza	45-49	Mujeres	3801
Diciembre 2015	50	Zaragoza	50-54	Hombres	7092
Diciembre 2015	50	Zaragoza	50-54	Mujeres	3502
Diciembre 2015	50	Zaragoza	55-59	Hombres	5749
Diciembre 2015	50	Zaragoza	55-59	Mujeres	3040
Diciembre 2015	50	Zaragoza	60-64	Hombres	4041
Diciembre 2015	50	Zaragoza	60-64	Mujeres	2188
Diciembre 2015	50	Zaragoza	65-69	Hombres	849
Diciembre 2015	50	Zaragoza	65-69	Mujeres	552
Diciembre 2015	50	Zaragoza	Más de 69	Hombres	264
Diciembre 2015	50	Zaragoza	Más de 69	Mujeres	200
Diciembre 2015	50	Zaragoza	Sin clasificar	Mujeres	3
Septiembre 2015	22	Huesca	16-19	Hombres	29
Septiembre 2015	22	Huesca	16-19	Mujeres	12
Septiembre 2015	22	Huesca	20-24	Hombres	316
Septiembre 2015	22	Huesca	20-24	Mujeres	121
Septiembre 2015	22	Huesca	25-29	Hombres	702
Septiembre 2015	22	Huesca	25-29	Mujeres	387
Septiembre 2015	22	Huesca	30-34	Hombres	1247
Septiembre 2015	22	Huesca	30-34	Mujeres	578
Septiembre 2015	22	Huesca	35-39	Hombres	1914
Septiembre 2015	22	Huesca	35-39	Mujeres	857
Septiembre 2015	22	Huesca	40-44	Hombres	2178
Septiembre 2015	22	Huesca	40-44	Mujeres	1083
Septiembre 2015	22	Huesca	45-49	Hombres	2355
Septiembre 2015	22	Huesca	45-49	Mujeres	1093
Septiembre 2015	22	Huesca	50-54	Hombres	2399
Septiembre 2015	22	Huesca	50-54	Mujeres	1177
Septiembre 2015	22	Huesca	55-59	Hombres	2150
Septiembre 2015	22	Huesca	55-59	Mujeres	1022
Septiembre 2015	22	Huesca	60-64	Hombres	1605
Septiembre 2015	22	Huesca	60-64	Mujeres	867
Septiembre 2015	22	Huesca	65-69	Hombres	416
Septiembre 2015	22	Huesca	65-69	Mujeres	200
Septiembre 2015	22	Huesca	Más de 69	Hombres	126
Septiembre 2015	22	Huesca	Más de 69	Mujeres	55
Septiembre 2015	44	Teruel	16-19	Hombres	26
Septiembre 2015	44	Teruel	16-19	Mujeres	9
Septiembre 2015	44	Teruel	20-24	Hombres	253
Septiembre 2015	44	Teruel	20-24	Mujeres	88
Septiembre 2015	44	Teruel	25-29	Hombres	489
Septiembre 2015	44	Teruel	25-29	Mujeres	268
Septiembre 2015	44	Teruel	30-34	Hombres	729
Septiembre 2015	44	Teruel	30-34	Mujeres	388
Septiembre 2015	44	Teruel	35-39	Hombres	1016
Septiembre 2015	44	Teruel	35-39	Mujeres	446
Septiembre 2015	44	Teruel	40-44	Hombres	1273
Septiembre 2015	44	Teruel	40-44	Mujeres	578
Septiembre 2015	44	Teruel	45-49	Hombres	1443
Septiembre 2015	44	Teruel	45-49	Mujeres	731
Septiembre 2015	44	Teruel	50-54	Hombres	1572
Septiembre 2015	44	Teruel	50-54	Mujeres	808
Septiembre 2015	44	Teruel	55-59	Hombres	1358
Septiembre 2015	44	Teruel	55-59	Mujeres	733
Septiembre 2015	44	Teruel	60-64	Hombres	955
Septiembre 2015	44	Teruel	60-64	Mujeres	629
Septiembre 2015	44	Teruel	65-69	Hombres	104
Septiembre 2015	44	Teruel	65-69	Mujeres	87
Septiembre 2015	44	Teruel	Más de 69	Hombres	22
Septiembre 2015	44	Teruel	Más de 69	Mujeres	14
Septiembre 2015	50	Zaragoza	16-19	Hombres	152
Septiembre 2015	50	Zaragoza	16-19	Mujeres	68
Septiembre 2015	50	Zaragoza	20-24	Hombres	1040
Septiembre 2015	50	Zaragoza	20-24	Mujeres	526
Septiembre 2015	50	Zaragoza	25-29	Hombres	2123
Septiembre 2015	50	Zaragoza	25-29	Mujeres	1359
Septiembre 2015	50	Zaragoza	30-34	Hombres	3653
Septiembre 2015	50	Zaragoza	30-34	Mujeres	2174
Septiembre 2015	50	Zaragoza	35-39	Hombres	5773
Septiembre 2015	50	Zaragoza	35-39	Mujeres	3019
Septiembre 2015	50	Zaragoza	40-44	Hombres	7045
Septiembre 2015	50	Zaragoza	40-44	Mujeres	3657
Septiembre 2015	50	Zaragoza	45-49	Hombres	7214
Septiembre 2015	50	Zaragoza	45-49	Mujeres	3723
Septiembre 2015	50	Zaragoza	50-54	Hombres	7055
