Año	Residencia comarca código	Residencia comarca nombre	Relación lugar de residencia y nacimiento	Sexo	Extranjeros
2016	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Hombres	19
2016	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	18
2016	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	5
2016	24	Campo de Daroca	3 - Misma CA y distinta provincia	Hombres	3
2016	24	Campo de Daroca	4 - Distinta CA	Hombres	2
2016	24	Campo de Daroca	4 - Distinta CA	Mujeres	2
2016	24	Campo de Daroca	5 - Nacidos en el extranjero	Hombres	297
2016	24	Campo de Daroca	5 - Nacidos en el extranjero	Mujeres	240
2016	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Hombres	87
2016	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	63
2016	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Hombres	20
2016	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	20
2016	25	Jiloca	3 - Misma CA y distinta provincia	Hombres	4
2016	25	Jiloca	3 - Misma CA y distinta provincia	Mujeres	4
2016	25	Jiloca	4 - Distinta CA	Hombres	8
2016	25	Jiloca	4 - Distinta CA	Mujeres	12
2016	25	Jiloca	5 - Nacidos en el extranjero	Hombres	646
2016	25	Jiloca	5 - Nacidos en el extranjero	Mujeres	619
2016	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Hombres	42
2016	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Mujeres	27
2016	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Hombres	23
2016	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Mujeres	35
2016	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Hombres	4
2016	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Mujeres	2
2016	26	Cuencas Mineras	4 - Distinta CA	Hombres	6
2016	26	Cuencas Mineras	4 - Distinta CA	Mujeres	5
2016	26	Cuencas Mineras	5 - Nacidos en el extranjero	Hombres	396
2016	26	Cuencas Mineras	5 - Nacidos en el extranjero	Mujeres	287
2016	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Hombres	43
2016	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Mujeres	43
2016	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Hombres	8
2016	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Mujeres	14
2016	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Hombres	1
2016	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Mujeres	1
2016	27	Andorra-Sierra de Arcos	4 - Distinta CA	Hombres	4
2016	27	Andorra-Sierra de Arcos	4 - Distinta CA	Mujeres	3
2016	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Hombres	490
2016	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Mujeres	423
2016	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Hombres	207
2016	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	208
2016	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Hombres	22
2016	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	22
2016	28	Bajo Aragón	3 - Misma CA y distinta provincia	Hombres	10
2016	28	Bajo Aragón	3 - Misma CA y distinta provincia	Mujeres	5
2016	28	Bajo Aragón	4 - Distinta CA	Hombres	18
2016	28	Bajo Aragón	4 - Distinta CA	Mujeres	21
2016	28	Bajo Aragón	5 - Nacidos en el extranjero	Hombres	1537
2016	28	Bajo Aragón	5 - Nacidos en el extranjero	Mujeres	1519
2016	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	163
2016	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	163
2016	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	32
2016	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	20
2016	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Hombres	2
2016	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Mujeres	2
2016	29	Comunidad de Teruel	4 - Distinta CA	Hombres	17
2016	29	Comunidad de Teruel	4 - Distinta CA	Mujeres	26
2016	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Hombres	1784
2016	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Mujeres	1693
2016	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Hombres	12
2016	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	7
2016	30	Maestrazgo	2 - Misma CA, misma provincia y distinto municipio	Hombres	4
2016	30	Maestrazgo	2 - Misma CA, misma provincia y distinto municipio	Mujeres	7
2016	30	Maestrazgo	3 - Misma CA y distinta provincia	Hombres	1
2016	30	Maestrazgo	4 - Distinta CA	Hombres	2
2016	30	Maestrazgo	4 - Distinta CA	Mujeres	5
2016	30	Maestrazgo	5 - Nacidos en el extranjero	Hombres	151
2016	30	Maestrazgo	5 - Nacidos en el extranjero	Mujeres	109
2016	31	Sierra de Albarracín	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2016	31	Sierra de Albarracín	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4
2016	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2016	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2016	31	Sierra de Albarracín	3 - Misma CA y distinta provincia	Hombres	1
2016	31	Sierra de Albarracín	4 - Distinta CA	Hombres	4
2016	31	Sierra de Albarracín	4 - Distinta CA	Mujeres	2
2016	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Hombres	134
2016	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Mujeres	112
2016	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Hombres	44
2016	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Mujeres	48
2016	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Hombres	11
2016	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Mujeres	7
2016	32	Gúdar-Javalambre	4 - Distinta CA	Hombres	7
2016	32	Gúdar-Javalambre	4 - Distinta CA	Mujeres	8
2016	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Hombres	458
2016	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Mujeres	347
2016	33	Matarraña / Matarranya	1 - Misma CA, misma provincia y mismo municipio	Hombres	49
2016	33	Matarraña / Matarranya	1 - Misma CA, misma provincia y mismo municipio	Mujeres	44
2016	33	Matarraña / Matarranya	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2016	33	Matarraña / Matarranya	2 - Misma CA, misma provincia y distinto municipio	Mujeres	6
2016	33	Matarraña / Matarranya	3 - Misma CA y distinta provincia	Hombres	2
2016	33	Matarraña / Matarranya	4 - Distinta CA	Hombres	7
2016	33	Matarraña / Matarranya	4 - Distinta CA	Mujeres	5
2016	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Hombres	518
2016	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Mujeres	362
2017	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Hombres	24
2017	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Mujeres	19
2017	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2017	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2017	01	La Jacetania	3 - Misma CA y distinta provincia	Hombres	3
2017	01	La Jacetania	3 - Misma CA y distinta provincia	Mujeres	2
2017	01	La Jacetania	4 - Distinta CA	Hombres	1
2017	01	La Jacetania	4 - Distinta CA	Mujeres	6
2017	01	La Jacetania	5 - Nacidos en el extranjero	Hombres	401
2017	01	La Jacetania	5 - Nacidos en el extranjero	Mujeres	461
2017	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Hombres	36
2017	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Mujeres	39
2017	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Hombres	14
2017	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Mujeres	10
2017	02	Alto Gállego	3 - Misma CA y distinta provincia	Hombres	1
2017	02	Alto Gállego	3 - Misma CA y distinta provincia	Mujeres	4
2017	02	Alto Gállego	4 - Distinta CA	Hombres	6
2017	02	Alto Gállego	4 - Distinta CA	Mujeres	5
2017	02	Alto Gállego	5 - Nacidos en el extranjero	Hombres	614
2017	02	Alto Gállego	5 - Nacidos en el extranjero	Mujeres	562
2017	03	Sobrarbe	1 - Misma CA, misma provincia y mismo municipio	Hombres	22
2017	03	Sobrarbe	1 - Misma CA, misma provincia y mismo municipio	Mujeres	16
2017	03	Sobrarbe	2 - Misma CA, misma provincia y distinto municipio	Hombres	12
2017	03	Sobrarbe	2 - Misma CA, misma provincia y distinto municipio	Mujeres	5
2017	03	Sobrarbe	4 - Distinta CA	Hombres	3
2017	03	Sobrarbe	4 - Distinta CA	Mujeres	2
2017	03	Sobrarbe	5 - Nacidos en el extranjero	Hombres	380
2017	03	Sobrarbe	5 - Nacidos en el extranjero	Mujeres	371
2017	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Hombres	40
2017	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	49
2017	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Hombres	10
2017	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2017	04	La Ribagorza	3 - Misma CA y distinta provincia	Hombres	4
2017	04	La Ribagorza	4 - Distinta CA	Hombres	4
2017	04	La Ribagorza	4 - Distinta CA	Mujeres	2
2017	04	La Ribagorza	5 - Nacidos en el extranjero	Hombres	648
2017	04	La Ribagorza	5 - Nacidos en el extranjero	Mujeres	636
2017	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Hombres	166
2017	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Mujeres	163
2017	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Hombres	50
2017	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Mujeres	33
2017	05	Cinco Villas	3 - Misma CA y distinta provincia	Hombres	1
2017	05	Cinco Villas	3 - Misma CA y distinta provincia	Mujeres	2
2017	05	Cinco Villas	4 - Distinta CA	Hombres	27
2017	05	Cinco Villas	4 - Distinta CA	Mujeres	23
2017	05	Cinco Villas	5 - Nacidos en el extranjero	Hombres	1542
2017	05	Cinco Villas	5 - Nacidos en el extranjero	Mujeres	1246
2017	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	198
2017	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	166
2017	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	14
2017	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	29
2017	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Hombres	9
2017	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Mujeres	10
2017	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Hombres	27
2017	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Mujeres	27
2017	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Hombres	2270
2017	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Mujeres	2396
2017	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Hombres	62
2017	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	61
2017	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Hombres	14
2017	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	8
2017	07	Somontano de Barbastro	3 - Misma CA y distinta provincia	Hombres	2
2017	07	Somontano de Barbastro	3 - Misma CA y distinta provincia	Mujeres	1
2017	07	Somontano de Barbastro	4 - Distinta CA	Hombres	10
2017	07	Somontano de Barbastro	4 - Distinta CA	Mujeres	16
2017	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Hombres	869
2017	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Mujeres	862
2017	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Hombres	142
2017	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Mujeres	153
2017	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Hombres	26
2017	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Mujeres	22
2017	08	Cinca Medio	3 - Misma CA y distinta provincia	Hombres	3
2017	08	Cinca Medio	3 - Misma CA y distinta provincia	Mujeres	2
2017	08	Cinca Medio	4 - Distinta CA	Hombres	25
2017	08	Cinca Medio	4 - Distinta CA	Mujeres	24
2017	08	Cinca Medio	5 - Nacidos en el extranjero	Hombres	1461
2017	08	Cinca Medio	5 - Nacidos en el extranjero	Mujeres	1200
2017	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Hombres	71
2017	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Mujeres	56
2017	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Hombres	6
2017	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Mujeres	18
2017	09	La Litera / La Llitera	3 - Misma CA y distinta provincia	Hombres	7
2017	09	La Litera / La Llitera	3 - Misma CA y distinta provincia	Mujeres	2
2017	09	La Litera / La Llitera	4 - Distinta CA	Hombres	18
2017	09	La Litera / La Llitera	4 - Distinta CA	Mujeres	13
2017	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Hombres	1183
2017	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Mujeres	695
2017	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Hombres	50
2017	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Mujeres	38
2017	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Hombres	31
2017	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Mujeres	22
2017	10	Los Monegros	3 - Misma CA y distinta provincia	Hombres	6
2017	10	Los Monegros	3 - Misma CA y distinta provincia	Mujeres	6
2017	10	Los Monegros	4 - Distinta CA	Hombres	15
2017	10	Los Monegros	4 - Distinta CA	Mujeres	4
2017	10	Los Monegros	5 - Nacidos en el extranjero	Hombres	748
2017	10	Los Monegros	5 - Nacidos en el extranjero	Mujeres	717
2017	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Hombres	211
2017	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	177
2017	11	Bajo Cinca / Baix Cinca	2 - Misma CA, misma provincia y distinto municipio	Hombres	14
2017	11	Bajo Cinca / Baix Cinca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	13
2017	11	Bajo Cinca / Baix Cinca	3 - Misma CA y distinta provincia	Hombres	6
2017	11	Bajo Cinca / Baix Cinca	3 - Misma CA y distinta provincia	Mujeres	6
2017	11	Bajo Cinca / Baix Cinca	4 - Distinta CA	Hombres	45
2017	11	Bajo Cinca / Baix Cinca	4 - Distinta CA	Mujeres	45
2017	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Hombres	2412
2017	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Mujeres	1817
2017	12	Tarazona y el Moncayo	1 - Misma CA, misma provincia y mismo municipio	Hombres	24
2017	12	Tarazona y el Moncayo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	20
2017	12	Tarazona y el Moncayo	2 - Misma CA, misma provincia y distinto municipio	Hombres	11
2017	12	Tarazona y el Moncayo	2 - Misma CA, misma provincia y distinto municipio	Mujeres	10
2017	12	Tarazona y el Moncayo	3 - Misma CA y distinta provincia	Hombres	1
2017	12	Tarazona y el Moncayo	4 - Distinta CA	Hombres	16
2017	12	Tarazona y el Moncayo	4 - Distinta CA	Mujeres	14
2017	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Hombres	354
2017	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Mujeres	324
2017	13	Campo de Borja	1 - Misma CA, misma provincia y mismo municipio	Hombres	92
2017	13	Campo de Borja	1 - Misma CA, misma provincia y mismo municipio	Mujeres	54
2017	13	Campo de Borja	2 - Misma CA, misma provincia y distinto municipio	Hombres	23
2017	13	Campo de Borja	2 - Misma CA, misma provincia y distinto municipio	Mujeres	12
2017	13	Campo de Borja	4 - Distinta CA	Hombres	8
2017	13	Campo de Borja	4 - Distinta CA	Mujeres	5
2017	13	Campo de Borja	5 - Nacidos en el extranjero	Hombres	678
2017	13	Campo de Borja	5 - Nacidos en el extranjero	Mujeres	593
2017	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Hombres	12
2017	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Mujeres	19
2017	14	Aranda	2 - Misma CA, misma provincia y distinto municipio	Hombres	10
2017	14	Aranda	2 - Misma CA, misma provincia y distinto municipio	Mujeres	9
2017	14	Aranda	4 - Distinta CA	Hombres	3
2017	14	Aranda	4 - Distinta CA	Mujeres	2
2017	14	Aranda	5 - Nacidos en el extranjero	Hombres	235
2017	14	Aranda	5 - Nacidos en el extranjero	Mujeres	231
2017	15	Ribera Alta del Ebro	1 - Misma CA, misma provincia y mismo municipio	Hombres	55
2017	15	Ribera Alta del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	64
2017	15	Ribera Alta del Ebro	2 - Misma CA, misma provincia y distinto municipio	Hombres	50
2017	15	Ribera Alta del Ebro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	56
2017	15	Ribera Alta del Ebro	3 - Misma CA y distinta provincia	Hombres	5
2017	15	Ribera Alta del Ebro	3 - Misma CA y distinta provincia	Mujeres	6
2017	15	Ribera Alta del Ebro	4 - Distinta CA	Hombres	10
2017	15	Ribera Alta del Ebro	4 - Distinta CA	Mujeres	10
2017	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Hombres	1172
2017	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Mujeres	1128
2017	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Hombres	215
2017	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	213
2017	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Hombres	89
2017	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	73
2017	16	Valdejalón	3 - Misma CA y distinta provincia	Hombres	1
2017	16	Valdejalón	3 - Misma CA y distinta provincia	Mujeres	5
2017	16	Valdejalón	4 - Distinta CA	Hombres	23
2017	16	Valdejalón	4 - Distinta CA	Mujeres	24
2017	16	Valdejalón	5 - Nacidos en el extranjero	Hombres	2547
2017	16	Valdejalón	5 - Nacidos en el extranjero	Mujeres	2221
2017	17	Central	1 - Misma CA, misma provincia y mismo municipio	Hombres	3614
2017	17	Central	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3548
2017	17	Central	2 - Misma CA, misma provincia y distinto municipio	Hombres	285
2017	17	Central	2 - Misma CA, misma provincia y distinto municipio	Mujeres	279
2017	17	Central	3 - Misma CA y distinta provincia	Hombres	24
2017	17	Central	3 - Misma CA y distinta provincia	Mujeres	28
2017	17	Central	4 - Distinta CA	Hombres	342
2017	17	Central	4 - Distinta CA	Mujeres	340
2017	17	Central	5 - Nacidos en el extranjero	Hombres	30806
2017	17	Central	5 - Nacidos en el extranjero	Mujeres	32066
2017	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Hombres	15
2017	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	17
2017	18	Ribera Baja del Ebro	2 - Misma CA, misma provincia y distinto municipio	Hombres	21
2017	18	Ribera Baja del Ebro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	15
2017	18	Ribera Baja del Ebro	3 - Misma CA y distinta provincia	Hombres	1
2017	18	Ribera Baja del Ebro	3 - Misma CA y distinta provincia	Mujeres	7
2017	18	Ribera Baja del Ebro	4 - Distinta CA	Hombres	2
2017	18	Ribera Baja del Ebro	4 - Distinta CA	Mujeres	6
2017	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Hombres	249
2017	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Mujeres	222
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Misma CA, misma provincia y mismo municipio	Hombres	167
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Misma CA, misma provincia y mismo municipio	Mujeres	158
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Misma CA, misma provincia y distinto municipio	Hombres	6
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Misma CA, misma provincia y distinto municipio	Mujeres	6
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Misma CA y distinta provincia	Hombres	10
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Misma CA y distinta provincia	Mujeres	10
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4 - Distinta CA	Hombres	21
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4 - Distinta CA	Mujeres	14
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Hombres	1518
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Mujeres	1035
2017	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Hombres	217
2017	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Mujeres	197
2017	20	Comunidad de Calatayud	2 - Misma CA, misma provincia y distinto municipio	Hombres	38
2017	20	Comunidad de Calatayud	2 - Misma CA, misma provincia y distinto municipio	Mujeres	43
2017	20	Comunidad de Calatayud	3 - Misma CA y distinta provincia	Hombres	5
2017	20	Comunidad de Calatayud	3 - Misma CA y distinta provincia	Mujeres	4
2017	20	Comunidad de Calatayud	4 - Distinta CA	Hombres	32
2017	20	Comunidad de Calatayud	4 - Distinta CA	Mujeres	19
2017	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Hombres	2438
2017	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Mujeres	2284
2017	21	Campo de Cariñena	1 - Misma CA, misma provincia y mismo municipio	Hombres	69
2017	21	Campo de Cariñena	1 - Misma CA, misma provincia y mismo municipio	Mujeres	72
2017	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Hombres	19
2017	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Mujeres	29
2017	21	Campo de Cariñena	4 - Distinta CA	Hombres	2
2017	21	Campo de Cariñena	4 - Distinta CA	Mujeres	7
2017	21	Campo de Cariñena	5 - Nacidos en el extranjero	Hombres	921
2017	21	Campo de Cariñena	5 - Nacidos en el extranjero	Mujeres	749
2017	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Hombres	19
2017	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Mujeres	13
2017	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Hombres	4
2017	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2017	22	Campo de Belchite	3 - Misma CA y distinta provincia	Mujeres	3
2017	22	Campo de Belchite	4 - Distinta CA	Hombres	2
2017	22	Campo de Belchite	4 - Distinta CA	Mujeres	1
2017	22	Campo de Belchite	5 - Nacidos en el extranjero	Hombres	139
2017	22	Campo de Belchite	5 - Nacidos en el extranjero	Mujeres	120
2017	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Hombres	27
2017	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Mujeres	29
2017	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2017	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	9
2017	23	Bajo Martín	3 - Misma CA y distinta provincia	Hombres	2
2017	23	Bajo Martín	3 - Misma CA y distinta provincia	Mujeres	2
2017	23	Bajo Martín	4 - Distinta CA	Hombres	3
2017	23	Bajo Martín	4 - Distinta CA	Mujeres	2
2017	23	Bajo Martín	5 - Nacidos en el extranjero	Hombres	279
2017	23	Bajo Martín	5 - Nacidos en el extranjero	Mujeres	229
2017	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Hombres	19
2017	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	17
2017	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2017	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	8
2017	24	Campo de Daroca	3 - Misma CA y distinta provincia	Hombres	8
2017	24	Campo de Daroca	4 - Distinta CA	Hombres	3
2017	24	Campo de Daroca	5 - Nacidos en el extranjero	Hombres	282
2017	24	Campo de Daroca	5 - Nacidos en el extranjero	Mujeres	241
2017	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Hombres	86
2017	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	60
2017	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Hombres	22
2017	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	20
2017	25	Jiloca	3 - Misma CA y distinta provincia	Hombres	4
2017	25	Jiloca	3 - Misma CA y distinta provincia	Mujeres	4
2017	25	Jiloca	4 - Distinta CA	Hombres	6
2017	25	Jiloca	4 - Distinta CA	Mujeres	12
2017	25	Jiloca	5 - Nacidos en el extranjero	Hombres	631
2017	25	Jiloca	5 - Nacidos en el extranjero	Mujeres	598
2017	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Hombres	40
2017	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Mujeres	27
2017	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Hombres	24
2017	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Mujeres	32
2017	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Hombres	3
2017	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Mujeres	1
2017	26	Cuencas Mineras	4 - Distinta CA	Hombres	6
2017	26	Cuencas Mineras	4 - Distinta CA	Mujeres	4
2017	26	Cuencas Mineras	5 - Nacidos en el extranjero	Hombres	356
2017	26	Cuencas Mineras	5 - Nacidos en el extranjero	Mujeres	279
2017	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Hombres	43
2017	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Mujeres	46
2017	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Hombres	11
2017	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Mujeres	17
2017	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Hombres	1
2017	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Mujeres	1
2017	27	Andorra-Sierra de Arcos	4 - Distinta CA	Hombres	3
2017	27	Andorra-Sierra de Arcos	4 - Distinta CA	Mujeres	5
