Comarca código	Comarca nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
32	Gúdar-Javalambre	Hombres	Servicios	12	Transporte y comunicaciones	103
32	Gúdar-Javalambre	Hombres	Servicios	13	Finanzas y servicios a empresas	57
32	Gúdar-Javalambre	Hombres	Servicios	14	Administración pública	132
32	Gúdar-Javalambre	Hombres	Servicios	15	Educación	27
32	Gúdar-Javalambre	Hombres	Servicios	16	Sanidad	33
32	Gúdar-Javalambre	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	32
32	Gúdar-Javalambre	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	74
32	Gúdar-Javalambre	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	5
32	Gúdar-Javalambre	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	54
32	Gúdar-Javalambre	Mujeres	Industria y energía	04	Textil y calzado	93
32	Gúdar-Javalambre	Mujeres	Industria y energía	05	Madera y papel	30
32	Gúdar-Javalambre	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	18
32	Gúdar-Javalambre	Mujeres	Industria y energía	07	Metal	12
32	Gúdar-Javalambre	Mujeres	Construcción	09	Construcción	21
32	Gúdar-Javalambre	Mujeres	Servicios	10	Comercio y reparación	144
32	Gúdar-Javalambre	Mujeres	Servicios	11	Hostelería	183
32	Gúdar-Javalambre	Mujeres	Servicios	12	Transporte y comunicaciones	16
32	Gúdar-Javalambre	Mujeres	Servicios	13	Finanzas y servicios a empresas	51
32	Gúdar-Javalambre	Mujeres	Servicios	14	Administración pública	80
32	Gúdar-Javalambre	Mujeres	Servicios	15	Educación	46
32	Gúdar-Javalambre	Mujeres	Servicios	16	Sanidad	60
32	Gúdar-Javalambre	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	50
33	Matarraña / Matarranya	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	985
33	Matarraña / Matarranya	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	22
33	Matarraña / Matarranya	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	132
33	Matarraña / Matarranya	Hombres	Industria y energía	04	Textil y calzado	14
33	Matarraña / Matarranya	Hombres	Industria y energía	05	Madera y papel	47
33	Matarraña / Matarranya	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	18
33	Matarraña / Matarranya	Hombres	Industria y energía	07	Metal	61
33	Matarraña / Matarranya	Hombres	Industria y energía	08	Manufactureras diversas	14
33	Matarraña / Matarranya	Hombres	Construcción	09	Construcción	391
33	Matarraña / Matarranya	Hombres	Servicios	10	Comercio y reparación	142
33	Matarraña / Matarranya	Hombres	Servicios	11	Hostelería	68
33	Matarraña / Matarranya	Hombres	Servicios	12	Transporte y comunicaciones	100
33	Matarraña / Matarranya	Hombres	Servicios	13	Finanzas y servicios a empresas	61
33	Matarraña / Matarranya	Hombres	Servicios	14	Administración pública	72
33	Matarraña / Matarranya	Hombres	Servicios	15	Educación	18
33	Matarraña / Matarranya	Hombres	Servicios	16	Sanidad	18
33	Matarraña / Matarranya	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	11
33	Matarraña / Matarranya	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	271
33	Matarraña / Matarranya	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	2
33	Matarraña / Matarranya	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	80
33	Matarraña / Matarranya	Mujeres	Industria y energía	04	Textil y calzado	70
33	Matarraña / Matarranya	Mujeres	Industria y energía	05	Madera y papel	12
33	Matarraña / Matarranya	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	8
33	Matarraña / Matarranya	Mujeres	Industria y energía	07	Metal	11
33	Matarraña / Matarranya	Mujeres	Industria y energía	08	Manufactureras diversas	2
33	Matarraña / Matarranya	Mujeres	Construcción	09	Construcción	13
33	Matarraña / Matarranya	Mujeres	Servicios	10	Comercio y reparación	155
33	Matarraña / Matarranya	Mujeres	Servicios	11	Hostelería	96
33	Matarraña / Matarranya	Mujeres	Servicios	12	Transporte y comunicaciones	16
33	Matarraña / Matarranya	Mujeres	Servicios	13	Finanzas y servicios a empresas	61
33	Matarraña / Matarranya	Mujeres	Servicios	14	Administración pública	45
33	Matarraña / Matarranya	Mujeres	Servicios	15	Educación	59
33	Matarraña / Matarranya	Mujeres	Servicios	16	Sanidad	48
33	Matarraña / Matarranya	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	44
