Mes y año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Nº parados
Junio 2007	50	Zaragoza	2	Industria y energía	Hombres	1894
Junio 2007	50	Zaragoza	2	Industria y energía	Mujeres	2623
Junio 2007	50	Zaragoza	3	Construcción	Hombres	1906
Junio 2007	50	Zaragoza	3	Construcción	Mujeres	277
Junio 2007	50	Zaragoza	4	Servicios	Hombres	4571
Junio 2007	50	Zaragoza	4	Servicios	Mujeres	11274
Junio 2007	50	Zaragoza		Sin empleo anterior	Hombres	539
Junio 2007	50	Zaragoza		Sin empleo anterior	Mujeres	1320
Mayo 2007	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	115
Mayo 2007	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	69
Mayo 2007	22	Huesca	2	Industria y energía	Hombres	326
Mayo 2007	22	Huesca	2	Industria y energía	Mujeres	339
Mayo 2007	22	Huesca	3	Construcción	Hombres	593
Mayo 2007	22	Huesca	3	Construcción	Mujeres	109
Mayo 2007	22	Huesca	4	Servicios	Hombres	808
Mayo 2007	22	Huesca	4	Servicios	Mujeres	2301
Mayo 2007	22	Huesca		Sin empleo anterior	Hombres	139
Mayo 2007	22	Huesca		Sin empleo anterior	Mujeres	284
Mayo 2007	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	60
Mayo 2007	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	65
Mayo 2007	44	Teruel	2	Industria y energía	Hombres	337
Mayo 2007	44	Teruel	2	Industria y energía	Mujeres	354
Mayo 2007	44	Teruel	3	Construcción	Hombres	336
Mayo 2007	44	Teruel	3	Construcción	Mujeres	59
Mayo 2007	44	Teruel	4	Servicios	Hombres	506
Mayo 2007	44	Teruel	4	Servicios	Mujeres	1730
Mayo 2007	44	Teruel		Sin empleo anterior	Hombres	74
Mayo 2007	44	Teruel		Sin empleo anterior	Mujeres	206
Mayo 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	281
Mayo 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	209
Mayo 2007	50	Zaragoza	2	Industria y energía	Hombres	1955
Mayo 2007	50	Zaragoza	2	Industria y energía	Mujeres	2750
Mayo 2007	50	Zaragoza	3	Construcción	Hombres	1864
Mayo 2007	50	Zaragoza	3	Construcción	Mujeres	284
Mayo 2007	50	Zaragoza	4	Servicios	Hombres	4783
Mayo 2007	50	Zaragoza	4	Servicios	Mujeres	11504
Mayo 2007	50	Zaragoza		Sin empleo anterior	Hombres	503
Mayo 2007	50	Zaragoza		Sin empleo anterior	Mujeres	1368
Abril 2007	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	145
Abril 2007	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	76
Abril 2007	22	Huesca	2	Industria y energía	Hombres	359
Abril 2007	22	Huesca	2	Industria y energía	Mujeres	355
Abril 2007	22	Huesca	3	Construcción	Hombres	623
Abril 2007	22	Huesca	3	Construcción	Mujeres	102
Abril 2007	22	Huesca	4	Servicios	Hombres	853
Abril 2007	22	Huesca	4	Servicios	Mujeres	2346
Abril 2007	22	Huesca		Sin empleo anterior	Hombres	131
Abril 2007	22	Huesca		Sin empleo anterior	Mujeres	263
Abril 2007	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	67
Abril 2007	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	71
Abril 2007	44	Teruel	2	Industria y energía	Hombres	362
Abril 2007	44	Teruel	2	Industria y energía	Mujeres	372
Abril 2007	44	Teruel	3	Construcción	Hombres	382
Abril 2007	44	Teruel	3	Construcción	Mujeres	57
Abril 2007	44	Teruel	4	Servicios	Hombres	516
Abril 2007	44	Teruel	4	Servicios	Mujeres	1743
Abril 2007	44	Teruel		Sin empleo anterior	Hombres	102
Abril 2007	44	Teruel		Sin empleo anterior	Mujeres	204
Abril 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	328
Abril 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	215
Abril 2007	50	Zaragoza	2	Industria y energía	Hombres	2102
Abril 2007	50	Zaragoza	2	Industria y energía	Mujeres	2948
Abril 2007	50	Zaragoza	3	Construcción	Hombres	1984
Abril 2007	50	Zaragoza	3	Construcción	Mujeres	284
Abril 2007	50	Zaragoza	4	Servicios	Hombres	5121
Abril 2007	50	Zaragoza	4	Servicios	Mujeres	11837
Abril 2007	50	Zaragoza		Sin empleo anterior	Hombres	508
Abril 2007	50	Zaragoza		Sin empleo anterior	Mujeres	1392
Marzo 2007	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	172
Marzo 2007	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	75
Marzo 2007	22	Huesca	2	Industria y energía	Hombres	364
Marzo 2007	22	Huesca	2	Industria y energía	Mujeres	386
Marzo 2007	22	Huesca	3	Construcción	Hombres	644
Marzo 2007	22	Huesca	3	Construcción	Mujeres	120
Marzo 2007	22	Huesca	4	Servicios	Hombres	833
Marzo 2007	22	Huesca	4	Servicios	Mujeres	2355
Marzo 2007	22	Huesca		Sin empleo anterior	Hombres	126
Marzo 2007	22	Huesca		Sin empleo anterior	Mujeres	263
Marzo 2007	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	80
Marzo 2007	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	79
Marzo 2007	44	Teruel	2	Industria y energía	Hombres	376
Marzo 2007	44	Teruel	2	Industria y energía	Mujeres	357
Marzo 2007	44	Teruel	3	Construcción	Hombres	404
Marzo 2007	44	Teruel	3	Construcción	Mujeres	64
Marzo 2007	44	Teruel	4	Servicios	Hombres	523
Marzo 2007	44	Teruel	4	Servicios	Mujeres	1785
Marzo 2007	44	Teruel		Sin empleo anterior	Hombres	85
Marzo 2007	44	Teruel		Sin empleo anterior	Mujeres	207
Marzo 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	345
Marzo 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	228
Marzo 2007	50	Zaragoza	2	Industria y energía	Hombres	2066
Marzo 2007	50	Zaragoza	2	Industria y energía	Mujeres	2871
Marzo 2007	50	Zaragoza	3	Construcción	Hombres	1988
Marzo 2007	50	Zaragoza	3	Construcción	Mujeres	295
Marzo 2007	50	Zaragoza	4	Servicios	Hombres	5190
Marzo 2007	50	Zaragoza	4	Servicios	Mujeres	12084
Marzo 2007	50	Zaragoza		Sin empleo anterior	Hombres	516
Marzo 2007	50	Zaragoza		Sin empleo anterior	Mujeres	1394
Febrero 2007	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	174
Febrero 2007	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	88
Febrero 2007	22	Huesca	2	Industria y energía	Hombres	383
Febrero 2007	22	Huesca	2	Industria y energía	Mujeres	389
Febrero 2007	22	Huesca	3	Construcción	Hombres	697
Febrero 2007	22	Huesca	3	Construcción	Mujeres	116
Febrero 2007	22	Huesca	4	Servicios	Hombres	830
Febrero 2007	22	Huesca	4	Servicios	Mujeres	2362
Febrero 2007	22	Huesca		Sin empleo anterior	Hombres	114
Febrero 2007	22	Huesca		Sin empleo anterior	Mujeres	226
Febrero 2007	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	81
Febrero 2007	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	83
Febrero 2007	44	Teruel	2	Industria y energía	Hombres	388
Febrero 2007	44	Teruel	2	Industria y energía	Mujeres	337
Febrero 2007	44	Teruel	3	Construcción	Hombres	422
Febrero 2007	44	Teruel	3	Construcción	Mujeres	63
Febrero 2007	44	Teruel	4	Servicios	Hombres	549
Febrero 2007	44	Teruel	4	Servicios	Mujeres	1849
Febrero 2007	44	Teruel		Sin empleo anterior	Hombres	67
Febrero 2007	44	Teruel		Sin empleo anterior	Mujeres	181
Febrero 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	338
Febrero 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	238
Febrero 2007	50	Zaragoza	2	Industria y energía	Hombres	2073
Febrero 2007	50	Zaragoza	2	Industria y energía	Mujeres	2840
Febrero 2007	50	Zaragoza	3	Construcción	Hombres	2066
Febrero 2007	50	Zaragoza	3	Construcción	Mujeres	294
Febrero 2007	50	Zaragoza	4	Servicios	Hombres	5322
Febrero 2007	50	Zaragoza	4	Servicios	Mujeres	11987
Febrero 2007	50	Zaragoza		Sin empleo anterior	Hombres	490
Febrero 2007	50	Zaragoza		Sin empleo anterior	Mujeres	1342
Enero 2007	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	184
Enero 2007	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	95
Enero 2007	22	Huesca	2	Industria y energía	Hombres	405
Enero 2007	22	Huesca	2	Industria y energía	Mujeres	404
Enero 2007	22	Huesca	3	Construcción	Hombres	769
Enero 2007	22	Huesca	3	Construcción	Mujeres	136
Enero 2007	22	Huesca	4	Servicios	Hombres	914
Enero 2007	22	Huesca	4	Servicios	Mujeres	2411
Enero 2007	22	Huesca		Sin empleo anterior	Hombres	118
Enero 2007	22	Huesca		Sin empleo anterior	Mujeres	261
Enero 2007	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	81
Enero 2007	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	75
Enero 2007	44	Teruel	2	Industria y energía	Hombres	433
Enero 2007	44	Teruel	2	Industria y energía	Mujeres	333
Enero 2007	44	Teruel	3	Construcción	Hombres	463
Enero 2007	44	Teruel	3	Construcción	Mujeres	57
Enero 2007	44	Teruel	4	Servicios	Hombres	551
Enero 2007	44	Teruel	4	Servicios	Mujeres	1802
Enero 2007	44	Teruel		Sin empleo anterior	Hombres	59
Enero 2007	44	Teruel		Sin empleo anterior	Mujeres	190
Enero 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	344
Enero 2007	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	232
Enero 2007	50	Zaragoza	2	Industria y energía	Hombres	2127
Enero 2007	50	Zaragoza	2	Industria y energía	Mujeres	2860
Enero 2007	50	Zaragoza	3	Construcción	Hombres	2183
Enero 2007	50	Zaragoza	3	Construcción	Mujeres	309
Enero 2007	50	Zaragoza	4	Servicios	Hombres	5511
Enero 2007	50	Zaragoza	4	Servicios	Mujeres	12190
Enero 2007	50	Zaragoza		Sin empleo anterior	Hombres	507
Enero 2007	50	Zaragoza		Sin empleo anterior	Mujeres	1361
Diciembre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	194
Diciembre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	85
Diciembre 2006	22	Huesca	2	Industria y energía	Hombres	402
Diciembre 2006	22	Huesca	2	Industria y energía	Mujeres	389
Diciembre 2006	22	Huesca	3	Construcción	Hombres	760
Diciembre 2006	22	Huesca	3	Construcción	Mujeres	133
Diciembre 2006	22	Huesca	4	Servicios	Hombres	901
Diciembre 2006	22	Huesca	4	Servicios	Mujeres	2267
Diciembre 2006	22	Huesca		Sin empleo anterior	Hombres	117
Diciembre 2006	22	Huesca		Sin empleo anterior	Mujeres	235
Diciembre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	87
Diciembre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	74
Diciembre 2006	44	Teruel	2	Industria y energía	Hombres	414
Diciembre 2006	44	Teruel	2	Industria y energía	Mujeres	327
Diciembre 2006	44	Teruel	3	Construcción	Hombres	467
Diciembre 2006	44	Teruel	3	Construcción	Mujeres	59
Diciembre 2006	44	Teruel	4	Servicios	Hombres	521
Diciembre 2006	44	Teruel	4	Servicios	Mujeres	1660
Diciembre 2006	44	Teruel		Sin empleo anterior	Hombres	58
Diciembre 2006	44	Teruel		Sin empleo anterior	Mujeres	190
Diciembre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	349
Diciembre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	230
Diciembre 2006	50	Zaragoza	2	Industria y energía	Hombres	2123
Diciembre 2006	50	Zaragoza	2	Industria y energía	Mujeres	2862
Diciembre 2006	50	Zaragoza	3	Construcción	Hombres	2364
Diciembre 2006	50	Zaragoza	3	Construcción	Mujeres	312
Diciembre 2006	50	Zaragoza	4	Servicios	Hombres	5458
Diciembre 2006	50	Zaragoza	4	Servicios	Mujeres	11592
Diciembre 2006	50	Zaragoza		Sin empleo anterior	Hombres	510
Diciembre 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1367
Noviembre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	202
Noviembre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	92
Noviembre 2006	22	Huesca	2	Industria y energía	Hombres	349
Noviembre 2006	22	Huesca	2	Industria y energía	Mujeres	399
Noviembre 2006	22	Huesca	3	Construcción	Hombres	580
Noviembre 2006	22	Huesca	3	Construcción	Mujeres	128
Noviembre 2006	22	Huesca	4	Servicios	Hombres	860
Noviembre 2006	22	Huesca	4	Servicios	Mujeres	2393
Noviembre 2006	22	Huesca		Sin empleo anterior	Hombres	111
Noviembre 2006	22	Huesca		Sin empleo anterior	Mujeres	278
Noviembre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	89
Noviembre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	78
Noviembre 2006	44	Teruel	2	Industria y energía	Hombres	386
Noviembre 2006	44	Teruel	2	Industria y energía	Mujeres	343
Noviembre 2006	44	Teruel	3	Construcción	Hombres	406
Noviembre 2006	44	Teruel	3	Construcción	Mujeres	64
Noviembre 2006	44	Teruel	4	Servicios	Hombres	498
Noviembre 2006	44	Teruel	4	Servicios	Mujeres	1705
Noviembre 2006	44	Teruel		Sin empleo anterior	Hombres	70
Noviembre 2006	44	Teruel		Sin empleo anterior	Mujeres	221
Noviembre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	369
Noviembre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	233
Noviembre 2006	50	Zaragoza	2	Industria y energía	Hombres	2070
Noviembre 2006	50	Zaragoza	2	Industria y energía	Mujeres	2946
Noviembre 2006	50	Zaragoza	3	Construcción	Hombres	2006
Noviembre 2006	50	Zaragoza	3	Construcción	Mujeres	302
Noviembre 2006	50	Zaragoza	4	Servicios	Hombres	5296
Noviembre 2006	50	Zaragoza	4	Servicios	Mujeres	11831
Noviembre 2006	50	Zaragoza		Sin empleo anterior	Hombres	526
Noviembre 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1454
Octubre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	238
Octubre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	91
Octubre 2006	22	Huesca	2	Industria y energía	Hombres	327
Octubre 2006	22	Huesca	2	Industria y energía	Mujeres	379
Octubre 2006	22	Huesca	3	Construcción	Hombres	538
Octubre 2006	22	Huesca	3	Construcción	Mujeres	117
Octubre 2006	22	Huesca	4	Servicios	Hombres	870
Octubre 2006	22	Huesca	4	Servicios	Mujeres	2400
Octubre 2006	22	Huesca		Sin empleo anterior	Hombres	94
Octubre 2006	22	Huesca		Sin empleo anterior	Mujeres	262
Octubre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	89
Octubre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	72
Octubre 2006	44	Teruel	2	Industria y energía	Hombres	409
Octubre 2006	44	Teruel	2	Industria y energía	Mujeres	309
Octubre 2006	44	Teruel	3	Construcción	Hombres	385
Octubre 2006	44	Teruel	3	Construcción	Mujeres	67
Octubre 2006	44	Teruel	4	Servicios	Hombres	469
Octubre 2006	44	Teruel	4	Servicios	Mujeres	1699
Octubre 2006	44	Teruel		Sin empleo anterior	Hombres	62
Octubre 2006	44	Teruel		Sin empleo anterior	Mujeres	213
Octubre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	387
Octubre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	218
Octubre 2006	50	Zaragoza	2	Industria y energía	Hombres	2118
Octubre 2006	50	Zaragoza	2	Industria y energía	Mujeres	2959
Octubre 2006	50	Zaragoza	3	Construcción	Hombres	1975
Octubre 2006	50	Zaragoza	3	Construcción	Mujeres	298
Octubre 2006	50	Zaragoza	4	Servicios	Hombres	5222
Octubre 2006	50	Zaragoza	4	Servicios	Mujeres	11740
Octubre 2006	50	Zaragoza		Sin empleo anterior	Hombres	546
Octubre 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1399
Septiembre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	213
Septiembre 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	82
Septiembre 2006	22	Huesca	2	Industria y energía	Hombres	345
Septiembre 2006	22	Huesca	2	Industria y energía	Mujeres	438
Septiembre 2006	22	Huesca	3	Construcción	Hombres	512
Septiembre 2006	22	Huesca	3	Construcción	Mujeres	105
Septiembre 2006	22	Huesca	4	Servicios	Hombres	825
Septiembre 2006	22	Huesca	4	Servicios	Mujeres	2255
Septiembre 2006	22	Huesca		Sin empleo anterior	Hombres	98
Septiembre 2006	22	Huesca		Sin empleo anterior	Mujeres	251
Septiembre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	63
Septiembre 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	61
Septiembre 2006	44	Teruel	2	Industria y energía	Hombres	404
Septiembre 2006	44	Teruel	2	Industria y energía	Mujeres	326
Septiembre 2006	44	Teruel	3	Construcción	Hombres	379
Septiembre 2006	44	Teruel	3	Construcción	Mujeres	63
Septiembre 2006	44	Teruel	4	Servicios	Hombres	485
Septiembre 2006	44	Teruel	4	Servicios	Mujeres	1571
Septiembre 2006	44	Teruel		Sin empleo anterior	Hombres	71
Septiembre 2006	44	Teruel		Sin empleo anterior	Mujeres	220
Septiembre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	333
Septiembre 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	214
Septiembre 2006	50	Zaragoza	2	Industria y energía	Hombres	2141
Septiembre 2006	50	Zaragoza	2	Industria y energía	Mujeres	2881
Septiembre 2006	50	Zaragoza	3	Construcción	Hombres	2055
Septiembre 2006	50	Zaragoza	3	Construcción	Mujeres	301
Septiembre 2006	50	Zaragoza	4	Servicios	Hombres	5035
Septiembre 2006	50	Zaragoza	4	Servicios	Mujeres	11422
Septiembre 2006	50	Zaragoza		Sin empleo anterior	Hombres	558
Septiembre 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1361
Agosto 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	153
Agosto 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	67
Agosto 2006	22	Huesca	2	Industria y energía	Hombres	337
Agosto 2006	22	Huesca	2	Industria y energía	Mujeres	401
Agosto 2006	22	Huesca	3	Construcción	Hombres	533
Agosto 2006	22	Huesca	3	Construcción	Mujeres	94
Agosto 2006	22	Huesca	4	Servicios	Hombres	751
Agosto 2006	22	Huesca	4	Servicios	Mujeres	2125
Agosto 2006	22	Huesca		Sin empleo anterior	Hombres	97
Agosto 2006	22	Huesca		Sin empleo anterior	Mujeres	221
Agosto 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	64
Agosto 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	54
Agosto 2006	44	Teruel	2	Industria y energía	Hombres	416
Agosto 2006	44	Teruel	2	Industria y energía	Mujeres	328
Agosto 2006	44	Teruel	3	Construcción	Hombres	385
Agosto 2006	44	Teruel	3	Construcción	Mujeres	66
Agosto 2006	44	Teruel	4	Servicios	Hombres	443
Agosto 2006	44	Teruel	4	Servicios	Mujeres	1419
Agosto 2006	44	Teruel		Sin empleo anterior	Hombres	76
Agosto 2006	44	Teruel		Sin empleo anterior	Mujeres	185
Agosto 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	315
Agosto 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	190
Agosto 2006	50	Zaragoza	2	Industria y energía	Hombres	2196
Agosto 2006	50	Zaragoza	2	Industria y energía	Mujeres	2937
Agosto 2006	50	Zaragoza	3	Construcción	Hombres	2158
Agosto 2006	50	Zaragoza	3	Construcción	Mujeres	295
Agosto 2006	50	Zaragoza	4	Servicios	Hombres	5078
Agosto 2006	50	Zaragoza	4	Servicios	Mujeres	11691
Agosto 2006	50	Zaragoza		Sin empleo anterior	Hombres	559
Agosto 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1278
Julio 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	140
Julio 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	64
Julio 2006	22	Huesca	2	Industria y energía	Hombres	319
Julio 2006	22	Huesca	2	Industria y energía	Mujeres	364
Julio 2006	22	Huesca	3	Construcción	Hombres	493
Julio 2006	22	Huesca	3	Construcción	Mujeres	89
Julio 2006	22	Huesca	4	Servicios	Hombres	723
Julio 2006	22	Huesca	4	Servicios	Mujeres	2100
Julio 2006	22	Huesca		Sin empleo anterior	Hombres	106
Julio 2006	22	Huesca		Sin empleo anterior	Mujeres	223
Julio 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	63
Julio 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	57
Julio 2006	44	Teruel	2	Industria y energía	Hombres	400
Julio 2006	44	Teruel	2	Industria y energía	Mujeres	308
Julio 2006	44	Teruel	3	Construcción	Hombres	357
Julio 2006	44	Teruel	3	Construcción	Mujeres	61
Julio 2006	44	Teruel	4	Servicios	Hombres	416
Julio 2006	44	Teruel	4	Servicios	Mujeres	1377
Julio 2006	44	Teruel		Sin empleo anterior	Hombres	85
Julio 2006	44	Teruel		Sin empleo anterior	Mujeres	194
Julio 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	333
Julio 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	215
Julio 2006	50	Zaragoza	2	Industria y energía	Hombres	2101
Julio 2006	50	Zaragoza	2	Industria y energía	Mujeres	2927
Julio 2006	50	Zaragoza	3	Construcción	Hombres	2027
Julio 2006	50	Zaragoza	3	Construcción	Mujeres	275
Julio 2006	50	Zaragoza	4	Servicios	Hombres	4868
Julio 2006	50	Zaragoza	4	Servicios	Mujeres	11496
Julio 2006	50	Zaragoza		Sin empleo anterior	Hombres	563
Julio 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1289
Junio 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	138
Junio 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	66
Junio 2006	22	Huesca	2	Industria y energía	Hombres	330
Junio 2006	22	Huesca	2	Industria y energía	Mujeres	373
Junio 2006	22	Huesca	3	Construcción	Hombres	495
Junio 2006	22	Huesca	3	Construcción	Mujeres	101
Junio 2006	22	Huesca	4	Servicios	Hombres	754
Junio 2006	22	Huesca	4	Servicios	Mujeres	2268
Junio 2006	22	Huesca		Sin empleo anterior	Hombres	125
Junio 2006	22	Huesca		Sin empleo anterior	Mujeres	274
Junio 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	58
Junio 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	62
Junio 2006	44	Teruel	2	Industria y energía	Hombres	396
Junio 2006	44	Teruel	2	Industria y energía	Mujeres	323
Junio 2006	44	Teruel	3	Construcción	Hombres	336
Junio 2006	44	Teruel	3	Construcción	Mujeres	58
Junio 2006	44	Teruel	4	Servicios	Hombres	439
Junio 2006	44	Teruel	4	Servicios	Mujeres	1501
Junio 2006	44	Teruel		Sin empleo anterior	Hombres	90
Junio 2006	44	Teruel		Sin empleo anterior	Mujeres	211
Junio 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	316
Junio 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	216
Junio 2006	50	Zaragoza	2	Industria y energía	Hombres	2042
Junio 2006	50	Zaragoza	2	Industria y energía	Mujeres	2884
Junio 2006	50	Zaragoza	3	Construcción	Hombres	1943
Junio 2006	50	Zaragoza	3	Construcción	Mujeres	279
Junio 2006	50	Zaragoza	4	Servicios	Hombres	4823
Junio 2006	50	Zaragoza	4	Servicios	Mujeres	11525
Junio 2006	50	Zaragoza		Sin empleo anterior	Hombres	630
Junio 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1357
Mayo 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	127
Mayo 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	84
Mayo 2006	22	Huesca	2	Industria y energía	Hombres	331
Mayo 2006	22	Huesca	2	Industria y energía	Mujeres	412
Mayo 2006	22	Huesca	3	Construcción	Hombres	524
Mayo 2006	22	Huesca	3	Construcción	Mujeres	113
Mayo 2006	22	Huesca	4	Servicios	Hombres	859
Mayo 2006	22	Huesca	4	Servicios	Mujeres	2476
Mayo 2006	22	Huesca		Sin empleo anterior	Hombres	132
Mayo 2006	22	Huesca		Sin empleo anterior	Mujeres	274
Mayo 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	69
Mayo 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	70
Mayo 2006	44	Teruel	2	Industria y energía	Hombres	423
Mayo 2006	44	Teruel	2	Industria y energía	Mujeres	370
Mayo 2006	44	Teruel	3	Construcción	Hombres	363
Mayo 2006	44	Teruel	3	Construcción	Mujeres	70
Mayo 2006	44	Teruel	4	Servicios	Hombres	542
Mayo 2006	44	Teruel	4	Servicios	Mujeres	1692
Mayo 2006	44	Teruel		Sin empleo anterior	Hombres	77
Mayo 2006	44	Teruel		Sin empleo anterior	Mujeres	219
Mayo 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	309
Mayo 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	214
Mayo 2006	50	Zaragoza	2	Industria y energía	Hombres	2279
Mayo 2006	50	Zaragoza	2	Industria y energía	Mujeres	3189
Mayo 2006	50	Zaragoza	3	Construcción	Hombres	2032
Mayo 2006	50	Zaragoza	3	Construcción	Mujeres	345
Mayo 2006	50	Zaragoza	4	Servicios	Hombres	5575
Mayo 2006	50	Zaragoza	4	Servicios	Mujeres	12509
Mayo 2006	50	Zaragoza		Sin empleo anterior	Hombres	576
Mayo 2006	50	Zaragoza		Sin empleo anterior	Mujeres	1436
Abril 2006	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	169
Abril 2006	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	78
Abril 2006	22	Huesca	2	Industria y energía	Hombres	336
Abril 2006	22	Huesca	2	Industria y energía	Mujeres	464
Abril 2006	22	Huesca	3	Construcción	Hombres	596
Abril 2006	22	Huesca	3	Construcción	Mujeres	120
Abril 2006	22	Huesca	4	Servicios	Hombres	890
Abril 2006	22	Huesca	4	Servicios	Mujeres	2513
Abril 2006	22	Huesca		Sin empleo anterior	Hombres	132
Abril 2006	22	Huesca		Sin empleo anterior	Mujeres	263
Abril 2006	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	95
Abril 2006	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	81
Abril 2006	44	Teruel	2	Industria y energía	Hombres	435
Abril 2006	44	Teruel	2	Industria y energía	Mujeres	357
Abril 2006	44	Teruel	3	Construcción	Hombres	396
Abril 2006	44	Teruel	3	Construcción	Mujeres	60
Abril 2006	44	Teruel	4	Servicios	Hombres	554
Abril 2006	44	Teruel	4	Servicios	Mujeres	1755
Abril 2006	44	Teruel		Sin empleo anterior	Hombres	68
Abril 2006	44	Teruel		Sin empleo anterior	Mujeres	212
Abril 2006	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	433
