Año	Residencia comarca código	Residencia comarca nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Sexo	Extranjeros
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	216	Gambia	Mujeres	14
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	217	Ghana	Hombres	35
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	217	Ghana	Mujeres	26
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	218	Guinea	Hombres	40
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	218	Guinea	Mujeres	26
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	219	Guinea Bissau	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	220	Guinea Ecuatorial	Hombres	4
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	220	Guinea Ecuatorial	Mujeres	7
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	221	Kenia	Hombres	2
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	221	Kenia	Mujeres	8
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	223	Liberia	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	227	Mali	Hombres	29
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	227	Mali	Mujeres	7
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	233	Níger	Hombres	8
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	233	Níger	Mujeres	1
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	234	Nigeria	Hombres	38
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	234	Nigeria	Mujeres	20
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	236	Sudáfrica	Mujeres	1
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	239	Senegal	Hombres	133
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	239	Senegal	Mujeres	31
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	247	Togo	Hombres	3
2018	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	247	Togo	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	05	América del Norte	301	Canadá	Hombres	4
2018	06	Hoya de Huesca / Plana de Uesca	05	América del Norte	301	Canadá	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	05	América del Norte	302	Estados Unidos de América	Hombres	12
2018	06	Hoya de Huesca / Plana de Uesca	05	América del Norte	302	Estados Unidos de América	Mujeres	16
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	303	México	Hombres	4
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	303	México	Mujeres	6
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	314	Costa Rica	Hombres	2
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	314	Costa Rica	Mujeres	4
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	315	Cuba	Hombres	11
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	315	Cuba	Mujeres	19
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	316	Dominica	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	317	El Salvador	Hombres	12
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	317	El Salvador	Mujeres	21
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	319	Guatemala	Mujeres	3
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	321	Honduras	Hombres	21
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	321	Honduras	Mujeres	81
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	323	Nicaragua	Hombres	35
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	323	Nicaragua	Mujeres	161
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	326	República Dominicana	Hombres	77
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	326	República Dominicana	Mujeres	106
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	340	Argentina	Hombres	21
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	340	Argentina	Mujeres	17
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	341	Bolivia	Hombres	6
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	341	Bolivia	Mujeres	11
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	342	Brasil	Hombres	28
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	342	Brasil	Mujeres	68
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	343	Colombia	Hombres	60
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	343	Colombia	Mujeres	74
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	344	Chile	Hombres	15
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	344	Chile	Mujeres	12
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	345	Ecuador	Hombres	52
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	345	Ecuador	Mujeres	43
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	347	Paraguay	Hombres	13
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	347	Paraguay	Mujeres	13
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	348	Perú	Hombres	5
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	348	Perú	Mujeres	10
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	350	Uruguay	Hombres	4
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	350	Uruguay	Mujeres	6
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	351	Venezuela	Hombres	40
2018	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	351	Venezuela	Mujeres	38
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	407	China	Hombres	103
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	407	China	Mujeres	110
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	409	Filipinas	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	410	India	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	410	India	Mujeres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	413	Irán	Mujeres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	414	Israel	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	415	Japón	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	415	Japón	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	420	Líbano	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	421	Malasia	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	423	Mongolia	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	426	Pakistán	Hombres	29
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	426	Pakistán	Mujeres	7
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	430	República de Corea	Mujeres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	433	Siria	Hombres	17
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	433	Siria	Mujeres	25
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	437	Vietnam	Mujeres	1
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	442	Azerbaiyan	Hombres	2
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	442	Azerbaiyan	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	499	Países sin relaciones diplomáticas	Hombres	3
2018	06	Hoya de Huesca / Plana de Uesca	07	Asia	499	Países sin relaciones diplomáticas	Mujeres	2
2018	06	Hoya de Huesca / Plana de Uesca	08	Oceanía	501	Australia	Hombres	1
2018	06	Hoya de Huesca / Plana de Uesca	08	Oceanía	501	Australia	Mujeres	4
2018	06	Hoya de Huesca / Plana de Uesca	09	Apátridas y no consta	555	Apátridas	Hombres	2
2018	07	Somontano de Barbastro	01	UE-28	102	Austria	Mujeres	1
2018	07	Somontano de Barbastro	01	UE-28	103	Bélgica	Hombres	4
2018	07	Somontano de Barbastro	01	UE-28	103	Bélgica	Mujeres	6
2018	07	Somontano de Barbastro	01	UE-28	104	Bulgaria	Hombres	63
2018	07	Somontano de Barbastro	01	UE-28	104	Bulgaria	Mujeres	72
2018	07	Somontano de Barbastro	01	UE-28	107	Dinamarca	Hombres	2
2018	07	Somontano de Barbastro	01	UE-28	107	Dinamarca	Mujeres	2
2018	07	Somontano de Barbastro	01	UE-28	109	Finlandia	Hombres	1
2018	07	Somontano de Barbastro	01	UE-28	110	Francia	Hombres	27
2018	07	Somontano de Barbastro	01	UE-28	110	Francia	Mujeres	31
2018	07	Somontano de Barbastro	01	UE-28	112	Hungría	Hombres	1
2018	07	Somontano de Barbastro	01	UE-28	112	Hungría	Mujeres	1
2018	07	Somontano de Barbastro	01	UE-28	113	Irlanda	Hombres	1
2018	07	Somontano de Barbastro	01	UE-28	115	Italia	Hombres	8
2018	07	Somontano de Barbastro	01	UE-28	115	Italia	Mujeres	16
2018	07	Somontano de Barbastro	01	UE-28	121	Países Bajos	Hombres	6
2018	07	Somontano de Barbastro	01	UE-28	121	Países Bajos	Mujeres	5
2018	07	Somontano de Barbastro	01	UE-28	122	Polonia	Hombres	19
2018	07	Somontano de Barbastro	01	UE-28	122	Polonia	Mujeres	13
2018	07	Somontano de Barbastro	01	UE-28	123	Portugal	Hombres	9
2018	07	Somontano de Barbastro	01	UE-28	123	Portugal	Mujeres	4
2018	07	Somontano de Barbastro	01	UE-28	125	Reino Unido	Hombres	7
2018	07	Somontano de Barbastro	01	UE-28	125	Reino Unido	Mujeres	1
2018	07	Somontano de Barbastro	01	UE-28	126	Alemania	Hombres	12
2018	07	Somontano de Barbastro	01	UE-28	126	Alemania	Mujeres	13
2018	07	Somontano de Barbastro	01	UE-28	128	Rumanía	Hombres	179
2018	07	Somontano de Barbastro	01	UE-28	128	Rumanía	Mujeres	216
2018	07	Somontano de Barbastro	01	UE-28	131	Suecia	Mujeres	1
2018	07	Somontano de Barbastro	01	UE-28	141	Estonia	Hombres	1
2018	07	Somontano de Barbastro	01	UE-28	142	Lituania	Hombres	1
2018	07	Somontano de Barbastro	01	UE-28	142	Lituania	Mujeres	5
2018	07	Somontano de Barbastro	01	UE-28	143	República Checa	Mujeres	1
2018	07	Somontano de Barbastro	01	UE-28	144	Eslovaquia	Hombres	2
2018	07	Somontano de Barbastro	01	UE-28	147	Eslovenia	Hombres	1
2018	07	Somontano de Barbastro	02	Resto de Europa	120	Noruega	Hombres	1
2018	07	Somontano de Barbastro	02	Resto de Europa	132	Suiza	Hombres	2
2018	07	Somontano de Barbastro	02	Resto de Europa	132	Suiza	Mujeres	4
2018	07	Somontano de Barbastro	02	Resto de Europa	135	Ucrania	Hombres	8
2018	07	Somontano de Barbastro	02	Resto de Europa	135	Ucrania	Mujeres	17
2018	07	Somontano de Barbastro	02	Resto de Europa	139	Georgia	Hombres	1
2018	07	Somontano de Barbastro	02	Resto de Europa	154	Rusia	Hombres	1
2018	07	Somontano de Barbastro	02	Resto de Europa	154	Rusia	Mujeres	5
2018	07	Somontano de Barbastro	02	Resto de Europa	157	Serbia	Hombres	7
2018	07	Somontano de Barbastro	02	Resto de Europa	157	Serbia	Mujeres	3
2018	07	Somontano de Barbastro	03	Magreb	203	Argelia	Hombres	8
2018	07	Somontano de Barbastro	03	Magreb	203	Argelia	Mujeres	9
2018	07	Somontano de Barbastro	03	Magreb	228	Marruecos	Hombres	240
2018	07	Somontano de Barbastro	03	Magreb	228	Marruecos	Mujeres	220
2018	07	Somontano de Barbastro	03	Magreb	230	Mauritania	Hombres	1
2018	07	Somontano de Barbastro	03	Magreb	230	Mauritania	Mujeres	1
2018	07	Somontano de Barbastro	03	Magreb	248	Túnez	Hombres	1
2018	07	Somontano de Barbastro	04	Resto de África	207	Cabo Verde	Hombres	6
2018	07	Somontano de Barbastro	04	Resto de África	207	Cabo Verde	Mujeres	4
2018	07	Somontano de Barbastro	04	Resto de África	211	Costa de Marfil	Hombres	8
2018	07	Somontano de Barbastro	04	Resto de África	211	Costa de Marfil	Mujeres	5
2018	07	Somontano de Barbastro	04	Resto de África	216	Gambia	Hombres	61
2018	07	Somontano de Barbastro	04	Resto de África	216	Gambia	Mujeres	11
2018	07	Somontano de Barbastro	04	Resto de África	217	Ghana	Hombres	7
2018	07	Somontano de Barbastro	04	Resto de África	217	Ghana	Mujeres	5
2018	07	Somontano de Barbastro	04	Resto de África	218	Guinea	Mujeres	1
2018	07	Somontano de Barbastro	04	Resto de África	220	Guinea Ecuatorial	Mujeres	2
2018	07	Somontano de Barbastro	04	Resto de África	221	Kenia	Hombres	3
2018	07	Somontano de Barbastro	04	Resto de África	221	Kenia	Mujeres	12
2018	07	Somontano de Barbastro	04	Resto de África	227	Mali	Hombres	126
2018	07	Somontano de Barbastro	04	Resto de África	227	Mali	Mujeres	25
2018	07	Somontano de Barbastro	04	Resto de África	237	Ruanda	Mujeres	1
2018	07	Somontano de Barbastro	04	Resto de África	239	Senegal	Hombres	9
2018	07	Somontano de Barbastro	04	Resto de África	239	Senegal	Mujeres	1
2018	07	Somontano de Barbastro	04	Resto de África	241	Sierra Leona	Hombres	1
2018	07	Somontano de Barbastro	05	América del Norte	302	Estados Unidos de América	Hombres	2
2018	07	Somontano de Barbastro	05	América del Norte	302	Estados Unidos de América	Mujeres	6
2018	07	Somontano de Barbastro	06	Resto de América	303	México	Hombres	5
2018	07	Somontano de Barbastro	06	Resto de América	303	México	Mujeres	1
2018	07	Somontano de Barbastro	06	Resto de América	314	Costa Rica	Hombres	1
2018	07	Somontano de Barbastro	06	Resto de América	315	Cuba	Hombres	2
2018	07	Somontano de Barbastro	06	Resto de América	315	Cuba	Mujeres	8
2018	07	Somontano de Barbastro	06	Resto de América	317	El Salvador	Mujeres	4
2018	07	Somontano de Barbastro	06	Resto de América	319	Guatemala	Hombres	4
2018	07	Somontano de Barbastro	06	Resto de América	319	Guatemala	Mujeres	1
2018	07	Somontano de Barbastro	06	Resto de América	321	Honduras	Hombres	7
2018	07	Somontano de Barbastro	06	Resto de América	321	Honduras	Mujeres	30
2018	07	Somontano de Barbastro	06	Resto de América	323	Nicaragua	Hombres	8
2018	07	Somontano de Barbastro	06	Resto de América	323	Nicaragua	Mujeres	65
2018	07	Somontano de Barbastro	06	Resto de América	324	Panamá	Mujeres	1
2018	07	Somontano de Barbastro	06	Resto de América	326	República Dominicana	Hombres	20
2018	07	Somontano de Barbastro	06	Resto de América	326	República Dominicana	Mujeres	27
2018	07	Somontano de Barbastro	06	Resto de América	340	Argentina	Hombres	14
2018	07	Somontano de Barbastro	06	Resto de América	340	Argentina	Mujeres	12
2018	07	Somontano de Barbastro	06	Resto de América	341	Bolivia	Hombres	9
2018	07	Somontano de Barbastro	06	Resto de América	341	Bolivia	Mujeres	26
2018	07	Somontano de Barbastro	06	Resto de América	342	Brasil	Hombres	4
2018	07	Somontano de Barbastro	06	Resto de América	342	Brasil	Mujeres	15
2018	07	Somontano de Barbastro	06	Resto de América	343	Colombia	Hombres	10
2018	07	Somontano de Barbastro	06	Resto de América	343	Colombia	Mujeres	25
2018	07	Somontano de Barbastro	06	Resto de América	344	Chile	Hombres	3
2018	07	Somontano de Barbastro	06	Resto de América	344	Chile	Mujeres	3
2018	07	Somontano de Barbastro	06	Resto de América	345	Ecuador	Hombres	18
2018	07	Somontano de Barbastro	06	Resto de América	345	Ecuador	Mujeres	19
2018	07	Somontano de Barbastro	06	Resto de América	347	Paraguay	Mujeres	4
2018	07	Somontano de Barbastro	06	Resto de América	348	Perú	Hombres	8
2018	07	Somontano de Barbastro	06	Resto de América	348	Perú	Mujeres	9
2018	07	Somontano de Barbastro	06	Resto de América	350	Uruguay	Hombres	4
2018	07	Somontano de Barbastro	06	Resto de América	350	Uruguay	Mujeres	4
2018	07	Somontano de Barbastro	06	Resto de América	351	Venezuela	Hombres	10
2018	07	Somontano de Barbastro	06	Resto de América	351	Venezuela	Mujeres	14
2018	07	Somontano de Barbastro	07	Asia	407	China	Hombres	21
2018	07	Somontano de Barbastro	07	Asia	407	China	Mujeres	26
2018	07	Somontano de Barbastro	07	Asia	409	Filipinas	Hombres	2
2018	07	Somontano de Barbastro	07	Asia	410	India	Hombres	1
2018	07	Somontano de Barbastro	07	Asia	426	Pakistán	Hombres	6
2018	07	Somontano de Barbastro	07	Asia	426	Pakistán	Mujeres	4
2018	07	Somontano de Barbastro	08	Oceanía	501	Australia	Hombres	1
2018	07	Somontano de Barbastro	08	Oceanía	501	Australia	Mujeres	1
2018	08	Cinca Medio	01	UE-28	102	Austria	Hombres	1
2018	08	Cinca Medio	01	UE-28	103	Bélgica	Hombres	1
2018	08	Cinca Medio	01	UE-28	103	Bélgica	Mujeres	1
2018	08	Cinca Medio	01	UE-28	104	Bulgaria	Hombres	25
2018	08	Cinca Medio	01	UE-28	104	Bulgaria	Mujeres	20
2018	08	Cinca Medio	01	UE-28	110	Francia	Hombres	5
2018	08	Cinca Medio	01	UE-28	110	Francia	Mujeres	9
2018	08	Cinca Medio	01	UE-28	113	Irlanda	Mujeres	1
2018	08	Cinca Medio	01	UE-28	115	Italia	Hombres	13
2018	08	Cinca Medio	01	UE-28	115	Italia	Mujeres	4
2018	08	Cinca Medio	01	UE-28	121	Países Bajos	Hombres	1
2018	08	Cinca Medio	01	UE-28	122	Polonia	Hombres	33
2018	08	Cinca Medio	01	UE-28	122	Polonia	Mujeres	43
2018	08	Cinca Medio	01	UE-28	123	Portugal	Hombres	36
2018	08	Cinca Medio	01	UE-28	123	Portugal	Mujeres	25
2018	08	Cinca Medio	01	UE-28	125	Reino Unido	Hombres	2
2018	08	Cinca Medio	01	UE-28	125	Reino Unido	Mujeres	2
2018	08	Cinca Medio	01	UE-28	126	Alemania	Hombres	2
2018	08	Cinca Medio	01	UE-28	126	Alemania	Mujeres	5
2018	08	Cinca Medio	01	UE-28	128	Rumanía	Hombres	579
2018	08	Cinca Medio	01	UE-28	128	Rumanía	Mujeres	553
2018	08	Cinca Medio	01	UE-28	131	Suecia	Hombres	1
2018	08	Cinca Medio	01	UE-28	136	Letonia	Hombres	1
2018	08	Cinca Medio	01	UE-28	136	Letonia	Mujeres	2
2018	08	Cinca Medio	01	UE-28	142	Lituania	Hombres	1
2018	08	Cinca Medio	01	UE-28	142	Lituania	Mujeres	1
2018	08	Cinca Medio	01	UE-28	143	República Checa	Hombres	1
2018	08	Cinca Medio	01	UE-28	144	Eslovaquia	Mujeres	1
2018	08	Cinca Medio	02	Resto de Europa	124	Andorra	Hombres	2
2018	08	Cinca Medio	02	Resto de Europa	135	Ucrania	Hombres	60
2018	08	Cinca Medio	02	Resto de Europa	135	Ucrania	Mujeres	66
2018	08	Cinca Medio	02	Resto de Europa	137	Moldova	Hombres	3
2018	08	Cinca Medio	02	Resto de Europa	137	Moldova	Mujeres	4
2018	08	Cinca Medio	02	Resto de Europa	138	Bielorrusia	Hombres	2
2018	08	Cinca Medio	02	Resto de Europa	138	Bielorrusia	Mujeres	1
2018	08	Cinca Medio	02	Resto de Europa	154	Rusia	Hombres	8
2018	08	Cinca Medio	02	Resto de Europa	154	Rusia	Mujeres	15
2018	08	Cinca Medio	02	Resto de Europa	157	Serbia	Mujeres	2
2018	08	Cinca Medio	03	Magreb	203	Argelia	Hombres	103
2018	08	Cinca Medio	03	Magreb	203	Argelia	Mujeres	87
2018	08	Cinca Medio	03	Magreb	228	Marruecos	Hombres	306
2018	08	Cinca Medio	03	Magreb	228	Marruecos	Mujeres	300
2018	08	Cinca Medio	04	Resto de África	202	Angola	Mujeres	1
2018	08	Cinca Medio	04	Resto de África	208	Camerún	Hombres	1
2018	08	Cinca Medio	04	Resto de África	211	Costa de Marfil	Hombres	3
2018	08	Cinca Medio	04	Resto de África	211	Costa de Marfil	Mujeres	5
2018	08	Cinca Medio	04	Resto de África	216	Gambia	Hombres	114
2018	08	Cinca Medio	04	Resto de África	216	Gambia	Mujeres	26
2018	08	Cinca Medio	04	Resto de África	218	Guinea	Hombres	50
2018	08	Cinca Medio	04	Resto de África	218	Guinea	Mujeres	18
2018	08	Cinca Medio	04	Resto de África	220	Guinea Ecuatorial	Mujeres	1
2018	08	Cinca Medio	04	Resto de África	221	Kenia	Mujeres	1
2018	08	Cinca Medio	04	Resto de África	227	Mali	Hombres	176
2018	08	Cinca Medio	04	Resto de África	227	Mali	Mujeres	39
2018	08	Cinca Medio	04	Resto de África	239	Senegal	Hombres	41
2018	08	Cinca Medio	04	Resto de África	239	Senegal	Mujeres	18
2018	08	Cinca Medio	05	América del Norte	302	Estados Unidos de América	Hombres	4
2018	08	Cinca Medio	05	América del Norte	302	Estados Unidos de América	Mujeres	2
2018	08	Cinca Medio	06	Resto de América	303	México	Hombres	3
2018	08	Cinca Medio	06	Resto de América	303	México	Mujeres	2
2018	08	Cinca Medio	06	Resto de América	315	Cuba	Hombres	7
2018	08	Cinca Medio	06	Resto de América	315	Cuba	Mujeres	7
2018	08	Cinca Medio	06	Resto de América	321	Honduras	Hombres	2
2018	08	Cinca Medio	06	Resto de América	321	Honduras	Mujeres	14
2018	08	Cinca Medio	06	Resto de América	323	Nicaragua	Hombres	5
2018	08	Cinca Medio	06	Resto de América	323	Nicaragua	Mujeres	27
2018	08	Cinca Medio	06	Resto de América	326	República Dominicana	Hombres	5
2018	08	Cinca Medio	06	Resto de América	326	República Dominicana	Mujeres	9
2018	08	Cinca Medio	06	Resto de América	340	Argentina	Hombres	4
2018	08	Cinca Medio	06	Resto de América	340	Argentina	Mujeres	2
2018	08	Cinca Medio	06	Resto de América	341	Bolivia	Hombres	2
2018	08	Cinca Medio	06	Resto de América	341	Bolivia	Mujeres	1
2018	08	Cinca Medio	06	Resto de América	342	Brasil	Hombres	5
2018	08	Cinca Medio	06	Resto de América	342	Brasil	Mujeres	16
2018	08	Cinca Medio	06	Resto de América	343	Colombia	Hombres	17
2018	08	Cinca Medio	06	Resto de América	343	Colombia	Mujeres	27
2018	08	Cinca Medio	06	Resto de América	344	Chile	Mujeres	1
2018	08	Cinca Medio	06	Resto de América	345	Ecuador	Hombres	10
2018	08	Cinca Medio	06	Resto de América	345	Ecuador	Mujeres	9
2018	08	Cinca Medio	06	Resto de América	347	Paraguay	Mujeres	2
2018	08	Cinca Medio	06	Resto de América	348	Perú	Hombres	15
2018	08	Cinca Medio	06	Resto de América	348	Perú	Mujeres	16
2018	08	Cinca Medio	06	Resto de América	350	Uruguay	Hombres	1
2018	08	Cinca Medio	06	Resto de América	351	Venezuela	Hombres	4
2018	08	Cinca Medio	06	Resto de América	351	Venezuela	Mujeres	12
2018	08	Cinca Medio	07	Asia	407	China	Hombres	19
2018	08	Cinca Medio	07	Asia	407	China	Mujeres	17
2018	08	Cinca Medio	07	Asia	410	India	Hombres	1
2018	08	Cinca Medio	07	Asia	411	Indonesia	Mujeres	1
2018	08	Cinca Medio	07	Asia	419	Laos	Mujeres	2
2018	08	Cinca Medio	07	Asia	420	Líbano	Hombres	1
2018	08	Cinca Medio	07	Asia	426	Pakistán	Hombres	20
2018	08	Cinca Medio	07	Asia	426	Pakistán	Mujeres	5
2018	08	Cinca Medio	07	Asia	433	Siria	Mujeres	1
2018	08	Cinca Medio	07	Asia	435	Tailandia	Mujeres	1
2018	08	Cinca Medio	07	Asia	448	Bhután	Hombres	1
2018	09	La Litera / La Llitera	01	UE-28	104	Bulgaria	Hombres	35
2018	09	La Litera / La Llitera	01	UE-28	104	Bulgaria	Mujeres	31
2018	09	La Litera / La Llitera	01	UE-28	110	Francia	Hombres	6
2018	09	La Litera / La Llitera	01	UE-28	110	Francia	Mujeres	3
2018	09	La Litera / La Llitera	01	UE-28	115	Italia	Hombres	2
2018	09	La Litera / La Llitera	01	UE-28	115	Italia	Mujeres	5
2018	09	La Litera / La Llitera	01	UE-28	117	Luxemburgo	Hombres	5
2018	09	La Litera / La Llitera	01	UE-28	117	Luxemburgo	Mujeres	1
2018	09	La Litera / La Llitera	01	UE-28	121	Países Bajos	Hombres	2
2018	09	La Litera / La Llitera	01	UE-28	121	Países Bajos	Mujeres	1
2018	09	La Litera / La Llitera	01	UE-28	122	Polonia	Hombres	10
2018	09	La Litera / La Llitera	01	UE-28	122	Polonia	Mujeres	18
2018	09	La Litera / La Llitera	01	UE-28	123	Portugal	Hombres	6
2018	09	La Litera / La Llitera	01	UE-28	123	Portugal	Mujeres	2
2018	09	La Litera / La Llitera	01	UE-28	125	Reino Unido	Mujeres	5
2018	09	La Litera / La Llitera	01	UE-28	126	Alemania	Hombres	4
2018	09	La Litera / La Llitera	01	UE-28	126	Alemania	Mujeres	2
2018	09	La Litera / La Llitera	01	UE-28	128	Rumanía	Hombres	323
2018	09	La Litera / La Llitera	01	UE-28	128	Rumanía	Mujeres	327
2018	09	La Litera / La Llitera	01	UE-28	142	Lituania	Mujeres	1
2018	09	La Litera / La Llitera	01	UE-28	143	República Checa	Hombres	1
2018	09	La Litera / La Llitera	02	Resto de Europa	101	Albania	Hombres	1
2018	09	La Litera / La Llitera	02	Resto de Europa	124	Andorra	Hombres	2
2018	09	La Litera / La Llitera	02	Resto de Europa	132	Suiza	Hombres	1
2018	09	La Litera / La Llitera	02	Resto de Europa	135	Ucrania	Hombres	8
2018	09	La Litera / La Llitera	02	Resto de Europa	135	Ucrania	Mujeres	7
2018	09	La Litera / La Llitera	02	Resto de Europa	137	Moldova	Mujeres	1
2018	09	La Litera / La Llitera	02	Resto de Europa	138	Bielorrusia	Hombres	3
2018	09	La Litera / La Llitera	02	Resto de Europa	138	Bielorrusia	Mujeres	2
2018	09	La Litera / La Llitera	02	Resto de Europa	154	Rusia	Hombres	2
2018	09	La Litera / La Llitera	02	Resto de Europa	154	Rusia	Mujeres	8
2018	09	La Litera / La Llitera	03	Magreb	203	Argelia	Hombres	25
2018	09	La Litera / La Llitera	03	Magreb	203	Argelia	Mujeres	20
2018	09	La Litera / La Llitera	03	Magreb	228	Marruecos	Hombres	67
2018	09	La Litera / La Llitera	03	Magreb	228	Marruecos	Mujeres	51
2018	09	La Litera / La Llitera	03	Magreb	230	Mauritania	Hombres	6
2018	09	La Litera / La Llitera	03	Magreb	230	Mauritania	Mujeres	1
2018	09	La Litera / La Llitera	04	Resto de África	201	Burkina Fasso	Hombres	2
2018	09	La Litera / La Llitera	04	Resto de África	208	Camerún	Hombres	2
2018	09	La Litera / La Llitera	04	Resto de África	208	Camerún	Mujeres	1
2018	09	La Litera / La Llitera	04	Resto de África	211	Costa de Marfil	Hombres	11
2018	09	La Litera / La Llitera	04	Resto de África	211	Costa de Marfil	Mujeres	1
2018	09	La Litera / La Llitera	04	Resto de África	216	Gambia	Hombres	193
2018	09	La Litera / La Llitera	04	Resto de África	216	Gambia	Mujeres	48
2018	09	La Litera / La Llitera	04	Resto de África	217	Ghana	Hombres	4
2018	09	La Litera / La Llitera	04	Resto de África	217	Ghana	Mujeres	1
2018	09	La Litera / La Llitera	04	Resto de África	218	Guinea	Hombres	1
2018	09	La Litera / La Llitera	04	Resto de África	218	Guinea	Mujeres	1
2018	09	La Litera / La Llitera	04	Resto de África	219	Guinea Bissau	Hombres	4
2018	09	La Litera / La Llitera	04	Resto de África	227	Mali	Hombres	348
2018	09	La Litera / La Llitera	04	Resto de África	227	Mali	Mujeres	90
2018	09	La Litera / La Llitera	04	Resto de África	234	Nigeria	Hombres	1
