Año	Residencia provincia código	Residencia provincia nombre	Relación lugar de residencia y nacimiento	Nacimiento CCAA código	Nacimiento CCAA nombre	Edad (grandes grupos)	Sexo	Personas
2015	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	699
2015	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	206
2015	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	301
2015	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	67
2015	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	55
2015	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	304
2015	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	308
2015	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	55
2015	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	51
2015	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	83
2015	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	85
2015	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	479
2015	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	438
2015	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	48
2015	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	95
2015	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	33
2015	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	28
2015	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	520
2015	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	544
2015	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	191
2015	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	347
2015	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	236
2015	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	200
2015	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	7605
2015	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	8118
2015	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	6043
2015	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	8232
2015	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	113
2015	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	121
2015	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	2747
2015	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	2784
2015	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	2484
2015	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	3194
2015	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	656
2015	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	628
2015	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	7130
2015	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	7125
2015	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	1240
2015	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	1659
2015	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	301
2015	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	252
2015	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	2027
2015	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	1999
2015	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	645
2015	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	827
2015	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	39
2015	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	38
2015	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	1847
2015	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	1771
2015	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	984
2015	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	1238
2015	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	72
2015	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	74
2015	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	1312
2015	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	1177
2015	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	507
2015	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	652
2015	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	481
2015	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	431
2015	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	4354
2015	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	3998
2015	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	929
2015	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	1356
2015	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	51
2015	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	51
2015	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	496
2015	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	427
2015	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	218
2015	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	245
2015	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	232
2015	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	219
2015	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	2877
2015	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	3351
2015	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	1022
2015	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	1944
2015	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	110
2015	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	99
2015	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	2799
2015	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	2851
2015	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	473
2015	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	809
2015	50	Zaragoza	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	83
2015	50	Zaragoza	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	79
2015	50	Zaragoza	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	1417
2015	50	Zaragoza	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	1773
2015	50	Zaragoza	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	857
2015	50	Zaragoza	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	1495
2015	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	7
2015	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Mujeres	7
2015	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	168
2015	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	190
2015	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	63
2015	50	Zaragoza	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	105
2015	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	17
2015	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	11
2015	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	217
2015	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	216
2015	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	114
2015	50	Zaragoza	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	166
2015	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	4664
2015	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	4572
2015	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	54862
2015	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	53346
2015	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	1538
2015	50	Zaragoza	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	2195
2016	22	Huesca	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	13913
2016	22	Huesca	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	13526
2016	22	Huesca	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	47394
2016	22	Huesca	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	43228
2016	22	Huesca	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	18188
2016	22	Huesca	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	21778
2016	22	Huesca	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	79
2016	22	Huesca	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	93
2016	22	Huesca	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	1600
2016	22	Huesca	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	1399
2016	22	Huesca	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	940
2016	22	Huesca	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	1182
2016	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	14
2016	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	15
2016	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	196
2016	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	180
2016	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	30
2016	22	Huesca	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	50
2016	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	17
2016	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	15
2016	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	83
2016	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	66
2016	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	9
2016	22	Huesca	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	22
2016	22	Huesca	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	12
2016	22	Huesca	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	20
2016	22	Huesca	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	81
2016	22	Huesca	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	67
2016	22	Huesca	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	4
2016	22	Huesca	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	13
2016	22	Huesca	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	10
2016	22	Huesca	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	10
2016	22	Huesca	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	102
2016	22	Huesca	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	72
2016	22	Huesca	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	25
2016	22	Huesca	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	37
2016	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	33
2016	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	31
2016	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	824
2016	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	695
2016	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	447
2016	22	Huesca	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	521
2016	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	23
2016	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	22
2016	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	422
2016	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	371
2016	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	328
2016	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	391
2016	22	Huesca	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	630
2016	22	Huesca	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	586
2016	22	Huesca	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	6103
2016	22	Huesca	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	6071
2016	22	Huesca	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	845
2016	22	Huesca	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	1182
2016	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	104
2016	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	101
2016	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	467
2016	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	416
2016	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	122
2016	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	158
2016	22	Huesca	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	15
2016	22	Huesca	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	13
2016	22	Huesca	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	442
2016	22	Huesca	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	406
2016	22	Huesca	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	236
2016	22	Huesca	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	274
2016	22	Huesca	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	18
2016	22	Huesca	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	21
2016	22	Huesca	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	393
2016	22	Huesca	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	288
2016	22	Huesca	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	107
2016	22	Huesca	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	130
2016	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	92
2016	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	93
2016	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	1011
2016	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	746
2016	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	129
2016	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	148
2016	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	14
2016	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	22
2016	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	88
2016	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	90
2016	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	62
2016	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	61
2016	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	34
2016	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	28
2016	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	350
2016	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	368
2016	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	105
2016	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	181
2016	22	Huesca	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	38
2016	22	Huesca	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	31
2016	22	Huesca	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	559
2016	22	Huesca	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	554
2016	22	Huesca	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	69
2016	22	Huesca	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	99
2016	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	13
2016	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	7
2016	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	106
2016	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	120
2016	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	49
2016	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	77
2016	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	3
2016	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	26
2016	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	16
2016	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	11
2016	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	10
2016	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	2
2016	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	2
2016	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	26
2016	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	29
2016	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	11
2016	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	12
2016	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	1192
2016	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	1150
2016	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	12941
2016	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	11702
2016	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	410
2016	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	486
2016	44	Teruel	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	8303
2016	44	Teruel	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	7922
2016	44	Teruel	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	31558
2016	44	Teruel	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	28026
2016	44	Teruel	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	12791
2016	44	Teruel	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	15138
2016	44	Teruel	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	60
2016	44	Teruel	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	46
2016	44	Teruel	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	876
2016	44	Teruel	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	739
2016	44	Teruel	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	449
2016	44	Teruel	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	562
2016	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	7
2016	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	7
2016	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	78
2016	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	71
2016	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	18
2016	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	21
2016	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	14
2016	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	7
2016	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	32
2016	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	36
2016	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	3
2016	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	1
2016	44	Teruel	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	7
2016	44	Teruel	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	6
2016	44	Teruel	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	39
2016	44	Teruel	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	26
2016	44	Teruel	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	5
2016	44	Teruel	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	4
2016	44	Teruel	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	3
2016	44	Teruel	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	17
2016	44	Teruel	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	22
2016	44	Teruel	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	6
2016	44	Teruel	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	9
2016	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	14
2016	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	12
2016	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	329
2016	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	293
2016	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	159
2016	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	175
2016	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	20
2016	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	36
2016	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	432
2016	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	378
2016	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	316
2016	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	405
2016	44	Teruel	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	197
2016	44	Teruel	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	223
2016	44	Teruel	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	2031
2016	44	Teruel	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	1997
2016	44	Teruel	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	303
2016	44	Teruel	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	378
2016	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	265
2016	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	238
2016	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	1522
2016	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	1478
2016	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	394
2016	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	516
2016	44	Teruel	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	8
2016	44	Teruel	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	6
2016	44	Teruel	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	155
2016	44	Teruel	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	99
2016	44	Teruel	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	99
2016	44	Teruel	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	72
2016	44	Teruel	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	3
