Año	Municipio código	Municipio nombre	Rústico, parcelas	Rústico, subparcelas	Rústico, superficie	Rústico, valor catastral
2015	50006	Ainzón	4808	5971	4060,33	4420,77
2015	50007	Aladrén	2008	2317	2093,52	762,65
2015	50008	Alagón	2575	2805	2223,09	9300,19
2015	50009	Alarba	1995	2583	1880,8	830,81
2015	50010	Alberite de San Juan	1917	2115	1107,6	586,3
2015	50011	Albeta	731	972	228,95	2125,23
2015	50012	Alborge	565	626	517,27	612,16
2015	50013	Alcalá de Ebro	1516	1553	975,03	3193,96
2015	50014	Alcalá de Moncayo	3281	3780	1363,76	733,91
2015	50015	Alconchel de Ariza	1690	2565	3533,04	1526,95
2015	50016	Aldehuela de Liestos	3958	5154	3779,83	624,48
2015	50017	Alfajarín	2134	3930	13625,14	7730,26
2015	50018	Alfamén	4310	5700	10174,22	15270,81
2015	50019	Alforque	876	1068	1112,49	722,09
2015	50020	Alhama de Aragón	2861	3446	3039,43	1136,67
2015	50021	Almochuel	2186	2768	3179,75	997,29
2015	50022	Almolda (La)	2219	4578	13074,24	5884,12
2015	50023	Almonacid de la Cuba	5947	6645	5531,65	3423,8
2015	50024	Almonacid de la Sierra	4688	5832	5413,28	13445,34
2015	50025	Almunia de Doña Godina (La)	4910	5770	5230,24	43589,35
2015	50026	Alpartir	3351	3595	3271,18	4200,87
2015	50027	Ambel	6420	7416	6101,48	1471,44
2015	50028	Anento	1438	2696	2178,14	873,37
2015	50029	Aniñón	4667	5814	5239,02	5398,43
2015	50030	Añón de Moncayo	5597	6574	6437,37	1369,63
2015	50031	Aranda de Moncayo	4668	5593	9083,35	2956,84
2015	50032	Arándiga	4684	5697	4920,01	2969,99
2015	50033	Ardisa	821	1693	2720,6	956,43
2015	50034	Ariza	3968	8760	10285,27	3428,22
2015	50035	Artieda	616	748	1320,34	618,93
2015	50036	Asín	858	1719	1865,05	686,89
2015	50037	Atea	2744	3777	3397,62	1079,92
2015	50038	Ateca	5146	7037	8486,41	6360,83
2015	50039	Azuara	8404	10861	16441,86	7730,89
2015	50040	Badules	1347	1731	1972,4	1011,51
2015	50041	Bagüés	898	1388	3071,28	543,35
2015	50042	Balconchán	1181	1587	1929,59	311,09
2015	50043	Bárboles	1682	1868	1551,36	4682,29
2015	50044	Bardallur	2606	2802	2715,59	2482,87
2015	50045	Belchite	11444	15980	27436,04	10780,13
2015	50046	Belmonte de Gracián	3485	3919	4271,33	1518,94
2015	50047	Berdejo	1775	2042	2045,33	312,17
2015	50048	Berrueco	1032	1224	1961,52	304,45
2015	50050	Bijuesca	5119	6169	5685,77	1169,15
2015	50051	Biota	5142	8243	12836,44	11213,65
2015	50052	Bisimbre	1350	1481	1082,5	994,52
2015	50053	Boquiñeni	4005	4154	1891,05	5116,82
2015	50054	Bordalba	5056	5645	4128,14	1227,36
2015	50055	Borja	11665	14623	10514,72	7217,57
2015	50056	Botorrita	1431	1905	1979,62	1599,94
2015	50057	Brea de Aragón	1696	2030	1302,54	363,44
2015	50058	Bubierca	1467	1727	2921,87	962,22
2015	50059	Bujaraloz	2127	2863	11971,35	7729,63
2015	50060	Bulbuente	4367	5160	2517,27	2470,36
2015	50061	Bureta	3311	3544	1186,2	726,05
2015	50062	Burgo de Ebro (El)	2851	3554	2190,35	5037,22
2015	50063	Buste (El)	1767	2111	758,71	193,75
2015	50064	Cabañas de Ebro	1640	1888	788,93	3213,45
2015	50065	Cabolafuente	1914	4431	3890,82	977,35
2015	50066	Cadrete	995	1659	914,5	7922,57
2015	50067	Calatayud	10013	13389	14964,43	9788,25
2015	50068	Calatorao	4588	5740	4427	19889,78
2015	50069	Calcena	3864	4241	6457,18	339,5
2015	50070	Calmarza	1964	2804	2867,38	804,27
2015	50071	Campillo de Aragón	2752	3504	3634,47	856,48
2015	50072	Carenas	2195	2756	3116,17	660,74
2015	50073	Cariñena	5350	5872	8014,06	11455,71
2015	50074	Caspe	29091	47799	50432,29	57300,14
2015	50075	Castejón de Alarba	1682	2143	1738,6	778,42
2015	50076	Castejón de las Armas	2017	2392	1632,76	706,82
2015	50077	Castejón de Valdejasa	1774	3938	10932,54	3485,21
2015	50078	Castiliscar	3068	4057	4005,53	4505,16
2015	50079	Cervera de la Cañada	3705	4493	3115,68	1670,2
2015	50080	Cerveruela	2263	2310	2335,22	276,62
2015	50081	Cetina	11255	13697	7865,87	4324,52
2015	50082	Cimballa	2088	2445	3229,99	807,67
2015	50083	Cinco Olivas	575	602	209,67	458,94
2015	50084	Clarés de Ribota	3106	3607	1887,22	713,27
2015	50085	Codo	2482	2932	1136,1	1048,82
2015	50086	Codos	5768	6408	6248,17	1630,37
2015	50087	Contamina	2270	2911	1396,35	735,54
2015	50088	Cosuenda	2871	3504	3135,08	2941,75
2015	50089	Cuarte de Huerva	295	474	377,32	1909,86
2015	50090	Cubel	2673	4791	5820,58	1420,71
2015	50091	Cuerlas (Las)	2717	3644	3242,9	1096,69
2015	50092	Chiprana	1647	2184	3825,34	6267,46
2015	50093	Chodes	2164	2481	1594,27	1236,23
2015	50094	Daroca	5455	7578	5062,07	18807,57
2015	50095	Ejea de los Caballeros	20345	31915	60424,53	101888,73
2015	50096	Embid de Ariza	4666	5524	4146,66	1216,59
2015	50098	Encinacorba	4034	4878	3691,15	872,08
2015	50099	Épila	10584	13188	19123,52	23106,3
2015	50100	Erla	969	1272	1947,81	2718,37
2015	50101	Escatrón	4992	6674	9211,78	4373,43
2015	50102	Fabara	8449	11969	10134,26	5818,19
2015	50104	Farlete	3832	6213	10375,88	4228,99
2015	50105	Fayón	2498	4638	6485,93	2771,52
2015	50106	Fayos (Los)	638	734	347,64	225,3
2015	50107	Figueruelas	2589	2691	1607,39	4799,83
2015	50108	Fombuena	1639	1917	2624,32	263,34
2015	50109	Frago (El)	894	1655	3424,16	706,2
2015	50110	Frasno (El)	5805	6973	4842,23	3600,19
2015	50111	Fréscano	2217	2403	1860,71	2314,85
2015	50113	Fuendejalón	7949	9174	7620,3	7279,08
2015	50114	Fuendetodos	2901	3887	6154,42	2290,39
2015	50115	Fuentes de Ebro	9029	11216	14239,32	13587,73
2015	50116	Fuentes de Jiloca	1738	2093	2741,08	1646,82
2015	50117	Gallocanta	2263	2544	3025,83	655,06
2015	50118	Gallur	3197	3573	4050,43	10699,45
2015	50119	Gelsa	4098	5242	7151,05	11593,4
2015	50120	Godojos	1698	2414	1653,89	359,75
2015	50121	Gotor	3738	4120	1550,63	1054,63
2015	50122	Grisel	2407	2831	1453,15	1419,58
2015	50123	Grisén	884	922	450,34	2056,69
2015	50124	Herrera de los Navarros	6685	7976	10461,8	4711,59
2015	50125	Ibdes	4949	5906	5548,12	3926,86
2015	50126	Illueca	3384	4270	2354,13	3095,82
2015	50128	Isuerre	938	1579	2028,29	487,02
2015	50129	Jaraba	3163	3855	4231,62	1081,47
2015	50130	Jarque de Moncayo	5234	6285	4343,19	1796,45
2015	50131	Jaulín	1940	3118	4608,97	1417,28
2015	50132	Joyosa (La)	371	392	495,66	1945,53
2015	50133	Lagata	3049	3226	2335,47	2083,56
2015	50134	Langa del Castillo	3232	4342	5084,72	3204,17
2015	50135	Layana	614	734	378,21	601,46
2015	50136	Lécera	7564	9289	10886,37	6400,57
2015	50137	Leciñena	7122	11250	17782,08	6514,45
2015	50138	Lechón	991	1508	1742,21	897,06
2015	50139	Letux	5017	5218	2959,49	2961,77
2015	50140	Litago	4323	5213	1548,75	1358,48
2015	50141	Lituénigo	3213	3438	1185,64	768,96
2015	50142	Lobera de Onsella	2521	3234	3177,62	398,94
2015	50143	Longares	3510	3970	4568,3	4892,52
2015	50144	Longás	990	1206	4868,88	547,39
2015	50146	Lucena de Jalón	867	1058	1027,35	4976,03
2015	50147	Luceni	3074	3329	2652,31	7805,46
2015	50148	Luesia	2173	5446	12591,81	2917,53
2015	50149	Luesma	2750	3389	2929,75	353,47
2015	50150	Lumpiaque	3899	4734	2922,71	3101,66
2015	50151	Luna	7927	15208	30691,34	22018,72
2015	50152	Maella	12811	18103	17437,91	17880,88
2015	50153	Magallón	6075	7922	7807,92	4708,44
2015	50154	Mainar	1306	2030	3387,94	5017,59
2015	50155	Malanquilla	2050	2271	3612,04	881,18
2015	50156	Maleján	35	49	2,37	5,86
2015	50157	Malón	2178	2333	562,86	1204,63
2015	50159	Maluenda	4191	5428	4021,7	2763,26
2015	50160	Mallén	4878	5188	3700,41	8024,93
2015	50161	Manchones	2340	3227	2615,18	997,56
2015	50162	Mara	2730	3329	2045,81	2057,4
2015	50163	María de Huerva	3808	5042	10652,6	2643,05
2015	50164	Mediana de Aragón	4007	5018	9148,37	2201,87
2015	50165	Mequinenza	10458	18034	30664,07	14776,62
2015	50166	Mesones de Isuela	2922	4110	4851,35	2287,19
2015	50167	Mezalocha	3003	3726	6067,8	4409,42
2015	50168	Mianos	952	1261	1514,54	1073,17
2015	50169	Miedes de Aragón	3457	5538	5543,15	2315,01
2015	50170	Monegrillo	2799	8713	18291,16	8443
2015	50171	Moneva	4243	5460	6105,1	1628,21
2015	50172	Monreal de Ariza	5602	8198	6192,6	4565,22
2015	50173	Monterde	2795	3537	5610,09	2753,94
2015	50174	Montón	1955	2334	1722,21	1281,75
2015	50175	Morata de Jalón	5844	7159	4590,7	1649,11
2015	50176	Morata de Jiloca	1797	2708	2309,88	1670,76
2015	50177	Morés	3138	3410	2101,91	910,35
2015	50178	Moros	5641	6866	5395	5153,75
2015	50179	Moyuela	6475	7445	4289,12	1472,76
2015	50180	Mozota	1108	1514	847,34	541,6
2015	50181	Muel	3654	5231	7642,9	4297,48
2015	50182	Muela (La)	4953	8536	13813	4138,36
2015	50183	Munébrega	4077	5711	4116,56	3167,31
2015	50184	Murero	2048	2668	1813,05	664,62
2015	50185	Murillo de Gállego	1945	3112	5412,01	1430,03
2015	50186	Navardún	819	1411	2422,42	1363,47
2015	50187	Nigüella	1485	2283	3063,89	745,24
2015	50188	Nombrevilla	832	1413	1760,86	695,74
2015	50189	Nonaspe	7219	9702	11024,59	5539,1
2015	50190	Novallas	3761	4004	1154,51	3413,57
2015	50191	Novillas	3694	3849	2572,21	11033,59
2015	50192	Nuévalos	1486	1909	4112,53	2751,94
2015	50193	Nuez de Ebro	774	1010	611,42	3300,83
2015	50194	Olvés	2431	2855	2040,78	992,39
2015	50195	Orcajo	2156	2912	2832,62	499,51
2015	50196	Orera	1635	1947	1961,37	499,48
2015	50197	Orés	1837	3215	5103,46	1074,76
2015	50198	Oseja	1054	1225	1262,2	111,12
2015	50199	Osera de Ebro	1040	1453	2260,19	7214,93
2015	50200	Paniza	4685	5623	4676,68	1718,76
2015	50201	Paracuellos de Jiloca	3443	4398	3149,65	2289,16
2015	50202	Paracuellos de la Ribera	2064	2442	1521,18	1257,9
2015	50203	Pastriz	1102	1211	1524,75	5546,46
2015	50204	Pedrola	7099	7934	10957,1	10634,69
2015	50205	Pedrosas (Las)	1011	1523	1823,07	1199,5
2015	50206	Perdiguera	2613	5431	11023,18	3576,29
2015	50207	Piedratajada	572	1315	2285,44	1809,49
2015	50208	Pina de Ebro	6224	11657	30817,17	26384,13
2015	50209	Pinseque	2461	2596	1366,1	6528,92
2015	50210	Pintanos (Los)	2481	4794	7980,93	1112,75
2015	50211	Plasencia de Jalón	2196	2803	3524,67	5065,63
2015	50212	Pleitas	519	553	217,65	1051,77
2015	50213	Plenas	4648	5192	3774,35	1228,85
2015	50214	Pomer	3141	3276	3309,19	318,52
2015	50215	Pozuel de Ariza	2184	2779	2242,77	546,6
2015	50216	Pozuelo de Aragón	3082	3509	3220,66	1318,25
2015	50217	Pradilla de Ebro	1653	1975	2569,58	2793,46
2015	50218	Puebla de Albortón	2863	3780	7419,65	1441,84
2015	50219	Puebla de Alfindén (La)	1222	1622	1269,01	6596,36
2015	50220	Puendeluna	725	1319	965,16	472,96
2015	50221	Purujosa	2110	2297	3490,44	228,55
2015	50222	Quinto	2717	5414	11708,5	29031,41
2015	50223	Remolinos	1159	1298	1773,99	6028,01
2015	50224	Retascón	1322	1558	2506,51	1280,08
2015	50225	Ricla	3187	5116	8972,24	34321,38
2015	50227	Romanos	1678	2055	1934,52	1029,43
2015	50228	Rueda de Jalón	4205	7044	10500,62	7887,79
2015	50229	Ruesca	752	1021	1168,29	409,32
2015	50230	Sádaba	5701	8591	12823,91	27342,56
2015	50231	Salillas de Jalón	398	479	226,8	1097,1
2015	50232	Salvatierra de Esca	1854	2682	8181,68	1847,4
2015	50233	Samper del Salz	1860	2385	1185,08	610,29
2015	50234	San Martín de la Virgen de Moncayo	1719	1828	506,91	507,5
2015	50235	San Mateo de Gállego	3224	3970	7424,22	5319,94
2015	50236	Santa Cruz de Grío	3238	3748	1951,71	431,31
2015	50237	Santa Cruz de Moncayo	1344	1635	378,74	1932,77
2015	50238	Santa Eulalia de Gállego	1327	2399	2985,6	1325,6
2015	50239	Santed	1425	1778	1800,79	492,49
2015	50240	Sástago	6719	9355	30231,83	17012,48
2015	50241	Saviñán	2258	2802	1527,9	2422,18
2015	50242	Sediles	1609	1945	1154,67	178,43
2015	50243	Sestrica	4004	4617	4003,61	1130,22
2015	50244	Sierra de Luna	1596	2625	4358,22	2564,93
2015	50245	Sigüés	1032	2453	10258,59	934,39
2015	50246	Sisamón	3735	4332	4175,4	889,16
2015	50247	Sobradiel	886	1062	1063,92	5011,59
2015	50248	Sos del Rey Católico	8593	12920	21628,18	14204,58
2015	50249	Tabuenca	5781	7180	8467,95	2060,76
2015	50250	Talamantes	3305	3679	4706,66	461,31
2015	50251	Tarazona	18282	24767	24357,47	16866,85
2015	50252	Tauste	13466	18153	39641,01	108255,68
2015	50253	Terrer	3416	3972	3336,23	7415,46
2015	50254	Tierga	2391	5155	6686,78	1636
2015	50255	Tobed	3129	3325	3287,43	1111,73
2015	50256	Torralba de los Frailes	1902	3605	5877,49	1244,62
2015	50257	Torralba de Ribota	3264	3818	3272,44	1344,25
2015	50258	Torralbilla	1940	2145	2588,79	1452,97
2015	50259	Torrehermosa	911	1231	2155	987,6
2015	50260	Torrelapaja	1202	1444	1480,94	395,78
2015	50261	Torrellas	1184	1225	275,17	2545,12
2015	50262	Torres de Berrellén	2612	3388	5353,04	11050,99
2015	50263	Torrijo de la Cañada	6317	7629	7428,34	2561,76
2015	50264	Tosos	2657	3566	6951,72	2030,22
2015	50265	Trasmoz	3372	3643	1797,47	1207,25
2015	50266	Trasobares	4130	4975	7132,62	1981,36
2015	50267	Uncastillo	4481	10451	23433,03	9808,46
2015	50268	Undués de Lerda	999	1828	4322,82	744,78
2015	50269	Urrea de Jalón	2685	2800	2588,49	2682,93
2015	50270	Urriés	1996	2988	3755,37	926,47
2015	50271	Used	5971	7330	8497,31	3882,91
2015	50272	Utebo	2177	2415	1380,8	4629,5
2015	50273	Valdehorna	1124	1711	803,4	265,05
2015	50274	Val de San Martín	1567	2653	2552,33	739,17
2015	50275	Valmadrid	1454	2228	5044,99	704,16
2015	50276	Valpalmas	1374	3245	4069,17	2358,16
2015	50277	Valtorres	432	543	328,62	123,74
2015	50278	Velilla de Ebro	2356	3339	5984,91	4948,44
2015	50279	Velilla de Jiloca	1102	1320	1067,18	1289,93
2015	50280	Vera de Moncayo	5658	6321	2741,08	3293,36
2015	50281	Vierlas	780	825	272,92	854,57
2015	50282	Vilueña (La)	859	1099	864,66	778,22
2015	50283	Villadoz	1062	1263	1715,78	984,11
2015	50284	Villafeliche	2290	3826	2192,85	1703,06
2015	50285	Villafranca de Ebro	2273	2703	6381,24	3650,06
2015	50286	Villalba de Perejil	2266	2573	1358,2	1116,57
2015	50287	Villalengua	2733	3249	4038,38	2836,34
2015	50288	Villanueva de Gállego	2237	2868	6687,77	6133,47
2015	50289	Villanueva de Jiloca	1179	1742	722,32	470,36
2015	50290	Villanueva de Huerva	4098	5261	7810	2304,47
2015	50291	Villar de los Navarros	3498	4017	4935,99	1739,46
2015	50292	Villarreal de Huerva	2536	3111	2693,27	974,86
2015	50293	Villarroya de la Sierra	8034	9604	9165,8	3803,61
2015	50294	Villarroya del Campo	1695	2399	1671,39	1050,7
2015	50295	Vistabella	2656	3000	2211,29	238,97
2015	50296	Zaida (La)	710	1122	1799,85	1297,26
2015	50297	Zaragoza	24424	32779	86924,55	716061,36
2015	50298	Zuera	8983	12466	32411,05	25089,03
2015	50901	Biel	2109	4205	13088,78	2177,24
2015	50902	Marracos	480	947	1691,49	1906,89
2015	50903	Villamayor de Gállego	5906	11085	8708,52	11707,49
2016	22001	Abiego	2808	3921	3853,72	3220,15
2016	22002	Abizanda	1089	1627	4470,84	1137,14
2016	22003	Adahuesca	1096	1787	5274,84	1471,74
2016	22004	Agüero	1853	3319	9355,58	1088,64
2016	22006	Aísa	2017	3489	8150,47	7672,23
2016	22007	Albalate de Cinca	3005	3660	4383,45	14456,47
2016	22008	Albalatillo	396	495	904,83	3343,98
2016	22009	Albelda	2767	3759	5207,8	22287,54
2016	22011	Albero Alto	1133	1414	1927,92	2886,11
2016	22012	Albero Bajo	798	995	2207,48	3040,78
2016	22013	Alberuela de Tubo	764	914	2083,11	4808,69
2016	22014	Alcalá de Gurrea	1844	3074	7111,06	9073,6
2016	22015	Alcalá del Obispo	3005	3850	4655,34	4424,05
2016	22016	Alcampell	3829	5277	5717,88	13453,27
2016	22017	Alcolea de Cinca	2877	3671	8375,08	12788,29
2016	22018	Alcubierre	3493	5397	11483,81	5589,89
2016	22019	Alerre	476	594	876,85	1057,92
2016	22020	Alfántega	725	1017	854,41	1840,88
2016	22021	Almudévar	6071	8680	19934,92	25562,3
2016	22022	Almunia de San Juan	1463	2531	3535,07	4333,88
2016	22023	Almuniente	2020	2300	3730,43	8716,05
2016	22024	Alquézar	2026	2428	3137,46	1399,28
2016	22025	Altorricón	1340	1915	3115,2	24515,89
2016	22027	Angüés	2725	4842	5584,58	3780,48
2016	22028	Ansó	2039	3145	26207,18	5553,99
2016	22029	Antillón	1095	1929	2227,71	1917,69
2016	22032	Aragüés del Puerto	1325	2098	6430,48	2627,33
2016	22035	Arén	4130	6014	11877,22	2885,21
2016	22036	Argavieso	762	1109	956,59	1913,58
2016	22037	Arguis	1731	2601	6204,14	785,17
2016	22039	Ayerbe	3999	5830	6193,36	6619,26
2016	22040	Azanuy-Alins	2035	4466	5083,98	1828,3
2016	22041	Azara	984	1776	1427,34	646,78
2016	22042	Azlor	1171	1746	1577,64	1167,79
2016	22043	Baells	2004	2763	3989,89	3130,21
2016	22044	Bailo	2301	5264	16368,49	6326,69
2016	22045	Baldellou	1275	1820	3013,99	677,54
2016	22046	Ballobar	3346	8702	12784,61	8779,9
2016	22047	Banastás	193	231	453,34	379,35
2016	22048	Barbastro	5305	8229	10106,6	21877,07
2016	22049	Barbués	585	1323	1963,21	4530
2016	22050	Barbuñales	857	1290	1892,75	804,68
2016	22051	Bárcabo	2753	4676	8775,48	1690,27
2016	22052	Belver de Cinca	3941	4902	8239,37	27909,02
2016	22053	Benabarre	4877	8268	15720,23	10320,33
2016	22054	Benasque	2264	2908	23172,02	13729,9
2016	22055	Berbegal	3220	4082	4891,79	3902,47
2016	22057	Bielsa	1845	2824	20105,67	4510,62
2016	22058	Bierge	4236	6817	14593,75	4572,53
2016	22059	Biescas	6875	9493	18621,4	5430,97
2016	22060	Binaced	3500	4515	7780,07	23910,14
2016	22061	Binéfar	1863	2730	2284,71	28868,42
2016	22062	Bisaurri	3253	5605	6416,03	471,05
2016	22063	Biscarrués	783	1666	2878,37	2602,22
2016	22064	Blecua y Torres	1717	3504	3599,07	5833,52
2016	22066	Boltaña	2906	5820	14026,82	6707,65
2016	22067	Bonansa	1599	1997	3675,4	453,85
2016	22068	Borau	1043	1761	4146,42	1194,37
2016	22069	Broto	4141	5238	12619,97	4258,54
2016	22072	Caldearenas	2921	4550	19341,61	2932,39
2016	22074	Campo	679	895	2287,36	746,66
2016	22075	Camporrells	1361	1984	2673,14	1398,07
2016	22076	Canal de Berdún	4280	7100	13378,7	8298,27
2016	22077	Candasnos	1834	4476	12198,1	19528,28
2016	22078	Canfranc	457	610	7016,32	4733,89
2016	22079	Capdesaso	499	514	1742,23	3440,86
2016	22080	Capella	2303	3498	6001,85	8668,03
2016	22081	Casbas de Huesca	4132	7191	13240,01	4579,56
2016	22082	Castejón del Puente	1569	2093	2460,87	3841,9
2016	22083	Castejón de Monegros	3660	6533	16522,67	14656,24
2016	22084	Castejón de Sos	1271	1809	3072,95	2927,99
2016	22085	Castelflorite	1560	1863	3491,73	6932,7
2016	22086	Castiello de Jaca	1368	1605	1692,59	2101,69
2016	22087	Castigaleu	738	1560	2695,69	1817,59
2016	22088	Castillazuelo	1130	1684	1494,61	2689,94
2016	22089	Castillonroy	1733	2588	3693,76	3385,62
2016	22090	Colungo	1569	2789	4054,98	897,42
2016	22094	Chalamera	1343	1495	1142,95	3300,44
2016	22095	Chía	910	1193	2764,03	256,08
2016	22096	Chimillas	436	534	980	1235,2
2016	22099	Esplús	1223	1786	7258,31	16846,85
2016	22102	Estada	586	727	1631,78	583,06
2016	22103	Estadilla	2369	3350	4986,88	10012,81
2016	22105	Estopiñán del Castillo	2154	4596	8702,17	1864,07
2016	22106	Fago	0	0	0	0
2016	22107	Fanlo	3639	4495	18907,74	1295,6
2016	22109	Fiscal	4589	6087	17126,31	5752,28
2016	22110	Fonz	2587	3896	5164,9	13899,97
2016	22111	Foradada del Toscar	2146	3525	10558,17	2808,59
2016	22112	Fraga	9375	13534	43249,87	172355,81
2016	22113	Fueva (La)	5703	9433	21856,52	3342,4
2016	22114	Gistaín	1459	1899	7329,65	688,3
2016	22115	Grado (El)	3797	4688	6248,9	3999,65
2016	22116	Grañén	5028	6681	12216,6	21328,85
2016	22117	Graus	9259	14558	30042,29	6697,29
2016	22119	Gurrea de Gállego	4124	7357	19067,89	24611,78
2016	22122	Hoz de Jaca	688	990	1231,2	312,8
2016	22124	Huerto	2436	2961	8694,6	9496,76
2016	22125	Huesca	5760	8161	15885,55	33402,72
2016	22126	Ibieca	845	1321	1479,66	987,85
2016	22127	Igriés	660	1144	1886,88	982,68
2016	22128	Ilche	3264	4735	6483,11	12015,63
2016	22129	Isábena	2620	6103	11824,45	2152,16
2016	22130	Jaca	10936	18324	39831,89	35779,77
2016	22131	Jasa	518	915	886,23	506,5
2016	22133	Labuerda	696	1298	1710,89	539,73
2016	22135	Laluenga	1497	2267	3612,23	6246,12
2016	22136	Lalueza	2974	3654	8756,28	13378,35
2016	22137	Lanaja	5528	8624	18287,37	24808,35
2016	22139	Laperdiguera	623	735	1131,9	1469,48
2016	22141	Lascellas-Ponzano	1663	2646	2655,77	1903,97
2016	22142	Lascuarre	1271	2155	3215,89	1609,77
2016	22143	Laspaúles	3609	5675	8113,8	858,5
2016	22144	Laspuña	1294	1720	4315,96	937,98
2016	22149	Loarre	1732	2913	7440,88	4016,8
2016	22150	Loporzano	6202	8236	17047,67	6402,88
2016	22151	Loscorrales	1599	2091	4025,94	3632,53
2016	22155	Monesma y Cajigar	1276	2391	6281,36	1963,57
2016	22156	Monflorite-Lascasas	1352	1792	2896,42	5849,17
2016	22157	Montanuy	4402	5908	17395,58	2497,45
2016	22158	Monzón	7380	10777	14785,84	33130,11
2016	22160	Naval	1118	1531	4729,33	1432,14
2016	22162	Novales	1167	1498	1959,79	3717,4
2016	22163	Nueno	3127	4241	14820,11	3742,72
2016	22164	Olvena	739	886	1899,75	1274,33
2016	22165	Ontiñena	4742	6873	13761,57	9877,98
2016	22167	Osso de Cinca	1724	2166	2741,83	16119,36
2016	22168	Palo	733	955	1328,52	587,65
2016	22170	Panticosa	1570	2190	7802,65	4240,18
2016	22172	Peñalba	2611	4738	15641,87	11816,26
2016	22173	Peñas de Riglos (Las)	5241	7751	21769,18	3748,65
2016	22174	Peralta de Alcofea	4517	5939	11612,46	12879,97
2016	22175	Peralta de Calasanz	3786	5342	11505,93	4219,06
2016	22176	Peraltilla	1143	1921	1576,98	1332,75
2016	22177	Perarrúa	1509	2242	3039,63	999,35
2016	22178	Pertusa	1434	1884	2913,56	2908,15
2016	22181	Piracés	1177	1595	2465,42	1952,97
2016	22182	Plan	2028	2537	9517,06	1549,84
2016	22184	Poleñino	1357	1865	3294,29	5861,33
2016	22186	Pozán de Vero	1221	1725	1476,49	891,41
2016	22187	Puebla de Castro (La)	1388	1807	2875,12	2052,53
2016	22188	Puente de Montañana	1362	2185	4872,73	1425,92
2016	22189	Puértolas	2411	4107	9982,54	2699,42
2016	22190	Pueyo de Araguás (El)	1585	2217	6270,06	3232,88
2016	22193	Pueyo de Santa Cruz	830	979	924,07	3253,41
2016	22195	Quicena	491	636	966,71	1424,42
2016	22197	Robres	4422	5660	6367,3	5940,51
2016	22199	Sabiñánigo	13940	19775	58345,9	24570,21
2016	22200	Sahún	1660	2648	7246,31	1022,79
2016	22201	Salas Altas	1322	1828	2141,62	1098,26
2016	22202	Salas Bajas	910	1229	1235,18	964,77
2016	22203	Salillas	1137	1584	2864,14	5244,22
2016	22204	Sallent de Gállego	2484	3174	15950,86	2884,44
2016	22205	San Esteban de Litera	3833	6810	7178,83	8666,45
2016	22206	Sangarrén	944	1687	3222,39	6067,44
2016	22207	San Juan de Plan	1086	1641	5557,98	627,11
2016	22208	Santa Cilia	795	1231	2827,19	2572,56
2016	22209	Santa Cruz de la Serós	587	923	2721,02	1046,05
2016	22212	Santaliestra y San Quílez	1022	1566	2516,63	423,11
2016	22213	Sariñena	8914	12173	27328,71	48374,28
2016	22214	Secastilla	1384	1862	4766,16	2678,56
2016	22215	Seira	1140	2192	6726,45	490,42
2016	22217	Sena	3111	4345	10523,42	22758,27
2016	22218	Senés de Alcubierre	902	1113	2005,16	1157,6
2016	22220	Sesa	2185	2929	3083,44	1966,59
2016	22221	Sesué	724	914	459,29	1576,72
2016	22222	Siétamo	2872	4363	4919,27	2959,8
2016	22223	Sopeira	1597	2498	4425,48	879,79
2016	22225	Tamarite de Litera	5226	6062	11142,55	76276,42
2016	22226	Tardienta	5250	6395	9230,62	6454,77
2016	22227	Tella-Sin	1804	2517	9411,74	730,53
2016	22228	Tierz	569	636	620,62	1350,9
2016	22229	Tolva	1926	3978	5904,03	2365,85
2016	22230	Torla-Ordesa	2625	3403	18412,32	3638,46
2016	22232	Torralba de Aragón	1702	2177	4070,82	2391,73
2016	22233	Torre la Ribera	1292	1813	3433,87	1467,48
2016	22234	Torrente de Cinca	1583	1967	5693,98	12407
2016	22235	Torres de Alcanadre	1145	1350	1749,75	2499,84
2016	22236	Torres de Barbués	540	736	1385,08	3510,62
2016	22239	Tramaced	464	646	1574,45	4217,94
2016	22242	Valfarta	396	767	3316,68	3647,49
2016	22243	Valle de Bardají	729	1193	4397,17	643,4
2016	22244	Valle de Lierp	1126	1642	3222,98	815,91
2016	22245	Velilla de Cinca	1606	1798	1653,04	6213,81
2016	22246	Beranuy	2571	2907	6318,19	2162,07
2016	22247	Viacamp y Litera	2030	4141	10830,24	1303,54
2016	22248	Vicién	533	706	1389,32	2136,9
2016	22249	Villanova	731	828	769,14	416,27
2016	22250	Villanúa	954	1145	5758,78	2905,65
2016	22251	Villanueva de Sigena	2384	4092	14570,62	18354,18
2016	22252	Yebra de Basa	2693	4319	9066,86	1571,46
2016	22253	Yésero	820	1114	3008,67	1166,75
2016	22254	Zaidín	4580	6197	9192,98	25319,61
2016	22901	Valle de Hecho	4324	6717	23320,54	8240,95
2016	22902	Puente la Reina de Jaca	2130	2868	4800,58	2069,91
2016	22903	San Miguel del Cinca	5253	6003	10595,28	20848,95
2016	22904	Sotonera (La)	5245	6656	16444,86	16729,76
2016	22905	Lupiñén-Ortilla	1456	2221	11045,65	14126,52
2016	22906	Santa María de Dulcis	1336	2447	2689,74	805,05
2016	22907	Aínsa-Sobrarbe	7646	15274	28394,58	16165,08
