Año	Residencia provincia código	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Personas
2002	44	Teruel	25 a 29	Hombres	4842
2002	44	Teruel	30 a 34	Hombres	4892
2002	44	Teruel	35 a 39	Hombres	5526
2002	44	Teruel	40 a 44	Hombres	5448
2002	44	Teruel	45 a 49	Hombres	4506
2002	44	Teruel	50 a 54	Hombres	3893
2002	44	Teruel	55 a 59	Hombres	3549
2002	44	Teruel	60 a 64	Hombres	3173
2002	44	Teruel	65 a 69	Hombres	4618
2002	44	Teruel	70 a 74	Hombres	4762
2002	44	Teruel	75 a 79	Hombres	3886
2002	44	Teruel	80 a 84	Hombres	2198
2002	44	Teruel	85 a 89	Hombres	1108
2002	44	Teruel	90 a 94	Hombres	445
2002	44	Teruel	95 y más	Hombres	127
2002	50	Zaragoza	00 a 04	Hombres	17973
2002	50	Zaragoza	05 a 09	Hombres	18060
2002	50	Zaragoza	10 a 14	Hombres	19514
2002	50	Zaragoza	15 a 19	Hombres	23403
2002	50	Zaragoza	20 a 24	Hombres	31522
2002	50	Zaragoza	25 a 29	Hombres	37811
2002	50	Zaragoza	30 a 34	Hombres	36286
2002	50	Zaragoza	35 a 39	Hombres	35425
2002	50	Zaragoza	40 a 44	Hombres	32711
2002	50	Zaragoza	45 a 49	Hombres	28902
2002	50	Zaragoza	50 a 54	Hombres	27107
2002	50	Zaragoza	55 a 59	Hombres	25236
2002	50	Zaragoza	60 a 64	Hombres	19732
2002	50	Zaragoza	65 a 69	Hombres	22795
2002	50	Zaragoza	70 a 74	Hombres	20333
2002	50	Zaragoza	75 a 79	Hombres	15477
2002	50	Zaragoza	80 a 84	Hombres	8946
2002	50	Zaragoza	85 a 89	Hombres	4139
2002	50	Zaragoza	90 a 94	Hombres	1379
2002	50	Zaragoza	95 y más	Hombres	326
2003	22	Huesca	00 a 04	Hombres	4087
2003	22	Huesca	05 a 09	Hombres	4338
2003	22	Huesca	10 a 14	Hombres	4688
2003	22	Huesca	15 a 19	Hombres	5354
2003	22	Huesca	20 a 24	Hombres	7086
2003	22	Huesca	25 a 29	Hombres	8441
2003	22	Huesca	30 a 34	Hombres	8418
2003	22	Huesca	35 a 39	Hombres	8793
2003	22	Huesca	40 a 44	Hombres	8419
2003	22	Huesca	45 a 49	Hombres	7424
2003	22	Huesca	50 a 54	Hombres	6509
2003	22	Huesca	55 a 59	Hombres	6004
2003	22	Huesca	60 a 64	Hombres	4517
2003	22	Huesca	65 a 69	Hombres	6122
2003	22	Huesca	70 a 74	Hombres	6078
2003	22	Huesca	75 a 79	Hombres	5296
2003	22	Huesca	80 a 84	Hombres	3172
2003	22	Huesca	85 a 89	Hombres	1509
2003	22	Huesca	90 a 94	Hombres	559
2003	22	Huesca	95 y más	Hombres	148
2003	44	Teruel	00 a 04	Hombres	2548
2003	44	Teruel	05 a 09	Hombres	2933
2003	44	Teruel	10 a 14	Hombres	3311
2003	44	Teruel	15 a 19	Hombres	3580
2003	44	Teruel	20 a 24	Hombres	4488
2003	44	Teruel	25 a 29	Hombres	5013
2003	44	Teruel	30 a 34	Hombres	5067
2003	44	Teruel	35 a 39	Hombres	5581
2003	44	Teruel	40 a 44	Hombres	5552
2003	44	Teruel	45 a 49	Hombres	4767
2003	44	Teruel	50 a 54	Hombres	4056
2003	44	Teruel	55 a 59	Hombres	3662
2003	44	Teruel	60 a 64	Hombres	3031
2003	44	Teruel	65 a 69	Hombres	4358
2003	44	Teruel	70 a 74	Hombres	4754
2003	44	Teruel	75 a 79	Hombres	3980
2003	44	Teruel	80 a 84	Hombres	2323
2003	44	Teruel	85 a 89	Hombres	1048
2003	44	Teruel	90 a 94	Hombres	459
2003	44	Teruel	95 y más	Hombres	130
2003	50	Zaragoza	00 a 04	Hombres	18974
2003	50	Zaragoza	05 a 09	Hombres	18443
2003	50	Zaragoza	10 a 14	Hombres	19733
2003	50	Zaragoza	15 a 19	Hombres	22785
2003	50	Zaragoza	20 a 24	Hombres	30764
2003	50	Zaragoza	25 a 29	Hombres	38105
2003	50	Zaragoza	30 a 34	Hombres	37408
2003	50	Zaragoza	35 a 39	Hombres	35877
2003	50	Zaragoza	40 a 44	Hombres	33520
2003	50	Zaragoza	45 a 49	Hombres	29650
2003	50	Zaragoza	50 a 54	Hombres	27455
2003	50	Zaragoza	55 a 59	Hombres	25712
2003	50	Zaragoza	60 a 64	Hombres	20367
2003	50	Zaragoza	65 a 69	Hombres	21809
2003	50	Zaragoza	70 a 74	Hombres	20693
2003	50	Zaragoza	75 a 79	Hombres	15644
2003	50	Zaragoza	80 a 84	Hombres	9701
2003	50	Zaragoza	85 a 89	Hombres	4138
2003	50	Zaragoza	90 a 94	Hombres	1486
2003	50	Zaragoza	95 y más	Hombres	343
2004	22	Huesca	00 a 04	Hombres	4161
2004	22	Huesca	05 a 09	Hombres	4461
2004	22	Huesca	10 a 14	Hombres	4619
2004	22	Huesca	15 a 19	Hombres	5238
2004	22	Huesca	20 a 24	Hombres	6888
2004	22	Huesca	25 a 29	Hombres	8693
2004	22	Huesca	30 a 34	Hombres	8657
2004	22	Huesca	35 a 39	Hombres	8735
2004	22	Huesca	40 a 44	Hombres	8551
2004	22	Huesca	45 a 49	Hombres	7713
2004	22	Huesca	50 a 54	Hombres	6626
2004	22	Huesca	55 a 59	Hombres	6149
2004	22	Huesca	60 a 64	Hombres	4769
2004	22	Huesca	65 a 69	Hombres	5723
2004	22	Huesca	70 a 74	Hombres	6046
2004	22	Huesca	75 a 79	Hombres	5286
2004	22	Huesca	80 a 84	Hombres	3424
2004	22	Huesca	85 a 89	Hombres	1497
2004	22	Huesca	90 a 94	Hombres	573
2004	22	Huesca	95 y más	Hombres	152
2004	44	Teruel	00 a 04	Hombres	2516
2004	44	Teruel	05 a 09	Hombres	2890
2004	44	Teruel	10 a 14	Hombres	3324
2004	44	Teruel	15 a 19	Hombres	3623
2004	44	Teruel	20 a 24	Hombres	4379
2004	44	Teruel	25 a 29	Hombres	5168
2004	44	Teruel	30 a 34	Hombres	5099
2004	44	Teruel	35 a 39	Hombres	5522
2004	44	Teruel	40 a 44	Hombres	5663
2004	44	Teruel	45 a 49	Hombres	4969
2004	44	Teruel	50 a 54	Hombres	4181
2004	44	Teruel	55 a 59	Hombres	3742
2004	44	Teruel	60 a 64	Hombres	3172
2004	44	Teruel	65 a 69	Hombres	3924
2004	44	Teruel	70 a 74	Hombres	4715
2004	44	Teruel	75 a 79	Hombres	4044
2004	44	Teruel	80 a 84	Hombres	2519
2004	44	Teruel	85 a 89	Hombres	1055
2004	44	Teruel	90 a 94	Hombres	434
2004	44	Teruel	95 y más	Hombres	134
2004	50	Zaragoza	00 a 04	Hombres	19901
2004	50	Zaragoza	05 a 09	Hombres	18935
2004	50	Zaragoza	10 a 14	Hombres	19897
2004	50	Zaragoza	15 a 19	Hombres	22545
2004	50	Zaragoza	20 a 24	Hombres	29733
2004	50	Zaragoza	25 a 29	Hombres	39051
2004	50	Zaragoza	30 a 34	Hombres	39037
2004	50	Zaragoza	35 a 39	Hombres	37159
2004	50	Zaragoza	40 a 44	Hombres	34784
2004	50	Zaragoza	45 a 49	Hombres	31100
2004	50	Zaragoza	50 a 54	Hombres	27526
2004	50	Zaragoza	55 a 59	Hombres	26541
2004	50	Zaragoza	60 a 64	Hombres	21723
2004	50	Zaragoza	65 a 69	Hombres	20337
2004	50	Zaragoza	70 a 74	Hombres	21078
2004	50	Zaragoza	75 a 79	Hombres	16041
2004	50	Zaragoza	80 a 84	Hombres	10336
2004	50	Zaragoza	85 a 89	Hombres	4233
2004	50	Zaragoza	90 a 94	Hombres	1515
2004	50	Zaragoza	95 y más	Hombres	368
2005	22	Huesca	00 a 04	Hombres	4369
2005	22	Huesca	05 a 09	Hombres	4518
2005	22	Huesca	10 a 14	Hombres	4687
2005	22	Huesca	15 a 19	Hombres	5207
2005	22	Huesca	20 a 24	Hombres	6708
2005	22	Huesca	25 a 29	Hombres	8967
2005	22	Huesca	30 a 34	Hombres	8980
2005	22	Huesca	35 a 39	Hombres	8889
2005	22	Huesca	40 a 44	Hombres	8842
2005	22	Huesca	45 a 49	Hombres	8134
2005	22	Huesca	50 a 54	Hombres	6720
2005	22	Huesca	55 a 59	Hombres	6314
2005	22	Huesca	60 a 64	Hombres	5196
2005	22	Huesca	65 a 69	Hombres	5123
2005	22	Huesca	70 a 74	Hombres	6006
2005	22	Huesca	75 a 79	Hombres	5214
2005	22	Huesca	80 a 84	Hombres	3719
2005	22	Huesca	85 a 89	Hombres	1517
2005	22	Huesca	90 a 94	Hombres	622
2005	22	Huesca	95 y más	Hombres	137
2005	44	Teruel	00 a 04	Hombres	2671
2005	44	Teruel	05 a 09	Hombres	2873
2005	44	Teruel	10 a 14	Hombres	3317
2005	44	Teruel	15 a 19	Hombres	3691
2005	44	Teruel	20 a 24	Hombres	4421
2005	44	Teruel	25 a 29	Hombres	5316
2005	44	Teruel	30 a 34	Hombres	5314
2005	44	Teruel	35 a 39	Hombres	5501
2005	44	Teruel	40 a 44	Hombres	5808
2005	44	Teruel	45 a 49	Hombres	5321
2005	44	Teruel	50 a 54	Hombres	4258
2005	44	Teruel	55 a 59	Hombres	3793
2005	44	Teruel	60 a 64	Hombres	3488
2005	44	Teruel	65 a 69	Hombres	3467
2005	44	Teruel	70 a 74	Hombres	4566
2005	44	Teruel	75 a 79	Hombres	4103
2005	44	Teruel	80 a 84	Hombres	2706
2005	44	Teruel	85 a 89	Hombres	1071
2005	44	Teruel	90 a 94	Hombres	456
2005	44	Teruel	95 y más	Hombres	132
2005	50	Zaragoza	00 a 04	Hombres	20585
2005	50	Zaragoza	05 a 09	Hombres	19457
2005	50	Zaragoza	10 a 14	Hombres	19814
2005	50	Zaragoza	15 a 19	Hombres	22342
2005	50	Zaragoza	20 a 24	Hombres	29453
2005	50	Zaragoza	25 a 29	Hombres	39491
2005	50	Zaragoza	30 a 34	Hombres	40818
2005	50	Zaragoza	35 a 39	Hombres	37998
2005	50	Zaragoza	40 a 44	Hombres	36177
2005	50	Zaragoza	45 a 49	Hombres	32459
2005	50	Zaragoza	50 a 54	Hombres	27741
2005	50	Zaragoza	55 a 59	Hombres	26759
2005	50	Zaragoza	60 a 64	Hombres	23316
2005	50	Zaragoza	65 a 69	Hombres	18992
2005	50	Zaragoza	70 a 74	Hombres	21166
2005	50	Zaragoza	75 a 79	Hombres	16251
2005	50	Zaragoza	80 a 84	Hombres	10877
2005	50	Zaragoza	85 a 89	Hombres	4385
2005	50	Zaragoza	90 a 94	Hombres	1562
2005	50	Zaragoza	95 y más	Hombres	363
2006	22	Huesca	00 a 04	Hombres	4637
2006	22	Huesca	05 a 09	Hombres	4577
2006	22	Huesca	10 a 14	Hombres	4760
2006	22	Huesca	15 a 19	Hombres	5126
2006	22	Huesca	20 a 24	Hombres	6564
2006	22	Huesca	25 a 29	Hombres	8871
2006	22	Huesca	30 a 34	Hombres	9175
2006	22	Huesca	35 a 39	Hombres	8911
2006	22	Huesca	40 a 44	Hombres	9077
2006	22	Huesca	45 a 49	Hombres	8310
2006	22	Huesca	50 a 54	Hombres	7026
2006	22	Huesca	55 a 59	Hombres	6385
2006	22	Huesca	60 a 64	Hombres	5414
2006	22	Huesca	65 a 69	Hombres	4816
2006	22	Huesca	70 a 74	Hombres	5929
2006	22	Huesca	75 a 79	Hombres	5169
2006	22	Huesca	80 a 84	Hombres	3830
2006	22	Huesca	85 a 89	Hombres	1622
2006	22	Huesca	90 a 94	Hombres	634
2006	22	Huesca	95 y más	Hombres	150
2006	44	Teruel	00 a 04	Hombres	2728
2006	44	Teruel	05 a 09	Hombres	2952
2006	44	Teruel	10 a 14	Hombres	3185
2006	44	Teruel	15 a 19	Hombres	3698
2006	44	Teruel	20 a 24	Hombres	4445
2006	44	Teruel	25 a 29	Hombres	5457
2006	44	Teruel	30 a 34	Hombres	5540
2006	44	Teruel	35 a 39	Hombres	5471
2006	44	Teruel	40 a 44	Hombres	5834
2006	44	Teruel	45 a 49	Hombres	5591
2006	44	Teruel	50 a 54	Hombres	4417
2006	44	Teruel	55 a 59	Hombres	3861
2006	44	Teruel	60 a 64	Hombres	3417
2006	44	Teruel	65 a 69	Hombres	3351
2006	44	Teruel	70 a 74	Hombres	4434
2006	44	Teruel	75 a 79	Hombres	4145
2006	44	Teruel	80 a 84	Hombres	2795
2006	44	Teruel	85 a 89	Hombres	1158
2006	44	Teruel	90 a 94	Hombres	466
2006	44	Teruel	95 y más	Hombres	124
2006	50	Zaragoza	00 a 04	Hombres	21037
2006	50	Zaragoza	05 a 09	Hombres	19955
2006	50	Zaragoza	10 a 14	Hombres	19918
2006	50	Zaragoza	15 a 19	Hombres	21974
2006	50	Zaragoza	20 a 24	Hombres	28263
2006	50	Zaragoza	25 a 29	Hombres	38393
2006	50	Zaragoza	30 a 34	Hombres	41178
2006	50	Zaragoza	35 a 39	Hombres	38853
2006	50	Zaragoza	40 a 44	Hombres	36561
2006	50	Zaragoza	45 a 49	Hombres	33292
2006	50	Zaragoza	50 a 54	Hombres	28364
2006	50	Zaragoza	55 a 59	Hombres	26666
2006	50	Zaragoza	60 a 64	Hombres	23662
2006	50	Zaragoza	65 a 69	Hombres	19205
2006	50	Zaragoza	70 a 74	Hombres	20886
2006	50	Zaragoza	75 a 79	Hombres	16622
2006	50	Zaragoza	80 a 84	Hombres	11099
2006	50	Zaragoza	85 a 89	Hombres	4692
2006	50	Zaragoza	90 a 94	Hombres	1611
2006	50	Zaragoza	95 y más	Hombres	376
2007	22	Huesca	00 a 04	Hombres	4763
2007	22	Huesca	05 a 09	Hombres	4698
2007	22	Huesca	10 a 14	Hombres	4799
2007	22	Huesca	15 a 19	Hombres	5120
2007	22	Huesca	20 a 24	Hombres	6455
2007	22	Huesca	25 a 29	Hombres	8700
2007	22	Huesca	30 a 34	Hombres	9336
2007	22	Huesca	35 a 39	Hombres	8945
2007	22	Huesca	40 a 44	Hombres	9194
2007	22	Huesca	45 a 49	Hombres	8555
2007	22	Huesca	50 a 54	Hombres	7378
2007	22	Huesca	55 a 59	Hombres	6370
2007	22	Huesca	60 a 64	Hombres	5711
2007	22	Huesca	65 a 69	Hombres	4554
2007	22	Huesca	70 a 74	Hombres	5783
2007	22	Huesca	75 a 79	Hombres	5171
2007	22	Huesca	80 a 84	Hombres	3876
2007	22	Huesca	85 a 89	Hombres	1775
2007	22	Huesca	90 a 94	Hombres	640
2007	22	Huesca	95 y más	Hombres	155
2007	44	Teruel	00 a 04	Hombres	2844
2007	44	Teruel	05 a 09	Hombres	3044
2007	44	Teruel	10 a 14	Hombres	3215
2007	44	Teruel	15 a 19	Hombres	3670
2007	44	Teruel	20 a 24	Hombres	4522
2007	44	Teruel	25 a 29	Hombres	5610
2007	44	Teruel	30 a 34	Hombres	5767
2007	44	Teruel	35 a 39	Hombres	5522
2007	44	Teruel	40 a 44	Hombres	5937
2007	44	Teruel	45 a 49	Hombres	5757
2007	44	Teruel	50 a 54	Hombres	4639
2007	44	Teruel	55 a 59	Hombres	3955
2007	44	Teruel	60 a 64	Hombres	3567
2007	44	Teruel	65 a 69	Hombres	3112
2007	44	Teruel	70 a 74	Hombres	4262
2007	44	Teruel	75 a 79	Hombres	4135
2007	44	Teruel	80 a 84	Hombres	2882
2007	44	Teruel	85 a 89	Hombres	1287
2007	44	Teruel	90 a 94	Hombres	426
2007	44	Teruel	95 y más	Hombres	109
2007	50	Zaragoza	00 a 04	Hombres	21863
2007	50	Zaragoza	05 a 09	Hombres	20757
2007	50	Zaragoza	10 a 14	Hombres	20189
2007	50	Zaragoza	15 a 19	Hombres	21897
2007	50	Zaragoza	20 a 24	Hombres	27749
2007	50	Zaragoza	25 a 29	Hombres	37718
2007	50	Zaragoza	30 a 34	Hombres	42646
2007	50	Zaragoza	35 a 39	Hombres	40121
2007	50	Zaragoza	40 a 44	Hombres	37867
2007	50	Zaragoza	45 a 49	Hombres	34251
2007	50	Zaragoza	50 a 54	Hombres	29429
2007	50	Zaragoza	55 a 59	Hombres	26857
2007	50	Zaragoza	60 a 64	Hombres	24441
2007	50	Zaragoza	65 a 69	Hombres	18678
2007	50	Zaragoza	70 a 74	Hombres	20712
2007	50	Zaragoza	75 a 79	Hombres	17171
2007	50	Zaragoza	80 a 84	Hombres	11182
2007	50	Zaragoza	85 a 89	Hombres	5205
2007	50	Zaragoza	90 a 94	Hombres	1629
2007	50	Zaragoza	95 y más	Hombres	394
2008	22	Huesca	00 a 04	Hombres	5071
2008	22	Huesca	05 a 09	Hombres	4821
2008	22	Huesca	10 a 14	Hombres	4910
2008	22	Huesca	15 a 19	Hombres	5319
2008	22	Huesca	20 a 24	Hombres	6403
2008	22	Huesca	25 a 29	Hombres	8761
2008	22	Huesca	30 a 34	Hombres	9907
2008	22	Huesca	35 a 39	Hombres	9300
2008	22	Huesca	40 a 44	Hombres	9479
2008	22	Huesca	45 a 49	Hombres	8858
2008	22	Huesca	50 a 54	Hombres	7736
2008	22	Huesca	55 a 59	Hombres	6529
2008	22	Huesca	60 a 64	Hombres	5982
2008	22	Huesca	65 a 69	Hombres	4362
2008	22	Huesca	70 a 74	Hombres	5658
2008	22	Huesca	75 a 79	Hombres	5189
2008	22	Huesca	80 a 84	Hombres	3931
2008	22	Huesca	85 a 89	Hombres	1939
2008	22	Huesca	90 a 94	Hombres	619
2008	22	Huesca	95 y más	Hombres	165
2008	44	Teruel	00 a 04	Hombres	3035
2008	44	Teruel	05 a 09	Hombres	3043
2008	44	Teruel	10 a 14	Hombres	3279
2008	44	Teruel	15 a 19	Hombres	3686
2008	44	Teruel	20 a 24	Hombres	4635
2008	44	Teruel	25 a 29	Hombres	5674
2008	44	Teruel	30 a 34	Hombres	6019
2008	44	Teruel	35 a 39	Hombres	5686
2008	44	Teruel	40 a 44	Hombres	6131
2008	44	Teruel	45 a 49	Hombres	5903
2008	44	Teruel	50 a 54	Hombres	4934
2008	44	Teruel	55 a 59	Hombres	4114
2008	44	Teruel	60 a 64	Hombres	3677
2008	44	Teruel	65 a 69	Hombres	2965
2008	44	Teruel	70 a 74	Hombres	4008
2008	44	Teruel	75 a 79	Hombres	4085
2008	44	Teruel	80 a 84	Hombres	2990
2008	44	Teruel	85 a 89	Hombres	1403
2008	44	Teruel	90 a 94	Hombres	392
2008	44	Teruel	95 y más	Hombres	118
2008	50	Zaragoza	00 a 04	Hombres	23055
2008	50	Zaragoza	05 a 09	Hombres	21578
2008	50	Zaragoza	10 a 14	Hombres	20621
2008	50	Zaragoza	15 a 19	Hombres	22497
2008	50	Zaragoza	20 a 24	Hombres	28527
2008	50	Zaragoza	25 a 29	Hombres	38163
2008	50	Zaragoza	30 a 34	Hombres	44177
2008	50	Zaragoza	35 a 39	Hombres	42242
2008	50	Zaragoza	40 a 44	Hombres	38991
2008	50	Zaragoza	45 a 49	Hombres	35534
2008	50	Zaragoza	50 a 54	Hombres	30405
2008	50	Zaragoza	55 a 59	Hombres	27357
2008	50	Zaragoza	60 a 64	Hombres	24923
2008	50	Zaragoza	65 a 69	Hombres	19270
2008	50	Zaragoza	70 a 74	Hombres	19734
2008	50	Zaragoza	75 a 79	Hombres	17489
2008	50	Zaragoza	80 a 84	Hombres	11455
2008	50	Zaragoza	85 a 89	Hombres	5623
2008	50	Zaragoza	90 a 94	Hombres	1629
2008	50	Zaragoza	95 y más	Hombres	417
2009	22	Huesca	00 a 04	Hombres	5322
2009	22	Huesca	05 a 09	Hombres	4894
2009	22	Huesca	10 a 14	Hombres	5011
2009	22	Huesca	15 a 19	Hombres	5261
2009	22	Huesca	20 a 24	Hombres	6399
2009	22	Huesca	25 a 29	Hombres	8582
2009	22	Huesca	30 a 34	Hombres	10208
2009	22	Huesca	35 a 39	Hombres	9639
2009	22	Huesca	40 a 44	Hombres	9513
2009	22	Huesca	45 a 49	Hombres	9047
2009	22	Huesca	50 a 54	Hombres	8047
2009	22	Huesca	55 a 59	Hombres	6681
2009	22	Huesca	60 a 64	Hombres	6124
2009	22	Huesca	65 a 69	Hombres	4594
2009	22	Huesca	70 a 74	Hombres	5282
2009	22	Huesca	75 a 79	Hombres	5190
2009	22	Huesca	80 a 84	Hombres	3944
2009	22	Huesca	85 a 89	Hombres	2092
2009	22	Huesca	90 a 94	Hombres	620
2009	22	Huesca	95 y más	Hombres	180
2009	44	Teruel	00 a 04	Hombres	3156
2009	44	Teruel	05 a 09	Hombres	3026
2009	44	Teruel	10 a 14	Hombres	3250
2009	44	Teruel	15 a 19	Hombres	3617
2009	44	Teruel	20 a 24	Hombres	4548
2009	44	Teruel	25 a 29	Hombres	5528
2009	44	Teruel	30 a 34	Hombres	6002
2009	44	Teruel	35 a 39	Hombres	5686
2009	44	Teruel	40 a 44	Hombres	6036
2009	44	Teruel	45 a 49	Hombres	5953
2009	44	Teruel	50 a 54	Hombres	5150
2009	44	Teruel	55 a 59	Hombres	4229
2009	44	Teruel	60 a 64	Hombres	3746
2009	44	Teruel	65 a 69	Hombres	3063
2009	44	Teruel	70 a 74	Hombres	3585
2009	44	Teruel	75 a 79	Hombres	4097
2009	44	Teruel	80 a 84	Hombres	2994
2009	44	Teruel	85 a 89	Hombres	1524
2009	44	Teruel	90 a 94	Hombres	433
2009	44	Teruel	95 y más	Hombres	110
2009	50	Zaragoza	00 a 04	Hombres	24258
2009	50	Zaragoza	05 a 09	Hombres	22466
2009	50	Zaragoza	10 a 14	Hombres	20951
2009	50	Zaragoza	15 a 19	Hombres	22463
2009	50	Zaragoza	20 a 24	Hombres	28371
2009	50	Zaragoza	25 a 29	Hombres	37080
2009	50	Zaragoza	30 a 34	Hombres	45236
2009	50	Zaragoza	35 a 39	Hombres	43267
2009	50	Zaragoza	40 a 44	Hombres	40014
2009	50	Zaragoza	45 a 49	Hombres	36485
2009	50	Zaragoza	50 a 54	Hombres	31619
2009	50	Zaragoza	55 a 59	Hombres	27300
2009	50	Zaragoza	60 a 64	Hombres	25546
2009	50	Zaragoza	65 a 69	Hombres	20420
2009	50	Zaragoza	70 a 74	Hombres	18402
2009	50	Zaragoza	75 a 79	Hombres	17749
2009	50	Zaragoza	80 a 84	Hombres	11729
2009	50	Zaragoza	85 a 89	Hombres	6037
2009	50	Zaragoza	90 a 94	Hombres	1631
2009	50	Zaragoza	95 y más	Hombres	432
2010	22	Huesca	00 a 04	Hombres	5415
2010	22	Huesca	05 a 09	Hombres	5000
2010	22	Huesca	10 a 14	Hombres	4996
2010	22	Huesca	15 a 19	Hombres	5229
2010	22	Huesca	20 a 24	Hombres	6216
2010	22	Huesca	25 a 29	Hombres	8096
2010	22	Huesca	30 a 34	Hombres	10015
2010	22	Huesca	35 a 39	Hombres	9685
2010	22	Huesca	40 a 44	Hombres	9448
2010	22	Huesca	45 a 49	Hombres	9201
2010	22	Huesca	50 a 54	Hombres	8344
2010	22	Huesca	55 a 59	Hombres	6777
2010	22	Huesca	60 a 64	Hombres	6254
2010	22	Huesca	65 a 69	Hombres	4967
2010	22	Huesca	70 a 74	Hombres	4699
2010	22	Huesca	75 a 79	Hombres	5161
2010	22	Huesca	80 a 84	Hombres	3942
2010	22	Huesca	85 a 89	Hombres	2274
2010	22	Huesca	90 a 94	Hombres	617
2010	22	Huesca	95 y más	Hombres	188
2010	44	Teruel	00 a 04	Hombres	3144
2010	44	Teruel	05 a 09	Hombres	3143
2010	44	Teruel	10 a 14	Hombres	3172
2010	44	Teruel	15 a 19	Hombres	3612
2010	44	Teruel	20 a 24	Hombres	4261
2010	44	Teruel	25 a 29	Hombres	5070
2010	44	Teruel	30 a 34	Hombres	5732
2010	44	Teruel	35 a 39	Hombres	5605
2010	44	Teruel	40 a 44	Hombres	5755
2010	44	Teruel	45 a 49	Hombres	5953
2010	44	Teruel	50 a 54	Hombres	5387
2010	44	Teruel	55 a 59	Hombres	4254
2010	44	Teruel	60 a 64	Hombres	3777
2010	44	Teruel	65 a 69	Hombres	3322
2010	44	Teruel	70 a 74	Hombres	3174
2010	44	Teruel	75 a 79	Hombres	3933
2010	44	Teruel	80 a 84	Hombres	3087
2010	44	Teruel	85 a 89	Hombres	1634
2010	44	Teruel	90 a 94	Hombres	436
2010	44	Teruel	95 y más	Hombres	112
2010	50	Zaragoza	00 a 04	Hombres	24923
2010	50	Zaragoza	05 a 09	Hombres	22986
2010	50	Zaragoza	10 a 14	Hombres	21319
2010	50	Zaragoza	15 a 19	Hombres	22004
2010	50	Zaragoza	20 a 24	Hombres	27207
2010	50	Zaragoza	25 a 29	Hombres	35062
2010	50	Zaragoza	30 a 34	Hombres	43965
2010	50	Zaragoza	35 a 39	Hombres	43641
2010	50	Zaragoza	40 a 44	Hombres	40161
2010	50	Zaragoza	45 a 49	Hombres	37300
2010	50	Zaragoza	50 a 54	Hombres	32822
2010	50	Zaragoza	55 a 59	Hombres	27463
2010	50	Zaragoza	60 a 64	Hombres	25744
2010	50	Zaragoza	65 a 69	Hombres	21847
2010	50	Zaragoza	70 a 74	Hombres	17165
2010	50	Zaragoza	75 a 79	Hombres	17827
2010	50	Zaragoza	80 a 84	Hombres	12024
2010	50	Zaragoza	85 a 89	Hombres	6447
2010	50	Zaragoza	90 a 94	Hombres	1729
2010	50	Zaragoza	95 y más	Hombres	454
2011	22	Huesca	00 a 04	Hombres	5396
2011	22	Huesca	05 a 09	Hombres	5079
2011	22	Huesca	10 a 14	Hombres	4987
2011	22	Huesca	15 a 19	Hombres	5260
2011	22	Huesca	20 a 24	Hombres	5971
2011	22	Huesca	25 a 29	Hombres	7648
2011	22	Huesca	30 a 34	Hombres	9793
2011	22	Huesca	35 a 39	Hombres	9700
2011	22	Huesca	40 a 44	Hombres	9401
2011	22	Huesca	45 a 49	Hombres	9300
2011	22	Huesca	50 a 54	Hombres	8434
2011	22	Huesca	55 a 59	Hombres	7034
2011	22	Huesca	60 a 64	Hombres	6309
2011	22	Huesca	65 a 69	Hombres	5157
2011	22	Huesca	70 a 74	Hombres	4401
2011	22	Huesca	75 a 79	Hombres	5140
2011	22	Huesca	80 a 84	Hombres	3960
2011	22	Huesca	85 a 89	Hombres	2414
2011	22	Huesca	90 a 94	Hombres	669
2011	22	Huesca	95 y más	Hombres	171
2011	44	Teruel	00 a 04	Hombres	3182
2011	44	Teruel	05 a 09	Hombres	3105
2011	44	Teruel	10 a 14	Hombres	3245
2011	44	Teruel	15 a 19	Hombres	3490
2011	44	Teruel	20 a 24	Hombres	4124
2011	44	Teruel	25 a 29	Hombres	4811
2011	44	Teruel	30 a 34	Hombres	5634
2011	44	Teruel	35 a 39	Hombres	5579
2011	44	Teruel	40 a 44	Hombres	5597
2011	44	Teruel	45 a 49	Hombres	5899
2011	44	Teruel	50 a 54	Hombres	5646
2011	44	Teruel	55 a 59	Hombres	4360
2011	44	Teruel	60 a 64	Hombres	3787
2011	44	Teruel	65 a 69	Hombres	3281
2011	44	Teruel	70 a 74	Hombres	3065
2011	44	Teruel	75 a 79	Hombres	3801
2011	44	Teruel	80 a 84	Hombres	3135
2011	44	Teruel	85 a 89	Hombres	1675
2011	44	Teruel	90 a 94	Hombres	476
2011	44	Teruel	95 y más	Hombres	116
2011	50	Zaragoza	00 a 04	Hombres	25164
2011	50	Zaragoza	05 a 09	Hombres	23385
2011	50	Zaragoza	10 a 14	Hombres	21575
2011	50	Zaragoza	15 a 19	Hombres	21694
2011	50	Zaragoza	20 a 24	Hombres	25758
2011	50	Zaragoza	25 a 29	Hombres	32869
2011	50	Zaragoza	30 a 34	Hombres	42301
2011	50	Zaragoza	35 a 39	Hombres	43816
2011	50	Zaragoza	40 a 44	Hombres	40835
2011	50	Zaragoza	45 a 49	Hombres	37597
2011	50	Zaragoza	50 a 54	Hombres	33559
2011	50	Zaragoza	55 a 59	Hombres	28066
2011	50	Zaragoza	60 a 64	Hombres	25693
