Municipio código	Municipio nombre	Tipo local	Actividad del local	Número de locales
50132	Joyosa (La)	Local industrial	Activo	4
50133	Lagata	No aplicable	Inactivo	3
50133	Lagata	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	3
50133	Lagata	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
50133	Lagata	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50133	Lagata	Oficinas(incluye también el resto de servicios)	Activo	9
50133	Lagata	Local industrial	Activo	1
50134	Langa del Castillo	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50134	Langa del Castillo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50134	Langa del Castillo	Local comercial	Activo	2
50134	Langa del Castillo	Oficinas(incluye también el resto de servicios)	Activo	4
50134	Langa del Castillo	Local agrario	Activo	2
50135	Layana	No aplicable	Inactivo	2
50135	Layana	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50135	Layana	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50135	Layana	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50135	Layana	Local comercial	Activo	5
50135	Layana	Oficinas(incluye también el resto de servicios)	Activo	2
50135	Layana	Local industrial	Activo	2
50136	Lécera	No aplicable	Inactivo	92
50136	Lécera	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50136	Lécera	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50136	Lécera	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50136	Lécera	Local comercial	Activo	22
50136	Lécera	Oficinas(incluye también el resto de servicios)	Activo	2
50136	Lécera	Local industrial	Activo	2
50136	Lécera	Local agrario	Activo	1
50137	Leciñena	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50137	Leciñena	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
50137	Leciñena	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
50137	Leciñena	Local comercial	Activo	21
50137	Leciñena	Oficinas(incluye también el resto de servicios)	Activo	6
50137	Leciñena	Local industrial	Activo	6
50137	Leciñena	Local agrario	Activo	1
50138	Lechón	No aplicable	Inactivo	7
50138	Lechón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50138	Lechón	Local comercial	Activo	1
50138	Lechón	Oficinas(incluye también el resto de servicios)	Activo	1
50139	Letux	No aplicable	Inactivo	2
50139	Letux	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50139	Letux	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50139	Letux	Local comercial	Activo	3
50139	Letux	Oficinas(incluye también el resto de servicios)	Activo	11
50139	Letux	Local industrial	Activo	3
50139	Letux	Local agrario	Activo	9
50140	Litago	No aplicable	Inactivo	3
50140	Litago	Local comercial	Activo	3
50140	Litago	Oficinas(incluye también el resto de servicios)	Activo	6
50141	Lituénigo	No aplicable	Inactivo	8
50141	Lituénigo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50141	Lituénigo	Oficinas(incluye también el resto de servicios)	Activo	1
50142	Lobera de Onsella	Local comercial	Activo	1
50142	Lobera de Onsella	Oficinas(incluye también el resto de servicios)	Activo	1
50143	Longares	No aplicable	Inactivo	4
50143	Longares	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50143	Longares	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
50143	Longares	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50143	Longares	Local comercial	Activo	11
50143	Longares	Local industrial	Activo	1
50144	Longás	Oficinas(incluye también el resto de servicios)	Activo	4
50146	Lucena de Jalón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50146	Lucena de Jalón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50146	Lucena de Jalón	Local comercial	Activo	4
50146	Lucena de Jalón	Oficinas(incluye también el resto de servicios)	Activo	5
50147	Luceni	No aplicable	Inactivo	7
50147	Luceni	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50147	Luceni	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50147	Luceni	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
50147	Luceni	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50147	Luceni	Local comercial	Activo	20
50147	Luceni	Oficinas(incluye también el resto de servicios)	Activo	4
50147	Luceni	Local industrial	Activo	8
50147	Luceni	Local agrario	Activo	1
50148	Luesia	No aplicable	Inactivo	5
50148	Luesia	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50148	Luesia	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
50148	Luesia	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
50148	Luesia	Local comercial	Activo	17
50148	Luesia	Oficinas(incluye también el resto de servicios)	Activo	14
50148	Luesia	Local industrial	Activo	9
50149	Luesma	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50149	Luesma	Oficinas(incluye también el resto de servicios)	Activo	1
50150	Lumpiaque	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50150	Lumpiaque	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50150	Lumpiaque	Local comercial	Activo	16
50150	Lumpiaque	Oficinas(incluye también el resto de servicios)	Activo	4
50150	Lumpiaque	Local industrial	Activo	5
50151	Luna	No aplicable	Inactivo	3
50151	Luna	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	3
50151	Luna	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
50151	Luna	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
50151	Luna	Local comercial	Activo	12
50151	Luna	Oficinas(incluye también el resto de servicios)	Activo	22
50151	Luna	Local industrial	Activo	3
50152	Maella	No aplicable	Inactivo	82
50152	Maella	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50152	Maella	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50152	Maella	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
50152	Maella	Local comercial	Activo	37
50152	Maella	Oficinas(incluye también el resto de servicios)	Activo	13
50152	Maella	Local industrial	Activo	8
50152	Maella	Local agrario	Activo	2
50153	Magallón	No aplicable	Inactivo	13
50153	Magallón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50153	Magallón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	9
50153	Magallón	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50153	Magallón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
50153	Magallón	Local comercial	Activo	23
50153	Magallón	Oficinas(incluye también el resto de servicios)	Activo	11
50153	Magallón	Local industrial	Activo	10
50154	Mainar	No aplicable	Inactivo	1
50154	Mainar	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50154	Mainar	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50154	Mainar	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50154	Mainar	Local comercial	Activo	4
50154	Mainar	Oficinas(incluye también el resto de servicios)	Activo	5
50154	Mainar	Local industrial	Activo	1
50156	Maleján	No aplicable	Inactivo	4
50156	Maleján	Local comercial	Activo	1
50156	Maleján	Local industrial	Activo	2
50157	Malón	No aplicable	Inactivo	17
50157	Malón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50157	Malón	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50157	Malón	Local comercial	Activo	3
50157	Malón	Oficinas(incluye también el resto de servicios)	Activo	2
50157	Malón	Local industrial	Activo	1
50159	Maluenda	No aplicable	Inactivo	1
50159	Maluenda	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50159	Maluenda	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50159	Maluenda	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
50159	Maluenda	Local comercial	Activo	18
50159	Maluenda	Oficinas(incluye también el resto de servicios)	Activo	4
50159	Maluenda	Local industrial	Activo	4
50159	Maluenda	Local agrario	Activo	1
50160	Mallén	No aplicable	Inactivo	20
50160	Mallén	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
50160	Mallén	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	5
50160	Mallén	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
50160	Mallén	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	5
50160	Mallén	Local comercial	Activo	49
50160	Mallén	Oficinas(incluye también el resto de servicios)	Activo	43
50160	Mallén	Local industrial	Activo	15
50160	Mallén	Local agrario	Activo	2
50161	Manchones	Local comercial	Activo	2
50162	Mara	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
50162	Mara	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50162	Mara	Oficinas(incluye también el resto de servicios)	Activo	8
50162	Mara	Local industrial	Activo	1
50163	María de Huerva	No aplicable	Inactivo	7
50163	María de Huerva	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50163	María de Huerva	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
50163	María de Huerva	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
50163	María de Huerva	Local comercial	Activo	9
50163	María de Huerva	Oficinas(incluye también el resto de servicios)	Activo	10
50163	María de Huerva	Local industrial	Activo	123
50165	Mequinenza	No aplicable	Inactivo	33
50165	Mequinenza	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50165	Mequinenza	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
50165	Mequinenza	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	5
50165	Mequinenza	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	7
50165	Mequinenza	Local comercial	Activo	75
50165	Mequinenza	Oficinas(incluye también el resto de servicios)	Activo	15
50165	Mequinenza	Local industrial	Activo	2
50166	Mesones de Isuela	No aplicable	Inactivo	1
50166	Mesones de Isuela	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50166	Mesones de Isuela	Local industrial	Activo	1
50167	Mezalocha	No aplicable	Inactivo	10
50167	Mezalocha	Oficinas(incluye también el resto de servicios)	Activo	2
50168	Mianos	No aplicable	Inactivo	2
50168	Mianos	Oficinas(incluye también el resto de servicios)	Activo	3
50169	Miedes de Aragón	No aplicable	Inactivo	38
50169	Miedes de Aragón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50169	Miedes de Aragón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50169	Miedes de Aragón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50169	Miedes de Aragón	Local comercial	Activo	5
50169	Miedes de Aragón	Oficinas(incluye también el resto de servicios)	Activo	9
50169	Miedes de Aragón	Local industrial	Activo	3
50170	Monegrillo	No aplicable	Inactivo	4
50170	Monegrillo	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
50170	Monegrillo	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	4
50170	Monegrillo	Local comercial	Activo	8
50170	Monegrillo	Oficinas(incluye también el resto de servicios)	Activo	6
50170	Monegrillo	Local industrial	Activo	2
50171	Moneva	No aplicable	Inactivo	2
50171	Moneva	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50171	Moneva	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50171	Moneva	Local comercial	Activo	7
50171	Moneva	Oficinas(incluye también el resto de servicios)	Activo	5
50171	Moneva	Local industrial	Activo	1
50172	Monreal de Ariza	No aplicable	Inactivo	2
50172	Monreal de Ariza	Local comercial	Activo	4
50172	Monreal de Ariza	Oficinas(incluye también el resto de servicios)	Activo	1
50173	Monterde	No aplicable	Inactivo	8
50173	Monterde	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50173	Monterde	Oficinas(incluye también el resto de servicios)	Activo	1
50174	Montón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50174	Montón	Local comercial	Activo	1
50174	Montón	Oficinas(incluye también el resto de servicios)	Activo	4
50175	Morata de Jalón	No aplicable	Inactivo	54
50175	Morata de Jalón	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50175	Morata de Jalón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
50175	Morata de Jalón	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50175	Morata de Jalón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
50175	Morata de Jalón	Local comercial	Activo	8
50175	Morata de Jalón	Oficinas(incluye también el resto de servicios)	Activo	19
50175	Morata de Jalón	Local industrial	Activo	10
50175	Morata de Jalón	Local agrario	Activo	2
50176	Morata de Jiloca	No aplicable	Inactivo	1
50176	Morata de Jiloca	Local comercial	Activo	1
50177	Morés	No aplicable	Inactivo	14
50177	Morés	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50177	Morés	Local comercial	Activo	1
50177	Morés	Oficinas(incluye también el resto de servicios)	Activo	9
50177	Morés	Local industrial	Activo	3
50178	Moros	No aplicable	Inactivo	5
50178	Moros	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50178	Moros	Local comercial	Activo	5
50178	Moros	Oficinas(incluye también el resto de servicios)	Activo	3
50178	Moros	Local industrial	Activo	1
50180	Mozota	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50180	Mozota	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50180	Mozota	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50180	Mozota	Local comercial	Activo	2
50180	Mozota	Oficinas(incluye también el resto de servicios)	Activo	1
50180	Mozota	Local industrial	Activo	1
50180	Mozota	Local agrario	Activo	21
50181	Muel	No aplicable	Inactivo	1
50181	Muel	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
50181	Muel	Oficinas(incluye también el resto de servicios)	Activo	1
50181	Muel	Local agrario	Activo	1
50182	Muela (La)	No aplicable	Inactivo	5
50182	Muela (La)	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50182	Muela (La)	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	2
50182	Muela (La)	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50182	Muela (La)	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	3
50182	Muela (La)	Local comercial	Activo	11
50182	Muela (La)	Oficinas(incluye también el resto de servicios)	Activo	11
50182	Muela (La)	Local industrial	Activo	95
50182	Muela (La)	Local agrario	Activo	2
50183	Munébrega	No aplicable	Inactivo	3
50183	Munébrega	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50183	Munébrega	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50183	Munébrega	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50183	Munébrega	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50183	Munébrega	Local comercial	Activo	11
50183	Munébrega	Oficinas(incluye también el resto de servicios)	Activo	3
50183	Munébrega	Local agrario	Activo	1
50184	Murero	No aplicable	Inactivo	1
50184	Murero	Local comercial	Activo	2
50184	Murero	Oficinas(incluye también el resto de servicios)	Activo	1
50185	Murillo de Gállego	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50185	Murillo de Gállego	Local comercial	Activo	2
50186	Navardún	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50186	Navardún	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50186	Navardún	Local comercial	Activo	2
50186	Navardún	Oficinas(incluye también el resto de servicios)	Activo	1
50187	Nigüella	Oficinas(incluye también el resto de servicios)	Activo	1
50188	Nombrevilla	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50188	Nombrevilla	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50188	Nombrevilla	Oficinas(incluye también el resto de servicios)	Activo	2
50189	Nonaspe	No aplicable	Inactivo	36
50189	Nonaspe	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	8
50189	Nonaspe	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50189	Nonaspe	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50189	Nonaspe	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50189	Nonaspe	Local comercial	Activo	58
50189	Nonaspe	Oficinas(incluye también el resto de servicios)	Activo	30
50189	Nonaspe	Local industrial	Activo	33
50189	Nonaspe	Local agrario	Activo	46
50190	Novallas	No aplicable	Inactivo	1
50190	Novallas	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50190	Novallas	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
50190	Novallas	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50190	Novallas	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	8
50190	Novallas	Local comercial	Activo	14
50190	Novallas	Oficinas(incluye también el resto de servicios)	Activo	4
50190	Novallas	Local industrial	Activo	7
50190	Novallas	Local agrario	Activo	1
50191	Novillas	No aplicable	Inactivo	3
50191	Novillas	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50191	Novillas	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	3
50191	Novillas	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50191	Novillas	Local comercial	Activo	11
50191	Novillas	Oficinas(incluye también el resto de servicios)	Activo	5
50191	Novillas	Local industrial	Activo	3
50191	Novillas	Local agrario	Activo	1
50192	Nuévalos	No aplicable	Inactivo	11
50192	Nuévalos	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50192	Nuévalos	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	3
50192	Nuévalos	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50192	Nuévalos	Local comercial	Activo	17
50192	Nuévalos	Oficinas(incluye también el resto de servicios)	Activo	4
50193	Nuez de Ebro	Local comercial	Activo	3
50193	Nuez de Ebro	Local industrial	Activo	1
50194	Olvés	No aplicable	Inactivo	3
50194	Olvés	Local comercial	Activo	2
50194	Olvés	Oficinas(incluye también el resto de servicios)	Activo	3
50195	Orcajo	No aplicable	Inactivo	12
50195	Orcajo	Oficinas(incluye también el resto de servicios)	Activo	4
50196	Orera	No aplicable	Inactivo	2
50196	Orera	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50196	Orera	Oficinas(incluye también el resto de servicios)	Activo	1
50196	Orera	Local agrario	Activo	1
50197	Orés	No aplicable	Inactivo	3
50197	Orés	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50197	Orés	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50197	Orés	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50197	Orés	Local comercial	Activo	1
50197	Orés	Oficinas(incluye también el resto de servicios)	Activo	2
50198	Oseja	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50198	Oseja	Oficinas(incluye también el resto de servicios)	Activo	2
50199	Osera de Ebro	No aplicable	Inactivo	5
50199	Osera de Ebro	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50199	Osera de Ebro	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50199	Osera de Ebro	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50199	Osera de Ebro	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50199	Osera de Ebro	Local comercial	Activo	4
50199	Osera de Ebro	Oficinas(incluye también el resto de servicios)	Activo	2
50200	Paniza	No aplicable	Inactivo	4
50200	Paniza	Local comercial	Activo	1
50200	Paniza	Oficinas(incluye también el resto de servicios)	Activo	1
50200	Paniza	Local industrial	Activo	5
50201	Paracuellos de Jiloca	No aplicable	Inactivo	11
50201	Paracuellos de Jiloca	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50201	Paracuellos de Jiloca	Local comercial	Activo	2
50201	Paracuellos de Jiloca	Oficinas(incluye también el resto de servicios)	Activo	3
50202	Paracuellos de la Ribera	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50202	Paracuellos de la Ribera	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50202	Paracuellos de la Ribera	Local comercial	Activo	5
50202	Paracuellos de la Ribera	Oficinas(incluye también el resto de servicios)	Activo	3
50202	Paracuellos de la Ribera	Local agrario	Activo	1
50203	Pastriz	No aplicable	Inactivo	2
50203	Pastriz	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50203	Pastriz	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
50203	Pastriz	Local comercial	Activo	14
50203	Pastriz	Oficinas(incluye también el resto de servicios)	Activo	4
50204	Pedrola	No aplicable	Inactivo	2
50204	Pedrola	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50204	Pedrola	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
50204	Pedrola	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	4
50204	Pedrola	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50204	Pedrola	Local comercial	Activo	26
50204	Pedrola	Oficinas(incluye también el resto de servicios)	Activo	8
50204	Pedrola	Local industrial	Activo	26
50204	Pedrola	Local agrario	Activo	1
50205	Pedrosas (Las)	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50205	Pedrosas (Las)	Oficinas(incluye también el resto de servicios)	Activo	4
50206	Perdiguera	No aplicable	Inactivo	20
50206	Perdiguera	Local comercial	Activo	3
50206	Perdiguera	Oficinas(incluye también el resto de servicios)	Activo	1
50206	Perdiguera	Local agrario	Activo	1
50207	Piedratajada	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	2
50207	Piedratajada	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50207	Piedratajada	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50207	Piedratajada	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50207	Piedratajada	Local comercial	Activo	2
50207	Piedratajada	Oficinas(incluye también el resto de servicios)	Activo	3
50208	Pina de Ebro	No aplicable	Inactivo	49
50208	Pina de Ebro	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	4
50208	Pina de Ebro	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	4
50208	Pina de Ebro	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	2
50208	Pina de Ebro	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	6
50208	Pina de Ebro	Local comercial	Activo	32
50208	Pina de Ebro	Oficinas(incluye también el resto de servicios)	Activo	44
50208	Pina de Ebro	Local industrial	Activo	12
50208	Pina de Ebro	Local agrario	Activo	6
50209	Pinseque	No aplicable	Inactivo	43
50209	Pinseque	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	6
50209	Pinseque	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	7
50209	Pinseque	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50209	Pinseque	Local comercial	Activo	12
50209	Pinseque	Oficinas(incluye también el resto de servicios)	Activo	5
50209	Pinseque	Local industrial	Activo	78
50210	Pintanos (Los)	No aplicable	Inactivo	2
50210	Pintanos (Los)	Local comercial	Activo	1
50210	Pintanos (Los)	Oficinas(incluye también el resto de servicios)	Activo	3
50211	Plasencia de Jalón	No aplicable	Inactivo	1
50211	Plasencia de Jalón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50211	Plasencia de Jalón	Local comercial	Activo	5
50211	Plasencia de Jalón	Oficinas(incluye también el resto de servicios)	Activo	2
50212	Pleitas	No aplicable	Inactivo	1
50212	Pleitas	Oficinas(incluye también el resto de servicios)	Activo	2
50212	Pleitas	Local agrario	Activo	1
50213	Plenas	No aplicable	Inactivo	34
50213	Plenas	Equipamientos de bienestar social(club de ancianos, centro de servicios sociales, centro de día,...)	Activo	1
50213	Plenas	Local comercial	Activo	3
50213	Plenas	Oficinas(incluye también el resto de servicios)	Activo	11
50213	Plenas	Local industrial	Activo	11
50214	Pomer	No aplicable	Inactivo	3
50216	Pozuelo de Aragón	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50216	Pozuelo de Aragón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50216	Pozuelo de Aragón	Oficinas(incluye también el resto de servicios)	Activo	4
50217	Pradilla de Ebro	No aplicable	Inactivo	2
50217	Pradilla de Ebro	Equipamientos de salud(ambulatorio, centro de salud, hospital,...)	Activo	1
50217	Pradilla de Ebro	Equipamientos educativos(colegio, facultad, guardería, escuela,...)	Activo	1
50217	Pradilla de Ebro	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	2
50217	Pradilla de Ebro	Local comercial	Activo	8
50217	Pradilla de Ebro	Oficinas(incluye también el resto de servicios)	Activo	6
50218	Puebla de Albortón	No aplicable	Inactivo	3
50218	Puebla de Albortón	Equipamientos culturales o deportivos(teatro, cine, museo, sala de exposiciones, polideportivo,...)	Activo	1
50219	Puebla de Alfindén (La)	No aplicable	Inactivo	276
