Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Nacionalidad	Afiliaciones en alta
201212	Diciembre 2012	05	Cinco Villas	Mujeres	Españoles	3662
201212	Diciembre 2012	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-27)	365
201212	Diciembre 2012	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-27)	231
201212	Diciembre 2012	05	Cinco Villas	Hombres	Extranjeros no comunitarios	436
201212	Diciembre 2012	05	Cinco Villas	Mujeres	Extranjeros no comunitarios	149
201212	Diciembre 2012	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-27)	36
201212	Diciembre 2012	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-27)	22
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Españoles	14020
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Españoles	14041
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	No consta	1
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	No consta	2
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-27)	312
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-27)	468
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros no comunitarios	649
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros no comunitarios	697
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-27)	133
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-27)	107
201212	Diciembre 2012	07	Somontano de Barbastro	Hombres	Españoles	4206
201212	Diciembre 2012	07	Somontano de Barbastro	Mujeres	Españoles	3583
201212	Diciembre 2012	07	Somontano de Barbastro	Mujeres	No consta	3
201212	Diciembre 2012	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-27)	146
201212	Diciembre 2012	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-27)	167
201212	Diciembre 2012	07	Somontano de Barbastro	Hombres	Extranjeros no comunitarios	335
201212	Diciembre 2012	07	Somontano de Barbastro	Mujeres	Extranjeros no comunitarios	192
201212	Diciembre 2012	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-27)	50
201212	Diciembre 2012	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-27)	33
201212	Diciembre 2012	08	Cinca Medio	Hombres	Españoles	4247
201212	Diciembre 2012	08	Cinca Medio	Mujeres	Españoles	2593
201212	Diciembre 2012	08	Cinca Medio	Mujeres	No consta	2
201212	Diciembre 2012	08	Cinca Medio	Hombres	Extranjeros comunitarios (UE-27)	333
201212	Diciembre 2012	08	Cinca Medio	Mujeres	Extranjeros comunitarios (UE-27)	182
201212	Diciembre 2012	08	Cinca Medio	Hombres	Extranjeros no comunitarios	382
201212	Diciembre 2012	08	Cinca Medio	Mujeres	Extranjeros no comunitarios	130
201212	Diciembre 2012	08	Cinca Medio	Hombres	Extranjeros comunitarios (UE-27)	55
201212	Diciembre 2012	08	Cinca Medio	Mujeres	Extranjeros comunitarios (UE-27)	37
201212	Diciembre 2012	09	La Litera / La Llitera	Hombres	Españoles	3906
201212	Diciembre 2012	09	La Litera / La Llitera	Mujeres	Españoles	2194
201212	Diciembre 2012	09	La Litera / La Llitera	Mujeres	No consta	1
201212	Diciembre 2012	09	La Litera / La Llitera	Hombres	Extranjeros comunitarios (UE-27)	203
201212	Diciembre 2012	09	La Litera / La Llitera	Mujeres	Extranjeros comunitarios (UE-27)	123
201212	Diciembre 2012	09	La Litera / La Llitera	Hombres	Extranjeros no comunitarios	455
201212	Diciembre 2012	09	La Litera / La Llitera	Mujeres	Extranjeros no comunitarios	75
201212	Diciembre 2012	09	La Litera / La Llitera	Hombres	Extranjeros comunitarios (UE-27)	19
201212	Diciembre 2012	09	La Litera / La Llitera	Mujeres	Extranjeros comunitarios (UE-27)	14
201212	Diciembre 2012	10	Los Monegros	Hombres	Españoles	3482
201212	Diciembre 2012	10	Los Monegros	Mujeres	Españoles	1663
201212	Diciembre 2012	10	Los Monegros	Hombres	No consta	2
201212	Diciembre 2012	10	Los Monegros	Hombres	Extranjeros comunitarios (UE-27)	241
201212	Diciembre 2012	10	Los Monegros	Mujeres	Extranjeros comunitarios (UE-27)	127
201212	Diciembre 2012	10	Los Monegros	Hombres	Extranjeros no comunitarios	201
201212	Diciembre 2012	10	Los Monegros	Mujeres	Extranjeros no comunitarios	67
201212	Diciembre 2012	10	Los Monegros	Hombres	Extranjeros comunitarios (UE-27)	35
201212	Diciembre 2012	10	Los Monegros	Mujeres	Extranjeros comunitarios (UE-27)	21
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Hombres	Españoles	4607
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Mujeres	Españoles	3110
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros comunitarios (UE-27)	636
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros comunitarios (UE-27)	348
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros no comunitarios	729
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros no comunitarios	108
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Hombres	Extranjeros comunitarios (UE-27)	134
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Mujeres	Extranjeros comunitarios (UE-27)	104
201212	Diciembre 2012	12	Tarazona y el Moncayo	Hombres	Españoles	1849
201212	Diciembre 2012	12	Tarazona y el Moncayo	Mujeres	Españoles	1369
201212	Diciembre 2012	12	Tarazona y el Moncayo	Hombres	No consta	1
201212	Diciembre 2012	12	Tarazona y el Moncayo	Hombres	Extranjeros comunitarios (UE-27)	56
201212	Diciembre 2012	12	Tarazona y el Moncayo	Mujeres	Extranjeros comunitarios (UE-27)	42
201212	Diciembre 2012	12	Tarazona y el Moncayo	Hombres	Extranjeros no comunitarios	115
201212	Diciembre 2012	12	Tarazona y el Moncayo	Mujeres	Extranjeros no comunitarios	58
201212	Diciembre 2012	12	Tarazona y el Moncayo	Hombres	Extranjeros comunitarios (UE-27)	17
201212	Diciembre 2012	12	Tarazona y el Moncayo	Mujeres	Extranjeros comunitarios (UE-27)	6
201212	Diciembre 2012	13	Campo de Borja	Hombres	Españoles	2090
201212	Diciembre 2012	13	Campo de Borja	Mujeres	Españoles	1980
201212	Diciembre 2012	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-27)	162
201212	Diciembre 2012	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-27)	114
201212	Diciembre 2012	13	Campo de Borja	Hombres	Extranjeros no comunitarios	104
201212	Diciembre 2012	13	Campo de Borja	Mujeres	Extranjeros no comunitarios	34
201212	Diciembre 2012	13	Campo de Borja	Hombres	Extranjeros comunitarios (UE-27)	12
201212	Diciembre 2012	13	Campo de Borja	Mujeres	Extranjeros comunitarios (UE-27)	7
201212	Diciembre 2012	14	Aranda	Hombres	Españoles	1123
201212	Diciembre 2012	14	Aranda	Mujeres	Españoles	604
201212	Diciembre 2012	14	Aranda	Hombres	Extranjeros comunitarios (UE-27)	60
201212	Diciembre 2012	14	Aranda	Mujeres	Extranjeros comunitarios (UE-27)	36
201212	Diciembre 2012	14	Aranda	Hombres	Extranjeros no comunitarios	37
201212	Diciembre 2012	14	Aranda	Mujeres	Extranjeros no comunitarios	6
201212	Diciembre 2012	14	Aranda	Hombres	Extranjeros comunitarios (UE-27)	1
201212	Diciembre 2012	15	Ribera Alta del Ebro	Hombres	Españoles	12282
201212	Diciembre 2012	15	Ribera Alta del Ebro	Mujeres	Españoles	3667
201212	Diciembre 2012	15	Ribera Alta del Ebro	Mujeres	No consta	1
201212	Diciembre 2012	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-27)	605
201212	Diciembre 2012	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-27)	257
201212	Diciembre 2012	15	Ribera Alta del Ebro	Hombres	Extranjeros no comunitarios	443
201212	Diciembre 2012	15	Ribera Alta del Ebro	Mujeres	Extranjeros no comunitarios	211
201212	Diciembre 2012	15	Ribera Alta del Ebro	Hombres	Extranjeros comunitarios (UE-27)	231
201212	Diciembre 2012	15	Ribera Alta del Ebro	Mujeres	Extranjeros comunitarios (UE-27)	61
201212	Diciembre 2012	16	Valdejalón	Hombres	Españoles	6317
201212	Diciembre 2012	16	Valdejalón	Mujeres	Españoles	3158
201212	Diciembre 2012	16	Valdejalón	Hombres	No consta	2
201212	Diciembre 2012	16	Valdejalón	Mujeres	No consta	1
201212	Diciembre 2012	16	Valdejalón	Hombres	Extranjeros comunitarios (UE-27)	943
201212	Diciembre 2012	16	Valdejalón	Mujeres	Extranjeros comunitarios (UE-27)	735
201212	Diciembre 2012	16	Valdejalón	Hombres	Extranjeros no comunitarios	581
201212	Diciembre 2012	16	Valdejalón	Mujeres	Extranjeros no comunitarios	196
201212	Diciembre 2012	16	Valdejalón	Hombres	Extranjeros comunitarios (UE-27)	123
201212	Diciembre 2012	16	Valdejalón	Mujeres	Extranjeros comunitarios (UE-27)	90
201212	Diciembre 2012	17	Central	Hombres	Españoles	134485
201212	Diciembre 2012	17	Central	Mujeres	Españoles	127515
201212	Diciembre 2012	17	Central	Hombres	No consta	15
201212	Diciembre 2012	17	Central	Mujeres	No consta	23
201212	Diciembre 2012	17	Central	Hombres	Extranjeros comunitarios (UE-27)	4051
201212	Diciembre 2012	17	Central	Mujeres	Extranjeros comunitarios (UE-27)	7499
201212	Diciembre 2012	17	Central	Hombres	Extranjeros no comunitarios	4
201212	Diciembre 2012	17	Central	Mujeres	Extranjeros no comunitarios	4
201212	Diciembre 2012	17	Central	Hombres	Extranjeros no comunitarios	8067
201212	Diciembre 2012	17	Central	Mujeres	Extranjeros no comunitarios	9986
201212	Diciembre 2012	17	Central	Hombres	Extranjeros comunitarios (UE-27)	1394
201212	Diciembre 2012	17	Central	Mujeres	Extranjeros comunitarios (UE-27)	1105
201212	Diciembre 2012	18	Ribera Baja del Ebro	Hombres	Españoles	1871
201212	Diciembre 2012	18	Ribera Baja del Ebro	Mujeres	Españoles	1294
201212	Diciembre 2012	18	Ribera Baja del Ebro	Mujeres	No consta	3
201212	Diciembre 2012	18	Ribera Baja del Ebro	Hombres	Extranjeros comunitarios (UE-27)	65
201212	Diciembre 2012	18	Ribera Baja del Ebro	Mujeres	Extranjeros comunitarios (UE-27)	34
201212	Diciembre 2012	18	Ribera Baja del Ebro	Hombres	Extranjeros no comunitarios	126
201212	Diciembre 2012	18	Ribera Baja del Ebro	Mujeres	Extranjeros no comunitarios	72
201212	Diciembre 2012	18	Ribera Baja del Ebro	Hombres	Extranjeros comunitarios (UE-27)	24
201212	Diciembre 2012	18	Ribera Baja del Ebro	Mujeres	Extranjeros comunitarios (UE-27)	7
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Españoles	2066
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Españoles	1671
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	No consta	2
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros comunitarios (UE-27)	196
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros comunitarios (UE-27)	174
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros no comunitarios	582
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros no comunitarios	76
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	Extranjeros comunitarios (UE-27)	54
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	Extranjeros comunitarios (UE-27)	54
201212	Diciembre 2012	20	Comunidad de Calatayud	Hombres	Españoles	4890
201212	Diciembre 2012	20	Comunidad de Calatayud	Mujeres	Españoles	3478
201212	Diciembre 2012	20	Comunidad de Calatayud	Hombres	No consta	1
201212	Diciembre 2012	20	Comunidad de Calatayud	Hombres	Extranjeros comunitarios (UE-27)	633
201212	Diciembre 2012	20	Comunidad de Calatayud	Mujeres	Extranjeros comunitarios (UE-27)	695
201212	Diciembre 2012	20	Comunidad de Calatayud	Hombres	Extranjeros no comunitarios	221
201212	Diciembre 2012	20	Comunidad de Calatayud	Mujeres	Extranjeros no comunitarios	150
201212	Diciembre 2012	20	Comunidad de Calatayud	Hombres	Extranjeros comunitarios (UE-27)	18
201212	Diciembre 2012	20	Comunidad de Calatayud	Mujeres	Extranjeros comunitarios (UE-27)	16
201212	Diciembre 2012	21	Campo de Cariñena	Hombres	Españoles	2198
201212	Diciembre 2012	21	Campo de Cariñena	Mujeres	Españoles	956
201212	Diciembre 2012	21	Campo de Cariñena	Hombres	Extranjeros comunitarios (UE-27)	365
201212	Diciembre 2012	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-27)	213
201212	Diciembre 2012	21	Campo de Cariñena	Hombres	Extranjeros no comunitarios	151
201212	Diciembre 2012	21	Campo de Cariñena	Mujeres	Extranjeros no comunitarios	37
201212	Diciembre 2012	21	Campo de Cariñena	Hombres	Extranjeros comunitarios (UE-27)	32
201212	Diciembre 2012	21	Campo de Cariñena	Mujeres	Extranjeros comunitarios (UE-27)	20
201212	Diciembre 2012	22	Campo de Belchite	Hombres	Españoles	648
201212	Diciembre 2012	22	Campo de Belchite	Mujeres	Españoles	389
201212	Diciembre 2012	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-27)	41
201212	Diciembre 2012	22	Campo de Belchite	Mujeres	Extranjeros comunitarios (UE-27)	26
201212	Diciembre 2012	22	Campo de Belchite	Hombres	Extranjeros no comunitarios	33
201212	Diciembre 2012	22	Campo de Belchite	Mujeres	Extranjeros no comunitarios	20
201212	Diciembre 2012	22	Campo de Belchite	Hombres	Extranjeros comunitarios (UE-27)	3
201212	Diciembre 2012	23	Bajo Martín	Hombres	Españoles	1152
201212	Diciembre 2012	23	Bajo Martín	Mujeres	Españoles	580
201212	Diciembre 2012	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-27)	93
201212	Diciembre 2012	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-27)	30
201212	Diciembre 2012	23	Bajo Martín	Hombres	Extranjeros no comunitarios	111
201212	Diciembre 2012	23	Bajo Martín	Mujeres	Extranjeros no comunitarios	30
201212	Diciembre 2012	23	Bajo Martín	Hombres	Extranjeros comunitarios (UE-27)	43
201212	Diciembre 2012	23	Bajo Martín	Mujeres	Extranjeros comunitarios (UE-27)	2
201212	Diciembre 2012	24	Campo de Daroca	Hombres	Españoles	950
201212	Diciembre 2012	24	Campo de Daroca	Mujeres	Españoles	482
201212	Diciembre 2012	24	Campo de Daroca	Mujeres	No consta	1
201212	Diciembre 2012	24	Campo de Daroca	Hombres	Extranjeros comunitarios (UE-27)	134
201212	Diciembre 2012	24	Campo de Daroca	Mujeres	Extranjeros comunitarios (UE-27)	67
201212	Diciembre 2012	24	Campo de Daroca	Hombres	Extranjeros no comunitarios	132
201212	Diciembre 2012	24	Campo de Daroca	Mujeres	Extranjeros no comunitarios	35
201212	Diciembre 2012	24	Campo de Daroca	Hombres	Extranjeros comunitarios (UE-27)	18
201212	Diciembre 2012	24	Campo de Daroca	Mujeres	Extranjeros comunitarios (UE-27)	4
201212	Diciembre 2012	25	Jiloca	Hombres	Españoles	1784
201212	Diciembre 2012	25	Jiloca	Mujeres	Españoles	1151
201212	Diciembre 2012	25	Jiloca	Hombres	Extranjeros comunitarios (UE-27)	133
201212	Diciembre 2012	25	Jiloca	Mujeres	Extranjeros comunitarios (UE-27)	138
201212	Diciembre 2012	25	Jiloca	Hombres	Extranjeros no comunitarios	157
201212	Diciembre 2012	25	Jiloca	Mujeres	Extranjeros no comunitarios	58
201212	Diciembre 2012	25	Jiloca	Hombres	Extranjeros comunitarios (UE-27)	24
201212	Diciembre 2012	25	Jiloca	Mujeres	Extranjeros comunitarios (UE-27)	19
201212	Diciembre 2012	26	Cuencas Mineras	Hombres	Españoles	1275
201212	Diciembre 2012	26	Cuencas Mineras	Mujeres	Españoles	771
201212	Diciembre 2012	26	Cuencas Mineras	Hombres	Extranjeros comunitarios (UE-27)	35
201212	Diciembre 2012	26	Cuencas Mineras	Mujeres	Extranjeros comunitarios (UE-27)	46
201212	Diciembre 2012	26	Cuencas Mineras	Hombres	Extranjeros no comunitarios	147
201212	Diciembre 2012	26	Cuencas Mineras	Mujeres	Extranjeros no comunitarios	29
201212	Diciembre 2012	26	Cuencas Mineras	Hombres	Extranjeros comunitarios (UE-27)	6
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Hombres	Españoles	1723
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Mujeres	Españoles	901
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Hombres	Extranjeros comunitarios (UE-27)	49
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros comunitarios (UE-27)	55
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Hombres	Extranjeros no comunitarios	100
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros no comunitarios	30
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Hombres	Extranjeros comunitarios (UE-27)	95
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Mujeres	Extranjeros comunitarios (UE-27)	17
201212	Diciembre 2012	28	Bajo Aragón	Hombres	Españoles	4540
201212	Diciembre 2012	28	Bajo Aragón	Mujeres	Españoles	3742
201212	Diciembre 2012	28	Bajo Aragón	Hombres	Extranjeros comunitarios (UE-27)	362
201212	Diciembre 2012	28	Bajo Aragón	Mujeres	Extranjeros comunitarios (UE-27)	439
201212	Diciembre 2012	28	Bajo Aragón	Hombres	Extranjeros no comunitarios	260
201212	Diciembre 2012	28	Bajo Aragón	Mujeres	Extranjeros no comunitarios	90
201212	Diciembre 2012	28	Bajo Aragón	Hombres	Extranjeros comunitarios (UE-27)	21
201212	Diciembre 2012	28	Bajo Aragón	Mujeres	Extranjeros comunitarios (UE-27)	37
201212	Diciembre 2012	29	Comunidad de Teruel	Hombres	Españoles	10291
201212	Diciembre 2012	29	Comunidad de Teruel	Mujeres	Españoles	9276
201212	Diciembre 2012	29	Comunidad de Teruel	Hombres	Extranjeros comunitarios (UE-27)	377
201212	Diciembre 2012	29	Comunidad de Teruel	Mujeres	Extranjeros comunitarios (UE-27)	424
201212	Diciembre 2012	29	Comunidad de Teruel	Hombres	Extranjeros no comunitarios	608
201212	Diciembre 2012	29	Comunidad de Teruel	Mujeres	Extranjeros no comunitarios	481
201212	Diciembre 2012	29	Comunidad de Teruel	Hombres	Extranjeros comunitarios (UE-27)	73
201212	Diciembre 2012	29	Comunidad de Teruel	Mujeres	Extranjeros comunitarios (UE-27)	34
201212	Diciembre 2012	30	Maestrazgo	Hombres	Españoles	551
201212	Diciembre 2012	30	Maestrazgo	Mujeres	Españoles	333
201212	Diciembre 2012	30	Maestrazgo	Hombres	Extranjeros comunitarios (UE-27)	33
201212	Diciembre 2012	30	Maestrazgo	Mujeres	Extranjeros comunitarios (UE-27)	16
201212	Diciembre 2012	30	Maestrazgo	Hombres	Extranjeros no comunitarios	25
201212	Diciembre 2012	30	Maestrazgo	Mujeres	Extranjeros no comunitarios	7
201212	Diciembre 2012	30	Maestrazgo	Hombres	Extranjeros comunitarios (UE-27)	1
201212	Diciembre 2012	30	Maestrazgo	Mujeres	Extranjeros comunitarios (UE-27)	1
201212	Diciembre 2012	31	Sierra de Albarracín	Hombres	Españoles	576
201212	Diciembre 2012	31	Sierra de Albarracín	Mujeres	Españoles	406
201212	Diciembre 2012	31	Sierra de Albarracín	Hombres	Extranjeros comunitarios (UE-27)	12
201212	Diciembre 2012	31	Sierra de Albarracín	Mujeres	Extranjeros comunitarios (UE-27)	7
201212	Diciembre 2012	31	Sierra de Albarracín	Hombres	Extranjeros no comunitarios	65
201212	Diciembre 2012	31	Sierra de Albarracín	Mujeres	Extranjeros no comunitarios	44
201212	Diciembre 2012	31	Sierra de Albarracín	Hombres	Extranjeros comunitarios (UE-27)	14
201212	Diciembre 2012	31	Sierra de Albarracín	Mujeres	Extranjeros comunitarios (UE-27)	2
201212	Diciembre 2012	32	Gúdar-Javalambre	Hombres	Españoles	1375
201212	Diciembre 2012	32	Gúdar-Javalambre	Mujeres	Españoles	838
201212	Diciembre 2012	32	Gúdar-Javalambre	Hombres	Extranjeros comunitarios (UE-27)	86
201212	Diciembre 2012	32	Gúdar-Javalambre	Mujeres	Extranjeros comunitarios (UE-27)	57
201212	Diciembre 2012	32	Gúdar-Javalambre	Hombres	Extranjeros no comunitarios	188
201212	Diciembre 2012	32	Gúdar-Javalambre	Mujeres	Extranjeros no comunitarios	56
201212	Diciembre 2012	32	Gúdar-Javalambre	Hombres	Extranjeros comunitarios (UE-27)	2
201212	Diciembre 2012	32	Gúdar-Javalambre	Mujeres	Extranjeros comunitarios (UE-27)	3
201212	Diciembre 2012	33	Matarraña / Matarranya	Hombres	Españoles	1492
201212	Diciembre 2012	33	Matarraña / Matarranya	Mujeres	Españoles	1020
201212	Diciembre 2012	33	Matarraña / Matarranya	Hombres	Extranjeros comunitarios (UE-27)	123
201212	Diciembre 2012	33	Matarraña / Matarranya	Mujeres	Extranjeros comunitarios (UE-27)	94
201212	Diciembre 2012	33	Matarraña / Matarranya	Hombres	Extranjeros no comunitarios	198
201212	Diciembre 2012	33	Matarraña / Matarranya	Mujeres	Extranjeros no comunitarios	38
201212	Diciembre 2012	33	Matarraña / Matarranya	Hombres	Extranjeros comunitarios (UE-27)	20
201212	Diciembre 2012	33	Matarraña / Matarranya	Mujeres	Extranjeros comunitarios (UE-27)	13
201209	Septiembre 2012	01	La Jacetania	Hombres	Españoles	2601
201209	Septiembre 2012	01	La Jacetania	Mujeres	Españoles	2265
201209	Septiembre 2012	01	La Jacetania	Hombres	Extranjeros comunitarios (UE-27)	51
201209	Septiembre 2012	01	La Jacetania	Mujeres	Extranjeros comunitarios (UE-27)	58
201209	Septiembre 2012	01	La Jacetania	Hombres	Extranjeros no comunitarios	115
201209	Septiembre 2012	01	La Jacetania	Mujeres	Extranjeros no comunitarios	170
201209	Septiembre 2012	01	La Jacetania	Hombres	Extranjeros comunitarios (UE-27)	44
201209	Septiembre 2012	01	La Jacetania	Mujeres	Extranjeros comunitarios (UE-27)	37
201209	Septiembre 2012	02	Alto Gállego	Hombres	Españoles	2363
201209	Septiembre 2012	02	Alto Gállego	Mujeres	Españoles	1530
201209	Septiembre 2012	02	Alto Gállego	Hombres	Extranjeros comunitarios (UE-27)	100
201209	Septiembre 2012	02	Alto Gállego	Mujeres	Extranjeros comunitarios (UE-27)	96
201209	Septiembre 2012	02	Alto Gállego	Hombres	Extranjeros no comunitarios	100
201209	Septiembre 2012	02	Alto Gállego	Mujeres	Extranjeros no comunitarios	66
201209	Septiembre 2012	02	Alto Gállego	Hombres	Extranjeros comunitarios (UE-27)	56
201209	Septiembre 2012	02	Alto Gállego	Mujeres	Extranjeros comunitarios (UE-27)	27
201209	Septiembre 2012	03	Sobrarbe	Hombres	Españoles	1277
201209	Septiembre 2012	03	Sobrarbe	Mujeres	Españoles	888
201209	Septiembre 2012	03	Sobrarbe	Hombres	No consta	1
201209	Septiembre 2012	03	Sobrarbe	Hombres	Extranjeros comunitarios (UE-27)	114
201209	Septiembre 2012	03	Sobrarbe	Mujeres	Extranjeros comunitarios (UE-27)	131
201209	Septiembre 2012	03	Sobrarbe	Hombres	Extranjeros no comunitarios	81
201209	Septiembre 2012	03	Sobrarbe	Mujeres	Extranjeros no comunitarios	74
201209	Septiembre 2012	03	Sobrarbe	Hombres	Extranjeros comunitarios (UE-27)	22
201209	Septiembre 2012	03	Sobrarbe	Mujeres	Extranjeros comunitarios (UE-27)	28
201209	Septiembre 2012	04	La Ribagorza	Hombres	Españoles	2026
201209	Septiembre 2012	04	La Ribagorza	Mujeres	Españoles	1398
201209	Septiembre 2012	04	La Ribagorza	Mujeres	No consta	2
201209	Septiembre 2012	04	La Ribagorza	Hombres	Extranjeros comunitarios (UE-27)	268
201209	Septiembre 2012	04	La Ribagorza	Mujeres	Extranjeros comunitarios (UE-27)	200
201209	Septiembre 2012	04	La Ribagorza	Hombres	Extranjeros no comunitarios	114
201209	Septiembre 2012	04	La Ribagorza	Mujeres	Extranjeros no comunitarios	126
201209	Septiembre 2012	04	La Ribagorza	Hombres	Extranjeros comunitarios (UE-27)	23
201209	Septiembre 2012	04	La Ribagorza	Mujeres	Extranjeros comunitarios (UE-27)	20
201209	Septiembre 2012	05	Cinco Villas	Hombres	Españoles	5861
201209	Septiembre 2012	05	Cinco Villas	Mujeres	Españoles	3670
201209	Septiembre 2012	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-27)	377
201209	Septiembre 2012	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-27)	221
201209	Septiembre 2012	05	Cinco Villas	Hombres	Extranjeros no comunitarios	537
201209	Septiembre 2012	05	Cinco Villas	Mujeres	Extranjeros no comunitarios	161
201209	Septiembre 2012	05	Cinco Villas	Hombres	Extranjeros comunitarios (UE-27)	34
201209	Septiembre 2012	05	Cinco Villas	Mujeres	Extranjeros comunitarios (UE-27)	24
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Españoles	14457
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Españoles	14097
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	No consta	1
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	No consta	2
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-27)	342
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-27)	465
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros no comunitarios	678
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros no comunitarios	662
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	Extranjeros comunitarios (UE-27)	148
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	Extranjeros comunitarios (UE-27)	109
201209	Septiembre 2012	07	Somontano de Barbastro	Hombres	Españoles	4352
201209	Septiembre 2012	07	Somontano de Barbastro	Mujeres	Españoles	3596
201209	Septiembre 2012	07	Somontano de Barbastro	Mujeres	No consta	2
201209	Septiembre 2012	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-27)	153
201209	Septiembre 2012	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-27)	171
201209	Septiembre 2012	07	Somontano de Barbastro	Hombres	Extranjeros no comunitarios	351
201209	Septiembre 2012	07	Somontano de Barbastro	Mujeres	Extranjeros no comunitarios	198
201209	Septiembre 2012	07	Somontano de Barbastro	Hombres	Extranjeros comunitarios (UE-27)	64
201209	Septiembre 2012	07	Somontano de Barbastro	Mujeres	Extranjeros comunitarios (UE-27)	30
201209	Septiembre 2012	08	Cinca Medio	Hombres	Españoles	4297
201209	Septiembre 2012	08	Cinca Medio	Mujeres	Españoles	2636
