Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Comarca Código	Comarca Nombre
2006	Mujeres	30-34	2	26	Cuencas Mineras
2006	Mujeres	35-39	4	26	Cuencas Mineras
2006	Mujeres	40-44	6	26	Cuencas Mineras
2006	Mujeres	55-59	1	26	Cuencas Mineras
2006	Mujeres	60-64	1	26	Cuencas Mineras
2006	Mujeres	16-19	1	27	Andorra-Sierra de Arcos
2006	Mujeres	20-24	1	27	Andorra-Sierra de Arcos
2006	Mujeres	25-29	5	27	Andorra-Sierra de Arcos
2006	Mujeres	30-34	4	27	Andorra-Sierra de Arcos
2006	Mujeres	35-39	4	27	Andorra-Sierra de Arcos
2006	Mujeres	40-44	5	27	Andorra-Sierra de Arcos
2006	Mujeres	45-49	2	27	Andorra-Sierra de Arcos
2006	Mujeres	50-54	2	27	Andorra-Sierra de Arcos
2006	Mujeres	60-64	1	27	Andorra-Sierra de Arcos
2006	Mujeres	16-19	4	28	Bajo Aragón
2006	Mujeres	20-24	8	28	Bajo Aragón
2006	Mujeres	25-29	20	28	Bajo Aragón
2006	Mujeres	30-34	27	28	Bajo Aragón
2006	Mujeres	35-39	9	28	Bajo Aragón
2006	Mujeres	40-44	8	28	Bajo Aragón
2006	Mujeres	45-49	9	28	Bajo Aragón
2006	Mujeres	50-54	5	28	Bajo Aragón
2006	Mujeres	55-59	4	28	Bajo Aragón
2006	Mujeres	60-64	1	28	Bajo Aragón
2006	Mujeres	16-19	4	29	Comunidad de Teruel
2006	Mujeres	20-24	6	29	Comunidad de Teruel
2006	Mujeres	25-29	23	29	Comunidad de Teruel
2006	Mujeres	30-34	16	29	Comunidad de Teruel
2006	Mujeres	35-39	17	29	Comunidad de Teruel
2006	Mujeres	40-44	22	29	Comunidad de Teruel
2006	Mujeres	45-49	19	29	Comunidad de Teruel
2006	Mujeres	50-54	12	29	Comunidad de Teruel
2006	Mujeres	55-59	11	29	Comunidad de Teruel
2006	Mujeres	60-64	5	29	Comunidad de Teruel
2006	Mujeres	45-49	2	30	Maestrazgo
2006	Mujeres	45-49	1	31	Sierra de Albarracín
2006	Mujeres	55-59	1	31	Sierra de Albarracín
2006	Mujeres	20-24	6	32	Gúdar-Javalambre
2006	Mujeres	25-29	3	32	Gúdar-Javalambre
2006	Mujeres	40-44	1	32	Gúdar-Javalambre
2006	Mujeres	45-49	4	32	Gúdar-Javalambre
2006	Mujeres	50-54	1	32	Gúdar-Javalambre
2006	Mujeres	25-29	4	33	Matarraña / Matarranya
2006	Mujeres	30-34	6	33	Matarraña / Matarranya
2006	Mujeres	35-39	1	33	Matarraña / Matarranya
2006	Mujeres	45-49	2	33	Matarraña / Matarranya
2006	Mujeres	55-59	1	33	Matarraña / Matarranya
2006	Mujeres	16-19	2	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	20-24	5	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	25-29	8	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	30-34	5	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	35-39	7	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	40-44	2	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	45-49	1	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	50-54	1	NC	Municipio del centro de trabajo fuera de Aragón
2006	Mujeres	55-59	2	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	16-19	8	01	La Jacetania
2005	Hombres	20-24	33	01	La Jacetania
2005	Hombres	25-29	51	01	La Jacetania
2005	Hombres	30-34	45	01	La Jacetania
2005	Hombres	35-39	40	01	La Jacetania
2005	Hombres	40-44	34	01	La Jacetania
2005	Hombres	45-49	33	01	La Jacetania
2005	Hombres	50-54	18	01	La Jacetania
2005	Hombres	55-59	11	01	La Jacetania
2005	Hombres	60-64	4	01	La Jacetania
2005	Hombres	Más de 64	2	01	La Jacetania
2005	Hombres	16-19	17	02	Alto Gállego
2005	Hombres	20-24	30	02	Alto Gállego
2005	Hombres	25-29	35	02	Alto Gállego
2005	Hombres	30-34	30	02	Alto Gállego
2005	Hombres	35-39	26	02	Alto Gállego
2005	Hombres	40-44	22	02	Alto Gállego
2005	Hombres	45-49	9	02	Alto Gállego
2005	Hombres	50-54	8	02	Alto Gállego
2005	Hombres	55-59	11	02	Alto Gállego
2005	Hombres	60-64	5	02	Alto Gállego
2005	Hombres	20-24	8	03	Sobrarbe
2005	Hombres	25-29	7	03	Sobrarbe
2005	Hombres	30-34	10	03	Sobrarbe
2005	Hombres	35-39	11	03	Sobrarbe
2005	Hombres	40-44	8	03	Sobrarbe
2005	Hombres	45-49	7	03	Sobrarbe
2005	Hombres	50-54	4	03	Sobrarbe
2005	Hombres	55-59	5	03	Sobrarbe
2005	Hombres	60-64	1	03	Sobrarbe
2005	Hombres	16-19	3	04	La Ribagorza
2005	Hombres	20-24	11	04	La Ribagorza
2005	Hombres	25-29	16	04	La Ribagorza
2005	Hombres	30-34	17	04	La Ribagorza
2005	Hombres	35-39	15	04	La Ribagorza
2005	Hombres	40-44	10	04	La Ribagorza
2005	Hombres	45-49	12	04	La Ribagorza
2005	Hombres	50-54	5	04	La Ribagorza
2005	Hombres	55-59	3	04	La Ribagorza
2005	Hombres	60-64	6	04	La Ribagorza
2005	Hombres	16-19	31	05	Cinco Villas
2005	Hombres	20-24	77	05	Cinco Villas
2005	Hombres	25-29	81	05	Cinco Villas
2005	Hombres	30-34	80	05	Cinco Villas
2005	Hombres	35-39	65	05	Cinco Villas
2005	Hombres	40-44	67	05	Cinco Villas
2005	Hombres	45-49	65	05	Cinco Villas
2005	Hombres	50-54	38	05	Cinco Villas
2005	Hombres	55-59	21	05	Cinco Villas
2005	Hombres	60-64	10	05	Cinco Villas
2005	Hombres	16-19	49	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	20-24	150	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	25-29	150	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	30-34	123	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	35-39	109	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	40-44	123	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	45-49	79	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	50-54	63	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	55-59	69	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	60-64	25	06	Hoya de Huesca / Plana de Uesca
2005	Hombres	16-19	15	07	Somontano de Barbastro
2005	Hombres	20-24	45	07	Somontano de Barbastro
2005	Hombres	25-29	40	07	Somontano de Barbastro
2005	Hombres	30-34	38	07	Somontano de Barbastro
2005	Hombres	35-39	43	07	Somontano de Barbastro
2005	Hombres	40-44	39	07	Somontano de Barbastro
2005	Hombres	45-49	20	07	Somontano de Barbastro
2005	Hombres	50-54	12	07	Somontano de Barbastro
2005	Hombres	55-59	19	07	Somontano de Barbastro
2005	Hombres	60-64	4	07	Somontano de Barbastro
2005	Hombres	16-19	8	08	Cinca Medio
2005	Hombres	20-24	41	08	Cinca Medio
2005	Hombres	25-29	33	08	Cinca Medio
2005	Hombres	30-34	50	08	Cinca Medio
2005	Hombres	35-39	41	08	Cinca Medio
2005	Hombres	40-44	49	08	Cinca Medio
2005	Hombres	45-49	34	08	Cinca Medio
2005	Hombres	50-54	29	08	Cinca Medio
2005	Hombres	55-59	10	08	Cinca Medio
2005	Hombres	60-64	11	08	Cinca Medio
2005	Hombres	Más de 64	1	08	Cinca Medio
2005	Hombres	16-19	10	09	La Litera / La Llitera
2005	Hombres	20-24	23	09	La Litera / La Llitera
2005	Hombres	25-29	52	09	La Litera / La Llitera
2005	Hombres	30-34	63	09	La Litera / La Llitera
2005	Hombres	35-39	44	09	La Litera / La Llitera
2005	Hombres	40-44	28	09	La Litera / La Llitera
2005	Hombres	45-49	20	09	La Litera / La Llitera
2005	Hombres	50-54	13	09	La Litera / La Llitera
2005	Hombres	55-59	13	09	La Litera / La Llitera
2005	Hombres	60-64	10	09	La Litera / La Llitera
2005	Hombres	16-19	15	10	Los Monegros
2005	Hombres	20-24	22	10	Los Monegros
2005	Hombres	25-29	31	10	Los Monegros
2005	Hombres	30-34	18	10	Los Monegros
2005	Hombres	35-39	19	10	Los Monegros
2005	Hombres	40-44	15	10	Los Monegros
2005	Hombres	45-49	20	10	Los Monegros
2005	Hombres	50-54	10	10	Los Monegros
2005	Hombres	55-59	11	10	Los Monegros
2005	Hombres	60-64	6	10	Los Monegros
2005	Hombres	16-19	20	11	Bajo Cinca / Baix Cinca
2005	Hombres	20-24	41	11	Bajo Cinca / Baix Cinca
2005	Hombres	25-29	48	11	Bajo Cinca / Baix Cinca
2005	Hombres	30-34	48	11	Bajo Cinca / Baix Cinca
2005	Hombres	35-39	43	11	Bajo Cinca / Baix Cinca
2005	Hombres	40-44	34	11	Bajo Cinca / Baix Cinca
2005	Hombres	45-49	28	11	Bajo Cinca / Baix Cinca
2005	Hombres	50-54	22	11	Bajo Cinca / Baix Cinca
2005	Hombres	55-59	18	11	Bajo Cinca / Baix Cinca
2005	Hombres	60-64	5	11	Bajo Cinca / Baix Cinca
2005	Hombres	16-19	6	12	Tarazona y el Moncayo
2005	Hombres	20-24	23	12	Tarazona y el Moncayo
2005	Hombres	25-29	23	12	Tarazona y el Moncayo
2005	Hombres	30-34	26	12	Tarazona y el Moncayo
2005	Hombres	35-39	16	12	Tarazona y el Moncayo
2005	Hombres	40-44	28	12	Tarazona y el Moncayo
2005	Hombres	45-49	8	12	Tarazona y el Moncayo
2005	Hombres	50-54	10	12	Tarazona y el Moncayo
2005	Hombres	55-59	4	12	Tarazona y el Moncayo
2005	Hombres	60-64	3	12	Tarazona y el Moncayo
2005	Hombres	16-19	17	13	Campo de Borja
2005	Hombres	20-24	47	13	Campo de Borja
2005	Hombres	25-29	54	13	Campo de Borja
2005	Hombres	30-34	61	13	Campo de Borja
2005	Hombres	35-39	41	13	Campo de Borja
2005	Hombres	40-44	16	13	Campo de Borja
2005	Hombres	45-49	21	13	Campo de Borja
2005	Hombres	50-54	18	13	Campo de Borja
2005	Hombres	55-59	14	13	Campo de Borja
2005	Hombres	60-64	8	13	Campo de Borja
2005	Hombres	16-19	2	14	Aranda
2005	Hombres	20-24	6	14	Aranda
2005	Hombres	25-29	7	14	Aranda
2005	Hombres	30-34	3	14	Aranda
2005	Hombres	35-39	4	14	Aranda
2005	Hombres	40-44	3	14	Aranda
2005	Hombres	45-49	4	14	Aranda
2005	Hombres	50-54	4	14	Aranda
2005	Hombres	55-59	5	14	Aranda
2005	Hombres	60-64	2	14	Aranda
2005	Hombres	16-19	30	15	Ribera Alta del Ebro
2005	Hombres	20-24	87	15	Ribera Alta del Ebro
2005	Hombres	25-29	133	15	Ribera Alta del Ebro
2005	Hombres	30-34	112	15	Ribera Alta del Ebro
2005	Hombres	35-39	88	15	Ribera Alta del Ebro
2005	Hombres	40-44	83	15	Ribera Alta del Ebro
2005	Hombres	45-49	43	15	Ribera Alta del Ebro
2005	Hombres	50-54	41	15	Ribera Alta del Ebro
2005	Hombres	55-59	29	15	Ribera Alta del Ebro
2005	Hombres	60-64	13	15	Ribera Alta del Ebro
2005	Hombres	16-19	27	16	Valdejalón
2005	Hombres	20-24	105	16	Valdejalón
2005	Hombres	25-29	128	16	Valdejalón
2005	Hombres	30-34	88	16	Valdejalón
2005	Hombres	35-39	83	16	Valdejalón
2005	Hombres	40-44	55	16	Valdejalón
2005	Hombres	45-49	42	16	Valdejalón
2005	Hombres	50-54	44	16	Valdejalón
2005	Hombres	55-59	23	16	Valdejalón
2005	Hombres	60-64	15	16	Valdejalón
2005	Hombres	Más de 64	2	16	Valdejalón
2005	Hombres	16-19	358	17	D.C. Zaragoza
2005	Hombres	20-24	1325	17	D.C. Zaragoza
2005	Hombres	25-29	1691	17	D.C. Zaragoza
2005	Hombres	30-34	1464	17	D.C. Zaragoza
2005	Hombres	35-39	1353	17	D.C. Zaragoza
2005	Hombres	40-44	1029	17	D.C. Zaragoza
2005	Hombres	45-49	747	17	D.C. Zaragoza
2005	Hombres	50-54	630	17	D.C. Zaragoza
2005	Hombres	55-59	570	17	D.C. Zaragoza
2005	Hombres	60-64	205	17	D.C. Zaragoza
2005	Hombres	Más de 64	6	17	D.C. Zaragoza
2005	Hombres	16-19	4	18	Ribera Baja del Ebro
2005	Hombres	20-24	11	18	Ribera Baja del Ebro
2005	Hombres	25-29	21	18	Ribera Baja del Ebro
2005	Hombres	30-34	29	18	Ribera Baja del Ebro
2005	Hombres	35-39	14	18	Ribera Baja del Ebro
2005	Hombres	40-44	12	18	Ribera Baja del Ebro
2005	Hombres	45-49	10	18	Ribera Baja del Ebro
2005	Hombres	50-54	3	18	Ribera Baja del Ebro
2005	Hombres	55-59	9	18	Ribera Baja del Ebro
2005	Hombres	60-64	4	18	Ribera Baja del Ebro
2005	Hombres	16-19	11	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	20-24	25	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	25-29	18	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	30-34	24	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	35-39	22	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	40-44	13	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	45-49	12	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	50-54	8	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	55-59	12	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	60-64	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Hombres	16-19	16	20	Comunidad de Calatayud
2005	Hombres	20-24	50	20	Comunidad de Calatayud
2005	Hombres	25-29	45	20	Comunidad de Calatayud
2005	Hombres	30-34	51	20	Comunidad de Calatayud
2005	Hombres	35-39	55	20	Comunidad de Calatayud
2005	Hombres	40-44	46	20	Comunidad de Calatayud
2005	Hombres	45-49	14	20	Comunidad de Calatayud
2005	Hombres	50-54	25	20	Comunidad de Calatayud
2005	Hombres	55-59	18	20	Comunidad de Calatayud
2005	Hombres	60-64	11	20	Comunidad de Calatayud
2005	Hombres	16-19	7	21	Campo de Cariñena
2005	Hombres	20-24	22	21	Campo de Cariñena
2005	Hombres	25-29	37	21	Campo de Cariñena
2005	Hombres	30-34	25	21	Campo de Cariñena
2005	Hombres	35-39	32	21	Campo de Cariñena
2005	Hombres	40-44	24	21	Campo de Cariñena
2005	Hombres	45-49	16	21	Campo de Cariñena
2005	Hombres	50-54	6	21	Campo de Cariñena
2005	Hombres	55-59	8	21	Campo de Cariñena
2005	Hombres	60-64	2	21	Campo de Cariñena
2005	Hombres	16-19	1	22	Campo de Belchite
2005	Hombres	20-24	5	22	Campo de Belchite
2005	Hombres	25-29	8	22	Campo de Belchite
2005	Hombres	30-34	2	22	Campo de Belchite
2005	Hombres	35-39	3	22	Campo de Belchite
2005	Hombres	40-44	6	22	Campo de Belchite
2005	Hombres	45-49	3	22	Campo de Belchite
2005	Hombres	50-54	4	22	Campo de Belchite
2005	Hombres	55-59	1	22	Campo de Belchite
2005	Hombres	60-64	1	22	Campo de Belchite
2005	Hombres	16-19	6	23	Bajo Martín
2005	Hombres	20-24	19	23	Bajo Martín
2005	Hombres	25-29	13	23	Bajo Martín
2005	Hombres	30-34	21	23	Bajo Martín
2005	Hombres	35-39	11	23	Bajo Martín
2005	Hombres	40-44	14	23	Bajo Martín
2005	Hombres	45-49	12	23	Bajo Martín
2005	Hombres	50-54	11	23	Bajo Martín
2005	Hombres	55-59	3	23	Bajo Martín
2005	Hombres	60-64	1	23	Bajo Martín
2005	Hombres	16-19	1	24	Campo de Daroca
2005	Hombres	20-24	7	24	Campo de Daroca
2005	Hombres	25-29	4	24	Campo de Daroca
2005	Hombres	30-34	8	24	Campo de Daroca
2005	Hombres	35-39	7	24	Campo de Daroca
2005	Hombres	40-44	9	24	Campo de Daroca
2005	Hombres	45-49	6	24	Campo de Daroca
2005	Hombres	50-54	2	24	Campo de Daroca
2005	Hombres	55-59	2	24	Campo de Daroca
2005	Hombres	60-64	3	24	Campo de Daroca
2005	Hombres	16-19	3	25	Jiloca
2005	Hombres	20-24	19	25	Jiloca
2005	Hombres	25-29	19	25	Jiloca
2005	Hombres	30-34	25	25	Jiloca
2005	Hombres	35-39	30	25	Jiloca
2005	Hombres	40-44	21	25	Jiloca
2005	Hombres	45-49	19	25	Jiloca
2005	Hombres	50-54	16	25	Jiloca
2005	Hombres	55-59	9	25	Jiloca
2005	Hombres	60-64	2	25	Jiloca
2005	Hombres	16-19	8	26	Cuencas Mineras
2005	Hombres	20-24	31	26	Cuencas Mineras
2005	Hombres	25-29	30	26	Cuencas Mineras
2005	Hombres	30-34	18	26	Cuencas Mineras
2005	Hombres	35-39	25	26	Cuencas Mineras
2005	Hombres	40-44	12	26	Cuencas Mineras
2005	Hombres	45-49	15	26	Cuencas Mineras
2005	Hombres	50-54	3	26	Cuencas Mineras
2005	Hombres	55-59	4	26	Cuencas Mineras
2005	Hombres	16-19	8	27	Andorra-Sierra de Arcos
2005	Hombres	20-24	11	27	Andorra-Sierra de Arcos
2005	Hombres	25-29	23	27	Andorra-Sierra de Arcos
2005	Hombres	30-34	38	27	Andorra-Sierra de Arcos
2005	Hombres	35-39	51	27	Andorra-Sierra de Arcos
2005	Hombres	40-44	45	27	Andorra-Sierra de Arcos
2005	Hombres	45-49	12	27	Andorra-Sierra de Arcos
2005	Hombres	50-54	11	27	Andorra-Sierra de Arcos
2005	Hombres	55-59	6	27	Andorra-Sierra de Arcos
2005	Hombres	60-64	1	27	Andorra-Sierra de Arcos
2005	Hombres	16-19	12	28	Bajo Aragón
2005	Hombres	20-24	52	28	Bajo Aragón
2005	Hombres	25-29	68	28	Bajo Aragón
2005	Hombres	30-34	51	28	Bajo Aragón
2005	Hombres	35-39	48	28	Bajo Aragón
2005	Hombres	40-44	44	28	Bajo Aragón
2005	Hombres	45-49	32	28	Bajo Aragón
2005	Hombres	50-54	25	28	Bajo Aragón
2005	Hombres	55-59	19	28	Bajo Aragón
2005	Hombres	60-64	3	28	Bajo Aragón
2005	Hombres	Más de 64	1	28	Bajo Aragón
2005	Hombres	16-19	15	29	Comunidad de Teruel
2005	Hombres	20-24	60	29	Comunidad de Teruel
2005	Hombres	25-29	76	29	Comunidad de Teruel
2005	Hombres	30-34	77	29	Comunidad de Teruel
2005	Hombres	35-39	64	29	Comunidad de Teruel
2005	Hombres	40-44	54	29	Comunidad de Teruel
2005	Hombres	45-49	40	29	Comunidad de Teruel
2005	Hombres	50-54	26	29	Comunidad de Teruel
2005	Hombres	55-59	19	29	Comunidad de Teruel
2005	Hombres	60-64	10	29	Comunidad de Teruel
2005	Hombres	20-24	6	30	Maestrazgo
2005	Hombres	25-29	3	30	Maestrazgo
2005	Hombres	30-34	2	30	Maestrazgo
2005	Hombres	35-39	5	30	Maestrazgo
2005	Hombres	40-44	2	30	Maestrazgo
2005	Hombres	45-49	2	30	Maestrazgo
2005	Hombres	50-54	2	30	Maestrazgo
2005	Hombres	55-59	1	30	Maestrazgo
2005	Hombres	60-64	1	30	Maestrazgo
2005	Hombres	16-19	1	31	Sierra de Albarracín
2005	Hombres	20-24	2	31	Sierra de Albarracín
2005	Hombres	25-29	1	31	Sierra de Albarracín
2005	Hombres	30-34	2	31	Sierra de Albarracín
2005	Hombres	35-39	1	31	Sierra de Albarracín
2005	Hombres	40-44	3	31	Sierra de Albarracín
2005	Hombres	45-49	3	31	Sierra de Albarracín
2005	Hombres	50-54	1	31	Sierra de Albarracín
2005	Hombres	55-59	1	31	Sierra de Albarracín
2005	Hombres	60-64	1	31	Sierra de Albarracín
2005	Hombres	20-24	17	32	Gúdar-Javalambre
2005	Hombres	25-29	14	32	Gúdar-Javalambre
2005	Hombres	30-34	12	32	Gúdar-Javalambre
2005	Hombres	35-39	12	32	Gúdar-Javalambre
2005	Hombres	40-44	14	32	Gúdar-Javalambre
2005	Hombres	45-49	9	32	Gúdar-Javalambre
2005	Hombres	50-54	5	32	Gúdar-Javalambre
2005	Hombres	55-59	4	32	Gúdar-Javalambre
2005	Hombres	60-64	6	32	Gúdar-Javalambre
2005	Hombres	Más de 64	1	32	Gúdar-Javalambre
2005	Hombres	16-19	4	33	Matarraña / Matarranya
2005	Hombres	20-24	12	33	Matarraña / Matarranya
2005	Hombres	25-29	11	33	Matarraña / Matarranya
2005	Hombres	30-34	7	33	Matarraña / Matarranya
2005	Hombres	35-39	7	33	Matarraña / Matarranya
2005	Hombres	40-44	8	33	Matarraña / Matarranya
2005	Hombres	45-49	10	33	Matarraña / Matarranya
2005	Hombres	50-54	3	33	Matarraña / Matarranya
2005	Hombres	55-59	3	33	Matarraña / Matarranya
2005	Hombres	60-64	2	33	Matarraña / Matarranya
2005	Hombres	16-19	4	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	20-24	34	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	25-29	44	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	30-34	36	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	35-39	33	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	40-44	27	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	45-49	25	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	50-54	17	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	55-59	7	NC	Municipio del centro de trabajo fuera de Aragón
2005	Hombres	60-64	6	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	16-19	2	01	La Jacetania
2005	Mujeres	20-24	7	01	La Jacetania
2005	Mujeres	25-29	15	01	La Jacetania
2005	Mujeres	30-34	12	01	La Jacetania
2005	Mujeres	35-39	7	01	La Jacetania
2005	Mujeres	40-44	7	01	La Jacetania
2005	Mujeres	45-49	9	01	La Jacetania
2005	Mujeres	50-54	2	01	La Jacetania
2005	Mujeres	55-59	2	01	La Jacetania
2005	Mujeres	60-64	1	01	La Jacetania
2005	Mujeres	20-24	8	02	Alto Gállego
2005	Mujeres	25-29	7	02	Alto Gállego
2005	Mujeres	30-34	9	02	Alto Gállego
2005	Mujeres	35-39	4	02	Alto Gállego
2005	Mujeres	40-44	6	02	Alto Gállego
2005	Mujeres	45-49	2	02	Alto Gállego
2005	Mujeres	50-54	2	02	Alto Gállego
2005	Mujeres	55-59	2	02	Alto Gállego
2005	Mujeres	16-19	1	03	Sobrarbe
2005	Mujeres	20-24	4	03	Sobrarbe
2005	Mujeres	25-29	2	03	Sobrarbe
2005	Mujeres	30-34	1	03	Sobrarbe
2005	Mujeres	35-39	1	03	Sobrarbe
2005	Mujeres	40-44	1	03	Sobrarbe
2005	Mujeres	45-49	1	03	Sobrarbe
2005	Mujeres	16-19	1	04	La Ribagorza
2005	Mujeres	20-24	3	04	La Ribagorza
2005	Mujeres	25-29	12	04	La Ribagorza
2005	Mujeres	30-34	3	04	La Ribagorza
2005	Mujeres	35-39	6	04	La Ribagorza
2005	Mujeres	40-44	4	04	La Ribagorza
2005	Mujeres	45-49	2	04	La Ribagorza
2005	Mujeres	50-54	1	04	La Ribagorza
2005	Mujeres	16-19	1	05	Cinco Villas
2005	Mujeres	20-24	35	05	Cinco Villas
2005	Mujeres	25-29	26	05	Cinco Villas
2005	Mujeres	30-34	28	05	Cinco Villas
2005	Mujeres	35-39	18	05	Cinco Villas
2005	Mujeres	40-44	17	05	Cinco Villas
2005	Mujeres	45-49	14	05	Cinco Villas
2005	Mujeres	50-54	7	05	Cinco Villas
2005	Mujeres	55-59	7	05	Cinco Villas
2005	Mujeres	60-64	1	05	Cinco Villas
2005	Mujeres	16-19	7	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	20-24	24	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	25-29	34	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	30-34	33	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	35-39	20	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	40-44	24	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	45-49	26	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	50-54	23	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	55-59	17	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	60-64	3	06	Hoya de Huesca / Plana de Uesca
2005	Mujeres	16-19	6	07	Somontano de Barbastro
2005	Mujeres	20-24	8	07	Somontano de Barbastro
2005	Mujeres	25-29	13	07	Somontano de Barbastro
2005	Mujeres	30-34	7	07	Somontano de Barbastro
2005	Mujeres	35-39	9	07	Somontano de Barbastro
2005	Mujeres	40-44	4	07	Somontano de Barbastro
2005	Mujeres	45-49	3	07	Somontano de Barbastro
2005	Mujeres	50-54	1	07	Somontano de Barbastro
2005	Mujeres	55-59	4	07	Somontano de Barbastro
2005	Mujeres	60-64	3	07	Somontano de Barbastro
2005	Mujeres	20-24	12	08	Cinca Medio
2005	Mujeres	25-29	7	08	Cinca Medio
2005	Mujeres	30-34	9	08	Cinca Medio
2005	Mujeres	35-39	11	08	Cinca Medio
2005	Mujeres	40-44	6	08	Cinca Medio
2005	Mujeres	45-49	3	08	Cinca Medio
2005	Mujeres	50-54	2	08	Cinca Medio
2005	Mujeres	55-59	2	08	Cinca Medio
2005	Mujeres	16-19	4	09	La Litera / La Llitera
2005	Mujeres	20-24	6	09	La Litera / La Llitera
2005	Mujeres	25-29	8	09	La Litera / La Llitera
2005	Mujeres	30-34	6	09	La Litera / La Llitera
2005	Mujeres	35-39	3	09	La Litera / La Llitera
2005	Mujeres	40-44	4	09	La Litera / La Llitera
2005	Mujeres	45-49	6	09	La Litera / La Llitera
2005	Mujeres	50-54	3	09	La Litera / La Llitera
2005	Mujeres	55-59	1	09	La Litera / La Llitera
2005	Mujeres	20-24	5	10	Los Monegros
2005	Mujeres	25-29	3	10	Los Monegros
2005	Mujeres	30-34	5	10	Los Monegros
2005	Mujeres	35-39	5	10	Los Monegros
2005	Mujeres	40-44	6	10	Los Monegros
2005	Mujeres	45-49	1	10	Los Monegros
2005	Mujeres	50-54	1	10	Los Monegros
2005	Mujeres	16-19	1	11	Bajo Cinca / Baix Cinca
2005	Mujeres	20-24	10	11	Bajo Cinca / Baix Cinca
2005	Mujeres	25-29	7	11	Bajo Cinca / Baix Cinca
2005	Mujeres	30-34	8	11	Bajo Cinca / Baix Cinca
2005	Mujeres	35-39	9	11	Bajo Cinca / Baix Cinca
2005	Mujeres	40-44	5	11	Bajo Cinca / Baix Cinca
2005	Mujeres	45-49	4	11	Bajo Cinca / Baix Cinca
2005	Mujeres	50-54	9	11	Bajo Cinca / Baix Cinca
2005	Mujeres	55-59	6	11	Bajo Cinca / Baix Cinca
2005	Mujeres	60-64	1	11	Bajo Cinca / Baix Cinca
2005	Mujeres	Más de 64	1	11	Bajo Cinca / Baix Cinca
2005	Mujeres	16-19	2	12	Tarazona y el Moncayo
2005	Mujeres	20-24	5	12	Tarazona y el Moncayo
2005	Mujeres	25-29	9	12	Tarazona y el Moncayo
2005	Mujeres	30-34	10	12	Tarazona y el Moncayo
2005	Mujeres	35-39	6	12	Tarazona y el Moncayo
2005	Mujeres	40-44	9	12	Tarazona y el Moncayo
2005	Mujeres	45-49	7	12	Tarazona y el Moncayo
2005	Mujeres	50-54	1	12	Tarazona y el Moncayo
2005	Mujeres	55-59	2	12	Tarazona y el Moncayo
2005	Mujeres	16-19	4	13	Campo de Borja
2005	Mujeres	20-24	15	13	Campo de Borja
