Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones con tierras	Explotaciones con tierras sin SAU	Explotaciones con tierras con SAU >=25% y <50% de su propiedad	Explotaciones con tierras con SAU >=50% y <75% de su propiedad	Explotaciones con tierras con SAU >=75% y <100% de su propiedad	Explotaciones con tierras con SAU totalmente de su propiedad	Explotaciones con tierras con SAU	Explotaciones con tierras con SAU  <25% de su propiedad
1999	50154	Mainar	36	36	3	8	7	2	5	33	11
1999	50155	Malanquilla	29	29	0	3	1	1	15	29	9
1999	50156	Maleján	0	0	0	0	0	0	0	0	0
1999	50157	Malón	88	88	7	2	6	11	57	81	5
1999	50159	Maluenda	245	243	32	1	4	9	191	211	6
1999	50160	Mallén	310	306	10	27	38	37	162	296	32
1999	50161	Manchones	63	62	11	0	1	4	39	51	7
1999	50162	Mara	90	90	3	4	3	8	67	87	5
1999	50163	María de Huerva	64	60	9	9	3	8	15	51	16
1999	50164	Mediana de Aragón	96	93	2	13	8	14	34	91	22
1999	50165	Mequinenza	422	418	6	13	26	35	315	412	23
1999	50166	Mesones de Isuela	118	114	2	7	7	8	83	112	7
1999	50167	Mezalocha	98	96	1	5	4	3	67	95	16
1999	50168	Mianos	17	17	6	5	0	0	4	11	2
1999	50169	Miedes de Aragón	154	154	6	19	19	14	61	148	35
1999	50170	Monegrillo	156	151	2	32	27	16	19	149	55
1999	50171	Moneva	56	54	3	8	4	4	21	51	14
1999	50172	Monreal de Ariza	69	64	2	13	12	5	14	62	18
1999	50173	Monterde	62	60	8	3	5	2	33	52	9
1999	50174	Montón	33	33	2	1	0	4	22	31	4
1999	50175	Morata de Jalón	358	353	29	7	3	14	294	324	6
1999	50176	Morata de Jiloca	91	91	3	6	10	10	53	88	9
1999	50177	Morés	141	139	26	0	0	0	110	113	3
1999	50178	Moros	218	217	45	3	10	8	142	172	9
1999	50179	Moyuela	85	80	8	12	5	2	41	72	12
1999	50180	Mozota	17	16	1	1	2	4	5	15	3
1999	50181	Muel	212	207	16	11	10	8	130	191	32
1999	50182	Muela (La)	204	202	3	21	27	13	86	199	52
1999	50183	Munébrega	209	209	20	6	6	14	160	189	3
1999	50184	Murero	64	64	6	1	4	3	48	58	2
1999	50185	Murillo de Gállego	42	41	6	2	3	1	27	35	2
1999	50186	Navardún	38	36	4	0	2	1	26	32	3
1999	50187	Nigüella	35	34	1	2	5	1	16	33	9
1999	50188	Nombrevilla	16	16	3	0	2	2	4	13	5
1999	50189	Nonaspe	233	226	14	2	4	14	191	212	1
1999	50190	Novallas	215	212	6	4	9	8	179	206	6
1999	50191	Novillas	226	220	7	24	32	32	78	213	47
1999	50192	Nuévalos	23	21	3	1	0	2	13	18	2
1999	50193	Nuez de Ebro	40	38	2	2	7	4	20	36	3
1999	50194	Olvés	65	65	4	0	1	2	57	61	1
1999	50195	Orcajo	44	44	4	1	3	0	34	40	2
1999	50196	Orera	64	63	5	1	0	1	56	58	0
1999	50197	Orés	50	49	2	5	2	5	30	47	5
1999	50198	Oseja	26	26	3	0	0	0	22	23	1
1999	50199	Osera de Ebro	42	40	4	2	2	7	15	36	10
1999	50200	Paniza	273	273	12	4	7	4	238	261	8
1999	50201	Paracuellos de Jiloca	157	157	37	1	3	5	108	120	3
1999	50202	Paracuellos de la Ribera	145	145	18	1	0	0	126	127	0
1999	50203	Pastriz	95	94	3	6	8	8	56	91	13
1999	50204	Pedrola	324	322	7	34	30	37	166	315	48
1999	50205	Pedrosas (Las)	26	24	0	4	3	2	13	24	2
1999	50206	Perdiguera	106	103	3	17	24	12	29	100	18
1999	50207	Piedratajada	23	23	1	2	3	3	10	22	4
1999	50208	Pina de Ebro	485	472	5	71	66	61	144	467	125
1999	50209	Pinseque	146	145	9	8	10	17	75	136	26
1999	50210	Pintanos (Los)	47	44	15	3	3	4	15	29	4
1999	50211	Plasencia de Jalón	92	92	1	6	9	11	52	91	13
1999	50212	Pleitas	18	18	2	2	0	0	12	16	2
1999	50213	Plenas	68	68	4	2	3	4	45	64	10
1999	50214	Pomer	5	3	1	0	0	0	2	2	0
1999	50215	Pozuel de Ariza	7	7	1	1	0	0	4	6	1
1999	50216	Pozuelo de Aragón	69	68	4	3	6	13	37	64	5
1999	50217	Pradilla de Ebro	119	118	4	26	15	10	43	114	20
1999	50218	Puebla de Albortón	56	54	1	7	9	10	8	53	19
1999	50219	Puebla de Alfindén (La)	74	73	1	12	3	7	34	72	16
1999	50220	Puendeluna	16	16	2	2	1	0	11	14	0
1999	50221	Purujosa	7	5	2	0	1	0	2	3	0
1999	50222	Quinto	271	256	2	18	18	21	159	254	38
1999	50223	Remolinos	95	91	4	12	10	15	39	87	11
1999	50224	Retascón	41	41	2	3	3	3	23	39	7
1999	50225	Ricla	532	526	18	45	22	7	144	508	290
1999	50227	Romanos	37	37	0	1	4	5	18	37	9
1999	50228	Rueda de Jalón	174	173	7	12	12	21	104	166	17
1999	50229	Ruesca	30	29	4	0	2	5	15	25	3
1999	50230	Sádaba	254	245	9	15	20	27	138	236	36
1999	50231	Salillas de Jalón	36	36	4	0	5	3	21	32	3
1999	50232	Salvatierra de Esca	36	35	7	1	0	1	18	28	8
1999	50233	Samper del Salz	14	14	1	1	1	0	11	13	0
1999	50234	San Martín de la Virgen de Moncayo	25	22	2	1	2	2	12	20	3
1999	50235	San Mateo de Gállego	208	207	20	27	18	10	46	187	86
1999	50236	Santa Cruz de Grío	108	107	10	2	1	1	92	97	1
1999	50237	Santa Cruz de Moncayo	40	38	3	0	0	2	31	35	2
1999	50238	Santa Eulalia de Gállego	27	27	5	2	1	1	18	22	0
1999	50239	Santed	23	23	0	3	3	3	9	23	5
1999	50240	Sástago	238	223	8	29	31	24	58	215	73
1999	50241	Saviñán	162	158	16	0	3	7	128	142	4
1999	50242	Sediles	37	37	2	2	4	2	26	35	1
1999	50243	Sestrica	188	187	5	0	2	3	174	182	3
1999	50244	Sierra de Luna	70	70	3	11	17	4	25	67	10
1999	50245	Sigüés	39	37	4	0	1	4	18	33	10
1999	50246	Sisamón	18	17	2	4	3	3	2	15	3
1999	50247	Sobradiel	86	84	7	8	8	4	42	77	15
1999	50248	Sos del Rey Católico	254	251	15	7	9	16	183	236	21
1999	50249	Tabuenca	189	187	11	4	15	32	121	176	4
1999	50250	Talamantes	16	15	4	0	0	1	9	11	1
1999	50251	Tarazona	910	905	65	62	54	47	596	840	81
1999	50252	Tauste	1337	1305	79	158	99	60	463	1226	446
1999	50253	Terrer	109	108	15	11	6	10	50	93	16
1999	50254	Tierga	110	107	3	15	5	4	41	104	39
1999	50255	Tobed	100	99	11	1	2	0	84	88	1
1999	50256	Torralba de los Frailes	38	35	6	1	4	4	10	29	10
1999	50257	Torralba de Ribota	122	121	15	2	1	2	100	106	1
1999	50258	Torralbilla	18	17	1	0	2	1	4	16	9
1999	50259	Torrehermosa	19	18	1	8	1	2	1	17	5
1999	50260	Torrelapaja	9	8	0	2	0	1	3	8	2
1999	50261	Torrellas	42	42	6	0	0	2	28	36	6
1999	50262	Torres de Berrellén	197	195	20	4	13	19	110	175	29
1999	50263	Torrijo de la Cañada	135	128	34	1	4	4	82	94	3
1999	50264	Tosos	153	152	8	6	2	3	128	144	5
1999	50265	Trasmoz	44	43	2	1	2	3	32	41	3
1999	50266	Trasobares	108	108	7	7	4	8	75	101	7
1999	50267	Uncastillo	118	111	10	6	5	8	64	101	18
1999	50268	Undués de Lerda	24	23	8	3	0	1	7	15	4
1999	50269	Urrea de Jalón	82	82	1	4	5	4	51	81	17
1999	50270	Urriés	26	26	5	1	2	2	16	21	0
1999	50271	Used	139	137	1	15	18	12	62	136	29
1999	50272	Utebo	121	120	7	13	7	13	53	113	27
1999	50273	Valdehorna	53	53	6	1	2	2	41	47	1
1999	50274	Val de San Martín	30	30	5	2	3	0	15	25	5
1999	50275	Valmadrid	24	23	2	2	4	6	8	21	1
1999	50276	Valpalmas	53	52	4	3	5	6	13	48	21
1999	50277	Valtorres	20	20	2	0	0	0	18	18	0
1999	50278	Velilla de Ebro	43	41	1	11	3	0	10	40	16
1999	50279	Velilla de Jiloca	39	36	6	1	1	1	25	30	2
1999	50280	Vera de Moncayo	144	144	6	1	5	5	117	138	10
1999	50281	Vierlas	24	24	1	1	1	5	16	23	0
1999	50282	Vilueña (La)	63	63	9	0	0	3	50	54	1
1999	50283	Villadoz	32	32	0	6	11	3	7	32	5
1999	50284	Villafeliche	44	43	2	2	6	4	26	41	3
1999	50285	Villafranca de Ebro	128	126	12	25	18	9	43	114	19
1999	50286	Villalba de Perejil	48	47	13	1	0	2	25	34	6
1999	50287	Villalengua	131	128	20	6	6	6	74	108	16
1999	50288	Villanueva de Gállego	151	151	7	23	6	1	36	144	78
1999	50289	Villanueva de Jiloca	49	49	14	0	2	0	32	35	1
1999	50290	Villanueva de Huerva	172	169	4	11	20	19	103	165	12
1999	50291	Villar de los Navarros	65	62	2	3	7	2	41	60	7
1999	50292	Villarreal de Huerva	30	30	3	5	2	3	11	27	6
1999	50293	Villarroya de la Sierra	261	258	53	2	3	8	186	205	6
1999	50294	Villarroya del Campo	25	25	0	3	0	2	16	25	4
1999	50295	Vistabella	14	14	3	0	0	0	10	11	1
1999	50296	Zaida (La)	61	60	1	7	0	0	25	59	27
1999	50297	Zaragoza	1839	1791	110	100	114	62	1029	1681	376
1999	50298	Zuera	489	478	19	69	32	12	103	459	243
1999	50901	Biel	44	43	17	3	3	2	13	26	5
1999	50902	Marracos	19	19	1	3	4	1	7	18	3
