Municipio código	Municipio nombre	Estructura hogar	Número hogares
50193	Nuez de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	11
50193	Nuez de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
50193	Nuez de Ebro	Otro hogar de cuatro adultos, con o sin menores	10
50193	Nuez de Ebro	Cinco o más adultos, con o sin menores	12
50194	Olvés	Una mujer de 16 a 64 años	2
50194	Olvés	Un hombre de 16 a 64 años	2
50194	Olvés	Una mujer de 65 o más años	6
50194	Olvés	Un hombre de 65 o más años	7
50194	Olvés	Dos adultos de 16 a 64 años, sin menores	3
50194	Olvés	Dos adultos, uno al menos de 65 años o más, sin menores	13
50194	Olvés	Dos adultos y tres o más menores	1
50194	Olvés	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
50194	Olvés	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
50194	Olvés	Otro hogar de tres adultos, con o sin menores	9
50194	Olvés	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
50194	Olvés	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
50194	Olvés	Otro hogar de cuatro adultos, con o sin menores	3
50194	Olvés	Cinco o más adultos, con o sin menores	4
50195	Orcajo	Un hombre de 16 a 64 años	1
50195	Orcajo	Una mujer de 65 o más años	1
50195	Orcajo	Dos adultos de 16 a 64 años, sin menores	3
50195	Orcajo	Dos adultos, uno al menos de 65 años o más, sin menores	10
50195	Orcajo	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
50195	Orcajo	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
50195	Orcajo	Otro hogar de tres adultos, con o sin menores	2
50195	Orcajo	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
50196	Orera	Una mujer de 16 a 64 años	2
50196	Orera	Un hombre de 16 a 64 años	2
50196	Orera	Una mujer de 65 o más años	6
50196	Orera	Un hombre de 65 o más años	5
50196	Orera	Dos adultos, uno al menos de 65 años o más, sin menores	19
50196	Orera	Dos adultos y dos menores	4
50196	Orera	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
50196	Orera	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
50196	Orera	Otro hogar de tres adultos, con o sin menores	4
50196	Orera	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
50196	Orera	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
50196	Orera	Cinco o más adultos, con o sin menores	2
50197	Orés	Una mujer de 16 a 64 años	3
50197	Orés	Un hombre de 16 a 64 años	8
50197	Orés	Una mujer de 65 o más años	9
50197	Orés	Un hombre de 65 o más años	5
50197	Orés	Dos adultos de 16 a 64 años, sin menores	1
50197	Orés	Dos adultos, uno al menos de 65 años o más, sin menores	9
50197	Orés	Dos adultos y un menor	1
50197	Orés	Dos adultos y dos menores	1
50197	Orés	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
50197	Orés	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
50197	Orés	Otro hogar de tres adultos, con o sin menores	5
50197	Orés	Otro hogar de cuatro adultos, con o sin menores	4
50197	Orés	Cinco o más adultos, con o sin menores	3
50198	Oseja	Una mujer de 16 a 64 años	1
50198	Oseja	Un hombre de 16 a 64 años	3
50198	Oseja	Una mujer de 65 o más años	2
50198	Oseja	Un hombre de 65 o más años	2
50198	Oseja	Un hombre adulto con  uno o más menores	1
50198	Oseja	Dos adultos de 16 a 64 años, sin menores	4
50198	Oseja	Dos adultos, uno al menos de 65 años o más, sin menores	4
50198	Oseja	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
50198	Oseja	Otro hogar de tres adultos, con o sin menores	1
50198	Oseja	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
50198	Oseja	Otro hogar de cuatro adultos, con o sin menores	2
50198	Oseja	Cinco o más adultos, con o sin menores	1
50199	Osera de Ebro	Una mujer de 16 a 64 años	6
50199	Osera de Ebro	Un hombre de 16 a 64 años	11
50199	Osera de Ebro	Una mujer de 65 o más años	8
50199	Osera de Ebro	Un hombre de 65 o más años	5
50199	Osera de Ebro	Dos adultos de 16 a 64 años, sin menores	12
50199	Osera de Ebro	Dos adultos, uno al menos de 65 años o más, sin menores	19
50199	Osera de Ebro	Dos adultos y un menor	11
50199	Osera de Ebro	Dos adultos y dos menores	4
50199	Osera de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	11
50199	Osera de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
50199	Osera de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
50199	Osera de Ebro	Otro hogar de tres adultos, con o sin menores	7
50199	Osera de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	11
50199	Osera de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
50199	Osera de Ebro	Otro hogar de cuatro adultos, con o sin menores	9
50199	Osera de Ebro	Cinco o más adultos, con o sin menores	6
50200	Paniza	Una mujer de 16 a 64 años	5
50200	Paniza	Un hombre de 16 a 64 años	27
50200	Paniza	Una mujer de 65 o más años	26
50200	Paniza	Un hombre de 65 o más años	13
50200	Paniza	Una mujer adulta con uno o más menores	2
50200	Paniza	Un hombre adulto con  uno o más menores	1
50200	Paniza	Dos adultos de 16 a 64 años, sin menores	17
50200	Paniza	Dos adultos, uno al menos de 65 años o más, sin menores	50
50200	Paniza	Dos adultos y un menor	6
50200	Paniza	Dos adultos y dos menores	20
50200	Paniza	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	16
50200	Paniza	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	5
50200	Paniza	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	3
50200	Paniza	Otro hogar de tres adultos, con o sin menores	21
50200	Paniza	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	20
50200	Paniza	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
50200	Paniza	Otro hogar de cuatro adultos, con o sin menores	9
50200	Paniza	Cinco o más adultos, con o sin menores	20
50201	Paracuellos de Jiloca	Una mujer de 16 a 64 años	3
50201	Paracuellos de Jiloca	Un hombre de 16 a 64 años	10
50201	Paracuellos de Jiloca	Una mujer de 65 o más años	27
50201	Paracuellos de Jiloca	Un hombre de 65 o más años	14
50201	Paracuellos de Jiloca	Una mujer adulta con uno o más menores	2
50201	Paracuellos de Jiloca	Dos adultos de 16 a 64 años, sin menores	16
50201	Paracuellos de Jiloca	Dos adultos, uno al menos de 65 años o más, sin menores	36
50201	Paracuellos de Jiloca	Dos adultos y un menor	7
50201	Paracuellos de Jiloca	Dos adultos y dos menores	11
50201	Paracuellos de Jiloca	Dos adultos y tres o más menores	2
50201	Paracuellos de Jiloca	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	10
50201	Paracuellos de Jiloca	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	4
50201	Paracuellos de Jiloca	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
50201	Paracuellos de Jiloca	Otro hogar de tres adultos, con o sin menores	10
50201	Paracuellos de Jiloca	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	15
50201	Paracuellos de Jiloca	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
50201	Paracuellos de Jiloca	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
50201	Paracuellos de Jiloca	Otro hogar de cuatro adultos, con o sin menores	6
50201	Paracuellos de Jiloca	Cinco o más adultos, con o sin menores	11
50202	Paracuellos de la Ribera	Una mujer de 16 a 64 años	2
50202	Paracuellos de la Ribera	Un hombre de 16 a 64 años	6
50202	Paracuellos de la Ribera	Una mujer de 65 o más años	25
50202	Paracuellos de la Ribera	Un hombre de 65 o más años	7
50202	Paracuellos de la Ribera	Dos adultos de 16 a 64 años, sin menores	7
50202	Paracuellos de la Ribera	Dos adultos, uno al menos de 65 años o más, sin menores	34
50202	Paracuellos de la Ribera	Dos adultos y dos menores	3
50202	Paracuellos de la Ribera	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	15
50202	Paracuellos de la Ribera	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
50202	Paracuellos de la Ribera	Otro hogar de tres adultos, con o sin menores	10
50202	Paracuellos de la Ribera	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	5
50202	Paracuellos de la Ribera	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	2
50202	Paracuellos de la Ribera	Otro hogar de cuatro adultos, con o sin menores	3
50203	Pastriz	Una mujer de 16 a 64 años	13
50203	Pastriz	Un hombre de 16 a 64 años	23
50203	Pastriz	Una mujer de 65 o más años	24
50203	Pastriz	Un hombre de 65 o más años	11
50203	Pastriz	Una mujer adulta con uno o más menores	1
50203	Pastriz	Un hombre adulto con  uno o más menores	1
50203	Pastriz	Dos adultos de 16 a 64 años, sin menores	49
50203	Pastriz	Dos adultos, uno al menos de 65 años o más, sin menores	50
50203	Pastriz	Dos adultos y un menor	43
50203	Pastriz	Dos adultos y dos menores	28
50203	Pastriz	Dos adultos y tres o más menores	4
50203	Pastriz	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	27
50203	Pastriz	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	18
50203	Pastriz	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
50203	Pastriz	Otro hogar de tres adultos, con o sin menores	21
50203	Pastriz	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	25
50203	Pastriz	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	5
50203	Pastriz	Otro hogar de cuatro adultos, con o sin menores	15
50203	Pastriz	Cinco o más adultos, con o sin menores	22
50204	Pedrola	Una mujer de 16 a 64 años	33
50204	Pedrola	Un hombre de 16 a 64 años	76
50204	Pedrola	Una mujer de 65 o más años	62
50204	Pedrola	Un hombre de 65 o más años	30
50204	Pedrola	Una mujer adulta con uno o más menores	11
50204	Pedrola	Un hombre adulto con  uno o más menores	6
50204	Pedrola	Dos adultos de 16 a 64 años, sin menores	95
50204	Pedrola	Dos adultos, uno al menos de 65 años o más, sin menores	176
50204	Pedrola	Dos adultos y un menor	78
50204	Pedrola	Dos adultos y dos menores	97
50204	Pedrola	Dos adultos y tres o más menores	6
50204	Pedrola	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	74
50204	Pedrola	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	35
50204	Pedrola	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	6
50204	Pedrola	Otro hogar de tres adultos, con o sin menores	71
50204	Pedrola	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	45
50204	Pedrola	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	9
50204	Pedrola	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
50204	Pedrola	Otro hogar de cuatro adultos, con o sin menores	30
50204	Pedrola	Cinco o más adultos, con o sin menores	52
50205	Pedrosas (Las)	Una mujer de 16 a 64 años	2
50205	Pedrosas (Las)	Un hombre de 16 a 64 años	3
50205	Pedrosas (Las)	Una mujer de 65 o más años	7
50205	Pedrosas (Las)	Un hombre de 65 o más años	2
50205	Pedrosas (Las)	Dos adultos de 16 a 64 años, sin menores	6
50205	Pedrosas (Las)	Dos adultos, uno al menos de 65 años o más, sin menores	7
50205	Pedrosas (Las)	Dos adultos y un menor	1
50205	Pedrosas (Las)	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
50205	Pedrosas (Las)	Otro hogar de tres adultos, con o sin menores	9
50205	Pedrosas (Las)	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
50205	Pedrosas (Las)	Otro hogar de cuatro adultos, con o sin menores	1
50205	Pedrosas (Las)	Cinco o más adultos, con o sin menores	3
50206	Perdiguera	Una mujer de 16 a 64 años	13
50206	Perdiguera	Un hombre de 16 a 64 años	21
50206	Perdiguera	Una mujer de 65 o más años	22
50206	Perdiguera	Un hombre de 65 o más años	19
50206	Perdiguera	Una mujer adulta con uno o más menores	2
50206	Perdiguera	Un hombre adulto con  uno o más menores	6
50206	Perdiguera	Dos adultos de 16 a 64 años, sin menores	20
50206	Perdiguera	Dos adultos, uno al menos de 65 años o más, sin menores	29
50206	Perdiguera	Dos adultos y un menor	15
50206	Perdiguera	Dos adultos y dos menores	7
50206	Perdiguera	Dos adultos y tres o más menores	2
50206	Perdiguera	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	11
50206	Perdiguera	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
50206	Perdiguera	Otro hogar de tres adultos, con o sin menores	15
50206	Perdiguera	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	11
50206	Perdiguera	Otro hogar de cuatro adultos, con o sin menores	8
50206	Perdiguera	Cinco o más adultos, con o sin menores	13
50207	Piedratajada	Una mujer de 16 a 64 años	4
50207	Piedratajada	Un hombre de 16 a 64 años	6
50207	Piedratajada	Una mujer de 65 o más años	6
50207	Piedratajada	Una mujer adulta con uno o más menores	1
50207	Piedratajada	Dos adultos de 16 a 64 años, sin menores	5
50207	Piedratajada	Dos adultos, uno al menos de 65 años o más, sin menores	8
50207	Piedratajada	Dos adultos y dos menores	3
50207	Piedratajada	Dos adultos y tres o más menores	1
50207	Piedratajada	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	5
50207	Piedratajada	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
50207	Piedratajada	Otro hogar de tres adultos, con o sin menores	4
50207	Piedratajada	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	6
50207	Piedratajada	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
50207	Piedratajada	Otro hogar de cuatro adultos, con o sin menores	1
50207	Piedratajada	Cinco o más adultos, con o sin menores	4
50208	Pina de Ebro	Una mujer de 16 a 64 años	45
50208	Pina de Ebro	Un hombre de 16 a 64 años	77
50208	Pina de Ebro	Una mujer de 65 o más años	64
50208	Pina de Ebro	Un hombre de 65 o más años	32
50208	Pina de Ebro	Una mujer adulta con uno o más menores	18
50208	Pina de Ebro	Un hombre adulto con  uno o más menores	15
50208	Pina de Ebro	Dos adultos de 16 a 64 años, sin menores	111
50208	Pina de Ebro	Dos adultos, uno al menos de 65 años o más, sin menores	134
50208	Pina de Ebro	Dos adultos y un menor	83
50208	Pina de Ebro	Dos adultos y dos menores	49
50208	Pina de Ebro	Dos adultos y tres o más menores	6
50208	Pina de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	64
50208	Pina de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	19
50208	Pina de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	3
50208	Pina de Ebro	Otro hogar de tres adultos, con o sin menores	51
50208	Pina de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	47
50208	Pina de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	7
50208	Pina de Ebro	Otro hogar de cuatro adultos, con o sin menores	19
50208	Pina de Ebro	Cinco o más adultos, con o sin menores	40
50209	Pinseque	Una mujer de 16 a 64 años	36
50209	Pinseque	Un hombre de 16 a 64 años	76
50209	Pinseque	Una mujer de 65 o más años	49
50209	Pinseque	Un hombre de 65 o más años	18
50209	Pinseque	Una mujer adulta con uno o más menores	5
50209	Pinseque	Un hombre adulto con  uno o más menores	6
50209	Pinseque	Dos adultos de 16 a 64 años, sin menores	97
50209	Pinseque	Dos adultos, uno al menos de 65 años o más, sin menores	89
50209	Pinseque	Dos adultos y un menor	65
50209	Pinseque	Dos adultos y dos menores	53
50209	Pinseque	Dos adultos y tres o más menores	5
50209	Pinseque	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	50
50209	Pinseque	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	22
50209	Pinseque	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	2
50209	Pinseque	Otro hogar de tres adultos, con o sin menores	30
50209	Pinseque	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	26
50209	Pinseque	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	16
50209	Pinseque	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	2
50209	Pinseque	Otro hogar de cuatro adultos, con o sin menores	17
50209	Pinseque	Cinco o más adultos, con o sin menores	27
50210	Pintanos (Los)	Una mujer de 16 a 64 años	1
50210	Pintanos (Los)	Un hombre de 16 a 64 años	4
50210	Pintanos (Los)	Una mujer de 65 o más años	4
50210	Pintanos (Los)	Un hombre de 65 o más años	2
50210	Pintanos (Los)	Dos adultos de 16 a 64 años, sin menores	2
50210	Pintanos (Los)	Dos adultos, uno al menos de 65 años o más, sin menores	7
50210	Pintanos (Los)	Dos adultos y tres o más menores	1
50210	Pintanos (Los)	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
50210	Pintanos (Los)	Otro hogar de tres adultos, con o sin menores	7
50210	Pintanos (Los)	Otro hogar de cuatro adultos, con o sin menores	3
50210	Pintanos (Los)	Cinco o más adultos, con o sin menores	2
50211	Plasencia de Jalón	Una mujer de 16 a 64 años	2
50211	Plasencia de Jalón	Un hombre de 16 a 64 años	14
50211	Plasencia de Jalón	Una mujer de 65 o más años	16
50211	Plasencia de Jalón	Un hombre de 65 o más años	10
50211	Plasencia de Jalón	Una mujer adulta con uno o más menores	1
50211	Plasencia de Jalón	Dos adultos de 16 a 64 años, sin menores	5
50211	Plasencia de Jalón	Dos adultos, uno al menos de 65 años o más, sin menores	40
50211	Plasencia de Jalón	Dos adultos y un menor	7
50211	Plasencia de Jalón	Dos adultos y dos menores	7
50211	Plasencia de Jalón	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	11
50211	Plasencia de Jalón	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	3
50211	Plasencia de Jalón	Otro hogar de tres adultos, con o sin menores	10
50211	Plasencia de Jalón	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	5
50211	Plasencia de Jalón	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
50211	Plasencia de Jalón	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
50211	Plasencia de Jalón	Otro hogar de cuatro adultos, con o sin menores	5
50211	Plasencia de Jalón	Cinco o más adultos, con o sin menores	8
50212	Pleitas	Una mujer de 65 o más años	4
50212	Pleitas	Un hombre de 65 o más años	1
50212	Pleitas	Dos adultos de 16 a 64 años, sin menores	1
50212	Pleitas	Dos adultos, uno al menos de 65 años o más, sin menores	7
50212	Pleitas	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
50212	Pleitas	Otro hogar de tres adultos, con o sin menores	1
50212	Pleitas	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	1
50212	Pleitas	Otro hogar de cuatro adultos, con o sin menores	3
50212	Pleitas	Cinco o más adultos, con o sin menores	3
50213	Plenas	Un hombre de 16 a 64 años	6
50213	Plenas	Una mujer de 65 o más años	13
50213	Plenas	Un hombre de 65 o más años	7
50213	Plenas	Dos adultos de 16 a 64 años, sin menores	7
50213	Plenas	Dos adultos, uno al menos de 65 años o más, sin menores	22
50213	Plenas	Dos adultos y dos menores	1
50213	Plenas	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	7
50213	Plenas	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	1
50213	Plenas	Otro hogar de tres adultos, con o sin menores	1
50213	Plenas	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	3
50213	Plenas	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	1
50213	Plenas	Otro hogar de cuatro adultos, con o sin menores	4
50213	Plenas	Cinco o más adultos, con o sin menores	2
50214	Pomer	Una mujer de 16 a 64 años	1
50214	Pomer	Un hombre de 16 a 64 años	5
50214	Pomer	Una mujer de 65 o más años	2
50214	Pomer	Un hombre de 65 o más años	4
50214	Pomer	Dos adultos de 16 a 64 años, sin menores	3
50214	Pomer	Dos adultos, uno al menos de 65 años o más, sin menores	7
50214	Pomer	Otro hogar de tres adultos, con o sin menores	1
50215	Pozuel de Ariza	Una mujer de 65 o más años	1
50215	Pozuel de Ariza	Un hombre de 65 o más años	1
50215	Pozuel de Ariza	Dos adultos, uno al menos de 65 años o más, sin menores	2
50215	Pozuel de Ariza	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	1
50215	Pozuel de Ariza	Otro hogar de tres adultos, con o sin menores	1
50215	Pozuel de Ariza	Otro hogar de cuatro adultos, con o sin menores	1
50216	Pozuelo de Aragón	Una mujer de 16 a 64 años	5
50216	Pozuelo de Aragón	Un hombre de 16 a 64 años	2
50216	Pozuelo de Aragón	Una mujer de 65 o más años	9
50216	Pozuelo de Aragón	Un hombre de 65 o más años	6
50216	Pozuelo de Aragón	Un hombre adulto con  uno o más menores	1
50216	Pozuelo de Aragón	Dos adultos de 16 a 64 años, sin menores	7
50216	Pozuelo de Aragón	Dos adultos, uno al menos de 65 años o más, sin menores	25
50216	Pozuelo de Aragón	Dos adultos y un menor	4
50216	Pozuelo de Aragón	Dos adultos y dos menores	8
50216	Pozuelo de Aragón	Dos adultos y tres o más menores	1
50216	Pozuelo de Aragón	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	9
50216	Pozuelo de Aragón	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	4
50216	Pozuelo de Aragón	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
50216	Pozuelo de Aragón	Otro hogar de tres adultos, con o sin menores	15
50216	Pozuelo de Aragón	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	10
50216	Pozuelo de Aragón	Otro hogar de cuatro adultos, con o sin menores	4
50216	Pozuelo de Aragón	Cinco o más adultos, con o sin menores	8
50217	Pradilla de Ebro	Una mujer de 16 a 64 años	2
50217	Pradilla de Ebro	Un hombre de 16 a 64 años	20
50217	Pradilla de Ebro	Una mujer de 65 o más años	27
50217	Pradilla de Ebro	Un hombre de 65 o más años	16
50217	Pradilla de Ebro	Una mujer adulta con uno o más menores	1
50217	Pradilla de Ebro	Un hombre adulto con  uno o más menores	1
50217	Pradilla de Ebro	Dos adultos de 16 a 64 años, sin menores	20
50217	Pradilla de Ebro	Dos adultos, uno al menos de 65 años o más, sin menores	50
50217	Pradilla de Ebro	Dos adultos y un menor	12
50217	Pradilla de Ebro	Dos adultos y dos menores	5
50217	Pradilla de Ebro	Dos adultos y tres o más menores	4
50217	Pradilla de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	15
50217	Pradilla de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	4
50217	Pradilla de Ebro	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	1
50217	Pradilla de Ebro	Otro hogar de tres adultos, con o sin menores	24
50217	Pradilla de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	9
50217	Pradilla de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	3
50217	Pradilla de Ebro	Dos adultos de 35 años o más, dos de 16 a 34 años y dos o más menores	1
50217	Pradilla de Ebro	Otro hogar de cuatro adultos, con o sin menores	12
50217	Pradilla de Ebro	Cinco o más adultos, con o sin menores	16
50218	Puebla de Albortón	Un hombre de 16 a 64 años	9
50218	Puebla de Albortón	Una mujer de 65 o más años	6
50218	Puebla de Albortón	Un hombre de 65 o más años	7
50218	Puebla de Albortón	Dos adultos de 16 a 64 años, sin menores	7
50218	Puebla de Albortón	Dos adultos, uno al menos de 65 años o más, sin menores	12
50218	Puebla de Albortón	Dos adultos y un menor	1
50218	Puebla de Albortón	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	4
50218	Puebla de Albortón	Otro hogar de tres adultos, con o sin menores	8
50218	Puebla de Albortón	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	2
50218	Puebla de Albortón	Otro hogar de cuatro adultos, con o sin menores	3
50218	Puebla de Albortón	Cinco o más adultos, con o sin menores	3
50219	Puebla de Alfindén (La)	Una mujer de 16 a 64 años	23
50219	Puebla de Alfindén (La)	Un hombre de 16 a 64 años	56
50219	Puebla de Alfindén (La)	Una mujer de 65 o más años	41
50219	Puebla de Alfindén (La)	Un hombre de 65 o más años	13
50219	Puebla de Alfindén (La)	Una mujer adulta con uno o más menores	8
50219	Puebla de Alfindén (La)	Un hombre adulto con  uno o más menores	5
50219	Puebla de Alfindén (La)	Dos adultos de 16 a 64 años, sin menores	166
50219	Puebla de Alfindén (La)	Dos adultos, uno al menos de 65 años o más, sin menores	93
50219	Puebla de Alfindén (La)	Dos adultos y un menor	93
50219	Puebla de Alfindén (La)	Dos adultos y dos menores	77
50219	Puebla de Alfindén (La)	Dos adultos y tres o más menores	5
50219	Puebla de Alfindén (La)	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	65
50219	Puebla de Alfindén (La)	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	41
50219	Puebla de Alfindén (La)	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	7
50219	Puebla de Alfindén (La)	Otro hogar de tres adultos, con o sin menores	42
50219	Puebla de Alfindén (La)	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	63
50219	Puebla de Alfindén (La)	Dos adultos de 35 años o más, dos de 16 a 34 años y un menor	4
50219	Puebla de Alfindén (La)	Otro hogar de cuatro adultos, con o sin menores	16
50219	Puebla de Alfindén (La)	Cinco o más adultos, con o sin menores	22
50220	Puendeluna	Una mujer de 16 a 64 años	2
50220	Puendeluna	Un hombre de 16 a 64 años	7
50220	Puendeluna	Una mujer de 65 o más años	1
50220	Puendeluna	Un hombre de 65 o más años	2
50220	Puendeluna	Una mujer adulta con uno o más menores	1
50220	Puendeluna	Dos adultos de 16 a 64 años, sin menores	1
50220	Puendeluna	Dos adultos, uno al menos de 65 años o más, sin menores	2
50220	Puendeluna	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	3
50220	Puendeluna	Otro hogar de tres adultos, con o sin menores	7
50220	Puendeluna	Otro hogar de cuatro adultos, con o sin menores	2
50221	Purujosa	Una mujer de 16 a 64 años	3
50221	Purujosa	Un hombre de 16 a 64 años	11
50221	Purujosa	Una mujer de 65 o más años	1
50221	Purujosa	Un hombre de 65 o más años	3
50221	Purujosa	Dos adultos de 16 a 64 años, sin menores	3
50221	Purujosa	Dos adultos, uno al menos de 65 años o más, sin menores	1
50221	Purujosa	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	2
50221	Purujosa	Otro hogar de cuatro adultos, con o sin menores	2
50221	Purujosa	Cinco o más adultos, con o sin menores	1
50222	Quinto	Una mujer de 16 a 64 años	29
50222	Quinto	Un hombre de 16 a 64 años	61
50222	Quinto	Una mujer de 65 o más años	65
50222	Quinto	Un hombre de 65 o más años	30
50222	Quinto	Una mujer adulta con uno o más menores	5
50222	Quinto	Un hombre adulto con  uno o más menores	4
50222	Quinto	Dos adultos de 16 a 64 años, sin menores	73
50222	Quinto	Dos adultos, uno al menos de 65 años o más, sin menores	119
50222	Quinto	Dos adultos y un menor	55
50222	Quinto	Dos adultos y dos menores	63
50222	Quinto	Dos adultos y tres o más menores	4
50222	Quinto	Dos adultos de 35 años o más, uno de 16 a 34 años, sin menores	66
50222	Quinto	Dos adultos de 35 años o más, uno de 16 a 34 años y un menor	32
50222	Quinto	Dos adultos de 35 años o más, uno de 16 a 34 años y dos o más menores	5
50222	Quinto	Otro hogar de tres adultos, con o sin menores	55
50222	Quinto	Dos adultos de 35 años o más, dos de 16 a 34 años, sin menores	36
