Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	98	13779	140,602040816326530612244897959183673469
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	625	0	0
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	164	37509	228,713414634146341463414634146341463415
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1137	115835	101,877748460861917326297273526824978012
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	791	69493	87,85461441213653603034134007585335018963
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	37	0	0
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	26	1250	48,07692307692307692307692307692307692308
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	212	0	0
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	165	4888	29,62424242424242424242424242424242424242
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	4	1440	360
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	4	1440	360
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	12	19822	1651,833333333333333333333333333333333333
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	12	16810	1400,833333333333333333333333333333333333
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	7	11128	1589,714285714285714285714285714285714286
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	6	9410	1568,333333333333333333333333333333333333
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	12	2160	180
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	5	900	180
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	2	360	180
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	8	2340	292,5
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	0	9	0	0
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	1	12	148	12,33333333333333333333333333333333333333
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	3	0	0
Septiembre 2007	200709	Septiembre	2007	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	1	6	1790	298,333333333333333333333333333333333333
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	755	0	0
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	48	11767	245,145833333333333333333333333333333333
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	309	0	0
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	69	15521	224,942028985507246376811594202898550725
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	709	77167	108,839210155148095909732016925246826516
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	481	42247	87,83160083160083160083160083160083160083
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	19	0	0
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	20	699	34,95
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	109	0	0
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	116	3139	27,06034482758620689655172413793103448276
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	3402	1701
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	4	2521	630,25
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1515	1515
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	3664	1221,333333333333333333333333333333333333
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	8	2274	284,25
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	3	720	240
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	3	540	180
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	10	3361	336,1
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Septiembre 2007	200709	Septiembre	2007	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	1	1	180	180
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	7914	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	648	109064	168,308641975308641975308641975308641975
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4155	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	975	160469	164,58358974358974358974358974358974359
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	7068	549732	77,77758913412563667232597623089983022071
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	19	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	6778	475233	70,11404544113307760401298318087931543228
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	286	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	446	13726	30,7757847533632286995515695067264573991
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1418	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	938	33698	35,92537313432835820895522388059701492537
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	26	9361	360,038461538461538461538461538461538462
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	18	6404	355,777777777777777777777777777777777778
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	20	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	86	129998	1511,604651162790697674418604651162790698
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	114	153121	1343,166666666666666666666666666666666667
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	6	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	42	61748	1470,190476190476190476190476190476190476
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	71	100096	1409,802816901408450704225352112676056338
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	35	7783	222,371428571428571428571428571428571429
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	80	19630	245,375
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	29	5812	200,41379310344827586206896551724137931
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	89	27198	305,595505617977528089887640449438202247
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	15	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	21	875	41,66666666666666666666666666666666666667
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	6	0	0
Septiembre 2007	200709	Septiembre	2007	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	37	5227	141,27027027027027027027027027027027027
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1880	0	0
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	57	4543	79,7017543859649122807017543859649122807
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	745	0	0
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	48	3415	71,14583333333333333333333333333333333333
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1161	83796	72,17571059431524547803617571059431524548
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	861	52468	60,93844367015098722415795586527293844367
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	34	0	0
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	18	3066	170,333333333333333333333333333333333333
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	177	0	0
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	174	6213	35,70689655172413793103448275862068965517
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	6	1800	300
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	3	0	0
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	9	11926	1325,111111111111111111111111111111111111
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	10	9459	945,9
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1791	1791
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	5040	1680
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	18	4381	243,388888888888888888888888888888888889
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	5	900	180
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	16	4500	281,25
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	360	180
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	0	3	0	0
Agosto 2007	200708	Agosto	2007	22	Huesca	Hombres	Temporal	Otros	8	Otros	Otros	1	3	183	61
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	0	3	0	0
Agosto 2007	200708	Agosto	2007	22	Huesca	Mujeres	Temporal	Otros	8	Otros	Otros	1	3	720	240
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	651	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	62	2077	33,5
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	271	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	61	4239	69,49180327868852459016393442622950819672
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	675	60977	90,3362962962962962962962962962962962963
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	522	34488	66,06896551724137931034482758620689655172
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	26	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	24	1203	50,125
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	94	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	167	4975	29,79041916167664670658682634730538922156
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	5	6766	1353,2
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	7	10457	1493,857142857142857142857142857142857143
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	5	6427	1285,4
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	11	1980	180
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	6	1260	210
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	180	180
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	8	1980	247,5
Agosto 2007	200708	Agosto	2007	44	Teruel	Hombres	Temporal	Otros	8	Otros	Otros	0	2	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Agosto 2007	200708	Agosto	2007	44	Teruel	Mujeres	Temporal	Otros	8	Otros	Otros	1	2	541	270,5
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	6108	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	469	63540	135,479744136460554371002132196162046908
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2478	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	428	29080	67,94392523364485981308411214953271028037
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	6071	366424	60,35644869049579970350848295173776972492
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5128	278155	54,24239469578783151326053042121684867395
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	247	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	486	16162	33,25514403292181069958847736625514403292
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1025	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1351	37215	27,54626202812731310140636565507031828275
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	23	8556	372
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	4	1440	360
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	3	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	45	71863	1596,955555555555555555555555555555555556
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	53	73210	1381,32075471698113207547169811320754717
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	8	2838	354,75
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	8	12717	1589,625
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	22	32164	1462
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	17	3240	190,588235294117647058823529411764705882
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	43	9812	228,186046511627906976744186046511627907
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	21	3909	186,142857142857142857142857142857142857
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	30	6120	204
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	0	21	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Hombres	Temporal	Otros	8	Otros	Otros	1	39	11219	287,666666666666666666666666666666666667
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	0	21	0	0
Agosto 2007	200708	Agosto	2007	50	Zaragoza	Mujeres	Temporal	Otros	8	Otros	Otros	1	94	1949	20,73404255319148936170212765957446808511
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2452	0	0
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	163	8928	54,77300613496932515337423312883435582822
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	1569	0	0
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	187	12013	64,24064171122994652406417112299465240642
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	2125	144782	68,13270588235294117647058823529411764706
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1802	114180	63,36293007769145394006659267480577136515
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	43	0	0
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	26	2078	79,92307692307692307692307692307692307692
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	243	0	0
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	176	6202	35,23863636363636363636363636363636363636
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	8	2880	360
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	3	0	0
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	11	14670	1333,636363636363636363636363636363636364
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	16	20544	1284
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	720	360
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	3600	1800
Julio 2007	200707	Julio	2007	22	Huesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	4112	1370,666666666666666666666666666666666667
Julio 2007	200707	Julio	2007	22	Huesca	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	76	14040	184,736842105263157894736842105263157895
