Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Afiliaciones en alta
201103	Marzo 2011	16	Valdejalón	Hombres	59
201103	Marzo 2011	17	D.C. Zaragoza	Hombres	764
201103	Marzo 2011	18	Ribera Baja del Ebro	Hombres	16
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	51
201103	Marzo 2011	20	Comunidad de Calatayud	Hombres	51
201103	Marzo 2011	21	Campo de Cariñena	Hombres	22
201103	Marzo 2011	22	Campo de Belchite	Hombres	3
201103	Marzo 2011	23	Bajo Martín	Hombres	23
201103	Marzo 2011	24	Campo de Daroca	Hombres	8
201103	Marzo 2011	25	Jiloca	Hombres	7
201103	Marzo 2011	26	Cuencas Mineras	Hombres	17
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	7
201103	Marzo 2011	28	Bajo Aragón	Hombres	46
201103	Marzo 2011	29	Comunidad de Teruel	Hombres	58
201103	Marzo 2011	30	Maestrazgo	Hombres	4
201103	Marzo 2011	31	Sierra de Albarracín	Hombres	6
201103	Marzo 2011	32	Gúdar-Javalambre	Hombres	14
201103	Marzo 2011	33	Matarraña / Matarranya	Hombres	24
201103	Marzo 2011	01	La Jacetania	Mujeres	13
201103	Marzo 2011	02	Alto Gállego	Mujeres	5
201103	Marzo 2011	03	Sobrarbe	Mujeres	3
201103	Marzo 2011	04	La Ribagorza	Mujeres	8
201103	Marzo 2011	05	Cinco Villas	Mujeres	23
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	61
201103	Marzo 2011	07	Somontano de Barbastro	Mujeres	17
201103	Marzo 2011	08	Cinca Medio	Mujeres	21
201103	Marzo 2011	09	La Litera / La Llitera	Mujeres	18
201103	Marzo 2011	10	Los Monegros	Mujeres	16
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	17
201103	Marzo 2011	12	Tarazona y el Moncayo	Mujeres	3
201103	Marzo 2011	13	Campo de Borja	Mujeres	8
201103	Marzo 2011	14	Aranda	Mujeres	4
201103	Marzo 2011	15	Ribera Alta del Ebro	Mujeres	23
201103	Marzo 2011	16	Valdejalón	Mujeres	38
201103	Marzo 2011	17	D.C. Zaragoza	Mujeres	757
201103	Marzo 2011	18	Ribera Baja del Ebro	Mujeres	4
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	17
201103	Marzo 2011	20	Comunidad de Calatayud	Mujeres	24
201103	Marzo 2011	21	Campo de Cariñena	Mujeres	11
201103	Marzo 2011	22	Campo de Belchite	Mujeres	1
201103	Marzo 2011	23	Bajo Martín	Mujeres	5
201103	Marzo 2011	24	Campo de Daroca	Mujeres	4
201103	Marzo 2011	25	Jiloca	Mujeres	6
201103	Marzo 2011	26	Cuencas Mineras	Mujeres	3
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	3
201103	Marzo 2011	28	Bajo Aragón	Mujeres	16
201103	Marzo 2011	29	Comunidad de Teruel	Mujeres	32
201103	Marzo 2011	30	Maestrazgo	Mujeres	7
201103	Marzo 2011	31	Sierra de Albarracín	Mujeres	2
201103	Marzo 2011	32	Gúdar-Javalambre	Mujeres	6
201103	Marzo 2011	33	Matarraña / Matarranya	Mujeres	1
201103	Marzo 2011	01	La Jacetania	Hombres	124
201103	Marzo 2011	02	Alto Gállego	Hombres	140
201103	Marzo 2011	03	Sobrarbe	Hombres	61
201103	Marzo 2011	04	La Ribagorza	Hombres	143
201103	Marzo 2011	05	Cinco Villas	Hombres	348
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	663
201103	Marzo 2011	07	Somontano de Barbastro	Hombres	230
201103	Marzo 2011	08	Cinca Medio	Hombres	286
201103	Marzo 2011	09	La Litera / La Llitera	Hombres	214
201103	Marzo 2011	10	Los Monegros	Hombres	222
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	285
201103	Marzo 2011	12	Tarazona y el Moncayo	Hombres	91
201103	Marzo 2011	13	Campo de Borja	Hombres	170
201103	Marzo 2011	14	Aranda	Hombres	65
201103	Marzo 2011	15	Ribera Alta del Ebro	Hombres	529
201103	Marzo 2011	16	Valdejalón	Hombres	561
201103	Marzo 2011	17	D.C. Zaragoza	Hombres	7004
201103	Marzo 2011	18	Ribera Baja del Ebro	Hombres	104
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	156
201103	Marzo 2011	20	Comunidad de Calatayud	Hombres	320
201103	Marzo 2011	21	Campo de Cariñena	Hombres	162
201103	Marzo 2011	22	Campo de Belchite	Hombres	27
201103	Marzo 2011	23	Bajo Martín	Hombres	90
201103	Marzo 2011	24	Campo de Daroca	Hombres	65
201103	Marzo 2011	25	Jiloca	Hombres	129
201103	Marzo 2011	26	Cuencas Mineras	Hombres	110
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	101
201103	Marzo 2011	28	Bajo Aragón	Hombres	328
201103	Marzo 2011	29	Comunidad de Teruel	Hombres	603
201103	Marzo 2011	30	Maestrazgo	Hombres	38
201103	Marzo 2011	31	Sierra de Albarracín	Hombres	46
201103	Marzo 2011	32	Gúdar-Javalambre	Hombres	116
201103	Marzo 2011	33	Matarraña / Matarranya	Hombres	99
201103	Marzo 2011	01	La Jacetania	Mujeres	100
201103	Marzo 2011	02	Alto Gállego	Mujeres	124
201103	Marzo 2011	03	Sobrarbe	Mujeres	40
201103	Marzo 2011	04	La Ribagorza	Mujeres	83
201103	Marzo 2011	05	Cinco Villas	Mujeres	226
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	700
201103	Marzo 2011	07	Somontano de Barbastro	Mujeres	166
201103	Marzo 2011	08	Cinca Medio	Mujeres	171
201103	Marzo 2011	09	La Litera / La Llitera	Mujeres	94
201103	Marzo 2011	10	Los Monegros	Mujeres	140
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	196
201103	Marzo 2011	12	Tarazona y el Moncayo	Mujeres	48
201103	Marzo 2011	13	Campo de Borja	Mujeres	74
201103	Marzo 2011	14	Aranda	Mujeres	39
201103	Marzo 2011	15	Ribera Alta del Ebro	Mujeres	234
201103	Marzo 2011	16	Valdejalón	Mujeres	275
201103	Marzo 2011	17	D.C. Zaragoza	Mujeres	7753
201103	Marzo 2011	18	Ribera Baja del Ebro	Mujeres	40
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	119
201103	Marzo 2011	20	Comunidad de Calatayud	Mujeres	251
201103	Marzo 2011	21	Campo de Cariñena	Mujeres	50
201103	Marzo 2011	22	Campo de Belchite	Mujeres	11
201103	Marzo 2011	23	Bajo Martín	Mujeres	25
201103	Marzo 2011	24	Campo de Daroca	Mujeres	21
201103	Marzo 2011	25	Jiloca	Mujeres	57
201103	Marzo 2011	26	Cuencas Mineras	Mujeres	70
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	58
201103	Marzo 2011	28	Bajo Aragón	Mujeres	267
201103	Marzo 2011	29	Comunidad de Teruel	Mujeres	466
201103	Marzo 2011	30	Maestrazgo	Mujeres	26
201103	Marzo 2011	31	Sierra de Albarracín	Mujeres	21
201103	Marzo 2011	32	Gúdar-Javalambre	Mujeres	49
201103	Marzo 2011	33	Matarraña / Matarranya	Mujeres	44
201103	Marzo 2011	01	La Jacetania	Hombres	273
201103	Marzo 2011	02	Alto Gállego	Hombres	371
201103	Marzo 2011	03	Sobrarbe	Hombres	122
201103	Marzo 2011	04	La Ribagorza	Hombres	240
201103	Marzo 2011	05	Cinco Villas	Hombres	624
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	1560
201103	Marzo 2011	07	Somontano de Barbastro	Hombres	448
201103	Marzo 2011	08	Cinca Medio	Hombres	512
201103	Marzo 2011	09	La Litera / La Llitera	Hombres	404
201103	Marzo 2011	10	Los Monegros	Hombres	399
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	535
201103	Marzo 2011	12	Tarazona y el Moncayo	Hombres	197
201103	Marzo 2011	13	Campo de Borja	Hombres	258
201103	Marzo 2011	14	Aranda	Hombres	103
201103	Marzo 2011	15	Ribera Alta del Ebro	Hombres	1088
201103	Marzo 2011	16	Valdejalón	Hombres	988
201103	Marzo 2011	17	D.C. Zaragoza	Hombres	15151
201103	Marzo 2011	18	Ribera Baja del Ebro	Hombres	197
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	301
201103	Marzo 2011	20	Comunidad de Calatayud	Hombres	511
201103	Marzo 2011	21	Campo de Cariñena	Hombres	298
201103	Marzo 2011	22	Campo de Belchite	Hombres	57
201103	Marzo 2011	23	Bajo Martín	Hombres	149
201103	Marzo 2011	24	Campo de Daroca	Hombres	105
201103	Marzo 2011	25	Jiloca	Hombres	194
201103	Marzo 2011	26	Cuencas Mineras	Hombres	184
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	203
201103	Marzo 2011	28	Bajo Aragón	Hombres	629
201103	Marzo 2011	29	Comunidad de Teruel	Hombres	1239
201103	Marzo 2011	30	Maestrazgo	Hombres	60
201103	Marzo 2011	31	Sierra de Albarracín	Hombres	70
201103	Marzo 2011	32	Gúdar-Javalambre	Hombres	173
201103	Marzo 2011	33	Matarraña / Matarranya	Hombres	195
201103	Marzo 2011	01	La Jacetania	Mujeres	243
201103	Marzo 2011	02	Alto Gállego	Mujeres	249
201103	Marzo 2011	03	Sobrarbe	Mujeres	87
201103	Marzo 2011	04	La Ribagorza	Mujeres	195
201103	Marzo 2011	05	Cinco Villas	Mujeres	453
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	1569
201103	Marzo 2011	07	Somontano de Barbastro	Mujeres	358
201103	Marzo 2011	08	Cinca Medio	Mujeres	313
201103	Marzo 2011	09	La Litera / La Llitera	Mujeres	185
201103	Marzo 2011	10	Los Monegros	Mujeres	242
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	400
201103	Marzo 2011	12	Tarazona y el Moncayo	Mujeres	141
201103	Marzo 2011	13	Campo de Borja	Mujeres	167
201103	Marzo 2011	14	Aranda	Mujeres	46
201103	Marzo 2011	15	Ribera Alta del Ebro	Mujeres	554
201103	Marzo 2011	16	Valdejalón	Mujeres	568
201103	Marzo 2011	17	D.C. Zaragoza	Mujeres	16419
201103	Marzo 2011	18	Ribera Baja del Ebro	Mujeres	135
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	187
201103	Marzo 2011	20	Comunidad de Calatayud	Mujeres	445
201103	Marzo 2011	21	Campo de Cariñena	Mujeres	140
201103	Marzo 2011	22	Campo de Belchite	Mujeres	29
201103	Marzo 2011	23	Bajo Martín	Mujeres	67
201103	Marzo 2011	24	Campo de Daroca	Mujeres	48
201103	Marzo 2011	25	Jiloca	Mujeres	111
201103	Marzo 2011	26	Cuencas Mineras	Mujeres	106
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	103
201103	Marzo 2011	28	Bajo Aragón	Mujeres	459
201103	Marzo 2011	29	Comunidad de Teruel	Mujeres	1131
201103	Marzo 2011	30	Maestrazgo	Mujeres	32
201103	Marzo 2011	31	Sierra de Albarracín	Mujeres	32
201103	Marzo 2011	32	Gúdar-Javalambre	Mujeres	102
201103	Marzo 2011	33	Matarraña / Matarranya	Mujeres	98
201103	Marzo 2011	01	La Jacetania	Hombres	370
201103	Marzo 2011	02	Alto Gállego	Hombres	486
201103	Marzo 2011	03	Sobrarbe	Hombres	197
201103	Marzo 2011	04	La Ribagorza	Hombres	393
201103	Marzo 2011	05	Cinco Villas	Hombres	903
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2230
201103	Marzo 2011	07	Somontano de Barbastro	Hombres	698
201103	Marzo 2011	08	Cinca Medio	Hombres	678
201103	Marzo 2011	09	La Litera / La Llitera	Hombres	673
201103	Marzo 2011	10	Los Monegros	Hombres	564
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	855
201103	Marzo 2011	12	Tarazona y el Moncayo	Hombres	289
201103	Marzo 2011	13	Campo de Borja	Hombres	317
201103	Marzo 2011	14	Aranda	Hombres	135
201103	Marzo 2011	15	Ribera Alta del Ebro	Hombres	1544
201103	Marzo 2011	16	Valdejalón	Hombres	1379
201103	Marzo 2011	17	D.C. Zaragoza	Hombres	23047
201103	Marzo 2011	18	Ribera Baja del Ebro	Hombres	294
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	410
201103	Marzo 2011	20	Comunidad de Calatayud	Hombres	753
201103	Marzo 2011	21	Campo de Cariñena	Hombres	437
201103	Marzo 2011	22	Campo de Belchite	Hombres	81
201103	Marzo 2011	23	Bajo Martín	Hombres	185
201103	Marzo 2011	24	Campo de Daroca	Hombres	165
201103	Marzo 2011	25	Jiloca	Hombres	286
201103	Marzo 2011	26	Cuencas Mineras	Hombres	197
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	303
201103	Marzo 2011	28	Bajo Aragón	Hombres	768
201103	Marzo 2011	29	Comunidad de Teruel	Hombres	1691
201103	Marzo 2011	30	Maestrazgo	Hombres	85
201103	Marzo 2011	31	Sierra de Albarracín	Hombres	63
201103	Marzo 2011	32	Gúdar-Javalambre	Hombres	252
201103	Marzo 2011	33	Matarraña / Matarranya	Hombres	224
201103	Marzo 2011	01	La Jacetania	Mujeres	358
201103	Marzo 2011	02	Alto Gállego	Mujeres	351
201103	Marzo 2011	03	Sobrarbe	Mujeres	133
201103	Marzo 2011	04	La Ribagorza	Mujeres	316
201103	Marzo 2011	05	Cinco Villas	Mujeres	627
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2200
201103	Marzo 2011	07	Somontano de Barbastro	Mujeres	515
201103	Marzo 2011	08	Cinca Medio	Mujeres	462
201103	Marzo 2011	09	La Litera / La Llitera	Mujeres	324
201103	Marzo 2011	10	Los Monegros	Mujeres	322
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	498
201103	Marzo 2011	12	Tarazona y el Moncayo	Mujeres	225
201103	Marzo 2011	13	Campo de Borja	Mujeres	237
201103	Marzo 2011	14	Aranda	Mujeres	89
201103	Marzo 2011	15	Ribera Alta del Ebro	Mujeres	763
201103	Marzo 2011	16	Valdejalón	Mujeres	805
201103	Marzo 2011	17	D.C. Zaragoza	Mujeres	21857
201103	Marzo 2011	18	Ribera Baja del Ebro	Mujeres	179
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	311
201103	Marzo 2011	20	Comunidad de Calatayud	Mujeres	554
201103	Marzo 2011	21	Campo de Cariñena	Mujeres	178
201103	Marzo 2011	22	Campo de Belchite	Mujeres	65
201103	Marzo 2011	23	Bajo Martín	Mujeres	96
201103	Marzo 2011	24	Campo de Daroca	Mujeres	62
201103	Marzo 2011	25	Jiloca	Mujeres	176
201103	Marzo 2011	26	Cuencas Mineras	Mujeres	136
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	159
201103	Marzo 2011	28	Bajo Aragón	Mujeres	679
201103	Marzo 2011	29	Comunidad de Teruel	Mujeres	1401
201103	Marzo 2011	30	Maestrazgo	Mujeres	36
201103	Marzo 2011	31	Sierra de Albarracín	Mujeres	36
201103	Marzo 2011	32	Gúdar-Javalambre	Mujeres	150
201103	Marzo 2011	33	Matarraña / Matarranya	Mujeres	128
201103	Marzo 2011	01	La Jacetania	Hombres	433
201103	Marzo 2011	02	Alto Gállego	Hombres	452
201103	Marzo 2011	03	Sobrarbe	Hombres	194
201103	Marzo 2011	04	La Ribagorza	Hombres	418
201103	Marzo 2011	05	Cinco Villas	Hombres	1023
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2268
201103	Marzo 2011	07	Somontano de Barbastro	Hombres	706
201103	Marzo 2011	08	Cinca Medio	Hombres	736
201103	Marzo 2011	09	La Litera / La Llitera	Hombres	702
201103	Marzo 2011	10	Los Monegros	Hombres	562
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	885
201103	Marzo 2011	12	Tarazona y el Moncayo	Hombres	333
201103	Marzo 2011	13	Campo de Borja	Hombres	375
201103	Marzo 2011	14	Aranda	Hombres	186
201103	Marzo 2011	15	Ribera Alta del Ebro	Hombres	1587
201103	Marzo 2011	16	Valdejalón	Hombres	1428
201103	Marzo 2011	17	D.C. Zaragoza	Hombres	25439
201103	Marzo 2011	18	Ribera Baja del Ebro	Hombres	321
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	480
201103	Marzo 2011	20	Comunidad de Calatayud	Hombres	886
201103	Marzo 2011	21	Campo de Cariñena	Hombres	439
201103	Marzo 2011	22	Campo de Belchite	Hombres	96
201103	Marzo 2011	23	Bajo Martín	Hombres	211
201103	Marzo 2011	24	Campo de Daroca	Hombres	178
201103	Marzo 2011	25	Jiloca	Hombres	318
201103	Marzo 2011	26	Cuencas Mineras	Hombres	225
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	306
201103	Marzo 2011	28	Bajo Aragón	Hombres	866
201103	Marzo 2011	29	Comunidad de Teruel	Hombres	1679
201103	Marzo 2011	30	Maestrazgo	Hombres	76
201103	Marzo 2011	31	Sierra de Albarracín	Hombres	95
201103	Marzo 2011	32	Gúdar-Javalambre	Hombres	251
201103	Marzo 2011	33	Matarraña / Matarranya	Hombres	255
201103	Marzo 2011	01	La Jacetania	Mujeres	424
201103	Marzo 2011	02	Alto Gállego	Mujeres	347
201103	Marzo 2011	03	Sobrarbe	Mujeres	159
201103	Marzo 2011	04	La Ribagorza	Mujeres	304
201103	Marzo 2011	05	Cinco Villas	Mujeres	624
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2191
201103	Marzo 2011	07	Somontano de Barbastro	Mujeres	539
201103	Marzo 2011	08	Cinca Medio	Mujeres	476
201103	Marzo 2011	09	La Litera / La Llitera	Mujeres	342
201103	Marzo 2011	10	Los Monegros	Mujeres	319
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	552
201103	Marzo 2011	12	Tarazona y el Moncayo	Mujeres	277
201103	Marzo 2011	13	Campo de Borja	Mujeres	268
201103	Marzo 2011	14	Aranda	Mujeres	107
201103	Marzo 2011	15	Ribera Alta del Ebro	Mujeres	728
201103	Marzo 2011	16	Valdejalón	Mujeres	823
201103	Marzo 2011	17	D.C. Zaragoza	Mujeres	22024
201103	Marzo 2011	18	Ribera Baja del Ebro	Mujeres	224
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	337
201103	Marzo 2011	20	Comunidad de Calatayud	Mujeres	601
201103	Marzo 2011	21	Campo de Cariñena	Mujeres	216
201103	Marzo 2011	22	Campo de Belchite	Mujeres	75
201103	Marzo 2011	23	Bajo Martín	Mujeres	95
201103	Marzo 2011	24	Campo de Daroca	Mujeres	76
201103	Marzo 2011	25	Jiloca	Mujeres	189
201103	Marzo 2011	26	Cuencas Mineras	Mujeres	131
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	167
201103	Marzo 2011	28	Bajo Aragón	Mujeres	650
201103	Marzo 2011	29	Comunidad de Teruel	Mujeres	1472
201103	Marzo 2011	30	Maestrazgo	Mujeres	48
201103	Marzo 2011	31	Sierra de Albarracín	Mujeres	75
201103	Marzo 2011	32	Gúdar-Javalambre	Mujeres	134
201103	Marzo 2011	33	Matarraña / Matarranya	Mujeres	131
201103	Marzo 2011	01	La Jacetania	Hombres	431
201103	Marzo 2011	02	Alto Gállego	Hombres	476
201103	Marzo 2011	03	Sobrarbe	Hombres	187
201103	Marzo 2011	04	La Ribagorza	Hombres	371
201103	Marzo 2011	05	Cinco Villas	Hombres	980
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2219
201103	Marzo 2011	07	Somontano de Barbastro	Hombres	732
201103	Marzo 2011	08	Cinca Medio	Hombres	749
201103	Marzo 2011	09	La Litera / La Llitera	Hombres	661
201103	Marzo 2011	10	Los Monegros	Hombres	598
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	823
201103	Marzo 2011	12	Tarazona y el Moncayo	Hombres	329
201103	Marzo 2011	13	Campo de Borja	Hombres	372
201103	Marzo 2011	14	Aranda	Hombres	227
201103	Marzo 2011	15	Ribera Alta del Ebro	Hombres	1790
201103	Marzo 2011	16	Valdejalón	Hombres	1289
201103	Marzo 2011	17	D.C. Zaragoza	Hombres	23103
201103	Marzo 2011	18	Ribera Baja del Ebro	Hombres	314
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	420
201103	Marzo 2011	20	Comunidad de Calatayud	Hombres	1011
201103	Marzo 2011	21	Campo de Cariñena	Hombres	449
201103	Marzo 2011	22	Campo de Belchite	Hombres	119
201103	Marzo 2011	23	Bajo Martín	Hombres	217
201103	Marzo 2011	24	Campo de Daroca	Hombres	194
201103	Marzo 2011	25	Jiloca	Hombres	316
201103	Marzo 2011	26	Cuencas Mineras	Hombres	227
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	375
201103	Marzo 2011	28	Bajo Aragón	Hombres	785
201103	Marzo 2011	29	Comunidad de Teruel	Hombres	1741
201103	Marzo 2011	30	Maestrazgo	Hombres	86
201103	Marzo 2011	31	Sierra de Albarracín	Hombres	94
201103	Marzo 2011	32	Gúdar-Javalambre	Hombres	230
201103	Marzo 2011	33	Matarraña / Matarranya	Hombres	260
201103	Marzo 2011	01	La Jacetania	Mujeres	427
201103	Marzo 2011	02	Alto Gállego	Mujeres	346
201103	Marzo 2011	03	Sobrarbe	Mujeres	129
201103	Marzo 2011	04	La Ribagorza	Mujeres	292
201103	Marzo 2011	05	Cinco Villas	Mujeres	666
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2171
201103	Marzo 2011	07	Somontano de Barbastro	Mujeres	587
201103	Marzo 2011	08	Cinca Medio	Mujeres	474
201103	Marzo 2011	09	La Litera / La Llitera	Mujeres	366
201103	Marzo 2011	10	Los Monegros	Mujeres	301
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	541
201103	Marzo 2011	12	Tarazona y el Moncayo	Mujeres	250
201103	Marzo 2011	13	Campo de Borja	Mujeres	270
201103	Marzo 2011	14	Aranda	Mujeres	124
201103	Marzo 2011	15	Ribera Alta del Ebro	Mujeres	598
201103	Marzo 2011	16	Valdejalón	Mujeres	687
201103	Marzo 2011	17	D.C. Zaragoza	Mujeres	19869
201103	Marzo 2011	18	Ribera Baja del Ebro	Mujeres	247
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	343
201103	Marzo 2011	20	Comunidad de Calatayud	Mujeres	725
201103	Marzo 2011	21	Campo de Cariñena	Mujeres	178
201103	Marzo 2011	22	Campo de Belchite	Mujeres	78
201103	Marzo 2011	23	Bajo Martín	Mujeres	99
201103	Marzo 2011	24	Campo de Daroca	Mujeres	99
201103	Marzo 2011	25	Jiloca	Mujeres	205
201103	Marzo 2011	26	Cuencas Mineras	Mujeres	121
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	165
201103	Marzo 2011	28	Bajo Aragón	Mujeres	602
201103	Marzo 2011	29	Comunidad de Teruel	Mujeres	1487
201103	Marzo 2011	30	Maestrazgo	Mujeres	47
201103	Marzo 2011	31	Sierra de Albarracín	Mujeres	79
201103	Marzo 2011	32	Gúdar-Javalambre	Mujeres	159
201103	Marzo 2011	33	Matarraña / Matarranya	Mujeres	144
201103	Marzo 2011	01	La Jacetania	Hombres	465
201103	Marzo 2011	02	Alto Gállego	Hombres	440
201103	Marzo 2011	03	Sobrarbe	Hombres	234
201103	Marzo 2011	04	La Ribagorza	Hombres	351
201103	Marzo 2011	05	Cinco Villas	Hombres	1029
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2310
201103	Marzo 2011	07	Somontano de Barbastro	Hombres	685
201103	Marzo 2011	08	Cinca Medio	Hombres	764
201103	Marzo 2011	09	La Litera / La Llitera	Hombres	672
201103	Marzo 2011	10	Los Monegros	Hombres	574
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Hombres	767
201103	Marzo 2011	12	Tarazona y el Moncayo	Hombres	323
201103	Marzo 2011	13	Campo de Borja	Hombres	323
201103	Marzo 2011	14	Aranda	Hombres	219
201103	Marzo 2011	15	Ribera Alta del Ebro	Hombres	1914
201103	Marzo 2011	16	Valdejalón	Hombres	983
201103	Marzo 2011	17	D.C. Zaragoza	Hombres	21263
201103	Marzo 2011	18	Ribera Baja del Ebro	Hombres	341
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	358
201103	Marzo 2011	20	Comunidad de Calatayud	Hombres	928
201103	Marzo 2011	21	Campo de Cariñena	Hombres	372
201103	Marzo 2011	22	Campo de Belchite	Hombres	138
201103	Marzo 2011	23	Bajo Martín	Hombres	197
201103	Marzo 2011	24	Campo de Daroca	Hombres	181
201103	Marzo 2011	25	Jiloca	Hombres	359
201103	Marzo 2011	26	Cuencas Mineras	Hombres	234
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Hombres	379
201103	Marzo 2011	28	Bajo Aragón	Hombres	768
201103	Marzo 2011	29	Comunidad de Teruel	Hombres	1789
201103	Marzo 2011	30	Maestrazgo	Hombres	92
201103	Marzo 2011	31	Sierra de Albarracín	Hombres	125
201103	Marzo 2011	32	Gúdar-Javalambre	Hombres	242
201103	Marzo 2011	33	Matarraña / Matarranya	Hombres	265
201103	Marzo 2011	01	La Jacetania	Mujeres	418
201103	Marzo 2011	02	Alto Gállego	Mujeres	317
201103	Marzo 2011	03	Sobrarbe	Mujeres	157
201103	Marzo 2011	04	La Ribagorza	Mujeres	256
201103	Marzo 2011	05	Cinco Villas	Mujeres	625
201103	Marzo 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2186
201103	Marzo 2011	07	Somontano de Barbastro	Mujeres	565
201103	Marzo 2011	08	Cinca Medio	Mujeres	437
201103	Marzo 2011	09	La Litera / La Llitera	Mujeres	344
201103	Marzo 2011	10	Los Monegros	Mujeres	334
201103	Marzo 2011	11	Bajo Cinca / Baix Cinca	Mujeres	492
201103	Marzo 2011	12	Tarazona y el Moncayo	Mujeres	225
201103	Marzo 2011	13	Campo de Borja	Mujeres	267
201103	Marzo 2011	14	Aranda	Mujeres	129
201103	Marzo 2011	15	Ribera Alta del Ebro	Mujeres	598
201103	Marzo 2011	16	Valdejalón	Mujeres	548
201103	Marzo 2011	17	D.C. Zaragoza	Mujeres	18351
201103	Marzo 2011	18	Ribera Baja del Ebro	Mujeres	215
201103	Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	273
201103	Marzo 2011	20	Comunidad de Calatayud	Mujeres	691
201103	Marzo 2011	21	Campo de Cariñena	Mujeres	140
201103	Marzo 2011	22	Campo de Belchite	Mujeres	54
201103	Marzo 2011	23	Bajo Martín	Mujeres	103
201103	Marzo 2011	24	Campo de Daroca	Mujeres	83
201103	Marzo 2011	25	Jiloca	Mujeres	202
201103	Marzo 2011	26	Cuencas Mineras	Mujeres	132
201103	Marzo 2011	27	Andorra-Sierra de Arcos	Mujeres	192
201103	Marzo 2011	28	Bajo Aragón	Mujeres	554
201103	Marzo 2011	29	Comunidad de Teruel	Mujeres	1527
201103	Marzo 2011	30	Maestrazgo	Mujeres	70
201103	Marzo 2011	31	Sierra de Albarracín	Mujeres	76
201103	Marzo 2011	32	Gúdar-Javalambre	Mujeres	132
