Año	Siglas	Votos	Candidatura	Comarca código	Comarca nombre
2015	PP-PAR	3925	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	03	Sobrarbe
2015	PP-PAR	6813	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	04	La Ribagorza
2015	PP-PAR	16481	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	05	Cinco Villas
2015	PP-PAR	31931	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	06	Hoya de Huesca / Plana de Uesca
2015	PP-PAR	13554	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	07	Somontano de Barbastro
2015	PP-PAR	11023	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	08	Cinca Medio
2015	PP-PAR	9854	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	09	La Litera / La Llitera
2015	PP-PAR	13148	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	10	Los Monegros
2015	PP-PAR	12034	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	11	Bajo Cinca / Baix Cinca
2015	PP-PAR	8271	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	12	Tarazona y el Moncayo
2015	PP-PAR	7752	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	13	Campo de Borja
2015	PP-PAR	4928	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	14	Aranda
2015	PP-PAR	12107	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	15	Ribera Alta del Ebro
2015	PP-PAR	13736	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	16	Valdejalón
2015	PP-PAR	343897	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	17	Central
2015	PP-PAR	4633	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	18	Ribera Baja del Ebro
2015	PP-PAR	6521	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	PP-PAR	21357	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	20	Comunidad de Calatayud
2015	PP-PAR	5753	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	21	Campo de Cariñena
2015	PP-PAR	4145	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	22	Campo de Belchite
2015	PP-PAR	3935	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	23	Bajo Martín
2015	PP-PAR	4750	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	24	Campo de Daroca
2015	PP-PAR	8557	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	25	Jiloca
2015	PP-PAR	3975	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	26	Cuencas Mineras
2015	PP-PAR	4687	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	27	Andorra-Sierra de Arcos
2015	PP-PAR	15776	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	28	Bajo Aragón
2015	PP-PAR	27578	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	29	Comunidad de Teruel
2015	PP-PAR	2439	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	30	Maestrazgo
2015	PP-PAR	2968	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	31	Sierra de Albarracín
2015	PP-PAR	4986	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	32	Gúdar-Javalambre
2015	PP-PAR	5138	PARTIDO POPULAR EN COALICIÓN CON PARTIDO ARAGONÉS	33	Matarraña / Matarranya
2015	PSOE	6384	PARTIDO SOCIALISTA OBRERO ESPAÑOL	01	La Jacetania
2015	PSOE	5049	PARTIDO SOCIALISTA OBRERO ESPAÑOL	02	Alto Gállego
2015	PSOE	3271	PARTIDO SOCIALISTA OBRERO ESPAÑOL	03	Sobrarbe
2015	PSOE	4181	PARTIDO SOCIALISTA OBRERO ESPAÑOL	04	La Ribagorza
2015	PSOE	16509	PARTIDO SOCIALISTA OBRERO ESPAÑOL	05	Cinco Villas
2015	PSOE	23933	PARTIDO SOCIALISTA OBRERO ESPAÑOL	06	Hoya de Huesca / Plana de Uesca
2015	PSOE	9762	PARTIDO SOCIALISTA OBRERO ESPAÑOL	07	Somontano de Barbastro
2015	PSOE	9704	PARTIDO SOCIALISTA OBRERO ESPAÑOL	08	Cinca Medio
2015	PSOE	7236	PARTIDO SOCIALISTA OBRERO ESPAÑOL	09	La Litera / La Llitera
2015	PSOE	9970	PARTIDO SOCIALISTA OBRERO ESPAÑOL	10	Los Monegros
2015	PSOE	9963	PARTIDO SOCIALISTA OBRERO ESPAÑOL	11	Bajo Cinca / Baix Cinca
2015	PSOE	5425	PARTIDO SOCIALISTA OBRERO ESPAÑOL	12	Tarazona y el Moncayo
2015	PSOE	7289	PARTIDO SOCIALISTA OBRERO ESPAÑOL	13	Campo de Borja
2015	PSOE	3250	PARTIDO SOCIALISTA OBRERO ESPAÑOL	14	Aranda
2015	PSOE	13988	PARTIDO SOCIALISTA OBRERO ESPAÑOL	15	Ribera Alta del Ebro
2015	PSOE	10851	PARTIDO SOCIALISTA OBRERO ESPAÑOL	16	Valdejalón
2015	PSOE	230832	PARTIDO SOCIALISTA OBRERO ESPAÑOL	17	Central
2015	PSOE	4964	PARTIDO SOCIALISTA OBRERO ESPAÑOL	18	Ribera Baja del Ebro
2015	PSOE	6014	PARTIDO SOCIALISTA OBRERO ESPAÑOL	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	PSOE	15984	PARTIDO SOCIALISTA OBRERO ESPAÑOL	20	Comunidad de Calatayud
2015	PSOE	4891	PARTIDO SOCIALISTA OBRERO ESPAÑOL	21	Campo de Cariñena
2015	PSOE	2319	PARTIDO SOCIALISTA OBRERO ESPAÑOL	22	Campo de Belchite
2015	PSOE	3433	PARTIDO SOCIALISTA OBRERO ESPAÑOL	23	Bajo Martín
2015	PSOE	2252	PARTIDO SOCIALISTA OBRERO ESPAÑOL	24	Campo de Daroca
2015	PSOE	4589	PARTIDO SOCIALISTA OBRERO ESPAÑOL	25	Jiloca
2015	PSOE	5482	PARTIDO SOCIALISTA OBRERO ESPAÑOL	26	Cuencas Mineras
2015	PSOE	5338	PARTIDO SOCIALISTA OBRERO ESPAÑOL	27	Andorra-Sierra de Arcos
2015	PSOE	11018	PARTIDO SOCIALISTA OBRERO ESPAÑOL	28	Bajo Aragón
2015	PSOE	16300	PARTIDO SOCIALISTA OBRERO ESPAÑOL	29	Comunidad de Teruel
2015	PSOE	1273	PARTIDO SOCIALISTA OBRERO ESPAÑOL	30	Maestrazgo
2015	PSOE	2290	PARTIDO SOCIALISTA OBRERO ESPAÑOL	31	Sierra de Albarracín
2015	PSOE	3468	PARTIDO SOCIALISTA OBRERO ESPAÑOL	32	Gúdar-Javalambre
2015	PSOE	2922	PARTIDO SOCIALISTA OBRERO ESPAÑOL	33	Matarraña / Matarranya
2015	PODEMOS	166	PODEMOS	01	La Jacetania
2015	PODEMOS	5975	PODEMOS	05	Cinco Villas
2015	PODEMOS	151	PODEMOS	06	Hoya de Huesca / Plana de Uesca
2015	PODEMOS	573	PODEMOS	10	Los Monegros
2015	PODEMOS	753	PODEMOS	11	Bajo Cinca / Baix Cinca
2015	PODEMOS	3366	PODEMOS	12	Tarazona y el Moncayo
2015	PODEMOS	3035	PODEMOS	13	Campo de Borja
2015	PODEMOS	862	PODEMOS	14	Aranda
2015	PODEMOS	6213	PODEMOS	15	Ribera Alta del Ebro
2015	PODEMOS	4190	PODEMOS	16	Valdejalón
2015	PODEMOS	215966	PODEMOS	17	Central
2015	PODEMOS	1535	PODEMOS	18	Ribera Baja del Ebro
2015	PODEMOS	2836	PODEMOS	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	PODEMOS	6596	PODEMOS	20	Comunidad de Calatayud
2015	PODEMOS	1576	PODEMOS	21	Campo de Cariñena
2015	PODEMOS	870	PODEMOS	22	Campo de Belchite
2015	PODEMOS	1169	PODEMOS	23	Bajo Martín
2015	PODEMOS	863	PODEMOS	24	Campo de Daroca
2015	PODEMOS	1826	PODEMOS	25	Jiloca
2015	PODEMOS	1715	PODEMOS	26	Cuencas Mineras
2015	PODEMOS	2809	PODEMOS	27	Andorra-Sierra de Arcos
2015	PODEMOS	6605	PODEMOS	28	Bajo Aragón
2015	PODEMOS	9188	PODEMOS	29	Comunidad de Teruel
2015	PODEMOS	686	PODEMOS	30	Maestrazgo
2015	PODEMOS	830	PODEMOS	31	Sierra de Albarracín
2015	PODEMOS	1592	PODEMOS	32	Gúdar-Javalambre
2015	PODEMOS	2022	PODEMOS	33	Matarraña / Matarranya
2015	PODEMOS-Ahora Alto Aragón en Común	5004	PODEMOS-Ahora Alto Aragón en Común	01	La Jacetania
2015	PODEMOS-Ahora Alto Aragón en Común	3871	PODEMOS-Ahora Alto Aragón en Común	02	Alto Gállego
2015	PODEMOS-Ahora Alto Aragón en Común	1948	PODEMOS-Ahora Alto Aragón en Común	03	Sobrarbe
2015	PODEMOS-Ahora Alto Aragón en Común	3164	PODEMOS-Ahora Alto Aragón en Común	04	La Ribagorza
2015	PODEMOS-Ahora Alto Aragón en Común	16368	PODEMOS-Ahora Alto Aragón en Común	06	Hoya de Huesca / Plana de Uesca
2015	PODEMOS-Ahora Alto Aragón en Común	4534	PODEMOS-Ahora Alto Aragón en Común	07	Somontano de Barbastro
2015	PODEMOS-Ahora Alto Aragón en Común	5071	PODEMOS-Ahora Alto Aragón en Común	08	Cinca Medio
2015	PODEMOS-Ahora Alto Aragón en Común	4074	PODEMOS-Ahora Alto Aragón en Común	09	La Litera / La Llitera
2015	PODEMOS-Ahora Alto Aragón en Común	2404	PODEMOS-Ahora Alto Aragón en Común	10	Los Monegros
2015	PODEMOS-Ahora Alto Aragón en Común	3917	PODEMOS-Ahora Alto Aragón en Común	11	Bajo Cinca / Baix Cinca
2015	C's	3490	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	01	La Jacetania
2015	C's	2331	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	02	Alto Gállego
2015	C's	1188	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	03	Sobrarbe
2015	C's	1992	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	04	La Ribagorza
2015	C's	3719	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	05	Cinco Villas
2015	C's	15261	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	06	Hoya de Huesca / Plana de Uesca
2015	C's	4662	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	07	Somontano de Barbastro
2015	C's	4155	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	08	Cinca Medio
2015	C's	3296	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	09	La Litera / La Llitera
2015	C's	2904	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	10	Los Monegros
2015	C's	3905	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	11	Bajo Cinca / Baix Cinca
2015	C's	2459	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	12	Tarazona y el Moncayo
2015	C's	1652	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	13	Campo de Borja
2015	C's	927	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	14	Aranda
2015	C's	3892	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	15	Ribera Alta del Ebro
2015	C's	3942	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	16	Valdejalón
2015	C's	173564	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	17	Central
2015	C's	1236	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	18	Ribera Baja del Ebro
2015	C's	1929	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	C's	5315	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	20	Comunidad de Calatayud
2015	C's	1187	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	21	Campo de Cariñena
2015	C's	638	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	22	Campo de Belchite
2015	C's	1003	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	23	Bajo Martín
2015	C's	709	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	24	Campo de Daroca
2015	C's	2056	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	25	Jiloca
2015	C's	1175	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	26	Cuencas Mineras
2015	C's	1510	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	27	Andorra-Sierra de Arcos
2015	C's	5179	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	28	Bajo Aragón
2015	C's	10272	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	29	Comunidad de Teruel
2015	C's	520	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	30	Maestrazgo
2015	C's	857	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	31	Sierra de Albarracín
2015	C's	1352	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	32	Gúdar-Javalambre
2015	C's	1399	CIUDADANOS-PARTIDO DE LA CIUDADANÍA	33	Matarraña / Matarranya
2015	IU-CHA-UPeC	1923	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	01	La Jacetania
2015	IU-CHA-UPeC	1434	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	02	Alto Gállego
2015	IU-CHA-UPeC	757	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	03	Sobrarbe
2015	IU-CHA-UPeC	804	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	04	La Ribagorza
2015	IU-CHA-UPeC	2398	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	05	Cinco Villas
2015	IU-CHA-UPeC	6863	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	06	Hoya de Huesca / Plana de Uesca
2015	IU-CHA-UPeC	1870	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	07	Somontano de Barbastro
2015	IU-CHA-UPeC	2130	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	08	Cinca Medio
2015	IU-CHA-UPeC	1035	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	09	La Litera / La Llitera
2015	IU-CHA-UPeC	1344	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	10	Los Monegros
2015	IU-CHA-UPeC	1010	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	11	Bajo Cinca / Baix Cinca
2015	IU-CHA-UPeC	1466	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	12	Tarazona y el Moncayo
2015	IU-CHA-UPeC	1052	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	13	Campo de Borja
2015	IU-CHA-UPeC	447	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	14	Aranda
2015	IU-CHA-UPeC	2546	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	15	Ribera Alta del Ebro
2015	IU-CHA-UPeC	2019	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	16	Valdejalón
2015	IU-CHA-UPeC	82209	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	17	Central
2015	IU-CHA-UPeC	715	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	18	Ribera Baja del Ebro
2015	IU-CHA-UPeC	779	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	IU-CHA-UPeC	2376	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	20	Comunidad de Calatayud
2015	IU-CHA-UPeC	810	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	21	Campo de Cariñena
2015	IU-CHA-UPeC	261	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	22	Campo de Belchite
2015	IU-CHA-UPeC	759	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	23	Bajo Martín
2015	IU-CHA-UPeC	359	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	24	Campo de Daroca
2015	IU-CHA-UPeC	770	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	25	Jiloca
2015	IU-CHA-UPeC	904	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	26	Cuencas Mineras
2015	IU-CHA-UPeC	1617	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	27	Andorra-Sierra de Arcos
2015	IU-CHA-UPeC	2199	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	28	Bajo Aragón
2015	IU-CHA-UPeC	3612	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	29	Comunidad de Teruel
2015	IU-CHA-UPeC	212	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	30	Maestrazgo
2015	IU-CHA-UPeC	392	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	31	Sierra de Albarracín
2015	IU-CHA-UPeC	567	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	32	Gúdar-Javalambre
2015	IU-CHA-UPeC	537	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN	33	Matarraña / Matarranya
2015	EB	315	ESCAÑOS EN BLANCO	01	La Jacetania
2015	EB	325	ESCAÑOS EN BLANCO	02	Alto Gállego
2015	EB	117	ESCAÑOS EN BLANCO	03	Sobrarbe
2015	EB	274	ESCAÑOS EN BLANCO	04	La Ribagorza
2015	EB	361	ESCAÑOS EN BLANCO	05	Cinco Villas
2015	EB	2060	ESCAÑOS EN BLANCO	06	Hoya de Huesca / Plana de Uesca
2015	EB	496	ESCAÑOS EN BLANCO	07	Somontano de Barbastro
2015	EB	704	ESCAÑOS EN BLANCO	08	Cinca Medio
2015	EB	165	ESCAÑOS EN BLANCO	09	La Litera / La Llitera
2015	EB	285	ESCAÑOS EN BLANCO	10	Los Monegros
2015	EB	248	ESCAÑOS EN BLANCO	11	Bajo Cinca / Baix Cinca
2015	EB	297	ESCAÑOS EN BLANCO	12	Tarazona y el Moncayo
2015	EB	169	ESCAÑOS EN BLANCO	13	Campo de Borja
2015	EB	87	ESCAÑOS EN BLANCO	14	Aranda
2015	EB	379	ESCAÑOS EN BLANCO	15	Ribera Alta del Ebro
2015	EB	407	ESCAÑOS EN BLANCO	16	Valdejalón
2015	EB	22864	ESCAÑOS EN BLANCO	17	Central
2015	EB	176	ESCAÑOS EN BLANCO	18	Ribera Baja del Ebro
2015	EB	270	ESCAÑOS EN BLANCO	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	EB	578	ESCAÑOS EN BLANCO	20	Comunidad de Calatayud
2015	EB	194	ESCAÑOS EN BLANCO	21	Campo de Cariñena
2015	EB	80	ESCAÑOS EN BLANCO	22	Campo de Belchite
2015	EB	104	ESCAÑOS EN BLANCO	23	Bajo Martín
2015	EB	205	ESCAÑOS EN BLANCO	24	Campo de Daroca
2015	EB	253	ESCAÑOS EN BLANCO	25	Jiloca
2015	EB	140	ESCAÑOS EN BLANCO	26	Cuencas Mineras
2015	EB	196	ESCAÑOS EN BLANCO	27	Andorra-Sierra de Arcos
2015	EB	525	ESCAÑOS EN BLANCO	28	Bajo Aragón
2015	EB	1368	ESCAÑOS EN BLANCO	29	Comunidad de Teruel
2015	EB	73	ESCAÑOS EN BLANCO	30	Maestrazgo
2015	EB	68	ESCAÑOS EN BLANCO	31	Sierra de Albarracín
2015	EB	113	ESCAÑOS EN BLANCO	32	Gúdar-Javalambre
2015	EB	81	ESCAÑOS EN BLANCO	33	Matarraña / Matarranya
2015	PACMA	406	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	01	La Jacetania
2015	PACMA	291	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	02	Alto Gállego
2015	PACMA	105	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	03	Sobrarbe
2015	PACMA	295	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	04	La Ribagorza
2015	PACMA	272	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	05	Cinco Villas
2015	PACMA	1341	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	06	Hoya de Huesca / Plana de Uesca
2015	PACMA	640	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	07	Somontano de Barbastro
2015	PACMA	436	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	08	Cinca Medio
2015	PACMA	331	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	09	La Litera / La Llitera
2015	PACMA	170	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	10	Los Monegros
2015	PACMA	372	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	11	Bajo Cinca / Baix Cinca
2015	PACMA	221	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	12	Tarazona y el Moncayo
2015	PACMA	162	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	13	Campo de Borja
2015	PACMA	53	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	14	Aranda
2015	PACMA	440	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	15	Ribera Alta del Ebro
2015	PACMA	318	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	16	Valdejalón
2015	PACMA	15544	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	17	Central
2015	PACMA	101	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	18	Ribera Baja del Ebro
2015	PACMA	139	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	PACMA	476	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	20	Comunidad de Calatayud
2015	PACMA	128	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	21	Campo de Cariñena
2015	PACMA	45	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	22	Campo de Belchite
2015	PACMA	63	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	23	Bajo Martín
2015	PACMA	62	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	24	Campo de Daroca
2015	PACMA	118	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	25	Jiloca
2015	PACMA	141	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	26	Cuencas Mineras
2015	PACMA	156	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	27	Andorra-Sierra de Arcos
2015	PACMA	523	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	28	Bajo Aragón
2015	PACMA	694	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	29	Comunidad de Teruel
2015	PACMA	32	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	30	Maestrazgo
2015	PACMA	62	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	31	Sierra de Albarracín
2015	PACMA	79	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	32	Gúdar-Javalambre
2015	PACMA	113	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL	33	Matarraña / Matarranya
2015	UPyD	267	UNIÓN PROGRESO Y DEMOCRACIA	01	La Jacetania
2015	UPyD	136	UNIÓN PROGRESO Y DEMOCRACIA	02	Alto Gállego
2015	UPyD	73	UNIÓN PROGRESO Y DEMOCRACIA	03	Sobrarbe
2015	UPyD	120	UNIÓN PROGRESO Y DEMOCRACIA	04	La Ribagorza
2015	UPyD	261	UNIÓN PROGRESO Y DEMOCRACIA	05	Cinco Villas
2015	UPyD	1216	UNIÓN PROGRESO Y DEMOCRACIA	06	Hoya de Huesca / Plana de Uesca
2015	UPyD	272	UNIÓN PROGRESO Y DEMOCRACIA	07	Somontano de Barbastro
2015	UPyD	225	UNIÓN PROGRESO Y DEMOCRACIA	08	Cinca Medio
2015	UPyD	142	UNIÓN PROGRESO Y DEMOCRACIA	09	La Litera / La Llitera
2015	UPyD	171	UNIÓN PROGRESO Y DEMOCRACIA	10	Los Monegros
2015	UPyD	220	UNIÓN PROGRESO Y DEMOCRACIA	11	Bajo Cinca / Baix Cinca
2015	UPyD	139	UNIÓN PROGRESO Y DEMOCRACIA	12	Tarazona y el Moncayo
2015	UPyD	129	UNIÓN PROGRESO Y DEMOCRACIA	13	Campo de Borja
2015	UPyD	55	UNIÓN PROGRESO Y DEMOCRACIA	14	Aranda
2015	UPyD	189	UNIÓN PROGRESO Y DEMOCRACIA	15	Ribera Alta del Ebro
2015	UPyD	244	UNIÓN PROGRESO Y DEMOCRACIA	16	Valdejalón
2015	UPyD	12652	UNIÓN PROGRESO Y DEMOCRACIA	17	Central
2015	UPyD	72	UNIÓN PROGRESO Y DEMOCRACIA	18	Ribera Baja del Ebro
2015	UPyD	88	UNIÓN PROGRESO Y DEMOCRACIA	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	UPyD	306	UNIÓN PROGRESO Y DEMOCRACIA	20	Comunidad de Calatayud
2015	UPyD	67	UNIÓN PROGRESO Y DEMOCRACIA	21	Campo de Cariñena
2015	UPyD	34	UNIÓN PROGRESO Y DEMOCRACIA	22	Campo de Belchite
2015	UPyD	45	UNIÓN PROGRESO Y DEMOCRACIA	23	Bajo Martín
2015	UPyD	71	UNIÓN PROGRESO Y DEMOCRACIA	24	Campo de Daroca
