Total viviendas	Viviendas con calefacción	Viviendas con agua corriente	Viviendas con agua caliente central	Viviendas con evacuación de aguas residuales	Viviendas con cuarto de aseo con inodoro	Viviendas con disponibilidad de ducha o bañera	Viviendas con tendido telefónico	Municipio nombre	Provincia codigo	Municipio codigo	Viviendas con acceso a internet
154,4543225098	94,6446795815	154,4543225098	135,2890684379	151,0736821074	154,4543225098	154,4543225098	125,4975268143	Salillas de Jalón	50	50231	58,1065532473
619,0158165496	539,752914134	619,0158165496	222,3513516206	590,0167179099	619,0158165496	619,0158165496	562,0640725588	Sallent de Gállego	22	22204	293,0819527358
98,3861794286	64,7687549873	95,9301957296	86,1877095882	95,8450197147	98,3861794286	95,3884570305	67,0322367861	Salvatierra de Esca	50	50232	26,2786274932
369,4977584342	192,8030222338	369,4977584342	343,5133955403	369,4977584342	369,4977584342	363,768319903	355,5188552577	Samper de Calanda	44	44205	115,3509215251
49,980035977	11,0558836013	49,980035977		49,980035977	49,980035977	49,980035977	49,980035977	Samper del Salz	50	50233	14,7011862038
82,8176264142	39,3341548323	78,7001159461	13,9580079965	81,2742883796	72,9937318332	73,3981010602	57,8254340114	San Agustín	44	44206	15,4853976281
221,1222688702	162,6215272929	221,1222688702	215,9528581754	221,1222688702	216,6554150243	221,1222688702	216,8237192012	San Esteban de Litera	22	22205	89,3816052502
58,0075265935	50,5858065678	58,0075265935	34,56680933	58,0075265935	58,0075265935	56,6698450703	58,0075265935	San Juan de Plan	22	22207	29,0867478556
107,162168375	86,2339076317	107,162168375	30,0400330565	107,162168375	107,162168375	105,6846401358	71,8264827254	San Martín de la Virgen de Moncayo	50	50234	48,5820053036
105,8725584681	57,1064091293	105,8725584681	102,5693226279	105,8725584681	105,8725584681	105,8725584681	98,4675263878	San Martín del Río	44	44207	7,2504665353
1326,7758325269	1133,2947053399	1310,7913369637	956,8502149852	1310,1575715009	1319,2548181146	1317,1919093556	1301,9692207576	San Mateo de Gállego	50	50235	775,0248057673
324,6638559195	293,5197332254	324,6638559195	310,5869297274	321,3233886674	324,6638559195	324,6638559195	318,9155253231	San Miguel del Cinca	22	22903	140,8747020542
101,1306269736	71,135244149	101,1306269736	78,7421518125	99,4333672787	101,1306269736	101,1306269736	82,828879078	Sangarrén	22	22206	41,7970403747
82,3321836851	79,6517014325	82,3321836851	37,4558675487	82,3321836851	82,3321836851	82,3321836851	76,6420393498	Santa Cilia	22	22208	21,5093383849
82,2235199196	37,6077246946	82,2235199196	27,9134137007	82,2235199196	82,2235199196	77,761549819	64,9710819443	Santa Cruz de Grío	50	50236	15,2020945236
68,3782092061	58,0636319229	68,3782092061	1,1194201423	68,3782092061	68,3782092061	68,3782092061	68,3782092061	Santa Cruz de la Serós	22	22209	20,9206743346
54,54392601	41,6530848651	54,54392601		54,54392601	54,54392601	53,4463554827	54,1478729678	Santa Cruz de Moncayo	50	50237	12,0540693396
21,2903541626	9,3278804839	21,2903541626	15,8745293593	15,8745293593	21,2903541626	21,2903541626	9,0050900318	Santa Cruz de Nogueras	44	44208	1,3377416292
450,0985597892	333,6878697414	450,0985597892	349,2515162046	450,0985597892	440,8499410147	450,0985597892	450,0985597892	Santa Eulalia	44	44209	139,252249601
63,5296785935	45,057699415	63,5296785935	33,5441056837	61,4590874993	63,5296785935	63,5296785935	55,5575414131	Santa Eulalia de Gállego	50	50238	14,1970592141
77,3754182533	53,0723530098	77,3754182533	16,0826025761	76,2859343335	77,3754182533	77,3754182533	76,2859343335	Santa María de Dulcis	22	22906	20,1444381633
40,7897974384	19,0941041047	40,7897974384	4,0200890419	40,7897974384	40,7897974384	40,7897974384	39,6305034402	Santaliestra y San Quílez	22	22212	5,1186925936
37,3640950282	19,7300382533	37,3640950282	32,8957231231	37,3640950282	37,3640950282	32,8957231231	37,3640950282	Santed	50	50239	2,4840771285
1605,0718631687	1416,2830597987	1605,0718631687	1039,2294923266	1600,5762147067	1605,0718631687	1605,0718631687	1568,843402633	Sariñena	22	22213	679,456350389
431,1616111128	250,8566406689	431,1616111128	62,2180901243	431,1616111128	431,1616111128	428,9083435905	431,1616111128	Sarrión	44	44210	183,2782768468
315,6939018865	235,4030647482	315,6939018865	214,4888568317	315,6939018865	312,6989459891	309,730346957	266,989831912	Saviñán	50	50241	105,5958967365
51,0188713283	37,6028009444	51,0188713283	10,7338870892	51,0188713283	51,0188713283	51,0188713283	51,0188713283	Secastilla	22	22214	23,6008718802
49,4711977154	31,2509437603	49,4711977154	9,2670828755	49,4711977154	49,4711977154	49,4711977154	31,8505462233	Sediles	50	50242	3,8360908833
28,3085790542	18,4093320911	28,3085790542	25,567584237	28,3085790542	28,3085790542	28,3085790542	19,0823139996	Segura de los Baños	44	44211	
82,9071119679	42,6332202836	82,9071119679	23,5316446167	78,8977030001	82,9071119679	80,0814278891	78,8977030001	Seira	22	22215	13,8123053478
208,310632495	129,1923349524	208,310632495	175,1253113658	208,310632495	208,310632495	208,310632495	153,1607572098	Sena	22	22217	81,5798195607
26,6314402124	7,7118441315	26,6314402124	25,143598278	26,6314402124	26,6314402124	26,6314402124	16,052229182	Seno	44	44212	
22,0597407272	16,853758207	22,0597407272	11,7880600378	15,1631837017	22,0597407272	22,0597407272	11,7236941484	Senés de Alcubierre	22	22218	5,6471288574
87,6548076297	70,5112702788	87,6548076297	73,9572404407	86,8228079873	87,6548076297	87,6548076297	77,0543046382	Sesa	22	22220	11,9201240382
167,1806198261	108,5530658468	167,1806198261	89,6078011586	167,1806198261	167,1806198261	164,8905577553	134,0237157847	Sestrica	50	50243	57,7988520819
53,1851988125	42,3097849786	53,1851988125	35,3258068967	53,1851988125	53,1851988125	53,1851988125	53,1851988125	Sesué	22	22221	13,3290806512
120,2515334175	79,322964891	120,2515334175	103,7041734604	120,2515334175	120,2515334175	120,2515334175	86,3880062158	Sierra de Luna	50	50244	46,9451036633
52,3788785296	43,2156131169	52,3788785296	1,2781984161	52,3788785296	52,3788785296	52,3788785296	49,9214056965	Sigüés	50	50245	23,0507376605
32,9028946329	20,8565307934	32,9028946329	19,5641842106	32,9028946329	32,9028946329	32,9028946329	27,3919529331	Singra	44	44213	
23,8838499664	7,0971554941	23,8838499664	18,8732825123	23,8838499664	23,8838499664	23,8838499664	23,8838499664	Sisamón	50	50246	
262,8031428932	232,1731951792	262,8031428932	239,5459810847	262,8031428932	262,8031428932	257,9540507623	258,1821986794	Siétamo	22	22222	143,1808539425
365,8418277154	318,7104404429	363,6093676904	20,7563751094	365,8418277154	363,6093676904	363,6093676904	365,8418277154	Sobradiel	50	50247	229,6534340655
49,4779994485	20,4894354083	47,9707921579	23,9189044981	49,4779994485	49,4779994485	49,4779994485	28,0623255751	Sopeira	22	22223	15,6214032344
286,7224498487	237,6709776909	286,7224498487	239,2011632742	267,7346107753	286,7224498487	284,1948320155	243,8595101427	Sos del Rey Católico	50	50248	141,4775269502
425,9709511582	310,0111946943	425,9709511582	161,0814164212	425,9709511582	425,9709511582	419,738764856	425,9709511582	Sotonera (La)	22	22904	153,8071547402
587,7350364158	483,2736625328	587,7350364158	344,4330444164	587,7350364158	587,7350364158	581,2398226031	587,7350364158	Sádaba	50	50230	268,1789931501
519,8070254026	374,3260722908	519,8070254026	463,8363265447	513,7064184211	519,8070254026	519,8070254026	513,7064184211	Sástago	50	50240	213,8706810888
163,2805458637	122,4707090386	163,2805458637	87,8875325653	161,1977290287	163,2805458637	154,1257119968	128,0939162929	Tabuenca	50	50249	43,5883174166
31,9120457272	13,4317647441	31,9120457272	28,48848888	29,6130702031	31,9120457272	31,9120457272	14,104610041	Talamantes	50	50250	1,3546700134
1345,5939602697	1158,0740016776	1345,5939602697	1143,4111178267	1345,5939602697	1339,1121378554	1338,5741595046	1345,5939602697	Tamarite de Litera	22	22225	574,6460825936
4394,6427055176	3769,4480247257	4394,6427055176	808,3424993854	4279,9896364518	4378,9360412986	4369,9435892349	4253,9297233768	Tarazona	50	50251	2308,5571049884
419,6341730561	352,6203865008	419,6341730561	275,8670166302	419,6341730561	419,6341730561	419,6341730561	419,6341730561	Tardienta	22	22226	197,8723361768
2773,9752083427	2347,3381841433	2773,9752083427	607,0702072119	2755,5139182787	2762,4383978031	2764,1183722148	2755,5139182787	Tauste	50	50252	1353,7397087569
113,519894593	69,4209875896	113,519894593	94,8438977181	113,519894593	113,519894593	111,975400661	113,519894593	Tella-Sin	22	22227	22,6922237952
213,5823787056	177,0097898419	213,5823787056	115,7408622494	207,9286030506	213,5823787056	210,7069997358	207,9286030506	Terrer	50	50253	63,1943690911
79,4376346359	29,1951207398	79,4376346359	70,2134890201	77,1162819893	79,4376346359	79,4376346359	60,6095608384	Terriente	44	44215	15,2604287156
13218,3180877648	12263,7463251385	13218,3180877648	5985,0869331721	12746,5291130692	13194,9555712458	13160,0413668155	12641,1181275632	Teruel	44	44216	7423,6867238914
81,1408761394	59,0161145874	81,1408761394	81,1408761394	81,1408761394	80,018236919	80,018236919	76,4754931784	Tierga	50	50254	23,5801131541
255,2682020672	238,537003956	255,2682020672	149,5246737079	254,2031135166	255,2682020672	255,2682020672	221,0298946252	Tierz	22	22228	172,5628088124
114,8721235139	78,5223854781	114,8721235139	109,1790268682	114,8721235139	114,8721235139	113,2048535333	114,8721235139	Tobed	50	50255	19,6589528327
68,4304461803	52,4084390958	68,4304461803	50,6048785843	68,4304461803	66,8106940282	66,8106940282	52,5169641828	Tolva	22	22229	14,2182163217
13,0499344106		13,0499344106	7,7291721529	13,0499344106	13,0499344106	13,0499344106	4,7327575445	Toril y Masegoso	44	44217	
122,6305840572	110,8887049962	122,6305840572	29,6786527647	117,743856487	122,6305840572	120,9782454702	117,743856487	Torla	22	22230	62,3414815914
16,1427692745	4,4921390747	16,1427692745	16,1427692745	16,1427692745	16,1427692745	9,8340034921	16,1427692745	Tormón	44	44218	
96,8623557996	62,4865706955	96,8623557996	89,0882991594	96,8623557996	96,8623557996	96,8623557996	96,8623557996	Tornos	44	44219	33,4963631092
45,6445234039	38,3523295829	45,6445234039	36,4018254985	45,6445234039	45,6445234039	44,5100342547	45,6445234039	Torralba de Aragón	22	22232	17,6219158589
39,7700649908	26,7547944152	39,7700649908		39,7700649908	29,9581791683	39,7700649908	35,658800218	Torralba de los Frailes	50	50256	1,6028899418
70,4768110629	51,6987744353	70,4768110629	65,5656807287	68,1421982972	70,4768110629	70,4768110629	51,8600128669	Torralba de los Sisones	44	44220	30,2681595569
98,0726746083	49,6281027663	96,6392750198	70,8576220111	98,0726746083	96,9331999914	95,4612677073	98,0726746083	Torralba de Ribota	50	50257	17,6407254137
33,1214564775	14,0355831735	33,1214564775	30,0353715122	33,1214564775	33,1214564775	31,5135334095	20,7336301438	Torralbilla	50	50258	3,0051197251
40,0261875173	15,6165456851	40,0261875173	26,1658137953	40,0261875173	40,0261875173	40,0261875173	40,0261875173	Torre de Arcas	44	44223	6,4173065956
13,4068239876	6,1997152293	13,4068239876		13,4068239876	13,4068239876	11,9348857556	9,3491032722	Torre de las Arcas	44	44224	3,6139327459
62,8893275872	41,7543149562	62,8893275872	40,1438381775	61,7962542367	62,8893275872	62,8893275872	59,7640209227	Torre del Compte	44	44225	25,7594753077
34,2682139386	21,6758044844	34,2682139386	31,127413739	34,2682139386	34,2682139386	34,2682139386	29,1843809918	Torre la Ribera	22	22233	18,4367917038
42,5134706124	28,6211833296	42,5134706124	42,5134706124	42,5134706124	42,5134706124	42,5134706124	29,2511573632	Torre los Negros	44	44227	1,4232332661
180,4192656803	152,4443712167	180,4192656803	155,1441905693	177,4474386288	180,4192656803	180,4192656803	177,4474386288	Torrecilla de Alcañiz	44	44221	61,8786029946
71,3585638309	34,4269893268	71,3585638309	21,0924641932	71,3585638309	71,3585638309	71,3585638309	71,3585638309	Torrecilla del Rebollar	44	44222	8,6338148127
20,25	20,25	20,25	20,25	20,25	20,25	20,25	20,25	Torrehermosa	50	50259	20,25
87,0610829864	55,0163998554	87,0610829864	84,7675633572	87,0610829864	87,0610829864	82,988503712	61,3898986063	Torrelacárcel	44	44226	17,8628930129
22,1202329793	12,2123340213	22,1202329793	10,5254432035	22,1202329793	22,1202329793	20,2451447963	22,1202329793	Torrelapaja	50	50260	1,5496461108
133,2664798526	88,6163538935	133,2664798526	19,1981011972	133,2664798526	133,2664798526	132,001450472	117,8664949791	Torrellas	50	50261	29,6264134116
59,3007071991	34,7319910001	58,2646768495	44,2382524157	58,2646768495	58,2646768495	58,2646768495	47,2787683977	Torremocha de Jiloca	44	44228	11,49319362
439,1812084638	278,8931779798	439,1812084638	340,8582040186	439,1812084638	439,1812084638	439,1812084638	439,1812084638	Torrente de Cinca	22	22234	192,4411035782
67,4086203077	43,1147817241	67,4086203077	39,6832522848	61,100207379	67,4086203077	63,4297922726	61,100207379	Torres de Albarracín	44	44229	26,9407203365
40,419337807	33,2764279883	40,419337807	16,4185543607	40,419337807	40,419337807	40,419337807	40,419337807	Torres de Alcanadre	22	22235	13,6635661353
122,2556794664	96,9661753544	122,2556794664	73,5205124635	122,2556794664	122,2556794664	122,2556794664	106,0130331591	Torres de Barbués	22	22236	29,6788368109
618,926257262	556,24721734	618,926257262	493,1577945639	604,6661840506	618,926257262	609,6096091732	577,5208880273	Torres de Berrellén	50	50262	345,4307559844
91,0822770271	59,3315302434	91,0822770271	86,3403310609	91,0822770271	91,0822770271	87,3240108572	88,0084648204	Torrevelilla	44	44230	23,1751864364
28,5825256454	9,3338132864	28,5825256454	28,5825256454	28,5825256454	28,5825256454	28,5825256454	28,5825256454	Torrijas	44	44231	2,5362466657
130,1969726051	45,5003212248	130,1969726051	114,2573951351	130,1969726051	130,1969726051	126,6137027798	96,6174335283	Torrijo de la Cañada	50	50263	23,669553106
192,8539300723	136,2122766398	192,8539300723	119,8373411629	163,0632938686	190,9017212524	192,8539300723	163,0632938686	Torrijo del Campo	44	44232	69,7797979038
104,5131637678	36,6463279034	104,5131637678	89,6973600787	95,4065214277	104,5131637678	100,194109984	89,0828964917	Tosos	50	50264	37,6847194886
40,6267856561	14,7601106049	40,6267856561	9,7175881856	40,6267856561	40,6267856561	40,6267856561	39,4472600551	Tramacastiel	44	44234	2,550682672
42,8932799589	19,448672618	42,8932799589	41,6898969294	42,8932799589	42,8932799589	41,2445248279	42,8932799589	Tramacastilla	44	44235	11,6490776085
31,7743878011	23,3052867117	31,7743878011	20,8916896643	31,7743878011	31,7743878011	30,3424322063	31,7743878011	Tramaced	22	22239	2,6114578968
34,6005414286	23,4290576664	34,6005414286	14,1846492962	34,6005414286	33,8604951346	30,8376547086	28,0458366274	Trasmoz	50	50265	4,3402351667
75,6270914807	56,652465744	75,6270914807	29,8408398277	75,6270914807	75,6270914807	74,2937084427	55,2106985875	Trasobares	50	50266	3,0385593083
41,3046965235	24,0843550929	41,3046965235	2,7822917031	41,3046965235	41,3046965235	41,3046965235	35,0466790629	Tronchón	44	44236	9,8858213022
290,1803270972	243,0973109295	290,1803270972	45,2994030129	290,1803270972	290,1803270972	287,8590077122	284,4718818318	Uncastillo	50	50267	136,4331661082
32,2141285611	23,0683158011	32,2141285611	22,4222305225	31,4659891118	30,4637861747	32,2141285611	24,3700023603	Undués de Lerda	50	50268	11,6448240501
203,6758568481	108,4771246829	203,6758568481	178,2929399942	203,6758568481	203,6758568481	201,6900326578	203,6758568481	Urrea de Gaén	44	44237	73,7454702098
158,7505653813	106,9738752534	158,7505653813	42,3378423487	158,7505653813	158,7505653813	156,4202144086	158,7505653813	Urrea de Jalón	50	50269	47,7050290693
18,1567616381	11,574417379	18,1567616381	16,7446741408	18,1567616381	17,234184995	18,1567616381	17,234184995	Urriés	50	50270	
131,3510238378	92,3194408256	131,3510238378	128,2039828741	131,3510238378	101,8822711308	130,0472613493	98,2550134634	Used	50	50271	36,8708881485
6777,6130527557	6249,4335436465	6777,6130527557	3326,7210785644	6180,3471326873	6702,8199341317	6768,9932670063	6140,1911116573	Utebo	50	50272	4342,3173662748
1174,6791141127	1100,7171447554	1174,6791141127	310,5559225548	1174,6791141127	1174,6791141127	1171,3683478963	1174,6791141127	Utrillas	44	44238	627,2950108406
36,5364694277	20,2259481916	36,5364694277	4,9397049163	36,5364694277	36,5364694277	36,5364694277	34,0427746314	Val de San Martín	50	50274	2,8932094638
13,4272375088	6,6001317771	13,4272375088	12,3585455296	13,4272375088	13,4272375088	13,4272375088	13,4272375088	Valacloche	44	44239	
93,4058011191	58,763629587	91,712493142	91,712493142	93,4058011191	92,5054807537	92,3391205488	93,4058011191	Valbona	44	44240	15,426182528
259,1939619094	220,0012455091	259,1939619094	207,7458453672	252,1192260255	259,1939619094	254,6616212294	218,7216039859	Valdealgorfa	44	44241	111,0900287629
22,1277840668	13,8543474093	22,1277840668	17,3649444327	17,3649444327	22,1277840668	21,2241141992	13,5751227946	Valdecuenca	44	44243	6,4943364635
20,283004186	8,725877814	20,283004186	17,7514178797	20,283004186	18,3688772541	18,3688772541	18,3688772541	Valdehorna	50	50273	
54,746738892	29,8961223591	54,746738892	50,6698556437	54,746738892	54,746738892	51,0704992357	53,2915520631	Valdelinares	44	44244	5,6545307044
138,00746938	96,4672075116	138,00746938	109,2396542746	135,6734252335	138,00746938	138,00746938	131,0197879704	Valdeltormo	44	44245	55,4452896172
928,4188225884	759,9175163202	928,4188225884	410,8238665541	928,4188225884	928,4188225884	928,4188225884	923,4126218861	Valderrobres	44	44246	412,4089893991
30,2624370143	17,4537436025	30,2624370143		30,2624370143	30,2624370143	30,2624370143	28,9352453303	Valfarta	22	22242	9,9392404323
155,9128838243	114,8600092792	155,9128838243	142,237823974	155,9128838243	155,9128838243	155,9128838243	150,3365427234	Valjunquera	44	44247	42,6143816159
13,5410074824	11,6154762087	13,5410074824	9,4072400191	10,0120163763	13,3610151237	13,5410074824	10,0120163763	Valle de Bardají	22	22243	6,1966256991
356,35096876	300,6984150413	356,35096876	214,9238905154	333,5552183166	356,35096876	353,8415245949	330,3221907485	Valle de Hecho	22	22901	174,7734089201
22,1758461587	16,8787593615	22,1758461587	22,1758461587	22,1758461587	22,1758461587	22,1758461587	20,758507145	Valle de Lierp	22	22244	8,1415072429
24,2685121227	14,1858919544	24,2685121227	18,9822578669	22,8532890783	24,2685121227	24,2685121227	22,8532890783	Vallecillo (El)	44	44249	
50,4225100753	27,0871305487	50,4225100753	2,1714770974	50,4225100753	50,4225100753	50,4225100753	48,8277617614	Valmadrid	50	50275	
67,1859143312	47,7792150345	67,1859143312	62,2401455328	67,1859143312	65,4076297332	65,4076297332	50,7682808465	Valpalmas	50	50276	24,8636176696
53,8320449639	35,4787132062	53,8320449639	16,5237317361	53,8320449639	53,8320449639	53,8320449639	53,8320449639	Valtorres	50	50277	8,1714144097
8,4514774992	5,7926652336	8,4514774992	8,4514774992	8,4514774992	8,4514774992	7,9999999999	8,4514774992	Veguillas de la Sierra	44	44250	
158,2592764138	112,7459575866	158,2592764138	127,3331092648	146,9131931268	158,2592764138	158,2592764138	146,9131931268	Velilla de Cinca	22	22245	65,5358343646
111,2565816905	88,6595887887	111,2565816905	83,1833180843	105,9749083446	111,2565816905	111,2565816905	89,7870238738	Velilla de Ebro	50	50278	37,9537931579
41,0573959579	16,9084408133	41,0573959579	19,4044770464	41,0573959579	41,0573959579	39,6013809576	41,0573959579	Velilla de Jiloca	50	50279	9,7571000441
170,3130433083	145,3575207276	170,3130433083	149,5416547761	167,6638434541	170,3130433083	170,3130433083	158,1785381589	Vencillón	22	22909	78,2216311234
163,4590516465	142,6344915219	163,4590516465	116,6718130124	163,4590516465	163,4590516465	163,4590516465	144,6058650182	Vera de Moncayo	50	50280	53,5629434947
23,7473312432	17,1882073435	23,7473312432	8,886604637	23,7473312432	19,3087214762	19,3087214762	15,5010437637	Viacamp y Litera	22	22247	7,9050071306
49,902147855	41,1793791475	49,902147855	14,4180516135	43,7282366176	49,902147855	49,902147855	43,7282366176	Vicién	22	22248	23,3924374957
41,5553731604	29,7369322704	41,5553731604		41,5553731604	41,5553731604	40,6629757595	40,6041829926	Vierlas	50	50281	3,9985103459
43,4580714473	30,7203930641	43,4580714473	2,1380625402	43,4580714473	43,4580714473	43,4580714473	35,7767539759	Villadoz	50	50283	7,5264645501
85,2703304743	32,1297758207	85,2703304743	65,4025297848	83,5133207744	85,2703304743	85,2703304743	74,1626095195	Villafeliche	50	50284	24,6042548528
328,4166732417	271,251613525	328,4166732417	1,9669025967	326,4458821934	328,4166732417	328,4166732417	326,4458821934	Villafranca de Ebro	50	50285	163,6930660532
133,5301909214	72,4841632372	133,5301909214	111,936814395	133,5301909214	133,5301909214	128,6345846826	109,7424946327	Villafranca del Campo	44	44251	49,9043320261
43,2979501512	19,8687780849	43,2979501512	11,5368850737	43,2979501512	43,2979501512	43,2979501512	43,2979501512	Villahermosa del Campo	44	44252	6,1316839879
46,5432906899	28,0452812861	46,5432906899	11,992051374	46,5432906899	46,5432906899	46,5432906899	31,2526644159	Villalba de Perejil	50	50286	6,0216616015
137,3495136669	89,7485922678	137,3495136669	94,5014999331	137,3495136669	135,554763088	137,3495136669	137,3495136669	Villalengua	50	50287	51,0288683135
1031,0981921901	894,1430391103	1031,0981921901	815,2065794017	991,6435196253	1031,0981921901	1031,0981921901	991,6435196253	Villamayor de Gállego	50	50903	620,2860780727
59,8751522075	55,1845502486	59,8751522075	26,7856097378	59,8751522075	58,7167547961	59,8751522075	59,8751522075	Villanova	22	22249	28,5147854237
1718,5234734234	1560,6308754964	1718,5234734234	989,661725059	1696,2842059735	1718,5234734234	1718,5234734234	1709,9253033765	Villanueva de Gállego	50	50288	1159,6550708087
262,9908675853	177,3897762077	262,9908675853	202,2093095782	262,9908675853	262,9908675853	258,3679480442	262,9908675853	Villanueva de Huerva	50	50290	91,1685789704
28,9977754194	20,2042639821	28,9977754194	26,5448362217	28,9977754194	28,9977754194	25,7612409806	25,7889787895	Villanueva de Jiloca	50	50289	6,0043039274
155,0154462564	114,1965178419	155,0154462564	135,1554795168	155,0154462564	155,0154462564	155,0154462564	155,0154462564	Villanueva de Sigena	22	22251	64,9616443419
19,5325013676	15,4896309553	19,5325013676	19,5325013676	19,5325013676	19,5325013676	19,5325013676	13,8854502231	Villanueva del Rebollar de la Sierra	44	44256	4,66706301
223,9655887048	184,035537122	223,9655887048	62,1328379109	163,1412631961	223,9655887048	223,9655887048	163,1412631961	Villanúa	22	22250	104,2027147947
60,64021487	20,8722962098	60,64021487	1,7205197369	60,64021487	60,64021487	60,64021487	60,64021487	Villar de los Navarros	50	50291	6,8854579948
78,2703427748	43,2566811625	78,2703427748	64,0823602551	71,695998529	78,2703427748	78,2703427748	71,695998529	Villar del Cobo	44	44257	8,4507298765
40,5325764678	8,0940043688	40,5325764678	40,5325764678	40,5325764678	40,5325764678	38,9551547852	36,4268993461	Villar del Salz	44	44258	2,1445253979
95,1661410739	26,0097880443	93,5221696271	78,1074160619	95,1661410739	91,0625783698	89,3932200629	95,1661410739	Villarluengo	44	44260	35,5269492021
374,6685799744	276,8875543519	374,6685799744	360,2717888746	368,0270810154	374,6685799744	372,1566060876	368,0270810154	Villarquemado	44	44261	152,5133936888
99,1564124624	87,2685308993	99,1564124624	6,8304282821	96,9633602613	99,1564124624	99,1564124624	96,9633602613	Villarreal de Huerva	50	50292	35,6477041167
244,0133448469	135,8815127557	244,0133448469	154,8591709338	239,691943546	244,0133448469	236,3804249748	239,691943546	Villarroya de la Sierra	50	50293	46,7928105849
66,9771195936	42,5952422295	66,9771195936	60,8726159838	64,8028323671	66,9771195936	64,6291711647	66,9771195936	Villarroya de los Pinares	44	44262	22,2783594373
38,914345393	22,6503788876	38,914345393		38,914345393	38,914345393	38,914345393	27,901069056	Villarroya del Campo	50	50294	
186,741434763	129,6897285652	186,741434763	83,5609862296	185,8514890603	186,741434763	184,8292843831	185,8514890603	Villastar	44	44263	91,7921402389
131,5043694173	80,2393380114	131,5043694173	33,1630633386	131,5043694173	123,4748374397	129,0712445155	131,5043694173	Villel	44	44264	27,695316949
59,8238350322	5,7220608489	59,8238350322	34,5246518001	59,8238350322	59,8238350322	55,1243822813	34,2447471046	Vilueña (La)	50	50282	11,1567266124
117,5665482507	62,4668104731	117,5665482507	94,4629515714	117,5665482507	117,5665482507	108,9566813472	117,5665482507	Vinaceite	44	44265	24,4998002374
68,7577606796	54,1395725347	68,7577606796	67,48590403	68,7577606796	68,7577606796	67,8363520947	61,76107686	Visiedo	44	44266	14,8967909925
27,6797706302	15,7891248836	27,6797706302	20,719645265	27,6797706302	27,6797706302	27,6797706302	27,6797706302	Vistabella	50	50295	
45,4836210297	19,0359519569	45,4836210297	44,4526709873	45,4836210297	45,4836210297	45,4836210297	26,4352565891	Vivel del Río Martín	44	44267	8,4795602021
62,9505117324	48,9098027741	62,9505117324	5,4292422267	59,870989673	62,9505117324	62,9505117324	59,870989673	Yebra de Basa	22	22252	3,1199110153
32,5093820544	17,8004842246	32,5093820544	1,9131356155	30,3415876193	32,5093820544	32,5093820544	28,4284520038	Yésero	22	22253	9,1670008433
201,6718974072	147,8733831681	201,6718974072	14,5212615393	201,6718974072	201,6718974072	201,6718974072	201,6718974072	Zaida (La)	50	50296	100,7446126178
607,7956916126	488,1453326321	607,7956916126	445,6107651466	602,2956014502	607,7956916126	607,7956916126	587,0558285619	Zaidín	22	22254	284,9937483572
277588,043596256	243738,368401241	277284,220156286	103349,193036153	268740,496649989	276683,644102277	276620,384459793	267727,897341151	Zaragoza	50	50297	166938,188032271
9,0317534039	3,1564657634	9,0317534039	1,0911088513	9,0317534039	9,0317534039	9,0317534039	9,0317534039	Zoma (La)	44	44268	3,8821878289
3026,3088449447	2750,6315043433	3026,3088449447	1003,5571563164	2946,9017977177	3005,3572579267	3002,6639108507	2946,9017977177	Zuera	50	50298	1743,2671804067
1720,1023135167	1406,8382891883	1714,6665351358	1190,9931949605	1679,4037860883	1702,1405489977	1699,4206963647	1648,3161514491	Épila	50	50099	875,1276426055
