Comarca código	Comarca nombre	Sexo	Edad	Nivel estudios (agregado)	Personas residentes viviendas familiares
25	Jiloca	Hombres	50 a 54	Segundo grado	158
25	Jiloca	Hombres	50 a 54	Tercer grado	21
25	Jiloca	Hombres	55 a 59	Analfabetos	1
25	Jiloca	Hombres	55 a 59	Sin estudios	27
25	Jiloca	Hombres	55 a 59	Primer grado	240
25	Jiloca	Hombres	55 a 59	Segundo grado	99
25	Jiloca	Hombres	55 a 59	Tercer grado	9
25	Jiloca	Hombres	60 a 64	Analfabetos	4
25	Jiloca	Hombres	60 a 64	Sin estudios	56
25	Jiloca	Hombres	60 a 64	Primer grado	262
25	Jiloca	Hombres	60 a 64	Segundo grado	56
25	Jiloca	Hombres	60 a 64	Tercer grado	7
25	Jiloca	Hombres	65 a 69	Analfabetos	1
25	Jiloca	Hombres	65 a 69	Sin estudios	114
25	Jiloca	Hombres	65 a 69	Primer grado	383
25	Jiloca	Hombres	65 a 69	Segundo grado	96
25	Jiloca	Hombres	65 a 69	Tercer grado	8
25	Jiloca	Hombres	70 a 74	Analfabetos	7
25	Jiloca	Hombres	70 a 74	Sin estudios	191
25	Jiloca	Hombres	70 a 74	Primer grado	426
25	Jiloca	Hombres	70 a 74	Segundo grado	38
25	Jiloca	Hombres	70 a 74	Tercer grado	11
25	Jiloca	Hombres	75 a 79	Analfabetos	3
25	Jiloca	Hombres	75 a 79	Sin estudios	144
25	Jiloca	Hombres	75 a 79	Primer grado	313
25	Jiloca	Hombres	75 a 79	Segundo grado	19
25	Jiloca	Hombres	75 a 79	Tercer grado	2
25	Jiloca	Hombres	80 a 84	Analfabetos	2
25	Jiloca	Hombres	80 a 84	Sin estudios	83
25	Jiloca	Hombres	80 a 84	Primer grado	135
25	Jiloca	Hombres	80 a 84	Segundo grado	11
25	Jiloca	Hombres	80 a 84	Tercer grado	1
25	Jiloca	Hombres	85 a 90	Analfabetos	1
25	Jiloca	Hombres	85 a 90	Sin estudios	53
25	Jiloca	Hombres	85 a 90	Primer grado	56
25	Jiloca	Hombres	85 a 90	Segundo grado	6
25	Jiloca	Hombres	85 a 90	Tercer grado	1
25	Jiloca	Hombres	90 ó más	Sin estudios	35
25	Jiloca	Hombres	90 ó más	Primer grado	20
25	Jiloca	Hombres	90 ó más	Segundo grado	1
26	Cuencas Mineras	Mujeres	16 a 19	Sin estudios	1
26	Cuencas Mineras	Mujeres	16 a 19	Primer grado	53
26	Cuencas Mineras	Mujeres	16 a 19	Segundo grado	151
26	Cuencas Mineras	Mujeres	20 a 24	Analfabetos	1
26	Cuencas Mineras	Mujeres	20 a 24	Sin estudios	3
26	Cuencas Mineras	Mujeres	20 a 24	Primer grado	19
26	Cuencas Mineras	Mujeres	20 a 24	Segundo grado	194
26	Cuencas Mineras	Mujeres	20 a 24	Tercer grado	42
26	Cuencas Mineras	Mujeres	25 a 29	Analfabetos	7
26	Cuencas Mineras	Mujeres	25 a 29	Sin estudios	4
26	Cuencas Mineras	Mujeres	25 a 29	Primer grado	28
26	Cuencas Mineras	Mujeres	25 a 29	Segundo grado	159
26	Cuencas Mineras	Mujeres	25 a 29	Tercer grado	91
26	Cuencas Mineras	Mujeres	30 a 34	Analfabetos	3
26	Cuencas Mineras	Mujeres	30 a 34	Sin estudios	3
26	Cuencas Mineras	Mujeres	30 a 34	Primer grado	52
26	Cuencas Mineras	Mujeres	30 a 34	Segundo grado	180
26	Cuencas Mineras	Mujeres	30 a 34	Tercer grado	48
26	Cuencas Mineras	Mujeres	35 a 39	Analfabetos	2
26	Cuencas Mineras	Mujeres	35 a 39	Primer grado	69
26	Cuencas Mineras	Mujeres	35 a 39	Segundo grado	222
26	Cuencas Mineras	Mujeres	35 a 39	Tercer grado	25
26	Cuencas Mineras	Mujeres	40 a 44	Analfabetos	5
26	Cuencas Mineras	Mujeres	40 a 44	Sin estudios	3
26	Cuencas Mineras	Mujeres	40 a 44	Primer grado	89
26	Cuencas Mineras	Mujeres	40 a 44	Segundo grado	162
26	Cuencas Mineras	Mujeres	40 a 44	Tercer grado	17
26	Cuencas Mineras	Mujeres	45 a 49	Analfabetos	2
26	Cuencas Mineras	Mujeres	45 a 49	Sin estudios	11
26	Cuencas Mineras	Mujeres	45 a 49	Primer grado	112
26	Cuencas Mineras	Mujeres	45 a 49	Segundo grado	102
26	Cuencas Mineras	Mujeres	45 a 49	Tercer grado	8
26	Cuencas Mineras	Mujeres	50 a 54	Analfabetos	7
26	Cuencas Mineras	Mujeres	50 a 54	Sin estudios	22
26	Cuencas Mineras	Mujeres	50 a 54	Primer grado	122
26	Cuencas Mineras	Mujeres	50 a 54	Segundo grado	81
26	Cuencas Mineras	Mujeres	50 a 54	Tercer grado	6
26	Cuencas Mineras	Mujeres	55 a 59	Analfabetos	6
26	Cuencas Mineras	Mujeres	55 a 59	Sin estudios	21
26	Cuencas Mineras	Mujeres	55 a 59	Primer grado	136
26	Cuencas Mineras	Mujeres	55 a 59	Segundo grado	58
26	Cuencas Mineras	Mujeres	55 a 59	Tercer grado	4
26	Cuencas Mineras	Mujeres	60 a 64	Analfabetos	8
26	Cuencas Mineras	Mujeres	60 a 64	Sin estudios	33
26	Cuencas Mineras	Mujeres	60 a 64	Primer grado	140
26	Cuencas Mineras	Mujeres	60 a 64	Segundo grado	41
26	Cuencas Mineras	Mujeres	60 a 64	Tercer grado	3
26	Cuencas Mineras	Mujeres	65 a 69	Analfabetos	19
26	Cuencas Mineras	Mujeres	65 a 69	Sin estudios	68
26	Cuencas Mineras	Mujeres	65 a 69	Primer grado	229
26	Cuencas Mineras	Mujeres	65 a 69	Segundo grado	47
26	Cuencas Mineras	Mujeres	65 a 69	Tercer grado	1
26	Cuencas Mineras	Mujeres	70 a 74	Analfabetos	22
26	Cuencas Mineras	Mujeres	70 a 74	Sin estudios	65
26	Cuencas Mineras	Mujeres	70 a 74	Primer grado	214
26	Cuencas Mineras	Mujeres	70 a 74	Segundo grado	23
26	Cuencas Mineras	Mujeres	70 a 74	Tercer grado	1
26	Cuencas Mineras	Mujeres	75 a 79	Analfabetos	27
26	Cuencas Mineras	Mujeres	75 a 79	Sin estudios	67
26	Cuencas Mineras	Mujeres	75 a 79	Primer grado	177
26	Cuencas Mineras	Mujeres	75 a 79	Segundo grado	16
26	Cuencas Mineras	Mujeres	80 a 84	Analfabetos	15
26	Cuencas Mineras	Mujeres	80 a 84	Sin estudios	38
26	Cuencas Mineras	Mujeres	80 a 84	Primer grado	109
26	Cuencas Mineras	Mujeres	80 a 84	Segundo grado	3
26	Cuencas Mineras	Mujeres	85 a 90	Analfabetos	8
26	Cuencas Mineras	Mujeres	85 a 90	Sin estudios	37
26	Cuencas Mineras	Mujeres	85 a 90	Primer grado	62
26	Cuencas Mineras	Mujeres	85 a 90	Segundo grado	2
26	Cuencas Mineras	Mujeres	90 ó más	Analfabetos	7
26	Cuencas Mineras	Mujeres	90 ó más	Sin estudios	16
26	Cuencas Mineras	Mujeres	90 ó más	Primer grado	30
26	Cuencas Mineras	Hombres	16 a 19	Analfabetos	1
26	Cuencas Mineras	Hombres	16 a 19	Sin estudios	1
26	Cuencas Mineras	Hombres	16 a 19	Primer grado	94
26	Cuencas Mineras	Hombres	16 a 19	Segundo grado	155
26	Cuencas Mineras	Hombres	20 a 24	Analfabetos	3
26	Cuencas Mineras	Hombres	20 a 24	Sin estudios	3
26	Cuencas Mineras	Hombres	20 a 24	Primer grado	59
26	Cuencas Mineras	Hombres	20 a 24	Segundo grado	264
26	Cuencas Mineras	Hombres	20 a 24	Tercer grado	17
26	Cuencas Mineras	Hombres	25 a 29	Analfabetos	5
26	Cuencas Mineras	Hombres	25 a 29	Sin estudios	4
26	Cuencas Mineras	Hombres	25 a 29	Primer grado	63
26	Cuencas Mineras	Hombres	25 a 29	Segundo grado	239
26	Cuencas Mineras	Hombres	25 a 29	Tercer grado	55
26	Cuencas Mineras	Hombres	30 a 34	Analfabetos	1
26	Cuencas Mineras	Hombres	30 a 34	Sin estudios	8
26	Cuencas Mineras	Hombres	30 a 34	Primer grado	79
26	Cuencas Mineras	Hombres	30 a 34	Segundo grado	240
26	Cuencas Mineras	Hombres	30 a 34	Tercer grado	29
26	Cuencas Mineras	Hombres	35 a 39	Analfabetos	3
26	Cuencas Mineras	Hombres	35 a 39	Sin estudios	9
26	Cuencas Mineras	Hombres	35 a 39	Primer grado	108
26	Cuencas Mineras	Hombres	35 a 39	Segundo grado	248
26	Cuencas Mineras	Hombres	35 a 39	Tercer grado	23
26	Cuencas Mineras	Hombres	40 a 44	Analfabetos	4
26	Cuencas Mineras	Hombres	40 a 44	Sin estudios	11
26	Cuencas Mineras	Hombres	40 a 44	Primer grado	114
26	Cuencas Mineras	Hombres	40 a 44	Segundo grado	229
26	Cuencas Mineras	Hombres	40 a 44	Tercer grado	25
26	Cuencas Mineras	Hombres	45 a 49	Analfabetos	3
26	Cuencas Mineras	Hombres	45 a 49	Sin estudios	19
26	Cuencas Mineras	Hombres	45 a 49	Primer grado	142
26	Cuencas Mineras	Hombres	45 a 49	Segundo grado	155
26	Cuencas Mineras	Hombres	45 a 49	Tercer grado	13
26	Cuencas Mineras	Hombres	50 a 54	Analfabetos	1
26	Cuencas Mineras	Hombres	50 a 54	Sin estudios	14
26	Cuencas Mineras	Hombres	50 a 54	Primer grado	136
26	Cuencas Mineras	Hombres	50 a 54	Segundo grado	105
26	Cuencas Mineras	Hombres	50 a 54	Tercer grado	14
26	Cuencas Mineras	Hombres	55 a 59	Analfabetos	4
26	Cuencas Mineras	Hombres	55 a 59	Sin estudios	26
26	Cuencas Mineras	Hombres	55 a 59	Primer grado	130
26	Cuencas Mineras	Hombres	55 a 59	Segundo grado	82
26	Cuencas Mineras	Hombres	55 a 59	Tercer grado	3
26	Cuencas Mineras	Hombres	60 a 64	Analfabetos	15
26	Cuencas Mineras	Hombres	60 a 64	Sin estudios	30
26	Cuencas Mineras	Hombres	60 a 64	Primer grado	156
26	Cuencas Mineras	Hombres	60 a 64	Segundo grado	39
26	Cuencas Mineras	Hombres	60 a 64	Tercer grado	3
26	Cuencas Mineras	Hombres	65 a 69	Analfabetos	10
26	Cuencas Mineras	Hombres	65 a 69	Sin estudios	48
26	Cuencas Mineras	Hombres	65 a 69	Primer grado	221
26	Cuencas Mineras	Hombres	65 a 69	Segundo grado	63
26	Cuencas Mineras	Hombres	65 a 69	Tercer grado	7
26	Cuencas Mineras	Hombres	70 a 74	Analfabetos	9
26	Cuencas Mineras	Hombres	70 a 74	Sin estudios	69
26	Cuencas Mineras	Hombres	70 a 74	Primer grado	198
26	Cuencas Mineras	Hombres	70 a 74	Segundo grado	36
26	Cuencas Mineras	Hombres	70 a 74	Tercer grado	2
26	Cuencas Mineras	Hombres	75 a 79	Analfabetos	10
26	Cuencas Mineras	Hombres	75 a 79	Sin estudios	61
26	Cuencas Mineras	Hombres	75 a 79	Primer grado	177
26	Cuencas Mineras	Hombres	75 a 79	Segundo grado	20
26	Cuencas Mineras	Hombres	75 a 79	Tercer grado	1
26	Cuencas Mineras	Hombres	80 a 84	Analfabetos	3
26	Cuencas Mineras	Hombres	80 a 84	Sin estudios	18
26	Cuencas Mineras	Hombres	80 a 84	Primer grado	73
26	Cuencas Mineras	Hombres	80 a 84	Segundo grado	12
26	Cuencas Mineras	Hombres	85 a 90	Analfabetos	1
26	Cuencas Mineras	Hombres	85 a 90	Sin estudios	11
26	Cuencas Mineras	Hombres	85 a 90	Primer grado	43
26	Cuencas Mineras	Hombres	85 a 90	Segundo grado	2
26	Cuencas Mineras	Hombres	85 a 90	Tercer grado	1
26	Cuencas Mineras	Hombres	90 ó más	Analfabetos	2
26	Cuencas Mineras	Hombres	90 ó más	Sin estudios	8
26	Cuencas Mineras	Hombres	90 ó más	Primer grado	23
27	Andorra-Sierra de Arcos	Mujeres	16 a 19	Analfabetos	1
27	Andorra-Sierra de Arcos	Mujeres	16 a 19	Sin estudios	6
27	Andorra-Sierra de Arcos	Mujeres	16 a 19	Primer grado	68
27	Andorra-Sierra de Arcos	Mujeres	16 a 19	Segundo grado	213
27	Andorra-Sierra de Arcos	Mujeres	20 a 24	Sin estudios	4
27	Andorra-Sierra de Arcos	Mujeres	20 a 24	Primer grado	23
27	Andorra-Sierra de Arcos	Mujeres	20 a 24	Segundo grado	245
27	Andorra-Sierra de Arcos	Mujeres	20 a 24	Tercer grado	72
27	Andorra-Sierra de Arcos	Mujeres	25 a 29	Sin estudios	2
27	Andorra-Sierra de Arcos	Mujeres	25 a 29	Primer grado	22
27	Andorra-Sierra de Arcos	Mujeres	25 a 29	Segundo grado	180
27	Andorra-Sierra de Arcos	Mujeres	25 a 29	Tercer grado	96
27	Andorra-Sierra de Arcos	Mujeres	30 a 34	Sin estudios	8
27	Andorra-Sierra de Arcos	Mujeres	30 a 34	Primer grado	54
27	Andorra-Sierra de Arcos	Mujeres	30 a 34	Segundo grado	241
27	Andorra-Sierra de Arcos	Mujeres	30 a 34	Tercer grado	65
27	Andorra-Sierra de Arcos	Mujeres	35 a 39	Analfabetos	1
27	Andorra-Sierra de Arcos	Mujeres	35 a 39	Sin estudios	7
27	Andorra-Sierra de Arcos	Mujeres	35 a 39	Primer grado	86
27	Andorra-Sierra de Arcos	Mujeres	35 a 39	Segundo grado	297
27	Andorra-Sierra de Arcos	Mujeres	35 a 39	Tercer grado	43
27	Andorra-Sierra de Arcos	Mujeres	40 a 44	Sin estudios	17
27	Andorra-Sierra de Arcos	Mujeres	40 a 44	Primer grado	108
27	Andorra-Sierra de Arcos	Mujeres	40 a 44	Segundo grado	254
27	Andorra-Sierra de Arcos	Mujeres	40 a 44	Tercer grado	53
27	Andorra-Sierra de Arcos	Mujeres	45 a 49	Analfabetos	2
27	Andorra-Sierra de Arcos	Mujeres	45 a 49	Sin estudios	25
27	Andorra-Sierra de Arcos	Mujeres	45 a 49	Primer grado	140
27	Andorra-Sierra de Arcos	Mujeres	45 a 49	Segundo grado	151
27	Andorra-Sierra de Arcos	Mujeres	45 a 49	Tercer grado	23
27	Andorra-Sierra de Arcos	Mujeres	50 a 54	Analfabetos	6
27	Andorra-Sierra de Arcos	Mujeres	50 a 54	Sin estudios	46
27	Andorra-Sierra de Arcos	Mujeres	50 a 54	Primer grado	126
27	Andorra-Sierra de Arcos	Mujeres	50 a 54	Segundo grado	72
27	Andorra-Sierra de Arcos	Mujeres	50 a 54	Tercer grado	10
27	Andorra-Sierra de Arcos	Mujeres	55 a 59	Analfabetos	4
27	Andorra-Sierra de Arcos	Mujeres	55 a 59	Sin estudios	67
27	Andorra-Sierra de Arcos	Mujeres	55 a 59	Primer grado	125
27	Andorra-Sierra de Arcos	Mujeres	55 a 59	Segundo grado	33
27	Andorra-Sierra de Arcos	Mujeres	55 a 59	Tercer grado	2
27	Andorra-Sierra de Arcos	Mujeres	60 a 64	Analfabetos	4
27	Andorra-Sierra de Arcos	Mujeres	60 a 64	Sin estudios	88
27	Andorra-Sierra de Arcos	Mujeres	60 a 64	Primer grado	110
27	Andorra-Sierra de Arcos	Mujeres	60 a 64	Segundo grado	17
27	Andorra-Sierra de Arcos	Mujeres	60 a 64	Tercer grado	1
27	Andorra-Sierra de Arcos	Mujeres	65 a 69	Analfabetos	22
27	Andorra-Sierra de Arcos	Mujeres	65 a 69	Sin estudios	179
27	Andorra-Sierra de Arcos	Mujeres	65 a 69	Primer grado	148
27	Andorra-Sierra de Arcos	Mujeres	65 a 69	Segundo grado	18
27	Andorra-Sierra de Arcos	Mujeres	65 a 69	Tercer grado	3
27	Andorra-Sierra de Arcos	Mujeres	70 a 74	Analfabetos	24
27	Andorra-Sierra de Arcos	Mujeres	70 a 74	Sin estudios	181
27	Andorra-Sierra de Arcos	Mujeres	70 a 74	Primer grado	122
27	Andorra-Sierra de Arcos	Mujeres	70 a 74	Segundo grado	11
27	Andorra-Sierra de Arcos	Mujeres	70 a 74	Tercer grado	2
27	Andorra-Sierra de Arcos	Mujeres	75 a 79	Analfabetos	20
27	Andorra-Sierra de Arcos	Mujeres	75 a 79	Sin estudios	156
27	Andorra-Sierra de Arcos	Mujeres	75 a 79	Primer grado	65
27	Andorra-Sierra de Arcos	Mujeres	75 a 79	Segundo grado	6
27	Andorra-Sierra de Arcos	Mujeres	75 a 79	Tercer grado	2
27	Andorra-Sierra de Arcos	Mujeres	80 a 84	Analfabetos	20
27	Andorra-Sierra de Arcos	Mujeres	80 a 84	Sin estudios	122
27	Andorra-Sierra de Arcos	Mujeres	80 a 84	Primer grado	34
27	Andorra-Sierra de Arcos	Mujeres	80 a 84	Segundo grado	5
27	Andorra-Sierra de Arcos	Mujeres	85 a 90	Analfabetos	16
27	Andorra-Sierra de Arcos	Mujeres	85 a 90	Sin estudios	76
27	Andorra-Sierra de Arcos	Mujeres	85 a 90	Primer grado	21
27	Andorra-Sierra de Arcos	Mujeres	90 ó más	Analfabetos	18
27	Andorra-Sierra de Arcos	Mujeres	90 ó más	Sin estudios	29
27	Andorra-Sierra de Arcos	Mujeres	90 ó más	Primer grado	9
27	Andorra-Sierra de Arcos	Hombres	16 a 19	Sin estudios	7
27	Andorra-Sierra de Arcos	Hombres	16 a 19	Primer grado	71
27	Andorra-Sierra de Arcos	Hombres	16 a 19	Segundo grado	204
27	Andorra-Sierra de Arcos	Hombres	20 a 24	Analfabetos	4
27	Andorra-Sierra de Arcos	Hombres	20 a 24	Sin estudios	11
27	Andorra-Sierra de Arcos	Hombres	20 a 24	Primer grado	60
27	Andorra-Sierra de Arcos	Hombres	20 a 24	Segundo grado	304
27	Andorra-Sierra de Arcos	Hombres	20 a 24	Tercer grado	35
27	Andorra-Sierra de Arcos	Hombres	25 a 29	Analfabetos	1
27	Andorra-Sierra de Arcos	Hombres	25 a 29	Sin estudios	16
27	Andorra-Sierra de Arcos	Hombres	25 a 29	Primer grado	56
27	Andorra-Sierra de Arcos	Hombres	25 a 29	Segundo grado	231
27	Andorra-Sierra de Arcos	Hombres	25 a 29	Tercer grado	58
27	Andorra-Sierra de Arcos	Hombres	30 a 34	Sin estudios	14
27	Andorra-Sierra de Arcos	Hombres	30 a 34	Primer grado	62
27	Andorra-Sierra de Arcos	Hombres	30 a 34	Segundo grado	250
27	Andorra-Sierra de Arcos	Hombres	30 a 34	Tercer grado	42
27	Andorra-Sierra de Arcos	Hombres	35 a 39	Analfabetos	5
27	Andorra-Sierra de Arcos	Hombres	35 a 39	Sin estudios	19
27	Andorra-Sierra de Arcos	Hombres	35 a 39	Primer grado	100
27	Andorra-Sierra de Arcos	Hombres	35 a 39	Segundo grado	292
27	Andorra-Sierra de Arcos	Hombres	35 a 39	Tercer grado	40
27	Andorra-Sierra de Arcos	Hombres	40 a 44	Analfabetos	2
27	Andorra-Sierra de Arcos	Hombres	40 a 44	Sin estudios	25
27	Andorra-Sierra de Arcos	Hombres	40 a 44	Primer grado	130
27	Andorra-Sierra de Arcos	Hombres	40 a 44	Segundo grado	337
27	Andorra-Sierra de Arcos	Hombres	40 a 44	Tercer grado	59
27	Andorra-Sierra de Arcos	Hombres	45 a 49	Analfabetos	1
27	Andorra-Sierra de Arcos	Hombres	45 a 49	Sin estudios	32
27	Andorra-Sierra de Arcos	Hombres	45 a 49	Primer grado	135
27	Andorra-Sierra de Arcos	Hombres	45 a 49	Segundo grado	210
27	Andorra-Sierra de Arcos	Hombres	45 a 49	Tercer grado	52
27	Andorra-Sierra de Arcos	Hombres	50 a 54	Analfabetos	2
27	Andorra-Sierra de Arcos	Hombres	50 a 54	Sin estudios	39
27	Andorra-Sierra de Arcos	Hombres	50 a 54	Primer grado	128
27	Andorra-Sierra de Arcos	Hombres	50 a 54	Segundo grado	109
27	Andorra-Sierra de Arcos	Hombres	50 a 54	Tercer grado	31
27	Andorra-Sierra de Arcos	Hombres	55 a 59	Analfabetos	5
27	Andorra-Sierra de Arcos	Hombres	55 a 59	Sin estudios	58
27	Andorra-Sierra de Arcos	Hombres	55 a 59	Primer grado	124
27	Andorra-Sierra de Arcos	Hombres	55 a 59	Segundo grado	61
27	Andorra-Sierra de Arcos	Hombres	55 a 59	Tercer grado	10
27	Andorra-Sierra de Arcos	Hombres	60 a 64	Analfabetos	3
27	Andorra-Sierra de Arcos	Hombres	60 a 64	Sin estudios	76
27	Andorra-Sierra de Arcos	Hombres	60 a 64	Primer grado	88
27	Andorra-Sierra de Arcos	Hombres	60 a 64	Segundo grado	45
27	Andorra-Sierra de Arcos	Hombres	60 a 64	Tercer grado	4
27	Andorra-Sierra de Arcos	Hombres	65 a 69	Analfabetos	11
27	Andorra-Sierra de Arcos	Hombres	65 a 69	Sin estudios	131
27	Andorra-Sierra de Arcos	Hombres	65 a 69	Primer grado	122
27	Andorra-Sierra de Arcos	Hombres	65 a 69	Segundo grado	26
27	Andorra-Sierra de Arcos	Hombres	65 a 69	Tercer grado	3
27	Andorra-Sierra de Arcos	Hombres	70 a 74	Analfabetos	18
27	Andorra-Sierra de Arcos	Hombres	70 a 74	Sin estudios	194
27	Andorra-Sierra de Arcos	Hombres	70 a 74	Primer grado	145
27	Andorra-Sierra de Arcos	Hombres	70 a 74	Segundo grado	17
27	Andorra-Sierra de Arcos	Hombres	70 a 74	Tercer grado	4
27	Andorra-Sierra de Arcos	Hombres	75 a 79	Analfabetos	10
27	Andorra-Sierra de Arcos	Hombres	75 a 79	Sin estudios	149
27	Andorra-Sierra de Arcos	Hombres	75 a 79	Primer grado	79
27	Andorra-Sierra de Arcos	Hombres	75 a 79	Segundo grado	11
27	Andorra-Sierra de Arcos	Hombres	75 a 79	Tercer grado	1
27	Andorra-Sierra de Arcos	Hombres	80 a 84	Analfabetos	12
27	Andorra-Sierra de Arcos	Hombres	80 a 84	Sin estudios	96
27	Andorra-Sierra de Arcos	Hombres	80 a 84	Primer grado	30
27	Andorra-Sierra de Arcos	Hombres	80 a 84	Segundo grado	5
27	Andorra-Sierra de Arcos	Hombres	80 a 84	Tercer grado	1
27	Andorra-Sierra de Arcos	Hombres	85 a 90	Analfabetos	3
27	Andorra-Sierra de Arcos	Hombres	85 a 90	Sin estudios	40
27	Andorra-Sierra de Arcos	Hombres	85 a 90	Primer grado	13
27	Andorra-Sierra de Arcos	Hombres	85 a 90	Segundo grado	2
27	Andorra-Sierra de Arcos	Hombres	85 a 90	Tercer grado	1
27	Andorra-Sierra de Arcos	Hombres	90 ó más	Analfabetos	5
27	Andorra-Sierra de Arcos	Hombres	90 ó más	Sin estudios	14
27	Andorra-Sierra de Arcos	Hombres	90 ó más	Primer grado	2
28	Bajo Aragón	Mujeres	16 a 19	Analfabetos	1
28	Bajo Aragón	Mujeres	16 a 19	Sin estudios	1
28	Bajo Aragón	Mujeres	16 a 19	Primer grado	94
28	Bajo Aragón	Mujeres	16 a 19	Segundo grado	451
28	Bajo Aragón	Mujeres	20 a 24	Analfabetos	2
28	Bajo Aragón	Mujeres	20 a 24	Sin estudios	5
28	Bajo Aragón	Mujeres	20 a 24	Primer grado	24
28	Bajo Aragón	Mujeres	20 a 24	Segundo grado	589
28	Bajo Aragón	Mujeres	20 a 24	Tercer grado	192
28	Bajo Aragón	Mujeres	25 a 29	Analfabetos	3
28	Bajo Aragón	Mujeres	25 a 29	Sin estudios	11
28	Bajo Aragón	Mujeres	25 a 29	Primer grado	42
28	Bajo Aragón	Mujeres	25 a 29	Segundo grado	522
28	Bajo Aragón	Mujeres	25 a 29	Tercer grado	267
28	Bajo Aragón	Mujeres	30 a 34	Analfabetos	4
28	Bajo Aragón	Mujeres	30 a 34	Sin estudios	11
28	Bajo Aragón	Mujeres	30 a 34	Primer grado	69
28	Bajo Aragón	Mujeres	30 a 34	Segundo grado	670
28	Bajo Aragón	Mujeres	30 a 34	Tercer grado	202
28	Bajo Aragón	Mujeres	35 a 39	Analfabetos	3
28	Bajo Aragón	Mujeres	35 a 39	Sin estudios	10
28	Bajo Aragón	Mujeres	35 a 39	Primer grado	91
28	Bajo Aragón	Mujeres	35 a 39	Segundo grado	720
28	Bajo Aragón	Mujeres	35 a 39	Tercer grado	165
28	Bajo Aragón	Mujeres	40 a 44	Analfabetos	1
28	Bajo Aragón	Mujeres	40 a 44	Sin estudios	4
28	Bajo Aragón	Mujeres	40 a 44	Primer grado	137
28	Bajo Aragón	Mujeres	40 a 44	Segundo grado	598
28	Bajo Aragón	Mujeres	40 a 44	Tercer grado	138
28	Bajo Aragón	Mujeres	45 a 49	Analfabetos	4
28	Bajo Aragón	Mujeres	45 a 49	Sin estudios	13
28	Bajo Aragón	Mujeres	45 a 49	Primer grado	219
28	Bajo Aragón	Mujeres	45 a 49	Segundo grado	434
28	Bajo Aragón	Mujeres	45 a 49	Tercer grado	78
28	Bajo Aragón	Mujeres	50 a 54	Analfabetos	4
28	Bajo Aragón	Mujeres	50 a 54	Sin estudios	20
28	Bajo Aragón	Mujeres	50 a 54	Primer grado	278
28	Bajo Aragón	Mujeres	50 a 54	Segundo grado	339
28	Bajo Aragón	Mujeres	50 a 54	Tercer grado	49
28	Bajo Aragón	Mujeres	55 a 59	Analfabetos	4
28	Bajo Aragón	Mujeres	55 a 59	Sin estudios	59
28	Bajo Aragón	Mujeres	55 a 59	Primer grado	318
28	Bajo Aragón	Mujeres	55 a 59	Segundo grado	247
28	Bajo Aragón	Mujeres	55 a 59	Tercer grado	9
28	Bajo Aragón	Mujeres	60 a 64	Analfabetos	6
28	Bajo Aragón	Mujeres	60 a 64	Sin estudios	82
28	Bajo Aragón	Mujeres	60 a 64	Primer grado	306
28	Bajo Aragón	Mujeres	60 a 64	Segundo grado	175
28	Bajo Aragón	Mujeres	60 a 64	Tercer grado	9
28	Bajo Aragón	Mujeres	65 a 69	Analfabetos	14
28	Bajo Aragón	Mujeres	65 a 69	Sin estudios	161
28	Bajo Aragón	Mujeres	65 a 69	Primer grado	452
28	Bajo Aragón	Mujeres	65 a 69	Segundo grado	200
28	Bajo Aragón	Mujeres	65 a 69	Tercer grado	12
28	Bajo Aragón	Mujeres	70 a 74	Analfabetos	17
28	Bajo Aragón	Mujeres	70 a 74	Sin estudios	212
28	Bajo Aragón	Mujeres	70 a 74	Primer grado	401
28	Bajo Aragón	Mujeres	70 a 74	Segundo grado	181
28	Bajo Aragón	Mujeres	70 a 74	Tercer grado	8
28	Bajo Aragón	Mujeres	75 a 79	Analfabetos	22
28	Bajo Aragón	Mujeres	75 a 79	Sin estudios	223
28	Bajo Aragón	Mujeres	75 a 79	Primer grado	332
28	Bajo Aragón	Mujeres	75 a 79	Segundo grado	132
28	Bajo Aragón	Mujeres	75 a 79	Tercer grado	3
28	Bajo Aragón	Mujeres	80 a 84	Analfabetos	31
28	Bajo Aragón	Mujeres	80 a 84	Sin estudios	196
28	Bajo Aragón	Mujeres	80 a 84	Primer grado	191
28	Bajo Aragón	Mujeres	80 a 84	Segundo grado	70
28	Bajo Aragón	Mujeres	80 a 84	Tercer grado	3
28	Bajo Aragón	Mujeres	85 a 90	Analfabetos	25
28	Bajo Aragón	Mujeres	85 a 90	Sin estudios	116
28	Bajo Aragón	Mujeres	85 a 90	Primer grado	97
28	Bajo Aragón	Mujeres	85 a 90	Segundo grado	38
28	Bajo Aragón	Mujeres	85 a 90	Tercer grado	1
28	Bajo Aragón	Mujeres	90 ó más	Analfabetos	19
28	Bajo Aragón	Mujeres	90 ó más	Sin estudios	50
28	Bajo Aragón	Mujeres	90 ó más	Primer grado	47
28	Bajo Aragón	Mujeres	90 ó más	Segundo grado	9
28	Bajo Aragón	Mujeres	90 ó más	Tercer grado	1
28	Bajo Aragón	Hombres	16 a 19	Analfabetos	5
28	Bajo Aragón	Hombres	16 a 19	Sin estudios	5
28	Bajo Aragón	Hombres	16 a 19	Primer grado	144
28	Bajo Aragón	Hombres	16 a 19	Segundo grado	447
