Comarca código	Comarca nombre	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Saldo migratorio
15	Ribera Alta del Ebro	Hombres	3	América	2014	-12
15	Ribera Alta del Ebro	Hombres	4	Asia	2014	-2
15	Ribera Alta del Ebro	Mujeres	1	Europa	2014	-85
15	Ribera Alta del Ebro	Mujeres	2	África	2014	-2
15	Ribera Alta del Ebro	Mujeres	3	América	2014	4
15	Ribera Alta del Ebro	Mujeres	4	Asia	2014	2
16	Valdejalón	Hombres	1	Europa	2014	-290
16	Valdejalón	Hombres	2	África	2014	9
16	Valdejalón	Hombres	3	América	2014	-6
16	Valdejalón	Hombres	4	Asia	2014	9
16	Valdejalón	Hombres	5	Otros continentes	2014	1
16	Valdejalón	Mujeres	1	Europa	2014	-153
16	Valdejalón	Mujeres	2	África	2014	29
16	Valdejalón	Mujeres	3	América	2014	3
16	Valdejalón	Mujeres	4	Asia	2014	1
17	Central	Hombres	1	Europa	2014	485
17	Central	Hombres	2	África	2014	638
17	Central	Hombres	3	América	2014	98
17	Central	Hombres	4	Asia	2014	-50
17	Central	Hombres	5	Otros continentes	2014	1
17	Central	Mujeres	1	Europa	2014	571
17	Central	Mujeres	2	África	2014	180
17	Central	Mujeres	3	América	2014	363
17	Central	Mujeres	4	Asia	2014	-63
17	Central	Mujeres	5	Otros continentes	2014	1
18	Ribera Baja del Ebro	Hombres	1	Europa	2014	-43
18	Ribera Baja del Ebro	Hombres	2	África	2014	16
18	Ribera Baja del Ebro	Hombres	3	América	2014	-4
18	Ribera Baja del Ebro	Hombres	4	Asia	2014	-2
18	Ribera Baja del Ebro	Mujeres	1	Europa	2014	-35
18	Ribera Baja del Ebro	Mujeres	2	África	2014	3
18	Ribera Baja del Ebro	Mujeres	3	América	2014	-6
18	Ribera Baja del Ebro	Mujeres	4	Asia	2014	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1	Europa	2014	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2	África	2014	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	América	2014	-2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4	Asia	2014	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	Europa	2014	-12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	África	2014	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	América	2014	-4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Asia	2014	18
20	Comunidad de Calatayud	Hombres	1	Europa	2014	73
20	Comunidad de Calatayud	Hombres	2	África	2014	6
20	Comunidad de Calatayud	Hombres	3	América	2014	6
20	Comunidad de Calatayud	Hombres	4	Asia	2014	7
20	Comunidad de Calatayud	Hombres	5	Otros continentes	2014	1
20	Comunidad de Calatayud	Mujeres	1	Europa	2014	-42
20	Comunidad de Calatayud	Mujeres	2	África	2014	-2
20	Comunidad de Calatayud	Mujeres	3	América	2014	22
20	Comunidad de Calatayud	Mujeres	4	Asia	2014	-1
21	Campo de Cariñena	Hombres	1	Europa	2014	-45
21	Campo de Cariñena	Hombres	2	África	2014	1
21	Campo de Cariñena	Hombres	3	América	2014	-1
21	Campo de Cariñena	Hombres	4	Asia	2014	-1
21	Campo de Cariñena	Mujeres	1	Europa	2014	-55
21	Campo de Cariñena	Mujeres	2	África	2014	1
21	Campo de Cariñena	Mujeres	3	América	2014	5
21	Campo de Cariñena	Mujeres	4	Asia	2014	1
22	Campo de Belchite	Hombres	1	Europa	2014	-15
22	Campo de Belchite	Hombres	2	África	2014	1
22	Campo de Belchite	Hombres	3	América	2014	0
22	Campo de Belchite	Mujeres	1	Europa	2014	7
22	Campo de Belchite	Mujeres	2	África	2014	-4
22	Campo de Belchite	Mujeres	3	América	2014	-3
23	Bajo Martín	Hombres	1	Europa	2014	-12
23	Bajo Martín	Hombres	2	África	2014	9
23	Bajo Martín	Hombres	3	América	2014	0
23	Bajo Martín	Hombres	4	Asia	2014	2
23	Bajo Martín	Mujeres	1	Europa	2014	-10
23	Bajo Martín	Mujeres	2	África	2014	10
23	Bajo Martín	Mujeres	3	América	2014	-1
24	Campo de Daroca	Hombres	1	Europa	2014	-19
24	Campo de Daroca	Hombres	2	África	2014	4
24	Campo de Daroca	Hombres	3	América	2014	-5
24	Campo de Daroca	Mujeres	1	Europa	2014	4
24	Campo de Daroca	Mujeres	2	África	2014	4
24	Campo de Daroca	Mujeres	3	América	2014	-10
25	Jiloca	Hombres	1	Europa	2014	-44
25	Jiloca	Hombres	2	África	2014	-14
25	Jiloca	Hombres	3	América	2014	0
25	Jiloca	Hombres	4	Asia	2014	-1
25	Jiloca	Mujeres	1	Europa	2014	-49
25	Jiloca	Mujeres	2	África	2014	-3
25	Jiloca	Mujeres	3	América	2014	11
25	Jiloca	Mujeres	4	Asia	2014	4
26	Cuencas Mineras	Hombres	1	Europa	2014	-47
26	Cuencas Mineras	Hombres	2	África	2014	-1
26	Cuencas Mineras	Hombres	3	América	2014	3
26	Cuencas Mineras	Hombres	4	Asia	2014	-5
26	Cuencas Mineras	Mujeres	1	Europa	2014	-35
26	Cuencas Mineras	Mujeres	2	África	2014	-2
26	Cuencas Mineras	Mujeres	3	América	2014	-2
26	Cuencas Mineras	Mujeres	4	Asia	2014	-2
27	Andorra-Sierra de Arcos	Hombres	1	Europa	2014	-126
27	Andorra-Sierra de Arcos	Hombres	2	África	2014	-12
27	Andorra-Sierra de Arcos	Hombres	3	América	2014	1
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2014	-7
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2014	-94
27	Andorra-Sierra de Arcos	Mujeres	2	África	2014	-6
27	Andorra-Sierra de Arcos	Mujeres	3	América	2014	6
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2014	-2
27	Andorra-Sierra de Arcos	Mujeres	5	Otros continentes	2014	1
28	Bajo Aragón	Hombres	1	Europa	2014	-98
28	Bajo Aragón	Hombres	2	África	2014	-5
28	Bajo Aragón	Hombres	3	América	2014	-2
28	Bajo Aragón	Hombres	4	Asia	2014	5
28	Bajo Aragón	Mujeres	1	Europa	2014	-110
28	Bajo Aragón	Mujeres	2	África	2014	8
28	Bajo Aragón	Mujeres	3	América	2014	1
28	Bajo Aragón	Mujeres	4	Asia	2014	3
29	Comunidad de Teruel	Hombres	1	Europa	2014	-93
29	Comunidad de Teruel	Hombres	2	África	2014	-25
29	Comunidad de Teruel	Hombres	3	América	2014	-5
29	Comunidad de Teruel	Hombres	4	Asia	2014	-7
29	Comunidad de Teruel	Mujeres	1	Europa	2014	9
29	Comunidad de Teruel	Mujeres	2	África	2014	-11
29	Comunidad de Teruel	Mujeres	3	América	2014	0
29	Comunidad de Teruel	Mujeres	4	Asia	2014	6
30	Maestrazgo	Hombres	1	Europa	2014	-17
30	Maestrazgo	Hombres	2	África	2014	-2
30	Maestrazgo	Hombres	4	Asia	2014	-2
30	Maestrazgo	Mujeres	1	Europa	2014	-21
30	Maestrazgo	Mujeres	2	África	2014	-2
30	Maestrazgo	Mujeres	3	América	2014	2
30	Maestrazgo	Mujeres	4	Asia	2014	-4
31	Sierra de Albarracín	Hombres	1	Europa	2014	-2
31	Sierra de Albarracín	Hombres	2	África	2014	3
31	Sierra de Albarracín	Hombres	3	América	2014	-2
31	Sierra de Albarracín	Mujeres	1	Europa	2014	-2
31	Sierra de Albarracín	Mujeres	2	África	2014	4
31	Sierra de Albarracín	Mujeres	3	América	2014	-5
32	Gúdar-Javalambre	Hombres	1	Europa	2014	-34
32	Gúdar-Javalambre	Hombres	2	África	2014	-12
32	Gúdar-Javalambre	Hombres	3	América	2014	-6
32	Gúdar-Javalambre	Hombres	4	Asia	2014	2
32	Gúdar-Javalambre	Mujeres	1	Europa	2014	-43
32	Gúdar-Javalambre	Mujeres	2	África	2014	-12
32	Gúdar-Javalambre	Mujeres	3	América	2014	-5
32	Gúdar-Javalambre	Mujeres	4	Asia	2014	2
33	Matarraña / Matarranya	Hombres	1	Europa	2014	-26
33	Matarraña / Matarranya	Hombres	2	África	2014	7
33	Matarraña / Matarranya	Hombres	3	América	2014	4
33	Matarraña / Matarranya	Hombres	4	Asia	2014	1
33	Matarraña / Matarranya	Hombres	5	Otros continentes	2014	1
33	Matarraña / Matarranya	Mujeres	1	Europa	2014	0
33	Matarraña / Matarranya	Mujeres	2	África	2014	6
33	Matarraña / Matarranya	Mujeres	3	América	2014	5
33	Matarraña / Matarranya	Mujeres	4	Asia	2014	0
01	La Jacetania	Hombres	1	Europa	2013	-62
01	La Jacetania	Hombres	2	África	2013	0
01	La Jacetania	Hombres	3	América	2013	-3
01	La Jacetania	Hombres	4	Asia	2013	8
01	La Jacetania	Mujeres	1	Europa	2013	-56
01	La Jacetania	Mujeres	2	África	2013	1
01	La Jacetania	Mujeres	3	América	2013	-12
01	La Jacetania	Mujeres	4	Asia	2013	2
02	Alto Gállego	Hombres	1	Europa	2013	-66
02	Alto Gállego	Hombres	2	África	2013	-18
02	Alto Gállego	Hombres	3	América	2013	-17
02	Alto Gállego	Hombres	4	Asia	2013	2
02	Alto Gállego	Mujeres	1	Europa	2013	-32
02	Alto Gállego	Mujeres	2	África	2013	-1
02	Alto Gállego	Mujeres	3	América	2013	-9
02	Alto Gállego	Mujeres	4	Asia	2013	0
03	Sobrarbe	Hombres	1	Europa	2013	-9
03	Sobrarbe	Hombres	2	África	2013	1
03	Sobrarbe	Hombres	3	América	2013	0
03	Sobrarbe	Mujeres	1	Europa	2013	12
03	Sobrarbe	Mujeres	2	África	2013	7
03	Sobrarbe	Mujeres	3	América	2013	0
03	Sobrarbe	Mujeres	5	Otros continentes	2013	-1
04	La Ribagorza	Hombres	1	Europa	2013	-78
04	La Ribagorza	Hombres	2	África	2013	1
04	La Ribagorza	Hombres	3	América	2013	-2
04	La Ribagorza	Hombres	4	Asia	2013	-1
04	La Ribagorza	Hombres	5	Otros continentes	2013	1
04	La Ribagorza	Mujeres	1	Europa	2013	-78
04	La Ribagorza	Mujeres	2	África	2013	-1
04	La Ribagorza	Mujeres	3	América	2013	0
04	La Ribagorza	Mujeres	4	Asia	2013	1
04	La Ribagorza	Mujeres	5	Otros continentes	2013	1
05	Cinco Villas	Hombres	1	Europa	2013	-167
05	Cinco Villas	Hombres	2	África	2013	-17
05	Cinco Villas	Hombres	3	América	2013	-12
05	Cinco Villas	Hombres	4	Asia	2013	-2
05	Cinco Villas	Mujeres	1	Europa	2013	-124
05	Cinco Villas	Mujeres	2	África	2013	-6
05	Cinco Villas	Mujeres	3	América	2013	-8
05	Cinco Villas	Mujeres	4	Asia	2013	6
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2013	-35
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2013	-32
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2013	0
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2013	5
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2013	16
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2013	-3
06	Hoya de Huesca / Plana de Uesca	Mujeres	3	América	2013	7
06	Hoya de Huesca / Plana de Uesca	Mujeres	4	Asia	2013	5
06	Hoya de Huesca / Plana de Uesca	Mujeres	5	Otros continentes	2013	1
07	Somontano de Barbastro	Hombres	1	Europa	2013	16
07	Somontano de Barbastro	Hombres	2	África	2013	15
07	Somontano de Barbastro	Hombres	3	América	2013	3
07	Somontano de Barbastro	Hombres	4	Asia	2013	6
07	Somontano de Barbastro	Mujeres	1	Europa	2013	14
07	Somontano de Barbastro	Mujeres	2	África	2013	-4
07	Somontano de Barbastro	Mujeres	3	América	2013	12
07	Somontano de Barbastro	Mujeres	4	Asia	2013	4
08	Cinca Medio	Hombres	1	Europa	2013	-70
08	Cinca Medio	Hombres	2	África	2013	10
08	Cinca Medio	Hombres	3	América	2013	0
08	Cinca Medio	Hombres	4	Asia	2013	3
08	Cinca Medio	Mujeres	1	Europa	2013	-26
08	Cinca Medio	Mujeres	2	África	2013	17
08	Cinca Medio	Mujeres	3	América	2013	6
08	Cinca Medio	Mujeres	4	Asia	2013	6
09	La Litera / La Llitera	Hombres	1	Europa	2013	-82
09	La Litera / La Llitera	Hombres	2	África	2013	39
09	La Litera / La Llitera	Hombres	3	América	2013	4
09	La Litera / La Llitera	Hombres	4	Asia	2013	-3
09	La Litera / La Llitera	Mujeres	1	Europa	2013	-18
09	La Litera / La Llitera	Mujeres	2	África	2013	27
09	La Litera / La Llitera	Mujeres	3	América	2013	13
09	La Litera / La Llitera	Mujeres	4	Asia	2013	-4
10	Los Monegros	Hombres	1	Europa	2013	-55
10	Los Monegros	Hombres	2	África	2013	-18
10	Los Monegros	Hombres	3	América	2013	-4
10	Los Monegros	Hombres	4	Asia	2013	-5
10	Los Monegros	Mujeres	1	Europa	2013	-61
10	Los Monegros	Mujeres	2	África	2013	-4
10	Los Monegros	Mujeres	3	América	2013	0
11	Bajo Cinca / Baix Cinca	Hombres	1	Europa	2013	1
11	Bajo Cinca / Baix Cinca	Hombres	2	África	2013	-15
11	Bajo Cinca / Baix Cinca	Hombres	3	América	2013	1
11	Bajo Cinca / Baix Cinca	Hombres	4	Asia	2013	2
11	Bajo Cinca / Baix Cinca	Mujeres	1	Europa	2013	-8
11	Bajo Cinca / Baix Cinca	Mujeres	2	África	2013	45
11	Bajo Cinca / Baix Cinca	Mujeres	3	América	2013	2
11	Bajo Cinca / Baix Cinca	Mujeres	4	Asia	2013	7
12	Tarazona y el Moncayo	Hombres	1	Europa	2013	-31
12	Tarazona y el Moncayo	Hombres	2	África	2013	-16
12	Tarazona y el Moncayo	Hombres	3	América	2013	-30
12	Tarazona y el Moncayo	Hombres	4	Asia	2013	1
12	Tarazona y el Moncayo	Mujeres	1	Europa	2013	-54
12	Tarazona y el Moncayo	Mujeres	2	África	2013	-17
12	Tarazona y el Moncayo	Mujeres	3	América	2013	-27
12	Tarazona y el Moncayo	Mujeres	4	Asia	2013	3
13	Campo de Borja	Hombres	1	Europa	2013	11
13	Campo de Borja	Hombres	2	África	2013	-20
13	Campo de Borja	Hombres	3	América	2013	2
13	Campo de Borja	Hombres	4	Asia	2013	8
13	Campo de Borja	Mujeres	1	Europa	2013	13
13	Campo de Borja	Mujeres	2	África	2013	-1
13	Campo de Borja	Mujeres	3	América	2013	-3
13	Campo de Borja	Mujeres	4	Asia	2013	5
14	Aranda	Hombres	1	Europa	2013	-2
14	Aranda	Hombres	2	África	2013	-4
14	Aranda	Hombres	3	América	2013	-1
14	Aranda	Hombres	4	Asia	2013	-1
14	Aranda	Mujeres	1	Europa	2013	-37
14	Aranda	Mujeres	2	África	2013	-2
14	Aranda	Mujeres	3	América	2013	3
14	Aranda	Mujeres	4	Asia	2013	-1
15	Ribera Alta del Ebro	Hombres	1	Europa	2013	-175
15	Ribera Alta del Ebro	Hombres	2	África	2013	-7
15	Ribera Alta del Ebro	Hombres	3	América	2013	4
15	Ribera Alta del Ebro	Hombres	4	Asia	2013	4
15	Ribera Alta del Ebro	Mujeres	1	Europa	2013	-83
15	Ribera Alta del Ebro	Mujeres	2	África	2013	-9
15	Ribera Alta del Ebro	Mujeres	3	América	2013	5
15	Ribera Alta del Ebro	Mujeres	4	Asia	2013	-1
16	Valdejalón	Hombres	1	Europa	2013	-148
16	Valdejalón	Hombres	2	África	2013	9
16	Valdejalón	Hombres	3	América	2013	-9
16	Valdejalón	Hombres	4	Asia	2013	6
16	Valdejalón	Mujeres	1	Europa	2013	-116
16	Valdejalón	Mujeres	2	África	2013	45
16	Valdejalón	Mujeres	3	América	2013	-25
16	Valdejalón	Mujeres	4	Asia	2013	6
17	Central	Hombres	1	Europa	2013	34
17	Central	Hombres	2	África	2013	-52
17	Central	Hombres	3	América	2013	-110
17	Central	Hombres	4	Asia	2013	57
17	Central	Hombres	5	Otros continentes	2013	-1
17	Central	Mujeres	1	Europa	2013	508
17	Central	Mujeres	2	África	2013	42
17	Central	Mujeres	3	América	2013	149
17	Central	Mujeres	4	Asia	2013	93
17	Central	Mujeres	5	Otros continentes	2013	-2
18	Ribera Baja del Ebro	Hombres	1	Europa	2013	-43
18	Ribera Baja del Ebro	Hombres	2	África	2013	11
18	Ribera Baja del Ebro	Hombres	3	América	2013	-3
18	Ribera Baja del Ebro	Hombres	4	Asia	2013	7
18	Ribera Baja del Ebro	Mujeres	1	Europa	2013	-45
18	Ribera Baja del Ebro	Mujeres	2	África	2013	20
18	Ribera Baja del Ebro	Mujeres	3	América	2013	8
18	Ribera Baja del Ebro	Mujeres	4	Asia	2013	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1	Europa	2013	-44
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2	África	2013	-4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	América	2013	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4	Asia	2013	32
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1	Europa	2013	-2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	África	2013	-5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3	América	2013	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Asia	2013	38
20	Comunidad de Calatayud	Hombres	1	Europa	2013	-125
20	Comunidad de Calatayud	Hombres	2	África	2013	1
20	Comunidad de Calatayud	Hombres	3	América	2013	-2
20	Comunidad de Calatayud	Hombres	4	Asia	2013	-1
20	Comunidad de Calatayud	Mujeres	1	Europa	2013	-171
20	Comunidad de Calatayud	Mujeres	2	África	2013	13
20	Comunidad de Calatayud	Mujeres	3	América	2013	4
20	Comunidad de Calatayud	Mujeres	4	Asia	2013	3
21	Campo de Cariñena	Hombres	1	Europa	2013	-45
21	Campo de Cariñena	Hombres	2	África	2013	-3
21	Campo de Cariñena	Hombres	3	América	2013	1
21	Campo de Cariñena	Hombres	4	Asia	2013	1
21	Campo de Cariñena	Mujeres	1	Europa	2013	-37
21	Campo de Cariñena	Mujeres	2	África	2013	2
21	Campo de Cariñena	Mujeres	3	América	2013	4
21	Campo de Cariñena	Mujeres	4	Asia	2013	1
22	Campo de Belchite	Hombres	1	Europa	2013	-9
22	Campo de Belchite	Hombres	2	África	2013	1
22	Campo de Belchite	Hombres	3	América	2013	-1
22	Campo de Belchite	Mujeres	1	Europa	2013	-23
22	Campo de Belchite	Mujeres	2	África	2013	7
22	Campo de Belchite	Mujeres	3	América	2013	4
23	Bajo Martín	Hombres	1	Europa	2013	-29
23	Bajo Martín	Hombres	2	África	2013	12
23	Bajo Martín	Hombres	3	América	2013	-5
23	Bajo Martín	Hombres	4	Asia	2013	2
23	Bajo Martín	Mujeres	1	Europa	2013	-29
23	Bajo Martín	Mujeres	2	África	2013	9
23	Bajo Martín	Mujeres	3	América	2013	0
23	Bajo Martín	Mujeres	4	Asia	2013	2
24	Campo de Daroca	Hombres	1	Europa	2013	-1
24	Campo de Daroca	Hombres	2	África	2013	7
24	Campo de Daroca	Hombres	3	América	2013	3
24	Campo de Daroca	Hombres	4	Asia	2013	-1
24	Campo de Daroca	Mujeres	1	Europa	2013	-32
24	Campo de Daroca	Mujeres	2	África	2013	6
24	Campo de Daroca	Mujeres	3	América	2013	3
25	Jiloca	Hombres	1	Europa	2013	-23
25	Jiloca	Hombres	2	África	2013	-4
25	Jiloca	Hombres	3	América	2013	-16
25	Jiloca	Hombres	4	Asia	2013	-1
25	Jiloca	Mujeres	1	Europa	2013	-44
25	Jiloca	Mujeres	2	África	2013	6
25	Jiloca	Mujeres	3	América	2013	-14
25	Jiloca	Mujeres	4	Asia	2013	-1
26	Cuencas Mineras	Hombres	1	Europa	2013	-48
26	Cuencas Mineras	Hombres	2	África	2013	-2
26	Cuencas Mineras	Hombres	3	América	2013	3
26	Cuencas Mineras	Hombres	4	Asia	2013	-4
26	Cuencas Mineras	Mujeres	1	Europa	2013	-38
26	Cuencas Mineras	Mujeres	2	África	2013	2
26	Cuencas Mineras	Mujeres	3	América	2013	1
26	Cuencas Mineras	Mujeres	4	Asia	2013	-8
27	Andorra-Sierra de Arcos	Hombres	1	Europa	2013	-88
27	Andorra-Sierra de Arcos	Hombres	2	África	2013	-3
27	Andorra-Sierra de Arcos	Hombres	3	América	2013	4
27	Andorra-Sierra de Arcos	Hombres	4	Asia	2013	5
27	Andorra-Sierra de Arcos	Mujeres	1	Europa	2013	-75
27	Andorra-Sierra de Arcos	Mujeres	2	África	2013	-2
27	Andorra-Sierra de Arcos	Mujeres	3	América	2013	2
27	Andorra-Sierra de Arcos	Mujeres	4	Asia	2013	1
28	Bajo Aragón	Hombres	1	Europa	2013	-93
28	Bajo Aragón	Hombres	2	África	2013	-32
28	Bajo Aragón	Hombres	3	América	2013	-12
28	Bajo Aragón	Hombres	4	Asia	2013	5
28	Bajo Aragón	Hombres	5	Otros continentes	2013	1
28	Bajo Aragón	Mujeres	1	Europa	2013	-42
28	Bajo Aragón	Mujeres	2	África	2013	13
28	Bajo Aragón	Mujeres	3	América	2013	12
28	Bajo Aragón	Mujeres	4	Asia	2013	1
29	Comunidad de Teruel	Hombres	1	Europa	2013	-138
29	Comunidad de Teruel	Hombres	2	África	2013	-38
29	Comunidad de Teruel	Hombres	3	América	2013	-27
29	Comunidad de Teruel	Hombres	4	Asia	2013	-2
29	Comunidad de Teruel	Mujeres	1	Europa	2013	-98
29	Comunidad de Teruel	Mujeres	2	África	2013	-4
29	Comunidad de Teruel	Mujeres	3	América	2013	11
29	Comunidad de Teruel	Mujeres	4	Asia	2013	-11
30	Maestrazgo	Hombres	1	Europa	2013	2
30	Maestrazgo	Hombres	2	África	2013	-2
30	Maestrazgo	Hombres	3	América	2013	-1
30	Maestrazgo	Hombres	4	Asia	2013	1
30	Maestrazgo	Mujeres	1	Europa	2013	-12
30	Maestrazgo	Mujeres	2	África	2013	-1
30	Maestrazgo	Mujeres	3	América	2013	-1
30	Maestrazgo	Mujeres	4	Asia	2013	1
31	Sierra de Albarracín	Hombres	1	Europa	2013	-9
31	Sierra de Albarracín	Hombres	2	África	2013	-5
31	Sierra de Albarracín	Hombres	3	América	2013	-16
31	Sierra de Albarracín	Mujeres	1	Europa	2013	-16
31	Sierra de Albarracín	Mujeres	2	África	2013	-6
31	Sierra de Albarracín	Mujeres	3	América	2013	1
32	Gúdar-Javalambre	Hombres	1	Europa	2013	-71
32	Gúdar-Javalambre	Hombres	2	África	2013	-8
32	Gúdar-Javalambre	Hombres	3	América	2013	-8
32	Gúdar-Javalambre	Hombres	4	Asia	2013	-6
32	Gúdar-Javalambre	Mujeres	1	Europa	2013	-54
32	Gúdar-Javalambre	Mujeres	2	África	2013	5
32	Gúdar-Javalambre	Mujeres	3	América	2013	-19
32	Gúdar-Javalambre	Mujeres	4	Asia	2013	-6
33	Matarraña / Matarranya	Hombres	1	Europa	2013	-8
33	Matarraña / Matarranya	Hombres	2	África	2013	-9
33	Matarraña / Matarranya	Hombres	3	América	2013	1
33	Matarraña / Matarranya	Hombres	4	Asia	2013	3
33	Matarraña / Matarranya	Mujeres	1	Europa	2013	-33
33	Matarraña / Matarranya	Mujeres	2	África	2013	0
33	Matarraña / Matarranya	Mujeres	3	América	2013	6
33	Matarraña / Matarranya	Mujeres	4	Asia	2013	0
01	La Jacetania	Hombres	1	Europa	2012	4
01	La Jacetania	Hombres	2	África	2012	-6
01	La Jacetania	Hombres	3	América	2012	-36
01	La Jacetania	Hombres	4	Asia	2012	-2
01	La Jacetania	Mujeres	1	Europa	2012	-5
01	La Jacetania	Mujeres	2	África	2012	-7
01	La Jacetania	Mujeres	3	América	2012	-36
01	La Jacetania	Mujeres	4	Asia	2012	-2
02	Alto Gállego	Hombres	1	Europa	2012	-53
02	Alto Gállego	Hombres	2	África	2012	-10
02	Alto Gállego	Hombres	3	América	2012	0
02	Alto Gállego	Hombres	4	Asia	2012	3
02	Alto Gállego	Mujeres	1	Europa	2012	-69
02	Alto Gállego	Mujeres	2	África	2012	-4
02	Alto Gállego	Mujeres	3	América	2012	11
02	Alto Gállego	Mujeres	4	Asia	2012	0
03	Sobrarbe	Hombres	1	Europa	2012	20
03	Sobrarbe	Hombres	2	África	2012	0
03	Sobrarbe	Hombres	3	América	2012	6
03	Sobrarbe	Hombres	5	Otros continentes	2012	1
03	Sobrarbe	Mujeres	1	Europa	2012	-26
03	Sobrarbe	Mujeres	2	África	2012	0
03	Sobrarbe	Mujeres	3	América	2012	1
04	La Ribagorza	Hombres	1	Europa	2012	-105
04	La Ribagorza	Hombres	2	África	2012	-2
04	La Ribagorza	Hombres	3	América	2012	-15
04	La Ribagorza	Hombres	4	Asia	2012	-1
04	La Ribagorza	Mujeres	1	Europa	2012	-103
04	La Ribagorza	Mujeres	2	África	2012	-5
04	La Ribagorza	Mujeres	3	América	2012	-19
04	La Ribagorza	Mujeres	4	Asia	2012	0
05	Cinco Villas	Hombres	1	Europa	2012	-155
05	Cinco Villas	Hombres	2	África	2012	-37
05	Cinco Villas	Hombres	3	América	2012	-16
05	Cinco Villas	Hombres	4	Asia	2012	2
05	Cinco Villas	Mujeres	1	Europa	2012	-151
05	Cinco Villas	Mujeres	2	África	2012	-6
05	Cinco Villas	Mujeres	3	América	2012	-10
05	Cinco Villas	Mujeres	4	Asia	2012	-2
06	Hoya de Huesca / Plana de Uesca	Hombres	1	Europa	2012	26
06	Hoya de Huesca / Plana de Uesca	Hombres	2	África	2012	-70
06	Hoya de Huesca / Plana de Uesca	Hombres	3	América	2012	1
06	Hoya de Huesca / Plana de Uesca	Hombres	4	Asia	2012	5
06	Hoya de Huesca / Plana de Uesca	Hombres	5	Otros continentes	2012	-1
06	Hoya de Huesca / Plana de Uesca	Mujeres	1	Europa	2012	96
06	Hoya de Huesca / Plana de Uesca	Mujeres	2	África	2012	-21
06	Hoya de Huesca / Plana de Uesca	Mujeres	3	América	2012	12
06	Hoya de Huesca / Plana de Uesca	Mujeres	4	Asia	2012	-2
07	Somontano de Barbastro	Hombres	1	Europa	2012	-14
07	Somontano de Barbastro	Hombres	2	África	2012	-3
07	Somontano de Barbastro	Hombres	3	América	2012	-5
07	Somontano de Barbastro	Hombres	4	Asia	2012	0
07	Somontano de Barbastro	Hombres	5	Otros continentes	2012	-1
07	Somontano de Barbastro	Mujeres	1	Europa	2012	5
07	Somontano de Barbastro	Mujeres	2	África	2012	20
07	Somontano de Barbastro	Mujeres	3	América	2012	3
07	Somontano de Barbastro	Mujeres	4	Asia	2012	-3
08	Cinca Medio	Hombres	1	Europa	2012	-13
08	Cinca Medio	Hombres	2	África	2012	34
08	Cinca Medio	Hombres	3	América	2012	-5
08	Cinca Medio	Hombres	4	Asia	2012	4
08	Cinca Medio	Mujeres	1	Europa	2012	4
08	Cinca Medio	Mujeres	2	África	2012	19
08	Cinca Medio	Mujeres	3	América	2012	2
08	Cinca Medio	Mujeres	4	Asia	2012	1
08	Cinca Medio	Mujeres	5	Otros continentes	2012	-1
09	La Litera / La Llitera	Hombres	1	Europa	2012	-47
09	La Litera / La Llitera	Hombres	2	África	2012	-5
09	La Litera / La Llitera	Hombres	3	América	2012	8
09	La Litera / La Llitera	Hombres	4	Asia	2012	4
09	La Litera / La Llitera	Mujeres	1	Europa	2012	-20
09	La Litera / La Llitera	Mujeres	2	África	2012	-5
09	La Litera / La Llitera	Mujeres	3	América	2012	8
09	La Litera / La Llitera	Mujeres	4	Asia	2012	1
09	La Litera / La Llitera	Mujeres	5	Otros continentes	2012	2
10	Los Monegros	Hombres	1	Europa	2012	-136
10	Los Monegros	Hombres	2	África	2012	-10
10	Los Monegros	Hombres	3	América	2012	4
