Municipio código	Municipio nombre	Tipo hogar 1	Tipo de hogar 2	Número hogares
44220	Torralba de los Sisones	1- Hogar unipersonal	1- Hogar unipersonal	18
44220	Torralba de los Sisones	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44220	Torralba de los Sisones	2- Hogar multipersonal	3- Hogar multipersonal, una familia	68
44221	Torrecilla de Alcañiz	1- Hogar unipersonal	1- Hogar unipersonal	25
44221	Torrecilla de Alcañiz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	136
44222	Torrecilla del Rebollar	1- Hogar unipersonal	1- Hogar unipersonal	28
44222	Torrecilla del Rebollar	2- Hogar multipersonal	3- Hogar multipersonal, una familia	47
44223	Torre de Arcas	1- Hogar unipersonal	1- Hogar unipersonal	9
44223	Torre de Arcas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
44224	Torre de las Arcas	1- Hogar unipersonal	1- Hogar unipersonal	6
44224	Torre de las Arcas	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44224	Torre de las Arcas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	12
44225	Torre del Compte	1- Hogar unipersonal	1- Hogar unipersonal	30
44225	Torre del Compte	2- Hogar multipersonal	3- Hogar multipersonal, una familia	48
44226	Torrelacárcel	1- Hogar unipersonal	1- Hogar unipersonal	39
44226	Torrelacárcel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	84
44227	Torre los Negros	1- Hogar unipersonal	1- Hogar unipersonal	8
44227	Torre los Negros	2- Hogar multipersonal	3- Hogar multipersonal, una familia	26
44228	Torremocha de Jiloca	1- Hogar unipersonal	1- Hogar unipersonal	27
44228	Torremocha de Jiloca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	43
44229	Torres de Albarracín	1- Hogar unipersonal	1- Hogar unipersonal	25
44229	Torres de Albarracín	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44229	Torres de Albarracín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	40
44230	Torrevelilla	1- Hogar unipersonal	1- Hogar unipersonal	33
44230	Torrevelilla	2- Hogar multipersonal	3- Hogar multipersonal, una familia	57
44231	Torrijas	1- Hogar unipersonal	1- Hogar unipersonal	19
44231	Torrijas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	17
44232	Torrijo del Campo	1- Hogar unipersonal	1- Hogar unipersonal	69
44232	Torrijo del Campo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44232	Torrijo del Campo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	161
44234	Tramacastiel	1- Hogar unipersonal	1- Hogar unipersonal	17
44234	Tramacastiel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	32
44235	Tramacastilla	1- Hogar unipersonal	1- Hogar unipersonal	23
44235	Tramacastilla	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44235	Tramacastilla	2- Hogar multipersonal	3- Hogar multipersonal, una familia	34
44236	Tronchón	1- Hogar unipersonal	1- Hogar unipersonal	17
44236	Tronchón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44236	Tronchón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	28
44237	Urrea de Gaén	1- Hogar unipersonal	1- Hogar unipersonal	67
44237	Urrea de Gaén	2- Hogar multipersonal	3- Hogar multipersonal, una familia	161
44238	Utrillas	1- Hogar unipersonal	1- Hogar unipersonal	203
44238	Utrillas	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	7
44238	Utrillas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	883
44238	Utrillas	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	5
44239	Valacloche	1- Hogar unipersonal	1- Hogar unipersonal	7
44239	Valacloche	2- Hogar multipersonal	3- Hogar multipersonal, una familia	5
44240	Valbona	1- Hogar unipersonal	1- Hogar unipersonal	34
44240	Valbona	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44240	Valbona	2- Hogar multipersonal	3- Hogar multipersonal, una familia	52
44241	Valdealgorfa	1- Hogar unipersonal	1- Hogar unipersonal	68
44241	Valdealgorfa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	219
44243	Valdecuenca	1- Hogar unipersonal	1- Hogar unipersonal	9
44243	Valdecuenca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	8
44244	Valdelinares	1- Hogar unipersonal	1- Hogar unipersonal	23
44244	Valdelinares	2- Hogar multipersonal	3- Hogar multipersonal, una familia	32
44245	Valdeltormo	1- Hogar unipersonal	1- Hogar unipersonal	40
44245	Valdeltormo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	102
44246	Valderrobres	1- Hogar unipersonal	1- Hogar unipersonal	204
44246	Valderrobres	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	11
44246	Valderrobres	2- Hogar multipersonal	3- Hogar multipersonal, una familia	520
44246	Valderrobres	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
44247	Valjunquera	1- Hogar unipersonal	1- Hogar unipersonal	43
44247	Valjunquera	2- Hogar multipersonal	3- Hogar multipersonal, una familia	126
44249	Vallecillo (El)	1- Hogar unipersonal	1- Hogar unipersonal	14
44249	Vallecillo (El)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	13
44250	Veguillas de la Sierra	1- Hogar unipersonal	1- Hogar unipersonal	6
44250	Veguillas de la Sierra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	8
44251	Villafranca del Campo	1- Hogar unipersonal	1- Hogar unipersonal	43
44251	Villafranca del Campo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	111
44251	Villafranca del Campo	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
44252	Villahermosa del Campo	1- Hogar unipersonal	1- Hogar unipersonal	11
44252	Villahermosa del Campo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	20
44256	Villanueva del Rebollar de la Sierra	1- Hogar unipersonal	1- Hogar unipersonal	6
44256	Villanueva del Rebollar de la Sierra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	13
44257	Villar del Cobo	1- Hogar unipersonal	1- Hogar unipersonal	29
44257	Villar del Cobo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	60
44258	Villar del Salz	1- Hogar unipersonal	1- Hogar unipersonal	10
44258	Villar del Salz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
44260	Villarluengo	1- Hogar unipersonal	1- Hogar unipersonal	37
44260	Villarluengo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44260	Villarluengo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	51
44261	Villarquemado	1- Hogar unipersonal	1- Hogar unipersonal	92
44261	Villarquemado	2- Hogar multipersonal	3- Hogar multipersonal, una familia	269
44262	Villarroya de los Pinares	1- Hogar unipersonal	1- Hogar unipersonal	30
44262	Villarroya de los Pinares	2- Hogar multipersonal	3- Hogar multipersonal, una familia	51
44263	Villastar	1- Hogar unipersonal	1- Hogar unipersonal	42
44263	Villastar	2- Hogar multipersonal	3- Hogar multipersonal, una familia	99
44264	Villel	1- Hogar unipersonal	1- Hogar unipersonal	59
44264	Villel	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
44264	Villel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	90
44265	Vinaceite	1- Hogar unipersonal	1- Hogar unipersonal	40
44265	Vinaceite	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
44265	Vinaceite	2- Hogar multipersonal	3- Hogar multipersonal, una familia	79
44266	Visiedo	1- Hogar unipersonal	1- Hogar unipersonal	27
44266	Visiedo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	56
44267	Vivel del Río Martín	1- Hogar unipersonal	1- Hogar unipersonal	17
44267	Vivel del Río Martín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	23
44268	Zoma (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	8
50001	Abanto	1- Hogar unipersonal	1- Hogar unipersonal	33
50001	Abanto	2- Hogar multipersonal	3- Hogar multipersonal, una familia	47
50002	Acered	1- Hogar unipersonal	1- Hogar unipersonal	33
50002	Acered	2- Hogar multipersonal	3- Hogar multipersonal, una familia	76
50003	Agón	1- Hogar unipersonal	1- Hogar unipersonal	6
50003	Agón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50003	Agón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	52
50003	Agón	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50004	Aguarón	1- Hogar unipersonal	1- Hogar unipersonal	86
50004	Aguarón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50004	Aguarón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	208
50005	Aguilón	1- Hogar unipersonal	1- Hogar unipersonal	51
50005	Aguilón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50005	Aguilón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	82
50006	Ainzón	1- Hogar unipersonal	1- Hogar unipersonal	176
50006	Ainzón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
50006	Ainzón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	327
50006	Ainzón	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
50007	Aladrén	1- Hogar unipersonal	1- Hogar unipersonal	22
50007	Aladrén	2- Hogar multipersonal	3- Hogar multipersonal, una familia	16
50008	Alagón	1- Hogar unipersonal	1- Hogar unipersonal	377
50008	Alagón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	9
50008	Alagón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	1574
50008	Alagón	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	5
50009	Alarba	1- Hogar unipersonal	1- Hogar unipersonal	15
50009	Alarba	2- Hogar multipersonal	3- Hogar multipersonal, una familia	44
50010	Alberite de San Juan	1- Hogar unipersonal	1- Hogar unipersonal	12
50010	Alberite de San Juan	2- Hogar multipersonal	3- Hogar multipersonal, una familia	25
50011	Albeta	1- Hogar unipersonal	1- Hogar unipersonal	14
50011	Albeta	2- Hogar multipersonal	3- Hogar multipersonal, una familia	38
50012	Alborge	1- Hogar unipersonal	1- Hogar unipersonal	4
50012	Alborge	2- Hogar multipersonal	3- Hogar multipersonal, una familia	45
50013	Alcalá de Ebro	1- Hogar unipersonal	1- Hogar unipersonal	21
50013	Alcalá de Ebro	2- Hogar multipersonal	3- Hogar multipersonal, una familia	88
50014	Alcalá de Moncayo	1- Hogar unipersonal	1- Hogar unipersonal	12
50014	Alcalá de Moncayo	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50014	Alcalá de Moncayo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	37
50015	Alconchel de Ariza	1- Hogar unipersonal	1- Hogar unipersonal	10
50015	Alconchel de Ariza	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50015	Alconchel de Ariza	2- Hogar multipersonal	3- Hogar multipersonal, una familia	41
50016	Aldehuela de Liestos	1- Hogar unipersonal	1- Hogar unipersonal	5
50016	Aldehuela de Liestos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	13
50017	Alfajarín	1- Hogar unipersonal	1- Hogar unipersonal	112
50017	Alfajarín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	447
50018	Alfamén	1- Hogar unipersonal	1- Hogar unipersonal	68
50018	Alfamén	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	8
50018	Alfamén	2- Hogar multipersonal	3- Hogar multipersonal, una familia	356
50018	Alfamén	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	5
50019	Alforque	1- Hogar unipersonal	1- Hogar unipersonal	12
50019	Alforque	2- Hogar multipersonal	3- Hogar multipersonal, una familia	23
50020	Alhama de Aragón	1- Hogar unipersonal	1- Hogar unipersonal	138
50020	Alhama de Aragón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50020	Alhama de Aragón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	320
50021	Almochuel	1- Hogar unipersonal	1- Hogar unipersonal	11
50021	Almochuel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
50022	Almolda (La)	1- Hogar unipersonal	1- Hogar unipersonal	49
50022	Almolda (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	182
50023	Almonacid de la Cuba	1- Hogar unipersonal	1- Hogar unipersonal	23
50023	Almonacid de la Cuba	2- Hogar multipersonal	3- Hogar multipersonal, una familia	101
50024	Almonacid de la Sierra	1- Hogar unipersonal	1- Hogar unipersonal	87
50024	Almonacid de la Sierra	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
50024	Almonacid de la Sierra	2- Hogar multipersonal	3- Hogar multipersonal, una familia	226
50024	Almonacid de la Sierra	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50025	Almunia de Doña Godina (La)	1- Hogar unipersonal	1- Hogar unipersonal	379
50025	Almunia de Doña Godina (La)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	31
50025	Almunia de Doña Godina (La)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	1580
50025	Almunia de Doña Godina (La)	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	7
50026	Alpartir	1- Hogar unipersonal	1- Hogar unipersonal	47
50026	Alpartir	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50026	Alpartir	2- Hogar multipersonal	3- Hogar multipersonal, una familia	177
50027	Ambel	1- Hogar unipersonal	1- Hogar unipersonal	55
50027	Ambel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	92
50028	Anento	1- Hogar unipersonal	1- Hogar unipersonal	12
50028	Anento	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50028	Anento	2- Hogar multipersonal	3- Hogar multipersonal, una familia	28
50029	Aniñón	1- Hogar unipersonal	1- Hogar unipersonal	62
50029	Aniñón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	259
50030	Añón de Moncayo	1- Hogar unipersonal	1- Hogar unipersonal	41
50030	Añón de Moncayo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	74
50031	Aranda de Moncayo	1- Hogar unipersonal	1- Hogar unipersonal	37
50031	Aranda de Moncayo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	62
50032	Arándiga	1- Hogar unipersonal	1- Hogar unipersonal	61
50032	Arándiga	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50032	Arándiga	2- Hogar multipersonal	3- Hogar multipersonal, una familia	139
50033	Ardisa	1- Hogar unipersonal	1- Hogar unipersonal	13
50033	Ardisa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	20
50034	Ariza	1- Hogar unipersonal	1- Hogar unipersonal	146
50034	Ariza	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	6
50034	Ariza	2- Hogar multipersonal	3- Hogar multipersonal, una familia	338
50034	Ariza	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50035	Artieda	1- Hogar unipersonal	1- Hogar unipersonal	11
50035	Artieda	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50035	Artieda	2- Hogar multipersonal	3- Hogar multipersonal, una familia	27
50036	Asín	1- Hogar unipersonal	1- Hogar unipersonal	20
50036	Asín	2- Hogar multipersonal	3- Hogar multipersonal, una familia	20
50037	Atea	1- Hogar unipersonal	1- Hogar unipersonal	43
50037	Atea	2- Hogar multipersonal	3- Hogar multipersonal, una familia	64
50038	Ateca	1- Hogar unipersonal	1- Hogar unipersonal	163
50038	Ateca	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	6
50038	Ateca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	581
50038	Ateca	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	3
50039	Azuara	1- Hogar unipersonal	1- Hogar unipersonal	84
50039	Azuara	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50039	Azuara	2- Hogar multipersonal	3- Hogar multipersonal, una familia	197
50040	Badules	1- Hogar unipersonal	1- Hogar unipersonal	18
50040	Badules	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
50041	Bagüés	1- Hogar unipersonal	1- Hogar unipersonal	7
50041	Bagüés	2- Hogar multipersonal	3- Hogar multipersonal, una familia	10
50042	Balconchán	1- Hogar unipersonal	1- Hogar unipersonal	1
50042	Balconchán	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50042	Balconchán	2- Hogar multipersonal	3- Hogar multipersonal, una familia	10
50043	Bárboles	1- Hogar unipersonal	1- Hogar unipersonal	37
50043	Bárboles	2- Hogar multipersonal	3- Hogar multipersonal, una familia	95
50044	Bardallur	1- Hogar unipersonal	1- Hogar unipersonal	35
50044	Bardallur	2- Hogar multipersonal	3- Hogar multipersonal, una familia	82
50045	Belchite	1- Hogar unipersonal	1- Hogar unipersonal	164
50045	Belchite	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50045	Belchite	2- Hogar multipersonal	3- Hogar multipersonal, una familia	485
50045	Belchite	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50046	Belmonte de Gracián	1- Hogar unipersonal	1- Hogar unipersonal	36
50046	Belmonte de Gracián	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50046	Belmonte de Gracián	2- Hogar multipersonal	3- Hogar multipersonal, una familia	74
50047	Berdejo	1- Hogar unipersonal	1- Hogar unipersonal	12
50047	Berdejo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
50048	Berrueco	1- Hogar unipersonal	1- Hogar unipersonal	4
50048	Berrueco	2- Hogar multipersonal	3- Hogar multipersonal, una familia	12
50050	Bijuesca	1- Hogar unipersonal	1- Hogar unipersonal	18
50050	Bijuesca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	35
50050	Bijuesca	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50051	Biota	1- Hogar unipersonal	1- Hogar unipersonal	116
50051	Biota	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50051	Biota	2- Hogar multipersonal	3- Hogar multipersonal, una familia	337
50051	Biota	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50052	Bisimbre	1- Hogar unipersonal	1- Hogar unipersonal	15
50052	Bisimbre	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50052	Bisimbre	2- Hogar multipersonal	3- Hogar multipersonal, una familia	35
50053	Boquiñeni	1- Hogar unipersonal	1- Hogar unipersonal	80
50053	Boquiñeni	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50053	Boquiñeni	2- Hogar multipersonal	3- Hogar multipersonal, una familia	280
50053	Boquiñeni	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
50054	Bordalba	1- Hogar unipersonal	1- Hogar unipersonal	7
50054	Bordalba	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50054	Bordalba	2- Hogar multipersonal	3- Hogar multipersonal, una familia	24
50055	Borja	1- Hogar unipersonal	1- Hogar unipersonal	387
50055	Borja	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	10
50055	Borja	2- Hogar multipersonal	3- Hogar multipersonal, una familia	1156
50055	Borja	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
50056	Botorrita	1- Hogar unipersonal	1- Hogar unipersonal	50
50056	Botorrita	2- Hogar multipersonal	3- Hogar multipersonal, una familia	141
50057	Brea de Aragón	1- Hogar unipersonal	1- Hogar unipersonal	108
50057	Brea de Aragón	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	6
50057	Brea de Aragón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	569
50057	Brea de Aragón	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
50058	Bubierca	1- Hogar unipersonal	1- Hogar unipersonal	16
50058	Bubierca	2- Hogar multipersonal	3- Hogar multipersonal, una familia	28
50059	Bujaraloz	1- Hogar unipersonal	1- Hogar unipersonal	61
50059	Bujaraloz	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
50059	Bujaraloz	2- Hogar multipersonal	3- Hogar multipersonal, una familia	284
50059	Bujaraloz	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
50060	Bulbuente	1- Hogar unipersonal	1- Hogar unipersonal	50
50060	Bulbuente	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50060	Bulbuente	2- Hogar multipersonal	3- Hogar multipersonal, una familia	66
50060	Bulbuente	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50061	Bureta	1- Hogar unipersonal	1- Hogar unipersonal	39
50061	Bureta	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	3
50061	Bureta	2- Hogar multipersonal	3- Hogar multipersonal, una familia	78
50062	Burgo de Ebro (El)	1- Hogar unipersonal	1- Hogar unipersonal	145
50062	Burgo de Ebro (El)	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50062	Burgo de Ebro (El)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	459
50062	Burgo de Ebro (El)	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50063	Buste (El)	1- Hogar unipersonal	1- Hogar unipersonal	9
50063	Buste (El)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	30
50064	Cabañas de Ebro	1- Hogar unipersonal	1- Hogar unipersonal	46
50064	Cabañas de Ebro	2- Hogar multipersonal	3- Hogar multipersonal, una familia	150
50065	Cabolafuente	1- Hogar unipersonal	1- Hogar unipersonal	5
50065	Cabolafuente	2- Hogar multipersonal	3- Hogar multipersonal, una familia	14
50066	Cadrete	1- Hogar unipersonal	1- Hogar unipersonal	157
50066	Cadrete	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	8
50066	Cadrete	2- Hogar multipersonal	3- Hogar multipersonal, una familia	516
50066	Cadrete	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	3
50067	Calatayud	1- Hogar unipersonal	1- Hogar unipersonal	1464
50067	Calatayud	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	53
50067	Calatayud	2- Hogar multipersonal	3- Hogar multipersonal, una familia	4909
50067	Calatayud	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	45
50068	Calatorao	1- Hogar unipersonal	1- Hogar unipersonal	198
50068	Calatorao	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	9
50068	Calatorao	2- Hogar multipersonal	3- Hogar multipersonal, una familia	827
50068	Calatorao	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
50069	Calcena	1- Hogar unipersonal	1- Hogar unipersonal	29
50069	Calcena	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50069	Calcena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	23
50070	Calmarza	1- Hogar unipersonal	1- Hogar unipersonal	15
50070	Calmarza	2- Hogar multipersonal	3- Hogar multipersonal, una familia	25
50071	Campillo de Aragón	1- Hogar unipersonal	1- Hogar unipersonal	22
50071	Campillo de Aragón	2- Hogar multipersonal	3- Hogar multipersonal, una familia	54
50072	Carenas	1- Hogar unipersonal	1- Hogar unipersonal	40
50072	Carenas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	57
50073	Cariñena	1- Hogar unipersonal	1- Hogar unipersonal	217
50073	Cariñena	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	24
50073	Cariñena	2- Hogar multipersonal	3- Hogar multipersonal, una familia	834
50073	Cariñena	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	20
50074	Caspe	1- Hogar unipersonal	1- Hogar unipersonal	639
50074	Caspe	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	19
50074	Caspe	2- Hogar multipersonal	3- Hogar multipersonal, una familia	2211
50074	Caspe	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	9
50075	Castejón de Alarba	1- Hogar unipersonal	1- Hogar unipersonal	10
50075	Castejón de Alarba	2- Hogar multipersonal	3- Hogar multipersonal, una familia	34
50076	Castejón de las Armas	1- Hogar unipersonal	1- Hogar unipersonal	20
50076	Castejón de las Armas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	37
50077	Castejón de Valdejasa	1- Hogar unipersonal	1- Hogar unipersonal	40
50077	Castejón de Valdejasa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	92
50078	Castiliscar	1- Hogar unipersonal	1- Hogar unipersonal	43
50078	Castiliscar	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	2
50078	Castiliscar	2- Hogar multipersonal	3- Hogar multipersonal, una familia	104
50079	Cervera de la Cañada	1- Hogar unipersonal	1- Hogar unipersonal	38
50079	Cervera de la Cañada	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50079	Cervera de la Cañada	2- Hogar multipersonal	3- Hogar multipersonal, una familia	95
50080	Cerveruela	1- Hogar unipersonal	1- Hogar unipersonal	18
50080	Cerveruela	2- Hogar multipersonal	3- Hogar multipersonal, una familia	3
50081	Cetina	1- Hogar unipersonal	1- Hogar unipersonal	93
50081	Cetina	2- Hogar multipersonal	3- Hogar multipersonal, una familia	217
50081	Cetina	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	2
50082	Cimballa	1- Hogar unipersonal	1- Hogar unipersonal	19
50082	Cimballa	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50082	Cimballa	2- Hogar multipersonal	3- Hogar multipersonal, una familia	42
50083	Cinco Olivas	1- Hogar unipersonal	1- Hogar unipersonal	19
50083	Cinco Olivas	2- Hogar multipersonal	3- Hogar multipersonal, una familia	36
50084	Clarés de Ribota	1- Hogar unipersonal	1- Hogar unipersonal	22
50084	Clarés de Ribota	2- Hogar multipersonal	3- Hogar multipersonal, una familia	31
50085	Codo	1- Hogar unipersonal	1- Hogar unipersonal	37
50085	Codo	2- Hogar multipersonal	3- Hogar multipersonal, una familia	77
50086	Codos	1- Hogar unipersonal	1- Hogar unipersonal	54
50086	Codos	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50086	Codos	2- Hogar multipersonal	3- Hogar multipersonal, una familia	77
50086	Codos	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50087	Contamina	1- Hogar unipersonal	1- Hogar unipersonal	13
50087	Contamina	2- Hogar multipersonal	3- Hogar multipersonal, una familia	13
50088	Cosuenda	1- Hogar unipersonal	1- Hogar unipersonal	51
50088	Cosuenda	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50088	Cosuenda	2- Hogar multipersonal	3- Hogar multipersonal, una familia	116
50089	Cuarte de Huerva	1- Hogar unipersonal	1- Hogar unipersonal	82
50089	Cuarte de Huerva	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	8
50089	Cuarte de Huerva	2- Hogar multipersonal	3- Hogar multipersonal, una familia	526
50089	Cuarte de Huerva	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	4
50090	Cubel	1- Hogar unipersonal	1- Hogar unipersonal	17
50090	Cubel	2- Hogar multipersonal	3- Hogar multipersonal, una familia	62
50091	Cuerlas (Las)	1- Hogar unipersonal	1- Hogar unipersonal	14
50091	Cuerlas (Las)	2- Hogar multipersonal	3- Hogar multipersonal, una familia	26
50091	Cuerlas (Las)	2- Hogar multipersonal	4- Hogar multipersonal, más de un familia	1
50092	Chiprana	1- Hogar unipersonal	1- Hogar unipersonal	42
50092	Chiprana	2- Hogar multipersonal	3- Hogar multipersonal, una familia	117
50093	Chodes	1- Hogar unipersonal	1- Hogar unipersonal	17
50093	Chodes	2- Hogar multipersonal	2- Hogar multipersonal, no forman familia	1
50093	Chodes	2- Hogar multipersonal	3- Hogar multipersonal, una familia	33
50094	Daroca	1- Hogar unipersonal	1- Hogar unipersonal	220
